Nb-93(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
2135.72 0.0865189
2137.58 0.0960058
2139.43 0.112462
2141.29 0.144508
2142.22 0.173961
2143.15 0.224259
2144.08 0.324408
2144.54 0.418653
2145.01 0.582472
2145.47 0.911283
2145.70 1.21762
2145.93 1.73831
2146.17 2.73277
2146.28 3.60909
2146.40 5.00410
2146.51 7.41062
2146.63 12.0396
2146.69 16.0825
2146.75 22.3434
2146.80 32.4246
2146.86 48.8375
2146.93 78.0409
2147.00 97.5058
2147.07 78.0443
2147.14 48.8458
2147.20 32.0001
2147.26 21.8279
2147.32 15.5999
2147.38 11.6218
2147.50 7.11714
2147.62 4.81574
2147.74 3.47894
2147.86 2.64581
2148.10 1.71357
2148.34 1.23219
2148.58 0.957594
2149.05 0.681177
2149.53 0.566694
2150.01 0.528180
2150.97 0.586485
2151.45 0.682552
2151.92 0.844887
2152.40 1.11959
2152.88 1.61009
2153.36 2.59527
2153.60 3.49806
2153.84 4.99333
2153.96 6.14184
2154.08 7.73964
2154.20 10.0486
2154.32 13.5092
2154.44 19.0984
2154.56 28.6228
2154.62 36.1034
2154.68 46.5090
2154.74 61.1637
2154.80 81.2623
2154.90 130.182
2155.00 162.352
2155.10 129.662
2155.21 81.2469
2155.33 46.2909
2155.45 28.5035
2155.57 18.9658
2155.69 13.4226
2155.81 9.96309
2155.93 7.67515
2156.16 4.95659
2156.40 3.45983
2156.64 2.55832
2157.12 1.56868
2157.60 1.06730
2158.08 0.779918
2158.56 0.599657
2159.04 0.479158
2160.00 0.332874
2160.96 0.250890
2161.92 0.200212
2162.87 0.166744
2164.79 0.126588
2166.71 0.104393
2168.62 0.0909701
2170.54 0.0824343
2174.38 0.0737515
2178.21 0.0741632
2180.13 0.0810490
2182.04 0.104344
2183.00 0.137481
2183.48 0.170190
2183.96 0.228721
2184.44 0.349364
2184.68 0.464188
2184.92 0.661510
2185.16 1.04757
2185.28 1.39477
2185.40 1.95290
2185.52 2.95011
2185.58 3.76280
2185.64 4.95626
2185.70 6.79362
2185.76 9.78122
2185.82 14.9177
2185.88 23.7813
2185.94 38.2056
2186.00 47.6421
2186.06 37.9575
2186.12 23.7820
2186.17 16.8609
2186.21 12.2467
2186.25 9.17024
2186.29 7.11072
2186.38 4.54616
2186.47 3.15171
2186.55 2.30285
2186.64 1.76251
2186.81 1.13049
2186.98 0.792832
2187.15 0.592025
2187.49 0.375574
2187.83 0.267679
2188.18 0.206267
2188.86 0.142570
2190.23 0.0947152
2191.59 0.0771561
2194.33 0.0640045
2197.06 0.0591425
2202.53 0.0557171
2208.00 0.0553355
2213.48 0.0574065
2216.21 0.0601312
2218.95 0.0654665
2221.68 0.0772462
2223.05 0.0891055
2224.42 0.110767
2225.10 0.129031
2225.78 0.156895
2226.47 0.202467
2227.15 0.284468
2227.49 0.352800
2227.83 0.455880
2228.18 0.621937
2228.52 0.914903
2228.69 1.15357
2228.86 1.50605
2229.03 2.05771
2229.20 2.99115
2229.29 3.72546
2229.37 4.75493
2229.46 6.29976
2229.54 8.69420
2229.63 12.7834
2229.67 15.9584
2229.72 20.2857
2229.76 26.6693
2229.80 35.9456
2229.84 50.4769
2229.89 72.2187
2229.94 115.798
2230.00 144.132
2230.06 114.992
2230.12 72.2124
2230.15 51.7436
2230.19 37.8958
2230.23 28.5460
2230.27 22.0990
2230.35 14.2043
2230.43 9.82384
2230.51 7.17523
2230.58 5.46276
2230.74 3.46681
2230.90 2.39688
2231.05 1.75926
2231.36 1.07229
2231.67 0.728026
2231.99 0.532098
2232.30 0.410134
2232.61 0.329332
2233.23 0.231695
2233.86 0.177486
2234.48 0.144215
2235.10 0.122403
2236.35 0.0964213
2237.60 0.0821432
2240.09 0.0678081
2242.59 0.0611283
2245.08 0.0575026
2250.07 0.0539597
2260.04 0.0517525
2270.02 0.0515539
2289.97 0.0539811
2299.94 0.0575282
2304.93 0.0620340
2307.42 0.0713249
2308.67 0.100442
2308.98 0.127678
2309.29 0.197230
2309.45 0.282625
2309.61 0.482515
2309.68 0.700354
2309.76 1.13419
2309.84 2.15895
2309.88 3.22766
2309.92 5.01311
2309.96 8.03471
2310.00 9.99072
2310.04 7.95784
2310.08 5.01309
2310.13 2.86495
2310.18 1.79605
2310.23 1.21045
2310.28 0.877183
2310.37 0.527097
2310.47 0.361076
2310.67 0.215341
2310.86 0.155423
2311.63 0.0903529
2313.19 0.0735333
2316.29 0.0734429
2319.39 0.0796889
2322.49 0.0907137
2325.59 0.110463
2327.14 0.126889
2328.69 0.152153
2330.24 0.195721
2331.02 0.231971
2331.79 0.289224
2332.57 0.394068
2332.96 0.487389
2333.34 0.643434
2333.73 0.947532
2333.92 1.22738
2334.12 1.69750
2334.31 2.59880
2334.41 3.39643
2334.41 3.43760
2334.42 3.46900
2334.42 3.53319
2334.43 3.66742
2334.46 3.96156
2334.51 4.67476
2334.60 6.90523
2334.70 11.2788
2334.72 13.0784
2334.75 15.2283
2334.77 17.9244
2334.80 21.3460
2334.82 25.7367
2334.84 31.4189
2334.87 38.7909
2334.89 48.2619
2334.92 61.6364
2334.95 76.8968
2335.00 95.9373
2335.03 90.3444
2335.05 76.9051
2335.11 48.2807
2335.15 31.9910
2335.20 22.2090
2335.24 16.1056
2335.29 12.1502
2335.38 7.57267
2335.47 5.22317
2335.56 3.85039
2335.65 3.00286
2335.83 2.05199
2336.01 1.56774
2336.19 1.29987
2336.55 1.05895
2336.92 1.00145
2337.28 1.04270
2338.00 1.36461
2338.68 2.10213
2339.02 2.80166
2339.35 3.96619
2339.52 4.86451
2339.69 6.10689
2339.86 7.89884
2340.03 10.6045
2340.20 14.9284
2340.37 22.3374
2340.45 28.1331
2340.54 36.0671
2340.62 47.3245
2340.71 62.8152
2340.85 100.623
2341.00 125.609
2341.15 100.332
2341.29 62.7959
2341.44 38.7247
2341.58 25.2928
2341.73 17.4733
2341.88 12.7178
2342.02 9.61586
2342.17 7.52243
2342.46 4.95451
2342.75 3.50418
2343.04 2.61213
2343.62 1.62148
2344.20 1.11220
2344.78 0.817544
2345.36 0.631723
2345.94 0.507143
2347.11 0.355844
2348.27 0.271465
2349.43 0.220233
2350.60 0.187592
2352.92 0.153918
2355.25 0.153061
2356.41 0.175264
2356.99 0.201477
2357.57 0.251423
2358.15 0.359017
2358.45 0.464365
2358.74 0.650003
2359.03 1.02556
2359.17 1.37385
2359.32 1.96014
2359.46 3.06944
2359.54 4.02984
2359.61 5.50292
2359.68 7.99414
2359.75 12.4741
2359.79 16.2873
2359.83 21.7433
2359.86 29.9169
2359.90 42.1553
2359.92 54.0494
2359.95 67.6298
2360.00 84.1674
2360.05 67.1055
2360.10 42.1525
2360.14 31.0472
2360.17 23.4810
2360.23 14.3541
2360.29 9.51776
2360.35 6.72820
2360.42 4.97383
2360.48 3.83958
2360.60 2.49129
2360.73 1.75014
2360.85 1.30717
2361.10 0.822805
2361.35 0.577356
2361.60 0.437109
2362.09 0.290160
2362.59 0.218761
2363.09 0.178626
2364.08 0.137221
2365.08 0.117176
2366.07 0.105895
2368.06 0.0942828
2372.03 0.0863696
2376.01 0.0855466
2383.96 0.0949172
2387.94 0.109778
2388.93 0.118755
2389.93 0.138788
2390.43 0.163080
2390.92 0.225222
2391.17 0.303971
2391.42 0.499265
2391.54 0.732358
2391.67 1.24797
2391.73 1.77720
2391.79 2.75615
2391.82 3.57704
2391.85 4.79806
2391.89 6.66449
2391.92 9.52345
2391.96 15.1556
2392.00 18.9050
2392.04 15.1557
2392.08 9.52384
2392.11 6.97037
2392.14 5.26047
2392.19 3.22312
2392.24 2.14230
2392.29 1.53885
2392.40 0.917179
2392.50 0.627315
2392.71 0.376328
2392.92 0.274892
2393.34 0.195747
2393.76 0.167185
2394.60 0.148797
2395.44 0.145638
2398.79 0.165054
2402.14 0.208578
2405.50 0.287978
2407.17 0.353133
2408.85 0.449626
2410.53 0.600995
2412.20 0.857579
2413.04 1.05874
2413.88 1.34436
2414.72 1.76893
2415.56 2.43721
2416.40 3.57230
2416.82 4.45510
2417.23 5.69565
2417.65 7.49813
2418.07 10.2110
2418.49 14.4193
2418.91 20.9728
2419.46 33.4300
2420.00 41.6879
2420.55 33.2897
2421.10 20.7647
2421.63 13.0016
2422.16 8.57680
2422.69 5.98402
2423.21 4.38020
2423.74 3.33221
2424.27 2.61776
2425.33 1.73793
2426.38 1.24018
2427.44 0.933323
2429.55 0.591236
2431.66 0.415524
2433.78 0.313932
2435.89 0.250265
2438.00 0.208094
2442.23 0.158893
2446.45 0.136905
2448.57 0.135370
2450.68 0.147985
2451.74 0.170425
2452.26 0.193368
2452.79 0.235024
2453.32 0.321903
2453.58 0.405716
2453.85 0.552864
2454.11 0.847683
2454.24 1.12084
2454.38 1.57958
2454.51 2.43667
2454.57 3.17334
2454.64 4.31492
2454.71 6.20821
2454.77 9.63501
2454.81 12.4455
2454.84 16.5382
2454.87 22.6308
2454.90 31.6882
2454.95 50.5928
2455.00 63.1803
2455.05 50.5919
2455.10 31.6875
2455.14 21.3321
2455.17 14.9936
2455.21 10.9566
2455.25 8.29785
2455.33 5.19250
2455.40 3.54715
2455.48 2.57210
2455.55 1.96454
2455.71 1.27020
2455.86 0.903279
2456.01 0.689276
2456.32 0.461002
2456.62 0.349603
2456.93 0.287937
2457.54 0.228182
2458.15 0.205133
2458.76 0.199197
2459.98 0.219898
2461.20 0.294797
2461.81 0.374567
2462.42 0.520339
2462.72 0.641648
2463.03 0.823708
2463.33 1.11418
2463.64 1.61852
2463.94 2.60914
2464.09 3.51015
2464.25 4.97576
2464.40 7.62796
2464.48 9.80341
2464.55 13.0337
2464.63 18.0819
2464.70 26.4639
2464.78 41.3061
2464.86 68.5052
2464.93 109.689
2465.00 136.574
2465.07 109.088
2465.15 68.5055
2465.23 38.8059
2465.32 23.9252
2465.40 15.9384
2465.49 11.2926
2465.57 8.39138
2465.66 6.47168
2465.83 4.18274
2466.00 2.92302
2466.17 2.16681
2466.51 1.33890
2466.85 0.919345
2467.19 0.679270
2467.53 0.528785
2467.87 0.428265
2468.55 0.306327
2469.23 0.238109
2470.59 0.168128
2471.95 0.134667
2473.31 0.116088
2476.04 0.0973302
2478.76 0.0889130
2481.48 0.0851243
2486.93 0.0854502
2492.37 0.0968398
2495.09 0.110536
2497.82 0.136661
2499.18 0.158998
2500.54 0.193184
2501.90 0.249092
2503.26 0.349509
2503.94 0.432734
2504.62 0.557370
2505.30 0.756789
2505.98 1.10374
2506.66 1.79106
2507.00 2.41779
2507.34 3.45284
2507.68 5.34508
2507.85 6.92523
2508.02 9.30782
2508.19 13.1106
2508.36 19.6173
2508.53 31.6528
2508.70 55.0487
2508.85 88.1277
2509.00 110.208
2509.15 88.1170
2509.30 55.0427
2509.43 35.1728
2509.57 23.5899
2509.70 16.6415
2509.84 12.2689
2510.11 7.37476
2510.38 4.90233
2510.65 3.48649
2510.92 2.61042
2511.46 1.62670
2512.00 1.11685
2512.54 0.820462
2513.08 0.632632
2513.62 0.506632
2514.70 0.352858
2515.78 0.266461
2516.87 0.213124
2517.95 0.177931
2520.11 0.135922
2522.27 0.112940
2526.60 0.0907045
2530.92 0.0826999
2535.24 0.0853070
2537.41 0.0951267
2538.49 0.106006
2539.57 0.126509
2540.65 0.170749
2541.19 0.214628
2541.73 0.293469
2542.27 0.457643
2542.54 0.615428
2542.81 0.891583
2543.08 1.44462
2543.22 1.95255
2543.35 2.79937
2543.49 4.36358
2543.56 5.70386
2543.62 7.72475
2543.69 11.0693
2543.76 16.8798
2543.79 21.5902
2543.83 28.3062
2543.86 38.0474
2543.89 51.6260
2543.92 66.2917
2543.95 83.0867
2544.00 103.631
2544.03 97.3799
2544.05 82.4616
2544.11 51.6233
2544.14 38.0449
2544.17 28.7813
2544.24 17.5971
2544.30 11.6628
2544.36 8.23626
2544.43 6.10695
2544.49 4.70295
2544.62 3.03459
2544.75 2.12347
2544.88 1.57377
2545.13 0.973505
2545.39 0.669898
2545.65 0.496724
2545.90 0.388356
2546.16 0.316086
2546.67 0.228594
2547.18 0.179853
2548.21 0.130157
2549.23 0.106594
2550.26 0.0936174
2552.31 0.0806206
2556.40 0.0716845
2560.50 0.0696602
2564.60 0.0709524
2568.70 0.0774070
2570.75 0.0865346
2571.78 0.0955187
2572.80 0.111694
2573.83 0.145724
2574.34 0.179038
2574.85 0.238695
2575.36 0.362565
2575.62 0.481453
2575.87 0.689412
2576.13 1.10349
2576.26 1.48442
2576.39 2.11898
2576.51 3.28967
2576.58 4.28247
2576.64 5.79974
2576.71 8.26716
2576.77 12.6044
2576.80 16.0590
2576.83 20.9538
2576.87 28.0008
2576.90 38.0938
2576.92 48.9086
2576.95 60.7484
2577.00 75.7845
2577.05 60.7468
2577.10 38.0921
2577.16 21.5086
2577.22 13.1662
2577.29 8.73220
2577.35 6.20361
2577.41 4.60051
2577.47 3.54462
2577.59 2.29890
2577.71 1.61249
2577.83 1.20182
2578.07 0.752398
2578.32 0.524626
2578.56 0.394212
2579.04 0.258635
2579.53 0.193103
2580.02 0.156733
2580.99 0.119959
2581.96 0.102863
2582.93 0.0937477
2584.87 0.0853134
2588.75 0.0815029
2592.63 0.0832263
2600.40 0.0941850
2608.17 0.116830
2612.05 0.136010
2615.93 0.164919
2619.82 0.211149
2623.70 0.291566
2627.58 0.449938
2629.52 0.593873
2631.46 0.830265
2633.41 1.25770
2634.38 1.61258
2635.35 2.14283
2636.32 2.98071
2637.29 4.39223
2638.26 6.94425
2638.75 8.97228
2639.23 11.7442
2640.12 18.7283
2641.00 23.3647
2641.89 18.7134
2642.77 11.7307
2643.65 7.24920
2644.54 4.73700
2645.42 3.28693
2646.30 2.40033
2647.19 1.82734
2648.07 1.43923
2649.84 0.968562
2651.60 0.714854
2653.37 0.591028
2654.25 0.587435
2655.13 0.691199
2655.58 0.872174
2655.80 1.05571
2656.02 1.38077
2656.24 2.03351
2656.35 2.63491
2656.46 3.61904
2656.57 5.42355
2656.63 6.91491
2656.68 9.14919
2656.74 12.6829
2656.79 18.6496
2656.85 29.4752
2656.90 49.9821
2656.95 79.9436
2657.00 99.9897
2657.05 79.9380
2657.10 49.9728
2657.13 36.4957
2657.16 27.4310
2657.23 16.6597
2657.29 11.0383
2657.35 7.82763
2657.41 5.82158
2657.47 4.53032
2657.60 3.00125
2657.72 2.16295
2657.85 1.66209
2658.10 1.11299
2658.34 0.832401
2658.59 0.669361
2659.09 0.494466
2660.09 0.350087
2661.08 0.286640
2663.07 0.223384
2665.06 0.188411
2669.04 0.147546
2673.02 0.124082
2676.99 0.110060
2680.97 0.104624
2682.96 0.108199
2684.95 0.126696
2685.95 0.155537
2686.44 0.184889
2686.94 0.238581
2687.44 0.352393
2687.69 0.463770
2687.94 0.661038
2688.19 1.06548
2688.31 1.44614
2688.43 2.09818
2688.56 3.36842
2688.62 4.49081
2688.68 6.29157
2688.74 9.43200
2688.81 15.5743
2688.84 21.0338
2688.87 29.6413
2688.90 43.8398
2688.93 68.1514
2688.97 108.637
2689.00 136.131
2689.04 108.635
2689.07 68.0508
2689.09 49.5520
2689.11 36.9791
2689.16 21.9280
2689.20 14.2452
2689.25 9.99875
2689.29 7.33607
2689.34 5.63738
2689.43 3.61187
2689.52 2.51659
2689.60 1.86009
2689.78 1.14745
2689.96 0.789980
2690.14 0.585770
2690.32 0.458287
2690.49 0.373405
2690.85 0.270703
2691.21 0.213572
2691.92 0.155221
2692.63 0.127383
2693.34 0.111927
2694.77 0.0961334
2697.62 0.0848631
2700.47 0.0828547
2703.32 0.0878395
2706.17 0.109600
2707.59 0.141916
2708.31 0.174358
2709.02 0.233042
2709.73 0.355873
2710.09 0.474486
2710.44 0.682955
2710.80 1.10248
2710.98 1.49044
2711.16 2.14163
2711.34 3.35684
2711.42 4.39980
2711.51 6.01343
2711.60 8.68341
2711.69 13.4989
2711.74 17.4871
2711.78 23.1457
2711.83 31.7286
2711.87 44.1434
2711.94 70.7802
2712.00 88.1678
2712.07 70.3495
2712.13 44.1436
2712.17 32.1971
2712.22 23.9384
2712.30 14.2663
2712.38 9.30045
2712.47 6.52222
2712.55 4.79737
2712.63 3.68448
2712.80 2.36500
2712.97 1.64776
2713.14 1.22078
2713.47 0.756829
2713.80 0.523363
2714.14 0.390389
2714.81 0.251811
2715.48 0.184891
2716.15 0.147499
2717.48 0.109258
2720.16 0.0806507
2722.83 0.0699299
2725.51 0.0645488
2728.18 0.0613410
2733.53 0.0576551
2744.24 0.0543178
2749.59 0.0543976
2752.26 0.0584790
2753.60 0.0754120
2754.27 0.136695
2754.44 0.193363
2754.60 0.333254
2754.69 0.497175
2754.77 0.848221
2754.85 1.83556
2754.90 3.09230
2754.94 5.76769
2754.97 9.14997
2755.00 11.4817
2755.03 9.14985
2755.06 5.76754
2755.10 3.17875
2755.14 1.94209
2755.22 0.916200
2755.30 0.537743
2755.38 0.361222
2755.54 0.208090
2755.70 0.145643
2756.33 0.0776728
2757.59 0.0584419
2760.12 0.0530805
2765.17 0.0512493
2775.27 0.0501062
2795.49 0.0491000
2805.59 0.0489784
2815.70 0.0493823
2820.75 0.0501952
2823.28 0.0510601
2825.80 0.0526771
2828.33 0.0561824
2829.59 0.0596902
2830.86 0.0660954
2832.12 0.0797350
2833.38 0.117615
2834.01 0.168793
2834.64 0.306658
2834.96 0.486247
2835.12 0.655422
2835.28 0.944676
2835.43 1.50017
2835.51 1.99163
2835.59 2.77651
2835.67 4.13591
2835.75 6.76515
2835.79 9.10970
2835.83 12.6665
2835.87 18.3929
2835.91 27.7174
2835.93 35.7601
2835.95 44.5626
2836.00 55.4961
2836.05 44.1792
2836.09 27.7163
2836.13 19.1552
2836.16 13.7505
2836.20 10.2041
2836.23 7.81275
2836.30 4.95098
2836.37 3.39818
2836.44 2.46224
2836.50 1.87363
2836.64 1.19355
2836.78 0.829964
2836.91 0.616343
2837.18 0.386615
2837.73 0.207124
2838.28 0.140133
2838.82 0.107962
2839.37 0.0901385
2840.46 0.0720575
2841.55 0.0635465
2842.64 0.0588777
2844.82 0.0542051
2847.00 0.0520393
2849.18 0.0508749
2853.55 0.0497657
2862.27 0.0491832
2871.00 0.0493507
2884.94 0.0506581
2891.92 0.0520770
2898.89 0.0546134
2905.86 0.0597766
2909.35 0.0647024
2912.83 0.0733882
2916.32 0.0913087
2918.06 0.108713
2919.80 0.139842
2920.67 0.165702
2921.55 0.204682
2922.42 0.267729
2923.29 0.379564
2923.72 0.471497
2924.16 0.608469
2924.60 0.825517
2925.03 1.19844
2925.47 1.92488
2925.69 2.57644
2925.90 3.62615
2926.12 5.48997
2926.23 7.00386
2926.34 9.21995
2926.45 12.6172
2926.56 18.1095
2926.67 27.4788
2926.77 43.6529
2926.89 69.9964
2927.00 87.3775
2927.11 69.7443
2927.23 43.6476
2927.35 25.8547
2927.47 16.3621
2927.60 11.0895
2927.72 7.97001
2927.84 5.97029
2927.96 4.63196
2928.21 3.02294
2928.46 2.12733
2928.70 1.58405
2929.19 0.984221
2929.68 0.679546
2930.17 0.504329
2930.66 0.394627
2931.16 0.321586
2932.14 0.233851
2933.12 0.185749
2935.08 0.139564
2937.05 0.122258
2939.01 0.119612
2940.97 0.133287
2941.96 0.169089
2942.45 0.272989
2942.69 0.570809
2942.82 1.26039
2942.88 2.35445
2942.91 3.53670
2942.94 5.55131
2942.97 8.84758
2943.00 10.9627
2943.03 8.84832
2943.06 5.55287
2943.10 3.21040
2943.14 2.00470
2943.21 1.01234
2943.29 0.638140
2943.36 0.462046
2943.66 0.248010
2944.26 0.189817
2945.46 0.203169
2946.66 0.254379
2947.86 0.352219
2948.47 0.433883
2949.07 0.555764
2949.67 0.748874
2950.27 1.08064
2950.87 1.72151
2951.17 2.29174
2951.47 3.20777
2951.77 4.80798
2951.92 6.09101
2952.07 7.94559
2952.22 10.7414
2952.37 15.1597
2952.52 22.4689
2952.67 34.7664
2952.83 55.6984
2953.00 69.5552
2953.17 55.5581
2953.34 34.7590
2953.47 23.6264
2953.60 16.6220
2953.73 12.1450
2953.86 9.18887
2954.12 5.71844
2954.39 3.88437
2954.65 2.80326
2954.91 2.12107
2955.43 1.34063
2955.96 0.928940
2956.48 0.686884
2957.01 0.532238
2957.53 0.427874
2958.58 0.299667
2959.63 0.227128
2960.68 0.182090
2961.73 0.152218
2963.83 0.116288
2965.93 0.0963691
2968.02 0.0842429
2970.12 0.0764146
2974.32 0.0678395
2978.52 0.0657408
2980.61 0.0683806
2982.71 0.0792155
2983.76 0.0951974
2984.81 0.140081
2985.34 0.200528
2985.86 0.361634
2986.12 0.569229
2986.25 0.761745
2986.38 1.08618
2986.52 1.69550
2986.58 2.22697
2986.65 3.04250
2986.71 4.42783
2986.78 6.92674
2986.81 9.03236
2986.84 12.1455
2986.88 16.8674
2986.91 23.9284
2986.93 30.4634
2986.95 38.1380
2987.00 47.7726
2987.05 38.1373
2987.09 23.9016
2987.12 17.2225
2987.15 12.6168
2987.21 7.42525
2987.28 4.80851
2987.34 3.34822
2987.40 2.45026
2987.46 1.87925
2987.58 1.21116
2987.70 0.849502
2987.83 0.635619
2988.07 0.403448
2988.56 0.221880
2989.05 0.154149
2990.03 0.105410
2991.01 0.0917258
2991.99 0.0937907
2992.97 0.119611
2993.46 0.159610
2993.95 0.271109
2994.20 0.417804
2994.44 0.794650
2994.56 1.25654
2994.69 2.31654
2994.75 3.45159
2994.81 5.66247
2994.84 7.65885
2994.87 10.6909
2994.90 15.8362
2994.93 24.4129
2994.95 31.1803
2994.97 38.8221
2995.00 48.7182
2995.04 38.8215
2995.07 24.3769
2995.10 16.7179
2995.12 11.7742
2995.15 8.61040
2995.18 6.52009
2995.23 4.07174
2995.28 2.78936
2995.34 2.01837
2995.39 1.53037
2995.50 0.976746
2995.71 0.510238
2995.93 0.325874
2996.36 0.182077
2996.79 0.128423
2997.65 0.0882129
2998.50 0.0737459
3000.22 0.0664394
3001.08 0.0791042
3001.51 0.129769
3001.72 0.278279
3001.83 0.601418
3001.88 1.08696
3001.94 2.36313
3002.00 4.66771
3002.06 2.35916
3002.13 0.915631
3002.20 0.474246
3002.33 0.212162
3002.60 0.104170
3003.14 0.0682794
3004.22 0.0570800
3006.37 0.0528833
3010.68 0.0505176
3019.29 0.0487835
3036.52 0.0474826
3053.75 0.0469471
3070.98 0.0467128
3088.21 0.0466884
3105.44 0.0469903
3114.06 0.0474886
3118.36 0.0479903
3122.67 0.0488991
3126.98 0.0508127
3129.13 0.0526935
3131.29 0.0560858
3133.44 0.0632453
3134.52 0.0703042
3135.59 0.0830518
3136.67 0.109947
3137.21 0.136389
3137.75 0.183763
3138.29 0.282384
3138.56 0.377324
3138.82 0.543953
3139.09 0.877539
3139.23 1.18770
3139.36 1.70390
3139.50 2.67360
3139.56 3.49920
3139.63 4.77309
3139.70 6.91416
3139.77 10.7187
3139.80 13.8721
3139.83 18.2992
3139.87 25.0401
3139.90 34.6834
3139.93 44.4270
3139.95 55.5872
3140.00 69.5744
3140.05 55.5861
3140.10 34.6822
3140.14 24.5632
3140.17 17.9797
3140.20 13.4381
3140.24 10.4155
3140.31 6.67345
3140.38 4.61015
3140.45 3.36770
3140.51 2.56668
3140.65 1.63563
3140.79 1.13786
3140.93 0.841754
3141.20 0.522624
3141.48 0.363719
3141.76 0.273474
3142.31 0.180421
3142.86 0.136293
3143.41 0.112448
3144.52 0.0908838
3145.62 0.0870473
3146.72 0.103135
3147.27 0.131658
3147.83 0.213510
3148.10 0.322617
3148.38 0.606406
3148.52 0.957069
3148.65 1.78439
3148.72 2.69351
3148.79 4.52244
3148.83 6.22772
3148.86 8.91970
3148.90 13.5083
3148.93 21.6158
3148.97 34.6826
3149.00 43.1638
3149.04 34.6820
3149.07 21.6150
3149.11 12.8253
3149.15 8.06775
3149.19 5.44841
3149.23 3.89904
3149.30 2.26740
3149.38 1.48265
3149.54 0.786116
3149.69 0.496703
3150.01 0.265216
3150.32 0.176584
3150.94 0.109214
3151.57 0.0842715
3152.81 0.0654085
3154.06 0.0583032
3156.56 0.0527113
3159.05 0.0504761
3164.04 0.0486388
3169.03 0.0479081
3179.01 0.0474024
3188.99 0.0473714
3198.97 0.0476473
3208.95 0.0484983
3213.94 0.0495945
3216.43 0.0506432
3218.93 0.0525094
3221.42 0.0564196
3222.67 0.0602735
3223.92 0.0672493
3225.16 0.0820321
3226.41 0.122883
3227.03 0.177919
3227.66 0.325729
3227.97 0.517618
3228.13 0.697855
3228.28 1.00504
3228.44 1.59208
3228.52 2.10877
3228.59 2.92949
3228.67 4.33986
3228.75 7.03487
3228.79 9.37176
3228.83 12.9641
3228.87 18.6921
3228.90 27.8793
3228.93 35.4311
3228.95 44.4130
3229.00 55.7183
3229.05 44.4122
3229.10 27.8783
3229.13 20.4531
3229.15 15.4130
3229.21 9.37115
3229.27 6.19035
3229.33 4.36363
3229.39 3.21728
3229.45 2.47870
3229.56 1.60262
3229.68 1.12186
3229.79 0.835153
3230.03 0.521259
3230.49 0.273061
3230.96 0.179069
3231.43 0.133733
3231.89 0.108480
3232.82 0.0828576
3233.75 0.0707890
3234.69 0.0642084
3236.55 0.0577248
3240.27 0.0535260
3244.00 0.0528824
3247.73 0.0540926
3251.45 0.0586043
3253.32 0.0647603
3255.18 0.0815011
3256.11 0.103974
3257.04 0.165058
3257.51 0.246055
3257.97 0.459486
3258.21 0.729142
3258.32 0.978000
3258.44 1.38799
3258.56 2.14859
3258.61 2.78617
3258.67 3.75522
3258.73 5.31909
3258.79 8.03799
3258.85 13.1878
3258.88 17.4691
3258.90 23.5557
3258.93 30.1141
3258.95 37.6422
3259.00 47.0595
3259.05 37.6415
3259.10 23.5551
3259.13 17.2942
3259.16 12.8253
3259.22 7.61630
3259.28 4.95702
3259.34 3.48009
3259.40 2.56101
3259.47 1.96363
3259.59 1.26788
3259.71 0.889365
3259.84 0.664753
3260.08 0.420862
3260.58 0.228359
3261.07 0.156216
3262.06 0.102827
3263.04 0.0844248
3265.02 0.0740427
3266.99 0.0762469
3268.96 0.0892811
3269.95 0.103685
3270.94 0.130353
3271.92 0.187034
3272.42 0.242684
3272.91 0.341889
3273.41 0.546541
3273.65 0.741925
3273.90 1.07925
3274.15 1.74432
3274.27 2.34462
3274.39 3.32711
3274.52 5.11181
3274.58 6.59138
3274.64 8.75721
3274.70 12.2093
3274.76 17.8712
3274.79 22.2236
3274.82 28.1313
3274.85 36.2161
3274.88 46.7774
3274.91 59.8598
3274.94 74.8115
3275.00 93.5008
3275.03 88.0030
3275.06 74.8096
3275.12 46.7755
3275.16 33.6009
3275.19 24.8521
3275.27 14.7067
3275.35 9.49707
3275.42 6.62024
3275.50 4.84674
3275.58 3.71048
3275.73 2.37028
3275.88 1.64925
3276.03 1.21859
3276.34 0.753829
3276.65 0.520739
3276.95 0.388236
3277.56 0.251859
3278.17 0.187418
3278.79 0.153197
3280.01 0.124487
3281.23 0.125637
3282.45 0.168182
3283.06 0.235243
3283.68 0.420737
3283.98 0.662292
3284.13 0.888387
3284.29 1.26830
3284.44 1.99029
3284.52 2.62352
3284.59 3.60405
3284.67 5.28190
3284.75 8.35861
3284.78 10.9415
3284.82 14.7879
3284.86 20.6781
3284.90 29.8413
3284.92 38.1656
3284.95 47.8310
3285.00 59.6424
3285.05 47.8297
3285.10 29.8396
3285.14 21.2601
3285.17 15.4232
3285.21 11.5350
3285.25 8.88325
3285.32 5.67412
3285.39 3.91435
3285.46 2.85865
3285.53 2.17984
3285.68 1.39284
3285.82 0.973028
3285.97 0.723584
3286.25 0.454858
3286.54 0.320906
3286.83 0.244609
3287.41 0.165420
3287.98 0.127017
3288.56 0.105465
3289.71 0.0832432
3290.86 0.0724556
3292.01 0.0663519
3294.31 0.0599672
3296.62 0.0568409
3298.92 0.0550965
3303.52 0.0534267
3312.73 0.0529141
