Nb-93(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1107.57 3.90293
1107.65 5.51427
1107.72 8.30593
1107.80 13.5651
1107.87 24.0439
1107.94 38.5155
1108.00 47.9485
1108.06 38.2762
1108.13 24.0462
1108.20 13.7603
1108.27 8.55775
1108.35 5.74021
1108.42 4.09119
1108.49 3.04559
1108.57 2.36270
1108.71 1.54534
1108.86 1.09350
1109.01 0.821941
1109.30 0.523340
1109.59 0.372437
1109.89 0.285887
1110.47 0.195716
1111.06 0.152308
1111.64 0.128294
1112.82 0.104444
1113.99 0.0940128
1115.16 0.0892717
1117.50 0.0881343
1119.85 0.0958082
1121.02 0.104995
1122.19 0.122070
1123.36 0.158158
1123.95 0.193406
1124.53 0.256298
1125.12 0.385954
1125.41 0.510079
1125.71 0.726432
1126.00 1.15509
1126.15 1.54913
1126.29 2.19752
1126.44 3.39275
1126.51 4.39165
1126.58 5.90330
1126.66 8.32816
1126.73 12.5070
1126.80 20.3177
1126.84 26.8325
1126.88 35.7105
1126.91 45.6635
1126.94 57.0258
1127.00 71.2089
1127.06 57.0226
1127.12 35.7067
1127.17 25.8100
1127.21 19.1820
1127.29 11.3679
1127.37 7.39060
1127.45 5.15765
1127.53 3.79681
1127.61 2.91205
1127.77 1.87534
1127.93 1.31687
1128.10 0.983059
1128.42 0.621843
1128.74 0.441435
1129.07 0.338886
1129.72 0.233395
1130.36 0.183543
1131.01 0.156850
1132.31 0.132479
1134.90 0.125384
1137.49 0.143492
1140.08 0.193860
1141.37 0.245622
1142.67 0.339910
1143.31 0.418941
1143.96 0.538590
1144.61 0.733043
1145.26 1.07937
1145.58 1.36518
1145.90 1.79236
1146.23 2.47199
1146.55 3.64488
1146.71 4.58532
1146.87 5.95004
1147.04 8.03583
1147.20 11.4483
1147.28 14.0276
1147.36 17.5745
1147.44 22.6251
1147.52 30.1273
1147.60 41.8577
1147.68 61.3482
1147.77 95.8912
1147.81 122.488
1147.85 158.221
1147.92 254.045
1148.00 316.944
1148.08 252.702
1148.16 158.188
1148.21 113.619
1148.26 83.3874
1148.31 62.9204
1148.36 48.7741
1148.47 31.4053
1148.57 21.7418
1148.68 15.8878
1148.78 12.0978
1148.99 7.68962
1149.19 5.30926
1149.40 3.89564
1149.82 2.36297
1150.23 1.59760
1150.65 1.16198
1151.06 0.891025
1151.48 0.711355
1152.31 0.495837
1153.14 0.377518
1154.80 0.261202
1156.46 0.211751
1158.12 0.191185
1161.44 0.195732
1163.10 0.217892
1164.76 0.258710
1166.42 0.331045
1168.08 0.466073
1168.91 0.580026
1169.74 0.752565
1170.57 1.03128
1171.40 1.52368
1171.82 1.92496
1172.23 2.51765
1172.65 3.44507
1173.06 5.01372
1173.48 7.97595
1173.68 10.5580
1173.89 14.5854
1174.10 21.4091
1174.20 26.6953
1174.31 34.0058
1174.41 44.6483
1174.51 60.5391
1174.62 84.9456
1174.72 122.088
1174.86 195.653
1175.00 244.242
1175.14 195.047
1175.28 122.042
1175.43 73.5093
1175.57 47.1884
1175.72 32.1996
1175.86 23.2261
1176.01 17.4388
1176.15 13.5658
1176.44 8.84390
1176.73 6.21110
1177.03 4.60088
1177.61 2.82255
1178.19 1.91344
1178.77 1.38888
1179.35 1.05935
1179.93 0.839438
1181.10 0.572945
1182.26 0.424956
1183.42 0.335278
1184.59 0.278351
1186.91 0.220547
1188.08 0.212927
1189.24 0.223206
1190.41 0.268538
1190.99 0.321011
1191.57 0.420434
1192.15 0.633880
1192.44 0.842429
1192.73 1.21097
1193.02 1.95315
1193.17 2.64596
1193.31 3.80403
1193.46 5.98962
1193.53 7.87682
1193.61 10.7636
1193.68 15.6269
1193.75 24.3225
1193.79 31.6811
1193.82 42.1524
1193.86 57.7362
1193.90 80.9017
1193.92 104.260
1193.95 129.937
1194.00 161.830
1194.05 128.942
1194.11 80.8923
1194.14 58.7912
1194.17 43.5816
1194.24 25.8632
1194.31 16.8145
1194.38 11.7226
1194.45 8.61430
1194.51 6.59089
1194.65 4.21670
1194.79 2.93569
1194.92 2.16888
1195.19 1.33725
1195.47 0.920192
1195.74 0.681758
1196.01 0.532678
1196.28 0.433490
1196.82 0.312670
1197.37 0.244660
1198.46 0.174135
1199.54 0.139462
1200.63 0.119472
1202.81 0.0977770
1207.16 0.0796781
1211.50 0.0728406
1215.85 0.0719706
1218.03 0.0743581
1220.20 0.0804961
1222.38 0.0954280
1223.47 0.110888
1224.55 0.139363
1225.10 0.163441
1225.64 0.200203
1226.19 0.260321
1226.73 0.368353
1227.00 0.458304
1227.27 0.593849
1227.55 0.811872
1227.82 1.19377
1227.95 1.50491
1228.09 1.96328
1228.22 2.67823
1228.36 3.88207
1228.50 6.13977
1228.56 8.08753
1228.63 11.1170
1228.70 16.1671
1228.77 25.3744
1228.80 32.9791
1228.84 44.1226
1228.87 60.8293
1228.90 84.9500
1228.95 136.204
1229.00 169.346
1229.05 135.083
1229.10 84.9418
1229.15 49.7082
1229.21 31.1700
1229.26 20.9856
1229.31 14.9685
1229.37 11.1702
1229.42 8.63757
1229.53 5.61516
1229.64 3.92759
1229.74 2.91082
1229.96 1.78581
1230.17 1.21270
1230.39 0.884791
1230.60 0.679071
1230.82 0.541664
1231.25 0.375116
1231.68 0.282436
1232.11 0.225628
1232.54 0.188441
1233.40 0.144719
1234.26 0.121716
1235.98 0.102864
1237.71 0.104689
1238.57 0.114628
1239.43 0.136480
1240.29 0.186123
1240.72 0.235584
1241.15 0.323982
1241.58 0.504891
1241.79 0.674866
1242.01 0.964706
1242.22 1.51852
1242.33 2.00851
1242.44 2.77899
1242.55 4.11457
1242.65 6.63822
1242.71 8.84217
1242.76 12.2318
1242.82 17.6387
1242.87 26.1392
1242.93 41.8604
1243.00 52.3720
1243.07 41.8619
1243.13 26.1412
1243.17 19.2390
1243.21 14.4176
1243.30 8.69545
1243.38 5.71590
1243.46 4.03360
1243.54 2.98201
1243.62 2.30051
1243.79 1.48858
1243.95 1.04720
1244.11 0.781677
1244.44 0.492427
1244.76 0.346794
1245.09 0.263353
1245.74 0.176254
1246.39 0.133986
1247.05 0.110248
1248.35 0.0857776
1249.65 0.0739276
1250.96 0.0672283
1253.57 0.0601989
1258.78 0.0547506
1264.00 0.0529641
1268.97 0.0530377
1273.94 0.0560479
1276.42 0.0610166
1278.91 0.0755097
1280.15 0.0955415
1280.77 0.115291
1281.39 0.150791
1282.02 0.224516
1282.33 0.295632
1282.64 0.419775
1282.95 0.668210
1283.10 0.896435
1283.26 1.27690
1283.41 1.98592
1283.49 2.59038
1283.57 3.50409
1283.65 5.01438
1283.72 7.64569
1283.80 12.8144
1283.84 17.2197
1283.88 23.3824
1283.94 37.3148
1284.00 46.5752
1284.06 37.3163
1284.12 23.3844
1284.19 14.0003
1284.25 8.98494
1284.32 6.15045
1284.38 4.44185
1284.44 3.33389
1284.51 2.60079
1284.64 1.70985
1284.77 1.20960
1284.89 0.906293
1285.15 0.569530
1285.41 0.397841
1285.66 0.298765
1286.18 0.194975
1286.69 0.144399
1287.20 0.116122
1288.23 0.0871894
1290.29 0.0658730
1292.34 0.0582302
1296.45 0.0527236
1300.56 0.0508717
1308.77 0.0499641
1316.99 0.0505357
1325.21 0.0525353
1333.42 0.0581185
1337.53 0.0653669
1339.59 0.0723143
1341.64 0.0846187
1343.70 0.110034
1344.72 0.134658
1345.75 0.178499
1346.26 0.214760
1346.78 0.269129
1347.29 0.356675
1347.80 0.510859
1348.06 0.637041
1348.32 0.824270
1348.57 1.11954
1348.83 1.62279
1349.09 2.59612
1349.22 3.46608
1349.34 4.85324
1349.47 7.29897
1349.60 12.0659
1349.67 16.3134
1349.73 23.0267
1349.79 34.1359
1349.86 52.8389
1349.93 84.8711
1350.00 105.891
1350.07 84.4010
1350.14 52.8484
1350.20 35.2871
1350.26 24.5653
1350.32 17.8136
1350.38 13.4058
1350.49 8.27293
1350.61 5.60718
1350.73 4.04185
1350.84 3.06594
1351.08 1.95579
1351.31 1.38226
1351.54 1.05504
1352.01 0.742514
1352.47 0.672687
1352.71 0.719942
1352.94 0.855368
1353.17 1.16772
1353.29 1.46369
1353.41 1.94565
1353.52 2.80708
1353.64 4.49535
1353.70 6.00149
1353.75 8.38002
1353.81 12.3064
1353.87 18.8873
1353.94 30.0408
1354.00 37.4520
1354.07 30.0333
1354.13 18.8715
1354.21 10.8373
1354.28 6.73644
1354.36 4.53244
1354.43 3.26203
1354.51 2.45465
1354.58 1.92563
1354.74 1.28651
1354.89 0.931751
1355.04 0.717022
1355.34 0.478321
1355.64 0.354168
1355.95 0.281034
1356.55 0.201019
1357.15 0.159418
1357.76 0.134574
1358.97 0.106931
1360.18 0.0924432
1361.39 0.0838925
1363.80 0.0750224
1368.64 0.0704687
1373.48 0.0741887
1378.31 0.0873055
1380.73 0.101215
1383.15 0.126796
1384.36 0.148348
1385.57 0.181199
1386.77 0.234892
1387.98 0.331715
1388.59 0.412481
1389.19 0.534303
1389.80 0.731374
1390.40 1.07985
1390.70 1.36594
1391.01 1.78901
1391.31 2.45480
1391.61 3.59045
1391.91 5.77379
1392.06 7.69476
1392.22 10.7523
1392.37 16.0223
1392.44 20.2238
1392.52 26.1396
1392.59 35.0274
1392.67 48.5748
1392.74 70.6142
1392.82 105.866
1392.91 169.606
1393.00 211.420
1393.09 168.838
1393.18 105.845
1393.24 77.6069
1393.30 57.9491
1393.41 34.7304
1393.52 22.7049
1393.64 15.9221
1393.75 11.7112
1393.86 8.95952
1394.09 5.72927
1394.32 3.97094
1394.55 2.92046
1395.00 1.77594
1395.46 1.20152
1395.91 0.873396
1396.37 0.668664
1396.82 0.532476
1397.73 0.368382
1398.64 0.277197
1399.55 0.221476
1400.46 0.185094
1402.28 0.142246
1404.10 0.119359
1407.74 0.0982174
1411.38 0.0909691
1415.02 0.0901918
1422.30 0.101526
1425.94 0.114619
1429.58 0.135918
1433.21 0.171757
1436.85 0.237167
1438.67 0.291849
1440.49 0.374463
1442.31 0.507690
1444.13 0.742805
1445.04 0.934600
1445.95 1.21816
1446.86 1.66262
1447.77 2.41536
1448.23 3.00537
1448.68 3.84431
1449.14 5.09221
1449.59 7.05836
1450.05 10.3978
1450.27 13.0081
1450.50 16.6655
1450.73 22.0146
1450.96 30.0524
1451.18 42.5592
1451.41 62.1248
1451.71 99.5677
1452.00 124.596
1452.30 99.5218
1452.59 62.0804
1452.81 42.7988
1453.04 30.3761
1453.26 22.3376
1453.48 16.9787
1453.93 10.6430
1454.37 7.24678
1454.82 5.23972
1455.27 3.96284
1456.16 2.49945
1457.05 1.72690
1457.94 1.27339
1458.83 0.986226
1459.72 0.795838
1461.51 0.579704
1463.29 0.516045
1464.18 0.568030
1464.63 0.644406
1465.07 0.796297
1465.52 1.12426
1465.74 1.43888
1465.97 1.97855
1466.19 3.01017
1466.30 3.91968
1466.41 5.34303
1466.52 7.78856
1466.63 12.3459
1466.69 16.2639
1466.75 22.0644
1466.80 31.2508
1466.86 45.3383
1466.93 72.3418
1467.00 90.3206
1467.07 72.3395
1467.14 45.3337
1467.21 30.0469
1467.27 20.8073
1467.33 14.9675
1467.39 11.2574
1467.51 6.96450
1467.63 4.74550
1467.75 3.44542
1467.87 2.63434
1468.11 1.70758
1468.35 1.21971
1468.59 0.933415
1469.07 0.625027
1469.56 0.469232
1470.04 0.378662
1471.00 0.279992
1471.97 0.227870
1472.93 0.195534
1474.86 0.156841
1478.72 0.118258
1482.58 0.0982535
1490.30 0.0777329
1498.01 0.0678970
1505.73 0.0630066
1513.45 0.0618215
1517.31 0.0634224
1521.17 0.0694177
1523.10 0.0777286
1525.03 0.100137
1525.99 0.129844
1526.47 0.158580
1526.96 0.209541
1527.44 0.314103
1527.68 0.413335
1527.92 0.584938
1528.16 0.920792
1528.28 1.22578
1528.40 1.71985
1528.52 2.61284
1528.58 3.34197
1528.64 4.42129
1528.70 6.13655
1528.76 8.93550
1528.82 13.8610
1528.88 22.8137
1528.94 36.3939
1529.00 45.4193
1529.06 36.3950
1529.12 22.8155
1529.16 16.0170
1529.20 11.5380
1529.24 8.58496
1529.28 6.58750
1529.37 4.19063
1529.45 2.88724
1529.54 2.10969
1529.62 1.61173
1529.79 1.03677
1529.96 0.731435
1530.12 0.550700
1530.46 0.357078
1530.80 0.261558
1531.13 0.207990
1531.80 0.154422
1532.48 0.131282
1533.15 0.121497
1534.49 0.123213
1535.84 0.151912
1536.51 0.184895
1537.18 0.246184
1537.51 0.297697
1537.85 0.375472
1538.19 0.500439
1538.52 0.719491
1538.86 1.15614
1539.03 1.55799
1539.19 2.22739
1539.36 3.46209
1539.45 4.50880
1539.53 6.10779
1539.61 8.70622
1539.70 13.2683
1539.78 22.0318
1539.82 29.4096
1539.87 39.6545
1539.93 63.5167
1540.00 79.0807
1540.07 63.1448
1540.14 39.6571
1540.18 28.1864
1540.23 20.6402
1540.28 15.4611
1540.32 11.9821
1540.41 7.68712
1540.51 5.33477
1540.60 3.89801
1540.69 2.97173
1540.88 1.89925
1541.06 1.32198
1541.25 0.980192
1541.62 0.610281
1541.99 0.425886
1542.36 0.321029
1542.73 0.255843
1543.10 0.212729
1543.84 0.160941
1544.59 0.132588
1546.07 0.105142
1547.55 0.0946077
1549.03 0.0927052
1550.52 0.0988028
1552.00 0.119831
1552.97 0.155520
1553.45 0.190757
1553.93 0.253547
1554.42 0.381732
1554.66 0.503078
1554.90 0.710172
1555.14 1.11116
1555.26 1.46787
1555.38 2.03481
1555.50 3.03071
1555.62 4.98051
1555.68 6.73243
1555.74 9.44920
1555.80 13.9085
1555.86 21.3350
1555.93 34.0251
1556.00 42.4562
1556.07 34.0236
1556.14 21.3333
1556.21 12.4036
1556.29 7.75329
1556.37 5.21816
1556.44 3.72835
1556.52 2.79144
1556.60 2.16843
1556.75 1.42206
1556.91 1.01132
1557.06 0.762345
1557.37 0.490017
1557.68 0.351766
1557.98 0.272587
1558.60 0.190571
1559.21 0.151548
1559.83 0.130572
1561.06 0.111422
1562.29 0.105646
1563.52 0.106526
1565.98 0.123194
1567.22 0.140946
1568.45 0.169546
1569.68 0.217633
1570.91 0.305710
1571.52 0.379715
1572.14 0.491806
1572.76 0.673852
1573.37 0.997212
1573.68 1.26319
1573.99 1.65925
1574.29 2.28596
1574.60 3.35861
1574.91 5.43980
1575.06 7.29656
1575.22 10.2884
1575.37 15.5388
1575.45 19.7677
1575.53 25.9074
1575.60 35.2157
1575.68 50.0366
1575.76 74.7908
1575.83 116.185
1575.92 185.695
1576.00 231.957
1576.08 185.677
1576.17 116.167
1576.25 73.9508
1576.32 49.2985
1576.40 34.6129
1576.48 25.5157
1576.63 15.3046
1576.79 10.1344
1576.94 7.18791
1577.10 5.35907
1577.41 3.30881
1577.72 2.24676
1578.03 1.63106
1578.34 1.24171
1578.65 0.980081
1579.27 0.661006
1579.89 0.481874
1580.51 0.371229
1581.13 0.298142
1582.37 0.210594
1583.61 0.162240
1584.85 0.132719
1586.09 0.113428
1588.57 0.0906261
1591.06 0.0783159
1596.02 0.0668350
1600.98 0.0637397
1603.46 0.0648088
1605.94 0.0687632
1608.42 0.0791458
1609.66 0.0900998
1610.90 0.110392
1612.14 0.153796
1612.76 0.196554
1613.38 0.273241
1613.70 0.336944
1614.01 0.432208
1614.32 0.584366
1614.63 0.849442
1614.94 1.37361
1615.09 1.85211
1615.25 2.64244
1615.40 4.08170
1615.48 5.29527
1615.56 7.10116
1615.63 10.0215
1615.71 14.9511
1615.79 24.1869
1615.87 41.8776
1615.93 67.1662
1616.00 83.6929
1616.07 66.7714
1616.14 41.8801
1616.21 24.6819
1616.28 15.5613
1616.36 10.5191
1616.43 7.55849
1616.50 5.65257
1616.58 4.37954
1616.73 2.85503
1616.87 2.00515
1617.02 1.49141
1617.32 0.923467
1617.61 0.634905
1617.91 0.468740
1618.20 0.364457
1618.50 0.294766
1619.09 0.210338
1619.68 0.163095
1620.86 0.114857
1622.04 0.0919742
1623.22 0.0793562
1625.57 0.0666935
1630.29 0.0579239
1635.01 0.0559517
1639.73 0.0576755
1642.09 0.0605962
1644.45 0.0665280
1646.81 0.0798020
1647.99 0.0932021
1649.17 0.117676
1649.76 0.138297
1650.35 0.169727
1650.94 0.221049
1651.53 0.313360
1651.83 0.390025
1652.12 0.505412
1652.42 0.690709
1652.71 1.01612
1652.86 1.28106
1653.01 1.66796
1653.15 2.27402
1653.30 3.28366
1653.45 5.17964
1653.52 6.80867
1653.60 9.28874
1653.67 13.4369
1653.74 20.7790
1653.78 26.8273
1653.82 35.5877
1653.85 48.5378
1653.89 67.0108
1653.92 86.1443
1653.95 107.213
1654.00 134.023
1654.03 125.863
1654.06 107.208
1654.11 67.0055
1654.16 44.1342
1654.20 30.4362
1654.25 21.7618
1654.30 16.2918
1654.39 9.95893
1654.48 6.67404
1654.58 4.77331
1654.67 3.58132
1654.85 2.23200
1655.04 1.52838
1655.23 1.11646
1655.41 0.855002
1655.60 0.679613
1655.97 0.464053
1656.34 0.342756
1656.71 0.267484
1657.08 0.217834
1657.83 0.158172
1658.57 0.125209
1659.31 0.105085
1660.06 0.0919138
1661.54 0.0763172
1663.03 0.0678531
1666.00 0.0597041
1668.97 0.0567420
1671.95 0.0575316
1673.43 0.0608608
1674.92 0.0715001
1675.66 0.0863603
1676.41 0.126865
1676.78 0.179826
1677.15 0.314704
1677.33 0.478522
1677.52 0.855177
1677.61 1.25661
1677.71 2.03363
1677.75 2.72544
1677.80 3.77976
1677.85 5.48036
1677.89 8.25461
1677.95 13.2227
1678.00 16.4536
1678.06 13.1268
1678.11 8.25507
1678.14 6.13490
1678.18 4.63776
1678.24 2.83769
1678.31 1.88786
1678.37 1.34176
1678.51 0.780971
1678.64 0.517213
1678.90 0.286971
1679.17 0.192598
1679.69 0.117833
1680.22 0.0894855
1681.28 0.0680780
1682.33 0.0602517
1686.55 0.0525962
1690.77 0.0517380
1694.99 0.0526939
1699.21 0.0558810
1703.44 0.0656132
1705.55 0.0791979
1706.60 0.0926960
1707.66 0.117183
1708.71 0.168835
1709.24 0.219493
1709.77 0.309828
1710.03 0.384496
1710.29 0.496208
1710.56 0.674150
1710.82 0.981403
1711.09 1.58677
1711.22 2.13559
1711.35 3.03530
1711.48 4.65520
1711.55 5.99453
1711.61 7.98958
1711.68 11.1205
1711.75 16.3485
1711.81 25.6755
1711.88 42.5654
1711.94 67.9186
1712.00 84.7555
1712.06 67.4836
1712.13 42.2269
1712.18 27.4547
1712.23 18.7334
1712.29 13.3054
1712.34 9.90737
1712.45 6.02052
1712.56 4.02353
1712.67 2.87493
1712.78 2.15753
1713.00 1.34852
1713.22 0.928141
1713.43 0.682592
1713.65 0.526970
1713.87 0.422229
1714.31 0.294436
1714.74 0.222440
1715.61 0.148582
1716.48 0.113343
1717.36 0.0938694
1719.10 0.0742501
1722.59 0.0601260
1726.07 0.0553046
1733.05 0.0523538
1740.02 0.0521195
1746.99 0.0532012
1753.96 0.0562088
1757.45 0.0597647
1760.94 0.0687428
1762.68 0.0804998
1764.42 0.112612
1765.30 0.156040
1765.73 0.198611
1766.17 0.274643
1766.60 0.432291
1766.82 0.583664
1767.04 0.848145
1767.26 1.37375
1767.37 1.85624
1767.48 2.65802
1767.58 4.13164
1767.64 5.39025
1767.69 7.27084
1767.75 10.3700
1767.80 15.6714
1767.86 25.6817
1767.88 33.9798
1767.91 45.7026
1767.96 73.1619
1768.00 91.4978
1768.05 73.1627
1768.09 45.7041
1768.13 29.0121
1768.17 19.3086
1768.22 13.5468
1768.26 9.94864
1768.34 5.96144
1768.43 3.96937
1768.51 2.82033
1768.59 2.11595
1768.76 1.32064
1768.93 0.907944
1769.09 0.669561
1769.43 0.417542
1769.76 0.293945
1770.10 0.224735
1770.77 0.153814
1771.44 0.120231
1772.10 0.101818
1773.44 0.0835852
1776.12 0.0713333
1778.79 0.0682034
1784.14 0.0692270
1789.49 0.0746880
1794.84 0.0848879
1800.19 0.105207
1802.87 0.125848
1804.21 0.143267
1805.54 0.171639
1806.88 0.226426
1807.55 0.277709
1808.22 0.367359
1808.89 0.550970
1809.22 0.727572
1809.56 1.03715
1809.89 1.66355
1810.06 2.24762
1810.23 3.23831
1810.39 5.11890
1810.48 6.77508
1810.56 9.35620
1810.64 13.8032
1810.69 17.2864
1810.73 22.0696
1810.77 29.2047
1810.81 40.0283
1810.85 56.9833
1810.89 82.8875
1810.95 132.877
1811.00 165.318
1811.05 131.885
1811.11 82.8822
1811.15 56.4788
1811.19 39.7099
1811.23 28.9991
1811.28 21.9326
1811.36 13.6674
1811.44 9.32247
1811.53 6.73421
1811.61 5.11232
1811.78 3.24314
1811.94 2.25915
1812.11 1.68000
1812.44 1.06270
1812.78 0.759482
1813.11 0.589695
1813.78 0.419141
1814.45 0.342980
1815.12 0.306094
1816.45 0.283247
1819.13 0.322360
1821.80 0.443173
1823.13 0.550478
1824.47 0.714421
1825.81 0.979503
1827.14 1.44606
1828.48 2.38085
1829.15 3.24401
1829.82 4.68771
1830.48 7.36699
1830.82 9.65308
1831.15 13.1688
1831.49 18.9367
1831.82 29.2094
1832.15 49.3947
1832.32 66.7835
1832.49 92.1323
1832.74 147.792
1833.00 184.799
1833.26 147.518
1833.51 92.1087
1833.79 54.3009
1834.07 34.2924
1834.35 23.2004
1834.63 16.6036
1834.91 12.4072
1835.19 9.61071
1835.75 6.23788
1836.31 4.36669
1836.86 3.22947
1837.98 1.97571
1839.10 1.33841
1840.22 0.971292
1841.33 0.740823
1842.45 0.586762
1844.68 0.400062
1846.92 0.295548
1849.15 0.231204
1851.39 0.188796
1855.85 0.138135
1860.32 0.110182
1864.79 0.0931533
1869.26 0.0820286
1878.19 0.0689007
1887.13 0.0618131
1896.07 0.0576453
1905.00 0.0550956
1925.44 0.0527709
1935.65 0.0541363
1938.21 0.0558542
1940.76 0.0606580
1942.04 0.0671696
1943.32 0.0849681
1943.95 0.108618
1944.59 0.170857
1944.91 0.249782
1945.23 0.442100
1945.39 0.663607
1945.55 1.13223
1945.63 1.59210
1945.71 2.39506
1945.79 3.92500
1945.83 5.20326
1945.87 6.96557
1945.94 11.1494
1946.00 13.8832
1946.07 11.0815
1946.13 6.96512
1946.20 4.23160
1946.27 2.73409
1946.34 1.88551
1946.40 1.37314
1946.54 0.823143
1946.67 0.555388
1946.95 0.312360
1947.22 0.210652
1947.76 0.128554
1948.30 0.0970381
1949.39 0.0731993
1950.47 0.0645424
1952.65 0.0583550
1954.82 0.0563746
1959.16 0.0555872
1963.50 0.0563146
1967.84 0.0581587
1972.19 0.0621895
1974.36 0.0666237
1976.53 0.0772583
1977.62 0.0906282
1978.70 0.125680
1979.24 0.171186
1979.79 0.288956
1980.06 0.435492
1980.19 0.568250
1980.33 0.783764
1980.47 1.17367
1980.53 1.49585
1980.60 1.96685
1980.67 2.71380
1980.74 3.95870
1980.80 6.17471
1980.87 10.1833
1980.94 16.3320
1981.00 20.3584
1981.07 16.2306
1981.13 10.1830
1981.17 7.56543
1981.21 5.75833
1981.28 3.54027
1981.36 2.36324
1981.44 1.69074
1981.51 1.26638
1981.59 0.989904
1981.74 0.658447
1981.90 0.476452
1982.05 0.367563
1982.36 0.248809
1982.97 0.155266
1983.58 0.120844
1984.81 0.0981014
1986.03 0.0954473
1987.26 0.104989
1987.87 0.117053
1988.48 0.139946
1989.10 0.189025
1989.40 0.237453
1989.71 0.323974
1990.02 0.503624
1990.17 0.675451
1990.32 0.975058
1990.48 1.56857
1990.55 2.11600
1990.63 3.01052
1990.71 4.66866
1990.74 6.04502
1990.78 8.12322
1990.82 11.5598
1990.86 17.3548
1990.88 21.8750
1990.90 28.1604
1990.92 37.0114
1990.94 49.3965
1990.95 63.9237
1990.97 79.5144
1991.00 98.7994
1991.02 92.4682
1991.03 78.5398
1991.07 49.3946
1991.10 29.3619
1991.14 18.6287
1991.17 12.6483
1991.21 9.07970
1991.24 6.81106
1991.28 5.29046
1991.35 3.45404
1991.42 2.43544
1991.49 1.81461
1991.62 1.13373
1991.76 0.784250
1991.90 0.584216
1992.18 0.373727
1992.46 0.271433
1992.74 0.214629
1993.30 0.157109
1993.86 0.130382
1994.42 0.116239
1995.53 0.103416
1997.77 0.0988589
2000.00 0.103986
2002.57 0.116981
2005.15 0.139003
2007.72 0.176203
2010.29 0.243974
2011.58 0.300620
2012.86 0.386121
2014.15 0.523984
2015.44 0.767429
2016.08 0.966283
2016.72 1.25985
2017.37 1.71987
2018.01 2.49964
2018.33 3.11110
2018.65 3.97729
2018.97 5.26875
2019.29 7.29463
2019.62 10.7404
2019.78 13.4237
2019.94 17.1678
2020.10 22.6376
2020.26 30.8730
2020.42 43.6558
2020.58 63.4299
2020.79 101.452
2021.00 126.788
2021.21 101.428
2021.42 63.4066
2021.61 40.7994
2021.80 27.4799
2021.99 19.4407
2022.18 14.3593
2022.56 8.65211
2022.93 5.75395
2023.31 4.09196
2023.69 3.06077
2024.45 1.90147
2025.20 1.30024
2025.96 0.950326
2026.72 0.728630
2027.47 0.579820
2028.99 0.398340
2030.50 0.296422
2032.01 0.233592
2033.53 0.192220
2036.55 0.143066
2039.58 0.116463
2042.61 0.100917
2045.63 0.0916410
2051.69 0.0845650
2054.71 0.0860345
2057.74 0.0923060
2060.77 0.108068
2062.28 0.123695
2063.79 0.151024
2065.31 0.205654
2066.06 0.256915
2066.82 0.345590
2067.58 0.523544
2067.95 0.690757
2068.33 0.979138
2068.71 1.54799
2068.90 2.06593
2069.09 2.92323
2069.28 4.49319
2069.37 5.82444
2069.47 7.82541
2069.56 11.0895
2069.66 16.7031
2069.70 21.2272
2069.75 27.4548
2069.80 36.3037
2069.84 48.8026
2069.88 62.3812
2069.92 77.8792
2070.00 97.2215
2070.04 91.5369
2070.08 77.8819
2070.16 48.8113
2070.25 28.2713
2070.33 17.6367
2070.42 11.8643
2070.51 8.48303
2070.60 6.36251
2070.69 4.95621
2070.87 3.28528
2071.05 2.36658
2071.22 1.81909
2071.58 1.23437
2071.93 0.963907
2072.29 0.839411
2073.00 0.826777
2073.71 1.09797
2074.06 1.41515
2074.42 1.99399
2074.77 3.15985
2074.95 4.23156
2075.13 5.98855
2075.31 9.18991
2075.40 11.8549
2075.48 15.7945
2075.57 22.0824
2075.66 32.6982
2075.71 40.9337
2075.75 51.9445
2075.79 67.0915
2075.84 87.7672
2075.92 140.426
2076.00 175.559
2076.08 140.412
2076.16 87.7495
2076.24 54.3313
2076.32 35.6706
2076.40 24.6858
2076.48 18.0187
2076.56 13.6323
2076.64 10.6829
2076.80 7.03584
2076.96 4.98049
2077.12 3.71400
2077.43 2.30306
2077.75 1.57750
2078.07 1.15598
2078.39 0.889504
2078.71 0.710735
2079.34 0.491536
2079.98 0.367499
2080.61 0.290327
2081.25 0.239001
2082.52 0.176680
2083.79 0.141633
2086.33 0.105419
2088.88 0.0880202
2091.42 0.0784560
2096.51 0.0695966
2101.59 0.0679058
2104.14 0.0696068
2106.68 0.0742948
2109.22 0.0857232
2110.49 0.0974814
2111.76 0.119011
2113.04 0.164658
2113.67 0.209433
2114.31 0.289298
2114.94 0.453949
2115.26 0.611045
2115.58 0.883502
2115.90 1.41859
2116.06 1.90351
2116.22 2.69814
2116.37 4.12812
2116.45 5.31883
2116.53 7.06950
2116.61 9.85169
2116.69 14.4367
2116.77 22.5850
2116.85 37.5995
2116.93 60.1858
2117.00 75.2682
2117.08 60.1857
2117.15 37.6005
2117.21 25.5718
2117.27 18.0557
2117.33 13.2299
2117.38 10.0317
2117.50 6.27236
2117.62 4.26815
2117.73 3.08764
2117.85 2.33815
2118.08 1.47972
2118.31 1.02710
2118.54 0.760244
2118.78 0.590021
2119.01 0.474917
2119.47 0.333616
2119.94 0.253894
2120.86 0.171835
2121.79 0.132752
2122.72 0.111336
2124.58 0.0902873
2128.29 0.0775003
2132.01 0.0776975
