Pb-208(n,tot) ENDF/B-VII.1
169292 9.24782
169305 9.40481
169318 9.66727
169330 10.1585
169337 10.5800
169343 11.2132
169350 12.2543
169356 14.0355
169363 17.3772
169369 23.9852
169375 33.3386
169380 39.7645
169386 33.8101
169391 24.6055
169397 18.1039
169403 14.7266
169410 12.8303
169416 11.7224
169422 11.0071
169428 10.5350
169440 9.95727
169453 9.63428
169465 9.43542
169489 9.21315
169514 9.09632
169539 9.02691
169588 8.95069
169686 8.88608
169784 8.85743
169981 8.82932
170177 8.81393
170571 8.79495
170964 8.78200
171750 8.76272
172536 8.74716
174109 8.72035
175682 8.69599
178827 8.65017
181972 8.60609
188263 8.52031
194553 8.43636
219716 8.11077
244878 7.79365
257459 7.63275
260604 7.59082
263750 7.54717
266895 7.50103
267681 7.49018
268467 7.48408
268861 7.48910
269057 7.49840
269254 7.51920
269450 7.56865
269549 7.61908
269647 7.70929
269745 7.88913
269794 8.05192
269844 8.31454
269893 8.77446
269942 9.66564
269966 10.4485
269991 11.6558
270016 13.6044
270040 16.7588
270070 22.6308
270100 26.8909
270130 23.3914
270160 17.6098
270190 13.8078
270220 11.6491
270250 10.3919
270280 9.61840
270310 9.11168
270340 8.76474
270400 8.33560
270460 8.08973
270520 7.93605
270640 7.76052
270759 7.66666
270879 7.60979
271119 7.54549
271359 7.51011
271599 7.48723
272078 7.45757
272558 7.43686
273037 7.41955
273996 7.38726
274955 7.35174
275435 7.33081
275914 7.30673
276394 7.27983
276873 7.25912
277113 7.26824
277233 7.29021
277353 7.33964
277472 7.44780
277592 7.69391
277652 7.92847
277712 8.30858
277772 8.94613
277832 10.0407
277990 15.9930
278030 16.6899
278069 16.2474
278148 13.7875
278238 11.4798
278328 10.1558
278418 9.39335
278508 8.92436
278597 8.61551
278687 8.40088
278867 8.12741
279047 7.96332
279227 7.85530
279586 7.72266
279946 7.64442
280305 7.59245
281024 7.52639
281743 7.48457
282462 7.45436
283900 7.41077
286776 7.35055
289652 7.30330
301155 7.14477
312659 6.99364
318411 6.90825
321287 6.84386
322006 6.81709
322725 6.77704
323084 6.74768
323444 6.71067
323623 6.69574
323803 6.71391
323893 6.77628
323938 6.84665
323983 6.97287
324028 7.20934
324073 7.68019
324118 8.71123
324140 9.68364
324163 11.2284
324196 15.3718
324230 21.2224
324247 22.8235
324264 22.3487
324298 18.0040
324324 14.8217
324351 12.6605
324378 11.2461
324404 10.3021
324458 9.17082
324511 8.55119
324564 8.17222
324618 7.92239
324724 7.61878
324831 7.44441
324938 7.33290
325151 7.19971
325577 7.07400
326004 7.01335
327710 6.91898
331123 6.85732
334536 6.83443
337949 6.84700
341362 6.93170
343068 7.03245
344774 7.21376
346481 7.55119
348187 8.22186
349040 8.80470
349894 9.68646
350747 11.0489
351600 13.1516
352794 17.5819
353391 19.8922
353540 20.3630
353689 20.7709
353838 21.1621
353876 21.3059
353913 21.5688
353932 21.8419
353950 22.4161
353960 23.0015
353969 24.0688
353974 24.9743
353978 26.2937
353983 28.3609
353988 31.4732
353994 37.6975
354000 41.8047
354006 37.6627
354013 31.5412
354018 27.9513
354024 25.8014
354029 24.4947
354034 23.6776
354045 22.7395
354056 22.2664
354078 21.8291
354100 21.6462
354139 21.5114
354178 21.4565
354256 21.4008
354413 21.2777
354725 20.7684
355350 18.9181
356600 14.7076
357387 12.7433
358175 11.3335
359749 9.59751
361324 8.64532
362899 8.07257
364473 7.69910
366048 7.43903
369197 7.10104
372347 6.88746
375496 6.73517
381795 6.51723
388093 6.34967
394392 6.19766
397541 6.11995
400690 6.03451
402265 5.98469
403840 5.92333
404627 5.88356
405414 5.83165
406202 5.76934
406399 5.76910
406497 5.78360
406595 5.82228
406694 5.91465
406792 6.13975
406841 6.36540
406891 6.74949
406940 7.43703
406989 8.73435
407045 11.6841
407100 16.5288
407128 18.3492
407156 18.4693
407211 15.1256
407254 12.4878
407296 10.6828
407339 9.50336
407382 8.71691
407467 7.78193
407552 7.27158
407637 6.95994
407723 6.75404
407893 6.50251
408064 6.35635
408234 6.26126
408575 6.14402
408916 6.07287
409257 6.02336
409938 5.95464
410620 5.90436
411302 5.86193
412666 5.78448
414029 5.70436
415393 5.61440
416075 5.57131
416416 5.55754
416756 5.56034
417097 5.60500
417438 5.76359
417609 5.94612
417779 6.27952
417950 6.91240
418120 8.16507
418310 11.0694
418500 15.8905
418595 17.7174
418690 17.9487
418880 15.0195
419032 12.4989
419183 10.7374
419335 9.57114
419487 8.78436
419790 7.83350
420093 7.30207
420397 6.97077
420700 6.74708
421307 6.46579
421914 6.29568
422520 6.18031
423734 6.02942
424947 5.92984
426160 5.85478
428587 5.73936
431014 5.64507
433440 5.55953
435867 5.47740
437080 5.43693
437687 5.41772
437990 5.41215
438142 5.42463
438218 5.48558
438256 5.69298
438275 6.26928
438284 7.45421
438289 9.06667
438294 12.9620
438297 17.5227
438300 20.5822
438303 17.5999
438306 13.0180
438311 8.98447
438316 7.34859
438326 6.20409
438346 5.66308
438386 5.47055
438466 5.41060
438626 5.38962
438945 5.37474
439584 5.35194
440862 5.30764
443418 5.21707
448530 5.02221
458753 4.54472
468977 3.87360
474088 3.42584
476644 3.16480
479200 2.87544
481276 2.61969
483352 2.35515
484390 2.23415
485428 2.15136
486466 2.19194
486985 2.33293
487504 2.65291
488252 3.74119
489000 5.80771
489374 6.69975
489748 6.96455
490496 5.97786
491090 4.95080
491684 4.15810
492278 3.58451
492872 3.16254
494060 2.58632
495248 2.20405
497624 1.70752
500000 1.39349
502802 1.15139
503502 1.09679
504202 1.02854
504552 0.980242
504903 0.912484
505253 0.835812
505340 0.843194
505428 0.917497
505472 1.01987
505515 1.22167
505559 1.62954
505603 2.48212
505627 3.32694
505652 4.60453
505700 8.64446
505724 10.5618
505749 11.2126
505797 9.10804
505848 6.44647
505899 4.80950
505949 3.84674
506000 3.24840
506073 2.71729
506147 2.39306
506220 2.17850
506294 2.02776
506440 1.83263
506587 1.71384
506881 1.58042
507174 1.51110
507762 1.44969
508349 1.43370
510698 1.52984
513046 1.75212
515395 2.07358
517744 2.52603
520093 3.24445
521267 3.82628
522441 4.72956
523616 6.26858
524790 9.07286
527100 17.8439
528255 16.1634
529410 11.9793
530258 9.67693
531105 8.13077
531953 7.10848
532800 6.42208
534727 5.54707
536654 5.13806
538581 4.93563
540509 4.83481
544363 4.76968
548217 4.77477
552071 4.79651
555926 4.80942
559780 4.77530
560743 4.74311
561707 4.68318
562189 4.63365
562671 4.56313
563152 4.48633
563273 4.48561
563393 4.51864
563514 4.63289
563634 4.94597
563767 5.85811
563900 7.74414
563967 8.68888
564033 9.13219
564166 8.58555
564273 7.80452
564380 7.18616
564487 6.74423
564594 6.42971
564808 6.02805
565022 5.79085
565236 5.63749
565450 5.53157
565879 5.39652
566307 5.31566
566735 5.26381
567163 5.23505
567377 5.24827
567484 5.32960
567537 5.59094
567551 5.80660
567564 6.27838
567578 7.63052
567584 9.43287
567591 13.4940
567596 18.4079
567600 21.7310
567605 18.5196
567609 13.4232
567615 9.38392
567622 7.57379
567634 6.19943
567646 5.72195
567659 5.51051
567709 5.26456
567808 5.19241
568007 5.16856
568405 5.15073
569202 5.12611
569998 5.10368
570396 5.08413
570596 5.05688
570695 5.01636
570745 4.97100
570770 4.97869
570782 5.18484
570788 5.71960
570795 8.07090
570800 13.1649
570803 12.3932
570805 10.1714
570812 7.37620
570818 6.40104
570830 5.73969
570855 5.39828
570905 5.24119
571005 5.16907
571205 5.13396
571604 5.11443
572403 5.10066
574000 5.08861
577194 5.07820
580388 5.07372
581985 5.07407
582784 5.08023
583183 5.10216
583283 5.12235
583382 5.17384
583432 5.23763
583482 5.39220
583507 5.57057
583532 5.95462
583545 6.33952
583557 7.03241
583570 8.42261
583576 9.63656
583582 11.4493
583591 15.2186
583600 17.8503
583609 15.3562
583618 11.4670
583625 9.43737
583632 8.14082
583645 6.75298
583659 6.10402
583672 5.75977
583700 5.43047
583727 5.28679
583781 5.16862
583836 5.12326
584054 5.07772
584490 5.06695
585361 5.06430
587104 5.06210
590590 5.05724
594076 5.05302
595819 5.05648
596255 5.06179
596691 5.07664
596908 5.09596
597126 5.14558
597235 5.20720
597344 5.35666
597399 5.52933
597453 5.90379
597480 6.28168
597508 6.96464
597521 7.52714
597535 8.35115
597548 9.58944
597562 11.4553
597581 15.2470
597600 17.8991
597619 15.4025
597638 11.4718
597660 8.63913
597683 7.21492
597705 6.46102
597727 6.02946
597772 5.58598
597816 5.37984
597905 5.20243
597994 5.13157
598173 5.07724
598351 5.05760
598707 5.04352
599063 5.03852
600488 5.03222
603339 5.02599
604764 5.02400
606189 5.02482
606902 5.02867
607614 5.04123
607971 5.05836
608327 5.10330
608505 5.15982
608594 5.21178
608683 5.29854
608772 5.46043
608817 5.59951
608861 5.81563
608906 6.17739
608951 6.83941
608973 7.39207
608995 8.20600
609017 9.44955
609040 11.3398
609070 15.1170
609100 17.7526
609130 15.2901
609161 11.4189
609190 8.96590
609219 7.58294
609249 6.77891
609278 6.28831
609337 5.75485
609396 5.49199
609455 5.34520
609514 5.25560
609632 5.15724
609867 5.07982
610103 5.05194
610574 5.03543
611045 5.03768
611516 5.05503
611751 5.07388
611987 5.10753
612223 5.17466
612340 5.23632
612458 5.33919
612576 5.53130
612635 5.69730
612694 5.95675
612752 6.39654
612811 7.22364
612841 7.93416
612870 9.01417
612900 10.7235
612929 13.4623
613000 21.8887
613036 18.5992
613071 13.3839
613093 11.0878
613115 9.49170
613159 7.61779
613203 6.65823
613247 6.12101
613291 5.79425
613335 5.58366
613423 5.33929
613511 5.20979
613599 5.13381
613774 5.05328
614126 4.99120
614478 4.96580
615181 4.92870
615533 4.88961
615709 4.84934
615797 4.86849
615841 5.11993
615863 5.81757
615874 6.88217
615879 7.91123
615884 9.55161
615900 16.9814
615908 15.8771
615916 12.4944
615925 9.65158
615934 8.09924
615952 6.67537
615970 6.07491
615989 5.76671
616025 5.46496
616061 5.32272
616134 5.18960
616207 5.12784
616353 5.06970
616499 5.04203
616791 5.01506
617083 5.00156
617666 4.98745
618250 4.97961
619417 4.97004
620584 4.96353
622918 4.95399
625252 4.94787
627586 4.94788
628753 4.95318
629920 4.96676
631087 4.99970
631671 5.03277
632254 5.09073
632838 5.20348
633129 5.30380
633421 5.46461
633713 5.74519
634005 6.29586
634150 6.78917
634296 7.57508
634442 8.89310
634588 11.1546
634744 14.8953
634900 17.5471
635056 15.2855
635212 11.6886
635397 9.21435
635582 8.38068
635675 8.49263
635767 9.10744
635860 10.6428
635906 12.0350
635953 14.0765
636100 22.1073
636174 18.8665
636248 13.7757
636297 11.3699
636346 9.73056
636445 7.84293
636543 6.88121
636642 6.33543
636740 5.99555
636839 5.76887
637036 5.49103
637233 5.33073
637430 5.22794
637824 5.10556
638219 5.03625
638613 4.99214
639401 4.93966
640189 4.90947
640978 4.88955
642555 4.86368
644131 4.84606
645708 4.83199
648862 4.80822
661476 4.72337
667783 4.67933
674090 4.63261
680397 4.58318
681973 4.57127
683550 4.56214
684338 4.56175
685127 4.57339
685521 4.59502
685718 4.61748
685915 4.65792
686112 4.73927
686211 4.81373
686309 4.93594
686408 5.15570
686457 5.33658
686507 5.60377
686556 6.02012
686605 6.70482
686654 7.90716
686704 10.0820
686752 13.4776
686800 15.8912
686848 13.7594
686897 10.3336
686946 8.07902
686994 6.82605
687043 6.10671
687092 5.66992
687141 5.38763
687190 5.19669
687288 4.96290
687386 4.83130
687484 4.75002
687680 4.65872
687876 4.61082
688071 4.58214
688463 4.54987
689246 4.51991
690029 4.50332
691596 4.47991
692379 4.47647
692575 4.48397
692771 4.51316
692868 4.55675
692966 4.67445
693015 4.81875
693064 5.14158
693089 5.47041
693113 6.06194
693138 7.24415
693150 8.26684
693162 9.76529
693181 13.1454
693200 15.5461
693219 13.5095
693238 10.2386
693250 8.75083
693262 7.71261
693286 6.46330
693310 5.80481
693334 5.42599
693381 5.03091
693429 4.84169
693525 4.67075
693620 4.59693
693811 4.53356
694002 4.50617
694384 4.48087
694765 4.46795
695529 4.45272
696293 4.44349
697057 4.44085
697820 4.45804
698202 4.49292
698393 4.52946
698584 4.59465
698775 4.72146
698870 4.83224
698966 5.00408
699061 5.28729
699157 5.78926
699252 6.76689
699300 7.60477
699348 8.84076
699500 15.3141
699538 15.5795
699576 14.5362
699653 11.1058
699728 8.59299
699804 7.15018
699880 6.31750
699955 5.80927
700031 5.48041
700107 5.25650
700258 4.98031
700410 4.82247
700561 4.72325
700864 4.60874
701166 4.54611
701469 4.50703
702075 4.46060
702680 4.43304
703286 4.41390
704497 4.38712
706919 4.35347
709341 4.33930
711764 4.36335
712975 4.40834
714186 4.50072
715397 4.68646
716608 5.07121
717819 5.91932
718425 6.70138
719030 7.90283
721000 14.4649
721418 15.2953
721700 18.5739
721841 21.4555
721982 20.2409
722216 16.8887
722449 15.1579
722566 14.6765
722683 14.5235
722741 14.6875
722800 15.2062
722858 16.5035
722887 17.7382
722917 19.6355
722970 24.8457
723000 26.5355
723042 23.6661
723084 19.0737
723115 16.6778
723146 15.0998
723177 14.0494
723208 13.3220
723270 12.3952
723332 11.8228
723395 11.4193
723457 11.1065
723581 10.6234
723705 10.2401
723830 9.91261
724079 9.35965
724576 8.50265
725073 7.86040
726068 6.97219
727063 6.40116
728058 6.01104
729053 5.73100
731043 5.35934
733033 5.12474
735023 4.96310
736018 4.90107
737013 4.85344
737510 4.84110
738008 4.85499
738257 4.89387
738381 4.93562
738505 5.01009
738630 5.15453
738692 5.28033
738754 5.47525
738816 5.79727
738878 6.37160
738941 7.49626
738972 8.46035
739003 9.85634
739051 13.0212
739100 15.3087
739149 13.3681
739197 10.1889
739244 8.18192
739290 7.02231
739337 6.33518
739383 5.90788
739476 5.43312
739569 5.19186
739662 5.05271
739755 4.96470
739941 4.86217
740126 4.80508
740312 4.76844
740684 4.72244
741427 4.66939
742170 4.63279
743656 4.57428
745143 4.52326
751088 4.33462
754060 4.23025
757033 4.10258
758519 4.02550
760006 3.94352
760749 3.90995
761492 3.90134
762235 3.97036
762607 4.07775
762978 4.29079
763309 4.64505
763639 5.28613
763804 5.78189
763970 6.44942
764135 7.35151
764300 8.58845
764404 9.62777
764507 11.0134
764611 13.0372
764715 16.3055
764900 23.9511
764993 21.6387
765085 17.5300
765152 15.4210
765220 14.0064
765287 13.0364
765354 12.3323
765488 11.3409
765622 10.6176
765782 9.92112
765941 9.33416
766260 8.39257
766579 7.68683
766898 7.15390
767536 6.42679
768174 5.96880
768813 5.65999
769451 5.43962
770727 5.14734
772003 4.96159
773279 4.83166
775831 4.65726
778384 4.54012
780936 4.45158
782212 4.41419
783488 4.38123
784126 4.36768
784765 4.36051
785084 4.36505
785403 4.39130
785562 4.43175
785722 4.53928
785801 4.66861
785881 4.95406
785921 5.24220
785961 5.76176
786001 6.79974
786021 7.70575
786041 9.04586
786070 11.9608
786100 14.0977
786130 12.3308
786159 9.37840
786184 7.70818
786208 6.66724
786233 6.01447
786257 5.58995
786306 5.10013
786355 4.84311
786453 4.59752
786551 4.48790
786747 4.39328
786943 4.35282
787335 4.31572
787727 4.29633
788511 4.27140
789295 4.25231
790862 4.21991
792430 4.19172
795565 4.14732
798700 4.12860
801835 4.16635
804970 4.34569
806538 4.55449
808105 4.92279
809673 5.57256
811240 6.70813
811941 7.44065
812641 8.33411
812991 8.84053
813342 9.39254
813517 9.70273
813692 10.0893
813779 10.3708
813867 10.8393
813911 11.2523
813955 11.9588
813976 12.5274
813998 13.3557
814020 14.6049
814042 16.5006
814100 23.0146
814129 20.7419
814158 16.8497
814185 14.4722
814212 13.1521
814236 12.5097
814259 12.1428
814306 11.9006
814353 12.1127
814400 12.7057
814588 14.3306
814727 13.6247
814866 13.2749
815144 13.1758
815700 13.4980
817930 13.1859
820160 10.8994
822025 9.28044
822491 8.97095
822957 8.72374
823190 8.65024
823306 8.64295
823423 8.67564
823540 8.78848
823656 9.08834
823714 9.39628
823773 9.92705
823831 10.8928
823889 12.6949
824000 17.5628
824056 15.8406
824111 12.9260
824173 10.8399
824235 9.73049
824297 9.11088
824359 8.73452
824484 8.31338
824608 8.08320
824732 7.93265
824856 7.82118
825105 7.65468
825601 7.41269
826098 7.21947
827092 6.90108
828085 6.64032
829079 6.42148
830072 6.23739
830569 6.15883
831066 6.09507
831314 6.07627
831562 6.08650
831687 6.12543
831811 6.24392
831873 6.39137
831935 6.72210
831966 7.06123
831997 7.68322
832028 8.97330
832044 10.1525
832059 11.9709
832100 18.2337
832121 15.9922
832141 12.1598
832157 10.0986
832173 8.80376
832189 7.97863
832205 7.44276
832237 6.82116
832269 6.49596
832332 6.18752
832396 6.05091
832524 5.93176
832651 5.87752
832906 5.81906
833161 5.77982
834181 5.65982
835201 5.55812
836221 5.46740
838261 5.31301
840302 5.19206
842342 5.11284
844382 5.11658
845402 5.19025
846422 5.37296
847442 5.78384
848462 6.68709
850500 10.6267
851519 10.6283
852538 9.10273
853545 7.83108
854552 7.01411
855559 6.49752
856566 6.16397
857573 5.95666
858077 5.89828
858580 5.88123
859084 5.93538
859335 6.01225
859587 6.15106
859839 6.40076
860091 6.86686
860342 7.79695
860468 8.59537
860594 9.75171
860797 12.4670
861000 14.5059
861203 12.9023
861406 10.1456
861532 8.89394
861658 8.00785
861911 6.93973
862163 6.37002
862416 6.03540
862668 5.82125
862920 5.67438
863425 5.48677
863930 5.37053
864435 5.28932
865444 5.17773
866454 5.09899
867463 5.03631
869482 4.93409
871501 4.84282
873520 4.74222
874530 4.67634
875539 4.58138
876044 4.51026
876549 4.40625
876801 4.33367
877053 4.24256
877306 4.14552
877432 4.12848
877558 4.22703
877619 4.39028
877679 4.72540
877800 6.54596
877861 8.22724
877921 9.70456
878042 9.54098
878110 8.65802
878179 7.89726
878247 7.32071
878315 6.89408
878452 6.32874
878588 5.98338
878725 5.75496
878861 5.59405
879134 5.38347
879407 5.25191
879680 5.16164
880226 5.04515
881318 4.92871
882410 4.90915
883605 5.09805
884800 5.88716
885455 6.57879
886323 6.94178
887190 6.15820
888200 4.73043
889573 3.70040
890945 3.62926
892160 3.75672
893376 3.87936
895806 4.03485
898237 4.10715
900667 4.13468
903098 4.13474
904313 4.12603
905528 4.11048
906743 4.08485
907959 4.03943
908566 4.00025
909174 3.93440
909478 3.88056
909781 3.79813
910085 3.66431
910237 3.57819
910389 3.54964
910495 3.77353
910600 4.71380
910706 6.21027
910811 6.62822
910974 6.28641
911055 6.21176
911136 6.27325
911217 6.51978
911299 7.06372
911380 8.16859
911461 10.3996
911600 16.1248
911635 15.6440
911670 14.0742
911739 10.4318
911806 8.10887
911873 6.79907
911941 6.04149
912008 5.57822
912075 5.27677
912142 5.07084
912276 4.81432
912411 4.66520
912545 4.56936
912813 4.45441
913082 4.38768
913351 4.34351
913888 4.28706
914425 4.25094
914962 4.22470
916037 4.18717
917111 4.16141
918185 4.15013
918723 4.15991
918991 4.17596
919260 4.20926
919528 4.28140
919663 4.34894
919797 4.45984
919931 4.65547
920066 5.03684
920133 5.37134
920200 5.88776
920267 6.71543
920334 8.05836
920417 10.6127
920500 12.5771
920583 11.1500
920666 8.60677
920764 6.70167
920861 5.71663
920959 5.18229
921056 4.86819
921153 4.66922
921251 4.53556
921446 4.37216
921641 4.27857
921836 4.21886
922226 4.14686
922615 4.10340
923005 4.07221
923785 4.02380
924565 3.97771
925345 3.91817
925734 3.87326
926124 3.80129
