Cu-65(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
18027.7 64.3307
18027.8 75.9342
18028.0 88.9417
18028.2 87.4529
18028.3 78.5015
18028.5 70.4905
18028.7 65.6011
18028.9 62.6392
18029.1 60.8155
18029.5 58.5382
18029.8 57.3044
18030.6 55.9628
18031.3 55.2518
18032.8 54.4458
18034.3 53.9579
18037.3 53.2817
18040.3 52.7501
18046.3 51.8197
18052.3 50.9467
18076.2 47.5593
18124.0 41.1103
18247.9 28.4698
18309.8 24.2628
18340.8 22.5422
18356.3 21.7457
18364.0 21.3347
18367.9 21.0821
18369.8 20.8915
18370.8 20.7749
18371.3 20.8737
18371.5 21.3297
18371.7 22.0149
18371.8 23.7513
18371.9 26.7925
18372.0 29.9790
18372.1 29.6194
18372.2 27.2806
18372.4 25.1837
18372.5 23.9416
18372.7 22.7561
18373.2 21.8890
18374.3 21.3875
18376.3 21.0734
18380.3 20.7885
18388.5 20.3886
18404.7 19.6991
18437.2 18.4795
18502.1 16.4607
18632.0 13.5565
18761.9 11.5729
18826.8 10.7874
18859.3 10.4153
18867.4 10.3156
18875.5 10.2013
18879.6 10.1290
18883.6 10.0272
18885.7 9.94805
18887.7 9.81693
18888.7 9.70412
18889.7 9.51530
18890.7 9.13016
18891.3 8.81401
18891.5 8.82830
18891.6 9.19734
18891.8 10.4052
18891.9 13.4517
18892.0 17.5301
18892.1 18.5679
18892.2 17.0022
18892.5 14.1273
18892.8 12.7856
18893.3 11.6438
18894.3 10.9184
18895.3 10.6465
18896.3 10.5042
18898.3 10.3498
18900.4 10.2626
18904.4 10.1559
18908.5 10.0837
18916.6 9.97379
18924.7 9.88220
18957.2 9.56862
19022.1 9.02326
19151.9 8.07873
19281.8 7.23009
19314.2 7.01835
19346.7 6.79551
19362.9 6.67216
19379.1 6.52552
19387.3 6.42994
19395.4 6.29367
19399.4 6.18877
19403.5 6.02352
19405.5 5.89430
19407.5 5.71237
19408.6 5.61003
19409.6 5.58683
19410.1 5.73650
19410.6 6.31874
19410.8 7.10957
19411.1 8.69310
19411.3 12.2015
19411.5 15.6266
19411.6 20.7141
19411.8 34.6001
19412.0 48.5020
19412.2 46.1991
19412.4 34.5720
19412.6 27.8761
19412.7 23.1793
19413.0 17.4246
19413.3 14.2121
19413.5 12.3736
19414.1 10.3332
19414.7 9.29899
19415.8 8.25783
19416.9 7.75816
19419.2 7.27114
19421.5 7.03179
19426.0 6.78750
19430.6 6.65513
19439.6 6.49738
19448.7 6.39139
19466.9 6.22887
19485.0 6.09001
19557.6 5.57938
19630.2 5.05861
19702.9 4.50579
19775.5 3.95727
19811.8 3.74468
19848.1 3.68434
19884.4 4.03191
19902.5 4.54946
19920.7 5.52298
19938.9 7.30748
19957.0 10.5783
19975.2 16.6489
19993.3 27.9088
20016.7 54.4238
20040.0 83.1409
20063.4 81.1492
20086.7 61.9113
20100.8 51.6461
20115.0 43.6424
20143.2 32.8841
20171.5 26.4250
20185.7 24.1303
20192.7 23.1255
20196.3 22.6195
20198.0 22.3191
20198.9 22.1311
20199.3 22.0870
20199.6 22.2503
20199.8 23.2756
20200.0 26.5452
20200.2 25.5422
20200.5 23.8779
20200.7 23.2088
20201.2 22.6804
20202.2 22.2929
20204.3 21.9274
20208.3 21.4203
20216.4 20.5733
20232.5 19.1505
20264.8 16.9870
20329.4 14.2329
20393.9 12.5602
20458.5 11.4351
20523.1 10.6223
20587.6 10.0028
20652.2 9.50863
20684.5 9.28996
20700.6 9.17471
20708.7 9.09404
20712.8 9.01033
20714.8 8.90112
20715.8 8.77266
20716.3 8.69836
20716.5 8.78916
20716.8 9.88301
20717.0 13.4730
20717.2 12.6931
20717.5 10.7818
20717.8 10.1063
20718.4 9.63960
20719.5 9.37015
20721.8 9.22247
20726.4 9.12991
20735.5 9.04682
20753.8 8.93408
20790.3 8.74555
20863.4 8.41954
20936.5 8.12298
20954.8 8.04352
20973.1 7.94882
20982.2 7.88534
20991.3 7.79033
20995.9 7.71275
21000.5 7.58066
21002.8 7.46648
21005.0 7.27693
21006.2 7.12791
21007.3 6.92608
21007.9 6.82375
21008.5 6.81952
21009.0 7.47648
21009.3 9.03407
21009.6 13.7460
21009.8 21.3118
21010.0 29.8010
21010.2 29.4266
21010.4 23.9199
21010.6 18.5891
21010.9 15.3788
21011.4 12.2997
21011.9 10.9295
21012.4 10.1971
21013.4 9.42791
21014.4 9.03922
21016.4 8.65016
21018.3 8.45709
21022.3 8.26091
21026.3 8.15879
21034.2 8.04627
21042.1 7.97926
21058.0 7.89071
21073.8 7.82535
21105.6 7.71961
21137.3 7.62855
21264.2 7.32319
21517.9 6.84543
21644.8 6.64582
21708.3 6.55326
21771.7 6.46547
21835.2 6.38390
21866.9 6.34721
21898.6 6.31638
21930.3 6.29961
21946.2 6.30416
21962.0 6.32993
21970.0 6.35881
21977.9 6.40823
21985.8 6.49518
21993.8 6.65844
21997.7 6.79614
22001.7 7.00288
22005.7 7.33271
22009.6 7.89789
22013.6 8.98519
22015.6 9.93985
22017.5 11.4517
22019.5 14.0509
22021.5 18.9454
22022.5 23.1372
22023.5 29.4986
22024.5 39.4721
22025.5 55.2065
22026.7 85.0707
22028.0 104.998
22029.3 85.3169
22030.5 55.8228
22031.4 41.3459
22032.3 31.7813
22033.2 25.3182
22034.1 20.9486
22035.8 15.6058
22037.6 12.6630
22039.4 10.8905
22041.2 9.74646
22044.7 8.41560
22048.2 7.69745
22051.8 7.26807
22055.3 6.98898
22058.8 6.79776
22065.9 6.55710
22073.0 6.41534
22080.0 6.32313
22087.1 6.25849
22101.2 6.17292
22115.4 6.11693
22143.7 6.04176
22171.9 5.98646
22200.2 5.93773
22228.5 5.88527
22242.6 5.84269
22249.7 5.78962
22253.3 5.70899
22255.0 5.59416
22255.9 5.48458
22256.3 5.50589
22256.6 5.78407
22256.8 7.30716
22257.0 11.9972
22257.2 10.5407
22257.4 8.77799
22257.6 7.80768
22257.9 6.97896
22258.5 6.43902
22259.9 6.14753
22262.5 6.00160
22267.8 5.92507
22278.5 5.87727
22299.7 5.83350
22342.2 5.77248
22427.1 5.66560
22597.0 5.45966
22766.8 5.24355
22809.3 5.18299
22851.7 5.11338
22873.0 5.06999
22894.2 5.01018
22904.8 4.96427
22915.4 4.88754
22920.8 4.81947
22926.1 4.69573
22928.7 4.58228
22931.4 4.37985
22932.7 4.20354
22934.0 3.92216
22934.7 3.71475
22935.4 3.48466
22935.7 3.42516
22936.0 3.59934
22936.3 4.78606
22936.5 6.77701
22936.7 11.2386
22936.8 20.5131
22937.0 30.6614
22937.2 30.7776
22937.3 24.3321
22937.5 18.1500
22937.7 14.3363
22938.1 10.6487
22938.5 8.94833
22938.9 8.00705
22939.7 7.01190
22940.5 6.51308
22942.0 6.01108
22943.6 5.76317
22946.7 5.51520
22949.9 5.39067
22956.1 5.26308
22962.4 5.19575
22974.9 5.12030
22987.4 5.07423
23012.5 5.01077
23037.5 4.96097
23087.6 4.87026
23112.7 4.81738
23125.2 4.77333
23131.5 4.72261
23134.6 4.66355
23136.2 4.63788
23137.0 4.78591
23137.3 5.30388
23137.5 6.19739
23137.7 8.59416
23138.0 15.2969
23138.1 14.5080
23138.3 11.5669
23138.5 8.03361
23138.8 6.70074
23139.3 5.74717
23140.4 5.23591
23142.4 4.99722
23146.6 4.88496
23154.9 4.82345
23171.6 4.77439
23205.0 4.71060
23271.6 4.59701
23405.0 4.36140
23471.7 4.23462
23538.4 4.10389
23571.7 4.03997
23605.1 3.98103
23638.4 3.92919
23655.1 3.88824
23663.4 3.81510
23667.6 3.67889
23669.7 3.47038
23670.7 3.26256
23671.2 3.29779
23671.5 3.83665
23671.6 4.73772
23671.8 6.98604
23671.9 11.4652
23672.0 16.3332
23672.1 16.4357
23672.2 13.3095
23672.5 9.24570
23672.7 7.39357
23673.1 5.87963
23674.0 4.94941
23675.8 4.47547
23679.3 4.25169
23682.9 4.18880
23686.4 4.16715
23700.6 4.20808
23714.8 4.36639
23729.0 4.68179
23743.2 5.30141
23757.4 6.60827
23764.5 7.81492
23771.6 9.75812
23778.7 13.0374
23785.8 18.7633
23802.0 43.6157
23806.1 45.5664
23810.1 42.4813
23818.2 30.1201
23824.1 22.6022
23830.0 17.4663
23835.9 14.0394
23841.9 11.7087
23853.7 8.88844
23865.5 7.32579
23877.3 6.36713
23889.1 5.73245
23912.8 4.95646
23936.4 4.50668
23960.1 4.22000
24007.4 3.92294
24054.6 3.95257
24101.9 4.59372
24125.6 5.43798
24149.2 7.04272
24172.9 10.1355
24196.5 16.1505
24250.0 43.1794
24276.8 42.7134
24303.5 32.5033
24328.8 24.3771
24354.0 19.0144
24379.3 15.5200
24404.5 13.1551
24455.0 10.2423
24505.5 8.53962
24556.0 7.41173
24606.5 6.58867
24707.5 5.39594
24808.5 4.48816
24859.0 4.10626
24909.5 3.80657
24960.0 3.70316
25010.5 4.14341
25035.8 4.85265
25061.0 6.24734
25086.3 8.88915
25111.5 13.7371
25148.3 26.8514
25185.0 41.4616
25221.8 41.4777
25258.5 32.7914
25272.2 29.5180
25285.8 26.3152
25292.7 24.5807
25299.5 22.4385
25302.9 20.9402
25304.6 19.9505
25306.3 18.6789
25308.0 16.9019
25308.9 15.6980
25309.8 14.1934
25310.6 12.2260
25311.5 9.72099
25312.3 6.87771
25312.7 5.88006
25313.2 6.24011
25313.4 7.57687
25313.6 10.1371
25313.9 14.1237
25314.1 19.3866
25314.5 30.9079
25315.0 38.5666
25315.9 40.8858
25316.4 39.5815
25316.8 38.0521
25317.8 35.1360
25318.8 32.9559
25319.8 31.3248
25320.7 30.0716
25322.7 28.2700
25324.6 27.0192
25326.6 26.0802
25328.5 25.3338
25332.4 24.1855
25340.1 22.5812
25347.9 21.4112
25363.4 19.6492
25379.0 18.2982
25410.0 16.2641
25441.1 14.7748
25503.2 12.7172
25565.3 11.3520
25627.4 10.3630
25689.5 9.58407
25751.6 8.89347
25767.1 8.71473
25782.7 8.51896
25790.4 8.40604
25798.2 8.26759
25802.1 8.17543
25806.0 8.04238
25807.9 7.93941
25809.8 7.77533
25811.8 7.45182
25812.8 7.21567
25813.2 7.45185
25813.5 8.39734
25813.7 12.3162
25813.9 18.1276
25814.0 24.9225
25814.1 24.9352
25814.3 20.7848
25814.5 16.2365
25814.7 13.6472
25815.1 11.3464
25815.8 9.80780
25816.6 9.24336
25817.4 8.95891
25819.0 8.66393
25820.5 8.50795
25823.7 8.32977
25826.8 8.21709
25833.1 8.05229
25839.3 7.91134
25851.9 7.62507
25864.4 7.27924
25876.9 6.80114
25883.2 6.47238
25889.4 6.04235
25895.7 5.45434
25898.8 5.07826
25902.0 4.63921
25905.1 4.16385
25908.2 3.82670
25909.8 3.92237
25911.3 4.55680
25912.9 6.51586
25913.7 8.47948
25914.5 11.5427
25915.4 16.8683
25916.2 24.1712
25917.1 32.2687
25918.0 38.3914
25919.8 39.0165
25921.5 32.4548
25922.6 28.6734
25923.7 25.6003
25925.8 21.2657
25928.0 18.4867
25930.2 16.6271
25932.3 15.3043
25934.5 14.3307
25938.8 12.9926
25943.1 12.1227
25947.4 11.5126
25956.0 10.7111
25964.6 10.2040
25973.3 9.85006
25990.5 9.37891
26007.7 9.06956
26025.0 8.84332
26059.4 8.51980
26093.9 8.28634
26128.4 8.10145
26197.3 7.81258
26335.2 7.39805
26473.1 7.09295
26749.0 6.64313
26886.9 6.46199
26955.8 6.37231
26990.3 6.31555
27007.5 6.26148
27016.1 6.18630
27020.5 6.06662
27022.6 5.89261
27023.7 5.71905
27024.2 5.74869
27024.5 6.22080
27024.8 8.94264
27024.9 12.7114
27025.0 16.8684
27025.1 16.9172
27025.2 14.2447
27025.5 10.9324
27025.7 9.35963
27026.1 8.00133
27026.9 7.16781
27028.5 6.72994
27031.7 6.51243
27038.2 6.40127
27051.2 6.33643
27077.2 6.28396
27129.1 6.21818
27232.9 6.10988
27440.5 5.91484
27648.1 5.72581
27752.0 5.62439
27803.9 5.56531
27829.8 5.52458
27842.8 5.48499
27849.3 5.43104
27852.5 5.34895
27854.2 5.23991
27855.0 5.16102
27855.4 5.25915
27855.6 5.62652
27855.8 7.20682
27856.0 12.0783
27856.2 10.3933
27856.5 8.10361
27856.7 7.14365
27857.1 6.38774
27858.0 5.94917
27859.8 5.72669
27863.4 5.61585
27870.6 5.55572
27885.0 5.51315
27913.8 5.46401
27971.4 5.37084
28000.2 5.31280
28029.0 5.23301
28043.4 5.17340
28057.8 5.07770
28065.0 4.99600
28072.1 4.85238
28075.7 4.72420
28079.3 4.50020
28081.1 4.31115
28082.9 4.01947
28083.8 3.82288
28084.7 3.64329
28085.6 4.01610
28086.1 5.67703
28086.3 8.00695
28086.5 13.2348
28086.8 23.8731
28087.0 35.9811
28087.2 35.9875
28087.5 28.1560
28087.7 22.1210
28087.9 18.1393
28088.3 13.5533
28088.7 11.1851
28089.1 9.80061
28089.9 8.28517
28090.7 7.50941
28092.3 6.72319
28093.9 6.33296
28097.1 5.94603
28100.3 5.75253
28106.8 5.55443
28113.2 5.44868
28126.1 5.32577
28139.0 5.24403
28164.7 5.10908
28190.4 4.96256
28203.3 4.87208
28216.2 4.76102
28229.1 4.61746
28241.9 4.42029
28248.4 4.28980
28254.8 4.12759
28261.2 3.91976
28267.7 3.64653
28274.1 3.27853
28280.5 2.80996
28283.8 2.60794
28285.4 2.58480
28287.0 2.71104
28288.6 3.18335
28290.2 4.49660
28291.0 5.83717
28291.8 8.01084
28292.6 11.5946
28293.4 17.4780
28294.1 24.7076
28294.7 34.3946
28296.0 54.1648
28296.7 57.3267
28297.3 54.6386
28298.6 42.4188
28299.6 34.1614
28300.6 28.1434
28301.5 23.8262
28302.5 20.6908
28304.4 16.5822
28306.4 14.0894
28308.3 12.4439
28310.3 11.3003
28314.1 9.82316
28318.0 8.91797
28321.9 8.31312
28325.8 7.87989
28329.7 7.55628
28337.5 7.10367
28345.2 6.80251
28353.0 6.58727
28360.8 6.42551
28376.3 6.19671
28391.8 6.04127
28407.4 5.92734
28422.9 5.83919
28454.0 5.70867
28485.1 5.61349
28547.2 5.47481
28609.3 5.36883
28671.5 5.27757
28702.6 5.23570
28733.6 5.19953
28749.2 5.18914
28764.7 5.20151
28772.5 5.23897
28780.2 5.36279
28784.1 5.53603
28786.1 5.70230
28788.0 5.98901
28790.0 6.54113
28790.9 7.02832
28791.9 7.80189
28792.9 9.12721
28793.8 11.6410
28794.3 13.8279
28794.8 17.0876
28795.3 22.3256
28795.8 30.4491
28796.4 45.9796
28797.0 56.2720
28797.6 46.0964
28798.2 30.9210
28798.7 23.0411
28799.2 17.9166
28799.6 14.5752
28800.1 12.3337
28801.0 9.66498
28801.9 8.23460
28802.8 7.37189
28803.7 6.82476
28805.6 6.18628
28807.4 5.84434
28809.2 5.63959
28812.9 5.41541
28816.6 5.29974
28820.2 5.23111
28827.5 5.15355
28842.2 5.07944
28856.8 5.03640
28915.4 4.91193
28974.0 4.78190
29032.6 4.61619
29061.9 4.50959
29091.2 4.37758
29120.5 4.20697
29149.8 3.97461
29164.4 3.82262
29179.1 3.63557
29193.7 3.40029
29208.4 3.09875
29223.0 2.71206
29237.6 2.27778
29245.0 2.16407
29248.6 2.22814
29252.3 2.49005
29256.0 3.16480
29259.6 4.74036
29261.4 6.18442
29263.3 8.38949
29265.1 11.7663
29266.9 16.9026
29268.7 24.1780
29270.5 33.9615
29274.0 53.9892
29275.8 57.2956
29277.5 54.6914
29281.1 42.5421
29283.9 33.7472
29286.8 27.4264
29289.7 23.0025
29292.5 19.8605
29298.2 15.8056
29303.9 13.3907
29309.7 11.8158
29315.4 10.7229
29326.8 9.31707
29338.2 8.45856
29349.6 7.88318
29361.1 7.47146
29372.5 7.16259
29395.4 6.72875
29418.2 6.43785
29441.1 6.22779
29463.9 6.06796
29509.6 5.83732
29555.3 5.67365
29601.0 5.53991
29623.9 5.46230
29635.3 5.38656
29641.0 5.27979
29643.9 5.11679
29645.3 4.90906
29646.0 4.78204
29646.4 4.98400
29646.6 5.60523
29646.8 7.62820
29646.9 11.1790
29647.0 15.1569
29647.1 15.3992
29647.2 12.9808
29647.5 9.22574
29647.8 7.74021
29648.4 6.67073
29649.6 6.06803
29651.9 5.75886
29656.5 5.60072
29665.7 5.51082
29684.1 5.44331
29720.9 5.36831
29794.5 5.26166
29941.7 5.10037
30089.0 4.96750
30236.2 4.84483
30383.4 4.72118
30530.7 4.58366
30604.3 4.50263
30677.9 4.40585
30714.7 4.34875
30751.5 4.28603
30769.9 4.25662
30788.3 4.24427
30797.5 4.26545
30806.7 4.36448
30811.3 4.51258
30813.6 4.65572
30815.9 4.90001
30818.2 5.35833
30819.4 5.75001
30820.5 6.35041
30821.7 7.32745
30822.8 9.04095
30824.0 12.3187
30824.6 15.0941
30825.1 18.9783
30826.1 28.0147
30827.0 34.1323
30827.9 28.2584
30828.9 19.2757
30829.5 15.1486
30830.1 12.2989
30831.3 8.98550
30832.5 7.27648
30833.7 6.30619
30834.9 5.70868
30836.2 5.31612
30838.6 4.84858
30841.0 4.58966
30843.4 4.42937
30848.3 4.24395
30857.9 4.06668
30867.6 3.96478
30887.0 3.80288
30906.3 3.62726
30925.7 3.40174
30935.4 3.26217
30945.1 3.10594
30954.8 2.95677
30959.6 2.91367
30964.4 2.93974
30969.3 3.13731
30974.1 3.77723
30976.5 4.46889
30979.0 5.65359
30981.4 7.69924
30983.8 11.2226
30987.4 20.7779
30991.0 32.1541
30994.6 32.7129
30998.2 25.8058
31000.7 21.3686
31003.3 18.0117
31005.8 15.5504
31008.3 13.7327
31013.3 11.3104
31018.4 9.81773
31023.4 8.82706
31028.5 8.12985
31038.5 7.22430
31048.6 6.66627
31058.7 6.29026
31078.8 5.81692
31099.0 5.53018
31119.1 5.33673
31139.3 5.19614
31159.4 5.08834
31199.8 4.93124
31240.1 4.81917
31320.7 4.66147
31401.3 4.54700
31481.9 4.45327
31643.1 4.29401
31965.6 4.00432
32126.8 3.85157
32207.4 3.76922
32247.8 3.72762
32267.9 3.71524
32278.0 3.74424
32283.0 3.87472
32285.5 4.23925
32286.8 4.94966
32287.4 5.86264
32288.1 7.81329
32288.5 10.3450
32289.0 12.0406
32289.5 10.4181
32289.9 7.90312
32290.4 6.28441
32290.9 5.36983
32291.9 4.52971
32293.8 4.00660
32297.6 3.77806
32305.2 3.69222
32320.4 3.64998
32350.9 3.60333
32411.9 3.50846
32442.4 3.44793
32472.9 3.36236
32488.2 3.29618
32503.4 3.18732
32511.1 3.09464
32518.7 2.93870
32522.5 2.81138
32526.3 2.62494
32530.1 2.43486
32532.0 2.81843
32533.0 4.04728
32533.5 5.68569
32533.9 8.92202
32534.2 12.0028
32534.5 15.9728
32535.0 24.3602
32535.5 24.6335
32536.1 19.2568
32536.5 15.4638
32536.9 12.7476
32537.3 10.8548
32537.7 9.53991
32538.6 7.81446
32539.4 6.80484
32541.1 5.69237
32542.7 5.11452
32544.4 4.76236
32546.1 4.52798
32549.4 4.23730
32552.7 4.06327
32556.1 3.94767
32562.7 3.80172
32569.4 3.71194
32576.1 3.64974
32589.4 3.56601
32602.8 3.50891
32616.1 3.46483
32642.8 3.39554
32696.1 3.28580
32749.5 3.18648
32856.2 2.98197
32962.9 2.74424
33069.7 2.44309
33123.0 2.25379
33176.4 2.02569
33229.7 1.74693
33283.1 1.42975
33309.8 1.31295
33323.1 1.31126
33336.5 1.40637
33349.8 1.70932
33363.1 2.47979
33369.8 3.21527
33376.5 4.36830
33383.1 6.18180
33389.8 9.01300
33395.9 12.8352
33401.9 18.0157
33414.0 29.0081
33420.1 31.0309
33426.1 29.7692
33438.2 23.1244
33447.7 18.3580
33457.2 14.8960
33466.7 12.4612
33476.2 10.7350
33485.8 9.51131
33490.5 9.06060
33495.3 8.73479
33500.0 8.60381
33502.4 8.67794
33504.8 8.94273
33507.2 9.61039
33508.3 10.2534
33509.5 11.3027
33510.7 13.1091
33511.9 16.4684
33512.5 19.2940
33513.1 23.3774
33513.7 29.4876
33514.3 38.6126
33515.1 57.8308
33516.0 70.8700
33516.9 58.3465
33517.7 39.1898
33518.6 26.8047
33519.4 19.8148
33520.3 15.7512
33521.2 13.2421
33522.0 11.5993
33522.9 10.4675
33524.6 9.04620
33526.3 8.20969
33528.0 7.66440
33531.5 6.99245
33534.9 6.58156
33538.4 6.29120
33545.2 5.88028
33552.1 5.57842
33559.0 5.33324
33572.7 4.93863
33600.3 4.35038
33627.8 3.89831
33655.3 3.50850
33682.8 3.13532
33696.5 2.95170
33710.3 2.81956
33717.2 2.85882
33720.6 2.96671
33724.1 3.21202
33727.5 3.75056
33730.9 4.98620
33732.7 6.17704
33734.4 8.13843
33736.1 11.4990
33737.8 17.3817
33739.9 30.4239
33742.0 46.6753
33743.1 49.7393
33744.1 47.1405
33746.2 34.4445
33748.0 25.1619
33749.8 19.0805
33751.6 15.1576
33753.4 12.5484
33757.0 9.43950
33760.5 7.72604
33764.1 6.67058
33767.7 5.96502
33774.9 5.08936
33782.0 4.56765
33789.2 4.21943
33803.5 3.77257
33817.8 3.48534
33832.2 3.27509
33860.8 2.96646
33918.1 2.53648
33975.4 2.22080
34032.7 2.02732
34061.4 2.02772
34090.0 2.17584
34118.7 2.63916
34147.3 3.85036
34161.6 5.06729
34176.0 7.09593
34190.3 10.5831
34204.6 16.6931
34222.3 30.2342
34240.0 47.1739
34248.9 50.5467
34257.7 47.9386
34275.4 33.9968
34288.2 24.4912
34301.1 16.9461
34307.5 13.4942
34310.7 11.7015
34313.9 9.76593
34317.1 7.58145
34320.3 5.07116
34322.0 3.78026
34323.6 2.81523
34324.4 2.72273
34325.2 3.22664
34326.0 4.82342
34326.4 6.26739
34326.8 8.30477
34327.6 14.8533
34328.4 24.6696
34329.2 35.9203
34330.0 44.5348
34331.6 47.1940
34333.3 40.9489
34334.3 36.8302
34335.3 33.3404
34337.4 28.1374
34339.5 24.5921
34341.6 22.0555
34345.7 18.6564
34349.9 16.4458
34354.0 14.8484
34358.2 13.6201
34366.5 11.7984
34374.8 10.4677
34383.1 9.41862
34391.4 8.50811
34395.6 7.99444
34397.7 7.57195
34398.7 7.15348
34399.2 6.84957
34399.5 6.88774
34399.8 8.41302
34399.9 11.3195
34400.0 15.1411
34400.1 16.1215
34400.2 14.5633
34400.5 11.9215
34400.7 10.6043
34401.2 9.44624
34402.1 8.64036
34404.0 8.10260
34407.7 7.64252
34415.1 7.07811
34429.9 6.25005
34459.6 5.05753
34519.0 3.52183
34578.4 2.51708
34608.1 2.13574
34622.9 1.96864
34630.3 1.88424
34634.0 1.83900
34635.9 1.84626
34636.8 2.00279
34637.3 2.47363
34637.5 3.29083
34637.8 5.79335
34638.0 11.4622
34638.3 7.49937
34638.5 4.65128
34638.7 3.50793
34639.1 2.63234
34639.9 2.16884
34641.5 1.96016
34644.8 1.85595
34651.4 1.77634
34664.5 1.68637
34690.6 1.61760
34716.8 1.72190
34743.0 2.09370
34769.2 2.90147
34795.4 4.43432
34821.6 7.18008
34847.8 11.8977
34870.9 18.4140
34893.9 27.4133
34940.0 46.0212
34963.1 49.3770
34986.1 47.7933
35032.2 38.6209
35087.3 28.8466
35142.4 22.5800
35197.6 18.5661
35252.7 15.8342
35307.8 13.8249
35362.9 12.1661
35390.5 11.3303
35404.2 10.8601
35418.0 10.3057
35431.8 9.57767
35438.7 9.08757
35445.6 8.44131
35452.5 7.51739
35455.9 6.87604
35459.4 6.04396
35462.8 4.92369
35464.5 4.22408
35466.2 3.42611
35468.0 2.58414
35469.7 1.95804
35470.5 1.98432
35471.4 2.59890
35472.3 4.40619
35472.7 6.07414
35473.1 8.48990
35473.8 14.7340
35474.6 23.9843
35475.3 34.6485
35476.0 42.9870
35477.4 45.5613
35478.9 39.2209
35480.3 33.1573
35481.7 28.7578
35483.2 25.6048
35484.6 23.3269
35487.4 20.2854
35490.3 18.3880
35493.1 17.0917
35496.0 16.1535
35501.7 14.8841
35507.4 14.0548
35513.1 13.4652
35524.4 12.6637
35535.8 12.1260
35547.2 11.7269
35570.0 11.1474
35615.5 10.3829
35661.1 9.84721
35752.2 9.07359
35843.3 8.50663
36025.5 7.68652
36116.6 7.36276
36162.1 7.20140
36184.9 7.09700
36196.3 6.99792
36202.0 6.87193
36204.8 6.71461
36206.2 6.60849
36206.9 6.77516
36207.3 7.40948
36207.6 10.1699
36207.8 13.9233
36208.0 18.3393
36208.2 18.3138
36208.4 15.4079
36208.6 12.4185
36208.8 10.7023
36209.3 9.15973
36210.3 8.13170
36212.2 7.58757
36215.9 7.31722
36223.5 7.17066
36238.7 7.06439
36269.0 6.93499
36284.2 6.86931
36299.3 6.78481
36306.9 6.72218
36314.5 6.61908
36318.3 6.52844
36322.1 6.36443
36324.0 6.21442
36325.9 5.94795
36326.8 5.71585
36327.8 5.33995
36328.7 4.71258
36329.2 4.53154
36329.4 5.08844
36329.7 7.91566
36329.8 13.5127
36330.0 21.3393
36330.2 22.9047
36330.3 19.8045
36330.6 15.9283
36330.8 13.4603
36331.2 10.9851
36332.1 9.12645
36332.9 8.39241
36333.8 8.01223
36335.5 7.61853
36337.2 7.41811
36340.7 7.21115
36344.2 7.10363
36351.1 6.98768
36358.0 6.92174
36371.8 6.83992
36385.6 6.78365
36413.2 6.69758
36440.9 6.62590
36551.4 6.38576
36772.4 5.97863
36882.9 5.78120
36993.4 5.56035
37048.7 5.42205
37076.3 5.33706
37104.0 5.23337
37131.6 5.09901
37145.4 5.01451
37159.2 4.91553
37173.0 4.80623
37186.9 4.73384
37193.8 4.78849
37197.2 4.88886
37200.7 5.09507
37204.1 5.50822
37207.6 6.34400
37211.0 8.11073
37214.5 12.0028
37217.7 19.5104
37221.0 28.9711
37222.6 30.9071
37224.3 29.8021
37227.5 23.5142
37230.0 19.0966
37232.5 15.9405
37235.0 13.7480
37237.5 12.2016
37242.5 10.2433
37247.5 9.09739
37252.5 8.36326
37257.5 7.85938
37267.5 7.21988
37277.6 6.83380
37287.6 6.57638
37307.6 6.25255
37327.6 6.05390
37347.6 5.91657
37387.6 5.73160
37427.6 5.60503
37467.6 5.50706
37547.6 5.35292
37707.6 5.10652
37787.6 4.97698
37807.6 4.93378
37827.6 4.87256
37837.6 4.82409
37847.6 4.74087
37852.6 4.66579
37857.6 4.52776
37860.1 4.40062
37862.6 4.17159
37863.9 3.97143
37865.1 3.64453
37866.4 3.09176
37867.0 2.96133
37867.3 3.61766
37867.6 7.31338
37867.8 13.5947
37868.0 21.9674
37868.2 23.2109
37868.4 19.3711
37868.6 14.4941
37868.9 11.7236
37869.4 9.00404
37870.0 7.78061
37870.5 7.10630
37871.6 6.39660
37872.6 6.03415
37874.7 5.66285
37876.8 5.47638
37881.1 5.28707
37885.3 5.19018
37893.8 5.08856
37902.2 5.03289
37919.1 4.96743
37936.0 4.92491
37969.9 4.86280
38003.7 4.81225
38139.0 4.63839
38274.3 4.46801
38342.0 4.36434
38358.9 4.32764
38375.8 4.27393
38384.3 4.23034
38392.7 4.15450
38397.0 4.08553
38401.2 3.95861
38403.3 3.84173
38405.4 3.63382
38407.5 3.16892
38408.6 2.72001
38409.1 2.70836
38409.4 3.37784
38409.7 6.55859
38409.8 12.2475
38410.0 19.4453
38410.2 20.5713
38410.3 17.0904
38410.6 12.5569
38410.9 10.0955
38411.4 7.77268
38412.4 6.15818
38413.4 5.56062
38414.4 5.25669
38416.4 4.94686
38418.4 4.79050
38422.4 4.63212
38426.4 4.55090
38434.5 4.46530
38442.5 4.41816
38458.6 4.36210
38474.7 4.32517
38539.1 4.22586
38667.8 4.07746
38796.5 3.96219
38925.2 3.91014
39053.9 4.01548
39182.6 4.54489
39247.0 5.18144
39311.3 6.32959
39375.7 8.39396
39440.0 12.0321
39576.4 25.7372
39590.0 26.9924
39600.0 27.9401
