La-139(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
6382.88 0.00251167
6398.35 0.00354984
6406.08 0.00445105
6413.81 0.00582180
6421.54 0.00803750
6429.27 0.0119554
6433.13 0.0151562
6437.00 0.0198968
6440.86 0.0273513
6444.73 0.0400600
6448.60 0.0643860
6450.53 0.0858387
6452.46 0.119971
6454.39 0.178855
6455.36 0.225436
6456.33 0.291929
6457.29 0.390661
6458.26 0.543187
6459.22 0.788260
6460.19 1.18621
6461.35 1.89676
6462.50 2.36981
6463.66 1.89592
6464.81 1.18542
6465.54 0.867032
6466.28 0.646098
6467.74 0.386147
6469.21 0.252046
6470.67 0.176097
6472.14 0.129540
6473.61 0.0991486
6476.54 0.0634074
6479.47 0.0441017
6482.40 0.0325573
6488.27 0.0201080
6494.13 0.0139827
6499.99 0.0106281
6505.86 0.00871772
6511.72 0.00769306
6523.45 0.00761116
6529.31 0.00874174
6535.18 0.0113652
6541.04 0.0174094
6543.97 0.0234524
6546.91 0.0342417
6549.84 0.0561712
6551.30 0.0767078
6552.77 0.111531
6554.24 0.177489
6554.97 0.234970
6555.70 0.325312
6556.43 0.478180
6556.80 0.597091
6557.17 0.763374
6557.53 1.00499
6557.90 1.36639
6558.27 1.92434
6558.63 2.78898
6559.12 4.46211
6559.60 5.57749
6560.08 4.46124
6560.57 2.78812
6560.86 2.06362
6561.16 1.55342
6561.75 0.942735
6562.34 0.621280
6562.93 0.436748
6563.52 0.322403
6564.10 0.247393
6565.28 0.158528
6566.46 0.110106
6567.64 0.0809758
6570.00 0.0491984
6572.35 0.0331862
6574.71 0.0240065
6577.07 0.0182576
6579.42 0.0144180
6584.14 0.00976098
6588.85 0.00714406
6598.28 0.00444619
6607.71 0.00314330
6617.14 0.00241071
6635.99 0.00165745
6654.85 0.00130641
6673.70 0.00113291
6711.41 0.00106405
6749.13 0.00131443
6767.98 0.00164215
6786.84 0.00227264
6796.27 0.00281085
6805.69 0.00363315
6815.12 0.00497391
6824.55 0.00737369
6833.98 0.0123213
6838.69 0.0170476
6843.41 0.0252571
6848.12 0.0414226
6850.48 0.0561174
6852.83 0.0802804
6855.19 0.123993
6856.37 0.160337
6857.55 0.214712
6858.73 0.300746
6859.90 0.445825
6861.08 0.708786
6861.67 0.918544
6862.26 1.20601
6863.33 1.92931
6864.40 2.41119
6865.47 1.92854
6866.54 1.20527
6867.51 0.775013
6868.48 0.520851
6869.45 0.367822
6870.41 0.271279
6872.35 0.163209
6874.29 0.108281
6876.22 0.0768795
6878.16 0.0573668
6882.03 0.0354591
6885.90 0.0241252
6889.78 0.0175315
6893.65 0.0133667
6897.52 0.0105758
6905.27 0.00719738
6913.01 0.00532997
6920.76 0.00421725
6928.50 0.00353503
6943.99 0.00295188
6951.74 0.00299263
6959.48 0.00334985
6967.23 0.00435011
6971.10 0.00539458
6974.97 0.00728657
6978.85 0.0112029
6980.78 0.0149645
6982.72 0.0215909
6984.66 0.0351259
6985.62 0.0480667
6986.59 0.0707933
6987.56 0.116810
6988.04 0.160221
6988.53 0.234911
6989.01 0.380352
6989.25 0.511259
6989.50 0.724478
6989.62 0.885028
6989.74 1.10509
6989.86 1.41722
6989.98 1.87857
6990.10 2.59525
6990.22 3.77560
6990.34 5.84244
6990.40 7.45529
6990.46 9.57736
6990.58 15.3400
6990.70 19.1382
6990.82 15.2886
6990.94 9.57864
6991.05 6.14876
6991.15 4.14193
6991.26 2.93233
6991.37 2.16860
6991.58 1.31082
6991.80 0.877348
6992.01 0.629132
6992.22 0.476232
6992.65 0.306079
6993.08 0.220946
6993.51 0.174891
6994.37 0.139692
6995.23 0.154363
6996.09 0.248387
6996.51 0.379496
6996.73 0.501350
6996.94 0.701983
6997.16 1.06732
6997.27 1.36924
6997.37 1.81978
6997.48 2.53671
6997.59 3.72936
6997.69 5.86865
6997.75 7.57705
6997.80 9.86227
6997.90 15.7925
6998.00 19.6974
6998.10 15.7908
6998.20 9.85956
6998.26 7.28508
6998.32 5.45483
6998.45 3.29618
6998.57 2.16831
6998.69 1.52395
6998.81 1.12646
6998.94 0.865695
6999.18 0.557269
6999.43 0.388916
6999.68 0.287966
7000.17 0.177559
7000.66 0.121485
7001.15 0.0891559
7002.14 0.0548998
7003.12 0.0379105
7004.11 0.0281560
7006.08 0.0178133
7008.05 0.0126333
7010.02 0.00963414
7013.96 0.00643900
7017.90 0.00485403
7021.84 0.00396583
7029.71 0.00312524
7037.59 0.00291798
7045.47 0.00328670
7053.35 0.00590961
7057.29 0.0159778
7058.27 0.0261234
7059.26 0.0542550
7059.75 0.0922742
7060.24 0.194739
7060.49 0.328067
7060.74 0.668368
7060.86 1.08074
7060.98 2.02856
7061.04 3.04985
7061.11 4.99570
7061.14 6.73477
7061.17 9.45983
7061.20 13.9161
7061.23 21.2761
7061.26 33.8655
7061.30 42.5449
7061.34 33.8651
7061.37 21.2759
7061.41 12.7028
7061.45 8.06960
7061.49 5.47879
7061.52 3.96127
7061.60 2.30919
7061.67 1.50243
7061.82 0.777863
7061.97 0.473888
7062.27 0.228841
7062.57 0.135177
7063.17 0.0640456
7063.77 0.0380309
7064.98 0.0189014
7066.18 0.0121123
7070.98 0.00578942
7075.79 0.00517063
7080.59 0.00579565
7085.40 0.00762065
7087.80 0.00941768
7090.20 0.0125780
7092.61 0.0190571
7095.01 0.0364779
7096.21 0.0596395
7097.41 0.121527
7098.01 0.201604
7098.31 0.276568
7098.61 0.404082
7098.91 0.648262
7099.06 0.862213
7099.21 1.20131
7099.36 1.78222
7099.44 2.23899
7099.51 2.88706
7099.59 3.84053
7099.66 5.29948
7099.74 7.61252
7099.81 11.3542
7099.91 18.1345
7100.00 22.6999
7100.09 18.1340
7100.19 11.3538
7100.26 7.84922
7100.32 5.60022
7100.39 4.13439
7100.46 3.15160
7100.60 1.97679
7100.74 1.34917
7100.88 0.974472
7101.02 0.737356
7101.29 0.464251
7101.57 0.319112
7101.85 0.233652
7102.40 0.141922
7102.95 0.0964934
7103.51 0.0708959
7104.61 0.0447081
7105.72 0.0324519
7106.82 0.0259519
7109.04 0.0201615
7111.25 0.0185512
7113.46 0.0189924
7117.89 0.0243495
7120.10 0.0297460
7122.32 0.0381241
7124.53 0.0515789
7126.74 0.0746947
7128.95 0.118883
7130.06 0.157664
7131.17 0.218906
7132.27 0.323436
7132.83 0.405155
7133.38 0.520523
7133.93 0.689524
7134.49 0.945526
7135.04 1.34681
7135.59 1.97970
7136.30 3.16794
7137.00 3.95836
7137.70 3.16529
7138.41 1.97884
7139.01 1.29996
7139.62 0.887813
7140.22 0.634312
7140.83 0.472027
7142.04 0.287214
7143.25 0.191885
7144.46 0.136839
7145.66 0.102413
7148.08 0.0634980
7150.50 0.0432189
7152.92 0.0313558
7155.34 0.0238211
7157.76 0.0187435
7162.59 0.0125325
7167.43 0.00902160
7172.27 0.00684399
7177.10 0.00540008
7186.78 0.00366303
7196.45 0.00269737
7215.80 0.00171916
7235.15 0.00126508
7254.50 0.00102833
7293.20 0.000847257
7331.89 0.000900313
7351.24 0.00102916
7370.59 0.00128380
7389.94 0.00180146
7399.61 0.00226941
7409.29 0.00303077
7418.96 0.00440308
7423.80 0.00556162
7428.64 0.00737008
7433.47 0.0105407
7438.31 0.0175043
7443.15 0.0448929
7444.36 0.0692344
7444.96 0.0921601
7445.57 0.131846
7446.17 0.210824
7446.47 0.283627
7446.77 0.405702
7447.08 0.634768
7447.23 0.831409
7447.38 1.13663
7447.53 1.64420
7447.68 2.56699
7447.76 3.33346
7447.83 4.44002
7447.91 6.12002
7447.98 8.63874
7448.09 13.8129
7448.20 17.2585
7448.31 13.8130
7448.42 8.63931
7448.54 4.89898
7448.67 3.00923
7448.80 2.00201
7448.93 1.42264
7449.06 1.05874
7449.18 0.818794
7449.44 0.534669
7449.69 0.379069
7449.95 0.285856
7450.46 0.184764
7450.97 0.134682
7451.48 0.107011
7452.50 0.0809715
7453.52 0.0722326
7454.55 0.0718648
7456.59 0.0876875
7458.63 0.130219
7459.65 0.169982
7460.67 0.234136
7461.70 0.345449
7462.21 0.433580
7462.72 0.558929
7463.23 0.744617
7463.74 1.02980
7464.25 1.48592
7464.76 2.21917
7465.38 3.54769
7466.00 4.43270
7466.62 3.54659
7467.24 2.21773
7467.89 1.33772
7468.54 0.857281
7469.19 0.585753
7469.84 0.422296
7470.49 0.317434
7471.14 0.246771
7472.43 0.161000
7473.73 0.113101
7475.03 0.0837991
7477.62 0.0513382
7480.22 0.0347261
7482.81 0.0251106
7485.41 0.0190504
7488.00 0.0149878
7493.19 0.0100472
7498.38 0.00727901
7503.57 0.00558333
7508.76 0.00448420
7519.14 0.00327421
7529.52 0.00297222
7534.71 0.00335044
7537.30 0.00387816
7539.89 0.00494404
7542.49 0.00734471
7543.79 0.00977807
7545.08 0.0142362
7546.38 0.0237296
7547.68 0.0498858
7548.98 0.177120
7549.30 0.294689
7549.46 0.402735
7549.62 0.582914
7549.79 0.915870
7549.87 1.19873
7549.95 1.63181
7550.03 2.33797
7550.11 3.58437
7550.15 4.59597
7550.19 5.99998
7550.23 8.08382
7550.27 11.0490
7550.34 17.6589
7550.40 22.1039
7550.46 17.6585
7550.53 11.0486
7550.58 7.50037
7550.63 5.27003
7550.68 3.84521
7550.73 2.90484
7550.83 1.80431
7550.93 1.22014
7551.03 0.877042
7551.13 0.659661
7551.33 0.411173
7551.53 0.280396
7551.73 0.203380
7551.93 0.154289
7552.13 0.121109
7552.53 0.0803759
7552.93 0.0573975
7553.73 0.0337010
7554.53 0.0223469
7555.33 0.0160547
7556.93 0.00966935
7558.53 0.00664860
7560.13 0.00497970
7563.33 0.00328283
7566.54 0.00246874
7569.74 0.00200811
7576.14 0.00151807
7588.95 0.00111090
7601.75 0.000934057
7627.36 0.000805867
7640.17 0.000908297
7646.57 0.00145791
7649.77 0.00368202
7651.37 0.0124311
7652.17 0.0460747
7652.57 0.170433
7652.77 0.595481
7652.87 1.84628
7652.92 4.68410
7652.95 9.11519
7652.96 13.9598
7652.97 22.0834
7652.99 35.5620
7653.00 44.0908
7653.01 35.5620
7653.03 22.0834
7653.04 12.5858
7653.06 7.85882
7653.09 3.67801
7653.15 1.35706
7653.27 0.419719
7653.52 0.117077
7654.01 0.0314357
7654.98 0.00859456
7656.94 0.00269381
7660.85 0.00119240
7668.68 0.000810654
7684.34 0.000717218
7715.65 0.000730836
7778.27 0.000950983
7809.59 0.00118703
7840.90 0.00162062
7856.55 0.00202239
7872.21 0.00283263
7880.04 0.00374099
7883.95 0.00457227
7887.86 0.00601979
7891.78 0.00900497
7893.73 0.0119226
7895.69 0.0171831
7897.65 0.0282660
7899.61 0.0586988
7900.58 0.0993515
7901.56 0.207277
7902.05 0.344938
7902.30 0.472666
7902.54 0.685948
7902.79 1.08514
7902.91 1.42601
7903.03 1.95223
7903.15 2.82967
7903.27 4.39719
7903.34 5.67416
7903.40 7.52224
7903.46 10.2534
7903.52 14.3466
7903.61 22.9155
7903.70 28.6968
7903.79 22.9149
7903.88 14.3460
7903.94 10.4172
7904.00 7.74516
7904.11 4.61382
7904.23 3.00432
7904.35 2.09469
7904.46 1.53774
7904.58 1.17442
7904.81 0.747230
7905.04 0.515562
7905.28 0.377471
7905.74 0.227571
7906.20 0.152277
7906.67 0.109398
7907.13 0.0825986
7907.60 0.0648150
7908.53 0.0433613
7909.46 0.0314343
7911.31 0.0193624
7913.17 0.0137085
7915.03 0.0106459
7918.74 0.00767474
7922.46 0.00641485
7926.17 0.00585176
7933.60 0.00562128
7948.46 0.00668030
7963.32 0.00924290
7978.19 0.0143710
7985.62 0.0189002
7993.05 0.0260960
8000.48 0.0385477
8007.91 0.0631256
8011.62 0.0859313
8015.34 0.125850
8017.19 0.160275
8019.05 0.221104
8019.98 0.278975
8020.91 0.399599
8021.37 0.532166
8021.61 0.645970
8021.84 0.826483
8022.07 1.14153
8022.19 1.39621
8022.30 1.76898
8022.42 2.34214
8022.53 3.27520
8022.65 4.88632
8022.71 6.11738
8022.77 7.77691
8022.88 12.2610
8023.00 15.2793
8023.12 12.2718
8023.23 7.79887
8023.32 5.52991
8023.40 4.06040
8023.49 3.09641
8023.57 2.44749
8023.75 1.67141
8023.92 1.25820
8024.26 0.865117
8024.60 0.702249
8025.28 0.599372
8025.96 0.603521
8027.33 0.743442
8028.69 1.04065
8030.05 1.61653
8030.74 2.11188
8031.42 2.87465
8032.10 4.12523
8032.78 6.34711
8033.12 8.13504
8033.46 10.6922
8033.80 14.4159
8034.14 19.7988
8034.67 31.6641
8035.20 39.5687
8035.73 31.6588
8036.26 19.7925
8036.82 11.8280
8037.38 7.53263
8037.94 5.11985
8038.50 3.67648
8039.06 2.75437
8039.63 2.13600
8040.75 1.38666
8041.87 0.970039
8042.99 0.715685
8045.24 0.434940
8047.49 0.291796
8049.73 0.209235
8051.98 0.157318
8054.22 0.122598
8058.71 0.0804739
8063.20 0.0568752
8067.69 0.0423413
8072.19 0.0327614
8081.17 0.0213196
8090.15 0.0150111
8099.13 0.0111734
8108.11 0.00867272
8126.08 0.00575324
8144.04 0.00429871
8153.02 0.00399072
8162.01 0.00423493
8166.50 0.00499233
8170.99 0.00748429
8173.23 0.0110751
8175.48 0.0212412
8176.60 0.0351360
8177.72 0.0731527
8178.29 0.123477
8178.57 0.171566
8178.85 0.254704
8179.13 0.418715
8179.27 0.566975
8179.41 0.809924
8179.55 1.25144
8179.62 1.61482
8179.69 2.15649
8179.76 3.00756
8179.83 4.43179
8179.90 6.98341
8179.97 11.8114
8180.04 18.9075
8180.10 23.6182
8180.17 18.9070
8180.23 11.8111
8180.28 8.41763
8180.32 6.12890
8180.37 4.59517
8180.41 3.56352
8180.50 2.28571
8180.59 1.57800
8180.68 1.15055
8180.77 0.874376
8180.94 0.552679
8181.12 0.380323
8181.30 0.277638
8181.66 0.166788
8182.01 0.111360
8182.37 0.0799133
8183.08 0.0473090
8184.51 0.0228842
8185.93 0.0140045
8188.78 0.00747304
8191.63 0.00510581
8203.03 0.00263074
8225.83 0.00174274
8248.63 0.00144338
8271.43 0.00131100
8294.23 0.00130830
8317.03 0.00153984
8328.43 0.00191797
8334.13 0.00230131
8339.82 0.00300167
8345.52 0.00449346
8348.37 0.00597257
8351.22 0.00865648
8354.07 0.0143318
8355.50 0.0199122
8356.92 0.0299303
8358.35 0.0507255
8359.77 0.105824
8360.49 0.175911
8360.84 0.240473
8361.20 0.348283
8361.56 0.547921
8361.73 0.717889
8361.91 0.978702
8362.09 1.40528
8362.18 1.72576
8362.27 2.16161
8362.36 2.76927
8362.45 3.63734
8362.53 4.89983
8362.62 6.72943
8362.76 10.7919
8362.90 13.4782
8363.04 10.7603
8363.18 6.72902
8363.33 3.97087
8363.48 2.51185
8363.63 1.69677
8363.78 1.21512
8363.93 0.907443
8364.08 0.702905
8364.38 0.455272
8364.68 0.318116
8364.98 0.234601
8365.58 0.142734
8366.19 0.0959434
8366.79 0.0690370
8367.39 0.0521198
8367.99 0.0408339
8369.19 0.0271438
8370.40 0.0194970
8371.60 0.0147958
8372.80 0.0117027
8375.21 0.00801774
8377.62 0.00599692
8382.43 0.00398490
8387.24 0.00307157
8392.05 0.00260139
8401.68 0.00221316
8420.93 0.00226282
8440.18 0.00293337
8449.80 0.00357902
8459.43 0.00459260
8469.05 0.00626623
8478.68 0.00927786
8488.30 0.0154925
8493.12 0.0214201
8497.93 0.0316846
8502.74 0.0517972
8505.15 0.0699699
8507.55 0.0996583
8509.96 0.152870
8511.16 0.196631
8512.37 0.261498
8513.57 0.362637
8514.77 0.530040
8515.98 0.825202
8516.58 1.05498
8517.18 1.36332
8518.34 2.18105
8519.50 2.72511
8520.66 2.17953
8521.82 1.36258
8522.99 0.834521
8524.17 0.540800
8525.34 0.372247
8526.51 0.269561
8527.68 0.203307
8528.85 0.158413
8531.20 0.103597
8533.54 0.0728567
8535.89 0.0539975
8540.58 0.0330751
8545.26 0.0223691
8549.95 0.0161816
8554.64 0.0122904
8559.33 0.00968860
8568.71 0.00654281
8578.08 0.00479913
8587.46 0.00375021
8596.84 0.00309273
8615.59 0.00246380
8634.34 0.00262321
8643.72 0.00331136
8648.41 0.00407267
8653.10 0.00549811
8657.78 0.00854698
8660.13 0.0115459
8662.47 0.0169180
8664.82 0.0280345
8667.16 0.0573961
8668.33 0.0946496
8668.92 0.128995
8669.50 0.186365
8670.09 0.292689
8670.38 0.383303
8670.68 0.522511
8670.97 0.750576
8671.26 1.15594
8671.41 1.48377
8671.56 1.94993
8671.70 2.63448
8671.85 3.62252
8672.07 5.79633
8672.30 7.24609
8672.53 5.79602
8672.75 3.62229
8673.00 2.11951
8673.25 1.32931
8673.51 0.895205
8673.76 0.639511
8674.01 0.477315
8674.26 0.369544
8674.76 0.239713
8675.26 0.167970
8675.76 0.124542
8676.76 0.0769880
8677.77 0.0531174
8678.77 0.0397429
8679.77 0.0317888
8680.77 0.0270811
8682.78 0.0242180
8684.78 0.0321102
8685.79 0.0469366
8686.79 0.0901568
8687.29 0.148616
8687.54 0.204932
8687.79 0.302846
8688.04 0.497656
8688.17 0.675105
8688.29 0.968291
8688.42 1.50834
8688.48 1.96257
8688.54 2.63729
8688.61 3.73392
8688.67 5.58406
8688.73 9.07523
8688.79 15.7762
8688.85 25.2392
8688.90 31.5479
8688.95 25.2386
8689.01 15.7758
8689.04 11.3601
8689.08 8.35458
8689.15 4.93296
8689.22 3.19523
8689.29 2.22058
8689.37 1.62023
8689.44 1.23645
8689.58 0.786345
8689.72 0.542292
8689.86 0.397487
8690.15 0.240394
8690.72 0.116335
8691.29 0.0695282
8692.43 0.0341652
8693.56 0.0211051
8695.84 0.0112255
8698.12 0.00746475
8702.68 0.00445095
8707.23 0.00320927
8711.79 0.00254868
8716.34 0.00214664
8725.46 0.00169774
8743.68 0.00135078
8761.90 0.00128340
8780.13 0.00137581
8798.35 0.00166866
8807.46 0.00197646
8816.58 0.00262906
8825.69 0.00528512
8830.24 0.0147038
8831.38 0.0240838
8832.52 0.0498995
8833.09 0.0844920
8833.66 0.176604
8833.95 0.294913
8834.23 0.590570
8834.37 0.941136
8834.45 1.24239
8834.52 1.71148
8834.59 2.49481
8834.66 3.92723
8834.69 5.13443
8834.73 6.86013
8834.77 9.53676
8834.80 13.4580
8834.85 21.5321
8834.90 26.9149
8834.95 21.5317
8835.00 13.4578
8835.04 9.26781
8835.08 6.62649
8835.11 4.86260
8835.15 3.71421
8835.23 2.32986
8835.30 1.58547
8835.38 1.14461
8835.45 0.863668
8835.60 0.540762
8835.90 0.269017
8836.20 0.160893
8836.80 0.0769686
8837.40 0.0456866
8838.60 0.0223987
8839.80 0.0140260
8844.59 0.00601116
8854.19 0.00481244
8863.78 0.00593980
8873.37 0.00850480
8882.96 0.0139067
8887.76 0.0189862
8892.56 0.0275910
8894.95 0.0343149
8897.35 0.0438416
8899.75 0.0579480
8902.15 0.0800287
8904.55 0.117173
8905.75 0.145854
8906.94 0.185853
8908.14 0.243415
8909.34 0.328992
8910.54 0.459735
8911.74 0.659930
8913.37 1.05615
8915.00 1.32027
8916.63 1.05564
8918.26 0.659437
8919.44 0.462431
8920.61 0.332704
8921.79 0.247169
8922.96 0.189340
8925.31 0.119874
8927.67 0.0820722
8930.02 0.0595077
8932.37 0.0450491
8937.07 0.0283416
8941.77 0.0194577
8946.47 0.0141904
8951.18 0.0108166
8955.88 0.00852781
8965.28 0.00571167
8974.69 0.00411081
8984.09 0.00311436
8993.49 0.00245202
9012.30 0.00165323
9031.11 0.00120769
9049.92 0.000933993
9068.73 0.000754285
9106.34 0.000544056
9143.96 0.000446053
9162.77 0.000436849
9181.57 0.000493545
9200.38 0.000938450
9209.79 0.00277402
9214.49 0.00994758
9215.66 0.0171888
9216.84 0.0371251
9217.43 0.0637855
9218.02 0.134670
9218.31 0.225128
9218.60 0.449309
9218.75 0.711097
9218.90 1.28234
9218.97 1.86033
9219.04 2.88598
9219.12 4.92298
9219.15 6.72648
9219.19 9.38529
9219.25 14.9638
9219.30 18.7639
9219.36 14.9635
9219.41 9.38512
9219.45 6.27330
9219.50 4.33887
9219.54 3.12833
9219.59 2.35641
9219.68 1.44408
9219.77 0.972002
9219.95 0.520989
9220.12 0.323792
9220.48 0.159186
9220.84 0.0943139
9221.55 0.0442686
9222.27 0.0256733
9223.69 0.0118696
9225.12 0.00689136
9230.83 0.00197798
9242.26 0.000723957
9265.11 0.000448038
9287.96 0.000693641
9299.38 0.00193877
9305.10 0.00689482
9307.95 0.0260187
9308.67 0.0451099
9309.38 0.0970268
9309.74 0.165227
9310.10 0.341803
9310.27 0.560529
9310.45 1.07342
9310.54 1.64458
9310.63 2.78446
9310.68 3.84368
9310.72 5.52900
9310.77 8.50162
9310.81 13.7716
9310.86 22.0514
9310.90 27.5374
9310.95 22.0511
9310.99 13.7714
9311.03 9.23580
9311.06 6.39756
9311.10 4.61769
9311.14 3.48553
9311.21 2.15043
9311.28 1.44787
9311.43 0.778543
9311.58 0.483540
9311.87 0.237869
9312.16 0.140923
9312.74 0.0660691
9313.33 0.0382370
9314.50 0.0175577
9315.66 0.0101061
9320.34 0.00274542
9329.68 0.000856589
9348.38 0.000369808
9385.76 0.000236798
9460.53 0.000201252
9535.30 0.000221790
9572.68 0.000273997
9591.38 0.000392779
9600.72 0.000775918
9605.40 0.00222857
9607.73 0.00790797
9608.90 0.0298834
9609.48 0.112317
9609.78 0.402464
9609.92 1.30487
9610.00 3.55023
9610.03 7.60650
9610.05 12.2516
9610.07 21.7659
9610.08 34.5309
9610.10 43.5699
9610.12 34.5309
9610.13 21.7659
9610.15 12.6106
9610.17 7.98869
9610.20 3.81193
9610.27 1.42645
9610.41 0.442066
9610.69 0.123636
9611.24 0.0329156
9612.35 0.00871356
9614.58 0.00246326
9619.02 0.000891731
9627.91 0.000544746
9636.80 0.000556531
9645.69 0.000683918
9654.58 0.000993998
9659.03 0.00130886
9663.47 0.00188608
9667.92 0.00312255
9670.14 0.00435561
9672.36 0.00660364
9674.58 0.0113941
9676.81 0.0247185
9677.92 0.0427516
9679.03 0.0916393
9679.58 0.155695
9680.14 0.320259
9680.42 0.522134
9680.70 0.993547
9680.83 1.50547
9680.97 2.52015
9681.04 3.44289
9681.11 4.89705
9681.18 7.33108
9681.25 11.5095
9681.33 18.3986
9681.40 23.0150
9681.48 18.3982
9681.55 11.5092
9681.64 6.60492
9681.72 4.09150
9681.81 2.71990
9681.90 1.92932
9681.98 1.42882
9682.07 1.10113
9682.24 0.708926
9682.41 0.492285
9682.59 0.361308
9682.93 0.218303
9683.28 0.145799
9683.62 0.104313
9684.31 0.0609755
9685.00 0.0399715
9685.69 0.0282598
9687.07 0.0163181
9688.46 0.0106683
9689.84 0.00755793
9692.60 0.00443048
9695.36 0.00297016
9698.12 0.00217453
9703.65 0.00138639
9709.17 0.00102939
9714.70 0.000845376
9725.74 0.000695737
9747.84 0.000860331
9758.89 0.00185480
9764.41 0.00574899
9767.17 0.0208655
9768.56 0.0781110
9768.90 0.134437
9769.25 0.283908
9769.42 0.475470
9769.59 0.947466
9769.68 1.50644
9769.76 2.71598
9769.81 3.92890
9769.85 6.11123
9769.89 10.4684
9769.92 14.3903
9769.94 20.0436
9769.97 31.9784
9770.00 40.0648
9770.03 31.9782
9770.06 20.0435
9770.09 13.3539
9770.12 9.14654
9770.14 6.54616
9770.17 4.92434
9770.22 2.99245
9770.28 2.00899
9770.38 1.07141
9770.49 0.665080
9770.70 0.325274
9770.92 0.192594
9771.34 0.0901992
9771.77 0.0523037
9773.48 0.0140144
9776.89 0.00402630
9783.71 0.00150925
9797.36 0.000976493
9811.01 0.00103940
9824.66 0.00131552
9838.31 0.00193697
9845.13 0.00254351
9851.96 0.00362456
9858.78 0.00587088
9862.19 0.00805437
9865.61 0.0119432
9869.02 0.0199455
9870.72 0.0275925
9872.43 0.0408939
9874.14 0.0671602
9874.99 0.0911152
9875.84 0.130649
9876.69 0.202569
9877.12 0.262765
9877.55 0.353211
9877.97 0.497686
9878.40 0.743717
9878.61 0.935119
9878.83 1.19830
9879.04 1.56577
9879.25 2.07522
9879.63 3.32015
9880.00 4.14643
9880.37 3.31629
9880.75 2.07216
9881.17 1.19666
9881.60 0.744362
9882.02 0.498481
9882.45 0.354231
9882.87 0.263614
9883.30 0.203402
9884.15 0.131315
9885.00 0.0916677
9885.85 0.0676417
9887.55 0.0413076
9889.25 0.0279854
9890.95 0.0203519
9892.65 0.0155827
9894.35 0.0124125
9897.75 0.00861045
9901.15 0.00652971
9907.95 0.00452446
9914.75 0.00373729
9921.55 0.00349716
9935.16 0.00398232
9941.96 0.00470765
9948.76 0.00592337
9955.56 0.00797513
9962.36 0.0116689
9969.16 0.0191796
9972.56 0.0261966
9975.96 0.0380515
9979.36 0.0603927
9981.06 0.0797481
9982.76 0.109990
9984.46 0.160731
9985.31 0.199813
9986.16 0.254190
9987.01 0.332207
9987.86 0.447749
9988.71 0.623407
9989.56 0.890841
9990.73 1.42504
9991.90 1.78049
9993.07 1.42413
9994.24 0.890422
9995.11 0.617760
9995.98 0.440741
9996.85 0.325334
9997.72 0.247954
9999.46 0.155930
10001.2 0.106321
10003.0 0.0767588
10004.7 0.0580287
10008.2 0.0364709
10011.7 0.0250295
10015.1 0.0182912
10022.1 0.0110805
10029.1 0.00753538
10036.0 0.00561567
10043.0 0.00487240
10046.5 0.00634531
10048.2 0.0135731
10049.1 0.0415870
10049.5 0.145691
10049.8 0.500702
10049.9 1.53918
10049.9 3.49270
10049.9 6.95086
10050.0 16.7563
10050.0 33.5457
10050.0 16.7563
10050.1 6.95087
10050.1 4.30079
10050.1 2.05974
10050.2 0.773941
10050.4 0.245078
10050.7 0.0695306
10051.3 0.0209127
10052.7 0.00775289
10055.3 0.00425128
10060.5 0.00334193
10065.7 0.00440540
10068.4 0.0101218
10069.7 0.0328698
10070.3 0.117528
10070.6 0.422374
10070.8 1.32971
10070.9 3.46780
10070.9 6.97951
10070.9 10.8139
10071.0 18.2666
10071.0 29.0706
10071.0 36.8476
10071.0 29.0705
10071.0 18.2665
10071.1 8.61610
10071.1 4.05413
10071.2 1.62738
10071.3 0.532371
10071.6 0.149591
10072.2 0.0409749
10073.3 0.0121296
10075.7 0.00454130
10080.3 0.00250637
10089.5 0.00185002
10108.0 0.00159955
10126.5 0.00168996
10144.9 0.00210945
10163.4 0.00318620
10172.7 0.00429442
10181.9 0.00630318
10191.1 0.0104759
10195.7 0.0144688
10200.4 0.0213818
10205.0 0.0349852
10207.3 0.0473135
10209.6 0.0675135
10211.9 0.103855
10213.1 0.134037
10214.2 0.178579
10215.4 0.249057
10216.5 0.365625
10217.7 0.572956
10218.3 0.737163
10218.8 0.955415
10219.9 1.53017
10221.0 1.91388
10222.1 1.52975
10223.2 0.955008
10224.4 0.549203
10225.7 0.340287
10226.9 0.227270
10228.2 0.161598
10229.4 0.120036
10230.7 0.0926579
10233.2 0.0597386
10235.7 0.0415863
10238.1 0.0306419
10243.1 0.0186426
10248.1 0.0125633
10253.1 0.00908567
10258.1 0.00691496
10263.1 0.00547777
10273.0 0.00379323
10283.0 0.00303488
10288.0 0.00300892
10293.0 0.00360888
10297.9 0.00795935
10300.4 0.0254250
10301.7 0.0912034
10302.0 0.154211
10302.3 0.317343
10302.5 0.528114
10302.6 0.994044
10302.7 1.54096
10302.8 2.67944
10302.8 3.76062
10302.9 5.58584
10302.9 8.88399
10302.9 14.2403
10303.0 22.0040
10303.0 28.3945
10303.0 22.0038
10303.1 14.2402
10303.1 8.88394
10303.2 5.58584
10303.2 3.76064
10303.2 2.90298
10303.3 1.63929
10303.4 1.09997
10303.5 0.568556
10303.7 0.345873
10304.0 0.166929
10304.3 0.0998346
10304.9 0.0472669
10305.4 0.0278716
10307.8 0.00835375
10312.5 0.00319774
