La-139(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
2854.17 0.339600
2854.54 0.470795
2854.91 0.695536
2855.28 1.13158
2855.47 1.52080
2855.66 2.14830
2855.84 3.25046
2855.93 4.13903
2856.03 5.43028
2856.12 7.39047
2856.21 10.5173
2856.31 15.7541
2856.40 24.5707
2856.50 39.3362
2856.60 49.1890
2856.70 39.3329
2856.80 24.5675
2856.92 14.0576
2857.04 8.71153
2857.15 5.80014
2857.27 4.11533
2857.39 3.05118
2857.50 2.35193
2857.73 1.51507
2857.97 1.05338
2858.20 0.774090
2858.66 0.468833
2859.13 0.314140
2859.60 0.225545
2860.06 0.169954
2860.53 0.132954
2861.46 0.0881763
2862.39 0.0631933
2863.32 0.0478613
2864.25 0.0377899
2866.11 0.0258217
2867.97 0.0192781
2871.70 0.0128053
2875.42 0.00990883
2879.15 0.00845164
2886.59 0.00732560
2901.49 0.00769611
2916.38 0.00981725
2931.28 0.0140647
2938.73 0.0175830
2946.18 0.0227657
2953.62 0.0308066
2961.07 0.0442354
2964.79 0.0546529
2968.52 0.0695719
2972.24 0.0942899
2974.10 0.124783
2974.57 0.145669
2975.04 0.196747
2975.27 0.262369
2975.50 0.434820
2975.62 0.659390
2975.73 1.22566
2975.79 1.90819
2975.85 3.46699
2975.88 5.11667
2975.91 8.28455
2975.92 11.1646
2975.94 15.3197
2975.95 22.4972
2975.97 33.8863
2975.98 54.4802
2976.00 67.6960
2976.02 54.4802
2976.03 33.8869
2976.05 21.8978
2976.07 14.6085
2976.08 10.2730
2976.10 7.56420
2976.13 4.56245
2976.16 3.08503
2976.22 1.68647
2976.29 1.08460
2976.41 0.592288
2976.54 0.401368
2976.79 0.256697
2977.04 0.205470
2977.55 0.171587
2978.05 0.163887
2980.07 0.182030
2982.09 0.223428
2984.11 0.284297
2986.13 0.373538
2988.15 0.507878
2990.17 0.716014
2992.19 1.03918
2994.85 1.66093
2997.50 2.07338
3000.16 1.65703
3002.81 1.03531
3004.70 0.728922
3006.60 0.526215
3008.49 0.391876
3010.38 0.300706
3014.17 0.190820
3017.96 0.130831
3021.74 0.0949350
3025.53 0.0719074
3033.10 0.0452632
3040.68 0.0310858
3048.25 0.0226810
3055.82 0.0173020
3063.40 0.0136584
3078.54 0.00919226
3093.69 0.00667967
3108.83 0.00516681
3116.41 0.00473709
3120.19 0.00498252
3122.09 0.00677062
3123.03 0.0141220
3123.51 0.0422026
3123.74 0.144059
3123.86 0.475040
3123.92 1.36556
3123.95 3.17609
3123.97 5.61588
3123.98 10.7547
3123.99 17.4687
3124.00 21.5055
3124.01 17.4687
3124.02 10.7548
3124.04 4.58062
3124.06 2.31090
3124.10 0.895789
3124.18 0.290583
3124.34 0.0852321
3124.66 0.0256904
3125.29 0.00963299
3126.56 0.00541306
3129.11 0.00423164
3134.19 0.00374399
3144.36 0.00331766
3164.70 0.00284015
3185.04 0.00266105
3205.38 0.00280285
3225.72 0.00352369
3235.89 0.00436886
3246.06 0.00598654
3251.15 0.00737399
3256.23 0.00950458
3261.32 0.0130006
3266.40 0.0193061
3271.49 0.0324387
3274.03 0.0451118
3276.57 0.0673469
3277.85 0.0853799
3279.12 0.111856
3280.39 0.152998
3281.02 0.182705
3281.66 0.221904
3282.30 0.275249
3282.93 0.350226
3283.57 0.460055
3284.20 0.629166
3284.84 0.908181
3285.47 1.40726
3285.79 1.81305
3286.11 2.39851
3286.43 3.26024
3286.74 4.52060
3287.22 7.23385
3287.70 9.04222
3288.18 7.23115
3288.66 4.51799
3289.19 2.63973
3289.72 1.65341
3290.25 1.11209
3290.78 0.792906
3291.32 0.591030
3291.85 0.456460
3292.91 0.294943
3293.97 0.205726
3295.04 0.151587
3297.16 0.0920675
3299.29 0.0618817
3301.42 0.0445207
3303.55 0.0336348
3305.67 0.0263678
3309.93 0.0175664
3314.18 0.0126468
3318.43 0.00962065
3322.69 0.00762884
3331.19 0.00525369
3339.70 0.00394929
3356.71 0.00265843
3373.73 0.00210576
3390.74 0.00190777
3407.76 0.00211570
3416.26 0.00309485
3420.52 0.00672228
3422.64 0.0207625
3423.71 0.0749407
3423.97 0.129314
3424.24 0.278196
3424.37 0.475518
3424.51 0.993318
3424.57 1.65011
3424.64 3.21278
3424.67 4.97028
3424.70 8.61599
3424.72 12.2033
3424.74 17.8938
3424.75 28.8768
3424.77 48.3552
3424.79 77.2999
3424.80 96.5684
3424.82 77.2997
3424.83 48.3552
3424.85 28.8770
3424.86 18.3651
3424.88 12.4777
3424.89 9.12753
3424.93 5.27587
3424.96 3.45566
3425.02 1.78591
3425.08 1.08587
3425.21 0.522902
3425.33 0.307955
3425.58 0.143713
3425.84 0.0834162
3426.84 0.0231038
3428.85 0.00752890
3432.87 0.00372206
3436.88 0.00321562
3440.90 0.00328928
3444.92 0.00367885
3448.94 0.00455151
3452.96 0.00764261
3454.97 0.0177237
3455.97 0.0553540
3456.47 0.195880
3456.60 0.333207
3456.72 0.691306
3456.79 1.14552
3456.85 2.25365
3456.88 3.55073
3456.91 6.21912
3456.93 8.89610
3456.94 13.2081
3456.96 21.8249
3456.97 29.0208
3456.97 38.9367
3456.99 62.4544
3457.00 77.8037
3457.01 62.4543
3457.03 38.9368
3457.04 23.3893
3457.05 15.3040
3457.07 10.6115
3457.08 7.72601
3457.11 4.49173
3457.13 2.95895
3457.19 1.53764
3457.24 0.946300
3457.34 0.460162
3457.45 0.272321
3457.66 0.128938
3457.87 0.0765857
3458.71 0.0242542
3460.39 0.0112836
3463.76 0.00972975
3467.12 0.0122340
3470.48 0.0176811
3473.85 0.0293634
3475.53 0.0406769
3477.21 0.0605204
3478.05 0.0765741
3478.89 0.100116
3479.73 0.136602
3480.16 0.162892
3480.58 0.197475
3481.00 0.244441
3481.42 0.310032
3481.84 0.405851
3482.26 0.552296
3482.68 0.791869
3483.10 1.21418
3483.31 1.55406
3483.52 2.03596
3483.73 2.73384
3483.94 3.74032
3484.27 5.98877
3484.60 7.48164
3484.93 5.98006
3485.26 3.73891
3485.51 2.58261
3485.76 1.83530
3486.01 1.35059
3486.26 1.02689
3486.76 0.643540
3487.25 0.438016
3487.75 0.316111
3488.25 0.238489
3489.24 0.149404
3490.24 0.102252
3491.23 0.0744309
3492.23 0.0566435
3493.23 0.0446159
3495.22 0.0298482
3497.21 0.0214815
3499.20 0.0162905
3501.19 0.0128531
3505.17 0.00872747
3509.15 0.00644831
3517.11 0.00417301
3525.08 0.00317658
3533.04 0.00282736
3537.02 0.00295594
3541.00 0.00371353
3544.99 0.00843652
3546.98 0.0273758
3547.97 0.100402
3548.22 0.173306
3548.47 0.371462
3548.60 0.633124
3548.72 1.30422
3548.78 2.12793
3548.84 4.05634
3548.87 6.15753
3548.91 10.3424
3548.92 14.2894
3548.94 20.2420
3548.95 31.0478
3548.97 49.5698
3548.98 79.6373
3549.00 99.0057
3549.02 79.6370
3549.03 49.5698
3549.04 35.9163
3549.05 26.2603
3549.07 19.7474
3549.08 15.2626
3549.10 9.78073
3549.12 6.74570
3549.16 3.73052
3549.21 2.35339
3549.30 1.17718
3549.38 0.703610
3549.56 0.333084
3549.74 0.194413
3550.09 0.0899941
3550.44 0.0522376
3551.84 0.0147225
3554.66 0.00505611
3560.28 0.00255638
3565.90 0.00206595
3571.52 0.00189021
3594.02 0.00182429
3616.51 0.00211472
3639.00 0.00275049
3661.49 0.00403858
3672.74 0.00518269
3683.98 0.00700255
3695.23 0.0101559
3706.47 0.0164398
3712.09 0.0224313
3717.72 0.0336322
3720.53 0.0444242
3723.34 0.0669610
3724.75 0.0926063
3725.45 0.115996
3726.15 0.156161
3726.85 0.236944
3727.21 0.313570
3727.56 0.446288
3727.91 0.710305
3728.09 0.953220
3728.26 1.35556
3728.44 2.10329
3728.52 2.73969
3728.61 3.70227
3728.70 5.28939
3728.79 8.09895
3728.88 13.5662
3728.92 18.2285
3728.96 24.7814
3729.03 39.6499
3729.10 49.5769
3729.17 39.6490
3729.24 24.7814
3729.31 15.4711
3729.37 10.1752
3729.44 7.08455
3729.51 5.17883
3729.57 3.93848
3729.64 3.09261
3729.77 2.05319
3729.91 1.46701
3730.04 1.10595
3730.31 0.704548
3730.58 0.499318
3730.85 0.381219
3731.38 0.259169
3732.45 0.172613
3733.52 0.149082
3735.67 0.155218
3737.81 0.196122
3739.95 0.275726
3742.10 0.426929
3743.17 0.553487
3744.24 0.739988
3745.31 1.02147
3746.38 1.44614
3747.89 2.31196
3749.40 2.88845
3750.91 2.30888
3752.42 1.44241
3753.42 1.04010
3754.42 0.765883
3756.43 0.450191
3758.43 0.290716
3760.43 0.201666
3762.44 0.147533
3764.44 0.112424
3768.45 0.0713334
3772.46 0.0492181
3776.46 0.0359985
3784.48 0.0216786
3792.49 0.0145065
3800.50 0.0104122
3808.52 0.00785732
3816.53 0.00615693
3832.56 0.00410563
3848.59 0.00296311
3864.62 0.00226307
3880.64 0.00180437
3912.70 0.00126421
3944.76 0.000982056
3976.81 0.000868527
3992.84 0.00103043
4000.85 0.00187044
4004.86 0.00527439
4006.86 0.0186624
4007.87 0.0702731
4008.12 0.121935
4008.37 0.261802
4008.49 0.445109
4008.62 0.918010
4008.68 1.50546
4008.74 2.85939
4008.77 4.39129
4008.81 7.36710
4008.82 10.1671
4008.84 14.3776
4008.85 21.9836
4008.87 34.3834
4008.88 55.5995
4008.90 68.7384
4008.92 55.5993
4008.93 34.3833
4008.94 25.3947
4008.95 18.6196
4008.98 10.8565
4009.00 6.96813
4009.02 4.80996
4009.06 2.66209
4009.11 1.67982
4009.20 0.840224
4009.28 0.502023
4009.46 0.237346
4009.64 0.137903
4010.34 0.0365994
4011.75 0.00988222
4014.56 0.00301942
4020.19 0.00127531
4031.45 0.000845676
4042.72 0.000894096
4048.35 0.00144346
4051.16 0.00369991
4052.57 0.0125791
4053.27 0.0467197
4053.62 0.172791
4053.80 0.602700
4053.84 0.981039
4053.89 1.86127
4053.91 2.81280
4053.93 4.68764
4053.95 9.03204
4053.97 13.4662
4053.98 20.7052
4053.99 33.3035
4054.00 41.4346
4054.01 33.3035
4054.02 20.7053
4054.04 12.0163
4054.05 7.65934
4054.08 3.66235
4054.11 2.10465
4054.13 1.35726
4054.19 0.695194
4054.24 0.420630
4054.46 0.117859
4054.89 0.0316325
4055.75 0.00862182
4057.48 0.00267563
4060.94 0.00115973
4067.85 0.000770430
4081.67 0.000667111
4109.31 0.000654754
4164.59 0.000781016
4192.23 0.000934074
4219.87 0.00121427
4233.69 0.00145240
4247.51 0.00185145
4254.42 0.00220885
4261.33 0.00293923
4268.24 0.00596625
4271.69 0.0169738
4272.56 0.0280664
4273.42 0.0589429
4273.85 0.100831
4274.28 0.214908
4274.50 0.365089
4274.72 0.755242
4274.82 1.23866
4274.88 1.67472
4274.93 2.38571
4274.99 3.65561
4275.01 4.69704
4275.04 6.23598
4275.07 8.62531
4275.09 12.5565
4275.12 19.4285
4275.15 31.7532
4275.17 50.4370
4275.20 63.4571
4275.23 50.4363
4275.25 31.7529
4275.27 21.5911
4275.29 15.3700
4275.32 11.1673
4275.34 8.51525
4275.38 5.30389
4275.42 3.62395
4275.46 2.60428
4275.50 1.97098
4275.58 1.23239
4275.66 0.838306
4275.74 0.609024
4275.90 0.363174
4276.23 0.171785
4276.55 0.100572
4277.20 0.0474055
4277.85 0.0282528
4280.45 0.00943026
4285.64 0.00494131
4290.84 0.00449213
4296.03 0.00474908
4306.42 0.00620878
4316.81 0.00914965
4322.01 0.0116252
4327.20 0.0153519
4332.40 0.0213157
4337.59 0.0317146
4340.19 0.0400878
4342.79 0.0523041
4345.38 0.0711266
4347.98 0.102244
4349.28 0.126024
4350.58 0.159050
4351.88 0.206686
4353.18 0.278596
4354.48 0.393769
4355.77 0.591428
4356.42 0.745603
4357.07 0.959347
4357.72 1.25972
4358.37 1.67900
4359.49 2.68397
4360.60 3.35232
4361.72 2.68219
4362.83 1.67729
4363.81 1.09240
4364.79 0.741263
4365.77 0.526892
4366.75 0.390502
4368.71 0.236378
4370.67 0.157344
4372.62 0.111907
4374.58 0.0835638
4378.50 0.0516180
4382.42 0.0350343
4386.33 0.0253559
4390.25 0.0192273
4394.17 0.0151063
4402.00 0.0100867
4409.84 0.00726775
4417.67 0.00553357
4425.50 0.00439579
4441.17 0.00305665
4456.84 0.00234960
4488.18 0.00175249
4519.51 0.00171225
4550.85 0.00219756
4566.52 0.00280621
4582.18 0.00399061
4590.02 0.00504612
4597.85 0.00684728
4605.69 0.0114716
4607.65 0.0147753
4609.60 0.0228745
4610.58 0.0333309
4611.56 0.0614853
4612.05 0.0989841
4612.54 0.198909
4612.79 0.327903
4612.91 0.449154
4613.03 0.653168
4613.15 1.04375
4613.22 1.38249
4613.28 1.91554
4613.34 2.81932
4613.40 4.51120
4613.43 5.97634
4613.46 8.11121
4613.49 11.5418
4613.52 16.8984
4613.56 26.9231
4613.60 33.7888
4613.64 26.9225
4613.68 16.8981
4613.71 11.1367
4613.75 7.60936
4613.78 5.43870
4613.81 4.08012
4613.88 2.48086
4613.95 1.66591
4614.02 1.18777
4614.08 0.892720
4614.22 0.556070
4614.35 0.380750
4614.49 0.278223
4614.76 0.169445
4615.30 0.0860772
4615.84 0.0554799
4616.92 0.0333054
4618.00 0.0259482
4620.16 0.0220698
4622.32 0.0225916
4626.63 0.0287008
4630.95 0.0414050
4635.27 0.0671103
4637.43 0.0904934
4639.59 0.128746
4641.74 0.197371
4642.82 0.253885
4643.90 0.337608
4644.98 0.468318
4646.06 0.684555
4647.14 1.06591
4648.22 1.76127
4649.26 2.81618
4650.30 3.51818
4651.34 2.81454
4652.38 1.75967
4653.58 1.00843
4654.79 0.623402
4655.99 0.415684
4657.19 0.294463
4658.39 0.218544
4659.59 0.168284
4662.00 0.108268
4664.40 0.0753320
4666.81 0.0554145
4671.62 0.0336119
4676.42 0.0225978
4681.23 0.0162896
4686.04 0.0123580
4690.85 0.00976109
4700.47 0.00674401
4710.09 0.00548352
4714.89 0.00560878
4717.30 0.00608847
4719.70 0.00720775
4722.11 0.00989737
4723.31 0.0126922
4724.51 0.0178770
4725.71 0.0290326
4726.31 0.0401282
4726.92 0.0602415
4727.52 0.102560
4728.12 0.217373
4728.42 0.368037
4728.72 0.754640
4728.87 1.23208
4729.02 2.34113
4729.09 3.54467
4729.13 4.53138
4729.17 5.92882
4729.21 8.11271
4729.24 11.5120
4729.28 17.3877
4729.32 27.4136
4729.36 43.9330
4729.40 54.7945
4729.44 43.9322
4729.48 27.4128
4729.52 16.4172
4729.57 10.4224
4729.61 7.07222
4729.65 5.06950
4729.70 3.79481
4729.74 2.93975
4729.82 1.90631
4729.91 1.33268
4730.00 0.982908
4730.17 0.598756
4730.34 0.401808
4730.51 0.288364
4730.85 0.169798
4731.20 0.112041
4731.54 0.0798087
4732.23 0.0468322
4732.92 0.0311824
4733.60 0.0225392
4734.98 0.0138000
4736.35 0.00967348
4737.72 0.00738891
4740.47 0.00504923
4743.22 0.00390892
4745.97 0.00324938
4751.46 0.00252241
4762.46 0.00187975
4773.45 0.00160684
4784.44 0.00155146
4795.43 0.00187955
4800.93 0.00249853
4803.68 0.00315481
4806.42 0.00438464
4809.17 0.00705830
4810.55 0.00974218
4811.92 0.0146548
4813.29 0.0251487
4813.98 0.0355630
4814.67 0.0544399
4815.35 0.0942083
4816.04 0.202503
4816.39 0.345310
4816.73 0.714875
4816.90 1.17357
4816.99 1.58730
4817.07 2.25167
4817.16 3.44703
4817.20 4.42564
4817.24 5.86921
4817.29 8.10488
4817.33 11.7699
4817.37 18.1411
4817.41 29.2544
4817.46 46.7554
4817.50 58.4920
4817.54 46.7545
4817.59 29.2535
4817.63 17.7547
4817.68 11.3406
4817.72 7.72603
4817.76 5.59113
4817.81 4.18953
4817.85 3.26502
4817.94 2.12574
4818.03 1.48971
4818.12 1.10037
4818.30 0.669501
4818.48 0.448600
4818.66 0.321895
4818.83 0.242182
4819.01 0.188820
4819.37 0.123937
4819.72 0.0877063
4820.08 0.0653857
4820.44 0.0506702
4821.15 0.0330698
4821.86 0.0233733
4823.29 0.0135878
4824.71 0.00899759
4826.14 0.00648102
4828.99 0.00395332
4831.84 0.00276712
4834.69 0.00211361
4840.39 0.00144746
4846.09 0.00112453
4851.79 0.000938583
4863.19 0.000734182
4885.99 0.000550415
4908.79 0.000459856
4954.40 0.000366957
5000.00 0.000325680
5041.49 0.000317088
5082.99 0.000343329
5103.73 0.000383337
5124.48 0.000472847
5134.85 0.000565454
5145.23 0.000749859
5155.60 0.00129583
5160.79 0.00258577
5163.38 0.00671653
5164.68 0.0220701
5165.32 0.0799440
5165.65 0.288877
5165.81 0.972325
5165.85 1.55920
5165.89 2.82824
5165.93 6.62104
5165.95 11.5941
5165.97 22.8317
5165.99 36.5299
5166.00 45.6621
5166.01 36.5298
5166.03 22.8317
5166.05 11.9621
5166.07 6.96625
5166.10 3.14389
5166.14 1.75801
5166.18 1.11661
5166.33 0.336275
5166.62 0.0937085
5167.22 0.0261041
5168.41 0.00847097
5170.80 0.00458258
5173.18 0.00488655
5175.56 0.00671442
5177.94 0.0111304
5179.14 0.0156238
5180.33 0.0238387
5181.52 0.0413210
5182.71 0.0895623
5183.31 0.154206
5183.90 0.326579
5184.20 0.547362
5184.50 1.09752
5184.65 1.74432
5184.72 2.30658
5184.80 3.16886
5184.87 4.62550
5184.95 7.24305
5184.98 9.39658
5185.02 12.5424
5185.06 17.2452
5185.09 24.3892
5185.15 39.1048
5185.20 48.7966
5185.25 39.1040
5185.31 24.3883
5185.36 15.2359
5185.41 9.97643
5185.46 6.91491
5185.51 5.05979
5185.57 3.82587
5185.62 2.99951
5185.72 1.97054
5185.82 1.38479
5185.93 1.02753
5186.13 0.628874
5186.34 0.423011
5186.55 0.304229
5186.96 0.178725
5187.37 0.117497
5187.78 0.0831309
5188.61 0.0479901
5189.44 0.0312650
5190.26 0.0220400
5191.91 0.0127260
5193.56 0.00835787
5195.21 0.00596620
5198.52 0.00357366
5201.82 0.00246320
5205.12 0.00186220
5211.72 0.00127555
5218.33 0.00102066
5224.93 0.000900862
5238.14 0.000838714
5251.35 0.000903229
5264.56 0.00108101
5277.77 0.00150560
5284.37 0.00231080
5287.67 0.00480049
5289.32 0.0141298
5290.15 0.0498602
5290.56 0.182486
5290.77 0.637525
5290.82 1.04670
5290.87 1.98904
5290.90 3.04006
5290.92 5.16321
5290.95 10.3070
5290.96 15.8269
5290.97 25.4388
5290.99 40.8045
5291.00 50.8332
5291.01 40.8045
5291.03 25.4388
5291.04 14.7579
5291.06 9.14277
5291.09 4.32556
5291.12 2.47300
5291.15 1.59026
5291.21 0.812317
5291.27 0.494706
5291.50 0.139603
5291.98 0.0382978
5292.93 0.0112695
5294.84 0.00439116
5298.65 0.00287621
5306.27 0.00315838
5313.90 0.00427875
5321.52 0.00643933
5325.33 0.00827028
5329.14 0.0110604
5332.95 0.0156113
5336.76 0.0237721
5340.58 0.0406765
5342.48 0.0569046
5344.39 0.0852236
5346.29 0.141464
5347.25 0.193030
5348.20 0.278492
5349.15 0.435373
5349.63 0.567785
5350.10 0.768495
5350.58 1.09285
5351.06 1.65485
5351.29 2.09698
5351.53 2.71649
5351.77 3.59682
5352.01 4.84065
5352.40 7.74720
5352.80 9.68529
5353.20 7.74576
5353.59 4.83925
5353.93 3.17252
5354.28 2.16527
5354.62 1.54467
5354.96 1.14841
5355.64 0.697638
5356.32 0.465437
5357.01 0.331334
5357.69 0.247556
5359.05 0.152844
5360.42 0.103532
5361.78 0.0747284
5363.15 0.0564617
5364.51 0.0441616
5367.25 0.0291439
5369.98 0.0206832
5372.71 0.0154515
5375.44 0.0119934
5380.90 0.00785075
5386.36 0.00556005
5391.82 0.00416269
5397.28 0.00324890
5408.20 0.00216805
5419.12 0.00158152
5430.04 0.00123322
5440.96 0.00101642
5462.81 0.000808193
5484.65 0.000854198
5495.57 0.00107673
5501.03 0.00132869
5506.49 0.00180985
5511.95 0.00286563
5514.69 0.00392913
5517.42 0.00587767
5520.15 0.0100459
5521.51 0.0141840
5522.88 0.0216887
5524.24 0.0375114
5525.61 0.0806608
5526.29 0.137608
5526.97 0.285623
5527.31 0.470145
5527.48 0.637225
5527.65 0.908675
5527.83 1.39826
5527.91 1.79907
5528.00 2.39289
5528.08 3.33194
5528.17 4.87206
5528.25 7.58771
5528.29 9.72877
5528.34 12.5392
5528.42 20.0623
5528.50 25.0773
5528.58 20.0616
5528.66 12.5385
5528.74 8.02786
5528.81 5.40174
5528.89 3.81798
5528.96 2.81735
5529.11 1.69067
5529.26 1.12166
5529.41 0.794208
5529.56 0.591980
5529.85 0.363947
5530.15 0.245930
5530.45 0.177174
5530.74 0.133677
5531.04 0.104522
5531.63 0.0688607
5532.23 0.0487993
5532.82 0.0364102
5533.41 0.0282393
5534.60 0.0184405
5535.79 0.0130274
5536.98 0.00972074
5538.16 0.00755710
5540.54 0.00498765
5542.91 0.00357836
5545.29 0.00272245
5547.66 0.00216382
5552.41 0.00150177
5557.16 0.00113883
5566.66 0.000773411
5576.16 0.000601537
5585.66 0.000507233
5604.66 0.000414751
5642.65 0.000367468
5680.65 0.000402052
5718.65 0.000532657
5737.64 0.000673696
5756.64 0.000934490
5775.64 0.00148977
5785.14 0.00203773
5794.64 0.00302692
5799.39 0.00385356
5804.14 0.00510745
5808.89 0.00714829
5813.64 0.0108132
5816.01 0.0138614
5818.39 0.0184637
5820.76 0.0259007
5823.14 0.0391061
5825.51 0.0661497
5826.70 0.0918631
5827.89 0.136292
5828.48 0.171822
5829.07 0.223354
5829.67 0.302082
5830.26 0.430576
5830.56 0.527810
5830.85 0.661516
5831.15 0.851920
5831.45 1.13363
5831.74 1.57538
5832.04 2.30961
5832.34 3.61188
5832.63 5.99349
5832.92 9.58964
5833.20 11.9875
5833.48 9.58877
5833.77 5.99296
5833.95 4.36473
5834.13 3.24100
5834.49 1.92747
5834.86 1.25445
5835.22 0.875817
5835.59 0.643714
5835.95 0.492650
5836.68 0.315895
5837.40 0.220977
5838.13 0.165042
5839.59 0.107588
5841.04 0.0866953
5842.50 0.0976417
5843.22 0.130461
5843.59 0.165929
5843.95 0.231160
5844.31 0.367743
5844.68 0.722609
5844.86 1.16109
5845.04 2.19122
5845.13 3.31692
5845.18 4.24214
5845.22 5.56519
5845.27 7.63606
5845.31 10.9019
5845.34 13.3476
5845.36 16.4194
5845.38 20.6567
5845.40 26.0896
5845.45 41.6396
5845.50 52.1514
5845.52 49.0546
5845.55 41.6384
5845.60 26.0881
5845.63 19.2370
5845.66 14.3682
5845.71 8.68202
5845.77 5.70832
5845.83 4.00833
5845.89 2.94514
5845.95 2.26148
5846.07 1.45227
5846.19 1.00911
5846.31 0.745033
5846.54 0.456836
5846.78 0.310936
5847.02 0.227575
5847.49 0.140054
5847.96 0.0972525
5848.44 0.0730855
5849.38 0.0478357
5850.33 0.0353689
5851.27 0.0282455
5853.17 0.0210364
5855.06 0.0188423
5856.95 0.0224217
5857.90 0.0301457
5858.85 0.0536296
5859.32 0.0862255
5859.79 0.175402
5860.03 0.292979
5860.27 0.595448
5860.38 0.971169
5860.50 1.84702
5860.56 2.80277
5860.62 4.70908
5860.65 6.47578
5860.68 9.22565
5860.71 14.0607
5860.74 22.1711
5860.77 35.4690
5860.80 44.3340
5860.83 35.4685
5860.86 22.1706
5860.88 16.3833
5860.90 12.3154
5860.94 7.54256
5860.97 5.00135
5861.01 3.53050
5861.05 2.59523
5861.09 1.99708
5861.16 1.28430
5861.24 0.889933
5861.31 0.655419
5861.46 0.397369
5861.61 0.267316
5861.76 0.192797
5862.05 0.115090
5862.35 0.0774889
5862.65 0.0564608
5863.25 0.0349488
5863.84 0.0246727
5864.44 0.0189396
5865.63 0.0130422
5866.82 0.0101854
5868.01 0.00859488
5870.40 0.00715353
5872.78 0.00720565
5875.16 0.00976104
5877.55 0.0264161
5878.14 0.0435092
5878.74 0.0903923
5879.04 0.152417
5879.34 0.314479
5879.48 0.516646
5879.63 1.00099
5879.71 1.54843
5879.78 2.66223
5879.82 3.70625
5879.86 5.44721
5879.89 8.55059
5879.93 14.3783
5879.97 22.9516
5880.00 28.7555
5880.04 22.9512
5880.07 14.3781
5880.09 10.1832
5880.12 7.42329
5880.14 5.57172
5880.17 4.30119
5880.22 2.72987
5880.26 1.88450
5880.36 1.03872
5880.46 0.657346
5880.65 0.328701
5880.84 0.197431
5881.23 0.0944943
5881.62 0.0559165
5882.39 0.0269740
5883.16 0.0164296
5886.25 0.00577577
5892.44 0.00270560
5898.62 0.00194041
5904.81 0.00158852
5917.18 0.00128734
5929.55 0.00126142
5941.92 0.00153503
5948.10 0.00189308
5954.29 0.00259664
5957.38 0.00320797
5960.47 0.00415496
5963.57 0.00572549
5966.66 0.00859638
5968.20 0.0110167
5969.75 0.0147056
5971.30 0.0207338
5972.84 0.0315878
5974.39 0.0542066
5975.93 0.114540
5976.71 0.191846
5977.09 0.263784
5977.48 0.384595
5977.67 0.479048
5977.87 0.611795
5978.06 0.807361
5978.25 1.11144
5978.45 1.62161
5978.54 2.01291
5978.64 2.54859
5978.74 3.31964
5978.83 4.43913
5978.93 6.13917
5979.03 8.66670
5979.16 13.8663
5979.30 17.3322
5979.44 13.8655
5979.57 8.66594
5979.73 4.98870
5979.89 3.09227
5980.05 2.06532
5980.20 1.46745
5980.36 1.08968
5980.51 0.840408
5980.83 0.540964
5981.14 0.375938
5981.45 0.276332
5982.08 0.167105
5982.71 0.111743
5983.33 0.0799997
5983.96 0.0600832
5984.59 0.0468141
5985.84 0.0307494
5987.09 0.0217755
5988.35 0.0162599
5989.60 0.0126293
5992.10 0.00829784
5994.61 0.00591009
5997.12 0.00445502
5999.62 0.00350275
6004.63 0.00237222
6009.65 0.00175110
6019.67 0.00112512
6029.69 0.000830359
6039.72 0.000668284
6059.76 0.000507659
6079.81 0.000441328
6099.86 0.000429550
6119.91 0.000548683
6129.93 0.00108538
6134.94 0.00322082
6137.45 0.0115801
6138.70 0.0435818
6139.33 0.160576
6139.48 0.271732
6139.64 0.552154
6139.72 0.895018
6139.80 1.66856
6139.84 2.48368
6139.87 4.04045
6139.91 7.46624
6139.93 10.8898
6139.95 16.4162
6139.98 26.0879
6140.00 32.8331
6140.02 26.0877
6140.05 16.4161
6140.07 10.0628
6140.10 6.50024
6140.14 3.22577
6140.19 1.88991
6140.24 1.23278
6140.34 0.639430
6140.43 0.389448
6140.62 0.187743
6140.81 0.110387
6141.58 0.0296039
6143.11 0.00790788
6146.18 0.00228171
6152.31 0.000850781
6164.58 0.000495969
6189.11 0.000429345
6238.17 0.000510627
6262.71 0.000610368
6287.24 0.000802268
6299.50 0.000996122
6311.77 0.00143498
6317.90 0.00197591
6320.97 0.00249396
6324.03 0.00342103
6327.10 0.00537781
6328.63 0.00731519
6330.17 0.0108382
6331.70 0.0183278
6332.47 0.0257473
6333.23 0.0391535
6334.00 0.0673771
6334.77 0.143874
6335.15 0.244458
6335.53 0.503531
6335.73 0.822963
6335.82 1.10949
6335.92 1.56759
6336.01 2.38401
6336.06 3.04655
6336.11 4.01553
6336.16 5.49914
6336.20 7.89352
6336.25 11.9680
6336.30 18.9865
6336.35 30.4259
6336.40 37.9713
6336.45 30.4254
6336.50 18.9859
6336.53 14.0511
6336.56 10.6324
6336.62 6.49682
6336.68 4.27248
6336.74 3.01368
6336.80 2.21995
6336.86 1.70627
6336.98 1.09104
6337.11 0.755797
6337.23 0.553855
6337.47 0.334287
6337.71 0.223126
6337.95 0.159712
6338.43 0.0934572
6338.92 0.0614059
6339.40 0.0435757
6340.37 0.0254307
6341.33 0.0168510
6342.30 0.0121408
6344.23 0.00741763
6346.16 0.00522504
6348.10 0.00404275
6351.96 0.00290034
6355.83 0.00241609
6359.69 0.00219857
6367.42 0.00210602
