Ti-50(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 12.7464
1.25000E-05 11.7933
1.50000E-05 11.0897
2.00000E-05 10.1021
2.75000E-05 9.16241
3.50000E-05 8.54398
4.25000E-05 8.09752
5.00000E-05 7.75573
6.25000E-05 7.32948
7.50000E-05 7.01483
0.000100000 6.57316
0.000125000 6.27176
0.000150000 6.04927
0.000200000 5.73696
0.000275000 5.43980
0.000350000 5.24424
0.000425000 5.10305
0.000500000 4.99497
0.000625000 4.86018
0.000750000 4.76068
0.00100000 4.62101
0.00125000 4.52569
0.00150000 4.45534
0.00200000 4.35658
0.00275000 4.26261
0.00350000 4.20076
0.00425000 4.15612
0.00500000 4.12194
0.00625000 4.07931
0.00750000 4.04785
0.0100000 4.00368
0.0125000 3.97354
0.0150000 3.95129
0.0200000 3.92006
0.0253000 3.89767
0.0314750 3.87911
0.0376500 3.86532
0.0500000 3.84586
0.0625000 3.83238
0.0750000 3.82243
0.100000 3.80846
0.125000 3.79892
0.150000 3.79189
0.200000 3.78200
0.275000 3.77260
0.350000 3.76641
0.500000 3.75851
0.750000 3.75108
1.00000 3.74663
1.50000 3.74135
2.00000 3.73817
2.75000 3.73513
3.50000 3.73310
5.00000 3.73045
7.50000 3.72786
10.0000 3.72622
15.0000 3.72407
20.0000 3.72258
27.5000 3.72090
35.0000 3.71955
50.0000 3.71728
75.0000 3.71408
100.000 3.71119
150.000 3.70578
200.000 3.70062
275.000 3.69308
350.000 3.68570
500.000 3.67125
750.000 3.64781
1000.00 3.62503
1500.00 3.58116
2000.00 3.53936
2750.00 3.48013
3500.00 3.42466
5000.00 3.32350
7500.00 3.17835
10000.0 3.05550
13494.9 2.91048
15242.4 2.84660
16116.1 2.81636
16553.0 2.80161
16771.4 2.79433
16880.6 2.79082
16935.2 2.78962
16962.5 2.79145
16976.2 2.80241
16983.0 2.84775
16984.7 2.89404
16986.4 3.02073
16987.3 3.19164
16988.1 3.63731
16988.5 4.20627
16989.0 5.54785
16989.2 7.15072
16989.4 10.3795
16989.5 13.6399
16989.6 18.6594
16989.7 28.7946
16989.8 47.0929
16989.9 74.7768
16990.0 91.5009
16990.1 74.8550
16990.2 47.1933
16990.3 30.1968
16990.4 20.8770
16990.5 15.4034
16990.6 12.0101
16990.7 8.13592
16990.9 6.32642
16991.3 4.62716
16991.7 3.92333
16992.4 3.33465
16993.1 3.11057
16994.6 2.93807
16996.1 2.87442
17001.9 2.81006
17013.7 2.79266
17037.2 2.78736
17084.2 2.78457
17178.3 2.78112
17366.4 2.77487
17742.6 2.76267
18495.1 2.73877
20000.0 2.69257
23750.0 2.58423
27500.0 2.48101
35000.0 2.26590
38750.0 2.13688
42500.0 1.97159
44375.0 1.86426
46250.0 1.72904
48125.0 1.54934
50000.0 1.29375
51094.9 1.08613
52189.9 0.810458
52737.4 0.638686
53284.8 0.441694
53832.3 0.227209
54106.0 0.123948
54242.9 0.0780139
54311.3 0.0576187
54345.6 0.0489216
54362.7 0.0486560
54371.2 0.0657853
54375.5 0.143092
54377.6 0.429347
54378.7 1.33942
54379.2 3.58560
54379.5 7.61963
54379.6 12.1205
54379.8 21.1242
54379.9 33.5821
54380.0 42.4533
54380.1 33.7803
54380.2 21.3688
54380.4 9.55476
54380.7 5.02092
54381.1 2.07828
54381.9 0.722048
54383.5 0.243483
54386.8 0.0971042
54393.4 0.0540127
54406.5 0.0391108
54432.9 0.0298174
54485.5 0.0187472
54590.7 0.00608671
54696.0 0.00699600
54748.6 0.0139526
54801.2 0.0262441
54853.8 0.0448005
54906.4 0.0707143
54959.0 0.105281
55011.7 0.150030
55116.9 0.277800
55222.1 0.473416
55327.4 0.765027
55432.6 1.19385
55537.8 1.82143
55643.1 2.74029
55748.3 4.09141
55853.5 6.08788
55958.8 9.04524
56064.0 13.3928
56173.0 19.8564
56282.0 28.4495
56500.0 45.4591
56609.0 47.8299
56718.0 45.1892
56936.0 34.4014
57088.6 27.7062
57241.1 22.6779
57393.6 18.9986
57546.2 16.2817
57851.3 12.6583
58156.3 10.4226
58461.4 8.93734
58766.5 7.89151
59376.7 6.53205
59986.9 5.69610
60597.0 5.13386
61207.2 4.73110
61817.4 4.42882
63037.7 4.00554
64258.0 3.72302
65478.4 3.52058
66698.7 3.36801
69139.4 3.15275
71580.1 3.00972
72800.4 2.95785
74020.7 2.92157
74630.9 2.91406
75241.1 2.92561
75546.2 2.95169
75851.2 3.02605
76003.8 3.12176
76080.1 3.21101
76156.3 3.36288
76232.6 3.65486
76270.7 3.91504
76308.9 4.33515
76347.0 5.07773
76385.1 6.56624
76404.2 7.92827
76423.3 10.1437
76442.3 13.9594
76461.4 20.7081
76480.7 31.3014
76500.0 38.2620
76519.3 31.0405
76538.6 20.3995
76555.2 14.3519
76571.8 10.6944
76588.4 8.45171
76605.0 7.01817
76638.2 5.39525
76671.4 4.56270
76704.6 4.08593
76737.8 3.79025
76804.2 3.46198
76870.6 3.29748
76937.0 3.20721
77069.8 3.12720
77335.4 3.12711
77601.0 3.24647
77733.8 3.36262
77866.6 3.54290
77999.4 3.83356
78132.2 4.33552
78265.0 5.30048
78331.4 6.15061
78397.8 7.49961
78464.2 9.81262
78530.6 14.2191
78563.8 18.0342
78597.0 23.9051
78630.2 33.3278
78663.4 48.8095
78706.7 81.3934
78750.0 105.531
78793.3 81.4097
78836.6 48.9836
78881.0 29.8428
78925.5 19.8817
78969.9 14.3794
79014.3 11.1014
79058.7 9.01436
79103.2 7.61250
79192.0 5.91247
79280.9 4.96383
79369.7 4.38210
79547.4 3.73519
79725.1 3.40157
79902.8 3.20630
80080.5 3.08146
80258.2 2.99625
80613.6 2.88933
80969.0 2.82592
81324.4 2.78425
81502.1 2.76837
81591.0 2.76128
81635.4 2.75798
81657.6 2.75715
81668.7 2.76100
81674.3 2.78160
81677.1 2.86555
81678.4 3.16706
81679.1 4.07512
81679.5 6.23979
81679.7 9.60870
81679.8 19.2380
81680.0 35.9324
81680.2 19.4494
81680.4 9.47513
81680.5 6.25052
81680.9 4.15893
81681.6 3.21501
81682.9 2.89262
81685.7 2.79472
81691.2 2.76637
81702.2 2.75751
81724.2 2.75354
81768.2 2.74982
81856.2 2.74406
82032.2 2.73428
82384.1 2.71935
83088.0 2.71011
83440.0 2.72703
83792.0 2.79692
83968.0 2.89862
84056.0 2.99731
84143.9 3.16827
84231.9 3.49893
84275.9 3.79186
84319.9 4.25865
84363.9 5.06306
84407.9 6.60212
84429.9 7.93733
84451.9 9.98919
84473.9 13.2586
84495.9 18.5128
84523.0 28.1608
84550.0 34.6585
84577.1 28.2918
84604.1 18.6924
84625.7 13.5015
84647.4 10.2357
84669.0 8.16330
84690.6 6.80327
84733.9 5.21852
84777.2 4.38007
84820.5 3.88797
84863.7 3.57589
84950.3 3.21793
85036.8 3.02802
85123.3 2.91495
85296.4 2.79159
85469.5 2.72810
85642.5 2.69019
85988.7 2.64712
86334.8 2.62279
86681.0 2.60752
86854.0 2.60354
87027.1 2.60674
87113.6 2.61786
87156.9 2.63085
87200.2 2.65617
87243.4 2.71223
87265.1 2.76837
87286.7 2.86946
87297.5 2.95306
87308.4 3.07785
87319.2 3.27536
87330.0 3.61340
87340.8 4.26256
87346.2 4.83498
87351.6 5.74231
87357.0 7.30176
87362.4 10.2703
87365.1 12.8371
87367.8 16.7458
87370.5 22.9245
87373.2 32.7658
87376.6 51.0645
87380.0 63.4148
87383.4 51.4242
87386.8 33.2191
87389.0 24.7989
87391.2 19.0228
87395.6 12.3211
87400.1 8.91080
87404.5 6.99467
87409.0 5.82525
87413.4 5.06360
87422.3 4.16847
87431.2 3.68398
87440.0 3.39289
87457.8 3.07537
87475.6 2.91472
87493.3 2.82203
87528.8 2.72414
87564.4 2.67564
87599.9 2.64774
87670.9 2.61783
87813.0 2.59272
87955.0 2.58109
88239.2 2.56817
88523.3 2.55964
89091.6 2.54702
89659.8 2.53835
90228.1 2.53638
90512.2 2.54152
90796.4 2.55708
91080.5 2.59921
91222.6 2.64483
91364.6 2.72968
91506.7 2.90651
91577.7 3.07270
91648.8 3.35161
91719.8 3.86506
91755.3 4.29593
91790.8 4.94405
91826.4 5.97155
91861.9 7.70383
91897.4 10.8283
91932.9 16.6816
91966.5 25.6175
92000.0 31.9085
92033.6 26.4121
92067.1 17.6912
92088.6 13.6929
92110.1 10.9060
92153.1 7.60853
92196.1 5.89286
92239.1 4.91192
92282.1 4.30444
92325.1 3.90365
