Ti-50(n,tot) ENDF/B-VII.1
92411.1 3.42482
92497.1 3.15992
92583.1 2.99745
92755.1 2.81505
92927.1 2.71882
93099.1 2.66081
93443.0 2.59532
93787.0 2.55933
94131.0 2.53618
94819.0 2.50704
95506.9 2.48913
95850.9 2.48345
96194.9 2.48118
96366.9 2.48241
96538.9 2.48668
96710.9 2.49664
96882.9 2.51866
96968.9 2.53890
97054.8 2.57110
97140.8 2.62537
97226.8 2.72480
97269.8 2.80773
97312.8 2.93207
97355.8 3.12938
97398.8 3.46748
97441.8 4.11400
97463.3 4.68041
97484.8 5.57287
97506.3 7.08436
97527.8 9.89903
97538.6 12.2706
97549.3 15.8108
97560.1 21.2433
97570.8 29.5939
97585.4 46.2440
97600.0 57.6121
97614.6 46.8928
97629.2 30.4330
97638.5 23.0021
97647.7 17.8339
97666.2 11.7254
97684.8 8.55516
97703.3 6.74938
97721.8 5.63568
97740.3 4.90505
97777.4 4.03876
97814.4 3.56504
97851.5 3.27811
97925.6 2.96186
97999.6 2.79970
98073.7 2.70492
98147.8 2.64431
98221.9 2.60294
98370.1 2.55099
98518.3 2.52020
98666.4 2.49995
98814.6 2.48558
99111.0 2.46622
99407.3 2.45335
100000 2.43598
100700 2.42147
101050 2.41516
101225 2.41176
101312 2.40931
101356 2.40683
101378 2.40424
101389 2.40467
101394 2.42430
101397 2.51962
101398 2.86664
101399 3.78178
101399 5.05720
101400 10.0377
101400 18.2533
101400 10.6975
101401 4.51684
101402 3.28698
101403 2.72527
101405 2.52304
101410 2.45108
101419 2.42615
101438 2.41665
101475 2.41229
101550 2.40949
101700 2.40649
101999 2.40185
102598 2.39357
103796 2.37855
106192 2.35143
110983 2.30247
115774 2.25598
116972 2.24437
118169 2.23347
118768 2.22990
119068 2.23004
119367 2.23385
119517 2.23877
119667 2.24779
119816 2.26474
119966 2.29864
120041 2.32858
120116 2.37523
120191 2.45255
120266 2.59141
120340 2.87399
120378 3.13567
120415 3.57119
120453 4.36997
120471 5.03615
120490 6.03594
120509 7.61703
120528 10.2788
120546 15.0723
120565 24.0440
120583 37.6226
120600 46.9688
120618 38.4332
120635 25.1698
120650 17.6964
120664 13.0293
120679 10.0900
120693 8.18039
120722 5.95169
120751 4.77267
120780 4.07741
120809 3.63694
120867 3.12904
120924 2.85733
120982 2.69494
121040 2.58954
121098 2.51696
121214 2.42545
121329 2.37153
121445 2.33665
121561 2.31251
121792 2.28147
122023 2.26241
122255 2.24937
122486 2.23975
122949 2.22601
123411 2.21615
124336 2.20152
125262 2.18989
126187 2.17958
128038 2.16067
129888 2.14262
131739 2.12498
132664 2.11689
133127 2.11368
133589 2.11217
134052 2.11553
134283 2.12212
134515 2.13717
134630 2.15121
134746 2.17369
134862 2.21158
134977 2.28044
135093 2.42108
135151 2.55106
135209 2.76612
135267 3.15543
135296 3.47592
135324 3.95004
135353 4.68493
135382 5.88731
135411 7.96699
135440 11.6648
135470 17.7431
135500 22.0452
135530 18.2782
135560 12.3376
135584 9.08221
135608 7.02474
135632 5.71454
135656 4.85364
135705 3.83950
135753 3.29887
135801 2.97778
135849 2.77263
135945 2.53411
136041 2.40520
136138 2.32721
136234 2.27607
136330 2.24050
136523 2.19484
136715 2.16718
136908 2.14868
137100 2.13539
137486 2.11726
137871 2.10503
138641 2.08826
139411 2.07597
140181 2.06561
141721 2.04735
147883 1.98019
154044 1.90692
160205 1.81764
166366 1.69634
169447 1.61287
172528 1.50109
175608 1.33787
177149 1.22197
178689 1.06677
180229 0.847813
180999 0.701915
181769 0.522913
182540 0.308102
182925 0.193130
183310 0.0879086
183502 0.0483233
183695 0.0274845
183791 0.0280557
183887 0.0390129
183984 0.0634814
184080 0.105444
184176 0.170205
184273 0.264494
184369 0.397061
184465 0.578967
184658 1.15287
184850 2.14896
185038 3.73277
185225 6.08478
185600 11.8604
185788 13.4988
185975 13.6528
186350 11.6209
186587 10.1183
186824 8.85035
187298 7.03933
187772 5.89333
188246 5.13225
188720 4.59887
189194 4.20776
190142 3.67624
191089 3.33405
192037 3.10001
192511 3.01661
192748 2.98721
192985 2.97374
193222 2.99634
193341 3.03927
193459 3.13118
193578 3.33512
193637 3.52958
193696 3.85344
193755 4.43838
193815 5.61424
193844 6.67870
193874 8.37801
193903 11.2165
193933 16.0450
193967 24.5467
194000 30.6413
194034 25.4872
194067 17.2175
194097 12.2188
194128 9.23423
194158 7.40949
194188 6.24860
194249 4.92508
194309 4.23517
194370 3.83053
194430 3.57179
194551 3.26831
194672 3.09981
194793 2.99346
195035 2.86540
195277 2.78810
195519 2.73369
196003 2.65657
196487 2.59976
196971 2.55336
197939 2.47796
199874 2.36435
201810 2.27796
205682 2.14807
209553 2.04885
213425 1.96529
217296 1.88957
221168 1.81677
222135 1.79932
223103 1.78509
223587 1.78360
223829 1.78776
224071 1.80052
224313 1.83556
224434 1.87388
224555 1.94561
224676 2.09616
224737 2.23816
224797 2.47662
224858 2.91448
224888 3.28084
224918 3.82672
224948 4.68600
224979 6.10730
225009 8.60599
225039 13.1333
225070 20.4842
225100 25.8075
225131 21.5273
225161 14.4752
225188 10.2795
225214 7.70231
225241 6.10154
225268 5.06566
225321 3.87281
225374 3.24617
225427 2.87914
225480 2.64677
225587 2.38287
225693 2.24865
225799 2.17790
226012 2.13990
226225 2.21210
226331 2.30657
226438 2.47168
226544 2.76882
226650 3.34478
226704 3.84337
226757 4.60290
226810 5.79580
226863 7.67396
226932 11.2657
227000 13.7162
227069 11.3992
227137 7.83932
227186 6.06568
227235 4.88672
227284 4.10271
227333 3.56902
227431 2.92016
227529 2.56228
227627 2.34517
227725 2.20390
227921 2.03625
228116 1.94304
228312 1.88481
228704 1.81636
229096 1.77667
229488 1.74968
230271 1.71260
231055 1.68610
231446 1.67580
231838 1.66884
232230 1.67018
232426 1.67889
232622 1.70105
232817 1.75605
232915 1.81214
233013 1.91038
233111 2.09786
233160 2.25843
233209 2.50231
233258 2.89319
233307 3.55510
233356 4.75427
233405 6.99647
233453 10.5639
233500 13.2381
233548 11.2801
233595 7.89416
233639 5.75365
233683 4.47008
233727 3.68800
233771 3.18828
233860 2.61795
233948 2.31886
234036 2.14229
234124 2.02868
234301 1.89454
234477 1.81953
234653 1.77212
235006 1.71522
235359 1.68129
235711 1.65770
236417 1.62451
237828 1.57856
239239 1.54103
240649 1.50599
242060 1.47338
242766 1.46129
243119 1.45922
243471 1.46421
243824 1.48719
244000 1.51500
244177 1.56806
244353 1.67783
244441 1.77825
244529 1.94042
244618 2.22197
244706 2.75851
244750 3.21823
244794 3.91329
244838 4.99499
244882 6.68088
244941 10.0525
245000 12.4642
245059 10.4496
245118 7.17831
245162 5.47641
245205 4.35234
245249 3.60934
245293 3.10481
245380 2.49448
245468 2.15777
245555 1.95273
245642 1.81839
245817 1.65717
245992 1.56538
246167 1.50617
246516 1.43211
246866 1.38567
247040 1.37004
247215 1.36320
247390 1.37826
247477 1.40630
247565 1.46663
247652 1.59891
247739 1.91540
247783 2.23896
247827 2.80801
247870 3.87110
247914 5.92294
247957 9.39840
248000 12.3522
248043 10.9332
248086 7.84292
248123 5.90795
248160 4.66477
248197 3.86382
248234 3.33011
248307 2.68953
248381 2.33533
248455 2.11758
248528 1.97287
248676 1.79573
248823 1.69319
248971 1.62744
249265 1.55149
249560 1.52044
249708 1.52293
249855 1.54731
250003 1.62011
250076 1.69753
250150 1.83598
250224 2.10666
250261 2.34533
250297 2.71902
250334 3.34672
250371 4.48669
250408 6.79251
250426 8.81759
250445 11.8203
250472 18.3589
250500 22.9484
250528 18.9030
250555 12.5004
250587 7.90773
250618 5.50721
250650 4.18730
250681 3.40433
250712 2.90567
250744 2.57176
250807 2.16500
250870 1.93500
250932 1.79173
251058 1.62694
251184 1.53640
251309 1.47904
251561 1.40781
251812 1.36206
252063 1.33378
252189 1.33758
252252 1.35470
252315 1.39815
252377 1.50711
252409 1.61868
252440 1.81439
252472 2.18548
252503 2.97331
252519 3.71598
252534 4.94081
252550 7.06404
252566 10.8321
252583 17.4746
252600 22.7012
252617 19.3870
252634 13.2227
252655 8.44596
252675 5.93264
252695 4.54546
252716 3.71625
252736 3.18413
252757 2.82239
252797 2.37431
252838 2.11538
252879 1.95043
252961 1.75642
253042 1.64795
253124 1.57921
253287 1.49682
253450 1.44833
253613 1.41545
253940 1.37153
254266 1.34124
254593 1.31730
255245 1.27802
256551 1.20701
256877 1.18902
257204 1.17805
257367 1.18843
257448 1.20832
257530 1.25386
257612 1.36298
257652 1.47309
257693 1.66504
257734 2.02778
257775 2.79776
257795 3.52523
257816 4.72918
257836 6.82758
257856 10.5531
257878 17.0567
257900 22.0961
257922 18.7758
257944 12.7411
257960 9.56699
257975 7.41708
257991 5.96562
258007 4.96245
258039 3.72417
258070 3.02510
258102 2.59306
258133 2.30682
258196 1.96103
258260 1.76493
258323 1.64144
258449 1.49733
258576 1.41678
258702 1.36549
258955 1.30303
259207 1.26510
259460 1.23841
259965 1.20062
260471 1.17248
260976 1.14885
261987 1.10784
264008 1.03484
266029 0.964466
274115 0.663613
282201 0.319891
286243 0.157873
288265 0.0969956
289276 0.0775130
289781 0.0787761
289907 0.0876257
290034 0.117555
290097 0.161289
290160 0.282781
290192 0.441094
290207 0.588181
290223 0.834147
290239 1.28765
290247 1.67041
290255 2.25105
290263 3.18337
290271 4.78802
290278 7.77264
290286 13.5007
290293 21.7589
290300 27.4324
290307 22.1724
290314 14.0196
290320 8.90935
290327 5.98818
290334 4.22747
290340 3.14437
290353 1.93004
290366 1.31836
290379 0.965195
290392 0.746351
290418 0.497447
290471 0.289524
290523 0.206331
290627 0.140018
290732 0.114237
290941 0.0943630
291150 0.0876117
291568 0.0859650
291985 0.0914064
292821 0.116339
293657 0.159848
294493 0.224935
295329 0.315925
297000 0.597432
298250 0.920196
299500 1.36591
302000 2.70900
307000 6.76347
309500 8.34993
312000 9.02172
317000 8.51551
320489 7.72797
323979 6.98980
327468 6.36798
328341 6.22933
329213 6.09573
329649 6.03080
330085 5.96998
330303 5.94682
330521 5.94886
330630 5.98636
330685 6.03286
330739 6.12228
330794 6.30693
330821 6.47484
330848 6.74196
330876 7.19692
330903 8.02868
330930 9.71303
330944 11.1836
330957 13.3536
330979 18.3564
331000 22.1255
331021 19.4013
331043 14.6576
331064 11.4790
331085 9.65076
331106 8.56737
331128 7.88838
331149 7.43869
331170 7.12632
331212 6.73162
331255 6.49944
331297 6.34979
331382 6.17127
331467 6.06916
331552 6.00248
331721 5.91785
331891 5.86280
332060 5.82117
332400 5.75643
333078 5.65583
333756 5.56982
336470 5.27646
337827 5.14648
339184 5.02466
339862 4.96875
340201 4.94444
340541 4.92667
340880 4.92648
341049 4.94316
341219 4.98706
341389 5.09470
341473 5.20171
341558 5.38384
341643 5.71619
341728 6.38655
341770 6.98930
341813 7.94028
341855 9.49889
341897 12.0850
341949 16.9418
342000 20.5978
342051 17.9433
342103 13.3342
342162 9.88982
342222 8.06807
342281 7.05872
342341 6.45420
342401 6.06581
342460 5.80141
342579 5.47274
342699 5.28103
342818 5.15696
343056 5.00569
343295 4.91455
343533 4.85068
344010 4.75905
344487 4.68760
344963 4.62811
345202 4.61278
345321 4.61873
345440 4.64906
345559 4.74008
345619 4.83790
345679 5.01058
345738 5.33263
345798 5.98427
345828 6.56265
345857 7.45591
345887 8.87271
345917 11.1220
345959 16.0738
346000 20.2568
346042 18.2052
346083 13.7999
346113 11.3938
346143 9.74180
346174 8.60725
346204 7.81619
346264 6.82234
346324 6.25029
346385 5.88905
346445 5.64516
346565 5.34247
346686 5.16442
346806 5.04804
347048 4.90430
347289 4.81727
347530 4.75707
348012 4.67499
348494 4.61736
348976 4.57167
349940 4.49829
351869 4.38385
353798 4.28939
361512 3.99927
369227 3.78691
376941 3.62167
392371 3.37906
407800 3.20770
423229 3.07835
438658 2.97494
446372 2.92951
454087 2.88669
457944 2.86623
459873 2.85661
461802 2.84823
463730 2.84353
464695 2.84497
465659 2.85297
466623 2.87716
467105 2.90344
467587 2.95074
468070 3.04238
468311 3.12132
468552 3.24160
468793 3.43379
469034 3.75840
469275 4.33996
469516 5.41521
469758 7.18466
470000 8.53808
470242 7.59861
470484 5.93443
470750 4.73453
471016 4.07623
471282 3.70119
471547 3.47241
471813 3.32347
472079 3.22123
472611 3.09321
473142 3.01826
473674 2.96988
474737 2.91165
475801 2.87764
476864 2.85484
478991 2.82462
481117 2.80375
483244 2.78713
487497 2.76000
491750 2.73882
493877 2.73231
496004 2.73290
498130 2.75174
499194 2.77738
500257 2.82674
501320 2.92426
502383 3.12978
502915 3.31631
503447 3.60828
503978 4.07725
504510 4.83403
505255 6.53382
506000 8.03323
506745 7.41019
507490 5.93504
508100 5.03284
508710 4.43559
509320 4.04070
509929 3.77137
511149 3.44112
512369 3.25373
513588 3.13598
514808 3.05613
517247 2.95550
519687 2.89457
522126 2.85322
527004 2.79907
531883 2.76331
536761 2.73641
546519 2.69536
556276 2.66185
566033 2.62941
570911 2.61096
573351 2.60013
575790 2.58731
578229 2.57120
580669 2.54998
581888 2.53815
583108 2.53361
583718 2.54688
584023 2.56625
584327 2.60491
584632 2.68334
584937 2.85145
585090 3.00480
585242 3.24435
585395 3.62716
585547 4.23994
585774 5.72763
586000 7.14485
586227 6.74582
586453 5.51330
586590 4.90782
586727 4.45213
587000 3.86270
587000 3.16731
600000 3.15476
650000 3.11879
700000 3.09950
750000 3.09374
800000 3.09891
850000 3.11290
900000 3.13392
950000 3.16045
1.00000E+06 3.19121
1.10000E+06 3.26114
1.20000E+06 3.33661
1.30000E+06 3.41256
1.40000E+06 3.48549
1.50000E+06 3.55315
1.58518E+06 3.60517
1.58518E+06 3.60517
1.58520E+06 3.60518
1.60000E+06 3.61422
1.70000E+06 3.66811
1.75000E+06 3.69141
1.80000E+06 3.71470
1.90000E+06 3.75421
2.00000E+06 3.78706
2.25000E+06 3.82897
2.50000E+06 3.87087
2.72890E+06 3.86935
2.72892E+06 3.86935
2.72892E+06 3.86935
2.72892E+06 3.86935
3.00000E+06 3.86755
3.26330E+06 3.84283
3.26330E+06 3.84283
3.50000E+06 3.82060
3.51340E+06 3.81877
3.51340E+06 3.81877
3.84716E+06 3.77322
3.94622E+06 3.75970
4.00000E+06 3.75236
4.05507E+06 3.74370
4.23106E+06 3.71602
4.23110E+06 3.71601
4.25605E+06 3.71209
4.25656E+06 3.71201
4.25660E+06 3.71200
4.39806E+06 3.68976
4.39810E+06 3.68975
4.49957E+06 3.67379
4.49960E+06 3.67378
4.50000E+06 3.67372
4.50008E+06 3.67371
4.90710E+06 3.60569
5.00000E+06 3.59016
5.50000E+06 3.50448
6.00000E+06 3.41787
6.22945E+06 3.37781
6.50000E+06 3.33059
7.00000E+06 3.24251
7.50000E+06 3.15374
8.00000E+06 3.06497
8.50000E+06 2.97744
9.00000E+06 2.89275
9.50000E+06 2.81246
1.00000E+07 2.73782
1.01471E+07 2.71775
1.05000E+07 2.66960
1.09370E+07 2.61586
1.10000E+07 2.60810
1.11691E+07 2.58949
1.11691E+07 2.58948
1.15000E+07 2.55151
1.20000E+07 2.50391
1.24166E+07 2.46447
1.24166E+07 2.46447
1.25000E+07 2.45705
1.30000E+07 2.42024
1.35000E+07 2.38220
1.40000E+07 2.35139
1.40963E+07 2.34514
1.40964E+07 2.34514
1.43558E+07 2.32880
1.45000E+07 2.32002
1.50000E+07 2.29385
1.55000E+07 2.26827
1.60000E+07 2.24651
1.65000E+07 2.22638
1.70000E+07 2.20953
1.75000E+07 2.19484
1.80000E+07 2.18317
1.85000E+07 2.17385
1.90000E+07 2.16727
1.94770E+07 2.16325
1.95000E+07 2.16305
2.00000E+07 2.16109
