Pt-192(n,g) JEFF-3.2
44.6970 12.7942
44.8136 14.5746
44.9302 16.7639
45.0469 19.4975
45.1635 22.9733
45.2801 27.4863
45.3968 33.4962
45.5134 41.7455
45.6301 53.5058
45.7467 71.0924
45.8633 99.0955
45.9800 147.684
46.0383 186.626
46.0966 243.239
46.1549 329.981
46.2132 472.382
46.2716 729.504
46.3007 942.740
46.3299 1261.40
46.3590 1763.80
46.3882 2608.59
46.4174 4132.23
46.4465 6993.52
46.4733 11188.9
46.5000 13997.8
46.5268 11208.5
46.5535 7005.87
46.5804 4296.49
46.6074 2785.23
46.6343 1917.09
46.6612 1388.02
46.6881 1046.38
46.7151 814.894
46.7689 532.129
46.8228 373.561
46.8766 276.248
46.9843 168.294
47.0920 113.063
47.1997 81.1343
47.3074 61.0476
47.4151 47.6048
47.6305 31.3057
47.8459 22.1897
48.0614 16.5902
48.2768 12.9141
48.7076 8.56183
49.1384 6.21427
49.5692 4.84726
50.0000 4.03464
50.9166 3.43078
51.3748 3.65370
51.8331 4.44018
52.2914 6.47071
52.5205 8.59263
52.7497 12.4982
52.8642 15.7823
52.9788 20.7647
53.0361 24.2793
53.0934 28.8347
53.1220 31.6367
53.1363 33.1995
53.1507 34.8857
53.1650 36.7086
53.1721 37.6759
53.1793 38.6832
53.1865 39.7328
53.1936 40.8269
53.2079 43.1595
53.2223 45.7055
53.2366 48.4878
53.2509 51.5386
53.2652 54.8935
53.2939 62.6896
53.3225 72.3081
53.3512 84.3668
53.3798 99.7510
53.4084 119.807
53.4371 146.623
53.4657 183.607
53.4944 236.531
53.5230 315.951
53.5516 442.603
53.5803 661.521
53.5946 835.194
53.6089 1083.69
53.6232 1453.29
53.6376 2026.98
53.6519 2953.44
53.6662 4466.73
53.6831 7139.27
53.7000 8917.06
53.7169 7135.98
53.7338 4463.09
53.7502 2782.62
53.7667 1826.56
53.7831 1268.12
53.7995 923.940
53.8160 699.775
53.8324 546.984
53.8653 359.126
53.8982 253.133
53.9310 187.791
53.9968 115.015
54.0625 77.6282
54.1282 55.9552
54.1940 42.2881
54.2597 33.1255
54.3912 21.9878
54.5226 15.7360
54.6541 11.8807
54.7856 9.33758
55.0485 6.29983
55.3115 4.62988
55.5744 3.62462
55.8373 2.98697
56.4698 2.26566
56.7860 2.21188
57.1023 2.41126
57.4185 3.11186
57.5766 3.89029
57.7347 5.34506
57.8929 8.42559
57.9719 11.4081
58.0510 16.6336
58.1300 27.0297
58.1696 36.5695
58.2091 52.4077
58.2486 81.4682
58.2684 105.978
58.2882 143.197
58.2980 169.435
58.3079 203.261
58.3178 247.760
58.3277 307.543
58.3376 389.647
58.3474 504.777
58.3573 668.523
58.3672 900.117
58.3754 1152.18
58.3836 1440.40
58.4000 1800.76
58.4082 1694.52
58.4164 1439.92
58.4328 899.544
58.4440 641.855
58.4553 468.621
58.4665 352.087
58.4777 272.092
58.5002 174.448
58.5227 120.466
58.5452 87.9042
58.5676 66.8855
58.6126 42.4250
58.6575 29.3305
58.7024 21.5320
58.7923 13.1139
58.8822 8.90893
58.9721 6.51076
59.1518 4.01424
59.3316 2.80251
59.5113 2.11932
59.8708 1.40747
60.2303 1.05484
60.5898 0.849068
61.3088 0.621341
62.7468 0.419353
64.1848 0.324225
67.0608 0.231061
69.9369 0.186449
74.0889 0.156027
78.2410 0.146807
82.9188 0.157127
87.5967 0.206418
90.2098 0.283398
91.5163 0.360115
92.8229 0.499507
93.4762 0.616716
94.1294 0.795657
94.7827 1.08927
95.4360 1.62255
95.7626 2.07055
96.0893 2.75307
96.4159 3.86832
96.7426 5.87873
96.9059 7.55314
97.0692 10.0812
97.2325 14.1594
97.3142 17.2088
97.3550 19.1202
97.3754 20.1987
97.3958 21.3711
97.4163 22.6498
97.4367 24.0467
97.4571 25.5782
97.4775 27.2607
97.4979 29.1163
97.5183 31.1677
97.5592 35.9814
97.6000 42.0050
97.6408 49.6787
97.6816 59.6617
97.7225 72.9766
97.7633 91.2758
97.8041 117.366
97.8450 156.313
97.8858 217.976
97.9266 323.446
97.9470 406.268
97.9675 523.537
97.9879 695.802
98.0083 958.532
98.0287 1373.44
98.0491 2033.60
98.0746 3252.34
98.1000 4067.41
98.1255 3257.84
98.1509 2037.50
98.1798 1178.63
98.2087 733.013
98.2376 490.610
98.2665 348.363
98.2954 258.971
98.3243 199.594
98.3820 128.504
98.4398 89.3992
98.4976 65.7042
98.6132 39.7228
98.7288 26.5737
98.8443 19.0222
98.9599 14.2925
99.0755 11.1372
99.3066 7.32185
99.5377 5.19216
99.7689 3.88437
100.000 3.02457
100.461 2.00300
100.922 1.44114
101.383 1.10012
101.844 0.878305
102.765 0.618171
103.687 0.479055
105.530 0.348137
107.374 0.298274
111.061 0.289981
114.748 0.354181
118.434 0.521661
120.278 0.690217
122.121 0.993621
123.043 1.24628
123.504 1.41641
123.734 1.51651
123.965 1.62885
124.195 1.75561
124.311 1.82514
124.426 1.89927
124.541 1.97842
124.656 2.06308
124.771 2.15376
124.887 2.25105
125.117 2.46834
125.347 2.72123
125.578 3.01816
125.808 3.37009
126.039 3.79183
126.269 4.30284
126.500 4.93070
126.730 5.71422
126.960 6.71027
127.191 8.00249
127.421 9.72241
127.652 12.0826
127.882 15.4479
128.113 20.4775
128.343 28.4854
128.573 42.3812
128.689 53.5293
128.804 69.7261
128.919 94.5468
129.034 135.313
129.149 208.943
129.207 270.035
129.265 361.376
129.322 505.500
129.380 748.147
129.437 1186.73
129.495 2014.05
129.548 3226.12
129.600 4056.38
129.653 3265.14
129.705 2043.93
129.765 1174.34
129.826 726.501
129.886 484.506
129.946 343.180
130.007 254.699
130.067 196.057
130.187 126.076
130.308 87.6493
130.428 64.4212
130.670 38.9861
130.911 26.1385
131.152 18.7726
131.393 14.1672
131.634 11.1008
132.116 7.40714
132.598 5.36122
133.081 4.12023
133.563 3.31993
134.527 2.41289
135.492 1.98391
136.456 1.81286
137.420 1.82373
138.338 1.99666
139.256 2.37411
139.715 2.67401
140.174 3.08291
140.403 3.34175
140.518 3.48792
140.632 3.64687
140.747 3.81998
140.862 4.00883
140.977 4.21527
141.091 4.44140
141.206 4.68987
141.321 4.96311
141.435 5.26462
141.550 5.59830
141.780 6.38140
142.009 7.36066
142.238 8.60653
142.468 10.2220
142.697 12.3682
142.927 15.3034
143.156 19.4664
143.386 25.6400
143.615 35.3580
143.844 51.9352
143.959 65.0049
144.074 83.6744
144.189 111.641
144.303 156.132
144.418 232.767
144.475 293.415
144.533 379.758
144.590 507.872
144.647 705.291
144.705 1022.43
144.762 1535.41
144.831 2458.11
144.900 3073.84
144.969 2457.27
145.038 1534.20
145.091 1052.52
145.144 743.837
145.197 545.061
145.250 413.067
145.355 257.646
145.461 174.666
145.567 125.750
145.673 94.6806
145.884 59.0833
146.096 40.3098
146.308 29.2399
146.519 22.1781
146.731 17.4043
147.154 11.5479
147.577 8.23278
148.000 6.17557
148.423 4.81250
149.270 3.17444
150.116 2.26527
150.962 1.70875
151.809 1.34365
153.501 0.910436
155.194 0.674976
156.887 0.535893
158.579 0.450812
161.965 0.374636
165.350 0.392685
167.043 0.447293
168.735 0.557727
170.428 0.781010
171.274 0.978270
172.120 1.28817
172.731 1.63440
173.342 2.16454
173.953 3.03390
174.258 3.69351
174.411 4.11065
174.563 4.60495
174.640 4.88762
174.716 5.19743
174.792 5.53889
174.869 5.91541
174.945 6.33311
175.021 6.79693
175.098 7.31462
175.174 7.89484
175.250 8.54896
175.327 9.28807
175.479 11.0915
175.632 13.4832
175.785 16.7469
175.937 21.3700
176.090 28.2201
176.243 38.9886
176.319 46.8376
176.395 57.3115
176.472 71.7377
176.548 92.3013
176.624 123.084
176.701 171.853
176.777 255.627
176.815 321.606
176.853 415.064
176.892 553.108
176.930 764.120
176.968 1100.24
177.006 1637.45
177.053 2622.58
177.100 3279.84
177.147 2620.96
177.194 1635.86
177.239 1029.92
177.283 681.537
177.328 475.620
177.372 347.966
177.461 206.994
177.550 136.261
177.640 96.1821
177.729 71.4031
177.907 43.7382
178.085 29.4827
178.263 21.2053
178.441 15.9812
178.619 12.4777
178.976 8.21401
179.332 5.82019
179.689 4.34314
180.045 3.36873
180.758 2.20311
181.470 1.55903
182.183 1.16590
182.896 0.908323
184.321 0.602024
185.746 0.433387
187.172 0.330426
188.597 0.262769
191.448 0.181743
194.299 0.136552
200.000 0.0900177
204.707 0.0706946
209.415 0.0593923
218.829 0.0510769
223.537 0.0551683
225.890 0.0618296
228.244 0.0756441
230.598 0.107101
231.775 0.139199
232.951 0.198399
233.540 0.248644
234.128 0.325770
234.717 0.452950
235.305 0.684998
235.599 0.880520
235.893 1.17905
236.188 1.66802
236.482 2.55197
236.629 3.29004
236.776 4.40695
236.923 6.21413
237.070 9.42321
237.144 12.0569
237.217 15.9668
237.236 17.2440
237.254 18.6807
237.273 20.3045
237.291 22.1493
237.309 24.2570
237.328 26.6795
237.346 29.4828
237.364 32.7313
237.383 36.5679
237.401 41.1168
237.420 46.5645
237.438 53.1622
237.456 61.2543
237.475 71.3226
237.493 84.0572
237.512 100.370
237.530 121.963
237.548 151.148
237.567 191.805
237.585 250.497
237.604 338.820
237.622 478.069
237.640 707.666
237.659 1089.65
237.679 1744.29
237.700 2182.80
237.721 1747.52
237.741 1092.11
237.756 777.103
237.770 566.988
237.784 425.803
237.798 328.816
237.827 210.510
237.855 145.114
237.884 105.561
237.912 80.1384
237.969 50.5503
238.026 34.6899
238.083 25.2665
238.139 19.2045
238.196 15.0923
238.310 10.0203
238.424 7.13488
238.537 5.33925
238.651 4.14676
238.878 2.71155
239.106 1.91386
239.333 1.42533
239.561 1.10466
240.015 0.723279
240.470 0.513807
240.925 0.386572
241.380 0.303583
242.289 0.205511
243.199 0.152063
245.018 0.0990121
246.837 0.0748916
248.656 0.0624688
252.295 0.0530035
255.933 0.0559080
257.752 0.0632320
259.571 0.0786827
261.390 0.113653
262.300 0.149088
263.209 0.214075
263.664 0.268989
264.119 0.352995
264.574 0.490911
265.029 0.740962
265.256 0.950453
265.483 1.26848
265.711 1.78534
265.938 2.70913
266.052 3.47167
266.166 4.61260
266.279 6.43022
266.393 9.58572
266.507 15.7930
266.564 21.4347
266.620 30.6819
266.649 37.7226
266.677 47.4051
266.691 53.6769
266.706 61.2481
266.720 70.4921
266.734 81.9210
266.748 96.2481
266.762 114.484
266.777 138.082
266.791 169.162
266.805 210.828
266.819 267.578
266.833 345.586
266.848 451.988
266.861 578.677
266.874 723.598
266.900 905.242
266.913 852.155
266.926 724.302
266.952 452.504
266.973 305.427
266.994 213.395
267.015 155.034
267.036 116.738
267.078 72.1834
267.120 48.6681
267.162 34.9090
267.203 26.2139
267.287 16.2996
267.371 11.0897
267.454 8.03089
267.538 6.08330
267.621 4.76803
267.789 3.15709
267.956 2.24713
268.123 1.68332
268.290 1.31010
268.625 0.862325
268.959 0.614381
269.294 0.462975
269.628 0.363877
270.297 0.246427
270.966 0.182364
272.304 0.119081
273.642 0.0909546
274.980 0.0773140
277.656 0.0703326
280.331 0.0833759
281.669 0.101784
283.007 0.138040
283.676 0.169504
284.345 0.218226
285.014 0.299044
285.683 0.447064
286.017 0.572092
286.352 0.763303
286.686 1.07709
287.021 1.64552
287.188 2.12151
287.355 2.84301
287.522 4.01377
287.690 6.10147
287.773 7.82314
287.857 10.3907
287.899 12.1775
287.941 14.4682
287.961 15.8639
287.982 17.4714
288.003 19.3358
288.024 21.5147
288.045 24.0825
288.066 27.1372
288.087 30.8093
288.108 35.2758
288.129 40.7815
288.150 47.6722
288.170 56.4486
288.191 67.8562
288.212 83.0413
288.233 103.833
288.254 133.277
288.275 176.702
288.296 243.949
288.317 354.207
288.338 546.064
288.348 694.351
288.359 890.047
288.379 1425.78
288.400 1783.23
288.421 1427.67
288.442 893.622
288.464 527.820
288.487 333.042
288.509 225.066
288.532 160.873
288.555 120.172
288.577 92.9453
288.622 60.1819
288.667 41.9940
288.713 30.9447
288.803 18.7606
288.893 12.5687
288.983 9.00296
289.074 6.76528
289.164 5.27008
289.345 3.45924
289.525 2.44649
289.706 1.82358
289.886 1.41341
290.248 0.923986
290.609 0.654271
290.970 0.490041
291.331 0.382692
292.054 0.255550
292.776 0.186008
293.498 0.143892
294.221 0.116486
295.666 0.0842248
297.110 0.0667651
300.000 0.0497625
304.775 0.0401125
309.551 0.0382760
319.101 0.0455487
323.876 0.0557648
328.652 0.0756130
331.039 0.0929911
333.427 0.120551
335.815 0.168409
338.202 0.263712
339.190 0.333707
340.178 0.440341
341.166 0.614925
342.154 0.931173
342.649 1.19627
343.143 1.59920
343.390 1.88443
343.513 2.05730
343.637 2.25565
343.760 2.48475
343.884 2.75130
344.007 3.06394
344.131 3.43395
344.254 3.87668
344.378 4.41157
344.501 5.06666
344.625 5.88083
344.748 6.91005
344.872 8.23720
344.995 9.98922
345.119 12.3684
345.242 15.7132
345.366 20.6239
345.489 28.2484
345.613 41.0043
345.674 50.8698
345.736 64.6959
345.798 84.9513
345.860 116.087
345.921 167.347
345.983 258.752
346.014 332.865
346.045 439.543
346.076 596.182
346.107 824.870
346.153 1322.08
346.200 1664.36
346.247 1340.98
346.293 839.558
346.349 474.122
346.404 290.081
346.459 192.058
346.515 135.366
346.570 100.111
346.625 76.8564
346.736 49.2202
346.847 34.1183
346.957 25.0190
347.178 15.0852
347.400 10.0759
347.621 7.20792
347.842 5.41417
348.063 4.21971
348.506 2.77764
348.948 1.97455
349.391 1.48273
349.833 1.16061
350.718 0.780153
351.603 0.575828
352.488 0.457700
353.373 0.388660
355.143 0.343963
356.028 0.366953
356.913 0.440755
357.798 0.628566
358.241 0.824820
358.683 1.18734
358.904 1.49375
359.125 1.96078
359.347 2.72302
359.568 4.08974
359.679 5.22224
359.789 6.91954
359.900 9.63185
359.928 10.5663
359.955 11.6412
359.983 12.8958
360.010 14.3608
360.038 16.0993
360.066 18.1675
360.093 20.6733
360.121 23.7248
360.149 27.5212
360.176 32.2867
360.204 38.4263
360.232 46.4532
360.259 57.3029
360.287 72.3226
360.315 94.0771
360.342 126.851
360.370 179.563
360.398 269.938
360.411 340.999
360.425 439.195
360.439 577.477
360.453 771.048
360.476 1235.11
360.500 1548.54
360.524 1241.65
360.547 776.118
360.575 440.914
360.603 270.797
360.630 179.778
360.658 126.964
360.686 94.0408
360.713 72.2869
360.769 46.3867
360.824 32.2175
360.880 23.6600
360.990 14.3069
361.101 9.58629
361.212 6.87957
361.323 5.18591
361.434 4.05657
361.655 2.69155
361.877 1.92950
362.098 1.46123
362.320 1.15304
362.763 0.785347
363.206 0.582690
364.093 0.378753
364.979 0.283834
365.866 0.232923
367.638 0.185917
371.184 0.171617
374.729 0.208830
376.502 0.249529
378.275 0.315277
380.047 0.425705
381.820 0.627525
382.707 0.796807
382.928 0.850861
383.150 0.911034
383.371 0.978285
383.593 1.05377
383.815 1.13889
384.036 1.23535
384.258 1.34528
384.479 1.47129
384.701 1.61669
384.923 1.78569
385.144 1.98368
385.366 2.21759
385.587 2.49694
385.809 2.83416
386.252 3.75777
386.474 4.40269
386.695 5.23206
386.917 6.32346
387.138 7.79907
387.360 9.86430
387.582 12.8776
387.803 17.5173
388.025 25.1890
388.246 39.1859
388.357 50.9213
388.468 68.6526
388.579 97.0377
388.690 145.825
388.800 236.716
388.856 311.152
388.911 415.170
389.006 665.000
389.100 837.783
389.195 676.335
389.289 423.965
389.352 305.242
389.415 224.424
389.541 131.478
389.667 84.6834
389.792 58.6080
389.918 42.7993
390.044 32.5601
390.296 20.6072
390.547 14.1897
390.799 10.3648
391.302 6.23439
391.805 4.17470
392.309 3.00514
392.812 2.27992
393.315 1.80131
394.321 1.23452
395.328 0.933727
396.334 0.767757
397.341 0.683484
399.354 0.699093
400.360 0.820845
401.367 1.09284
401.870 1.33670
402.373 1.71689
402.877 2.34579
403.128 2.82347
403.380 3.48283
403.506 3.91076
403.631 4.42779
403.694 4.72778
403.757 5.06079
403.820 5.43185
403.883 5.84692
403.946 6.31324
404.009 6.83953
404.072 7.43650
404.135 8.11732
404.260 9.80035
404.386 12.0789
404.512 15.2694
404.638 19.9281
404.764 27.1072
404.889 38.9886
404.952 48.0707
405.015 60.6908
405.078 78.9050
405.141 106.450
405.204 150.592
405.267 226.559
405.298 285.941
405.330 368.265
405.361 484.583
405.393 646.822
405.446 1034.41
405.500 1292.44
405.554 1033.19
405.608 645.802
405.643 467.579
405.678 345.727
405.748 204.161
405.818 132.195
405.889 91.8202
405.959 67.2246
406.029 51.2376
406.170 32.5075
406.311 22.4173
406.451 16.3843
406.732 9.85182
407.013 6.58036
407.295 4.71388
407.576 3.54962
407.857 2.77501
408.419 1.83962
408.982 1.31753
409.544 0.996215
410.106 0.784138
411.231 0.529622
412.356 0.387800
414.605 0.242095
416.854 0.171599
419.104 0.131764
423.602 0.0905401
427.992 0.0716903
432.383 0.0627027
436.773 0.0602426
441.163 0.0645682
445.554 0.0809103
447.749 0.0991260
449.944 0.133423
452.139 0.207695
453.237 0.281909
454.334 0.417242
454.883 0.531236
455.432 0.705245
455.981 0.990226
456.529 1.50543
456.804 1.93569
457.078 2.58695
457.215 3.04600
457.284 3.32345
457.353 3.64111
457.421 4.00712
457.490 4.43182
457.558 4.92845
457.627 5.51418
457.696 6.21166
457.764 7.05117
457.833 8.07398
457.901 9.33749
457.970 10.9234
458.039 12.9510
458.107 15.6002
458.176 19.1524
458.244 24.0667
458.313 31.1331
458.382 41.8013
458.450 58.9578
458.519 88.9830
458.553 113.103
458.587 148.037
458.622 200.839
458.656 284.597
458.690 423.890
458.725 659.062
458.762 1056.46
458.800 1327.06
458.838 1066.87
458.876 668.036
458.906 450.633
458.936 314.068
458.966 227.704
458.997 171.175
459.057 105.592
459.118 71.0799
459.179 50.9270
459.239 38.2100
459.360 23.7388
459.481 16.1436
459.603 11.6851
459.724 8.84575
459.845 6.93078
460.087 4.58639
460.329 3.26184
460.572 2.44150
460.814 1.89865
461.299 1.24765
461.783 0.887405
462.268 0.667512
462.753 0.523633
463.722 0.353349
464.691 0.260705
466.630 0.169827
468.568 0.130316
470.507 0.112234
474.384 0.107473
478.261 0.137358
480.199 0.174606
482.138 0.245920
483.107 0.307015
484.076 0.400922
485.045 0.555528
486.015 0.836298
486.499 1.07169
486.984 1.42910
487.226 1.68178
487.347 1.83484
487.468 2.01018
487.590 2.21269
487.711 2.44787
487.832 2.72363
487.953 3.04929
488.074 3.43832
488.195 3.90745
488.317 4.48129
488.438 5.19214
488.559 6.08891
488.680 7.24030
488.801 8.75517
488.922 10.7999
489.043 13.6580
489.165 17.8147
489.286 24.1993
489.407 34.6968
489.467 42.6833
489.528 53.7264
489.589 69.5637
489.649 93.2658
489.710 130.863
489.770 194.519
489.831 310.513
489.861 403.551
489.891 531.221
489.946 851.353
490.000 1071.43
490.054 862.994
490.109 540.271
490.147 380.358
490.186 274.618
490.225 204.370
490.263 156.799
490.341 99.4128
490.418 68.0958
490.495 49.3702
490.572 37.3583
490.727 23.4717
490.882 16.0765
491.036 11.6931
491.191 8.88360
491.345 6.97917
491.654 4.63640
491.963 3.30630
492.272 2.47983
492.582 1.93167
493.200 1.27304
493.818 0.907919
494.436 0.685056
495.054 0.539468
496.291 0.368251
497.527 0.277067
498.764 0.225257
500.000 0.196235
502.535 0.184408
503.803 0.204231
505.070 0.255388
506.338 0.379065
506.972 0.506745
507.606 0.742017
507.923 0.940769
508.239 1.24411
508.556 1.73983
508.873 2.63173
509.032 3.37271
509.190 4.48698
509.269 5.26907
509.309 5.73959
509.349 6.27685
509.388 6.89405
509.428 7.60783
509.467 8.43942
509.507 9.41616
509.547 10.5770
509.586 11.9636
509.626 13.6427
509.666 15.7023
509.705 18.2662
509.745 21.5124
509.784 25.7043
509.824 31.2446
509.864 38.7730
509.903 49.3523
509.943 64.8461
509.982 88.7441
510.022 128.118
510.062 198.694
510.081 256.022
510.101 338.764
510.121 460.636
510.141 639.802
510.170 1024.90
510.200 1285.23
510.230 1032.20
510.259 645.477
510.279 463.786
510.299 340.874
510.319 257.105
510.339 199.442
510.379 128.372
510.418 88.8804
510.458 64.8747
510.498 49.3319
510.577 31.2085
510.656 21.4660
510.736 15.6618
510.815 11.9280
510.894 9.38716
511.053 6.25071
511.211 4.46515
511.370 3.35215
511.529 2.61289
511.846 1.72198
512.163 1.22621
512.481 0.922231
512.798 0.722454
513.433 0.484387
514.067 0.353215
514.702 0.273246
515.336 0.220863
516.606 0.158580
517.875 0.124321
520.413 0.0899525
522.952 0.0742540
525.490 0.0663209
530.567 0.0608709
539.341 0.0672895
548.116 0.0916927
552.503 0.115808
556.891 0.157237
559.084 0.191254
561.278 0.247188
562.375 0.296890
563.472 0.398215
564.020 0.514808
564.294 0.622911
564.569 0.811958
564.843 1.20002
564.911 1.36357
564.980 1.57480
565.048 1.85547
565.117 2.23884
565.186 2.78416
565.220 3.14741
565.254 3.59519
565.288 4.15949
565.323 4.88236
565.357 5.82920
565.391 7.09848
565.425 8.86603
565.460 11.4213
565.494 15.3074
565.528 21.5977
565.563 32.7977
565.580 41.9653
565.597 55.3630
565.614 76.1446
565.631 109.816
565.648 167.829
565.665 270.605
565.683 433.820
565.700 544.126
565.717 436.859
565.735 273.758
565.749 183.905
565.763 128.114
565.777 92.9004
565.791 69.8814
565.819 43.1410
565.847 29.1482
565.875 20.9572
565.903 15.8118
565.959 9.94601
566.015 6.87403
566.071 5.07132
566.183 3.15454
566.296 2.21144
566.408 1.68159
566.632 1.14173
566.856 0.890449
567.081 0.757267
567.305 0.681475
567.529 0.637099
567.978 0.598080
568.426 0.593782
568.875 0.608362
569.324 0.635530
569.772 0.672715
570.221 0.719083
570.669 0.774773
571.118 0.840600
571.567 0.917961
572.015 1.00886
572.912 1.24306
573.810 1.57789
574.707 2.07703
575.604 2.86563
576.053 3.44304
576.501 4.21612
576.950 5.28356
577.398 6.81452
577.847 9.11795
578.296 12.8048
578.744 19.2130
578.969 24.3259
579.193 31.6827
579.417 42.7086
579.641 60.0028
579.866 88.3432
580.090 135.549
580.345 217.217
580.600 274.029
580.856 221.285
581.111 138.548
581.406 79.2809
581.701 48.9060
581.997 32.5483
582.292 23.0242
582.587 17.0709
582.882 13.1322
583.472 8.43503
584.063 5.86224
584.653 4.30746
585.833 2.60781
587.014 1.75025
588.194 1.25920
589.375 0.952608
590.556 0.748914
592.917 0.504837
595.278 0.371775
597.639 0.294095
600.000 0.248594
604.144 0.221421
606.216 0.234177
608.288 0.277485
610.359 0.389555
611.395 0.507202
612.431 0.724726
612.949 0.908396
613.467 1.18812
613.985 1.64349
614.244 1.98651
614.374 2.20247
614.503 2.45741
614.633 2.76178
614.762 3.12891
614.892 3.57725
615.021 4.13256
615.086 4.46154
615.151 4.83169
615.280 5.72876
615.410 6.90587
615.539 8.49098
615.669 10.6996
615.798 13.9019
615.928 18.7904
616.057 26.7746
616.122 32.8050
616.187 41.0719
616.251 52.8395
616.316 70.2487
616.381 97.4217
616.446 142.297
