Cr-54(n,tot) ENDF/B-VII.1
10263.6 1.71505
10264.6 1.84790
10265.7 2.10743
10266.2 2.34404
10266.7 2.72193
10267.2 3.40908
10267.5 3.96149
10267.8 4.77296
10268.0 6.02287
10268.3 8.05722
10268.5 11.5614
10268.8 17.7648
10269.1 27.8131
10269.3 34.2061
10269.6 27.4163
10269.9 17.7642
10270.1 11.5599
10270.4 8.15709
10270.6 6.08180
10270.9 4.84872
10271.1 4.01139
10271.4 3.46159
10271.9 2.76863
10272.4 2.37701
10272.9 2.13530
10273.9 1.86573
10275.0 1.72707
10276.0 1.64659
10278.0 1.56197
10282.1 1.49685
10286.2 1.47271
10294.3 1.45440
10302.5 1.44735
10335.0 1.43817
10400.2 1.43059
10530.6 1.41813
10791.3 1.39370
11312.8 1.34404
12355.8 1.23991
12877.2 1.18487
13398.7 1.12775
13659.4 1.09887
13789.8 1.08477
13920.2 1.07157
14050.5 1.06103
14115.7 1.05843
14180.9 1.06038
14213.5 1.06488
14246.1 1.07401
14278.7 1.09179
14311.3 1.12773
14327.6 1.15949
14343.9 1.20902
14360.2 1.29136
14376.5 1.44112
14384.6 1.56620
14392.8 1.75477
14400.9 2.05757
14409.1 2.58707
14417.2 3.64141
14421.3 4.61043
14425.4 6.21478
14429.4 9.16379
14431.5 11.6491
14433.5 15.3992
14435.5 21.4611
14437.6 31.8922
14439.6 51.5893
14441.6 90.4869
14443.4 144.483
14445.1 180.306
14446.8 144.389
14448.5 90.7912
14450.0 60.0979
14451.4 41.5196
14452.9 30.0359
14454.4 22.6455
14457.3 14.2110
14460.2 9.83902
14463.1 7.30951
14466.0 5.72282
14471.9 3.92548
14477.7 2.98573
14483.6 2.43579
14489.4 2.08595
14495.2 1.84965
14506.9 1.55966
14518.6 1.39513
14530.3 1.29239
14542.0 1.22380
14565.4 1.14003
14588.7 1.09203
14612.1 1.06137
14635.5 1.04011
14682.2 1.01214
14728.9 0.993745
14775.7 0.979735
14799.0 0.973690
14810.7 0.972733
14816.6 0.983405
14819.5 1.03579
14820.9 1.22526
14821.7 1.76440
14822.0 2.89930
14822.2 4.41105
14822.4 7.88644
14822.5 12.3398
14822.7 15.0936
14822.8 12.1860
14822.9 8.15248
14823.0 5.19564
14823.2 3.71998
14823.4 2.32985
14824.0 1.49964
14825.1 1.14858
14827.2 1.02633
14831.5 0.986848
14840.0 0.972808
14857.2 0.965170
14891.5 0.957000
14960.0 0.944166
15097.1 0.921713
15371.3 0.880098
15919.6 0.796718
17016.3 0.612501
18113.0 0.397871
18661.4 0.280174
18935.5 0.220205
19072.6 0.190407
19141.2 0.176118
19175.4 0.171925
19192.6 0.183274
19201.1 0.244342
19203.3 0.308205
19205.4 0.484221
19206.5 0.716212
19207.6 1.31392
19208.1 2.05282
19208.6 3.72853
19208.9 5.55610
19209.2 9.13860
19209.3 12.4726
19209.4 17.3473
19209.6 25.2184
19209.7 38.3357
19209.9 62.0246
19210.0 76.8504
19210.2 62.2438
19210.3 38.6307
19210.4 28.8308
19210.5 21.3757
19210.7 13.0068
19210.9 8.45240
19211.1 6.00671
19211.5 3.44665
19211.9 2.27884
19212.6 1.24222
19213.4 0.816755
19214.9 0.478164
19216.5 0.348487
19219.6 0.249141
19222.6 0.212001
19235.0 0.171719
19259.7 0.155867
19309.0 0.142383
19407.7 0.121158
19605.2 0.0826052
19802.6 0.0486974
20000.0 0.0216366
20086.7 0.0127582
20173.3 0.00622827
20260.0 0.00250046
20346.6 0.00211363
20433.3 0.00571032
20519.9 0.0140581
20606.6 0.0280814
20693.3 0.0488882
20779.9 0.0778283
20866.6 0.116535
21039.9 0.231685
21213.2 0.416557
21386.5 0.705579
21559.8 1.15368
21733.1 1.85133
21906.4 2.95374
22079.8 4.73908
22253.1 7.73184
22426.4 12.9715
22599.7 22.5951
22773.0 40.8084
23149.0 112.943
23242.8 115.720
23336.5 106.240
23524.0 75.4644
23730.9 49.8871
23937.7 34.9654
24144.5 26.1362
24351.4 20.5845
24558.2 16.8780
24765.1 14.2754
25178.8 10.9276
25592.4 8.90810
26006.1 7.57709
26833.5 5.95227
27660.9 5.00835
28488.3 4.39508
30143.0 3.64693
31797.8 3.20550
33452.5 2.91138
36762.0 2.53642
43381.0 2.12878
50000.0 1.88503
50572.4 1.86766
50858.6 1.85906
51001.7 1.85456
51073.2 1.85196
51109.0 1.85046
51126.9 1.85144
51135.8 1.86351
51140.3 1.92278
51142.5 2.16176
51143.7 2.99136
51144.2 5.34433
51144.5 10.2401
51144.6 17.0252
51144.8 31.8548
51144.9 50.7871
51145.0 62.4091
51145.0 51.3339
51145.1 32.5385
51145.3 19.1520
51145.4 12.1543
51145.6 6.67485
51146.1 3.63760
51147.0 2.42305
51148.8 2.02450
51152.5 1.90445
51159.9 1.86855
51174.6 1.85692
51204.2 1.85222
51263.2 1.84906
51381.2 1.84511
51617.3 1.83833
52089.4 1.82581
52561.5 1.81468
53033.6 1.80622
53505.7 1.80445
53741.8 1.80991
53977.9 1.82601
54213.9 1.86883
54332.0 1.91480
54450.0 2.00023
54568.0 2.17971
54627.0 2.35113
54686.0 2.64537
54745.1 3.20898
54774.6 3.70359
54804.1 4.48406
54833.6 5.81003
54863.1 8.29076
54877.9 10.3923
54892.6 13.5427
54907.4 18.4068
54922.1 25.9439
54941.8 40.6921
54961.4 50.7206
54981.1 41.1852
55000.7 26.5636
55012.8 20.1150
55025.0 15.5825
55049.2 10.1589
55073.5 7.30877
55097.8 5.67245
55122.0 4.65850
55146.3 3.99056
55194.8 3.19611
55243.3 2.76053
55291.8 2.49613
55388.9 2.20414
55485.9 2.05387
55583.0 1.96560
55777.0 1.86953
55971.1 1.81935
56165.2 1.78851
56553.4 1.75134
56941.5 1.72800
57329.7 1.71048
58106.0 1.68295
59658.7 1.63864
61211.3 1.59915
64316.6 1.52475
65869.3 1.48792
66645.6 1.46864
67033.8 1.45864
67227.9 1.45904
67276.4 1.46614
67324.9 1.49255
67349.2 1.53320
67361.3 1.57486
67373.4 1.65098
67385.5 1.80932
67391.6 1.95982
67397.7 2.21635
67403.7 2.70401
67406.8 3.12679
67409.8 3.78601
67412.8 4.88989
67415.9 6.89137
67417.4 8.54246
67418.9 10.9320
67420.4 14.5126
67421.9 19.7999
67424.2 31.1375
67426.4 38.9279
67428.7 31.7210
67430.9 20.5700
67433.1 13.4914
67435.3 9.43453
67437.4 7.05155
67439.6 5.57315
67441.8 4.60523
67444.0 3.94129
67448.3 3.12013
67452.7 2.65031
67457.0 2.35811
67465.7 2.02714
67474.5 1.85332
67483.2 1.75055
67500.6 1.63913
67518.0 1.58245
67535.4 1.54933
67570.3 1.51338
67640.0 1.48349
67709.7 1.47047
67849.1 1.45775
67988.5 1.45054
68267.3 1.44063
68546.0 1.43267
69103.6 1.41845
69661.2 1.40498
71891.5 1.35239
74121.8 1.29891
75236.9 1.27079
75794.5 1.25731
75933.9 1.25611
76073.3 1.26216
76143.0 1.27633
76177.9 1.29252
76212.7 1.32401
76247.5 1.39360
76265.0 1.46284
76282.4 1.58601
76299.8 1.83343
76308.5 2.06027
76317.2 2.43410
76326.0 3.10798
76330.3 3.66430
76334.7 4.48660
76339.0 5.76798
76343.4 7.87021
76347.7 11.5429
76352.1 18.1161
76356.5 28.5649
76360.9 35.7592
76365.2 29.1589
76369.6 18.9058
76374.1 12.1468
76378.6 8.37548
76383.0 6.20125
76387.5 4.87017
76391.9 4.00692
76396.4 3.41885
76405.3 2.69521
76414.2 2.28494
76423.2 2.03024
76441.0 1.74305
76458.8 1.59256
76476.7 1.50352
76512.4 1.40676
76548.1 1.35726
76583.7 1.32805
76655.1 1.29581
76726.5 1.27853
76797.8 1.26764
76940.6 1.25411
77226.1 1.23868
77511.5 1.22806
78082.5 1.21072
78653.4 1.19500
80937.2 1.13435
85504.8 1.00651
90072.3 0.861361
92356.1 0.783275
92927.1 0.767657
93498.0 0.765590
93783.5 0.783997
93926.2 0.808176
94069.0 0.856302
94211.7 0.961080
94283.1 1.06229
94354.4 1.23636
94425.8 1.56912
94461.5 1.86018
94497.2 2.31785
94532.9 3.09196
94568.5 4.53205
94586.4 5.74629
94604.2 7.56208
94622.1 10.3581
94639.9 14.6844
94663.6 23.1544
94687.3 29.0868
94711.0 23.6693
94734.7 15.0883
94751.8 10.7686
94768.9 7.91918
94786.1 6.04073
94803.2 4.77066
94837.4 3.24725
94871.7 2.41859
94905.9 1.92347
94940.1 1.60542
95008.6 1.23549
95077.1 1.03555
95145.6 0.913876
95282.5 0.775165
95419.5 0.698064
95488.0 0.673037
95556.4 0.659892
95624.9 0.674391
95659.2 0.708254
95693.4 0.786742
95727.6 0.973115
95744.7 1.15843
95761.9 1.47617
95779.0 2.06214
95796.1 3.25851
95804.7 4.34279
95813.2 6.06039
95821.8 8.87822
95830.3 13.5233
95841.0 22.3971
95851.7 28.5271
95862.4 23.4869
95873.1 15.6119
95881.1 11.4229
95889.2 8.63812
95897.2 6.77729
95905.3 5.49877
95921.4 3.92666
95937.5 3.04020
95953.7 2.49160
95969.8 2.12723
96002.0 1.68466
96034.3 1.43249
96066.5 1.27277
96131.0 1.08490
96195.5 0.979206
96260.0 0.911660
96388.9 0.829709
96517.9 0.780774
96646.9 0.747288
96904.8 0.702272
97420.7 0.646882
97936.5 0.607776
98968.3 0.544014
100000 0.484984
100671 0.446869
100838 0.439318
101006 0.439840
101090 0.453295
101132 0.471158
101174 0.508088
101215 0.593243
101236 0.680251
101257 0.836805
101278 1.15803
101289 1.45718
101299 1.95077
101310 2.86250
101315 3.63518
101320 4.77533
101326 6.61925
101331 9.67395
101336 15.1647
101341 25.4169
101346 40.9590
101351 51.8737
101356 42.2740
101361 26.9817
101365 18.7753
101368 13.6003
101372 10.2191
101376 7.94564
101383 5.22860
101390 3.75196
101398 2.86818
101405 2.29909
101420 1.63537
101435 1.27692
101450 1.06071
101479 0.822228
101509 0.698920
101538 0.625901
101598 0.545481
101657 0.502828
101716 0.476457
101835 0.444707
101953 0.425081
102071 0.410729
102308 0.388952
102782 0.355355
103256 0.325982
105151 0.217468
107046 0.117915
107993 0.0758302
108940 0.0443740
109414 0.0348262
109888 0.0310962
110362 0.0349227
110835 0.0485699
111309 0.0750076
111783 0.118127
112257 0.183106
112730 0.276861
113204 0.408733
113678 0.591294
114151 0.841804
114625 1.18390
115099 1.65018
115573 2.28489
116520 4.31747
117193 6.68963
117865 10.1169
119210 19.0570
119883 21.9876
120555 22.2747
121900 17.9419
122811 14.5846
123721 11.9058
124631 9.88295
125542 8.34955
127363 6.17374
128273 5.30984
128728 4.88553
128956 4.67693
129013 4.63657
129070 4.63116
129098 4.67798
129112 4.73903
129127 4.85958
129141 5.12034
129148 5.36573
129155 5.77640
129162 6.52552
129166 7.15789
129169 8.07246
129173 9.54211
129176 11.9006
129180 16.1542
129183 23.6169
129187 35.8053
129191 44.2443
129194 36.8072
129198 25.1246
129202 16.4908
129206 11.9988
129210 9.54911
129214 8.10494
129218 7.19176
129222 6.58014
129230 5.83792
129239 5.42029
129247 5.16023
129263 4.86287
129280 4.69837
129296 4.59402
129329 4.46487
129394 4.31707
129460 4.21320
129722 3.86271
129983 3.48748
130245 3.03321
130507 2.43844
130638 2.05781
130769 1.59864
130900 1.04507
131031 0.428559
131097 0.165244
131129 0.0839043
131162 0.0708630
131195 0.171482
131211 0.285507
131228 0.456253
131244 0.700761
131260 1.03401
131293 2.06245
131313 3.01579
131334 4.26435
131374 7.78924
131415 12.4192
131455 16.9195
131496 19.7366
131536 20.4367
131617 18.3662
131685 15.9825
131753 14.0066
131821 12.4869
131889 11.3239
132025 9.70433
132160 8.64852
132296 7.91028
132432 7.36464
132704 6.60697
132975 6.09839
133247 5.72670
133790 5.20507
134333 4.84343
134876 4.57557
135148 4.47674
135284 4.44365
135420 4.43419
135555 4.48078
135623 4.55390
135691 4.70428
135759 5.02989
135793 5.33622
135827 5.83993
135861 6.73749
135895 8.50014
135912 10.0650
135929 12.5088
135946 16.4726
135963 22.9266
135983 34.9283
136004 43.5318
136025 36.4098
136045 24.8016
136065 17.2073
136086 12.8640
136106 10.2929
136126 8.69969
136146 7.64609
136167 6.92262
136207 6.01425
136248 5.48675
136288 5.15088
136369 4.75677
136450 4.53613
136531 4.39477
136693 4.21961
136855 4.10897
137017 4.02740
137341 3.90471
137989 3.72534
138637 3.58305
139933 3.35117
141229 3.16135
143821 2.85717
146413 2.61576
151596 2.23400
154188 2.07043
154836 2.03191
155484 1.99647
155808 1.98266
155970 1.97875
156132 1.97977
156294 1.99292
156375 2.01057
156456 2.04598
156537 2.12397
156578 2.20043
156618 2.33439
156659 2.59833
156679 2.83773
156699 3.22611
156719 3.92213
156730 4.48880
156740 5.32285
156750 6.61058
156760 8.71270
156770 12.3475
156780 18.8110
156790 28.9909
156800 35.7994
156811 29.0113
156821 18.8339
156829 13.4787
156837 10.0963
156844 7.91487
156852 6.46414
156868 4.75263
156883 3.83665
156899 3.29280
156915 2.94926
156946 2.55415
156977 2.34395
157008 2.21952
157071 2.08426
157133 2.01532
157196 1.97458
157321 1.92877
157446 1.90279
157571 1.88491
157821 1.85913
158321 1.82046
158821 1.78634
159821 1.72035
160821 1.65343
162821 1.50973
163321 1.47030
163821 1.42834
164321 1.38255
164571 1.36548
164633 1.37245
164696 1.41250
164727 1.47978
164743 1.54939
164758 1.67570
164774 1.93185
164782 2.16677
164789 2.55132
164797 3.23400
164805 4.58830
164809 5.80019
164813 7.71483
164817 10.8712
164821 16.1568
164825 25.5700
164830 32.4998
164834 27.0864
164839 17.8760
164841 13.6830
164844 10.7986
164849 7.26403
164855 5.35687
164860 4.23956
164866 3.53574
164871 3.06552
164882 2.49645
164893 2.17761
164903 1.98031
164925 1.75700
164947 1.63839
164968 1.56672
165011 1.48597
165098 1.41415
165184 1.37970
165357 1.34115
165530 1.31528
165876 1.27367
166222 1.23566
166913 1.15972
167605 1.07920
168296 0.991885
168988 0.899220
169334 0.857272
169507 0.843358
169680 0.843705
169853 0.883026
169939 0.939658
170025 1.05541
170112 1.30823
170155 1.54729
170198 1.94372
170242 2.65100
170285 4.04675
170306 5.28068
170328 7.20003
170350 10.2931
170371 15.3273
170398 24.9759
170425 32.0954
170452 26.6608
170479 17.4781
170499 12.6509
170519 9.45247
170538 7.32127
170558 5.86413
170598 4.08723
170637 3.09719
170677 2.48982
170717 2.09118
170796 1.61103
170875 1.33836
170954 1.16481
171113 0.955057
171271 0.828533
171430 0.739146
171747 0.609361
172064 0.507584
172381 0.417677
173015 0.256766
173648 0.131338
173965 0.0999952
174124 0.0991725
174282 0.112859
174441 0.146053
174599 0.205476
174758 0.300229
174916 0.442535
175075 0.649268
175233 0.942636
175392 1.35293
175550 1.91841
175810 3.31228
176070 5.48186
176590 11.8564
176850 14.4328
177110 15.3273
177630 13.4065
178019 11.2577
178408 9.48163
178796 8.13771
179185 7.13137
179963 5.77386
180740 4.92488
181517 4.35216
182295 3.94175
183072 3.63245
183461 3.50222
183656 3.43776
183753 3.39941
183801 3.37394
183826 3.37672
183838 3.49649
183844 3.99752
183847 5.26759
183848 7.34679
183849 9.75182
183850 14.0121
183851 21.2538
183852 26.5322
183852 22.6953
183853 15.8476
183854 11.0532
183855 8.60128
183856 6.21781
183860 4.61332
183866 3.86685
183880 3.57334
183906 3.45767
183959 3.40109
184064 3.35551
184275 3.29451
184697 3.19324
185541 3.02428
187228 2.76868
188072 2.67002
188494 2.62709
188916 2.58931
189338 2.55971
189549 2.55095
189760 2.55114
189971 2.57238
190076 2.60173
190182 2.66053
190234 2.71152
190287 2.78910
190340 2.91366
190393 3.12922
190445 3.54715
190472 3.91819
190498 4.50876
190524 5.53519
190551 7.50974
190564 9.24687
190577 11.9490
190590 16.3253
190603 23.4308
190619 36.0406
190634 44.4810
190650 36.0638
190665 23.4196
190678 16.3769
190691 12.0615
190704 9.34725
190717 7.60210
190743 5.58745
190768 4.53962
190794 3.92788
190819 3.54419
190871 3.10636
190922 2.87558
190973 2.73918
191025 2.65121
191076 2.59073
191179 2.51395
191281 2.46754
191487 2.41291
191692 2.37956
191897 2.35504
192308 2.31729
192718 2.28624
193129 2.25845
193950 2.20831
195592 2.12069
197234 2.04390
198877 1.97440
200519 1.90942
202161 1.84475
202982 1.81352
203188 1.81197
203290 1.81682
203393 1.83188
203496 1.87336
203547 1.91807
203598 1.99974
203650 2.16278
203675 2.30831
203701 2.53679
203727 2.92031
203752 3.60800
203778 4.96325
203791 6.11616
203803 7.78254
203825 11.8394
203846 14.9106
203867 12.7454
203888 8.94288
203912 6.13876
203936 4.63070
203960 3.78186
203984 3.26846
204008 2.93570
204032 2.70983
204080 2.42957
204128 2.26752
204176 2.16484
204271 2.04467
204367 1.97787
204463 1.93574
204654 1.88534
204845 1.85545
205037 1.83488
205419 1.80648
205802 1.78595
206185 1.76913
206950 1.74095
207715 1.71687
208481 1.69664
208863 1.68973
209246 1.69091
209437 1.70218
209533 1.71593
209629 1.74268
209724 1.80079
209772 1.85740
209820 1.95635
209868 2.15163
209892 2.32787
209916 2.61508
209939 3.12674
209951 3.54692
209963 4.16010
209975 5.11466
209987 6.65858
209999 9.34751
210011 14.0759
210023 21.5432
210035 26.5294
210047 21.5845
210060 14.1351
210067 10.7824
210075 8.45538
210090 5.71700
210106 4.30366
210121 3.50256
210137 3.01090
210152 2.68948
210183 2.31046
210214 2.10468
210244 1.98076
210306 1.84528
210367 1.77611
210429 1.73582
210552 1.69211
210798 1.65494
211045 1.63716
211537 1.61591
212030 1.60018
213015 1.57308
213999 1.54797
215969 1.50010
217939 1.45396
219909 1.40890
221879 1.36457
223849 1.32093
224834 1.30021
225327 1.29362
225573 1.30436
225635 1.31902
225696 1.36110
225727 1.41773
225758 1.56689
225773 1.75418
225788 2.20692
225796 2.71979
225804 3.79440
225808 4.84127
225812 6.58351
225815 9.77391
225819 16.0810
225823 24.8431
225826 30.8945
225829 24.8643
225833 16.0769
225835 11.1382
225838 8.06677
225841 6.15467
225844 4.91803
225849 3.50049
225855 2.76316
225866 2.06767
225877 1.76390
225900 1.51261
225922 1.41421
225967 1.33786
226012 1.30906
226190 1.27736
226548 1.26240
227264 1.24480
228695 1.21245
231557 1.14772
237282 1.01262
240144 0.939722
243006 0.859999
244438 0.816175
245869 0.770545
246584 0.751910
246942 0.748547
247300 0.757336
247658 0.799768
247837 0.852985
248016 0.957217
248194 1.17730
248284 1.38058
248373 1.70915
248463 2.27541
248552 3.33031
248642 5.49885
248686 7.42929
248731 10.3185
248800 17.0008
248869 22.2497
248938 18.9241
249006 12.7299
249055 9.46711
249105 7.24425
249154 5.73705
249203 4.69386
249302 3.40028
249400 2.66830
249499 2.21710
249597 1.92455
249646 1.82206
249696 1.75660
249720 1.75364
249745 1.81633
249757 1.92484
249770 2.21639
249776 2.56938
249782 3.33423
249785 4.11882
249788 5.55006
249791 8.47201
249793 10.9849
249794 14.8990
249796 22.6423
249799 28.0016
249801 22.5464
249803 14.6444
249805 9.19730
249808 6.36576
249812 3.83659
249817 2.83078
249821 2.34281
249831 1.90517
249840 1.71912
249858 1.56042
249877 1.48992
249950 1.36898
250098 1.24557
250245 1.16132
250393 1.09873
250540 1.05251
250688 1.02520
250762 1.02682
250835 1.06427
250872 1.12805
250909 1.30638
250928 1.53445
250946 2.07732
250955 2.67796
250964 3.89270
250969 5.01028
250974 6.83552
250978 9.99310
250983 15.6121
250987 24.5878
250992 30.4478
250997 24.4493
251001 15.6871
251005 10.6226
251009 7.60955
251013 5.69780
251017 4.49833
251025 3.10730
251033 2.39237
251049 1.70998
251064 1.40968
251096 1.15692
251127 1.05465
251190 0.969575
251253 0.932197
251379 0.894034
251504 0.870840
251756 0.837898
252008 0.812461
252511 0.772078
253014 0.739520
254020 0.686470
255026 0.641704
257038 0.562466
259050 0.488078
263075 0.337963
265087 0.252125
265590 0.225288
266093 0.191950
266596 0.150019
266722 0.147281
266848 0.182418
266911 0.258736
266942 0.342202
266974 0.494089
267005 0.794575
267021 1.05606
267037 1.45792
267052 2.10451
267068 3.20265
267084 5.17611
267099 8.83080
267116 15.0914
267132 20.0703
267148 17.1060
267164 11.4500
267179 7.72577
267194 5.47920
267209 4.09357
267224 3.19827
267255 2.16179
267285 1.60842
267315 1.27678
267345 1.06076
267406 0.802318
267466 0.656488
267526 0.564254
267647 0.455338
267768 0.393343
267889 0.353164
268131 0.303207
268614 0.250245
269097 0.219349
271030 0.155821
272963 0.141869
273930 0.154572
274413 0.162625
274655 0.162238
274775 0.170537
274836 0.251479
274851 0.339079
274866 0.554590
274874 0.790330
274881 1.23250
274889 2.17946
274893 3.04676
274896 4.33234
274902 7.28026
274907 9.66317
274913 8.26947
274919 5.54795
274925 3.52908
274931 2.42604
274937 1.78213
274943 1.39349
274956 0.960661
274968 0.741143
274992 0.530384
275017 0.434425
275066 0.349665
275115 0.313876
275213 0.285535
275311 0.276844
275507 0.277859
275703 0.288649
276096 0.326884
276292 0.368403
276341 0.394716
276390 0.456238
276414 0.531324
276439 0.715975
276451 0.934518
276463 1.41578
276469 1.91837
276476 2.83425
276482 4.73645
276485 6.50343
276488 9.16788
276492 14.4433
276496 18.0398
276500 14.4985
276504 9.23733
276509 5.61681
276514 3.67208
276518 2.59922
276523 1.97440
276532 1.30276
276541 0.977858
276559 0.687777
276577 0.568654
276614 0.475418
276650 0.442625
276796 0.424148
277088 0.460382
277380 0.512393
277672 0.573430
278840 0.914478
280155 1.55354
281470 2.60257
282785 4.20607
284100 6.31470
285415 8.36914
286730 9.46882
289360 8.35910
291084 6.87413
292808 5.59572
294531 4.60703
295393 4.20712
295824 4.03328
296040 3.97320
296094 3.97652
296148 4.01896
296175 4.08912
296201 4.27992
296215 4.51673
296228 5.05968
296235 5.64979
296242 6.78249
296245 7.80025
296249 9.34667
296252 11.9552
296255 16.1580
296259 23.4396
296263 28.3277
296267 23.4228
296270 16.0143
296275 10.7481
296279 8.06507
296284 6.62723
296288 5.79286
296297 4.92999
296306 4.52191
296323 4.16356
296341 4.01445
296376 3.89061
296411 3.83684
296552 3.74582
296833 3.63621
297396 3.44398
298522 3.10261
300774 2.54503
303026 2.10310
303589 2.00609
304152 1.91504
304434 1.87360
304715 1.84077
304856 1.83515
304997 1.85835
305067 1.90666
305138 2.04701
305173 2.22448
305190 2.38287
305208 2.63594
305226 3.07204
305243 3.90448
305252 4.62364
305261 5.72370
305270 7.46506
305278 10.2024
305289 15.3341
305300 18.7873
305311 15.3999
305322 10.2875
305332 7.35016
305341 5.58253
305351 4.48101
305360 3.78078
305379 2.97676
305398 2.55918
305417 2.31645
305436 2.16307
305473 1.98704
305549 1.83385
305624 1.76643
305776 1.70030
305927 1.66162
306229 1.60527
306531 1.55750
307135 1.46965
307739 1.38633
310156 1.07432
312572 0.776392
313176 0.699187
313780 0.616242
314385 0.524400
314536 0.508273
314687 0.527525
314762 0.591991
314800 0.666143
314838 0.802966
314876 1.07342
314913 1.66189
314932 2.22525
314951 3.16015
314970 4.78605
314989 7.65616
315010 12.9475
315031 17.3676
315052 15.0625
315073 10.2655
315097 6.54841
315122 4.52505
315146 3.37488
315170 2.67195
315194 2.21285
315218 1.89610
315267 1.49661
315315 1.26015
315364 1.10676
315461 0.921140
315557 0.812932
315654 0.741445
315848 0.650036
316235 0.546927
316622 0.480918
317397 0.385866
318172 0.313698
318946 0.258571
319721 0.225576
320108 0.224547
320302 0.232383
320496 0.251636
320689 0.295902
320786 0.338979
320883 0.413508
320980 0.559026
321028 0.690361
321077 0.905998
321125 1.29791
321149 1.62681
321174 2.12592
321198 2.93237
321222 4.34267
321246 7.05122
321258 9.34026
321270 12.6302
321289 19.9442
321308 24.8551
321327 19.8703
321346 12.3551
321365 7.63352
321383 4.98050
321402 3.45152
321420 2.52353
321439 1.92202
321457 1.51597
321494 1.02473
321531 0.751835
321568 0.587165
321642 0.408690
321716 0.321043
321789 0.273159
321937 0.228579
322085 0.213000
322233 0.209920
322528 0.221442
323119 0.281214
323710 0.379290
324469 0.567825
325228 0.842936
325986 1.22538
326745 1.73550
328263 3.18318
329780 5.07365
331146 6.71608
331829 7.34265
332170 7.59320
332256 7.66834
332341 7.80358
332384 7.95555
332405 8.09107
332426 8.30863
332448 8.68913
332469 9.41179
332490 10.9473
332501 12.3638
332512 14.5178
332528 19.5736
332544 23.8266
332560 21.7283
332576 17.2610
332592 14.0827
332608 12.2248
332625 11.1105
332641 10.4062
332673 9.60958
332706 9.20076
332771 8.82152
332836 8.67020
332965 8.59899
333095 8.66775
333225 8.86750
333290 9.05309
333355 9.35262
333420 9.87727
333485 10.9153
333517 11.8552
333549 13.3628
333582 15.9331
333614 20.4016
333648 27.5113
333681 32.3122
333715 27.5208
333748 20.2308
333781 15.6173
333814 13.0347
333847 11.5415
333879 10.6334
333945 9.64934
334011 9.16523
334076 8.89406
334142 8.72695
334274 8.53767
334405 8.43381
334536 8.36527
334799 8.26790
335325 8.10428
335850 7.92805
336895 7.52586
337940 7.09110
340031 6.24976
342121 5.52293
344212 4.91435
346302 4.39178
348392 3.89978
349438 3.62736
349960 3.46697
350483 3.27256
351005 3.01225
351267 2.83631
351528 2.60605
351789 2.28405
351920 2.06743
352051 1.79486
352181 1.44460
352312 0.995442
352442 0.472199
352508 0.260105
352540 0.211308
352573 0.238018
352599 0.338626
352624 0.537045
352650 0.861500
352675 1.33738
352726 2.77334
352777 4.62881
352828 6.31227
352879 7.36498
352981 7.79037
353069 7.40756
353157 6.92575
353245 6.49416
353333 6.13575
353509 5.60122
353685 5.23217
353861 4.96489
