Hg-199(n,tot) ENDF/B-VII.1
313.613 1608.28
313.807 2174.57
314.154 3631.34
314.500 4734.06
314.847 3950.02
315.193 2575.38
315.535 1662.45
315.876 1131.16
316.218 815.013
316.560 616.406
316.901 484.723
317.243 393.309
317.926 278.078
318.609 210.742
319.293 167.807
320.659 117.729
322.025 90.3424
323.392 73.4996
324.758 62.2683
326.125 54.3266
328.858 43.9568
331.591 37.5601
334.324 33.2547
337.056 30.1717
342.522 26.0620
347.988 23.4465
353.454 21.6283
358.920 20.2826
369.852 18.3978
380.783 17.1059
391.715 16.1295
402.647 15.3331
424.510 14.0004
435.442 13.3797
446.373 12.7583
457.305 12.1732
462.771 11.9740
468.237 12.0180
473.703 12.8452
476.436 14.0837
479.168 16.7556
481.901 22.9813
483.268 29.2072
484.634 40.0399
486.001 60.5593
486.684 78.0274
487.367 104.460
488.050 146.386
488.734 216.615
489.417 341.171
490.100 568.774
490.800 948.966
491.500 1241.02
492.200 1042.28
492.900 686.365
493.344 519.654
493.788 401.162
494.675 257.692
495.563 181.016
496.450 136.185
497.338 107.872
498.225 88.8568
500.000 65.6136
501.448 54.3556
502.895 46.7252
505.790 37.2372
508.685 31.6924
511.580 28.1125
517.370 23.8217
523.159 21.3637
528.949 19.7727
534.739 18.6535
546.319 17.1605
557.899 16.1790
569.478 15.4535
592.638 14.3619
615.797 13.4379
627.377 12.9604
638.956 12.4229
650.536 11.7579
656.326 11.3394
662.116 10.8288
667.906 10.1960
670.801 9.84126
673.695 9.51817
675.143 9.42372
676.590 9.45718
678.038 9.78160
679.485 10.8031
680.933 13.6884
681.656 16.8434
682.380 22.6223
683.104 34.0737
683.466 44.1152
683.828 59.6208
684.190 84.7400
684.551 127.766
684.913 206.052
685.275 353.316
685.638 600.479
686.000 800.761
686.363 685.829
686.725 460.197
686.961 349.968
687.197 271.653
687.669 176.972
688.141 126.353
688.613 96.6687
689.085 77.8330
689.557 65.1184
690.501 49.4485
691.445 40.4194
692.389 34.6727
694.277 27.9157
696.166 24.1449
698.054 21.7666
699.942 20.1369
701.830 18.9512
705.606 17.3355
709.382 16.2740
716.935 14.9216
724.487 14.0417
732.039 13.3719
747.144 12.2777
762.249 11.2185
769.801 10.6216
777.354 9.92452
784.906 9.05600
788.682 8.52325
792.458 7.90636
796.235 7.23539
798.123 6.95388
800.011 6.88864
800.955 7.07614
801.899 7.60073
802.843 8.81504
803.787 11.5650
804.259 14.1285
804.731 18.2168
805.203 25.0323
805.675 37.1251
805.911 46.7854
806.147 60.5830
806.383 80.9880
806.619 112.484
806.855 163.730
807.091 252.603
807.327 417.926
807.445 552.258
807.563 739.135
807.782 1237.61
808.000 1620.81
808.219 1360.72
808.437 893.273
808.574 676.802
808.710 522.061
808.983 333.506
809.256 232.089
809.529 172.560
809.802 134.872
810.075 109.521
810.621 78.4927
811.167 60.8072
811.713 49.6721
812.805 36.7704
813.897 29.7040
814.989 25.3177
816.081 22.3519
817.173 20.2177
819.357 17.3440
821.541 15.4761
825.909 13.1046
830.277 11.5455
834.645 10.3347
843.381 8.32538
847.749 7.42086
852.117 6.61004
856.485 6.04784
860.853 6.21757
863.037 6.97736
865.221 8.71412
867.405 12.3598
868.497 15.4743
869.589 20.0314
870.681 26.8195
871.773 37.1918
872.865 53.5980
873.957 80.7697
875.049 128.597
876.141 219.772
876.687 296.945
877.233 411.507
877.779 585.085
878.325 848.249
879.163 1463.75
880.000 1969.97
880.838 1694.63
881.675 1137.83
882.350 811.652
883.024 597.962
883.698 457.910
884.373 363.246
885.722 248.763
887.070 185.168
888.419 146.128
889.768 120.315
892.466 89.0471
895.163 71.2572
897.861 59.9914
900.559 52.3042
903.256 46.7649
908.652 39.3727
914.047 34.7013
919.442 31.4984
924.838 29.1717
935.628 26.0228
946.419 23.9914
957.209 22.5706
968.000 21.5191
968.000 32.7379
1000.00 32.2547
1281.25 30.2837
1562.50 28.7927
1843.75 27.6055
2125.00 26.6261
2687.50 25.0819
3250.00 23.8981
3812.50 22.9469
4375.00 22.1574
5500.00 20.9042
6625.00 19.9375
7750.00 19.1576
10000.0 17.9547
12812.5 17.1644
15625.0 16.5569
21250.0 15.6576
26875.0 15.0038
32500.0 14.4948
43750.0 13.7330
55000.0 13.1740
77500.0 12.3785
100000 11.8185
125000 11.2100
150000 10.7361
159180 10.5860
159183 10.5860
159203 10.5857
160000 10.5732
170000 10.3992
180000 10.2400
200000 9.93425
209255 9.78694
209256 9.78693
209270 9.78671
214940 9.70103
220611 9.61855
225000 9.55679
231952 9.46125
250000 9.23131
254635 9.17550
275000 8.94644
277317 8.92170
300000 8.69405
352773 8.14278
400000 7.73940
405546 7.69655
415998 7.61781
415998 7.61781
417352 7.60778
429159 7.52247
452773 7.36132
457809 7.32923
457809 7.32923
494796 7.10301
500000 7.07190
535200 6.87120
600000 6.53291
641234 6.36450
641234 6.36449
672291 6.24752
672291 6.24752
699428 6.15160
716514 6.08677
716514 6.08677
741138 6.00535
741138 6.00535
750000 5.97697
753802 5.96493
753802 5.96493
754204 5.96367
754204 5.96367
800000 5.82518
1.00000E+06 5.47757
1.25000E+06 5.50657
1.50000E+06 5.53038
1.75000E+06 5.84576
2.00000E+06 6.13345
2.25000E+06 6.44208
2.50000E+06 6.73128
2.75000E+06 6.93607
3.00000E+06 7.12847
3.50000E+06 7.24377
3.75000E+06 7.29597
4.00000E+06 7.34515
4.50000E+06 7.18214
4.75000E+06 7.10852
5.00000E+06 7.03938
5.04003E+06 7.01260
5.09551E+06 6.97597
5.52001E+06 6.71424
6.00000E+06 6.45193
6.34120E+06 6.22931
6.68240E+06 6.02116
7.09628E+06 5.78952
7.27592E+06 5.70130
7.33140E+06 5.67147
7.63796E+06 5.51934
8.00000E+06 5.36467
8.25000E+06 5.30391
8.50000E+06 5.25003
8.75000E+06 5.20258
9.00000E+06 5.16117
9.50000E+06 5.06136
1.00000E+07 4.98570
1.02500E+07 4.98366
1.05000E+07 4.98280
1.10000E+07 4.98443
1.15000E+07 4.99018
1.20000E+07 4.99971
1.25000E+07 5.05873
1.30000E+07 5.11768
1.35000E+07 5.17655
1.40000E+07 5.23533
1.45126E+07 5.31252
1.50252E+07 5.38921
1.51599E+07 5.40876
1.55126E+07 5.45978
1.60000E+07 5.52987
1.70000E+07 5.61185
1.80000E+07 5.69205
2.00000E+07 5.70772
2.00000E+07 5.67520
2.00089E+07 5.67512
2.01007E+07 5.67421
2.10000E+07 5.65556
2.20000E+07 5.61400
2.20453E+07 5.61161
2.30000E+07 5.55391
2.40000E+07 5.47900
2.50000E+07 5.39444
2.56125E+07 5.33837
2.60000E+07 5.30050
2.65133E+07 5.24902
2.70000E+07 5.20004
2.80000E+07 5.09740
2.85135E+07 5.04384
2.87263E+07 5.02184
2.90000E+07 4.99382
2.99108E+07 4.90387
3.00000E+07 4.89540
3.09436E+07 4.80910
3.10000E+07 4.80411
3.19368E+07 4.72399
3.20000E+07 4.71875
3.28648E+07 4.64912
3.30000E+07 4.63855
3.40000E+07 4.56289
3.50000E+07 4.49120
3.52004E+07 4.47748
3.52610E+07 4.47343
3.60000E+07 4.42779
3.70000E+07 4.37567
3.76271E+07 4.34780
3.78649E+07 4.33808
3.80000E+07 4.33275
3.90000E+07 4.29728
4.00000E+07 4.26780
4.02401E+07 4.26159
4.10000E+07 4.24514
4.11066E+07 4.24321
4.20000E+07 4.23041
4.30000E+07 4.22282
4.40000E+07 4.22168
4.41569E+07 4.22205
4.42436E+07 4.22231
4.50000E+07 4.22640
4.60000E+07 4.23437
4.70000E+07 4.24406
4.72928E+07 4.24737
4.77998E+07 4.25372
4.80000E+07 4.25647
4.90000E+07 4.27252
5.00000E+07 4.29300
5.09265E+07 4.31420
5.10000E+07 4.31587
5.12674E+07 4.32197
5.20000E+07 4.33865
5.30000E+07 4.36141
5.40000E+07 4.38420
5.44946E+07 4.39551
5.50000E+07 4.40710
5.60000E+07 4.43013
5.64880E+07 4.44138
5.70000E+07 4.45315
5.80000E+07 4.47593
5.90000E+07 4.49827
5.95643E+07 4.51062
6.00000E+07 4.52000
6.03657E+07 4.52769
6.10000E+07 4.54050
6.20000E+07 4.55945
6.30000E+07 4.57712
6.37747E+07 4.59009
6.40000E+07 4.59376
6.50000E+07 4.60960
6.60000E+07 4.62405
6.70000E+07 4.63656
6.75403E+07 4.64261
6.80000E+07 4.64741
6.90000E+07 4.65684
7.00000E+07 4.66510
7.10000E+07 4.67205
7.14679E+07 4.67477
7.20000E+07 4.67747
7.30000E+07 4.68146
7.40000E+07 4.68411
7.50000E+07 4.68550
7.60000E+07 4.68571
7.68064E+07 4.68502
7.70000E+07 4.68475
7.80000E+07 4.68263
7.90000E+07 4.67938
8.00000E+07 4.67500
8.10000E+07 4.66963
8.13330E+07 4.66764
8.20000E+07 4.66336
8.30000E+07 4.65620
8.40000E+07 4.64811
8.50000E+07 4.63910
8.60000E+07 4.62931
8.70000E+07 4.61888
8.80000E+07 4.60777
8.90000E+07 4.59595
9.00000E+07 4.58340
9.10000E+07 4.57021
9.20000E+07 4.55653
9.30000E+07 4.54240
9.40000E+07 4.52788
9.50000E+07 4.51300
9.60000E+07 4.49775
9.70000E+07 4.48209
9.80000E+07 4.46601
9.90000E+07 4.44952
1.00000E+08 4.43260
1.02000E+08 4.39799
1.04000E+08 4.36270
1.06000E+08 4.32676
1.08000E+08 4.29021
1.10000E+08 4.25310
1.12000E+08 4.21573
1.14000E+08 4.17832
1.16000E+08 4.14084
1.18000E+08 4.10324
1.20000E+08 4.06550
1.22000E+08 4.02803
1.24000E+08 3.99113
1.26000E+08 3.95458
1.28000E+08 3.91823
1.30000E+08 3.88190
1.32000E+08 3.84590
1.34000E+08 3.81058
1.36000E+08 3.77588
1.38000E+08 3.74173
1.40000E+08 3.70810
1.42000E+08 3.67507
1.44000E+08 3.64270
1.46000E+08 3.61094
1.48000E+08 3.57972
1.50000E+08 3.54900
