Hg-199(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 110802
1.25000E-05 99110.8
1.50000E-05 90481.1
2.00000E-05 78367.5
2.75000E-05 66841.5
3.50000E-05 59255.9
4.25000E-05 53779.7
5.00000E-05 49587.3
6.25000E-05 44358.8
7.50000E-05 40499.3
0.000100000 35081.6
0.000125000 31384.3
0.000150000 28655.0
0.000200000 24823.8
0.000275000 21178.2
0.000350000 18778.8
0.000425000 17046.5
0.000500000 15720.3
0.000625000 14066.1
0.000750000 12844.9
0.00100000 11130.4
0.00125000 9960.07
0.00150000 9095.98
0.00200000 7882.65
0.00275000 6727.50
0.00350000 5966.72
0.00425000 5417.11
0.00500000 4996.06
0.00625000 4470.45
0.00750000 4082.01
0.0100000 3535.83
0.0125000 3162.22
0.0150000 2885.79
0.0200000 2496.48
0.0253000 2216.11
0.0314750 1982.40
0.0376500 1807.92
0.0500000 1559.83
0.0625000 1386.23
0.0750000 1256.86
0.100000 1072.92
0.125000 945.327
0.150000 849.766
0.200000 713.188
0.237500 639.134
0.275000 580.060
0.350000 490.589
0.500000 374.729
0.750000 265.613
1.00000 202.329
1.50000 132.375
2.00000 95.5055
2.75000 65.5158
3.50000 49.1598
4.25000 39.2235
5.00000 32.7189
6.25000 25.9420
7.50000 21.8569
8.75000 19.1869
10.0000 17.3335
12.5000 14.9689
15.0000 13.5526
17.5000 12.6383
20.0000 12.0522
23.3323 11.7742
24.9984 12.0032
26.6645 12.8176
27.4976 13.6815
28.3306 15.1566
29.1637 17.7940
29.9968 22.9063
30.4133 27.3500
30.8298 34.2328
31.2464 45.5784
31.6629 65.9701
31.8712 82.7424
32.0794 107.606
32.2877 146.531
32.4959 212.038
32.6001 262.769
32.7042 333.965
32.8083 437.862
32.9125 596.996
33.0166 855.981
33.1207 1310.42
33.1728 1671.28
33.2249 2180.67
33.2769 2910.93
33.3290 3952.48
33.4145 6381.73
33.5000 8051.70
33.5855 6500.33
33.6710 4102.30
33.7348 2865.92
33.7986 2059.16
33.8624 1531.50
33.9262 1176.63
34.0537 752.607
34.1813 522.493
34.3089 385.061
34.4364 296.786
34.6916 194.238
34.9467 139.193
35.2019 106.207
35.4570 84.8410
35.7121 70.1786
36.2224 51.8357
36.7327 41.1598
37.2430 34.3571
37.7533 29.7288
38.7738 23.9604
39.7944 20.5893
40.8149 18.4173
41.8355 16.9166
43.8766 14.9943
45.9178 13.8197
47.9589 13.0244
50.0000 12.4450
53.1250 11.7999
56.2500 11.3260
62.5000 10.6428
68.7500 10.1352
75.0000 9.70842
87.5000 8.93630
100.000 8.12258
107.373 7.55427
114.746 6.85812
118.433 6.45717
120.276 6.26822
122.119 6.15008
123.962 6.31023
124.884 6.71394
125.806 7.72632
126.727 10.3816
127.188 13.2805
127.649 18.7562
127.879 23.3961
128.110 30.3986
128.340 41.5256
128.570 60.4617
128.801 95.8940
128.916 126.043
129.031 171.953
129.146 245.790
129.262 372.664
129.377 607.197
129.434 797.185
129.492 1060.75
129.596 1733.80
129.700 2216.90
129.805 1816.10
129.909 1163.02
129.996 790.202
130.083 557.025
130.170 409.932
130.257 313.709
130.432 201.434
130.606 141.757
130.780 106.415
130.954 83.7921
131.302 57.4421
131.651 43.1666
131.999 34.4991
132.695 24.8251
133.392 19.7317
134.089 16.6617
135.482 13.2041
136.875 11.3234
138.268 10.1357
141.054 8.68448
146.627 7.16181
152.200 6.42448
154.986 6.37982
157.772 6.76202
160.559 8.02334
161.952 9.29319
163.345 11.3320
164.738 14.6523
166.131 20.2285
167.524 30.0781
168.221 37.8662
168.917 48.8629
169.614 64.8939
170.311 89.2178
171.007 128.095
171.704 194.695
172.400 320.386
172.749 428.158
173.097 593.432
173.445 861.697
173.794 1328.52
174.142 2207.24
174.316 2931.00
174.490 3949.00
174.795 6498.83
175.100 8342.24
175.405 6830.83
175.710 4369.41
175.900 3262.62
176.090 2480.61
176.469 1539.76
176.849 1040.89
177.228 751.858
177.608 570.962
177.987 450.659
178.746 305.587
179.505 224.525
180.264 174.444
181.783 117.851
183.301 87.8868
184.819 69.8822
186.337 58.0901
187.855 49.8705
190.891 39.3111
193.928 32.9096
196.964 28.6541
200.000 25.6330
203.984 22.7880
207.967 20.7234
215.935 17.8952
223.902 15.9923
231.870 14.5547
239.837 13.3531
247.804 12.2364
251.788 11.6619
255.772 11.0430
257.764 10.7227
258.760 10.5808
259.755 10.4977
260.751 10.6166
261.249 10.8980
261.747 11.5808
262.245 13.3075
262.494 15.1349
262.743 18.4809
262.992 25.2927
263.117 31.5228
263.241 41.6529
263.366 59.3987
263.428 73.5516
263.490 93.7452
263.552 123.656
263.615 169.459
263.677 241.995
263.708 293.303
263.739 357.722
263.779 462.583
263.820 584.815
263.900 751.951
263.940 719.369
263.981 622.590
264.061 404.939
264.110 308.575
264.158 239.417
264.255 154.649
264.353 108.841
264.450 81.9565
264.547 64.9448
264.644 53.5489
264.838 39.6733
265.033 31.8351
265.227 26.9506
265.616 21.3650
266.004 18.3569
266.393 16.5171
267.170 14.4124
267.948 13.2463
268.725 12.4966
270.279 11.5542
271.834 10.9426
273.388 10.4767
276.498 9.73331
282.716 8.46936
288.934 7.21774
292.043 6.59061
295.152 6.02301
298.261 5.67887
301.371 6.04378
302.925 6.89822
304.480 8.74937
305.257 10.3262
306.034 12.6044
306.812 15.9301
307.589 20.8682
308.366 28.3890
309.143 40.2467
309.921 59.8509
310.698 94.4490
311.087 122.046
311.475 161.457
311.864 219.837
312.253 310.209
312.641 458.124
313.030 716.981
313.418 1205.63
