I-127(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
3057.44 2.13652
3057.56 3.38844
3057.62 4.47308
3057.68 6.16727
3057.74 9.00860
3057.80 14.2384
3057.83 18.6018
3057.86 25.0614
3057.89 34.8805
3057.92 50.1406
3057.94 64.0704
3057.96 80.3790
3058.00 100.203
3058.04 80.3768
3058.08 50.1376
3058.12 31.8358
3058.16 21.2884
3058.20 14.8536
3058.24 10.9401
3058.31 6.53444
3058.39 4.31514
3058.47 3.05451
3058.54 2.27376
3058.70 1.40018
3058.85 0.949444
3059.01 0.687260
3059.31 0.410717
3059.62 0.274650
3059.93 0.198025
3060.54 0.119403
3061.16 0.0819009
3061.78 0.0613801
3063.01 0.0417388
3064.24 0.0355088
3065.47 0.0407647
3066.08 0.0534067
3066.70 0.0911832
3067.00 0.142233
3067.31 0.275502
3067.47 0.441906
3067.62 0.839260
3067.70 1.28230
3067.77 2.19062
3067.81 3.05381
3067.85 4.45146
3067.89 6.91112
3067.93 11.4671
3067.96 18.2853
3068.00 22.9130
3068.04 18.2854
3068.07 11.4673
3068.11 6.91121
3068.15 4.45149
3068.19 3.02593
3068.23 2.19051
3068.30 1.28206
3068.38 0.838913
3068.54 0.441349
3068.69 0.274746
3069.00 0.140837
3069.31 0.0895249
3069.92 0.0509396
3070.54 0.0373541
3073.00 0.0314772
3074.23 0.0425254
3075.46 0.0778344
3076.08 0.126925
3076.69 0.261081
3077.00 0.438276
3077.16 0.607150
3077.31 0.899624
3077.46 1.47270
3077.54 1.99075
3077.62 2.83740
3077.70 4.35483
3077.73 5.62323
3077.77 7.45567
3077.81 10.3922
3077.85 15.1297
3077.89 23.4273
3077.91 29.8470
3077.93 38.8673
3077.94 49.5169
3077.96 62.2335
3078.00 77.6929
3078.04 62.2325
3078.07 38.8662
3078.11 24.6220
3078.14 16.3184
3078.18 11.4088
3078.21 8.35299
3078.28 4.97796
3078.35 3.30007
3078.42 2.33132
3078.49 1.73955
3078.63 1.07106
3078.77 0.726050
3078.91 0.525406
3079.19 0.313514
3079.47 0.209926
3079.74 0.151742
3080.30 0.0922521
3080.86 0.0640957
3081.41 0.0487701
3082.52 0.0338793
3084.75 0.0254905
3086.97 0.0274680
3089.20 0.0387846
3090.31 0.0513964
3091.42 0.0749053
3092.54 0.125184
3093.09 0.174632
3093.65 0.263166
3094.21 0.445823
3094.48 0.620385
3094.76 0.923636
3095.04 1.52071
3095.18 2.06328
3095.32 2.95505
3095.46 4.56710
3095.53 5.91729
3095.60 7.90837
3095.67 11.0999
3095.73 16.4008
3095.77 20.5106
3095.80 26.1390
3095.84 33.9229
3095.87 44.2507
3095.94 71.1551
3096.00 88.7725
3096.06 70.7034
3096.13 44.2479
3096.19 26.7093
3096.26 17.1240
3096.33 11.7003
3096.39 8.46762
3096.46 6.35804
3096.52 4.95478
3096.65 3.23091
3096.78 2.26165
3096.92 1.67326
3097.18 1.02116
3097.44 0.686804
3097.70 0.494417
3097.97 0.372952
3098.23 0.291978
3098.75 0.193544
3099.28 0.138429
3099.80 0.104521
3100.33 0.0822071
3101.38 0.0556628
3102.43 0.0411824
3104.53 0.0271965
3106.63 0.0220268
3108.73 0.0229071
3110.83 0.0435235
3111.35 0.0655158
3111.88 0.125562
3112.14 0.204387
3112.40 0.405996
3112.53 0.651543
3112.66 1.21985
3112.73 1.83684
3112.80 3.02552
3112.83 4.09826
3112.86 5.79734
3112.89 8.61583
3112.93 13.3346
3112.96 21.2348
3113.00 26.6573
3113.04 21.2350
3113.07 13.3349
3113.10 9.43048
3113.12 6.89821
3113.17 4.01908
3113.22 2.58341
3113.27 1.78756
3113.38 0.990554
3113.48 0.630655
3113.68 0.321349
3113.88 0.196883
3114.28 0.0995444
3114.68 0.0630832
3116.29 0.0262695
3119.50 0.0193699
3122.71 0.0291102
3124.32 0.0622585
3124.72 0.0929392
3125.12 0.172772
3125.32 0.274117
3125.53 0.525023
3125.63 0.820584
3125.73 1.46146
3125.78 2.10516
3125.83 3.26584
3125.88 5.59185
3125.90 7.63596
3125.93 10.7700
3125.96 17.1448
3126.00 21.5017
3126.04 17.1453
3126.07 10.7709
3126.11 6.80524
3126.14 4.54993
3126.18 3.17457
3126.21 2.34280
3126.28 1.40699
3126.35 0.941781
3126.49 0.507344
3126.62 0.323427
3126.90 0.173709
3127.17 0.116881
3127.72 0.0760223
3128.27 0.0645617
3129.37 0.0672475
3130.47 0.0897605
3131.57 0.144105
3132.12 0.198539
3132.67 0.295944
3133.22 0.496764
3133.49 0.688061
3133.77 1.01751
3134.04 1.66362
3134.18 2.24392
3134.32 3.18829
3134.45 4.88708
3134.52 6.28221
3134.59 8.30972
3134.66 11.4968
3134.73 16.6442
3134.80 25.7317
3134.83 32.6140
3134.86 41.7525
3134.93 66.6634
3135.00 83.2145
3135.07 66.6606
3135.14 41.7498
3135.19 29.1223
3135.24 20.8573
3135.29 15.4394
3135.34 11.7914
3135.44 7.43485
3135.54 5.09459
3135.64 3.68536
3135.74 2.78528
3135.93 1.75225
3136.13 1.20132
3136.33 0.876935
3136.53 0.668456
3136.73 0.527994
3137.13 0.355191
3137.53 0.257533
3137.93 0.197262
3138.33 0.157779
3139.13 0.111408
3139.92 0.0875229
3141.52 0.0704624
3143.11 0.0797682
3143.91 0.0978155
3144.71 0.134673
3145.51 0.216424
3145.91 0.297707
3146.30 0.443054
3146.70 0.742898
3146.90 1.02923
3147.10 1.52158
3147.30 2.48787
3147.40 3.35915
3147.50 4.76056
3147.60 7.27729
3147.65 9.33619
3147.70 12.2970
3147.75 16.9483
3147.80 24.5509
3147.83 30.1970
3147.85 37.7160
3147.88 47.7859
3147.90 60.5400
3147.95 97.4888
3148.00 121.580
3148.03 113.963
3148.05 96.7118
3148.10 60.5369
3148.13 44.6623
3148.16 33.5316
3148.23 20.2566
3148.29 13.3083
3148.35 9.33417
3148.41 6.88100
3148.47 5.27131
3148.60 3.36782
3148.72 2.33318
3148.85 1.71091
3149.09 1.03332
3149.34 0.692438
3149.59 0.497342
3149.84 0.375390
3150.09 0.294114
3150.58 0.195886
3151.08 0.141015
3151.57 0.107258
3152.07 0.0850073
3153.06 0.0584037
3154.05 0.0437087
3156.04 0.0289662
3158.02 0.0222967
3160.00 0.0190665
3163.97 0.0177271
3167.94 0.0219983
3169.92 0.0276652
3171.91 0.0386536
3172.90 0.0481043
3173.89 0.0626338
3174.88 0.0865075
3175.87 0.129616
3176.86 0.219893
3177.36 0.307483
3177.86 0.462240
3178.35 0.775208
3178.60 1.06798
3178.85 1.56468
3179.10 2.50712
3179.22 3.33029
3179.34 4.62726
3179.47 6.82978
3179.53 8.54636
3179.59 10.9612
3179.65 14.4745
3179.72 19.7706
3179.78 28.0012
3179.84 40.5858
3179.92 64.9965
3180.00 80.9614
3180.08 64.6723
3180.16 40.5824
3180.22 28.4988
3180.28 20.5234
3180.34 15.2564
3180.39 11.7398
3180.51 7.42798
3180.62 5.09716
3180.74 3.69129
3180.85 2.79747
3181.08 1.76149
3181.32 1.20723
3181.55 0.878658
3181.78 0.668273
3182.01 0.526123
3182.47 0.350506
3182.93 0.251030
3183.39 0.189206
3183.85 0.148206
3184.78 0.0989632
3185.70 0.0717933
3186.62 0.0553767
3187.54 0.0448876
3189.39 0.0335742
3191.23 0.0308618
3193.08 0.0472578
3194.00 0.118299
3194.23 0.185949
3194.46 0.355998
3194.58 0.561130
3194.70 1.01955
3194.75 1.50108
3194.81 2.38853
3194.87 4.31971
3194.90 6.14040
3194.93 8.99407
3194.96 14.3892
3195.00 17.9740
3195.04 14.3893
3195.07 8.99423
3195.11 5.69228
3195.14 3.77672
3195.21 1.95684
3195.28 1.17845
3195.35 0.785081
3195.49 0.422261
3195.63 0.266670
3195.90 0.139370
3196.18 0.0902654
3197.29 0.0400006
3199.50 0.0349492
3200.60 0.0462478
3201.71 0.0814009
3202.26 0.129472
3202.82 0.259338
3203.09 0.428936
3203.37 0.861412
3203.51 1.39231
3203.58 1.86142
3203.65 2.61372
3203.72 3.92484
3203.78 6.48649
3203.82 8.80143
3203.85 12.3411
3203.89 18.3444
3203.92 28.1267
3203.96 44.9808
3204.00 56.2607
3204.04 44.9813
3204.08 28.1275
3204.10 20.2216
3204.13 14.7023
3204.16 11.0098
3204.18 8.56182
3204.24 5.45774
3204.29 3.77777
3204.35 2.74620
3204.40 2.09365
3204.51 1.32670
3204.61 0.916911
3204.72 0.673321
3204.93 0.412001
3205.36 0.208121
3205.79 0.133291
3206.64 0.0830528
3207.49 0.0761153
3208.35 0.0961659
3209.20 0.173169
3209.63 0.280935
3209.84 0.385638
3210.06 0.568121
3210.27 0.932499
3210.38 1.26693
3210.48 1.81542
3210.59 2.82773
3210.64 3.67037
3210.70 4.94279
3210.75 7.02742
3210.80 10.5604
3210.86 17.1438
3210.91 30.2104
3210.96 48.4451
3211.00 60.3841
3211.05 48.4449
3211.09 30.2103
3211.12 21.9429
3211.15 16.3186
3211.21 9.72568
3211.27 6.33617
3211.32 4.42027
3211.38 3.23108
3211.44 2.47093
3211.56 1.57612
3211.67 1.08866
3211.79 0.799325
3212.02 0.483825
3212.49 0.235292
3212.95 0.141257
3213.89 0.0703706
3214.82 0.0443475
3216.68 0.0250627
3218.55 0.0181798
3222.27 0.0137652
3226.00 0.0136617
3229.73 0.0166409
3231.59 0.0200985
3233.45 0.0264789
3235.32 0.0399225
3236.25 0.0530894
3237.18 0.0767316
3238.11 0.126352
3238.58 0.174904
3239.04 0.261553
3239.51 0.441138
3239.74 0.613636
3239.98 0.915272
3240.21 1.51569
3240.33 2.07090
3240.44 2.98761
3240.56 4.69396
3240.62 6.12940
3240.67 8.31902
3240.73 11.8708
3240.79 18.0928
3240.82 23.0334
3240.85 30.0164
3240.88 40.0449
3240.91 54.7367
3240.95 87.3281
3241.00 109.423
3241.02 102.650
3241.05 87.3263
3241.09 54.7348
3241.14 35.0929
3241.18 23.6458
3241.22 16.6034
3241.26 12.2746
3241.35 7.37073
3241.43 4.90389
3241.52 3.47539
3241.60 2.59721
3241.77 1.60332
3241.94 1.08879
3242.11 0.789037
3242.45 0.472171
3242.78 0.317338
3243.12 0.230607
3243.80 0.142734
3244.48 0.102363
3245.15 0.0818755
3246.50 0.0678465
3247.86 0.0770140
3248.53 0.0934008
3249.21 0.126409
3249.88 0.198892
3250.22 0.270622
3250.56 0.398934
3250.90 0.662372
3251.07 0.912500
3251.24 1.34369
3251.41 2.18225
3251.49 2.93971
3251.57 4.15231
3251.66 6.32474
3251.74 10.6204
3251.79 14.6367
3251.83 21.0008
3251.87 31.8419
3251.89 40.0212
3251.91 51.1242
3251.96 81.5441
3252.00 102.191
3252.02 96.1062
3252.04 81.5424
3252.09 51.1224
3252.13 31.8403
3252.17 20.9994
3252.22 14.5191
3252.26 10.6193
3252.30 8.01989
3252.34 6.28924
3252.43 4.15142
3252.51 2.92776
3252.60 2.17429
3252.77 1.33936
3252.94 0.907713
3253.10 0.658939
3253.44 0.396482
3253.78 0.268038
3254.12 0.196073
3254.80 0.122831
3255.48 0.0884125
3256.15 0.0699292
3257.51 0.0527543
3258.86 0.0469224
3260.22 0.0465223
3262.92 0.0569913
3264.28 0.0689077
3265.63 0.0882672
3266.99 0.120874
3268.34 0.180334
3269.02 0.230079
3269.70 0.305059
3270.37 0.425746
3271.05 0.638200
3271.39 0.811138
3271.73 1.06606
3272.07 1.46393
3272.41 2.13190
3272.58 2.65455
3272.75 3.38862
3272.91 4.47006
3273.08 6.15148
3273.25 8.97517
3273.34 11.1417
3273.42 14.1035
3273.51 18.3733
3273.59 24.5646
3273.68 33.9830
3273.76 47.9708
3273.88 76.7992
3274.00 96.0369
3274.12 76.7932
3274.24 47.9648
3274.36 30.0811
3274.47 19.8310
3274.59 13.8134
3274.70 10.1125
3274.81 7.67064
3274.93 6.00186
3275.16 3.95312
3275.39 2.78849
3275.62 2.07227
3276.08 1.27084
3276.54 0.858503
3276.99 0.619213
3277.45 0.468274
3277.91 0.367067
3278.83 0.244163
3279.75 0.175397
3280.67 0.133288
3281.58 0.105916
3283.42 0.0747740
3285.26 0.0623176
3287.09 0.0787786
3287.55 0.103078
3288.01 0.171379
3288.24 0.261155
3288.47 0.487955
3288.58 0.760822
3288.70 1.36978
3288.76 2.01570
3288.81 3.21133
3288.87 5.76087
3288.90 8.19715
3288.93 11.8873
3288.96 18.9800
3289.00 23.7230
3289.04 18.9801
3289.07 11.8872
3289.10 8.51926
3289.12 6.25073
3289.17 3.66079
3289.22 2.36502
3289.27 1.64547
3289.37 0.928515
3289.47 0.600091
3289.67 0.318853
3289.87 0.205315
3290.27 0.116260
3290.67 0.0827818
3292.28 0.0502300
3293.88 0.0490217
3295.48 0.0591696
3297.08 0.0873016
3297.88 0.116712
3298.68 0.170732
3299.48 0.285033
3299.88 0.396381
3300.28 0.593792
3300.68 0.994773
3300.88 1.37151
3301.08 2.01364
3301.28 3.24079
3301.38 4.32083
3301.48 6.03629
3301.58 8.98411
3301.63 11.3090
3301.68 14.6169
3301.73 19.5015
3301.78 27.0114
3301.83 38.9909
3301.88 58.2840
3301.94 93.3774
3302.00 116.826
3302.06 93.3742
3302.12 58.2807
3302.19 33.7474
3302.26 21.0090
3302.33 14.0743
3302.40 10.0018
3302.47 7.44169
3302.54 5.73963
3302.67 3.71131
3302.81 2.58474
3302.95 1.90598
3303.22 1.15729
3303.50 0.777795
3303.77 0.559624
3304.05 0.422879
3304.32 0.331607
3304.87 0.221121
3305.42 0.159724
3305.97 0.122277
3306.52 0.0980684
3307.63 0.0713790
3308.73 0.0642001
3309.83 0.101493
3310.10 0.144907
3310.38 0.259862
3310.51 0.402735
3310.65 0.734874
3310.72 1.09848
3310.79 1.82160
3310.86 3.52388
3310.89 5.25849
3310.93 8.24090
3310.96 13.1487
3311.00 16.4426
3311.04 13.1485
3311.07 8.24036
3311.12 4.59199
3311.17 2.76775
3311.21 1.81974
3311.26 1.28945
3311.35 0.735571
3311.44 0.479672
3311.62 0.255502
3311.81 0.163705
3312.54 0.0624134
3314.00 0.0325350
3315.47 0.0332510
3316.20 0.0622251
3316.56 0.160837
3316.75 0.419449
3316.84 0.910659
3316.88 1.52851
3316.93 2.79585
3316.97 4.48690
3317.00 5.57733
3317.04 4.48682
3317.07 2.79564
3317.12 1.54725
3317.16 0.928881
3317.25 0.433607
3317.43 0.165130
3317.79 0.0611983
3318.50 0.0277383
3319.93 0.0172420
3322.78 0.0133356
3328.50 0.0129281
3334.21 0.0211044
3335.64 0.0290900
3337.07 0.0503678
3337.78 0.0786051
3338.49 0.154925
3338.85 0.255524
3339.21 0.518968
3339.39 0.850772
3339.48 1.15199
3339.57 1.64869
3339.66 2.56528
3339.70 3.33579
3339.74 4.47057
3339.79 6.32229
3339.83 9.41429
3339.88 15.2578
3339.92 26.4299
3339.96 42.2243
3340.00 52.8677
3340.04 42.2247
3340.08 26.4306
3340.10 18.9387
3340.13 13.7623
3340.16 10.3021
3340.19 7.93611
3340.24 5.06521
3340.29 3.48699
3340.35 2.53873
3340.40 1.92839
3340.51 1.22483
3340.72 0.621008
3340.94 0.378370
3341.37 0.188948
3341.80 0.118704
3342.66 0.0677521
3343.52 0.0514071
3345.24 0.0461135
3346.97 0.0571442
3347.83 0.0692610
3348.69 0.0887993
3349.55 0.121544
3350.41 0.181190
3351.27 0.306176
3351.70 0.427472
3352.13 0.640820
3352.35 0.815338
3352.56 1.07178
3352.78 1.47245
3352.99 2.14877
3353.10 2.67883
3353.21 3.42210
3353.32 4.53153
3353.42 6.24867
3353.53 9.15808
3353.58 11.4041
3353.64 14.4670
3353.69 18.9391
3353.75 25.5768
3353.80 35.6934
3353.85 50.7855
3353.93 81.3328
3354.00 101.730
3354.07 81.3291
3354.15 50.7819
3354.20 36.3902
3354.25 26.6546
3354.30 20.0795
3354.35 15.5439
3354.45 9.98711
3354.55 6.90202
3354.65 5.03578
3354.75 3.82873
3354.95 2.42636
3355.15 1.66958
3355.35 1.21871
3355.75 0.732914
3356.15 0.489873
3356.55 0.351976
3356.94 0.266205
3357.34 0.209351
3358.14 0.141272
3358.94 0.104133
3359.74 0.0822757
3360.54 0.0691119
3362.14 0.0586633
3363.73 0.0691449
3364.53 0.0923845
3365.33 0.160430
3365.73 0.252367
3366.13 0.496144
3366.33 0.808144
3366.43 1.09758
3366.53 1.57795
3366.63 2.48303
3366.68 3.26164
3366.73 4.46925
3366.78 6.47439
3366.83 10.1091
3366.85 13.0940
3366.88 17.4445
3366.90 23.9248
3366.93 33.1878
3366.95 42.8105
3366.96 53.3218
3367.00 66.3609
3367.04 53.3216
3367.07 33.1880
3367.11 20.2308
3367.15 12.9540
3367.19 8.84617
3367.22 6.37379
3367.26 4.79277
3367.30 3.72867
3367.38 2.45081
3367.45 1.72763
3367.53 1.28653
3367.68 0.802774
3367.98 0.414825
3368.28 0.269915
3368.89 0.173011
3369.50 0.163168
3370.10 0.211476
3370.41 0.272131
3370.71 0.386085
3371.01 0.625972
3371.16 0.856200
3371.31 1.25095
3371.47 2.02327
3371.54 2.71569
3371.62 3.81759
3371.69 5.78087
3371.77 9.61364
3371.81 13.1069
3371.84 18.7047
3371.86 22.7865
3371.88 28.1387
3371.90 35.1839
3371.92 44.2051
3371.94 56.5664
3371.96 70.4900
3372.00 88.4285
3372.02 82.8932
3372.04 70.4883
3372.08 44.2027
3372.12 26.5820
3372.17 17.1123
3372.21 11.6324
3372.25 8.41018
3372.29 6.29770
3372.34 4.90836
3372.42 3.21300
3372.51 2.25410
3372.59 1.66831
3372.76 1.02377
3372.93 0.692585
3373.10 0.502326
3373.44 0.301537
3373.78 0.203560
3374.12 0.148443
3374.79 0.0918235
3375.47 0.0647054
3376.15 0.0497798
3377.50 0.0354428
3378.86 0.0312661
3380.21 0.0370558
3381.57 0.0862134
3381.91 0.135996
3382.25 0.267258
3382.42 0.432645
3382.59 0.828928
3382.67 1.27846
3382.75 2.20036
3382.80 3.09764
3382.84 4.58232
3382.88 7.26959
3382.92 12.4460
3382.96 19.9535
3383.00 24.8917
3383.04 19.9535
3383.08 12.4461
3383.11 8.40835
3383.14 5.84522
3383.17 4.23150
3383.20 3.17876
3383.26 1.96140
3383.32 1.32271
3383.45 0.715843
3383.57 0.448989
3383.82 0.227083
3384.07 0.139793
3384.56 0.0720384
3385.06 0.0467196
3387.04 0.0209649
3391.00 0.0166959
3392.98 0.0206730
3394.96 0.0344188
3395.95 0.0538899
3396.94 0.108066
3397.43 0.180896
3397.93 0.376010
3398.18 0.628175
3398.30 0.864004
3398.42 1.25972
3398.55 2.01392
3398.61 2.67155
3398.67 3.70584
3398.73 5.45773
3398.80 8.73064
3398.83 11.5022
3398.86 15.6628
3398.89 22.0940
3398.92 31.7481
3398.96 50.7270
3399.00 63.4557
3399.04 50.7262
3399.08 31.7472
3399.12 21.0938
3399.15 14.4141
3399.19 10.2993
3399.22 7.72104
3399.29 4.71864
3399.36 3.15946
3399.43 2.25659
3399.50 1.69007
3399.63 1.04847
3399.77 0.711945
3399.91 0.516647
3400.19 0.309014
3400.46 0.206628
3400.74 0.149180
3401.29 0.0902202
3401.85 0.0623993
3402.40 0.0473639
3403.50 0.0335370
3404.61 0.0302570
3405.72 0.0374889
3406.82 0.0910001
3407.10 0.144072
3407.37 0.281095
3407.51 0.449325
3407.65 0.842653
3407.72 1.27032
3407.79 2.11947
3407.86 4.11624
3407.89 6.23081
3407.93 9.86841
3407.96 15.7155
3408.00 19.7118
3408.04 15.7156
3408.07 9.86849
3408.10 6.99383
3408.12 5.11892
3408.17 2.98550
3408.22 1.92099
3408.27 1.33069
3408.38 0.739363
3408.48 0.472274
3408.68 0.242665
3408.88 0.150536
3409.28 0.0779791
3409.68 0.0507952
3411.29 0.0235445
3414.50 0.0211014
3416.10 0.0274429
3417.71 0.0466934
3418.51 0.0728541
3419.31 0.143960
3419.72 0.238185
3420.12 0.485646
3420.32 0.799166
3420.42 1.08560
3420.52 1.56104
3420.62 2.44578
3420.67 3.18782
3420.72 4.31739
3420.77 6.14437
3420.82 9.33115
3420.87 15.3979
3420.89 20.4670
3420.92 27.7769
3420.96 44.3549
3421.00 55.5103
3421.04 44.3553
3421.08 27.7777
3421.13 16.2723
3421.17 10.1454
3421.22 6.80350
3421.26 4.87267
3421.31 3.62572
3421.36 2.81240
3421.45 1.82215
3421.54 1.27115
3421.63 0.940973
3421.81 0.578158
3422.18 0.288593
3422.54 0.179579
3423.27 0.101765
3424.00 0.0819081
3424.73 0.0896910
3425.46 0.141685
3425.82 0.217920
3426.19 0.422064
3426.37 0.680372
3426.55 1.30107
3426.65 2.00105
3426.74 3.45766
3426.78 4.86172
3426.83 7.18687
3426.87 11.5224
3426.92 19.6947
3426.96 31.4261
3427.00 39.3462
3427.04 31.4260
3427.08 19.6947
3427.13 11.3951
3427.17 7.11927
3427.22 4.78426
3427.27 3.40996
3427.36 1.96861
3427.45 1.27774
3427.63 0.666023
3427.82 0.412383
3428.19 0.209692
3428.56 0.132831
3429.29 0.0755008
3430.03 0.0559281
3431.50 0.0466248
3432.98 0.0537957
3434.45 0.0790914
3435.19 0.105956
3435.92 0.155088
3436.66 0.258309
3437.03 0.358476
3437.40 0.534420
3437.77 0.889353
3437.95 1.21858
3438.13 1.77304
3438.32 2.81325
3438.41 3.71107
3438.50 5.10828
3438.59 7.43952
3438.69 11.6971
3438.73 15.2206
3438.78 20.3958
3438.82 28.1818
3438.87 39.8945
3438.94 63.7641
3439.00 79.6517
3439.07 63.7619
3439.13 39.8923
3439.18 28.1800
3439.22 20.3943
3439.27 15.2195
3439.31 11.6961
3439.41 7.43895
3439.50 5.10798
3439.59 3.71098
3439.68 2.81334
3439.87 1.77344
3440.05 1.21924
3440.23 0.890262
3440.60 0.536439
3440.97 0.360648
3441.34 0.261011
3441.71 0.199314
3442.07 0.158637
3442.81 0.110526
3443.55 0.0850372
3445.02 0.0639203
3446.49 0.0652758
3447.23 0.0754223
3447.96 0.0978583
3448.70 0.148747
3449.43 0.290708
3449.80 0.478144
3449.99 0.656283
3450.17 0.963668
3450.35 1.56237
3450.45 2.10011
3450.54 2.97288
3450.63 4.52107
3450.68 5.78192
3450.72 7.63237
3450.77 10.4790
3450.81 15.1032
3450.86 23.0442
3450.88 29.0748
3450.91 36.9568
3450.95 59.1657
3451.00 73.8874
3451.05 59.1646
3451.09 36.9558
3451.13 24.9483
3451.17 17.3766
3451.21 12.5964
3451.25 9.53838
3451.32 5.88226
3451.40 3.98181
3451.47 2.85564
3451.55 2.15409
3451.70 1.34852
3451.85 0.926273
3452.00 0.678517
3452.30 0.416088
3452.60 0.287747
3452.90 0.217490
3453.51 0.153034
3454.11 0.141804
3454.71 0.190590
3455.02 0.274463
3455.32 0.502311
3455.47 0.787343
3455.62 1.45921
3455.70 2.20051
3455.77 3.66065
3455.81 5.00323
3455.85 7.10075
3455.88 10.7439
3455.92 16.9537
3455.96 27.0471
3456.00 33.8669
3456.04 27.0464
3456.08 16.9523
3456.12 10.8678
3456.15 7.24397
3456.19 5.08878
3456.23 3.77102
3456.30 2.26204
3456.37 1.51003
3456.52 0.809953
3456.67 0.509379
3456.96 0.262971
3457.25 0.166604
3457.84 0.0914065
3458.43 0.0627355
3460.78 0.0326225
3463.13 0.0287179
3465.48 0.0326893
3467.82 0.0464768
3469.00 0.0612410
3470.17 0.0884580
3470.76 0.111418
3471.35 0.146281
3471.94 0.202987
3472.52 0.304413
3473.11 0.514190
3473.40 0.715112
3473.70 1.06356
3473.99 1.75428
3474.14 2.38489
3474.28 3.41738
3474.43 5.30623
3474.51 6.89849
3474.58 9.26445
3474.65 13.0889
3474.73 19.5276
3474.76 24.5755
3474.80 31.3374
3474.84 41.0136
3474.87 54.0159
3474.94 86.5395
3475.00 107.718
3475.07 86.0040
3475.13 54.0129
3475.18 38.0677
3475.22 27.4964
3475.27 20.4875
3475.31 15.7251
3475.41 9.98351
3475.50 6.84661
3475.59 4.96937
3475.68 3.76442
3475.87 2.36992
3476.05 1.62748
3476.23 1.18706
3476.42 0.904963
3476.60 0.713670
3476.97 0.478629
3477.34 0.345474
3477.71 0.263056
3478.07 0.208738
3478.81 0.144524
3479.55 0.110536
3480.28 0.0918645
3481.02 0.0824849
3482.49 0.0847325
3483.23 0.0988663
3483.96 0.130109
3484.70 0.201221
3485.07 0.272431
3485.43 0.400410
3485.80 0.663949
3485.99 0.914547
3486.17 1.34696
3486.35 2.18875
3486.45 2.94424
3486.54 4.16922
3486.63 6.33894
3486.68 8.10322
3486.72 10.6886
3486.77 14.6578
3486.81 21.0883
3486.84 25.8257
3486.86 32.0925
3486.88 40.4252
3486.91 51.4585
3486.95 82.6395
3487.00 102.909
3487.05 82.6376
3487.09 51.4562
3487.13 37.6325
3487.16 27.8051
3487.22 16.4075
3487.28 10.6186
3487.34 7.41406
3487.40 5.42431
3487.47 4.13302
3487.59 2.63131
3487.71 1.81536
3487.84 1.33151
3488.08 0.804841
3488.33 0.541240
3488.58 0.390865
3489.07 0.234715
3489.56 0.159525
3490.06 0.117708
3491.05 0.0754922
3492.03 0.0561451
3493.02 0.0463789
3495.00 0.0403532
3496.97 0.0472461
3497.96 0.0579899
3498.95 0.0793550
3499.94 0.126369
3500.43 0.173151
3500.93 0.257439
3501.42 0.432565
3501.67 0.601048
3501.91 0.895832
3502.16 1.48269
3502.28 2.02510
3502.41 2.92077
3502.53 4.58596
3502.59 6.00016
3502.65 8.12079
3502.72 11.6156
3502.75 14.2269
3502.78 17.6276
3502.81 22.4677
3502.84 29.3167
3502.87 39.1603
3502.90 52.8024
3502.95 84.4218
3503.00 105.620
3503.03 99.3800
3503.05 84.4199
3503.10 52.8003
3503.15 31.5214
3503.21 20.0783
3503.26 13.5677
3503.31 9.75358
3503.37 7.28085
3503.42 5.65418
3503.53 3.68079
3503.63 2.57328
3503.74 1.89882
3503.95 1.15845
3504.17 0.779968
3504.38 0.562978
3504.59 0.426162
3504.81 0.335234
3505.23 0.225050
3505.66 0.163858
3506.09 0.126803
3506.51 0.103249
3507.37 0.0788434
3508.22 0.0777775
3509.07 0.143548
3509.29 0.212847
3509.50 0.388865
3509.61 0.599779
3509.71 1.06525
3509.77 1.55315
3509.82 2.44073
3509.87 4.28447
3509.90 6.00326
3509.93 8.61606
3509.96 13.7923
3510.00 17.2066
3510.04 13.7920
3510.07 8.61538
3510.11 5.27619
3510.15 3.41166
3510.22 1.71808
3510.29 1.01611
3510.37 0.675341
3510.51 0.364398
3510.66 0.233649
3510.95 0.126597
3511.25 0.0849652
3512.42 0.0397919
3514.77 0.0263790
3517.11 0.0258214
3519.46 0.0310857
3521.80 0.0458712
3522.98 0.0613725
3524.15 0.0898798
3525.32 0.150238
3525.91 0.209334
3526.50 0.314338
3527.08 0.529434
3527.38 0.732706
3527.67 1.08191
3527.96 1.76082
3528.11 2.36771
3528.26 3.33902
3528.40 5.05628
3528.48 6.43121
3528.55 8.42566
3528.62 11.4980
3528.70 16.3353
3528.77 24.4136
3528.84 38.1564
3528.92 61.1057
3529.00 76.1116
3529.08 60.7977
3529.16 38.1536
3529.24 22.7703
3529.33 14.5462
3529.41 9.91515
3529.50 7.13088
3529.58 5.35125
3529.66 4.15364
3529.83 2.70144
3530.00 1.88907
3530.17 1.39620
3530.51 0.851366
3530.84 0.572879
3531.18 0.412749
3531.52 0.311864
3531.85 0.244632
3532.52 0.163105
3533.20 0.117647
3533.87 0.0899015
3534.54 0.0719368
3535.89 0.0519453
3537.24 0.0456703
3538.58 0.0679869
3539.25 0.169595
3539.42 0.264446
3539.59 0.494050
3539.68 0.755013
3539.76 1.30336
3539.84 2.73263
3539.89 4.40513
3539.93 7.69824
3539.96 12.3549
3540.00 15.3824
3540.04 12.3548
3540.07 7.69799
3540.10 5.47078
3540.12 3.99581
3540.17 2.32557
