I-127(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
928.888 2.02693
928.946 1.25804
929.005 0.856417
929.063 0.622281
929.121 0.474911
929.238 0.307589
929.472 0.168523
929.705 0.113756
930.172 0.0716446
930.639 0.0562887
931.573 0.0459235
932.507 0.0438172
934.375 0.0478312
936.243 0.0599867
938.111 0.0867681
939.045 0.112782
939.978 0.159023
940.912 0.254956
941.379 0.348282
941.846 0.514872
942.080 0.652690
942.313 0.859666
942.547 1.19150
942.780 1.77362
943.014 2.93917
943.131 4.01903
943.247 5.82966
943.364 9.21180
943.423 12.1159
943.481 16.6017
943.539 24.0390
943.568 29.6929
943.598 37.4342
943.627 48.4037
943.656 64.3358
943.685 87.9770
943.714 122.853
943.757 196.529
943.800 245.641
943.843 196.517
943.886 122.840
943.932 73.0678
943.978 46.3519
944.024 31.4473
944.070 22.5613
944.116 16.8942
944.162 13.0945
944.254 8.50824
944.347 5.96045
944.439 4.40906
944.623 2.69812
944.807 1.82844
944.992 1.32801
945.176 1.01453
945.360 0.805672
945.729 0.554435
946.097 0.416156
946.835 0.281297
947.572 0.226152
948.309 0.206285
949.783 0.226130
950.520 0.264378
951.258 0.330821
951.995 0.445660
952.732 0.657634
953.100 0.835501
953.469 1.10461
953.838 1.53896
954.206 2.30616
954.390 2.93200
954.575 3.85735
954.759 5.30779
954.943 7.76759
955.036 9.69514
955.128 12.4326
955.220 16.5083
955.312 22.9208
955.404 33.8191
955.450 42.3130
955.496 54.2323
955.542 71.6071
955.588 97.7386
955.634 138.453
955.680 201.910
955.740 322.991
955.800 403.685
955.860 322.956
955.920 201.874
955.966 138.204
956.012 97.5055
956.058 71.3606
956.104 54.0635
956.197 33.6855
956.289 22.8369
956.381 16.4421
956.474 12.3882
956.658 7.74639
956.843 5.29956
957.028 3.85942
957.212 2.94187
957.397 2.32337
957.766 1.56977
958.136 1.15060
958.505 0.900156
958.874 0.747122
959.613 0.623781
959.982 0.645520
960.351 0.753533
960.721 1.04423
960.905 1.34608
961.090 1.88919
961.275 2.99069
961.367 4.01256
961.459 5.72416
961.552 8.90567
961.598 11.6200
961.644 15.7805
961.690 22.6097
961.736 34.7107
961.759 44.4677
961.783 58.4291
961.806 78.7712
961.829 108.146
961.847 138.446
961.864 172.862
961.900 215.975
961.918 203.225
961.936 172.850
961.971 108.130
962.013 61.5569
962.055 37.9346
962.097 25.2429
962.139 17.8871
962.181 13.2858
962.223 10.2503
962.306 6.62749
962.390 4.64288
962.474 3.44259
962.641 2.12769
962.808 1.46130
962.976 1.07721
963.311 0.672862
963.645 0.474131
963.980 0.361186
964.650 0.244048
965.319 0.191238
965.989 0.178231
966.324 0.196046
966.659 0.266202
966.826 0.363180
966.910 0.453885
966.993 0.605427
967.077 0.883821
967.119 1.11834
967.161 1.47241
967.203 2.04128
967.245 3.01725
967.286 4.83955
967.328 8.40450
967.364 13.3907
967.400 16.7154
967.436 13.3898
967.472 8.40227
967.509 5.12087
967.546 3.32067
967.583 2.29933
967.621 1.68330
967.695 1.01954
967.769 0.693687
967.844 0.511039
967.918 0.398982
968.066 0.274058
968.364 0.171328
968.661 0.130149
969.256 0.0968899
969.850 0.0850060
970.445 0.0843094
971.039 0.102038
971.337 0.131536
971.634 0.212917
971.783 0.315904
971.931 0.562562
972.006 0.837453
972.080 1.39971
972.117 1.92469
972.154 2.79212
972.191 4.32773
972.229 7.12379
972.264 11.3741
972.300 14.1964
972.336 11.3614
972.372 7.12345
972.402 4.72876
972.432 3.26143
972.462 2.35200
972.492 1.76564
972.553 1.09531
972.613 0.747325
972.734 0.419285
972.855 0.275883
973.096 0.156544
973.338 0.109129
973.821 0.0715612
974.304 0.0566841
975.270 0.0441523
976.236 0.0385069
980.101 0.0308517
982.033 0.0306665
983.965 0.0335988
984.931 0.0382451
985.897 0.0510465
986.380 0.0680661
986.863 0.113562
987.105 0.172536
987.346 0.322706
987.467 0.504590
987.528 0.665485
987.588 0.921900
987.648 1.36659
987.709 2.22687
987.739 2.98258
987.769 4.15952
987.799 6.06850
987.829 9.18987
987.865 14.6801
987.900 18.3378
987.935 14.6640
987.971 9.17770
987.994 6.62110
988.018 4.87952
988.065 2.87558
988.112 1.86505
988.159 1.30107
988.206 0.958717
988.253 0.736757
988.347 0.477381
988.441 0.338026
988.535 0.254882
988.723 0.165116
989.099 0.0949927
989.474 0.0689831
990.226 0.0504393
990.978 0.0448562
992.482 0.0438575
993.985 0.0480505
996.993 0.0685185
998.496 0.0886691
1000.00 0.122813
1000.91 0.156127
1001.82 0.207075
1002.73 0.290655
1003.64 0.441898
1004.09 0.568414
1004.55 0.760028
1005.00 1.07039
1005.46 1.62063
1005.68 2.07428
1005.91 2.74641
1006.14 3.80816
1006.37 5.62898
1006.48 7.07830
1006.59 9.16454
1006.71 12.3184
1006.82 17.3418
1006.93 26.2050
1006.99 33.3329
1007.05 43.4457
1007.10 58.9539
1007.16 83.5395
1007.22 124.354
1007.27 191.664
1007.34 306.021
1007.40 381.984
1007.46 305.986
1007.53 191.627
1007.57 133.981
1007.62 96.7978
1007.66 71.6996
1007.71 55.0807
1007.80 34.8546
1007.89 23.9375
1007.98 17.3314
1008.07 13.1014
1008.25 8.23645
1008.43 5.63385
1008.62 4.09941
1008.80 3.11560
1008.98 2.44777
1009.34 1.62418
1009.70 1.15775
1010.07 0.867002
1010.43 0.674623
1011.15 0.442704
1011.88 0.314188
1012.60 0.235575
1013.33 0.184056
1014.78 0.122973
1016.23 0.0897734
1017.68 0.0700001
1019.13 0.0576505
1022.03 0.0455452
1024.93 0.0471153
1026.38 0.0580996
1027.11 0.0706166
1027.83 0.0944307
1028.56 0.146115
1028.92 0.197568
1029.28 0.290150
1029.47 0.367616
1029.65 0.483723
1029.83 0.670189
1030.01 0.997570
1030.19 1.65820
1030.28 2.27190
1030.37 3.29001
1030.46 5.21116
1030.51 6.84243
1030.55 9.35907
1030.60 13.6279
1030.64 21.1760
1030.67 27.4892
1030.69 36.2261
1030.71 49.7333
1030.73 68.7762
1030.75 88.3960
1030.77 110.827
1030.80 137.820
1030.82 129.450
1030.83 109.503
1030.87 68.7712
1030.89 48.3251
1030.92 34.8285
1030.94 25.9095
1030.96 20.0741
1031.01 12.7017
1031.06 8.75478
1031.11 6.33817
1031.15 4.81861
1031.25 3.04913
1031.34 2.09358
1031.44 1.52688
1031.63 0.919854
1031.82 0.616061
1032.00 0.444334
1032.19 0.336943
1032.38 0.266029
1032.76 0.180439
1033.14 0.132904
1033.90 0.0848940
1034.66 0.0629593
1035.42 0.0531420
1036.17 0.0595006
1036.55 0.102395
1036.74 0.222071
1036.84 0.456464
1036.88 0.754996
1036.93 1.39908
1036.97 2.21498
1037.00 2.75789
1037.04 2.21468
1037.07 1.39843
1037.11 0.874168
1037.14 0.586474
1037.21 0.311553
1037.35 0.140390
1037.62 0.0659357
1038.17 0.0394765
1039.28 0.0295805
1041.49 0.0246744
1045.90 0.0229171
1050.32 0.0256386
1052.52 0.0319988
1053.63 0.0500869
1053.90 0.0666363
1054.18 0.108967
1054.32 0.160942
1054.45 0.283259
1054.52 0.417535
1054.59 0.687555
1054.63 0.939270
1054.66 1.33660
1054.70 2.01381
1054.73 3.19684
1054.77 5.13858
1054.80 6.39020
1054.84 5.08124
1054.87 3.19725
1054.90 2.26691
1054.92 1.66896
1054.97 0.977047
1055.02 0.634837
1055.07 0.449128
1055.16 0.260667
1055.26 0.175673
1055.46 0.102786
1055.65 0.0737478
1056.04 0.0513076
1056.43 0.0433651
1057.99 0.0379299
1061.10 0.0463395
1062.66 0.0553922
1064.22 0.0721016
1064.99 0.0887435
1065.77 0.125737
1066.16 0.170005
1066.36 0.210998
1066.55 0.281019
1066.75 0.419798
1066.84 0.546731
1066.94 0.758715
1067.04 1.15844
1067.09 1.50301
1067.14 2.02511
1067.18 2.90818
1067.23 4.46964
1067.26 5.80474
1067.28 7.67441
1067.31 10.4402
1067.33 14.5228
1067.37 23.2879
1067.40 28.9065
1067.44 23.0309
1067.47 14.5267
1067.50 10.4450
1067.52 7.68024
1067.57 4.52190
1067.62 2.94153
1067.66 2.06430
1067.71 1.53402
1067.76 1.19145
1067.86 0.793146
1067.95 0.580936
1068.05 0.455776
1068.24 0.324590
1068.43 0.263365
1068.62 0.233916
1069.00 0.221610
1069.39 0.255928
1069.58 0.299317
1069.77 0.379105
1069.96 0.543396
1070.06 0.697452
1070.15 0.955287
1070.25 1.44778
1070.30 1.87755
1070.35 2.55426
1070.39 3.70263
1070.44 5.85480
1070.47 7.68345
1070.49 10.4378
1070.51 14.7133
1070.54 21.0352
1070.55 27.0262
1070.57 33.8882
1070.60 42.1439
1070.63 33.4590
1070.66 21.0362
1070.70 12.1636
1070.74 7.59566
1070.77 5.12359
1070.81 3.70911
1070.84 2.79178
1070.88 2.18419
1070.95 1.46671
1071.02 1.06699
1071.09 0.828851
1071.24 0.567233
1071.38 0.436954
1071.52 0.364154
1071.81 0.293256
1072.38 0.256135
1072.95 0.264495
1074.10 0.339893
1075.24 0.500788
1075.81 0.638420
1076.38 0.847498
1076.95 1.18557
1077.53 1.78345
1077.81 2.27124
1078.10 2.99255
1078.38 4.12316
1078.67 6.04030
1078.81 7.54135
1078.96 9.67493
1079.10 12.8469
1079.24 17.8404
1079.39 26.3108
1079.46 32.9594
1079.53 42.1732
1079.60 55.7561
1079.67 75.9180
1079.74 107.112
1079.81 155.580
1079.91 249.725
1080.00 311.694
1080.09 248.611
1080.19 155.535
1080.27 103.344
1080.34 71.2061
1080.42 51.2010
1080.50 38.3944
1080.65 23.4826
1080.81 15.7623
1080.97 11.2513
1081.12 8.43485
1081.43 5.23505
1081.74 3.55670
1082.05 2.57348
1082.36 1.94918
1082.67 1.52963
1083.30 1.01551
1083.92 0.726451
1084.54 0.548215
1085.16 0.431176
1086.40 0.294318
1087.64 0.228179
1088.27 0.216325
1088.89 0.232250
1089.20 0.270350
1089.51 0.382493
1089.66 0.528749
1089.74 0.663308
1089.82 0.882397
1089.90 1.28476
1089.94 1.62036
1089.97 2.10841
1090.01 2.89754
1090.05 4.23149
1090.09 6.65316
1090.13 11.0758
1090.17 17.7526
1090.20 22.0478
1090.24 17.5545
1090.27 11.0749
1090.29 8.08145
1090.32 6.09678
1090.36 3.69851
1090.41 2.46117
1090.45 1.76014
1090.50 1.33016
1090.54 1.04927
1090.63 0.718487
1090.72 0.539341
1090.81 0.431832
1090.99 0.315057
1091.35 0.223773
1091.71 0.191589
1092.43 0.178604
1093.15 0.201118
1093.87 0.273140
1094.23 0.350144
1094.59 0.491351
1094.95 0.788368
1095.13 1.07501
1095.31 1.57295
1095.49 2.56620
1095.58 3.47677
1095.67 4.98717
1095.76 7.75486
1095.80 10.0851
1095.85 13.6198
1095.89 19.3077
1095.94 29.1513
1095.96 37.0731
1095.98 47.6534
1096.00 62.5072
1096.02 83.2254
1096.06 133.225
1096.10 166.599
1096.14 133.218
1096.18 83.2177
1096.21 52.4712
1096.25 34.7390
1096.28 24.2770
1096.32 17.7742
1096.39 10.6005
1096.46 7.03650
1096.54 4.98084
1096.61 3.72502
1096.75 2.30702
1096.89 1.57515
1097.04 1.14938
1097.18 0.880218
1097.32 0.699337
1097.61 0.478869
1097.89 0.354664
1098.47 0.226925
1099.04 0.165856
1099.61 0.132064
1100.75 0.0985449
1101.90 0.0847773
1103.04 0.0820952
1103.61 0.0863118
1104.19 0.101444
1104.47 0.122149
1104.76 0.176048
1104.90 0.242710
1105.04 0.400670
1105.12 0.577109
1105.19 0.930504
1105.22 1.26216
1105.26 1.80999
1105.30 2.77196
1105.33 4.44789
1105.37 7.04622
1105.40 8.76777
1105.44 7.04666
1105.47 4.44860
1105.50 3.03608
1105.53 2.17002
1105.58 1.24060
1105.63 0.797354
1105.69 0.565920
1105.80 0.340974
1105.91 0.242016
1106.12 0.158895
1106.34 0.126891
1106.78 0.103966
1107.21 0.0979041
1108.95 0.111675
1110.69 0.162564
1111.56 0.223561
1111.78 0.254423
1112.00 0.311599
1112.10 0.369441
1112.21 0.489033
1112.32 0.829565
1112.38 1.29149
1112.40 1.72073
1112.43 2.38922
1112.47 3.65688
1112.50 4.50083
1112.54 3.66492
1112.57 2.40524
1112.60 1.61407
1112.64 1.16473
1112.71 0.748502
1112.77 0.576329
1112.84 0.496507
1112.98 0.434544
1113.11 0.422085
1113.65 0.501353
1114.19 0.686917
1114.72 1.03048
1114.99 1.31719
1115.26 1.74571
1115.53 2.42920
1115.80 3.61680
1115.94 4.57357
1116.07 5.95498
1116.21 8.08933
1116.34 11.5705
1116.41 14.2550
1116.47 17.9114
1116.54 23.1393
1116.61 30.9477
1116.68 43.4842
1116.74 64.3264
1116.81 101.924
1116.84 132.307
1116.88 172.570
1116.94 277.045
1117.00 345.210
1117.06 275.221
1117.12 172.542
1117.19 103.429
1117.25 66.3902
1117.32 45.4053
1117.38 32.7318
1117.45 24.5019
1117.51 19.0507
1117.64 12.4186
1117.77 8.69097
1117.89 6.42936
1118.15 3.92383
1118.41 2.63999
1118.66 1.90229
1118.92 1.43764
1119.18 1.12945
1119.69 0.761493
1120.20 0.579567
1120.46 0.546188
1120.72 0.588637
1120.85 0.687418
1120.97 0.950706
1121.04 1.24843
1121.10 1.84421
1121.13 2.38069
1121.17 3.23411
1121.20 4.65556
1121.23 7.06574
1121.27 11.2198
1121.30 13.9027
1121.34 11.0872
1121.37 7.04750
1121.41 4.51568
1121.44 3.09906
1121.47 2.23537
1121.51 1.71296
1121.57 1.12238
1121.64 0.825718
1121.77 0.541593
1121.91 0.414523
1122.17 0.298614
1122.44 0.243560
1122.97 0.185483
1123.50 0.152098
1124.57 0.112030
1125.64 0.0880660
1127.77 0.0609623
1129.90 0.0466667
1132.03 0.0384732
1134.17 0.0342251
1136.30 0.0370540
1136.83 0.0427828
1137.36 0.0595936
1137.63 0.0822113
1137.90 0.140760
1138.03 0.213443
1138.16 0.382656
1138.23 0.568596
1138.30 0.932251
1138.33 1.27169
1138.36 1.80158
1138.40 2.69181
1138.43 4.21801
1138.47 6.76882
1138.50 8.40570
1138.54 6.69346
1138.57 4.21813
1138.61 2.49221
1138.65 1.57786
1138.69 1.07279
1138.73 0.773221
1138.81 0.456866
1138.88 0.304286
1139.04 0.168520
1139.20 0.111956
1139.51 0.0665621
1139.82 0.0490757
1141.07 0.0304999
1143.56 0.0248158
1148.55 0.0238197
1153.54 0.0284235
1154.79 0.0323437
1156.04 0.0420245
1156.66 0.0544043
1157.28 0.0871863
1157.59 0.130069
1157.91 0.241768
1158.06 0.381264
1158.14 0.508103
1158.22 0.716776
1158.30 1.09459
1158.34 1.40880
1158.37 1.87959
1158.41 2.62438
1158.45 3.88215
1158.49 6.16232
1158.53 10.3169
1158.57 16.5663
1158.60 20.5725
1158.64 16.3821
1158.67 10.3177
1158.69 7.50748
1158.72 5.64141
1158.76 3.38343
1158.81 2.21731
1158.85 1.55638
1158.90 1.15098
1158.94 0.886210
1159.03 0.577049
1159.12 0.407428
1159.21 0.306763
1159.39 0.196671
1159.75 0.110159
1160.10 0.0778842
1160.82 0.0547018
1161.54 0.0475566
1162.97 0.0458636
1164.40 0.0509546
1165.83 0.0624449
1167.26 0.0878096
1167.98 0.114936
1168.70 0.174635
1169.05 0.242132
1169.23 0.301756
1169.41 0.400086
1169.59 0.585120
1169.68 0.750320
1169.77 1.01595
1169.86 1.50113
1169.91 1.90824
1169.95 2.50980
1169.99 3.50003
1170.04 5.23259
1170.08 8.55500
1170.11 11.2765
1170.13 15.1326
1170.16 23.9737
1170.20 29.8505
1170.24 24.0252
1170.27 15.2367
1170.31 9.71025
1170.34 6.57904
1170.38 4.77460
1170.41 3.71502
1170.48 2.61374
1170.55 2.25319
1170.62 2.36510
1170.69 3.06848
1170.72 3.83594
1170.76 5.09341
1170.79 7.34279
1170.83 11.1708
1170.86 17.6045
1170.90 21.7421
1170.94 17.3622
1170.97 11.0569
1171.02 6.44743
1171.06 4.10923
1171.10 2.85588
1171.15 2.12655
1171.23 1.36893
1171.32 1.01038
1171.49 0.705799
1171.66 0.601814
1172.01 0.603486
1172.35 0.778141
1172.52 0.950296
1172.69 1.21966
1172.86 1.65888
1173.04 2.42534
1173.21 3.95118
1173.29 5.34266
1173.38 7.63541
1173.47 11.7927
1173.51 15.2544
1173.55 20.4472
1173.59 28.6752
1173.64 42.6040
1173.66 53.5883
1173.68 67.9555
1173.70 87.6929
1173.72 114.607
1173.76 183.937
1173.80 230.409
1173.84 183.927
1173.88 114.596
1173.91 81.3883
1173.93 59.8577
1173.98 35.1425
1174.04 22.6904
1174.09 15.7396
1174.14 11.4545
1174.19 8.73744
1174.30 5.55618
1174.40 3.83055
1174.51 2.81084
1174.71 1.70535
1174.92 1.14941
1175.13 0.833865
1175.34 0.636144
1175.55 0.505292
1175.97 0.346927
1176.38 0.259238
1177.22 0.170909
1178.05 0.130378
1178.89 0.109486
1180.55 0.0925666
1182.22 0.0910497
1183.89 0.100139
1184.73 0.111167
1185.56 0.135652
1185.98 0.164386
1186.39 0.236021
1186.60 0.325534
1186.81 0.545197
1186.92 0.805846
1186.97 1.02920
1187.02 1.37693
1187.07 1.95782
1187.12 3.02135
1187.15 3.90409
1187.18 5.20449
1187.20 7.16898
1187.23 10.1400
1187.26 16.2797
1187.30 20.2408
1187.34 16.1037
1187.37 10.1422
1187.40 7.55411
1187.42 5.72692
1187.46 3.52928
1187.51 2.36899
1187.55 1.70165
1187.59 1.28825
1187.64 1.01639
1187.73 0.694460
1187.81 0.519518
1187.90 0.414583
1188.08 0.301244
1188.43 0.214571
1188.78 0.185230
1189.48 0.171153
1190.19 0.175873
1191.59 0.205902
1193.00 0.257098
1194.41 0.337747
1195.82 0.471800
1197.22 0.734130
1197.93 1.05753
1198.10 1.24605
1198.28 1.63173
1198.37 2.03718
1198.45 2.86691
1198.50 3.66270
1198.54 5.04082
1198.59 7.65460
1198.63 12.7647
1198.66 19.7872
1198.70 24.4836
1198.74 19.8223
1198.77 12.8345
1198.81 8.55571
1198.84 6.14711
1198.87 4.71125
1198.91 3.81497
1198.97 2.83144
1199.04 2.35200
1199.17 1.95354
1199.30 1.83912
1199.83 2.07479
1200.36 2.75558
1200.89 3.96064
1201.16 4.90511
1201.42 6.23833
1201.69 8.19860
1201.95 11.2352
1202.22 16.2663
1202.48 25.3572
1202.61 32.8349
1202.75 43.6270
1202.88 59.6477
1203.01 83.4143
1203.21 134.044
1203.40 168.035
1203.60 133.995
1203.79 83.3679
1203.94 57.7333
1204.08 41.1307
1204.23 30.3338
1204.37 23.1067
1204.66 14.5254
1204.95 9.90662
1205.24 7.17047
1205.53 5.42791
1206.11 3.43194
1206.69 2.39345
1207.27 1.82574
1207.85 1.69000
1208.00 1.84556
1208.14 2.32605
1208.21 2.90859
1208.29 4.11273
1208.32 5.23902
1208.36 7.09819
1208.39 10.3498
1208.43 16.1980
1208.47 25.3286
1208.50 31.1597
1208.54 25.0343
1208.57 16.1489
1208.60 11.5824
1208.62 8.58343
1208.68 5.27819
1208.73 3.67795
1208.78 2.81647
1208.88 1.94132
1208.99 1.53682
1209.19 1.16593
1209.40 0.994177
1210.23 0.735450
1211.06 0.657651
1211.88 0.676479
1212.71 0.840199
1213.12 1.03701
1213.54 1.41083
1213.95 2.20312
1214.16 2.96497
1214.37 4.28591
1214.57 6.86591
1214.68 9.19931
1214.78 12.9501
1214.83 15.7886
1214.88 19.6687
1214.94 25.1506
1214.99 33.0193
1215.04 45.3237
1215.09 64.8245
1215.12 79.4266
1215.14 98.7570
1215.17 124.467
1215.19 156.850
1215.25 251.569
1215.30 313.067
1215.33 294.378
1215.35 249.679
1215.41 156.823
1215.46 97.0406
1215.51 63.3559
1215.57 43.8511
1215.62 31.8920
1215.67 24.1402
1215.73 18.8693
1215.83 12.4549
1215.94 8.80257
1216.04 6.55621
1216.25 4.06638
1216.47 2.78055
1216.68 2.03747
1217.10 1.25063
1217.52 0.862295
1217.94 0.641815
1218.79 0.411528
1219.64 0.297760
1220.48 0.232401
1222.17 0.163404
1223.86 0.132687
1225.55 0.130415
1226.40 0.150773
1226.82 0.175567
1227.24 0.223387
1227.67 0.327443
1227.88 0.429640
1228.09 0.611197
1228.30 0.982010
1228.41 1.33046
1228.51 1.91649
1228.62 3.04062
1228.67 4.02605
1228.72 5.54689
1228.77 8.17643
1228.83 13.1305
1228.85 17.4583
1228.88 23.7621
1228.91 33.5167
1228.93 48.6612
1228.97 77.5436
1229.00 96.6850
1229.03 77.5407
1229.07 48.6576
1229.09 33.9824
1229.12 24.6757
1229.14 18.4710
1229.17 14.2341
1229.21 9.09747
1229.26 6.27462
1229.31 4.55066
1229.36 3.46791
1229.45 2.20931
1229.55 1.53093
1229.65 1.13226
1229.84 0.700238
1230.03 0.485110
1230.23 0.362743
1230.61 0.236225
1231.00 0.175419
1231.38 0.142184
1232.15 0.111356
1232.93 0.105814
1233.70 0.130973
1234.08 0.175796
1234.28 0.221483
1234.47 0.303216
1234.66 0.471098
1234.76 0.630074
1234.85 0.897863
1234.95 1.41338
1235.00 1.86068
1235.05 2.56567
1235.09 3.76328
1235.14 6.01066
1235.17 7.92274
1235.19 10.8067
1235.21 15.2929
1235.24 22.3011
1235.27 35.5498
1235.30 44.3404
1235.33 35.5485
1235.36 22.2992
1235.39 14.3952
1235.42 9.83181
1235.44 7.03146
1235.47 5.23862
1235.53 3.17682
1235.58 2.13808
1235.64 1.52933
1235.69 1.15621
1235.80 0.730660
1235.91 0.509443
1236.02 0.380089
1236.23 0.242991
1236.45 0.174899
1236.67 0.136232
1237.10 0.0959574
1237.98 0.0647333
1238.85 0.0525879
1240.59 0.0450192
1241.46 0.0540952
1241.90 0.0925935
1242.11 0.202687
1242.22 0.432959
1242.28 0.751772
1242.33 1.51513
1242.37 2.39932
1242.40 2.98739
1242.44 2.39926
1242.47 1.51496
1242.53 0.709378
1242.59 0.399651
1242.70 0.184452
1242.94 0.0843386
1243.40 0.0485587
1244.34 0.0373071
1246.20 0.0353148
1248.07 0.0468062
1248.53 0.0589939
1249.00 0.0916772
1249.23 0.133892
1249.46 0.240847
1249.58 0.370284
1249.70 0.662416
1249.76 0.976528
1249.81 1.56833
1249.84 2.08074
1249.87 2.86734
1249.90 4.11941
1249.93 6.13016
1249.97 9.84456
1250.00 12.2296
1250.04 9.73498
1250.07 6.13072
1250.10 3.96100
1250.14 2.67501
1250.17 1.89953
1250.20 1.40976
1250.26 0.861135
1250.33 0.585083
1250.45 0.324197
1250.58 0.212766
1250.84 0.121282
1251.09 0.0861078
1251.60 0.0604158
1252.11 0.0526363
1253.13 0.0525168
1254.15 0.0638037
1255.17 0.0928527
1255.68 0.122651
1256.19 0.177071
1256.70 0.291899
1256.96 0.404070
1257.21 0.603641
1257.34 0.768340
1257.47 1.01162
1257.59 1.39967
1257.72 2.06133
1257.85 3.35326
1257.91 4.50934
1257.98 6.34041
1258.04 9.60179
1258.10 16.0685
1258.14 21.8972
1258.17 31.2122
1258.20 46.8365
1258.22 58.4413
1258.23 72.4342
1258.25 93.5098
1258.27 116.113
1258.30 143.952
1258.32 134.886
1258.34 114.785
1258.37 72.4297
1258.39 52.2453
1258.41 38.9604
1258.46 23.0679
1258.50 14.9603
1258.55 10.4025
1258.59 7.62252
1258.64 5.81404
1258.73 3.71041
1258.82 2.56025
1258.91 1.87902
1259.09 1.13479
1259.27 0.761797
1259.44 0.548897
1259.62 0.416124
1259.80 0.327830
1260.16 0.221265
1260.52 0.162284
1261.24 0.102789
1261.95 0.0753630
1262.67 0.0611909
1264.10 0.0504418
1265.53 0.0540216
1266.25 0.0626538
1266.97 0.0806853
1267.68 0.121120
1268.04 0.161542
1268.40 0.234559
1268.76 0.387318
1268.94 0.534477
1269.12 0.792849
1269.30 1.31007
1269.39 1.79196
1269.48 2.59058
1269.57 4.09576
1269.61 5.38949
1269.65 7.33814
1269.70 10.6204
1269.74 16.5394
1269.77 21.5038
1269.79 28.3895
1269.81 38.4993
1269.83 53.3139
1269.85 68.6214
1269.87 86.1773
1269.90 107.382
1269.92 100.799
1269.93 85.1403
1269.97 53.3108
1270.00 31.1880
1270.04 19.5644
1270.08 13.1768
1270.11 9.48055
1270.15 7.06731
1270.19 5.49544
1270.26 3.56706
1270.33 2.48706
1270.41 1.83989
1270.55 1.12601
1270.70 0.760780
1270.85 0.552041
1271.14 0.333301
1271.43 0.226988
1271.72 0.167831
1272.31 0.108382
1272.90 0.0813810
1273.48 0.0680655
1274.65 0.0607491
1275.82 0.0724205
1276.41 0.0893059
1276.99 0.122485
1277.58 0.195111
1277.87 0.267156
1278.16 0.395995
1278.31 0.503309
1278.46 0.663002
1278.60 0.917329
1278.75 1.35845
1278.89 2.23321
1278.97 3.02291
1279.04 4.31811
1279.11 6.65188
1279.15 8.61511
1279.19 11.4629
1279.22 16.0680
1279.26 23.5663
1279.28 29.5990
1279.30 37.3941
1279.31 48.0313
1279.33 62.4281
1279.35 79.9115
1279.37 99.8974
1279.40 124.886
1279.43 99.8942
1279.47 62.4243
1279.51 36.8914
1279.54 23.2945
1279.58 15.7537
1279.62 11.2687
1279.65 8.42397
1279.69 6.52046
1279.76 4.22546
1279.84 2.95454
1279.91 2.18073
1280.06 1.32863
1280.21 0.895566
1280.36 0.646153
1280.50 0.489613
1280.65 0.385000
1280.95 0.258290
1281.24 0.187430
1281.84 0.115246
1282.43 0.0812860
1283.02 0.0629470
1284.20 0.0461793
1285.39 0.0427485
1286.57 0.0539385
1287.16 0.0744346
1287.75 0.133985
1288.05 0.214292
1288.20 0.291607
1288.35 0.426714
1288.49 0.694843
1288.57 0.940432
1288.64 1.34743
1288.72 2.09215
1288.75 2.71820
1288.79 3.66633
1288.83 5.18834
1288.86 7.81253
1288.90 12.7143
1288.94 21.9788
1288.97 35.2339
1289.00 43.6471
1289.03 34.7933
1289.06 21.9775
1289.08 16.1010
1289.10 12.1825
1289.14 7.35988
1289.18 4.83663
1289.22 3.39444
1289.26 2.50480
1289.30 1.92138
1289.37 1.23823
1289.45 0.861070
1289.53 0.636890
1289.68 0.390509
1289.84 0.265850
1290.00 0.195035
1290.31 0.121227
1290.93 0.0657858
1291.55 0.0462154
1292.79 0.0388519
1293.41 0.0630281
1293.72 0.146215
1293.88 0.352041
1293.95 0.711026
1293.99 1.12319
1294.03 1.88042
1294.07 2.99036
1294.10 3.72855
1294.14 2.99030
1294.17 1.88024
1294.20 1.26203
1294.23 0.879168
1294.29 0.488852
1294.40 0.216066
1294.63 0.0867059
1295.09 0.0410436
1296.00 0.0299465
1296.92 0.0455799
1297.37 0.109185
1297.49 0.165162
1297.60 0.291922
1297.66 0.425382
1297.72 0.679725
1297.77 1.23648
1297.80 1.78310
1297.83 2.62674
1297.87 4.18119
1297.90 5.21299
1297.94 4.18122
1297.97 2.62672
1298.01 1.58429
1298.04 1.02894
1298.12 0.515167
1298.19 0.307679
1298.26 0.207164
1298.41 0.115576
1298.55 0.0769555
1299.13 0.0335910
1300.29 0.0208102
1302.61 0.0175677
1307.25 0.0196164
1309.57 0.0232125
1311.90 0.0314025
1313.06 0.0409033
1314.22 0.0645933
1314.80 0.0950531
1315.38 0.176153
1315.67 0.282342
1315.81 0.383582
1315.96 0.559437
1316.10 0.906205
1316.17 1.22482
1316.25 1.74280
1316.32 2.69750
1316.36 3.48419
1316.39 4.66396
1316.43 6.59972
1316.46 9.81556
1316.50 15.6902
1316.54 26.9025
1316.57 42.8599
1316.60 53.4303
1316.63 42.8590
1316.66 26.9016
1316.69 18.6597
1316.71 13.3036
1316.74 9.81559
1316.76 7.47961
1316.81 4.70559
1316.86 3.23600
1316.90 2.34236
1316.95 1.77353
1317.05 1.12539
1317.14 0.778525
1317.24 0.575800
1317.43 0.357491
1317.62 0.249774
1317.81 0.189168
1318.19 0.127723
