Se-80(n,g) ENDF/B-VII.1
1470.83 7.06324
1471.06 4.36764
1471.30 2.96447
1471.53 2.14394
1471.76 1.62350
1471.99 1.27428
1472.45 0.845819
1472.92 0.604339
1473.38 0.455022
1473.85 0.356496
1474.77 0.238183
1475.70 0.172801
1476.63 0.132883
1477.55 0.106747
1479.41 0.0757498
1481.26 0.0588150
1484.97 0.0419525
1488.68 0.0342241
1492.39 0.0301266
1499.81 0.0263145
1529.48 0.0245394
1559.15 0.0267494
1573.99 0.0283361
1588.83 0.0301867
1596.25 0.0312131
1603.66 0.0323102
1611.08 0.0334821
1618.50 0.0347337
1625.92 0.0360708
1633.34 0.0374996
1640.76 0.0390277
1648.17 0.0406636
1655.59 0.0424173
1663.01 0.0442992
1677.85 0.0484987
1692.68 0.0533815
1707.52 0.0591016
1722.36 0.0658599
1737.19 0.0739211
1752.03 0.0836425
1766.86 0.0955101
1781.70 0.110206
1796.54 0.128698
1811.37 0.152410
1826.21 0.183496
1841.05 0.225331
1855.88 0.283420
1870.72 0.367232
1885.56 0.493980
1900.39 0.697263
1915.23 1.04767
1922.65 1.32160
1930.06 1.70325
1937.48 2.24179
1944.90 2.99634
1957.45 4.77067
1970.00 5.91287
1982.55 4.69253
1995.10 2.92114
2000.00 2.40338
2008.77 1.72169
2017.53 1.26934
2035.06 0.752268
2052.59 0.489725
2070.12 0.341683
2087.65 0.250985
2105.18 0.191753
2140.24 0.122012
2175.31 0.0842801
2210.37 0.0616801
2280.49 0.0372178
2350.61 0.0250321
2420.73 0.0181412
2490.85 0.0138987
2560.98 0.0111261
2701.22 0.00790851
2841.46 0.00628082
3121.95 0.00517222
3402.44 0.00583167
3542.68 0.00699323
3682.93 0.00925803
3823.17 0.0140276
3893.29 0.0185865
3928.35 0.0219533
3963.41 0.0265021
3980.94 0.0294021
3989.71 0.0310542
3998.47 0.0328642
4007.24 0.0348532
4016.01 0.0370453
4020.39 0.0382266
4024.77 0.0394695
4029.15 0.0407793
4033.54 0.0421600
4042.30 0.0451579
4051.07 0.0485110
4059.83 0.0522787
4068.60 0.0565323
4086.13 0.0668680
4103.66 0.0805008
4121.19 0.0989950
4138.72 0.124947
4156.25 0.162921
4173.78 0.221467
4191.31 0.317960
4200.08 0.391022
4208.84 0.491125
4217.61 0.632004
4226.37 0.835632
4235.14 1.13600
4243.90 1.57785
4256.95 2.51465
4270.00 3.12833
4283.05 2.49513
4296.10 1.55936
4309.27 0.957020
4322.44 0.621741
4335.61 0.429417
4348.77 0.312350
4361.94 0.236927
4375.11 0.185931
4401.45 0.123964
4427.78 0.0896183
4454.12 0.0689663
4506.79 0.0475025
4559.46 0.0395064
4612.14 0.0422453
4638.47 0.0518637
4651.64 0.0622379
4664.81 0.0813594
4677.98 0.121497
4684.56 0.160258
4691.14 0.228234
4694.44 0.283257
4696.08 0.319536
4697.73 0.364010
4699.37 0.419335
4700.20 0.452197
4701.02 0.489324
4701.84 0.531483
4702.67 0.579619
4704.31 0.698826
4705.96 0.860588
4707.60 1.08751
4709.25 1.41911
4710.90 1.92904
4712.54 2.76561
4713.37 3.39594
4714.19 4.25544
4715.01 5.45764
4715.83 7.18178
4716.66 9.70082
4717.48 13.3682
4718.74 21.3444
4720.00 26.6440
4721.27 21.2964
4722.53 13.3018
4723.61 8.75192
4724.70 5.98761
4725.78 4.28595
4726.87 3.19439
4729.03 1.95289
4731.20 1.31192
4733.37 0.941873
4735.54 0.710290
4739.87 0.448766
4744.21 0.312717
4748.54 0.233301
4757.21 0.149310
4765.89 0.108433
4774.56 0.0857731
4791.90 0.0635313
4809.24 0.0543344
4826.58 0.0508203
4861.27 0.0523445
4878.61 0.0561454
4887.28 0.0587818
4895.95 0.0619525
4904.62 0.0657126
4913.29 0.0701377
4921.96 0.0753265
4930.63 0.0814066
4939.30 0.0885416
4947.98 0.0969409
4956.65 0.106874
4965.32 0.118691
4973.99 0.132849
4982.66 0.149952
5000.00 0.196500
5015.73 0.260652
5031.45 0.360446
5047.18 0.521799
5062.90 0.785424
5081.45 1.24961
5100.00 1.55302
5109.28 1.45828
5118.55 1.23797
5137.10 0.774377
5149.93 0.552507
5162.76 0.404281
5175.59 0.305742
5188.42 0.239644
5201.25 0.196315
5214.08 0.175163
5220.50 0.180373
5226.91 0.222121
5230.12 0.290564
5231.72 0.360971
5233.33 0.490024
5234.93 0.762727
5235.73 1.02841
5236.53 1.49872
5237.34 2.45107
5237.74 3.34249
5238.14 4.85532
5238.54 7.72654
5238.74 10.2426
5238.94 14.1876
5239.14 20.9243
5239.34 33.5033
5239.44 44.1938
5239.54 60.3037
5239.64 85.3419
5239.74 124.443
5239.87 199.082
5240.00 248.850
5240.13 199.073
5240.26 124.438
5240.36 84.7200
5240.46 59.5167
5240.57 43.4261
5240.67 32.8983
5240.87 20.4875
5241.07 13.8911
5241.28 9.99879
5241.48 7.54569
5241.89 4.73883
5242.29 3.25736
5242.70 2.38683
5243.51 1.45500
5244.33 0.993998
5245.14 0.732732
5246.76 0.462630
5248.39 0.332378
5250.01 0.259418
5253.27 0.183870
5256.52 0.146662
5259.77 0.124936
5266.27 0.100533
5279.27 0.0773141
5292.28 0.0646471
5318.29 0.0493338
5344.30 0.0398078
5396.31 0.0286392
5448.33 0.0231179
5500.35 0.0216681
5526.36 0.0229594
5552.37 0.0268750
5578.37 0.0367946
5591.38 0.0470690
5604.38 0.0657481
5617.39 0.104385
5623.89 0.141090
5630.39 0.204218
5636.89 0.326312
5640.15 0.435060
5641.77 0.511440
5643.40 0.609928
5644.21 0.670244
5645.02 0.739930
5645.84 0.820982
5646.65 0.915818
5647.46 1.02794
5648.27 1.16149
5649.09 1.32206
5649.90 1.51682
5650.71 1.75624
5651.52 2.05368
5652.34 2.42774
5653.15 2.90335
5653.96 3.51660
5654.78 4.31358
5655.59 5.35240
5656.40 6.69146
5657.30 8.55867
5658.20 10.6902
5660.00 13.3478
5660.90 12.5574
5661.81 10.6696
5663.61 6.66440
5665.39 4.12563
5667.17 2.69485
5668.96 1.86593
5670.74 1.35767
5672.52 1.02786
5674.30 0.803554
5677.86 0.528679
5681.43 0.373932
5684.99 0.278707
5692.12 0.172746
5699.24 0.118331
5706.37 0.0867613
5720.62 0.0534282
5734.88 0.0370648
5749.13 0.0277957
5777.64 0.0181356
5806.14 0.0133836
5834.65 0.0106483
5891.66 0.00772671
5948.68 0.00634467
6005.69 0.00602509
6034.20 0.00662955
6048.45 0.00745433
6062.70 0.00912553
6076.96 0.0129177
6084.08 0.0167940
6091.21 0.0239553
6098.34 0.0393878
6101.90 0.0548051
6105.46 0.0829303
6107.24 0.106624
6109.03 0.142777
6110.81 0.201929
6112.59 0.308591
6113.48 0.397507
6114.37 0.531779
6115.26 0.748395
6116.15 1.13077
6116.60 1.44356
6117.04 1.90538
6117.49 2.63173
6117.93 3.86259
6118.38 6.20766
6118.60 8.26120
6118.83 11.4869
6119.05 17.0031
6119.27 27.3407
6119.38 36.2533
6119.49 49.6374
6119.60 70.5418
6119.72 103.375
6119.86 165.657
6120.00 206.798
6120.14 165.185
6120.29 103.371
6120.41 67.5697
6120.53 45.9637
6120.66 32.7397
6120.78 24.2942
6121.03 14.7302
6121.28 9.82540
6121.52 6.98819
6121.77 5.21585
6122.27 3.21978
6122.76 2.17983
6123.26 1.57344
6123.75 1.18825
6124.25 0.929476
6125.24 0.613315
6126.23 0.435153
6127.22 0.324995
6128.21 0.252178
6130.20 0.164942
6132.18 0.116669
6134.16 0.0871885
6136.14 0.0678812
6140.10 0.0449385
6144.07 0.0323471
6152.00 0.0196972
6159.92 0.0137675
6167.85 0.0105076
6183.70 0.00720270
6199.56 0.00561725
6215.41 0.00471496
6247.12 0.00373816
6310.54 0.00287041
6373.96 0.00242898
6627.63 0.00158929
6881.30 0.00117958
7134.98 0.000929511
7642.32 0.000679097
7769.16 0.000678288
7895.99 0.000773956
7959.41 0.000948519
8022.83 0.00148409
8054.54 0.00224944
8086.25 0.00444545
8102.10 0.00751341
8117.96 0.0162189
8125.88 0.0282887
8129.85 0.0403175
8133.81 0.0622233
8137.78 0.108760
8139.76 0.154696
8141.74 0.237418
8142.73 0.306285
8143.72 0.410149
8144.71 0.577424
8145.70 0.872423
8146.20 1.11294
8146.69 1.46731
8147.19 2.02281
8147.68 2.96017
8148.18 4.73331
8148.43 6.27456
8148.68 8.67834
8148.92 12.7422
8149.17 20.2348
8149.29 26.5466
8149.42 35.9499
8149.54 50.3509
8149.67 72.2372
8149.83 115.733
8150.00 144.504
8150.17 115.452
8150.34 72.2342
8150.45 51.8076
8150.56 37.9711
8150.67 28.6166
8150.79 22.1588
8151.01 14.2405
8151.24 9.84106
8151.47 7.17839
8151.69 5.45563
8152.14 3.44944
8152.59 2.37026
8153.05 1.72807
8153.50 1.31417
8153.95 1.03322
8154.85 0.685923
8155.76 0.488386
8156.66 0.365340
8157.56 0.283564
8159.37 0.185025
8161.17 0.130247
8162.98 0.0966739
8164.79 0.0746231
8168.40 0.0483720
8172.01 0.0339449
8179.24 0.0194445
8186.46 0.0126660
8193.69 0.00896117
8208.14 0.00525546
8237.04 0.00258745
8265.94 0.00164462
8323.74 0.000960877
8381.54 0.000713436
8497.15 0.000523169
8612.75 0.000444789
9075.16 0.000328825
9999.99 0.000256881
10000.0 0.0776606
12500.0 0.0661150
15000.0 0.0576541
17000.0 0.0525284
20000.0 0.0464771
25000.0 0.0392562
30000.0 0.0343966
35000.0 0.0309018
40000.0 0.0282743
50000.0 0.0246500
60000.0 0.0222868
70000.0 0.0209237
80000.0 0.0197949
99999.9 0.0182259
100000 0.0183726
150000 0.0166857
200000 0.0161757
250000 0.0160736
300000 0.0160953
500000 0.0162813
674608 0.0169070
700000 0.0108217
800000 0.00779106
900000 0.00708615
904055 0.00707764
1.00000E+06 0.00688924
1.25000E+06 0.00740547
1.46759E+06 0.00828514
1.46759E+06 0.00828510
1.49777E+06 0.00787287
1.50000E+06 0.00779765
1.72298E+06 0.00728342
1.75000E+06 0.00649711
1.89705E+06 0.00600470
1.98494E+06 0.00591394
1.98494E+06 0.00591392
2.00000E+06 0.00578768
2.07394E+06 0.00566333
2.14787E+06 0.00554586
2.14787E+06 0.00554586
2.19607E+06 0.00544103
2.24427E+06 0.00534040
2.29247E+06 0.00524371
2.34067E+06 0.00515073
2.34068E+06 0.00515072
2.37369E+06 0.00509530
2.45024E+06 0.00496779
2.52679E+06 0.00484724
2.52680E+06 0.00484723
2.54603E+06 0.00480169
2.54604E+06 0.00480168
2.60320E+06 0.00470931
2.66036E+06 0.00462066
2.70603E+06 0.00460175
2.75170E+06 0.00458323
2.80932E+06 0.00447818
2.84972E+06 0.00440876
2.86116E+06 0.00438218
2.86116E+06 0.00438217
2.86288E+06 0.00437496
2.86288E+06 0.00437494
2.87210E+06 0.00433805
2.92840E+06 0.00416734
2.98470E+06 0.00400640
2.98470E+06 0.00400639
3.00000E+06 0.00394319
3.06318E+06 0.00382896
3.06318E+06 0.00382896
3.07705E+06 0.00380819
3.07705E+06 0.00380819
3.12136E+06 0.00375858
3.16566E+06 0.00371030
3.21548E+06 0.00367361
3.23988E+06 0.00365945
3.23988E+06 0.00365945
3.26732E+06 0.00364164
3.26733E+06 0.00364164
3.28950E+06 0.00362793
3.28950E+06 0.00362793
3.32180E+06 0.00360536
3.32181E+06 0.00360536
3.35846E+06 0.00358197
3.35846E+06 0.00358197
3.39269E+06 0.00356542
3.43380E+06 0.00354982
3.50458E+06 0.00341208
3.57535E+06 0.00328228
3.64613E+06 0.00315982
3.71690E+06 0.00304415
3.78768E+06 0.00293478
3.85845E+06 0.00283126
3.92923E+06 0.00273317
4.00000E+06 0.00264014
4.06131E+06 0.00255300
4.12262E+06 0.00246999
4.18392E+06 0.00239083
4.24523E+06 0.00231531
4.30654E+06 0.00224321
4.36785E+06 0.00217433
4.42915E+06 0.00210848
4.49046E+06 0.00204548
4.55177E+06 0.00198519
4.61308E+06 0.00192744
4.67438E+06 0.00187210
4.73569E+06 0.00181905
4.79700E+06 0.00176815
4.85831E+06 0.00171929
4.91961E+06 0.00167237
4.98092E+06 0.00162729
5.00000E+06 0.00161362
5.12500E+06 0.00151408
5.25000E+06 0.00142287
5.37500E+06 0.00133911
5.50000E+06 0.00126203
5.62500E+06 0.00119098
5.75000E+06 0.00112536
5.87500E+06 0.00106466
6.00000E+06 0.00100840
6.03005E+06 0.000992502
6.06009E+06 0.000976933
6.09014E+06 0.000961683
6.12019E+06 0.000946745
6.15023E+06 0.000932109
6.18028E+06 0.000917770
6.21032E+06 0.000903720
6.24037E+06 0.000889951
6.27042E+06 0.000876455
6.30046E+06 0.000863228
6.33051E+06 0.000850262
6.36056E+06 0.000837551
6.39060E+06 0.000825088
6.42065E+06 0.000812868
6.45069E+06 0.000800885
6.48074E+06 0.000789133
6.51319E+06 0.000776692
6.54565E+06 0.000764508
6.57810E+06 0.000752574
6.61056E+06 0.000740884
6.64301E+06 0.000729431
6.67546E+06 0.000718210
6.70792E+06 0.000707214
6.74037E+06 0.000696439
6.77282E+06 0.000685878
6.80528E+06 0.000675527
6.83773E+06 0.000665380
6.87019E+06 0.000655433
6.90264E+06 0.000645680
6.93509E+06 0.000636117
6.96755E+06 0.000626740
7.00000E+06 0.000617543
7.05766E+06 0.000599185
7.16998E+06 0.000565374
7.28229E+06 0.000533953
7.39818E+06 0.000503823
7.51407E+06 0.000475822
7.63365E+06 0.000448972
7.75323E+06 0.000424020
7.87662E+06 0.000400093
8.00000E+06 0.000377857
8.05977E+06 0.000369225
8.11954E+06 0.000360851
8.17930E+06 0.000352727
8.23907E+06 0.000344843
8.30062E+06 0.000336965
8.36218E+06 0.000329323
8.42373E+06 0.000321909
8.48528E+06 0.000314714
8.54867E+06 0.000309648
8.61207E+06 0.000304701
8.67546E+06 0.000299868
8.73885E+06 0.000295146
8.80414E+06 0.000290395
8.86943E+06 0.000285755
8.93471E+06 0.000281223
9.00000E+06 0.000276794
9.06937E+06 0.000278910
9.13873E+06 0.000281026
9.18224E+06 0.000282354
9.22576E+06 0.000283681
9.26927E+06 0.000285008
9.31278E+06 0.000286336
9.35629E+06 0.000287663
9.39981E+06 0.000288990
9.44332E+06 0.000290317
9.48683E+06 0.000291644
9.55098E+06 0.000295571
9.61512E+06 0.000299524
9.67927E+06 0.000303503
9.74342E+06 0.000307508
9.80756E+06 0.000311539
9.87171E+06 0.000315597
9.93585E+06 0.000319680
1.00000E+07 0.000323789
1.00210E+07 0.000327292
1.00420E+07 0.000330826
1.00713E+07 0.000335800
1.01005E+07 0.000340835
1.01298E+07 0.000345930
1.01590E+07 0.000351085
1.01883E+07 0.000356303
1.02175E+07 0.000361581
1.02468E+07 0.000366924
1.02761E+07 0.000372329
1.03053E+07 0.000377799
1.03346E+07 0.000383334
1.03638E+07 0.000388934
1.03931E+07 0.000394598
1.04223E+07 0.000400330
1.04516E+07 0.000406126
1.04809E+07 0.000411993
1.05101E+07 0.000417925
1.05407E+07 0.000424208
1.05713E+07 0.000430567
1.06020E+07 0.000437003
1.06326E+07 0.000443516
1.06632E+07 0.000450107
1.06938E+07 0.000456777
1.07244E+07 0.000463526
1.07551E+07 0.000470352
1.07857E+07 0.000477262
1.08163E+07 0.000484253
1.08469E+07 0.000491327
1.08775E+07 0.000498483
1.09082E+07 0.000505723
1.09388E+07 0.000513047
1.09694E+07 0.000520457
1.10000E+07 0.000527950
1.10598E+07 0.000544786
1.11195E+07 0.000562064
1.11793E+07 0.000579793
1.12390E+07 0.000597982
1.12988E+07 0.000616640
1.13585E+07 0.000635778
1.14183E+07 0.000655404
1.14780E+07 0.000675530
1.14891E+07 0.000679324
1.16168E+07 0.000717670
1.17446E+07 0.000757721
1.18723E+07 0.000799542
1.20000E+07 0.000843182
1.20459E+07 0.000850461
1.20460E+07 0.000850469
1.21652E+07 0.000869538
1.22844E+07 0.000888848
1.24037E+07 0.000908395
1.25230E+07 0.000928178
1.26422E+07 0.000948200
1.27615E+07 0.000968458
1.28807E+07 0.000988955
1.30000E+07 0.00100969
1.30097E+07 0.00100961
1.30194E+07 0.00100953
1.30501E+07 0.00100928
1.30807E+07 0.00100903
1.31113E+07 0.00100878
1.31420E+07 0.00100853
1.31726E+07 0.00100828
1.32033E+07 0.00100803
1.32339E+07 0.00100779
1.32646E+07 0.00100754
1.32952E+07 0.00100729
1.33258E+07 0.00100705
1.33565E+07 0.00100680
1.33871E+07 0.00100656
1.34178E+07 0.00100632
1.34484E+07 0.00100607
1.34791E+07 0.00100583
1.35097E+07 0.00100559
1.35404E+07 0.00100535
1.35710E+07 0.00100511
1.36016E+07 0.00100487
1.36323E+07 0.00100463
1.36629E+07 0.00100439
1.36936E+07 0.00100415
1.37242E+07 0.00100391
1.37549E+07 0.00100368
1.37855E+07 0.00100344
1.38161E+07 0.00100320
1.38468E+07 0.00100297
1.38774E+07 0.00100273
1.39081E+07 0.00100250
1.39387E+07 0.00100227
1.39694E+07 0.00100203
1.40000E+07 0.00100180
1.40625E+07 0.000997771
1.41250E+07 0.000993777
1.41875E+07 0.000989816
1.42500E+07 0.000985888
1.43125E+07 0.000981992
1.43750E+07 0.000978129
1.44375E+07 0.000974298
1.45000E+07 0.000970498
1.45970E+07 0.000964662
1.46940E+07 0.000958900
1.47910E+07 0.000953210
1.48880E+07 0.000947590
1.50000E+07 0.000941187
1.51250E+07 0.000934121
1.52500E+07 0.000927165
1.53750E+07 0.000920317
1.55000E+07 0.000913575
1.56250E+07 0.000906935
1.57500E+07 0.000900396
1.58750E+07 0.000893956
1.60000E+07 0.000887611
1.62500E+07 0.000878726
1.65000E+07 0.000870063
1.67500E+07 0.000861614
1.70000E+07 0.000853371
1.70951E+07 0.000851760
1.73213E+07 0.000847974
1.75476E+07 0.000844254
1.77738E+07 0.000840598
1.80000E+07 0.000837003
1.83091E+07 0.000836356
1.90000E+07 0.000834950
1.90334E+07 0.000835263
2.00000E+07 0.000844138
