Cd-108(n,g) ENDF/B-VII.1
212.506 0.377812
216.675 0.571600
218.759 0.734159
220.843 0.981759
221.364 1.06405
221.885 1.15747
222.407 1.26414
222.667 1.32324
222.928 1.38668
223.188 1.45494
223.449 1.52846
223.709 1.60787
223.970 1.69373
224.491 1.88798
225.012 2.11839
225.533 2.39466
226.054 2.72979
226.575 3.14181
227.096 3.65612
227.617 4.30994
228.138 5.15859
228.659 6.28804
229.180 7.83706
229.702 10.0434
230.223 13.3385
230.744 18.5753
231.265 27.6351
231.525 34.8777
231.786 45.3735
232.046 61.4013
232.307 87.5699
232.568 134.458
232.698 173.030
232.828 230.154
232.958 319.283
233.089 466.693
233.219 726.857
233.349 1201.11
233.475 1922.10
233.600 2406.27
233.726 1927.95
233.851 1205.20
233.927 894.475
234.002 675.025
234.154 410.538
234.305 270.769
234.456 190.342
234.608 140.497
234.759 107.700
235.061 68.8175
235.364 47.6346
235.667 34.8777
236.272 20.9736
236.877 13.9760
237.482 9.97201
238.087 7.47093
238.693 5.80596
239.903 3.79720
241.113 2.67894
242.324 1.99383
243.534 1.54443
245.955 1.01111
248.376 0.719962
250.796 0.544903
253.217 0.432516
258.059 0.304873
262.900 0.242779
267.742 0.214670
272.583 0.208968
277.425 0.222982
282.266 0.260634
287.108 0.335311
291.949 0.482132
294.370 0.608928
296.791 0.804256
298.001 0.943595
299.211 1.12580
299.817 1.23862
300.119 1.30182
300.422 1.37019
300.724 1.44433
301.027 1.52488
301.330 1.61262
301.632 1.70838
301.935 1.81325
302.237 1.92836
302.842 2.19511
303.448 2.52283
304.053 2.93162
304.658 3.45054
305.263 4.12297
305.868 5.01593
306.474 6.23721
307.079 7.97027
307.684 10.5456
308.289 14.6106
308.894 21.5743
309.197 27.0833
309.500 34.9921
309.802 46.9076
310.105 66.0154
310.407 99.3164
310.559 125.956
310.710 164.379
310.861 222.137
311.013 313.063
311.164 462.688
311.315 712.503
311.486 1139.68
311.657 1422.53
311.828 1135.86
311.999 709.229
312.198 404.961
312.397 249.682
312.596 166.140
312.794 117.516
312.993 87.1133
313.192 66.9983
313.590 42.9998
313.988 29.8491
314.385 21.8988
315.181 13.2031
315.976 8.81117
316.771 6.29290
317.567 4.71712
318.362 3.66678
319.953 2.39781
321.543 1.69019
323.134 1.25599
324.725 0.970779
327.906 0.632258
331.088 0.450413
334.269 0.365858
335.065 0.374401
335.860 0.438840
336.258 0.543707
336.456 0.650808
336.655 0.845268
336.854 1.24940
336.954 1.63555
337.053 2.30441
337.152 3.61255
337.202 4.79167
337.252 6.71186
337.301 10.1343
337.326 12.9415
337.351 17.0636
337.376 23.4704
337.401 33.9242
337.426 52.1671
337.451 84.6705
337.475 135.374
337.500 168.972
337.525 135.164
337.550 84.6805
337.569 57.2041
337.589 40.0250
337.609 29.0925
337.629 21.9649
337.669 13.6590
337.708 9.28959
337.748 6.72718
337.788 5.11226
337.867 3.26791
337.946 2.29821
338.026 1.72841
338.184 1.11931
338.343 0.817156
338.501 0.645300
338.819 0.465726
339.453 0.326178
340.088 0.270036
341.357 0.218909
342.626 0.191774
347.703 0.134794
352.779 0.102991
357.856 0.0817509
368.009 0.0554362
378.162 0.0402023
388.315 0.0305438
398.469 0.0240169
418.775 0.0159875
439.081 0.0114066
459.387 0.00854211
500.000 0.00529188
531.250 0.00390030
562.500 0.00299023
625.000 0.00191554
687.500 0.00133316
750.000 0.000985308
875.000 0.000613073
1000.00 0.000433067
1125.00 0.000336294
1250.00 0.000281664
1500.00 0.000236861
1750.00 0.000243608
2000.00 0.000306314
2147.62 0.000399483
2221.43 0.000483901
2295.24 0.000624175
2369.05 0.000891558
2405.96 0.00113441
2442.86 0.00154543
2479.77 0.00235193
2498.22 0.00310438
2516.68 0.00440971
2535.13 0.00705543
2544.35 0.00959630
2553.58 0.0141191
2558.19 0.0178756
2562.81 0.0235653
2567.42 0.0328394
2572.03 0.0495981
2574.34 0.0636449
2576.65 0.0850162
2578.95 0.119953
2581.26 0.182977
2582.41 0.235615
2583.57 0.315197
2584.72 0.443974
2585.30 0.540655
2585.87 0.672763
2586.16 0.758201
2586.45 0.860702
2586.74 0.986053
2587.03 1.14041
2587.32 1.33490
2587.60 1.58281
2587.89 1.90675
2588.18 2.34113
2588.47 2.94464
2588.76 3.81020
2589.04 5.11761
2589.33 7.22168
2589.48 8.79947
2589.62 10.9254
2589.77 13.8976
2589.91 18.2089
2590.05 24.7389
2590.20 35.1273
2590.34 52.4757
2590.49 82.0423
2590.64 131.568
2590.80 165.623
2590.96 133.320
2591.11 83.4061
2591.23 57.6204
2591.35 40.9342
2591.47 30.1089
2591.59 22.8810
2591.82 14.3244
2592.06 9.73285
2592.29 7.01760
2592.53 5.28918
2593.00 3.30477
2593.47 2.25618
2593.95 1.63711
2594.42 1.24185
2594.89 0.974867
2595.83 0.646589
2596.78 0.460877
2597.72 0.345581
2598.66 0.269324
2600.55 0.177834
2602.44 0.127364
2604.32 0.0967416
2606.21 0.0769148
2609.99 0.0541002
2613.76 0.0427029
2617.54 0.0372022
2621.31 0.0355255
2625.08 0.0371113
2628.86 0.0424833
2632.63 0.0536634
2636.41 0.0760320
2638.30 0.0954751
2640.18 0.125475
2642.07 0.174890
2643.96 0.264350
2644.90 0.339001
2645.84 0.451588
2646.79 0.633262
2647.26 0.768975
2647.73 0.953562
2648.20 1.21481
2648.44 1.38786
2648.67 1.60081
2648.91 1.86687
2649.15 2.20521
2649.38 2.64440
2649.62 3.22569
2649.85 4.02465
2650.09 5.15852
2650.33 6.84079
2650.56 9.48171
2650.80 13.9436
2650.92 17.4037
2651.03 22.2489
2651.15 29.2577
2651.27 39.7474
2651.39 55.9086
2651.50 80.6357
2651.66 129.156
2651.82 161.813
2651.98 129.634
2652.13 81.0052
2652.27 53.0241
2652.40 36.1049
2652.54 25.7350
2652.68 19.1057
2652.95 11.5917
2653.22 7.72362
2653.49 5.49625
2653.76 4.10403
2654.31 2.53299
2654.85 1.71616
2655.40 1.23887
2655.94 0.936298
2656.48 0.732611
2657.57 0.484033
2658.66 0.343937
2659.75 0.257301
2660.84 0.200063
2663.01 0.131394
2665.19 0.0933775
2667.36 0.0701527
2669.54 0.0549432
2673.89 0.0369035
2678.24 0.0270902
2682.59 0.0212669
2686.94 0.0176785
2695.65 0.0145043
2700.00 0.0146366
2704.35 0.0164814
2708.70 0.0220132
2713.05 0.0394991
2715.23 0.0644235
2716.32 0.0894378
2717.41 0.135168
2718.49 0.232613
2719.04 0.329043
2719.58 0.503242
2719.85 0.648559
2720.13 0.868232
2720.40 1.22312
2720.67 1.85184
2720.81 2.36614
2720.94 3.12881
2721.08 4.32902
2721.21 6.37594
2721.35 10.2914
2721.42 13.7409
2721.49 19.2254
2721.55 28.6624
2721.62 46.7285
2721.66 62.4211
2721.69 86.5802
2721.72 125.162
2721.76 185.710
2721.80 298.171
2721.84 371.519
2721.88 298.245
2721.92 185.770
2721.96 123.781
2721.99 84.8594
2722.03 60.7769
2722.06 45.6358
2722.13 27.9436
2722.20 18.7253
2722.27 13.3157
2722.34 9.97507
2722.48 6.18228
2722.61 4.18812
2722.75 3.02886
2722.89 2.28734
2723.03 1.79124
2723.31 1.18253
2723.58 0.839138
2723.86 0.626655
2724.14 0.486540
2724.69 0.317886
2725.24 0.224529
2726.35 0.130185
2727.46 0.0857681
2728.57 0.0614064
2730.78 0.0369217
2735.21 0.0191652
2739.64 0.0128568
2748.50 0.00839748
2757.35 0.00717909
2766.21 0.00746166
2775.07 0.0100253
2779.50 0.0139137
2783.93 0.0249718
2786.14 0.0402555
2788.36 0.0831905
2789.47 0.142273
2790.02 0.200806
2790.57 0.306503
2791.13 0.529031
2791.40 0.746283
2791.68 1.13107
2791.82 1.44942
2791.96 1.92011
2792.10 2.67081
2792.23 3.95261
2792.37 6.45659
2792.44 8.67946
2792.51 12.2614
2792.58 18.5479
2792.65 30.9668
2792.68 42.3228
2792.72 59.8962
2792.75 90.1868
2792.79 140.326
2792.82 225.689
2792.86 280.603
2792.90 223.310
2792.94 140.339
2792.97 96.0370
2792.99 68.5083
2793.02 50.5729
2793.05 38.5469
2793.11 24.2386
2793.16 16.5188
2793.22 11.8720
2793.27 8.96810
2793.39 5.62053
2793.50 3.83256
2793.61 2.78552
2793.72 2.11524
2793.84 1.66076
2794.06 1.10019
2794.28 0.783722
2794.51 0.586287
2794.73 0.455958
2795.18 0.298925
2795.63 0.211788
2796.53 0.123539
2797.43 0.0820046
2798.33 0.0592859
2800.12 0.0366158
2803.72 0.0206796
2807.31 0.0156417
2810.90 0.0139789
2814.49 0.0139034
2821.68 0.0170264
2825.27 0.0205465
2828.86 0.0262854
2832.46 0.0360130
2836.05 0.0539794
2837.85 0.0691918
2839.64 0.0924422
2841.44 0.130579
2843.24 0.199502
2844.13 0.257113
2845.03 0.344185
2845.93 0.484992
2846.83 0.734805
2847.28 0.939468
2847.73 1.24343
2847.95 1.45448
2848.18 1.72277
2848.40 2.07437
2848.62 2.54280
2848.85 3.19226
2849.07 4.11910
2849.30 5.51906
2849.52 7.74764
2849.64 9.41074
2849.75 11.6335
2849.86 14.7161
2849.97 19.1412
2850.08 25.8249
2850.20 36.1930
2850.31 53.0904
2850.42 81.0286
2850.55 130.090
2850.68 163.092
2850.81 130.699
2850.94 81.8153
2851.03 58.0743
2851.12 42.1917
2851.21 31.5770
2851.30 24.3855
2851.48 15.5791
2851.66 10.7248
2851.84 7.78955
2852.01 5.91013
2852.37 3.72526
2852.73 2.55445
2853.09 1.86019
2853.45 1.41339
2853.81 1.11075
2854.52 0.737436
2855.24 0.525159
2855.96 0.393101
2856.67 0.305423
2858.11 0.199932
2859.54 0.141328
2860.98 0.105459
2862.41 0.0819384
2865.28 0.0540325
2868.15 0.0388127
2871.01 0.0297098
2873.88 0.0239685
2879.62 0.0181176
2885.35 0.0181026
2888.22 0.0222441
2891.09 0.0366723
2892.52 0.0576425
2893.96 0.117304
2894.67 0.199217
2895.03 0.280083
2895.39 0.425012
2895.75 0.727043
2895.93 1.01726
2896.11 1.52563
2896.29 2.53976
2896.38 3.48107
2896.47 5.03463
2896.56 7.94408
2896.60 10.4280
2896.64 14.1435
2896.69 20.3406
2896.73 31.3513
2896.78 52.8858
2896.80 70.8378
2896.82 96.7743
2896.86 154.755
2896.89 193.564
2896.93 154.764
2896.96 96.7828
2897.00 58.6642
2897.04 37.7579
2897.07 25.6158
2897.11 18.5090
2897.15 13.8344
2897.18 10.7739
2897.25 7.03868
2897.33 4.92276
2897.40 3.63136
2897.54 2.21300
2897.69 1.48440
2897.84 1.06686
2898.13 0.626962
2898.42 0.413167
2898.71 0.293439
2899.29 0.171263
2899.87 0.113136
2900.45 0.0810857
2901.62 0.0486586
2903.94 0.0249345
2906.27 0.0163619
2910.92 0.00992096
2915.57 0.00745600
2924.88 0.00546287
2934.19 0.00467361
2952.80 0.00423136
2971.41 0.00455265
2990.02 0.00563549
3008.63 0.00821938
3017.94 0.0109370
3027.25 0.0166813
3031.90 0.0230754
3036.55 0.0386333
3038.88 0.0585370
3040.04 0.0777958
3041.21 0.112369
3042.37 0.185140
3042.95 0.256857
3043.53 0.385955
3043.82 0.493791
3044.11 0.656945
3044.40 0.920964
3044.69 1.38785
3044.84 1.77338
3044.99 2.34276
3045.13 3.24877
3045.28 4.79209
3045.42 7.79324
3045.50 10.4693
3045.57 14.7027
3045.64 22.1922
3045.71 36.6315
3045.75 49.8531
3045.79 70.1943
3045.82 103.638
3045.86 160.718
3045.90 256.431
3045.94 321.548
3045.98 256.473
3046.02 160.752
3046.06 102.478
3046.10 68.8032
3046.13 48.1335
3046.17 35.5206
3046.25 21.2603
3046.32 14.1215
3046.39 9.98873
3046.47 7.42808
3046.62 4.57562
3046.77 3.09148
3046.92 2.23375
3047.07 1.68785
3047.22 1.32365
3047.52 0.878534
3047.81 0.628400
3048.11 0.474118
3048.41 0.372659
3049.01 0.251112
3049.61 0.184422
3050.80 0.117949
3052.00 0.0878589
3053.19 0.0724985
3055.58 0.0601125
3060.36 0.0627453
3065.14 0.0859386
3067.54 0.107821
3069.93 0.141869
3072.32 0.197712
3073.51 0.239767
3074.71 0.297408
3075.30 0.334601
3075.90 0.379375
3076.50 0.433923
3077.10 0.501167
3077.70 0.585657
3078.29 0.693408
3078.89 0.834273
3079.49 1.02255
3080.09 1.28297
3080.68 1.65660
3081.28 2.21900
3081.88 3.11771
3082.18 3.78383
3082.48 4.68247
3082.78 5.93134
3083.07 7.72144
3083.37 10.4117
3083.67 14.6305
3083.97 21.5394
3084.27 32.9796
3084.61 52.8787
3084.95 66.3937
3085.29 53.3265
3085.63 33.3749
3085.97 20.7331
3086.30 13.5819
3086.63 9.41699
3086.97 6.85304
3087.30 5.18635
3087.63 4.05077
3088.30 2.65651
3088.97 1.86971
3089.63 1.38587
3090.96 0.847190
3092.30 0.570458
3093.63 0.410200
3094.96 0.309103
3096.29 0.241378
3098.96 0.159041
3101.62 0.112833
3104.29 0.0843431
3106.95 0.0655576
3112.28 0.0431022
3117.61 0.0307314
3122.94 0.0232260
3128.27 0.0183722
3138.93 0.0128842
3149.59 0.0107601
3154.92 0.0111689
3160.25 0.0145005
3162.91 0.0199353
3165.58 0.0359734
3166.91 0.0584342
3168.24 0.121546
3168.91 0.207738
3169.24 0.292440
3169.58 0.444278
3169.91 0.758538
3170.08 1.06120
3170.24 1.58619
3170.41 2.63416
3170.49 3.58882
3170.58 5.16915
3170.66 8.10547
3170.70 10.5897
3170.74 14.2643
3170.78 20.3203
3170.83 30.5349
3170.87 50.2082
3170.91 88.4072
3170.94 141.375
3170.98 176.832
3171.01 141.389
3171.05 88.4185
3171.09 50.2147
3171.13 30.5388
3171.17 20.1387
3171.22 14.1557
3171.26 10.4489
3171.30 8.01051
3171.38 5.12051
3171.47 3.54643
3171.55 2.59857
3171.72 1.56958
3171.89 1.04755
3172.05 0.750280
3172.39 0.439295
3172.72 0.289043
3173.06 0.205211
3173.73 0.119857
3175.07 0.0572201
3176.41 0.0347949
3179.09 0.0184775
3181.77 0.0126381
3187.13 0.00837051
3192.49 0.00691775
3203.21 0.00716052
3208.57 0.0124255
3211.25 0.0330460
3211.92 0.0537149
3212.59 0.110523
3212.92 0.186323
3213.26 0.387541
3213.43 0.645017
3213.59 1.27777
3213.68 2.01891
3213.76 3.60533
3213.80 5.20232
3213.84 8.06171
3213.89 13.7226
3213.91 18.6304
3213.93 25.6097
3213.96 40.8297
3213.99 51.1865
3214.02 40.8312
3214.05 25.6111
3214.08 18.3520
3214.10 13.5339
3214.14 7.97073
3214.18 5.10535
3214.22 3.54849
3214.31 1.97090
3214.39 1.24754
3214.56 0.627922
3214.73 0.377884
3215.07 0.182003
3215.41 0.108409
3216.09 0.0535571
3216.77 0.0339332
3219.49 0.0173876
3222.21 0.0309255
3222.89 0.0478997
3223.57 0.0954296
3223.91 0.159315
3224.25 0.329414
3224.42 0.546582
3224.59 1.08484
3224.68 1.71338
3224.76 3.08469
3224.80 4.48078
3224.85 6.93243
3224.89 11.7807
3224.91 15.9867
3224.93 22.4066
3224.96 35.6970
3224.99 44.8262
3225.03 35.6978
3225.06 22.4074
3225.08 15.2813
3225.11 10.8505
3225.13 7.88625
3225.16 6.00300
3225.20 3.73685
3225.25 2.54936
3225.35 1.38651
3225.45 0.867898
3225.64 0.431025
3225.84 0.258660
3226.22 0.124604
3226.61 0.0746889
3227.39 0.0373971
3228.17 0.0239234
3231.28 0.0107058
3237.50 0.00891297
3243.72 0.0183779
3245.27 0.0287162
3246.83 0.0579227
3247.60 0.0980449
3248.38 0.208854
3248.77 0.357748
3248.96 0.501489
3249.16 0.754582
3249.35 1.26754
3249.45 1.74342
3249.55 2.54652
3249.64 4.05792
3249.69 5.38335
3249.74 7.41067
3249.79 10.8845
3249.84 17.1449
3249.86 22.6024
3249.89 30.3877
3249.91 42.1687
3249.94 60.1060
3249.97 96.7241
3250.00 120.292
3250.04 96.7282
3250.07 60.1097
3250.09 44.0255
3250.11 32.4529
3250.16 19.0802
3250.20 12.3155
3250.24 8.60025
3250.29 6.27882
3250.33 4.80293
3250.42 3.04758
3250.51 2.09288
3250.59 1.52968
3250.77 0.918830
3250.94 0.611402
3251.12 0.437155
3251.46 0.255698
3252.16 0.119800
3252.86 0.0704584
3254.26 0.0343855
3255.65 0.0215456
3258.44 0.0123219
3261.24 0.00914258
3266.82 0.00707974
3272.40 0.00667766
3283.57 0.00748059
3294.73 0.00996552
3300.32 0.0122183
3305.90 0.0157273
3311.48 0.0215390
3317.07 0.0321222
3319.86 0.0410021
3322.65 0.0544859
3325.44 0.0764170
3328.23 0.115615
3329.63 0.147992
3330.33 0.169630
3331.02 0.196453
3331.72 0.230260
3332.42 0.273695
3333.12 0.330784
3333.47 0.366305
3333.81 0.407759
3334.51 0.515354
3335.21 0.671895
3335.91 0.911975
3336.26 1.08305
3336.61 1.30668
3336.96 1.60646
3337.30 2.02054
3337.65 2.61359
3338.00 3.50138
3338.35 4.90439
3338.70 7.27149
3339.05 11.5620
3339.22 14.9741
3339.40 19.6495
3339.71 31.4868
3340.03 39.5143
3340.35 31.7485
3340.66 19.8839
3341.02 11.6024
3341.37 7.25644
3341.72 4.87466
3342.08 3.47005
3342.43 2.58459
3342.78 1.99477
3343.49 1.28764
3344.19 0.897117
3344.90 0.660104
3346.31 0.400024
3347.72 0.268109
3349.13 0.192335
3350.54 0.144836
3351.95 0.113127
3354.78 0.0747580
3357.60 0.0533427
3360.42 0.0401910
3363.24 0.0315553
3368.89 0.0213023
3374.53 0.0157237
3380.18 0.0124088
3385.82 0.0103421
3397.11 0.00830526
3408.40 0.00838294
3414.05 0.00983790
3419.69 0.0147073
3422.52 0.0217003
3425.34 0.0416025
3426.75 0.0691682
3428.16 0.146331
3428.87 0.251692
3429.22 0.355259
3429.57 0.540300
3429.93 0.924266
3430.10 1.29421
3430.28 1.93658
3430.46 3.21977
3430.54 4.39041
3430.63 6.33073
3430.72 9.88314
3430.76 12.8719
3430.81 17.4031
3430.85 24.6900
3430.90 37.2940
3430.94 60.9851
3430.98 108.210
3431.02 172.995
3431.06 216.342
3431.10 173.033
3431.13 108.240
3431.15 80.5609
3431.18 60.2651
3431.22 36.5517
3431.27 24.0701
3431.31 16.9056
3431.36 12.4724
3431.40 9.55864
3431.49 6.10751
3431.58 4.21308
3431.67 3.08799
3431.85 1.86082
3432.03 1.24008
3432.21 0.887014
3432.58 0.518300
3432.94 0.340408
3433.30 0.241254
3434.02 0.140407
3435.46 0.0665518
3436.91 0.0402292
3439.79 0.0212435
3442.68 0.0146304
3448.46 0.0101424
3454.23 0.00895378
3465.78 0.00943725
3477.33 0.0123346
3483.11 0.0150867
3488.88 0.0194257
3494.66 0.0266629
3500.43 0.0399092
3503.32 0.0510615
3506.21 0.0680422
3509.09 0.0957551
3511.98 0.145521
3513.43 0.186817
3514.87 0.248907
3516.31 0.348477
3517.04 0.422498
3517.76 0.522835
3518.12 0.587104
3518.48 0.664010
3518.84 0.757086
3519.20 0.871179
3519.56 1.01309
3519.92 1.19261
3520.28 1.42416
3520.64 1.72882
3521.00 2.14307
3521.37 2.72391
3521.73 3.57210
3522.09 4.87525
3522.45 7.01040
3522.81 10.8060
3522.99 13.8737
3523.17 18.2426
3523.35 24.6099
3523.53 33.8617
3523.81 54.2320
3524.09 68.0366
3524.36 54.6176
3524.64 34.1608
3524.97 19.3870
3525.30 11.9125
3525.62 7.91034
3525.95 5.58688
3526.27 4.13802
3526.60 3.18043
3527.25 2.04006
3527.90 1.41534
3528.56 1.03869
3529.86 0.626932
3531.17 0.418962
3532.47 0.299825
3533.77 0.225278
3535.08 0.175573
3537.69 0.115495
3540.30 0.0819819
3542.90 0.0614106
3545.51 0.0478938
3550.73 0.0318014
3555.95 0.0229770
3561.17 0.0176405
3566.38 0.0141904
3576.82 0.0102116
3587.25 0.00819455
3608.12 0.00676420
3628.99 0.00744202
3639.43 0.00876855
3649.86 0.0114305
3660.30 0.0172312
3665.52 0.0229713
3670.73 0.0333182
3673.34 0.0419507
3675.95 0.0550247
3678.56 0.0762404
3681.17 0.114136
3682.47 0.145476
3683.78 0.192421
3684.43 0.225280
3685.08 0.267509
3685.73 0.323130
3686.39 0.398457
3686.71 0.446709
3687.04 0.504196
3687.36 0.573644
3687.69 0.658603
3688.02 0.764032
3688.34 0.897031
3688.67 1.06804
3688.99 1.29288
3689.32 1.59645
3689.65 2.01959
3689.97 2.63279
3690.30 3.56527
3690.62 5.07131
3690.95 7.69281
3691.11 9.76130
3691.28 12.6678
3691.44 16.8122
3691.60 22.6912
3691.87 36.3096
3692.14 45.5085
3692.41 36.5327
3692.67 22.8647
3692.85 16.4560
3693.03 12.1141
3693.39 7.11364
3693.74 4.58542
3694.10 3.17913
3694.46 2.32336
3694.81 1.77034
3695.53 1.12405
3696.24 0.776609
3696.95 0.569748
3698.38 0.348009
3699.80 0.241319
3701.23 0.192421
3701.94 0.190563
3702.65 0.228117
3703.01 0.294508
3703.37 0.484029
3703.54 0.731757
3703.72 1.35204
3703.81 2.08085
3703.90 3.68063
3703.94 5.31904
3703.99 8.22221
3704.01 10.7248
3704.03 14.2330
3704.06 19.4525
3704.08 27.6048
3704.11 44.1506
3704.14 55.1492
3704.17 44.1637
3704.21 27.6141
3704.23 19.7489
3704.25 14.6278
3704.29 8.68819
3704.33 5.61285
3704.38 3.93557
3704.46 2.22981
3704.55 1.44471
3704.72 0.769434
3704.89 0.495178
3705.23 0.277695
3705.57 0.193697
3706.25 0.127204
3706.93 0.100116
3708.29 0.0762435
3709.64 0.0660628
3711.00 0.0635299
3712.36 0.0736538
3713.04 0.0931523
3713.72 0.151111
3714.06 0.230367
3714.40 0.442420
3714.57 0.713323
3714.74 1.38388
3714.83 2.16513
3714.91 3.86396
3714.96 5.58686
3715.00 8.59923
3715.04 14.5177
3715.06 19.6207
3715.08 27.4586
3715.11 43.9555
3715.15 54.9225
3715.18 43.9708
3715.21 27.4706
3715.24 18.2289
3715.26 12.6993
3715.29 9.21283
3715.32 6.93387
3715.37 4.25641
3715.42 2.88165
3715.53 1.56095
3715.63 0.981049
3715.84 0.499292
3716.05 0.309409
3716.47 0.162613
3716.89 0.107797
3717.73 0.0663323
3718.57 0.0508533
3720.25 0.0388446
3721.93 0.0342469
3725.28 0.0315350
3728.64 0.0332613
3732.00 0.0404198
3733.68 0.0481556
3735.36 0.0623571
3737.04 0.0924112
3737.88 0.122048
3738.72 0.175537
3739.56 0.288415
3739.98 0.399271
3740.39 0.597578
3740.81 1.00987
3741.02 1.40689
3741.23 2.09836
3741.44 3.48337
3741.55 4.76080
3741.65 6.89468
3741.76 10.8480
3741.81 14.2543
3741.86 19.3841
3741.92 27.9462
3741.97 42.8425
3742.02 71.7211
3742.05 96.2790
3742.07 132.030
3742.11 211.106
3742.15 264.600
3742.20 211.872
3742.24 132.630
3742.26 95.5708
3742.29 69.7123
3742.32 52.3300
3742.35 40.3923
3742.40 25.8416
3742.46 17.8075
3742.52 12.9664
3742.57 9.84423
3742.68 6.21434
3742.80 4.27335
3742.91 3.11855
3743.13 1.87744
3743.35 1.25548
3743.58 0.902019
3744.03 0.537052
3744.47 0.361712
3744.92 0.264834
3745.81 0.167371
3746.71 0.122459
3747.60 0.0988909
3749.39 0.0782719
3752.97 0.0753033
3756.55 0.0976301
3758.34 0.120245
3760.13 0.156128
3761.92 0.215804
3763.71 0.323999
3764.60 0.414166
3765.50 0.550094
3766.39 0.768801
3767.29 1.15348
3767.73 1.46714
3768.18 1.92898
3768.63 2.65087
3769.08 3.87081
3769.52 6.18023
3769.75 8.18967
3769.97 11.3259
3770.19 16.6405
3770.42 26.4646
3770.53 34.7713
3770.64 47.1884
3770.75 66.2887
3770.86 95.4382
3771.01 152.944
3771.16 191.222
3771.31 153.029
3771.46 95.8334
3771.61 59.8194
3771.75 39.3018
3771.90 27.3198
3772.04 19.9701
3772.19 15.1472
3772.33 11.8793
3772.62 7.84831
3772.91 5.58141
3773.20 4.19544
3773.78 2.70060
3774.35 2.05508
3774.93 2.02814
3775.22 2.44399
3775.37 2.92598
3775.51 3.80685
3775.65 5.59540
3775.73 7.21107
3775.80 9.83768
3775.87 14.5711
3775.94 23.9247
3775.98 32.4059
3776.02 46.0456
3776.05 69.1441
3776.07 86.4725
3776.09 110.439
3776.13 176.021
3776.16 218.037
3776.20 173.319
3776.24 108.309
3776.28 65.4871
3776.32 42.5496
3776.36 29.4392
3776.40 21.4656
3776.44 16.3237
3776.48 12.8389
3776.55 8.57922
3776.63 6.18469
3776.71 4.70906
3776.87 3.05937
3777.02 2.20263
3777.18 1.69744
3777.49 1.14767
3777.80 0.862852
3778.11 0.691099
3778.74 0.494392
3779.36 0.383895
3779.99 0.312273
3781.23 0.223950
3782.48 0.171289
3783.73 0.136501
3786.23 0.0939456
3788.72 0.0695239
3791.22 0.0541246
3796.21 0.0364801
3801.20 0.0271973
3806.20 0.0218360
3816.18 0.0166858
3826.17 0.0154008
3836.15 0.0170616
3841.15 0.0194703
3846.14 0.0241558
