W-183(n,g) ENDF/B-VII.1
220.358 3.88109
220.413 3.02902
220.467 2.45425
220.575 1.75098
220.684 1.35441
220.792 1.10896
220.900 0.946634
221.117 0.752152
221.334 0.644785
221.768 0.536876
222.201 0.486988
222.635 0.460516
223.502 0.436730
224.370 0.431008
225.237 0.440802
225.671 0.459463
225.887 0.478602
226.104 0.513516
226.321 0.587125
226.430 0.658961
226.538 0.786780
226.646 1.04831
226.701 1.29617
226.755 1.72293
226.809 2.55161
226.836 3.29359
226.863 4.49387
226.890 6.61271
226.917 10.8377
226.931 14.6887
226.944 20.8438
226.958 31.3685
226.972 49.5020
226.986 79.0606
227.000 98.5760
227.014 78.8269
227.029 49.4894
227.044 29.2374
227.060 18.5318
227.076 12.6274
227.091 9.12924
227.107 6.91657
227.123 5.43896
227.154 3.66110
227.186 2.67854
227.217 2.08114
227.280 1.42422
227.343 1.09087
227.405 0.899140
227.531 0.698898
227.656 0.601995
227.782 0.548120
228.033 0.493804
228.535 0.455959
229.037 0.445123
230.042 0.445393
231.046 0.460116
232.051 0.494604
232.553 0.528107
233.055 0.587505
233.557 0.710615
233.809 0.830585
234.060 1.04556
234.185 1.22424
234.311 1.49360
234.436 1.92868
234.562 2.69889
234.625 3.33003
234.687 4.26739
234.750 5.74608
234.813 8.27207
234.876 13.1385
234.907 17.4539
234.939 24.3631
234.970 36.3757
234.986 45.9614
235.001 59.7538
235.017 80.4193
235.033 112.809
235.048 165.787
235.064 252.947
235.082 404.418
235.100 505.356
235.118 404.334
235.136 252.867
235.156 147.699
235.176 92.7655
235.196 62.5768
235.216 44.7330
235.236 33.4644
235.256 25.9480
235.296 16.9145
235.336 11.9180
235.376 8.89166
235.456 5.56562
235.536 3.87741
235.616 2.90860
235.696 2.30184
235.776 1.89739
235.936 1.40966
236.096 1.13986
236.417 0.871757
236.737 0.754557
237.057 0.701520
237.697 0.690726
238.337 0.785644
238.657 0.900544
238.978 1.11699
239.138 1.30012
239.298 1.57856
239.458 2.03048
239.618 2.83453
239.698 3.49624
239.778 4.48097
239.858 6.04051
239.938 8.72534
240.018 13.9478
240.058 18.6208
240.098 26.1819
240.138 39.5346
240.158 50.3597
240.178 66.1765
240.198 90.3640
240.218 129.338
240.238 195.525
240.258 310.523
240.279 496.372
240.300 619.612
240.321 495.209
240.342 309.596
240.366 179.861
240.389 112.305
240.413 75.4535
240.437 53.8553
240.460 40.1961
240.484 31.1430
240.531 20.2581
240.579 14.2521
240.626 10.6179
240.721 6.63036
240.815 4.61083
240.910 3.45437
241.005 2.73252
241.099 2.25378
241.288 1.68380
241.478 1.37984
241.856 1.12457
242.235 1.13479
242.424 1.25122
242.613 1.51150
242.803 2.10386
242.897 2.69387
242.992 3.74693
243.086 5.89379
243.134 7.90818
243.181 11.3352
243.228 17.8611
243.252 23.5961
243.276 32.6263
243.299 48.1110
243.323 77.2710
243.335 102.516
243.347 140.618
243.358 200.480
243.370 295.128
243.385 471.409
243.400 588.926
243.408 554.105
243.415 470.475
243.430 294.384
243.440 211.786
243.450 156.141
243.470 91.7857
243.490 59.3642
243.509 41.3492
243.529 30.3497
243.549 23.2508
243.589 14.9246
243.629 10.4473
243.668 7.77331
243.748 4.88030
243.827 3.43374
243.906 2.60936
244.065 1.75532
244.224 1.34719
244.383 1.12443
244.700 0.917221
245.018 0.867086
245.177 0.892110
245.336 0.971175
245.494 1.16546
245.574 1.36107
245.653 1.70853
245.733 2.40717
245.772 3.05426
245.812 4.13948
245.852 6.16285
245.872 7.90382
245.891 10.5830
245.911 15.0390
245.931 23.0349
245.941 29.6418
245.951 39.1455
245.961 53.2272
245.971 74.0548
245.978 94.5918
245.985 118.058
246.000 147.366
246.015 118.011
246.029 74.0219
246.044 45.5466
246.059 29.8062
246.073 20.7604
246.088 15.2439
246.103 11.6828
246.118 9.26970
246.147 6.32555
246.176 4.67551
246.206 3.67258
246.265 2.57721
246.324 2.04214
246.382 1.76571
246.500 1.60030
246.618 1.81681
246.677 2.13375
246.735 2.73381
246.794 3.95814
246.824 5.07556
246.853 6.90443
246.882 10.1728
246.897 12.8493
246.912 16.7956
246.927 22.9017
246.941 32.8973
246.956 50.2445
246.963 63.6476
246.971 81.2244
246.978 103.944
246.985 129.540
247.000 161.692
247.015 129.430
247.029 81.1259
247.041 55.3041
247.053 39.0706
247.064 28.6181
247.076 21.7853
247.099 13.7535
247.122 9.50667
247.145 6.99940
247.168 5.41084
247.214 3.59643
247.260 2.63693
247.306 2.07119
247.399 1.46272
247.491 1.15827
247.583 0.983913
247.768 0.800416
247.952 0.710024
248.137 0.658589
248.506 0.605384
249.244 0.568707
249.982 0.562743
251.458 0.587378
252.934 0.655996
254.410 0.812271
255.148 0.968852
255.886 1.25350
256.255 1.49258
256.624 1.85643
256.993 2.45034
257.362 3.51927
257.547 4.40820
257.731 5.74830
257.916 7.90570
258.100 11.7092
258.192 14.8079
258.285 19.3772
258.377 26.5323
258.469 38.6167
258.515 48.0738
258.561 61.4543
258.607 81.2755
258.654 112.327
258.700 164.785
258.746 261.873
258.769 343.681
258.792 465.111
258.815 652.133
258.838 938.533
258.869 1502.31
258.900 1882.73
258.931 1510.25
258.962 944.655
258.982 686.161
259.002 508.242
259.042 301.427
259.082 195.745
259.123 136.261
259.163 99.9460
259.203 76.3058
259.283 48.5697
259.363 33.5943
259.443 24.6471
259.604 14.9502
259.764 10.0925
259.925 7.32356
260.085 5.59735
260.246 4.44964
260.566 3.06682
260.887 2.29842
261.208 1.82815
261.529 1.52022
262.171 1.15583
262.812 0.958337
264.096 0.767285
265.379 0.688110
266.663 0.656663
269.230 0.668767
270.513 0.707418
271.796 0.776861
273.080 0.898639
274.363 1.12597
275.005 1.31862
275.647 1.61291
276.289 2.09439
276.930 2.96255
277.251 3.68552
277.572 4.77621
277.893 6.53496
278.053 7.84865
278.214 9.64044
278.374 12.1753
278.535 15.9221
278.695 21.7970
278.855 31.7653
278.936 39.5871
279.016 50.7016
279.096 67.2425
279.176 93.3196
279.256 137.647
279.337 220.932
279.377 291.890
279.417 399.076
279.457 566.147
279.497 827.825
279.549 1320.80
279.600 1650.18
279.652 1319.68
279.704 822.850
279.736 604.848
279.769 452.682
279.833 272.255
279.898 178.401
279.962 125.007
280.027 92.0824
280.091 70.5530
280.221 45.1190
280.350 31.3210
280.479 23.0337
280.737 14.0224
280.995 9.49652
281.253 6.91015
281.512 5.29603
281.770 4.22220
282.286 2.92850
282.803 2.21025
283.319 1.77250
283.835 1.48830
284.868 1.16424
285.901 1.02838
286.417 1.03345
286.934 1.16839
287.192 1.39481
287.321 1.62587
287.450 2.04459
287.579 2.91125
287.644 3.73784
287.708 5.16293
287.773 7.94229
287.805 10.4374
287.837 14.4671
287.870 21.6189
287.902 35.9441
287.918 49.0531
287.934 70.1322
287.950 106.072
287.967 168.836
287.983 269.968
288.000 336.773
288.017 269.177
288.034 168.710
288.050 105.989
288.066 70.2438
288.082 49.1126
288.098 36.1037
288.130 21.7425
288.162 14.5717
288.194 10.4988
288.226 7.98991
288.290 5.18287
288.354 3.73710
288.418 2.89691
288.546 2.00916
288.675 1.57390
288.803 1.32819
289.059 1.07439
289.316 0.952144
289.572 0.884173
290.085 0.817157
291.111 0.787320
292.136 0.830175
293.162 0.975330
293.675 1.13284
294.188 1.42607
294.444 1.67434
294.701 2.05269
294.957 2.66905
295.213 3.77172
295.342 4.68182
295.470 6.04276
295.598 8.20861
295.726 11.9621
295.854 19.3238
295.919 25.9857
295.983 36.8857
296.015 45.1398
296.047 56.4556
296.079 72.6216
296.111 96.5639
296.143 134.131
296.175 196.385
296.191 243.682
296.207 307.193
296.223 393.607
296.239 510.207
296.270 815.988
296.300 1019.96
296.331 816.177
296.361 510.315
296.386 342.841
296.411 238.323
296.435 172.539
296.460 129.766
296.510 80.1361
296.559 54.0719
296.609 38.8461
296.658 29.2688
296.757 18.3697
296.856 12.6535
296.955 9.30048
297.054 7.16717
297.153 5.72723
297.351 3.96452
297.549 2.96901
297.748 2.35196
297.946 1.94367
298.342 1.45356
298.738 1.18187
299.134 1.01575
299.530 0.906853
300.322 0.777692
301.114 0.707337
302.699 0.638890
304.283 0.610713
305.868 0.600352
309.037 0.609671
312.205 0.660626
313.790 0.716232
315.374 0.818945
316.167 0.905630
316.959 1.03794
317.751 1.25465
318.543 1.64694
318.939 1.97524
319.335 2.47346
319.732 3.28315
320.128 4.73093
320.326 5.92716
320.524 7.71750
320.722 10.5746
320.821 12.6867
320.920 15.5409
321.019 19.5338
321.118 25.3445
321.217 34.2698
321.316 48.9753
321.366 60.1940
321.415 75.6953
321.465 97.9553
321.514 131.394
321.564 184.493
321.613 274.685
321.663 439.755
321.687 572.954
321.712 756.091
321.756 1209.85
321.800 1514.64
321.844 1213.79
321.888 759.093
321.918 545.635
321.947 401.053
321.976 302.693
322.006 234.874
322.065 151.363
322.124 104.865
322.183 76.6835
322.241 58.4331
322.359 37.1285
322.477 25.6917
322.595 18.8698
322.713 14.4828
322.830 11.4985
323.066 7.81773
323.302 5.72186
323.537 4.41700
323.773 3.55062
324.244 2.50772
324.715 1.92893
325.186 1.57523
325.657 1.34399
326.600 1.07132
327.542 0.924688
329.427 0.786685
331.311 0.737353
333.196 0.736667
334.138 0.759787
335.080 0.827666
335.552 0.916553
335.787 1.00207
336.023 1.15391
336.258 1.46812
336.376 1.77176
336.494 2.30817
336.612 3.39617
336.671 4.41880
336.730 6.16420
336.788 9.50875
336.818 12.4678
336.847 17.1677
336.877 25.3135
336.892 31.7500
336.906 40.9464
336.921 54.6003
336.936 75.7428
336.950 109.781
336.965 165.186
336.983 263.836
337.000 329.582
337.018 263.797
337.035 165.150
337.055 95.7683
337.075 59.9402
337.095 40.3419
337.114 28.8965
337.134 21.6665
337.154 16.8856
337.194 11.1536
337.233 7.99051
337.273 6.07774
337.352 3.97712
337.432 2.91357
337.511 2.30455
337.670 1.67089
337.828 1.36706
337.987 1.20039
338.304 1.03776
338.939 0.941123
339.573 0.936791
340.842 1.02930
342.112 1.24898
342.746 1.44082
343.381 1.73571
344.015 2.21910
344.650 3.09005
344.967 3.81421
345.284 4.90506
345.602 6.65893
345.760 7.96550
345.919 9.74329
346.078 12.2506
346.236 15.9417
346.395 21.7023
346.554 31.3956
346.633 38.9428
346.712 49.5882
346.792 65.2771
346.871 89.6835
346.950 130.383
347.029 204.655
347.069 266.167
347.109 356.215
347.148 491.913
347.188 695.308
347.244 1109.70
347.300 1387.47
347.357 1110.50
347.413 692.762
347.455 480.675
347.497 342.895
347.539 253.117
347.581 193.060
347.664 121.463
347.748 82.9156
347.832 60.0210
347.916 45.4327
348.083 28.6425
348.250 19.7454
348.418 14.4884
348.585 11.1268
348.753 8.85199
349.088 6.05913
349.423 4.47724
349.757 3.49668
350.092 2.84831
350.762 2.07550
351.432 1.66229
352.102 1.48190
352.269 1.51041
352.437 1.67195
352.520 1.91552
352.562 2.15164
352.604 2.55641
352.646 3.32992
352.667 4.00293
352.688 5.05796
352.709 6.84484
352.730 10.1369
352.740 12.9103
352.751 16.9904
352.761 23.2770
352.772 32.7945
352.786 51.8109
352.800 64.3681
352.814 51.6606
352.829 32.7802
352.843 20.3506
352.858 13.5131
352.873 9.62566
352.887 7.27248
352.917 4.73913
352.946 3.49743
352.975 2.79859
353.005 2.36883
353.064 1.88949
353.181 1.49203
353.299 1.32905
353.534 1.18745
353.769 1.12016
354.709 1.00826
355.649 0.977768
356.589 1.00726
357.529 1.13952
357.999 1.29135
358.469 1.57962
358.704 1.82573
358.939 2.20259
359.174 2.81894
359.409 3.92585
359.526 4.84228
359.644 6.21640
359.761 8.41088
359.879 12.2326
359.937 15.3082
359.996 19.7849
360.055 26.6820
360.084 31.6111
360.114 38.0459
360.143 46.7235
360.172 58.7553
360.202 76.0717
360.231 102.050
360.260 143.569
360.290 214.460
360.305 269.350
360.319 345.166
360.334 451.082
360.349 596.840
360.374 955.328
360.400 1193.50
360.426 954.552
360.452 597.359
360.468 434.033
360.485 321.649
360.518 191.047
360.552 124.120
360.585 86.5711
360.618 63.5776
360.652 48.6553
360.718 31.1158
360.785 21.6545
360.852 15.9927
360.985 9.85632
361.119 6.78294
361.252 5.02910
361.385 3.93517
361.519 3.20782
361.785 2.32977
362.052 1.84051
362.319 1.54021
362.586 1.34276
363.119 1.10738
363.653 0.978101
364.720 0.849802
365.787 0.793583
366.854 0.768536
368.988 0.767818
371.122 0.828751
372.189 0.901452
373.256 1.03930
373.790 1.15689
374.323 1.33712
374.857 1.63289
375.390 2.16794
375.657 2.61481
375.924 3.29099
376.191 4.38493
376.458 6.32611
376.591 7.91804
376.724 10.2841
376.858 14.0193
376.924 16.7548
376.991 20.4126
377.058 25.4731
377.124 32.7375
377.191 43.6804
377.258 61.2241
377.325 91.7854
377.358 116.265
377.391 151.450
377.425 204.469
377.458 287.618
377.491 424.210
377.525 652.105
377.562 1043.96
377.600 1306.41
377.638 1046.57
377.676 654.958
377.701 467.914
377.727 342.246
377.753 257.566
377.778 199.267
377.830 127.894
377.881 88.4548
377.933 64.5937
377.984 49.2120
378.087 31.2811
378.190 21.6788
378.293 15.9603
378.396 12.2869
378.499 9.79200
378.704 6.71403
378.910 4.96291
379.116 3.87333
379.322 3.15028
379.733 2.28033
380.145 1.79797
380.556 1.50363
380.968 1.31157
381.791 1.08652
382.614 0.967975
384.260 0.867815
385.906 0.865543
386.729 0.903178
