Sr-86(n,g) ENDF/B-VII.1
2592.07 139.937
2592.13 87.5258
2592.17 64.4932
2592.22 48.3664
2592.30 29.3322
2592.38 19.3196
2592.46 13.5720
2592.54 10.0149
2592.62 7.67635
2592.78 4.90559
2592.94 3.39670
2593.11 2.48807
2593.43 1.49758
2593.75 0.998855
2594.08 0.713324
2594.40 0.534846
2594.73 0.415929
2595.38 0.272162
2596.02 0.192135
2597.32 0.110683
2598.62 0.0721483
2599.91 0.0509573
2602.51 0.0296340
2607.69 0.0142140
2612.88 0.00877247
2623.25 0.00488310
2633.62 0.00354052
2654.36 0.00263544
2675.11 0.00238398
2758.08 0.00257149
2841.05 0.00338968
2924.03 0.00499269
2965.51 0.00636469
3007.00 0.00847470
3048.49 0.0119568
3089.97 0.0183154
3110.72 0.0236795
3131.46 0.0318810
3152.20 0.0453461
3172.95 0.0697847
3183.32 0.0902802
3193.69 0.121437
3204.06 0.172178
3214.43 0.263152
3219.62 0.338510
3224.81 0.451658
3229.99 0.632798
3231.29 0.695201
3232.59 0.767249
3233.88 0.851096
3235.18 0.949462
3236.47 1.06599
3237.77 1.20520
3239.07 1.37363
3240.36 1.57969
3241.66 1.83585
3242.96 2.15910
3244.25 2.57560
3245.55 3.12365
3246.85 3.86559
3248.14 4.90143
3249.44 6.40836
3250.74 8.70750
3252.03 12.4448
3253.33 18.9977
3253.98 24.2076
3254.62 31.5778
3255.27 42.1689
3255.92 57.3108
3256.96 91.5457
3258.00 114.280
3259.05 91.3021
3260.09 56.9698
3261.31 32.4114
3262.53 19.9379
3263.75 13.2499
3264.98 9.36279
3266.20 6.93517
3267.42 5.33122
3269.86 3.41974
3272.30 2.37275
3274.75 1.74038
3279.63 1.04878
3284.52 0.699649
3289.40 0.499465
3294.29 0.374225
3299.17 0.290749
3308.94 0.189879
3318.71 0.133615
3328.48 0.0990785
3338.25 0.0763764
3357.79 0.0493365
3377.33 0.0344700
3396.87 0.0254354
3416.41 0.0195404
3455.48 0.0125743
3494.56 0.00877543
3533.64 0.00648063
3572.72 0.00499054
3650.88 0.00323992
3729.03 0.00229305
3807.19 0.00172733
3885.35 0.00136691
4041.66 0.000973818
4197.98 0.000863178
4276.13 0.000960724
4315.21 0.00110558
4354.29 0.00140368
4393.37 0.00208478
4432.45 0.00407831
4451.99 0.00688124
4461.76 0.00969529
4471.53 0.0148559
4481.30 0.0259269
4486.18 0.0369684
4491.07 0.0570900
4493.51 0.0740357
4495.95 0.0998731
4498.39 0.142152
4500.84 0.218382
4502.06 0.281939
4503.28 0.377819
4504.50 0.532426
4505.72 0.805569
4506.33 1.02861
4506.94 1.35794
4507.55 1.87520
4508.16 2.75133
4508.77 4.41669
4509.08 5.86925
4509.38 8.15742
4509.69 12.0594
4510.00 19.3633
4510.15 25.6031
4510.30 34.9554
4510.45 49.6119
4510.61 72.3900
4510.80 115.980
4511.00 144.854
4511.20 115.736
4511.40 72.3855
4511.52 53.6145
4511.63 40.4733
4511.87 24.5946
4512.11 16.2155
4512.35 11.4132
4512.59 8.42308
4512.83 6.46331
4513.30 4.13294
4513.78 2.86064
4514.26 2.09598
4515.21 1.26184
4516.17 0.841259
4517.12 0.600680
4518.08 0.450247
4519.03 0.349989
4520.94 0.228835
4522.85 0.161289
4524.76 0.119793
4526.66 0.0925153
4530.48 0.0599867
4534.30 0.0420840
4541.93 0.0240685
4549.57 0.0156351
4557.20 0.0110212
4572.47 0.00640121
4603.01 0.00306970
4633.55 0.00189008
4694.62 0.00103411
4755.70 0.000727658
4816.77 0.000585978
4877.85 0.000517194
5000.00 0.000555395
5073.90 0.00109070
5092.38 0.00167087
5110.85 0.00333400
5120.09 0.00565600
5129.33 0.0122412
5133.94 0.0213674
5136.25 0.0304624
5138.56 0.0470183
5140.87 0.0821842
5142.03 0.116885
5143.18 0.179322
5143.76 0.231348
5144.34 0.309646
5144.91 0.435624
5145.49 0.657482
5145.78 0.838268
5146.07 1.10502
5146.36 1.52193
5146.65 2.22278
5146.94 3.54587
5147.08 4.68726
5147.22 6.46715
5147.37 9.47278
5147.51 14.9621
5147.58 19.5293
5147.66 26.2712
5147.73 36.4778
5147.80 51.9397
5147.90 82.9934
5148.00 103.648
5148.10 82.6583
5148.20 51.6789
5148.27 36.6511
5148.34 26.6160
5148.41 19.9158
5148.48 15.3908
5148.62 9.83737
5148.76 6.77467
5148.90 4.93002
5149.04 3.74051
5149.31 2.35757
5149.59 1.61796
5149.87 1.17784
5150.15 0.895250
5150.43 0.703228
5150.98 0.466641
5151.54 0.332042
5152.09 0.248273
5152.65 0.192636
5153.76 0.125663
5154.87 0.0884309
5157.10 0.0506472
5159.32 0.0328293
5161.55 0.0230372
5165.99 0.0131998
5170.44 0.00860304
5174.89 0.00609096
5183.79 0.00357957
5201.58 0.00177464
5219.37 0.00114059
5254.96 0.000691783
5290.54 0.000548295
5361.71 0.000559519
5397.29 0.000876531
5415.08 0.00190060
5423.98 0.00558977
5428.43 0.0195849
5430.65 0.0718433
5431.21 0.122496
5431.76 0.255228
5432.04 0.421521
5432.32 0.822585
5432.46 1.27554
5432.60 2.22050
5432.67 3.12970
5432.74 4.65205
5432.81 7.48216
5432.88 12.9052
5432.94 20.5977
5433.00 25.8030
5433.06 20.5979
5433.12 12.9055
5433.19 7.82235
5433.25 5.05144
5433.31 3.46870
5433.38 2.50742
5433.50 1.46423
5433.63 0.956237
5433.88 0.495799
5434.14 0.302064
5434.64 0.145884
5435.15 0.0859046
5436.16 0.0402730
5437.17 0.0235600
5441.22 0.00690943
5449.31 0.00285210
5465.49 0.00308514
5473.58 0.00482051
5481.68 0.0100546
5485.72 0.0173969
5489.77 0.0381459
5491.79 0.0667158
5493.81 0.146188
5494.83 0.253734
5495.33 0.358611
5495.84 0.544526
5496.34 0.924576
5496.60 1.28374
5496.85 1.89676
5497.10 3.08332
5497.23 4.14382
5497.35 5.83347
5497.48 8.80889
5497.61 14.5926
5497.67 19.7306
5497.73 27.8249
5497.80 41.1582
5497.86 63.4702
5497.93 101.555
5498.00 126.946
5498.07 101.555
5498.14 63.4711
5498.22 38.5553
5498.29 24.9643
5498.36 17.1739
5498.43 12.4303
5498.50 9.37046
5498.58 7.29727
5498.72 4.76594
5498.86 3.34674
5499.01 2.47547
5499.30 1.50867
5499.58 1.01379
5499.87 0.727488
5500.45 0.426509
5501.02 0.279933
5501.60 0.197753
5502.75 0.113732
5505.06 0.0518235
5507.36 0.0296250
5511.97 0.0135178
5516.58 0.00781485
5535.01 0.00231580
5553.44 0.00167959
5562.66 0.00309020
5567.27 0.00935375
5569.57 0.0331499
5570.72 0.117185
5571.01 0.193756
5571.30 0.379471
5571.44 0.590656
5571.59 1.03525
5571.73 2.19914
5571.80 3.56870
5571.88 6.29195
5571.94 10.0423
5572.00 12.5799
5572.06 10.0424
5572.12 6.29207
5572.19 3.78562
5572.25 2.41612
5572.38 1.18824
5572.51 0.690652
5572.64 0.449828
5572.90 0.232626
5573.16 0.141838
5574.19 0.0404268
5576.26 0.0112373
5580.40 0.00337125
5588.67 0.00127738
5605.22 0.000669260
5638.31 0.000443524
5704.49 0.000358303
5770.68 0.000475698
5803.77 0.00108411
5820.32 0.00353210
5828.59 0.0131535
5830.66 0.0229437
5832.73 0.0502012
5833.76 0.0871231
5834.80 0.187330
5835.31 0.318627
5835.83 0.657230
5836.09 1.07403
5836.22 1.44568
5836.35 2.04595
5836.48 3.11427
5836.61 5.22747
5836.67 7.15838
5836.73 10.2115
5836.80 15.4582
5836.86 24.4418
5836.93 39.1934
5837.00 48.8970
5837.07 39.1936
5837.14 24.4422
5837.21 14.2595
5837.29 8.93638
5837.37 6.01241
5837.44 4.28470
5837.59 2.45852
5837.75 1.58805
5838.05 0.813330
5838.36 0.491977
5838.97 0.235428
5839.58 0.137518
5840.80 0.0635668
5842.02 0.0365369
5844.46 0.0166838
5846.90 0.00958439
5856.65 0.00261821
5876.17 0.000845246
5915.20 0.000396433
5993.27 0.000287721
6071.33 0.000282817
6149.40 0.000313167
6227.47 0.000398941
6266.50 0.000489980
6305.53 0.000660071
6344.57 0.00102958
6364.08 0.00140128
6383.60 0.00208437
6393.36 0.00266403
6403.12 0.00355502
6412.87 0.00502801
6422.63 0.00772711
6427.51 0.0100123
6432.39 0.0135168
6437.27 0.0192932
6442.15 0.0298329
6444.59 0.0387179
6447.03 0.0522819
6449.47 0.0745173
6451.91 0.114720
6453.13 0.148319
6454.35 0.199194
6455.57 0.281574
6456.79 0.427856
6457.40 0.547999
6458.01 0.726766
6458.62 1.00940
6459.23 1.49465
6459.84 2.43267
6460.14 3.26840
6460.45 4.61313
6460.60 5.61699
6460.75 6.96806
6460.90 8.86833
6461.06 11.6036
6461.21 15.7679
6461.28 18.6551
6461.36 22.3320
6461.44 27.0695
6461.51 33.2286
6461.59 41.2603
6461.66 51.6327
6461.83 82.5372
6462.00 103.108
6462.09 96.9222
6462.17 82.3372
6462.34 51.4754
6462.52 30.3493
6462.70 19.1747
6462.89 12.9460
6463.07 9.26328
6463.26 6.91493
6463.44 5.35246
6463.81 3.46280
6464.17 2.41655
6464.54 1.77962
6465.27 1.07900
6466.01 0.722358
6466.74 0.517233
6467.47 0.388309
6468.21 0.302272
6469.67 0.197924
6471.14 0.139607
6472.61 0.103732
6474.08 0.0801065
6477.01 0.0519043
6479.94 0.0363666
6482.88 0.0269018
6485.81 0.0207168
6491.68 0.0133895
6497.55 0.00938098
6503.42 0.00695245
6509.29 0.00537084
6521.03 0.00350455
6532.77 0.00248743
6544.50 0.00187280
6556.24 0.00147328
6579.72 0.00100273
6603.19 0.000746750
6650.15 0.000491933
6697.10 0.000373926
6744.05 0.000309909
6837.95 0.000246779
7025.76 0.000204669
7213.57 0.000196230
7401.38 0.000203882
7589.18 0.000235604
7683.09 0.000277672
7776.99 0.000389439
7870.90 0.000955774
7917.85 0.00316317
7929.59 0.00543366
7941.32 0.0118742
7947.19 0.0208135
7953.06 0.0460190
7956.00 0.0807217
7957.46 0.115084
7958.93 0.177246
7960.40 0.307822
7961.13 0.435266
7961.86 0.661483
7962.60 1.12413
7962.97 1.56177
7963.33 2.31081
7963.70 3.76213
7963.88 5.05998
7964.07 7.13755
7964.25 10.7987
7964.43 17.9710
7964.52 24.4268
7964.62 34.5520
7964.71 51.5698
7964.80 80.0374
7964.90 128.066
7965.00 160.087
7965.10 128.065
7965.20 80.0370
7965.29 53.5244
7965.37 37.2179
7965.45 26.9444
7965.53 20.2360
7965.70 12.4359
7965.86 8.36960
7966.03 5.98463
7966.19 4.49078
7966.52 2.78909
7966.85 1.89435
7967.18 1.36923
7967.83 0.810600
7968.49 0.534787
7969.15 0.379218
7970.46 0.218946
7971.78 0.142390
7973.09 0.0999824
7975.72 0.0570941
7980.98 0.0258544
7986.24 0.0147558
7996.76 0.00675330
8007.28 0.00393493
8049.35 0.00122491
8133.50 0.000673877
8217.64 0.00127239
8259.72 0.00411781
8270.24 0.00707330
8280.75 0.0154629
8286.01 0.0270983
8291.27 0.0598409
8293.90 0.104797
8295.22 0.149220
8296.53 0.229289
8297.85 0.396837
8298.50 0.559600
8299.16 0.846903
8299.82 1.42950
8300.15 1.97546
8300.48 2.89979
8300.81 4.66215
8300.97 6.19991
8301.13 8.62585
8301.30 12.7873
8301.46 20.5904
8301.54 27.2570
8301.63 37.3564
8301.71 53.1619
8301.79 78.3160
8301.90 125.133
8302.00 156.620
8302.11 125.131
8302.21 78.3155
8302.28 57.1886
8302.34 42.6805
8302.47 25.5584
8302.61 16.6945
8302.74 11.6616
8302.87 8.55187
8303.00 6.53693
8303.27 4.16159
8303.53 2.87063
8303.80 2.09931
8304.32 1.26072
8304.85 0.838932
8305.38 0.598385
8306.44 0.347987
8307.50 0.227190
8308.55 0.159969
8310.67 0.0916169
8314.90 0.0415537
8319.12 0.0236929
8327.58 0.0107713
8336.04 0.00620311
8369.87 0.00176061
8437.52 0.000638813
8505.18 0.000432645
8572.84 0.000365149
8708.15 0.000332685
8843.46 0.000346959
8978.78 0.000392113
9114.09 0.000495112
9181.75 0.000611938
9249.41 0.000903654
9317.06 0.00234448
9350.89 0.00792880
9359.35 0.0136479
9367.80 0.0297718
9372.03 0.0519756
9376.26 0.113783
9378.38 0.197534
9379.43 0.279258
9380.49 0.424683
9381.55 0.722178
9382.08 1.00434
9382.60 1.48886
9383.13 2.43046
9383.40 3.27091
9383.66 4.62781
9383.93 7.02842
9384.19 11.7828
9384.32 16.0780
9384.45 22.9637
9384.59 34.5786
9384.72 54.7371
9384.86 87.4892
9385.00 109.467
9385.14 87.4888
9385.28 54.7374
9385.43 32.5981
9385.58 20.7329
9385.73 14.0882
9385.88 10.1088
9386.03 7.57246
9386.18 5.86913
9386.48 3.80799
9386.78 2.65960
9387.08 1.96159
9387.68 1.19106
9388.28 0.798088
9388.88 0.571911
9390.08 0.334758
9391.29 0.219472
9392.49 0.154998
9394.89 0.0891437
9399.69 0.0406997
9404.49 0.0233595
9414.10 0.0107933
9423.70 0.00634952
9462.12 0.00205351
9500.54 0.00128654
9538.96 0.00105164
9615.80 0.000975058
9692.64 0.00108778
9769.48 0.00133909
9846.32 0.00180084
9923.16 0.00271134
9961.58 0.00353540
10000.0 0.00490915
10014.4 0.00575811
10021.7 0.00663780
10025.3 0.00857598
10027.1 0.0150294
10028.0 0.0367077
10028.4 0.100469
10028.7 0.251622
10028.9 1.10931
10029.0 2.20297
10029.1 1.10023
10029.3 0.349801
10029.4 0.159828
10029.8 0.0618796
10030.4 0.0235158
10031.6 0.0114197
10034.1 0.00816901
10039.1 0.00767734
10049.0 0.00841359
10068.9 0.0110248
10088.9 0.0153091
10108.8 0.0228741
10118.7 0.0290392
10123.7 0.0331219
10128.7 0.0381341
10133.7 0.0444071
10138.6 0.0523835
10141.1 0.0572090
10143.6 0.0627370
10146.1 0.0691102
10148.6 0.0764766
10153.6 0.0953271
10158.5 0.122086
10163.5 0.161802
10168.5 0.224028
10171.0 0.269315
10173.5 0.329396
10176.0 0.411164
10178.5 0.525743
10180.9 0.691622
10183.4 0.940144
10185.9 1.32351
10188.4 1.91399
10191.7 3.06191
10195.0 3.82611
10198.3 3.05936
10201.6 1.91154
10204.4 1.25871
10207.2 0.861171
10210.1 0.616032
10212.9 0.459044
10218.5 0.279537
10224.1 0.186872
10229.8 0.133258
10235.4 0.0997425
10246.7 0.0618411
10257.9 0.0420869
10269.2 0.0305398
10280.5 0.0232213
10291.7 0.0183019
10314.3 0.0123053
10336.8 0.00894892
10359.4 0.00692746
10370.6 0.00636285
10376.3 0.00673778
10379.1 0.00924047
10380.5 0.0188372
10381.2 0.0503999
10381.5 0.136396
10381.7 0.317913
10381.9 1.07079
10382.0 2.12725
10382.1 1.06199
10382.3 0.317893
10382.5 0.141739
10382.8 0.0525444
10383.5 0.0194137
10384.8 0.00918958
10387.6 0.00625280
10393.0 0.00527704
10403.8 0.00467931
10425.6 0.00399564
10469.0 0.00319131
10512.4 0.00285009
10534.2 0.00311654
10545.0 0.00463399
10550.5 0.0107126
10553.2 0.0337510
10554.5 0.116917
10555.2 0.387126
10555.5 1.10960
10555.7 2.51318
10555.8 4.17124
10555.9 7.68815
10555.9 12.5839
10556.0 15.3341
10556.1 12.5839
10556.1 7.68822
10556.2 4.17131
10556.3 2.51324
10556.5 1.10964
10556.8 0.387149
10557.5 0.118474
10558.8 0.0344125
10561.5 0.0108353
10566.9 0.00461712
10577.6 0.00300538
10599.1 0.00259896
10642.1 0.00261623
10685.0 0.00292662
10728.0 0.00361507
10771.0 0.00514985
10792.5 0.00667802
10813.9 0.00944061
10824.7 0.0117528
10835.4 0.0152580
10846.2 0.0209573
10856.9 0.0311657
10867.7 0.0523370
10873.0 0.0726756
10875.7 0.0878107
10878.4 0.108264
10881.1 0.137088
10883.8 0.179174
10885.1 0.208194
10886.5 0.244613
10887.8 0.291517
10889.1 0.353311
10890.5 0.437681
10891.8 0.554939
10893.2 0.725618
10894.5 0.986705
10895.9 1.41599
10896.5 1.73547
10897.2 2.16850
10897.9 2.76967
10898.5 3.62391
10899.2 4.85818
10899.9 6.63359
10900.9 10.6059
10902.0 13.2502
10903.1 10.6033
10904.1 6.63110
10905.0 4.34133
10906.0 2.95674
10906.9 2.10807
10907.8 1.57027
10909.6 0.952784
10911.5 0.636398
10913.3 0.453065
10915.1 0.339061
10918.8 0.209945
10922.5 0.142803
10926.1 0.103573
10929.8 0.0787087
10933.5 0.0620150
10940.8 0.0415963
10948.1 0.0301240
10955.5 0.0230389
10962.8 0.0183796
10977.5 0.0128393
10992.2 0.00983158
11021.5 0.00694920
11050.8 0.00582582
11080.2 0.00555750
11109.5 0.00649841
11124.2 0.0104971
11131.5 0.0259008
11135.2 0.0847896
11136.1 0.143511
11137.0 0.299829
11137.5 0.504799
11138.0 1.02893
11138.2 1.66510
11138.4 3.12894
11138.5 4.78100
11138.6 7.70337
11138.7 10.4848
11138.8 13.9950
11138.8 20.6257
11138.9 29.3054
11138.9 46.8858
11139.0 58.6062
11139.1 46.8859
11139.1 29.3056
11139.2 20.6260
11139.2 15.8477
11139.3 9.93252
11139.4 6.40057
11139.5 4.59971
11139.7 2.60343
11139.8 1.70528
11140.2 0.861257
11140.5 0.525173
11141.2 0.252886
11141.8 0.150567
11143.1 0.0724166
11144.5 0.0438582
11149.8 0.0154346
11160.4 0.00824885
11181.7 0.00684535
11224.3 0.00780637
11245.6 0.00879711
11266.9 0.0101269
11277.6 0.0109481
11288.2 0.0118971
11298.9 0.0129978
11309.5 0.0142795
11320.2 0.0157839
11330.8 0.0175607
11341.5 0.0196767
11352.1 0.0222203
11362.8 0.0253110
11373.4 0.0291123
11384.1 0.0338531
11394.7 0.0398531
11405.4 0.0475997
11416.0 0.0578018
11426.7 0.0715581
11437.3 0.0906079
11448.0 0.117773
11458.6 0.157689
11469.3 0.217775
11479.9 0.308121
11495.0 0.492489
11510.0 0.614625
11525.1 0.490802
11540.1 0.306478
11553.3 0.199984
11566.4 0.135892
11579.6 0.0967456
11592.7 0.0717827
11619.0 0.0435559
11645.3 0.0290623
11671.6 0.0207249
11697.9 0.0155200
11750.5 0.00965838
11803.1 0.00662939
11855.7 0.00491470
11908.3 0.00415720
11921.4 0.00432610
11934.6 0.00522903
11947.7 0.0109289
11954.3 0.0337457
11955.9 0.0569951
11957.6 0.120896
11958.4 0.206389
11959.2 0.433991
11959.6 0.724938
11960.0 1.44795
11960.2 2.32452
11960.4 4.15459
11960.6 6.21549
11960.7 9.67139
11960.7 12.4943
11960.8 16.5928
11960.8 22.6805
11960.9 32.6195
11960.9 53.0441
11961.0 65.2372
11961.1 53.0441
11961.1 32.6197
11961.2 22.6808
11961.3 16.5930
11961.3 12.4945
11961.4 9.67161
11961.5 5.97294
11961.6 4.15475
11961.8 2.26681
11962.0 1.41933
11962.4 0.704720
11962.8 0.424595
11963.7 0.200290
11964.5 0.117486
11966.2 0.0552292
11967.8 0.0327917
11974.5 0.0103948
11987.8 0.00453362
12001.2 0.00333248
12014.5 0.00283631
12067.9 0.00207600
12174.6 0.00145876
12281.3 0.00111880
12388.0 0.000901160
12601.5 0.000648573
12708.2 0.000574276
12761.5 0.000550804
12788.2 0.000563463
12801.6 0.000660299
12808.2 0.00106200
12811.6 0.00261197
12813.2 0.00835810
12814.1 0.0277333
12814.5 0.0850013
12814.7 0.213984
12814.9 0.863541
12815.0 1.71943
12815.1 0.856416
12815.4 0.143533
12815.7 0.0528510
12816.2 0.0168571
12817.3 0.00506181
12819.6 0.00171395
12824.0 0.000821192
12832.9 0.000586897
12850.6 0.000520922
12886.0 0.000492556
12957.0 0.000465601
13098.8 0.000431354
13382.4 0.000406162
13666.1 0.000445015
13737.0 0.000481805
13807.9 0.000570342
13878.8 0.000987909
13914.3 0.00258320
13932.0 0.00882853
13940.9 0.0329784
13943.1 0.0572708
13945.3 0.123398
13946.4 0.211301
13947.5 0.442144
13948.1 0.735859
13948.7 1.43354
13948.9 2.23836
13949.2 3.84872
13949.3 5.43057
13949.5 8.13205
13949.6 13.1043
13949.8 21.9236
13949.9 35.4998
13950.0 43.7895
13950.1 35.4996
13950.2 21.9235
13950.4 14.1183
13950.5 9.55673
13950.6 6.78398
13950.7 5.02179
13950.9 2.97418
13951.1 1.98417
13951.6 1.04319
13952.0 0.639895
13952.9 0.310696
13953.8 0.182864
13955.6 0.0852215
13957.4 0.0493535
13964.6 0.0131386
13979.0 0.00371181
14007.7 0.00131672
14065.2 0.000737821
14122.6 0.000660649
14180.1 0.000666490
14295.0 0.000793113
14352.4 0.00104599
14381.1 0.00182000
14395.5 0.00473623
14402.7 0.0160598
14406.3 0.0592954
14408.1 0.218250
14408.5 0.369210
14409.0 0.754410
14409.2 1.23559
14409.4 2.28994
14409.5 3.39140
14409.6 5.47265
14409.8 9.97016
14409.8 14.7350
14409.9 21.3172
14409.9 33.8609
14410.0 42.5313
14410.1 33.8610
14410.1 21.3173
14410.2 13.7634
14410.3 9.38410
14410.4 4.75378
14410.5 2.81183
14410.6 1.89920
14410.9 0.982493
14411.2 0.607532
14411.7 0.294221
14412.2 0.174634
14414.2 0.0472143
14418.2 0.0128951
14426.4 0.00397053
14442.6 0.00172654
14475.0 0.00122964
14507.5 0.00122726
14523.7 0.00131699
14531.8 0.00157900
14535.8 0.00252798
14537.9 0.00605763
14538.9 0.0183058
14539.4 0.0564165
14539.6 0.146550
14539.9 0.761913
14540.0 1.51626
14540.1 0.755633
14540.4 0.153914
14540.6 0.0619423
14541.1 0.0209728
14542.0 0.00692888
14543.8 0.00279306
14547.5 0.00168720
14554.9 0.00142129
14569.7 0.00140112
14599.3 0.00151289
14658.4 0.00187860
14717.6 0.00247725
14776.8 0.00353522
14835.9 0.00570447
14865.5 0.00779232
14895.1 0.0114847
14909.9 0.0145142
14924.7 0.0190321
14939.5 0.0262128
14946.9 0.0315162
14954.2 0.0386644
14961.6 0.0486544
14965.3 0.0552030
14969.0 0.0631698
14972.7 0.0730513
14976.4 0.0854746
14980.1 0.101385
14983.8 0.122139
14987.5 0.150059
14991.2 0.188689
14994.9 0.244132
14998.6 0.327084
15002.3 0.458937
15006.0 0.682481
15007.9 0.854366
15009.7 1.09027
15011.6 1.41729
15013.4 1.86409
15016.7 2.97002
15020.0 3.70187
15023.3 2.96841
15026.6 1.86260
15029.0 1.30565
15031.4 0.940102
15033.8 0.698868
15036.2 0.535594
15041.0 0.339306
15045.7 0.232908
15050.5 0.169562
15055.3 0.129861
15060.1 0.107555
15062.5 0.116672
15063.7 0.181953
15064.3 0.401333
15064.6 0.967728
15064.7 2.00561
15064.8 3.14850
15064.9 5.60425
15065.0 11.1271
15065.1 5.60344
15065.2 2.93569
15065.3 1.69146
15065.5 0.770085
15065.8 0.313408
15066.6 0.145820
15068.0 0.0905838
15070.8 0.0689453
