Ag-109(n,tot) ENDF/B-VII.1
1034.31 5.77574
1034.75 5.70491
1035.18 5.64330
1035.40 5.62724
1035.62 5.63816
1035.83 5.70936
1036.05 5.92518
1036.27 6.53406
1036.38 7.21334
1036.49 8.47317
1036.59 11.0913
1036.65 13.4641
1036.70 17.2841
1036.76 24.0062
1036.81 36.4065
1036.84 46.7876
1036.87 62.1008
1036.89 85.1761
1036.92 119.955
1036.94 157.151
1036.96 198.913
1037.00 257.877
1037.02 248.092
1037.04 216.689
1037.08 144.689
1037.12 96.6853
1037.16 68.2318
1037.20 51.0632
1037.24 40.3915
1037.28 33.0385
1037.31 27.9053
1037.39 21.4585
1037.47 17.6058
1037.55 15.1634
1037.70 12.2688
1037.86 10.6705
1038.01 9.67882
1038.17 9.01209
1038.32 8.53929
1038.63 7.90972
1038.94 7.51408
1039.25 7.24218
1039.56 7.04344
1040.18 6.76710
1040.80 6.58026
1042.04 6.32901
1043.28 6.15209
1044.52 6.00700
1046.99 5.74746
1049.47 5.47238
1050.71 5.31002
1051.95 5.11726
1053.19 4.88042
1053.81 4.74384
1054.43 4.60640
1054.74 4.54976
1055.05 4.52154
1055.36 4.56342
1055.67 4.78292
1055.98 5.51132
1056.13 6.37258
1056.29 8.05040
1056.44 11.6534
1056.52 15.0956
1056.60 20.7659
1056.64 25.1295
1056.67 31.1264
1056.71 39.6026
1056.75 51.5998
1056.79 70.1714
1056.83 98.5584
1056.87 146.052
1056.91 222.321
1056.95 371.955
1057.00 483.247
1057.02 464.340
1057.05 402.318
1057.10 264.214
1057.13 185.617
1057.17 134.967
1057.21 102.200
1057.25 80.7757
1057.32 54.6815
1057.40 40.3709
1057.47 31.6974
1057.55 26.0314
1057.70 19.2766
1057.85 15.5082
1058.00 13.1588
1058.30 10.4416
1058.60 8.93121
1058.90 7.97294
1059.50 6.80033
1060.10 6.13215
1060.40 5.98320
1060.70 6.09405
1061.00 6.89394
1061.15 7.95453
1061.30 10.0965
1061.45 14.7710
1061.52 19.2087
1061.60 26.5772
1061.64 32.2221
1061.67 39.6968
1061.71 50.4034
1061.75 65.3503
1061.79 88.0889
1061.82 121.973
1061.86 176.853
1061.90 261.490
1061.95 439.823
1062.00 575.556
1062.03 555.361
1062.05 485.594
1062.10 323.321
1062.15 208.980
1062.20 144.266
1062.26 105.239
1062.31 81.2907
1062.36 65.1207
1062.41 54.1092
1062.51 40.1457
1062.62 31.8536
1062.72 26.5822
1062.92 20.3356
1063.13 16.8575
1063.33 14.7004
1063.54 13.2415
1063.74 12.1955
1064.15 10.8009
1064.56 9.92115
1064.97 9.31473
1065.38 8.87078
1066.21 8.26112
1067.03 7.85985
1068.67 7.35481
1070.31 7.04248
1071.95 6.82474
1075.23 6.53043
1078.51 6.33036
1081.80 6.17743
1088.36 5.93891
1094.92 5.73246
1098.21 5.62572
1101.49 5.50578
1104.77 5.35673
1106.41 5.26151
1108.05 5.14197
1109.69 4.98230
1110.51 4.87888
1111.33 4.75305
1112.16 4.59952
1112.57 4.51400
1112.98 4.43089
1113.39 4.37922
1113.59 4.39504
1113.80 4.48870
1114.00 4.78278
1114.10 5.11275
1114.21 5.71515
1114.31 6.93542
1114.41 9.71245
1114.46 12.6225
1114.51 17.7909
1114.54 22.0698
1114.57 27.9550
1114.59 36.8551
1114.62 49.2434
1114.64 63.1778
1114.66 79.5951
1114.70 102.935
1114.72 99.0959
1114.74 86.7281
1114.79 58.5677
1114.82 42.1157
1114.86 31.6679
1114.89 25.0131
1114.93 20.6408
1115.00 15.5975
1115.07 13.0667
1115.21 11.3045
1115.34 12.0518
1115.48 15.6947
1115.55 19.5179
1115.62 25.9940
1115.69 37.5641
1115.73 46.8268
1115.76 60.0435
1115.80 79.4738
1115.83 108.950
1115.87 154.874
1115.90 224.146
1115.95 375.377
1116.00 489.188
1116.03 470.378
1116.05 409.694
1116.10 270.904
1116.15 164.411
1116.21 108.947
1116.27 77.5809
1116.32 59.1103
1116.38 47.0251
1116.44 38.9548
1116.55 28.8666
1116.66 23.0578
1116.78 19.3755
1117.00 15.0828
1117.23 12.7206
1117.45 11.2531
1117.68 10.2635
1117.91 9.55565
1118.36 8.61663
1118.81 8.02542
1119.26 7.62030
1119.71 7.32618
1120.62 6.92557
1121.52 6.66524
1122.42 6.48088
1123.33 6.34266
1125.13 6.14606
1126.94 6.00975
1130.55 5.82426
1134.17 5.69473
1137.78 5.59180
1145.01 5.42140
1152.24 5.26611
1159.47 5.10301
1163.08 5.01020
1166.70 4.90005
1168.50 4.83199
1169.41 4.79201
1170.31 4.74613
1171.22 4.69261
1171.67 4.66364
1172.12 4.63713
1172.57 4.62835
1172.80 4.64808
1173.02 4.71604
1173.14 4.78978
1173.25 4.91730
1173.36 5.14562
1173.47 5.58022
1173.59 6.49306
1173.64 7.35301
1173.70 8.74193
1173.76 11.2437
1173.81 16.0294
1173.84 20.1813
1173.87 26.5178
1173.90 36.4788
1173.93 52.2280
1173.94 67.1861
1173.96 84.7979
1174.00 108.781
1174.04 91.3421
1174.08 61.5242
1174.11 44.4010
1174.13 33.6242
1174.16 26.5412
1174.19 21.7473
1174.25 15.9577
1174.31 12.7597
1174.37 10.7865
1174.43 9.51995
1174.54 8.00540
1174.66 7.15348
1174.77 6.62827
1175.01 6.02341
1175.24 5.69132
1175.47 5.48534
1175.94 5.24261
1176.40 5.10290
1176.87 5.00977
1177.80 4.88704
1178.73 4.80261
1179.66 4.73508
1181.52 4.62078
1185.24 4.40638
1188.96 4.16007
1192.68 3.83673
1194.54 3.62647
1196.40 3.36872
1197.33 3.21921
1198.26 3.05829
1199.19 2.89845
1200.12 2.78586
1200.58 2.79029
1201.05 2.89739
1201.51 3.22728
1201.98 4.07955
1202.21 4.92812
1202.44 6.33017
1202.67 8.77231
1202.79 10.6601
1202.91 13.2779
1203.02 17.0439
1203.14 22.5476
1203.26 30.9908
1203.37 44.6460
1203.49 68.5738
1203.55 87.2840
1203.60 113.681
1203.66 152.043
1203.72 209.523
1203.78 297.871
1203.84 434.039
1203.92 723.340
1204.00 942.519
1204.08 786.990
1204.16 513.662
1204.23 366.179
1204.29 269.862
1204.35 205.746
1204.41 161.936
1204.53 108.221
1204.65 78.6158
1204.78 60.3845
1204.90 48.5236
1205.14 34.3220
1205.39 26.3632
1205.63 21.4216
1205.88 18.1104
1206.12 15.7709
1206.61 12.6958
1207.10 10.7969
1207.59 9.50979
1208.08 8.58231
1209.06 7.31865
1210.04 6.47527
1212.00 5.32633
1213.95 4.43715
1214.93 4.02004
1215.91 3.63386
1216.40 3.48236
1216.89 3.41093
1217.38 3.52728
1217.87 4.11163
1218.11 4.79675
1218.36 6.01770
1218.60 8.24758
1218.73 10.0211
1218.85 12.5216
1218.97 16.1701
1219.09 21.5728
1219.21 29.9537
1219.34 43.6385
1219.46 67.7942
1219.52 86.7718
1219.58 113.607
1219.64 152.667
1219.70 211.233
1219.76 301.235
1219.83 439.910
1219.91 742.842
1220.00 975.482
1220.09 821.082
1220.18 542.208
1220.24 397.211
1220.30 299.426
1220.36 231.592
1220.42 185.084
1220.54 126.625
1220.67 93.5711
1220.79 72.8448
1220.91 59.1760
1221.16 42.5234
1221.40 33.0657
1221.65 27.1530
1222.14 20.2958
1222.63 16.5186
1223.12 14.1673
1223.61 12.5658
1224.10 11.4095
1225.08 9.83855
1226.06 8.80413
1227.04 8.04844
1228.02 7.44803
1229.99 6.46172
1230.97 5.99719
1231.95 5.51291
1232.93 5.00344
1233.42 4.77012
1233.91 4.64218
1234.16 4.69101
1234.40 4.91690
1234.65 5.50986
1234.89 6.92615
1235.01 8.27831
1235.14 10.4316
1235.26 14.0570
1235.32 16.7604
1235.38 20.4063
1235.44 25.5257
1235.50 32.6630
1235.56 43.0641
1235.63 58.7910
1235.69 84.1619
1235.75 125.866
1235.81 199.020
1235.87 330.700
1235.94 559.593
1236.00 741.198
1236.07 629.719
1236.13 418.425
1236.20 259.195
1236.28 173.543
1236.35 124.329
1236.42 94.8037
1236.50 75.3615
1236.57 62.2169
1236.72 45.6806
1236.87 36.0703
1237.01 29.9369
1237.31 22.7545
1237.60 18.7565
1237.89 16.2666
1238.19 14.5729
1238.48 13.3595
1239.07 11.7328
1239.65 10.6992
1240.24 9.98189
1240.83 9.45273
1242.00 8.71667
1243.18 8.22087
1245.53 7.56777
1247.87 7.11913
1249.05 6.92587
1250.22 6.73533
1251.40 6.53064
1251.98 6.41583
1252.57 6.28854
1253.16 6.15315
1253.45 6.09511
1253.75 6.07541
1253.89 6.10439
1254.04 6.19289
1254.19 6.40267
1254.33 6.87573
1254.48 8.01762
1254.55 9.18372
1254.63 11.1924
1254.70 15.0459
1254.77 23.0937
1254.81 30.7609
1254.85 42.9763
1254.87 52.5348
1254.88 64.5559
1254.90 80.4566
1254.92 101.323
1254.94 132.842
1254.96 168.379
1255.00 219.561
1255.02 212.334
1255.04 186.582
1255.08 124.948
1255.11 91.3684
1255.14 69.0296
1255.18 54.1784
1255.21 44.0332
1255.27 31.6503
1255.33 24.7272
1255.39 20.4712
1255.45 17.6598
1255.58 14.2865
1255.70 12.3608
1255.83 11.1503
1256.07 9.74602
1256.32 8.96458
1256.57 8.47503
1256.82 8.13824
1257.06 7.89387
1257.56 7.55914
1258.05 7.33832
1259.04 7.05685
1260.03 6.87603
1261.02 6.74377
1263.00 6.55027
1264.98 6.40480
1266.96 6.28910
1267.95 6.24733
1268.44 6.23652
1268.94 6.24164
1269.43 6.28566
1269.68 6.34291
1269.93 6.45536
1270.18 6.69925
1270.30 6.93407
1270.42 7.33317
1270.55 8.09969
1270.61 8.76979
1270.67 9.80236
1270.73 11.5687
1270.79 14.8499
1270.82 17.6109
1270.86 21.7296
1270.89 28.0459
1270.92 37.3721
1270.96 56.3614
1271.00 69.0939
1271.04 56.3570
1271.08 37.3624
1271.13 24.4277
1271.18 17.6964
1271.22 13.8735
1271.27 11.6474
1271.31 10.2012
1271.36 9.25318
1271.45 8.09186
1271.54 7.44551
1271.63 7.04922
1271.81 6.60658
1271.99 6.37469
1272.18 6.23503
1272.54 6.07487
1272.90 5.98067
1273.27 5.91335
1273.99 5.80941
1274.72 5.72575
1275.09 5.69886
1275.45 5.70551
1275.81 5.81745
1275.99 5.98337
1276.18 6.33639
1276.36 7.15612
1276.45 7.97069
1276.54 9.37933
1276.63 12.0239
1276.72 17.6041
1276.77 22.9260
1276.81 31.5068
1276.86 46.2937
1276.90 72.3437
1276.95 117.759
1277.00 152.813
1277.05 128.731
1277.10 86.4594
1277.14 59.7122
1277.19 43.4362
1277.23 33.3960
1277.28 27.0345
1277.37 19.5619
1277.46 15.5840
1277.55 13.2129
1277.63 11.6787
1277.81 9.86207
1277.99 8.85224
1278.17 8.22290
1278.35 7.79827
1278.52 7.49456
1278.88 7.09143
1279.24 6.83655
1279.95 6.53015
1280.66 6.34766
1281.37 6.22211
1282.80 6.04869
1284.22 5.92133
1285.65 5.81249
1288.49 5.60500
1291.34 5.36349
1292.77 5.20907
1294.19 5.01295
1294.90 4.89164
1295.62 4.74992
1296.33 4.58445
1297.04 4.39974
1297.40 4.31032
1297.75 4.24228
1298.11 4.23902
1298.46 4.41955
1298.64 4.67363
1298.82 5.16030
1299.00 6.09780
1299.18 7.98673
1299.27 9.63445
1299.35 12.1476
1299.44 16.1440
1299.53 22.8601
1299.58 28.0493
1299.62 35.0149
1299.67 45.0634
1299.71 59.3488
1299.76 81.3707
1299.80 115.065
1299.84 170.949
1299.89 260.340
1299.94 436.597
1300.00 574.079
1300.03 553.605
1300.06 482.911
1300.11 319.593
1300.16 229.568
1300.20 171.057
1300.24 131.952
1300.28 105.125
1300.37 71.9617
1300.45 53.6333
1300.54 42.2325
1300.62 34.7993
1300.79 25.7846
1300.96 20.7095
1301.13 17.5311
1301.30 15.3859
1301.46 13.8637
1301.80 11.8461
1302.14 10.5922
1302.48 9.74418
1302.82 9.13631
1303.49 8.31959
1304.17 7.79644
1304.84 7.42760
1305.52 7.14925
1306.87 6.73565
1307.54 6.56461
1308.22 6.40152
1308.90 6.23826
1309.23 6.15890
1309.57 6.09366
1309.91 6.08827
1310.08 6.15797
1310.25 6.36418
1310.42 6.92941
1310.50 7.54527
1310.58 8.65622
1310.67 10.8904
1310.71 12.8404
1310.75 15.8700
1310.80 20.8251
1310.84 29.4501
1310.86 36.1876
1310.88 45.5248
1310.90 58.5938
1310.92 76.7895
1310.94 99.8274
1310.96 127.272
1311.00 166.053
1311.02 160.849
1311.04 140.910
1311.08 95.4290
1311.11 66.8339
1311.15 49.0954
1311.18 37.9847
1311.22 30.7314
1311.29 22.2645
1311.36 17.7207
1311.43 14.9955
1311.50 13.2230
1311.64 11.1109
1311.78 9.92783
1311.92 9.18571
1312.06 8.68215
1312.20 8.32021
1312.48 7.83696
1312.76 7.52958
1313.32 7.15878
1313.88 6.93924
1314.44 6.79057
1315.56 6.59481
1316.68 6.46514
1317.80 6.36848
1320.04 6.22613
1324.52 6.03171
1329.00 5.88387
1333.48 5.74682
1335.72 5.67370
1337.96 5.59057
1340.20 5.48667
1341.32 5.42021
1342.44 5.33688
1343.00 5.28592
1343.56 5.22650
1344.12 5.15679
1344.68 5.07676
1344.96 5.03534
1345.24 4.99851
1345.52 4.97942
1345.80 5.01542
1345.94 5.08452
1346.08 5.22794
1346.22 5.51794
1346.36 6.12263
1346.50 7.49336
1346.57 8.83643
1346.64 11.1305
1346.71 15.3667
1346.78 24.0841
1346.81 32.0737
1346.85 44.8981
1346.87 54.5144
1346.88 66.3481
1346.90 81.6873
1346.92 101.407
1346.94 132.571
1346.96 167.616
1347.00 219.187
1347.02 211.743
1347.04 184.612
1347.08 123.347
1347.13 78.1185
1347.18 53.3656
1347.22 39.2991
1347.27 30.8758
1347.31 25.2568
1347.36 21.4092
1347.45 16.6550
1347.54 13.8626
1347.63 12.1028
1347.81 10.0372
1348.00 8.88910
1348.18 8.17793
1348.36 7.69434
1348.54 7.34909
1348.91 6.88593
1349.27 6.58893
1349.64 6.37934
1350.00 6.22018
1350.73 5.98334
1351.10 5.88870
1351.46 5.80826
1351.83 5.75943
1352.01 5.76928
1352.19 5.84351
1352.38 6.09248
1352.47 6.37867
1352.56 6.91929
1352.65 8.04567
1352.70 9.07207
1352.74 10.6714
1352.79 13.4346
1352.83 18.3441
1352.88 28.2965
1352.90 36.9031
1352.92 48.8252
1352.94 62.7006
1352.96 79.2540
1353.00 103.387
1353.04 88.1601
1353.08 59.9121
1353.11 41.9423
1353.15 31.0411
1353.18 24.3322
1353.22 20.0080
1353.29 15.0207
1353.36 12.4014
1353.43 10.8125
1353.50 9.78393
1353.63 8.56919
1353.77 7.88415
1353.91 7.45712
1354.19 6.95647
1354.47 6.67371
1354.75 6.49234
1355.31 6.27089
1355.86 6.13685
1356.42 6.04446
1357.54 5.91936
1358.65 5.83342
1359.77 5.76696
1362.00 5.66336
1364.23 5.57958
1366.46 5.50953
1367.57 5.48526
1368.13 5.48111
1368.69 5.49018
1369.24 5.53219
1369.52 5.58319
1369.80 5.68156
1370.08 5.89351
1370.22 6.09881
1370.36 6.45080
1370.50 7.13574
1370.57 7.74389
1370.64 8.69885
1370.71 10.3701
1370.78 13.5290
1370.81 16.3157
1370.85 20.6285
1370.88 27.5620
1370.92 38.4156
1370.96 58.3551
1371.00 71.6819
1371.04 58.3568
1371.08 38.4150
1371.13 24.7894
1371.18 17.5697
1371.22 13.5790
1371.27 11.2104
1371.31 9.70974
1371.36 8.70609
1371.45 7.49576
1371.54 6.82435
1371.64 6.41419
1371.82 5.96067
1372.00 5.72442
1372.19 5.58531
1372.55 5.43043
1372.92 5.34554
1373.29 5.28933
1374.02 5.21126
1374.76 5.14984
1375.49 5.09277
1376.96 4.97497
1377.69 4.91123
1378.43 4.84560
1379.16 4.78482
1379.90 4.75259
1380.26 4.76859
1380.63 4.83602
1381.00 5.01150
1381.36 5.43285
1381.73 6.48989
1381.92 7.59785
1382.10 9.57617
1382.28 13.4793
1382.37 16.9067
1382.47 22.1632
1382.56 30.8549
1382.65 46.0599
1382.74 74.6391
1382.79 98.0539
1382.83 129.983
1382.92 215.935
1383.00 282.707
1383.09 238.130
1383.17 158.174
1383.23 115.552
1383.29 86.8936
1383.36 67.6652
1383.42 54.4402
1383.54 38.1983
1383.67 29.0752
1383.79 23.4571
1383.91 19.7456
1384.16 15.2859
1384.41 12.7619
1384.66 11.1870
1384.90 10.1195
1385.15 9.36111
1385.65 8.35824
1386.14 7.73551
1386.64 7.31332
1387.13 7.00891
1388.12 6.59845
1389.11 6.33273
1391.09 5.99942
1393.07 5.78576
1395.05 5.62398
1399.02 5.35464
1401.00 5.22035
1402.98 5.07188
1404.96 4.89566
1406.94 4.67109
1407.93 4.53032
1408.92 4.36282
1409.91 4.16113
1410.90 3.92162
1411.40 3.79263
1411.89 3.67226
1412.39 3.59655
1412.88 3.67178
1413.13 3.85475
1413.38 4.25126
1413.62 5.07923
1413.87 6.83289
1413.99 8.41830
1414.12 10.8915
1414.24 14.9175
1414.37 21.7880
1414.43 27.1716
1414.49 34.6922
1414.55 45.5129
1414.61 61.6391
1414.68 86.6868
1414.74 127.454
1414.80 196.914
1414.86 315.008
1414.93 530.963
1415.00 700.331
1415.07 592.367
1415.14 391.827
1415.21 256.724
1415.28 177.360
1415.35 129.802
1415.42 100.097
1415.48 79.9546
1415.55 66.0782
1415.69 48.2874
1415.83 37.7865
1415.96 31.0309
1416.24 23.0669
1416.51 18.6428
1416.79 15.9042
1417.06 14.0609
1417.33 12.7468
1417.88 11.0122
1418.43 9.93345
1418.98 9.20115
1419.53 8.67603
1420.63 7.97899
1421.72 7.56107
1422.27 7.43913
1422.55 7.41162
1422.82 7.42668
1423.09 7.53470
1423.23 7.66607
1423.37 7.91251
1423.51 8.41096
1423.57 8.86455
1423.64 9.58209
1423.71 10.8424
1423.78 13.2212
1423.81 15.3490
1423.85 18.5303
1423.88 23.5700
1423.92 31.6087
1423.96 46.2719
1424.00 55.9923
1424.04 46.2591
1424.08 31.5815
1424.12 22.9823
1424.16 17.8058
1424.20 14.6452
1424.23 12.6297
1424.31 10.3482
1424.38 9.17191
1424.45 8.49100
1424.53 8.06165
1424.68 7.57023
1424.82 7.30224
1424.97 7.13794
1425.27 6.94406
1425.56 6.82935
1425.86 6.74967
1426.45 6.63678
1427.63 6.48400
1428.81 6.37111
1431.17 6.20004
1433.53 6.06935
1438.26 5.86916
1442.98 5.70635
1447.70 5.54981
1450.07 5.46461
1452.43 5.36711
1454.79 5.24619
1455.97 5.17072
1457.15 5.07992
1457.74 5.02738
1458.33 4.97036
1458.92 4.91155
1459.51 4.86311
1459.81 4.85432
1460.11 4.87294
1460.40 4.95204
1460.70 5.17411
1460.99 5.77807
1461.14 6.43712
1461.29 7.64226
1461.43 10.0863
1461.51 12.2785
1461.58 15.6907
1461.65 21.4729
1461.73 31.8930
1461.80 52.2983
1461.84 69.6451
1461.88 93.8246
1461.94 155.661
1462.00 202.935
1462.06 171.767
1462.13 114.480
1462.17 83.6801
1462.22 63.4569
1462.27 49.8518
1462.31 40.4702
1462.40 28.9119
1462.50 22.3960
1462.59 18.3720
1462.68 15.7074
1462.86 12.4874
1463.05 10.6602
1463.23 9.51999
1463.60 8.19555
1463.97 7.46280
1464.34 7.00456
1464.71 6.69014
1465.07 6.46144
1465.81 6.14606
1466.55 5.93308
1468.02 5.64073
1469.50 5.41260
1470.23 5.30008
1470.97 5.17976
1471.71 5.04863
1472.08 4.98403
1472.44 4.93753
1472.63 4.93561
1472.81 4.96880
1473.00 5.07671
1473.18 5.35651
1473.37 6.08503
1473.46 6.85829
1473.55 8.25922
1473.64 11.0297
1473.69 13.4725
1473.73 17.2818
1473.78 23.5514
1473.83 34.5732
1473.85 43.2695
1473.87 55.4295
1473.89 72.6266
1473.92 96.8224
1473.94 126.243
1473.96 161.092
1474.00 209.734
1474.02 202.692
1474.04 177.038
1474.08 118.743
1474.12 80.4429
1474.16 57.8459
1474.20 43.5906
1474.24 34.6592
1474.31 24.2224
1474.39 18.7563
1474.47 15.4570
1474.54 13.3281
1474.70 10.8234
1474.85 9.42067
1475.00 8.55092
1475.16 7.95901
1475.31 7.53748
1475.62 6.97372
1475.93 6.61502
1476.54 6.17835
1477.15 5.91150
1477.77 5.71985
1479.00 5.42807
1480.22 5.16465
1480.84 5.02379
1481.45 4.87257
1481.76 4.79657
1482.07 4.72902
1482.37 4.69102
1482.68 4.74260
1482.83 4.85143
1482.99 5.07886
1483.14 5.54411
1483.29 6.50832
1483.45 8.70385
1483.52 10.8519
1483.60 14.4501
1483.68 21.1260
1483.72 26.7274
1483.75 34.7489
1483.79 47.3225
1483.83 66.8017
1483.87 98.7825
1483.91 151.916
1483.95 254.880
1484.00 333.389
1484.02 322.031
1484.05 282.111
1484.09 187.123
1484.14 129.191
1484.18 93.0926
1484.22 70.3893
1484.26 55.8205
1484.34 38.2746
1484.42 28.9427
1484.50 23.2651
1484.58 19.6168
1484.75 15.2606
1484.91 12.8088
1485.07 11.2779
1485.23 10.2446
1485.40 9.51017
1485.72 8.53218
1486.05 7.92093
1486.37 7.50321
1486.70 7.19975
1487.35 6.78642
1488.00 6.51578
1489.30 6.17379
1490.60 5.95501
1491.90 5.79273
1494.51 5.53899
1497.11 5.30752
1498.41 5.18187
1499.71 5.03881
1501.01 4.86546
1501.67 4.76183
1502.32 4.64428
1502.97 4.51723
1503.29 4.46129
1503.62 4.43699
1503.94 4.52489
1504.11 4.69157
1504.27 5.07216
1504.43 5.99698
1504.51 6.93168
1504.59 8.57020
1504.68 11.7459
1504.72 14.4793
1504.76 18.5275
1504.80 25.1371
1504.84 35.9800
1504.86 44.6323
1504.88 55.8045
1504.90 70.9395
1504.92 91.2882
1504.94 119.139
1504.96 150.370
1505.00 195.870
1505.02 188.817
1505.04 164.266
1505.08 109.277
1505.13 68.8682
1505.17 47.1744
1505.22 34.5275
1505.27 26.9793
1505.31 21.9577
1505.36 18.5894
1505.45 14.3662
1505.54 11.8802
1505.63 10.3100
1505.81 8.44998
1505.99 7.41129
1506.17 6.75314
1506.53 5.95941
1506.89 5.48018
1507.26 5.13967
1507.98 4.64039
1508.34 4.44172
1508.71 4.28296
1509.07 4.20385
1509.43 4.32860
1509.61 4.56908
1509.79 5.06125
1509.97 6.04017
1510.15 8.04269
1510.24 9.80876
1510.33 12.4721
1510.43 16.7436
1510.52 23.7971
1510.56 29.2634
1510.61 36.5658
1510.65 46.7497
1510.70 61.3511
1510.74 83.5355
1510.79 116.866
1510.83 169.307
1510.88 252.271
1510.94 428.379
1511.00 565.567
1511.03 548.290
1511.06 479.695
1511.12 320.105
1511.16 240.397
1511.21 184.395
1511.29 118.218
1511.37 83.1344
1511.45 62.6859
1511.53 49.6474
1511.61 41.0057
1511.77 30.4010
1511.94 24.2948
1512.10 20.4556
1512.42 15.9592
1512.75 13.4756
1513.07 11.9251
1513.40 10.8742
1513.72 10.1186
1514.37 9.10936
1515.02 8.46806
1515.67 8.02485
1516.32 7.70031
1517.62 7.25400
1518.92 6.95995
1520.22 6.74970
1521.52 6.59058
1524.12 6.36190
1526.72 6.20205
1529.32 6.08335
1530.62 6.04513
1531.27 6.06798
1531.43 6.10418
1531.59 6.19731
1531.68 6.30327
1531.76 6.51982
1531.84 7.04690
1531.88 7.62195
1531.92 8.61845
1531.96 10.2058
1532.00 11.2659
1532.04 10.2034
1532.08 8.61342
1532.13 7.55952
1532.17 6.99538
1532.25 6.47286
1532.34 6.25991
1532.42 6.15511
1532.59 6.05634
1532.76 6.01186
1533.44 5.94653
1534.79 5.89299
1537.50 5.81812
1538.86 5.79012
1540.21 5.77952
1540.89 5.79610
1541.23 5.82082
1541.56 5.87166
1541.90 5.98565
1542.07 6.09779
1542.24 6.29477
1542.41 6.68702
1542.50 7.04374
1542.58 7.61973
1542.66 8.66293
1542.71 9.50967
1542.75 10.7584
1542.79 12.7495
1542.83 15.9571
1542.88 21.5420
1542.92 31.5486
1542.96 47.1290
1543.00 57.1284
1543.04 46.7373
1543.08 31.2418
1543.12 22.2639
1543.16 16.8962
1543.20 13.6337
1543.23 11.5602
1543.31 9.22248
1543.38 8.03627
1543.45 7.34293
1543.53 6.91487
1543.67 6.42616
1543.82 6.16897
1543.97 6.01837
1544.26 5.85502
1544.56 5.77073
1544.85 5.72013
1545.44 5.66078
1546.62 5.59744
1547.79 5.55450
1550.15 5.48023
1552.50 5.40389
1554.86 5.31524
1556.04 5.26216
1557.21 5.19923
1558.39 5.12031
1558.98 5.07171
1559.57 5.01491
1560.16 4.95022
1560.45 4.91906
1560.75 4.90018
1561.04 4.93054
1561.19 5.00200
1561.34 5.17551
1561.48 5.60862
1561.56 6.06012
1561.63 6.84911
1561.70 8.38771
1561.78 11.6713
1561.81 14.8665
1561.85 20.2556
1561.89 29.8714
1561.91 37.1500
1561.92 46.8931
1561.94 60.2847
1561.96 76.1898
1562.00 99.2928
1562.04 84.8699
1562.08 57.7544
1562.10 43.6209
1562.13 33.9410
1562.16 27.3446
1562.18 22.8951
1562.24 17.1147
1562.29 13.8779
1562.34 11.8228
1562.40 10.4795
1562.50 8.82749
1562.61 7.88773
1562.72 7.29409
1562.93 6.59951
1563.15 6.21151
1563.36 5.96453
1563.79 5.66465
1564.22 5.48083
1564.64 5.34858
1565.50 5.14510
1566.35 4.96135
1566.78 4.86635
1567.21 4.77279
1567.42 4.73307
1567.64 4.70969
1567.85 4.72698
1568.06 4.84775
1568.28 5.26529
1568.38 5.76116
1568.49 6.72025
1568.60 8.74038
1568.65 10.6300
1568.70 13.6375
1568.76 18.9313
1568.79 23.0806
1568.81 28.6427
1568.84 36.8907
1568.86 48.4994
1568.89 66.4645
1568.92 92.1757
1568.94 120.451
1568.96 154.011
1569.00 201.457
1569.02 195.380
1569.04 171.343
1569.08 114.627
1569.12 81.1501
1569.15 60.2791
1569.19 46.4126
1569.22 37.4240
1569.29 26.5114
1569.36 20.6032
1569.43 16.9522
1569.50 14.5615
1569.63 11.7125
1569.77 10.0966
1569.91 9.08909
1570.05 8.40078
1570.18 7.91064
1570.46 7.25643
1570.73 6.84365
1571.01 6.55984
1571.28 6.35289
1571.83 6.06692
1572.38 5.87625
1573.48 5.62645
1574.58 5.45765
1575.68 5.32510
1577.88 5.10672
1578.98 5.01099
1580.08 4.92833
1581.17 4.87738
1582.27 4.91516
1582.82 5.01477
1583.37 5.23063
1583.92 5.67647
1584.47 6.61240
1585.02 8.74381
1585.30 10.8316
1585.57 14.3741
1585.85 20.9064
1586.12 34.2520
1586.26 46.4432
1586.40 65.7178
1586.53 97.5874
1586.67 151.007
1586.84 253.014
1587.00 332.627
1587.17 281.883
1587.33 187.435
1587.51 120.037
1587.69 82.1490
1587.86 60.1941
1588.04 46.6974
1588.22 37.7853
1588.39 31.6369
1588.75 23.9369
1589.10 19.4271
1589.45 16.5515
1590.16 13.1727
1590.87 11.3005
1591.57 10.1351
1592.28 9.34862
1592.99 8.78668
1594.40 8.04005
1595.81 7.57005
1597.23 7.24725
1598.64 7.01200
1601.47 6.69041
1604.29 6.47897
1607.12 6.32738
1609.95 6.21183
1615.60 6.04299
1621.25 5.92050
1632.56 5.73806
1643.87 5.58307
1649.52 5.50151
1655.18 5.40734
1660.83 5.28552
1663.66 5.20469
1666.48 5.10000
1667.90 5.03402
1669.31 4.95521
1670.72 4.85963
1672.14 4.74435
1672.84 4.68042
1673.55 4.61724
1674.26 4.56828
1674.96 4.57433
1675.32 4.63256
1675.67 4.77384
1676.02 5.08275
1676.38 5.75761
1676.73 7.34127
1676.91 8.91944
1677.08 11.6210
1677.26 16.6680
1677.35 20.8483
1677.44 27.0232
1677.53 36.6325
1677.61 51.8832
1677.70 77.3064
1677.79 120.317
1677.90 201.728
1678.00 266.514
1678.11 226.574
