Mo-94(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 17.1213
1.25000E-05 15.3138
1.50000E-05 13.9795
2.00000E-05 12.1066
2.75000E-05 10.3246
3.50000E-05 9.15174
4.25000E-05 8.30507
5.00000E-05 7.65689
6.25000E-05 6.84853
7.50000E-05 6.25182
0.000100000 5.41424
0.000125000 4.84264
0.000150000 4.42070
0.000200000 3.82844
0.000275000 3.26490
0.000350000 2.89402
0.000425000 2.62628
0.000500000 2.42131
0.000625000 2.16568
0.000750000 1.97698
0.00100000 1.71211
0.00125000 1.53135
0.00150000 1.39792
0.00200000 1.21063
0.00275000 1.03242
0.00350000 0.915132
0.00425000 0.830460
0.00500000 0.765639
0.00625000 0.684797
0.00750000 0.625121
0.0100000 0.541352
0.0125000 0.484184
0.0150000 0.441983
0.0200000 0.382743
0.0253000 0.340276
0.0314750 0.305051
0.0376500 0.278893
0.0500000 0.241971
0.0625000 0.216390
0.0750000 0.197503
0.100000 0.170986
0.125000 0.152884
0.150000 0.139517
0.200000 0.120745
0.275000 0.102869
0.350000 0.0910926
0.500000 0.0760620
0.750000 0.0618990
1.00000 0.0534292
1.50000 0.0433382
2.00000 0.0372864
2.75000 0.0314878
3.50000 0.0276403
5.00000 0.0226831
7.50000 0.0179426
10.0000 0.0150628
15.0000 0.0115770
20.0000 0.00945864
27.5000 0.00742096
35.0000 0.00607958
50.0000 0.00440522
75.0000 0.00299813
87.5000 0.00276737
93.7500 0.00297026
96.8750 0.00335175
100.000 0.00432786
102.177 0.00605957
103.265 0.00781793
104.353 0.0110492
104.897 0.0137809
105.441 0.0179552
105.985 0.0247914
106.530 0.0371279
106.802 0.0474035
107.074 0.0629064
107.346 0.0878764
107.618 0.131880
107.754 0.167721
107.890 0.220563
108.026 0.303127
108.162 0.442479
108.298 0.705015
108.366 0.932246
108.434 1.28707
108.502 1.88189
108.570 2.97595
108.604 3.88792
108.638 5.23657
108.672 7.28313
108.706 10.3922
108.753 16.6220
108.800 20.7749
108.847 16.6292
108.894 10.4012
108.939 6.56430
108.983 4.34768
109.028 3.03843
109.072 2.22405
109.161 1.32503
109.250 0.873867
109.339 0.617683
109.428 0.459219
109.606 0.282196
109.784 0.190908
109.962 0.137887
110.140 0.104379
110.318 0.0818914
110.674 0.0545061
111.029 0.0391053
111.385 0.0295925
111.741 0.0233081
112.453 0.0157750
113.165 0.0116008
114.588 0.00736606
116.012 0.00535898
117.435 0.00424474
120.282 0.00309971
125.976 0.00221116
131.671 0.00184264
143.059 0.00148749
154.447 0.00128823
200.000 0.000869348
275.000 0.000564253
350.000 0.000421067
500.000 0.000303951
625.000 0.000277129
750.000 0.000285656
875.000 0.000335048
937.500 0.000398406
968.750 0.000468091
1000.00 0.000656743
1025.80 0.00148461
1032.25 0.00232318
1038.70 0.00469644
1041.93 0.00799156
1045.15 0.0172981
1046.77 0.0301432
1047.57 0.0428850
1048.38 0.0659858
1049.19 0.114769
1049.59 0.162493
1049.99 0.247703
1050.19 0.318170
1050.39 0.422957
1050.60 0.590480
1050.80 0.879140
1051.00 1.44776
1051.10 1.96266
1051.20 2.79482
1051.30 4.29976
1051.35 5.55480
1051.40 7.38152
1051.45 10.2948
1051.50 15.0340
1051.55 23.3686
1051.60 38.5127
1051.65 61.8583
1051.70 76.9934
1051.75 61.3530
1051.80 38.5159
1051.83 28.3848
1051.86 21.2862
1051.92 12.8335
1051.98 8.41836
1052.04 5.92942
1052.10 4.36307
1052.16 3.33711
1052.28 2.13335
1052.40 1.47335
1052.51 1.07983
1052.75 0.649190
1052.99 0.432646
1053.23 0.308773
1053.47 0.231388
1053.71 0.179850
1054.19 0.117637
1054.67 0.0829546
1055.62 0.0476713
1056.58 0.0309948
1057.53 0.0218169
1059.44 0.0125887
1063.27 0.00590808
1067.09 0.00354857
1074.74 0.00185697
1082.38 0.00126828
1097.68 0.000861251
1112.97 0.000735929
1143.56 0.000689035
1174.14 0.000728691
1235.32 0.000931702
1296.49 0.00134134
1327.08 0.00169163
1357.66 0.00222915
1388.25 0.00311472
1418.84 0.00473126
1434.13 0.00609652
1449.42 0.00818810
1464.72 0.0116343
1480.01 0.0179269
1487.66 0.0232397
1495.30 0.0313709
1502.95 0.0447449
1510.59 0.0690767
1514.42 0.0895401
1518.24 0.120720
1522.06 0.171672
1525.89 0.263493
1527.80 0.339953
1529.71 0.455336
1530.67 0.536439
1531.62 0.641327
1532.10 0.705704
1532.58 0.780285
1533.06 0.867342
1533.53 0.969583
1534.01 1.09129
1534.49 1.23740
1534.97 1.41490
1535.45 1.63342
1535.92 1.90661
1536.40 2.25425
1536.88 2.70591
1537.36 3.30588
1537.84 4.13016
1538.31 5.30217
1538.79 7.04539
1539.27 9.79147
1539.75 14.4542
1539.99 18.0880
1540.23 23.2001
1540.46 30.6387
1540.70 41.8566
1540.94 59.3059
1541.18 86.4353
1541.49 138.278
1541.80 172.805
1542.11 138.210
1542.42 86.3698
1542.65 59.8924
1542.88 42.7525
1543.11 31.5670
1543.34 24.0607
1543.80 15.1118
1544.26 10.2964
1544.72 7.43257
1545.18 5.60921
1546.10 3.50813
1547.03 2.39542
1547.95 1.73754
1548.87 1.31707
1549.79 1.03233
1551.63 0.682759
1553.47 0.484610
1555.31 0.361615
1557.16 0.280090
1560.84 0.182170
1564.52 0.127865
1568.21 0.0946625
1571.89 0.0729044
1579.26 0.0470666
1586.63 0.0329161
1594.00 0.0243547
1601.36 0.0188065
1616.10 0.0123996
1630.83 0.00938887
1638.20 0.00900165
1645.57 0.0103846
1649.25 0.0132394
1652.94 0.0221040
1654.78 0.0346965
1655.70 0.0473040
1656.62 0.0702800
1657.54 0.118970
1658.00 0.166918
1658.46 0.252720
1658.92 0.430812
1659.15 0.601418
1659.38 0.899097
1659.61 1.48928
1659.73 2.02961
1659.84 2.92491
1659.96 4.56321
1660.02 5.95532
1660.07 8.02803
1660.13 11.4193
1660.19 17.1753
1660.25 28.1732
1660.30 49.5687
1660.35 79.5867
1660.40 99.0365
1660.45 78.9361
1660.50 49.5713
1660.54 32.4822
1660.58 22.3272
1660.62 15.9080
1660.66 11.8846
1660.75 7.23500
1660.83 4.83117
1660.91 3.44318
1661.00 2.57399
1661.16 1.59141
1661.33 1.07967
1661.49 0.780323
1661.66 0.590411
1661.82 0.463132
1662.16 0.306633
1662.49 0.218616
1663.15 0.127945
1663.81 0.0846598
1664.48 0.0606785
1665.80 0.0363889
1668.46 0.0186012
1671.11 0.0121851
1676.41 0.00737645
1681.72 0.00552139
1692.33 0.00393302
1702.94 0.00317275
1724.15 0.00235180
1745.37 0.00188257
1787.81 0.00135947
1830.25 0.00109847
1872.69 0.000977955
1915.13 0.000960407
1957.56 0.00105189
2000.00 0.00131286
2022.27 0.00157293
2044.54 0.00199233
2066.82 0.00270691
2089.09 0.00404274
2111.36 0.00695173
2122.50 0.00988389
2133.63 0.0152806
2139.20 0.0198643
2144.77 0.0269146
2150.34 0.0385759
2155.90 0.0599497
2158.69 0.0780404
2161.47 0.105781
2164.26 0.151483
2167.04 0.234786
2168.43 0.304910
2169.82 0.411872
2171.22 0.586819
2172.61 0.902378
2173.30 1.16524
2174.00 1.56205
2174.70 2.20192
2175.39 3.33240
2175.74 4.25465
2176.09 5.61861
2176.44 7.75728
2176.78 11.3857
2177.13 18.2704
2177.31 24.2840
2177.48 33.7594
2177.65 49.8529
2177.83 80.0504
2177.91 105.743
2178.00 144.499
2178.09 204.800
2178.17 297.733
2178.29 476.889
2178.40 596.520
2178.51 476.863
2178.63 297.725
2178.75 177.230
2178.87 112.874
2178.99 76.7765
2179.11 55.1316
2179.23 41.2292
2179.35 31.9771
2179.59 20.7677
2179.83 14.5104
2180.07 10.7075
2180.55 6.50558
2181.03 4.35994
2181.51 3.12489
2181.99 2.34722
2182.47 1.82820
2183.43 1.19773
2184.39 0.845226
2185.36 0.628221
2186.32 0.485230
2188.24 0.314413
2190.16 0.220256
2192.08 0.162879
2194.01 0.125351
2197.85 0.0808576
2201.69 0.0565023
2205.54 0.0417306
2209.38 0.0321054
2217.07 0.0207327
2224.76 0.0145266
2240.14 0.00832591
2255.52 0.00544037
2270.90 0.00386619
2301.65 0.00229261
2332.41 0.00155936
2363.17 0.00115894
2424.68 0.000759695
2547.71 0.000482932
2670.74 0.000410629
2793.76 0.000423563
2916.79 0.000536085
2978.31 0.000687601
3009.06 0.000830446
3039.82 0.00108105
3070.58 0.00159980
3101.33 0.00303389
3116.71 0.00501063
3132.09 0.0106072
3139.78 0.0183901
3143.62 0.0261812
3147.47 0.0404463
3151.31 0.0710247
3153.23 0.101499
3155.16 0.157030
3156.12 0.203827
3157.08 0.275141
3158.04 0.391775
3159.00 0.602142
3159.48 0.777595
3159.96 1.04191
3160.44 1.46906
3160.92 2.22218
3161.16 2.83939
3161.40 3.74892
3161.64 5.17475
3161.88 7.59316
3162.13 12.2073
3162.25 16.2270
3162.37 22.5624
3162.49 33.3277
3162.61 53.5431
3162.67 70.7576
3162.73 96.7499
3162.79 137.248
3162.85 200.677
3162.92 321.961
3163.00 401.450
3163.08 320.296
3163.16 200.675
3163.21 145.076
3163.26 107.654
3163.36 63.9507
3163.46 41.5641
3163.56 28.9390
3163.66 21.2199
3163.76 16.1893
3163.96 10.2799
3164.16 7.08834
3164.36 5.17688
3164.76 3.10361
3165.16 2.06453
3165.56 1.47137
3165.96 1.10135
3166.36 0.855180
3167.16 0.558338
3167.96 0.393031
3168.76 0.291646
3169.56 0.225024
3171.16 0.145688
3172.76 0.102052
3175.96 0.0581846
3179.16 0.0376715
3182.36 0.0264644
3188.76 0.0152636
3201.56 0.00722884
3214.36 0.00442394
3239.96 0.00246634
3265.56 0.00184835
