Mg-24(n,g) ENDF/B-VII.1
432947 0.00290779
432968 0.00290625
433014 0.00290284
433060 0.00289939
433107 0.00289582
433153 0.00289228
433199 0.00288869
433245 0.00288507
433291 0.00288140
433337 0.00287769
433383 0.00287393
433429 0.00287014
433475 0.00286630
433488 0.00286521
433521 0.00286243
433568 0.00285843
433614 0.00285447
433660 0.00285047
433701 0.00284688
433706 0.00284644
433718 0.00284542
433729 0.00284440
433752 0.00284236
433798 0.00283825
433844 0.00283410
433936 0.00282568
434029 0.00281703
434121 0.00280832
434170 0.00280363
434213 0.00279948
434305 0.00279049
434397 0.00278138
434476 0.00277344
434490 0.00277203
434536 0.00276735
434582 0.00276265
434674 0.00275315
434766 0.00274352
434859 0.00273368
434951 0.00272382
435043 0.00271386
435135 0.00270378
435227 0.00269361
435251 0.00269093
435320 0.00268321
435412 0.00267284
435504 0.00266236
435596 0.00265180
435688 0.00264115
435781 0.00263030
435873 0.00261948
435965 0.00260858
436026 0.00260132
436057 0.00259761
436149 0.00258657
436242 0.00257533
436334 0.00256416
436426 0.00255291
436611 0.00253013
436795 0.00250725
436801 0.00250650
436826 0.00250344
436850 0.00250038
436899 0.00249424
436979 0.00248419
437164 0.00246082
437348 0.00243744
437533 0.00241380
437717 0.00239018
437901 0.00236648
438086 0.00234259
438270 0.00231877
438352 0.00230815
438455 0.00229480
438639 0.00227095
438824 0.00224697
439008 0.00222315
439083 0.00221345
439192 0.00219936
439377 0.00217549
439561 0.00215182
439746 0.00212810
439902 0.00210817
439930 0.00210460
440022 0.00209288
440114 0.00208119
440299 0.00205778
440483 0.00203462
440668 0.00201146
440852 0.00198858
441221 0.00194314
441452 0.00191504
441590 0.00189838
441959 0.00185434
442328 0.00181108
442696 0.00176873
443003 0.00173404
443065 0.00172711
443296 0.00170155
443526 0.00167633
443778 0.00164915
443987 0.00162693
444448 0.00157894
444541 0.00156943
444553 0.00156821
444598 0.00156369
444642 0.00155917
444731 0.00155019
444909 0.00153238
445328 0.00149129
445370 0.00148723
445486 0.00147615
445601 0.00146515
445832 0.00144342
446100 0.00141865
446104 0.00141828
446116 0.00141720
446128 0.00141612
446151 0.00141396
446199 0.00140967
446293 0.00140111
446509 0.00138176
446725 0.00136272
446754 0.00136019
446817 0.00135474
446879 0.00134933
447047 0.00133493
447214 0.00132072
447215 0.00132063
447219 0.00132034
447222 0.00132005
447229 0.00131947
447243 0.00131832
447270 0.00131601
447325 0.00131141
447435 0.00130228
447654 0.00128422
447676 0.00128243
447734 0.00127774
447791 0.00127308
447907 0.00126381
448137 0.00124553
448429 0.00122282
448598 0.00120991
448908 0.00118667
449059 0.00117555
449204 0.00116499
449520 0.00114239
449979 0.00111055
450000 0.00110912
450000 0.00110911
450001 0.00110906
450002 0.00110901
450003 0.00110891
450006 0.00110871
450012 0.00110831
450024 0.00110751
450047 0.00110591
450095 0.00110271
450189 0.00109636
450378 0.00108381
450755 0.00105926
451530 0.00101109
452305 0.000965781
452381 0.000961487
452556 0.000951706
452731 0.000942066
453080 0.000923174
453855 0.000883100
454630 0.000845398
454762 0.000839202
455084 0.000824354
455406 0.000809875
456181 0.000776477
456956 0.000745022
457143 0.000737709
457731 0.000715385
458506 0.000687445
459281 0.000661091
459523 0.000653171
460057 0.000636190
460832 0.000612709
461607 0.000590526
461904 0.000582352
462382 0.000569559
463157 0.000549730
464285 0.000522762
464708 0.000513192
465872 0.000488289
466258 0.000480472
467808 0.000451160
469047 0.000430016
469359 0.000425008
470134 0.000413143
470909 0.000402179
471684 0.000392357
472459 0.000384324
472618 0.000383032
472847 0.000381493
473235 0.000380148
473428 0.000380388
473622 0.000381593
473816 0.000384250
474010 0.000389207
474095 0.000392467
474181 0.000396717
474267 0.000402224
474352 0.000409321
474438 0.000418793
474481 0.000424671
474523 0.000431342
474566 0.000439325
474609 0.000448732
474652 0.000459899
474695 0.000473268
474737 0.000489017
474759 0.000498569
474780 0.000508679
474802 0.000520461
474823 0.000533016
474844 0.000547049
474866 0.000563594
474887 0.000581445
474908 0.000601663
474930 0.000625852
474951 0.000652372
474973 0.000684497
474983 0.000700822
474994 0.000720200
475005 0.000741229
475015 0.000761941
475026 0.000786681
475037 0.000813715
475048 0.000843334
475058 0.000872787
475069 0.000908329
475080 0.000947611
475090 0.000987020
475101 0.00103503
475112 0.00108865
475122 0.00114304
475133 0.00121007
475135 0.00122316
475140 0.00125374
475144 0.00128594
475149 0.00132377
475155 0.00137225
475160 0.00141547
475165 0.00146148
475171 0.00152071
475176 0.00157375
475181 0.00163047
475187 0.00170386
475192 0.00176994
475197 0.00184095
475203 0.00193340
475208 0.00201715
475213 0.00210770
475219 0.00222640
475224 0.00233471
475229 0.00245265
475235 0.00260855
475240 0.00275205
475246 0.00294300
475251 0.00312001
475256 0.00331573
475262 0.00357915
475264 0.00367477
475267 0.00382634
475270 0.00398849
475272 0.00409711
475272 0.00410882
475273 0.00415623
475274 0.00419845
475275 0.00428502
475278 0.00448063
475280 0.00461922
475283 0.00484053
475286 0.00507945
475288 0.00524945
475291 0.00552211
475294 0.00581811
475296 0.00602974
475299 0.00637092
475302 0.00674370
475304 0.00701172
475307 0.00744639
475310 0.00792489
475312 0.00825332
475312 0.00828913
475313 0.00843480
475314 0.00856557
475315 0.00883678
475318 0.00946494
475320 0.00992313
475323 0.0106777
475326 0.0115249
475328 0.0121486
475330 0.0128258
475331 0.0131864
475332 0.0135628
475334 0.0143248
475334 0.0144088
475335 0.0146222
475335 0.0147964
475336 0.0152460
475338 0.0162102
475339 0.0167276
475340 0.0172706
475342 0.0184403
475343 0.0190710
475344 0.0197350
475346 0.0210972
475346 0.0212488
475347 0.0216352
475347 0.0219520
475348 0.0227755
475350 0.0245692
475351 0.0255472
475352 0.0265852
475354 0.0287408
475354 0.0289829
475355 0.0296018
475355 0.0301113
475356 0.0314444
475357 0.0328682
475358 0.0343911
475359 0.0360223
475361 0.0394584
475361 0.0398484
475362 0.0408489
475362 0.0416767
475363 0.0438590
475365 0.0487680
475366 0.0512480
475366 0.0518246
475367 0.0542301
475367 0.0548573
475368 0.0564735
475368 0.0578179
475369 0.0610218
475369 0.0617695
475370 0.0636991
475370 0.0653077
475371 0.0691541
475371 0.0700542
475372 0.0723816
475372 0.0743267
475373 0.0789945
475373 0.0800903
475374 0.0829296
475374 0.0853087
475375 0.0910417
475375 0.0923922
475376 0.0958995
475376 0.0988473
475377 0.105983
475377 0.107670
475378 0.112063
475378 0.115768
475379 0.124780
475379 0.126920
475380 0.136033
475380 0.138458
475381 0.148806
475381 0.151566
475382 0.163370
475382 0.166525
475383 0.180051
475383 0.183675
475384 0.193197
475384 0.201322
475385 0.221440
475385 0.226288
475386 0.247220
475386 0.252867
475387 0.277302
475387 0.283908
475388 0.312547
475388 0.320302
475389 0.353977
475389 0.363107
475390 0.402776
475390 0.413535
475391 0.460254
475391 0.472909
475392 0.527732
475392 0.542531
475393 0.598755
475393 0.606298
475393 0.623396
475394 0.696339
475394 0.715665
475395 0.796749
475395 0.817808
475396 0.903814
475396 0.925442
475397 1.01004
475397 1.03023
475398 1.10374
475398 1.11972
475399 1.17056
475399 1.17949
475400 1.19775
475400 1.19798
475400 1.19775
475401 1.19221
475401 1.17947
475401 1.17055
475402 1.11970
475402 1.10371
475403 1.03019
475403 1.01001
475404 0.925412
475404 0.903783
475405 0.849789
475405 0.807219
475406 0.715643
475406 0.696318
475407 0.623379
475407 0.606283
475407 0.598740
475408 0.573479
475408 0.542520
475408 0.527721
475409 0.472902
475409 0.460248
475410 0.413532
475410 0.402774
475411 0.363107
475411 0.353978
475412 0.320305
475412 0.312550
475413 0.283912
475413 0.277307
475414 0.252873
475414 0.247226
475415 0.226295
475415 0.221447
475416 0.209942
475416 0.201330
475417 0.183683
475417 0.180059
475418 0.166534
475418 0.163379
475419 0.151575
475419 0.148815
475420 0.142223
475420 0.137247
475421 0.126930
475421 0.124789
475422 0.116731
475422 0.114835
475423 0.107679
475423 0.105992
475424 0.0996143
475424 0.0981074
475425 0.0944829
475425 0.0917226
475426 0.0859283
475426 0.0847137
475427 0.0800993
475427 0.0790035
475428 0.0748338
475428 0.0738420
475429 0.0700629
475429 0.0691627
475430 0.0669857
475430 0.0653162
475431 0.0614023
475432 0.0581696
475432 0.0574855
475433 0.0558267
475433 0.0545503
475434 0.0518324
475434 0.0512558
475435 0.0498553
475435 0.0487756
475436 0.0464700
475436 0.0459798
475437 0.0440939
475437 0.0436405
475438 0.0425369
475438 0.0414745
475439 0.0396596
475440 0.0377790
475441 0.0360289
475442 0.0343975
475443 0.0328745
475445 0.0301173
475446 0.0288673
475447 0.0276938
475448 0.0265908
475449 0.0255526
475450 0.0245745
475452 0.0227806
475453 0.0219570
475455 0.0204394
475456 0.0197396
475457 0.0190755
475458 0.0184447
475459 0.0178452
475460 0.0172748
475462 0.0162142
475463 0.0157207
475465 0.0148001
475466 0.0143703
475468 0.0135662
475469 0.0131897
475470 0.0128291
475472 0.0121517
475473 0.0118646
475473 0.0118023
475474 0.0116485
475474 0.0114979
475475 0.0112341
475476 0.0109519
475478 0.0104192
475480 0.00992558
475483 0.00925029
475486 0.00864377
475488 0.00827311
475490 0.00792668
475492 0.00760241
475493 0.00744800
475495 0.00715357
475497 0.00687702
475498 0.00674501
475501 0.00637207
475504 0.00603073
475508 0.00561883
475511 0.00533852
475515 0.00499817
475519 0.00469138
475522 0.00448073
475526 0.00422282
475529 0.00404486
475533 0.00382597
475537 0.00362590
475540 0.00348693
475544 0.00331491
475547 0.00319498
475548 0.00315661
475551 0.00304602
475555 0.00290841
475558 0.00281196
475562 0.00269158
475565 0.00260696
475569 0.00250106
475572 0.00242641
475576 0.00233275
475580 0.00224524
475587 0.00210537
475594 0.00198032
475601 0.00186808
475608 0.00176695
475616 0.00166317
475623 0.00158136
475630 0.00150688
475637 0.00143888
475644 0.00137665
475652 0.00131175
475659 0.00125982
475666 0.00121193
475673 0.00116766
475680 0.00112666
475687 0.00108862
475692 0.00106310
475695 0.00104840
475702 0.00101580
475709 0.000985373
475716 0.000956942
475731 0.000901960
475745 0.000856954
475759 0.000817089
475774 0.000779225
475788 0.000747754
475802 0.000719496
475817 0.000692303
475831 0.000669426
475846 0.000647248
475860 0.000628461
475874 0.000611300
475889 0.000594509
475903 0.000580159
475917 0.000566947
475946 0.000542703
475975 0.000521987
476002 0.000505288
476032 0.000489142
476063 0.000474661
476094 0.000462033
476124 0.000451284
476155 0.000441456
476186 0.000432729
476247 0.000418168
476309 0.000406140
476370 0.000396367
476432 0.000388044
476493 0.000381095
476555 0.000375029
476616 0.000369852
476739 0.000361233
476862 0.000354396
476985 0.000348814
477117 0.000343827
477173 0.000341955
477250 0.000339574
477515 0.000332683
477780 0.000327174
478046 0.000322521
478576 0.000314827
479106 0.000308368
480167 0.000297382
480697 0.000292489
481065 0.000289258
481228 0.000287866
481758 0.000283484
482289 0.000279296
482819 0.000275299
483349 0.000271470
483880 0.000267793
484410 0.000264276
484941 0.000260901
485471 0.000257680
486001 0.000254605
486532 0.000251674
487062 0.000248901
487592 0.000246288
488123 0.000243840
488141 0.000243760
488205 0.000243478
488269 0.000243198
488397 0.000242648
488653 0.000241581
489184 0.000239522
489714 0.000237698
489979 0.000236884
490244 0.000236142
490510 0.000235479
490775 0.000234906
490971 0.000234545
491040 0.000234432
491305 0.000234068
491570 0.000233829
491835 0.000233733
492101 0.000233802
492366 0.000234063
492386 0.000234092
492447 0.000234187
492509 0.000234294
492631 0.000234549
492896 0.000235302
493161 0.000236374
493427 0.000237842
493448 0.000237977
493509 0.000238387
493570 0.000238823
493692 0.000239783
493957 0.000242320
494155 0.000244697
494222 0.000245611
494487 0.000249871
494753 0.000255426
494863 0.000258194
495018 0.000262666
495230 0.000270099
495336 0.000274512
495393 0.000277111
495442 0.000279484
495548 0.000285106
495654 0.000291485
495760 0.000298752
495836 0.000304598
495866 0.000307069
495972 0.000316635
496078 0.000327700
496185 0.000340708
496189 0.000341235
496202 0.000342943
496215 0.000344671
496240 0.000348242
496291 0.000355820
496344 0.000364363
496397 0.000373667
496450 0.000383819
496455 0.000384825
496467 0.000387273
496479 0.000389771
496503 0.000394925
496556 0.000407104
496609 0.000420495
496662 0.000435259
496715 0.000451586
496764 0.000468265
496768 0.000469700
496781 0.000474555
496795 0.000479507
496821 0.000489863
496874 0.000512389
496927 0.000537654
496980 0.000566107
497033 0.000598294
497086 0.000634880
497113 0.000655465
497118 0.000659435
497129 0.000667941
497139 0.000676682
497166 0.000700297
497192 0.000724707
497219 0.000751958
497245 0.000780213
497272 0.000811858
497298 0.000844780
497317 0.000870501
497325 0.000881780
497351 0.000920411
497378 0.000963990
497404 0.00100967
497406 0.00101334
497412 0.00102508
497419 0.00103687
497431 0.00106140
497457 0.00111585
497472 0.00114954
497484 0.00117779
497511 0.00124591
497537 0.00131809
497538 0.00132101
497541 0.00133071
497545 0.00134023
497551 0.00135992
497564 0.00140078
497583 0.00146424
497590 0.00148881
497617 0.00159014
497627 0.00163050
497643 0.00169855
497649 0.00172522
497670 0.00182394
497671 0.00182885
497674 0.00184373
497677 0.00185879
497683 0.00188949
497693 0.00194241
497696 0.00195873
497703 0.00199480
497709 0.00203188
497715 0.00206704
497723 0.00211534
497736 0.00219749
497737 0.00220400
497740 0.00222371
497743 0.00224368
497749 0.00228441
497759 0.00235472
497762 0.00237642
497769 0.00242819
497776 0.00248159
497782 0.00252869
497789 0.00258525
497802 0.00269508
497804 0.00271254
497810 0.00276139
497815 0.00281144
497826 0.00291531
497829 0.00294453
497836 0.00300919
497842 0.00307575
497848 0.00313891
497855 0.00321474
497859 0.00325913
497869 0.00337356
497870 0.00338528
497873 0.00341837
497876 0.00345066
497881 0.00351760
497882 0.00352994
497885 0.00356103
497887 0.00359245
497892 0.00365630
497895 0.00369526
497903 0.00380158
497908 0.00386984
497914 0.00395361
497922 0.00406850
497925 0.00411253
497935 0.00426304
497936 0.00427841
497939 0.00432175
497942 0.00436397
497947 0.00445128
497948 0.00446734
497951 0.00450775
497953 0.00454851
497958 0.00463110
497961 0.00468133
497969 0.00481773
497975 0.00492231
497981 0.00502879
497988 0.00515532
497992 0.00522869
498001 0.00539645
498003 0.00543420
498009 0.00553884
498014 0.00564267
498014 0.00564653
498015 0.00566007
498016 0.00567362
498017 0.00570077
498020 0.00575331
498025 0.00585899
498028 0.00591801
498036 0.00607625
498041 0.00617561
498047 0.00629505
498054 0.00643437
498066 0.00667183
498067 0.00669148
498069 0.00673655
498072 0.00677950
498076 0.00686679
498085 0.00703852
498094 0.00720535
498107 0.00743488
498120 0.00764694
498134 0.00785067
498147 0.00801235
498152 0.00806658
498160 0.00814342
498171 0.00822788
498173 0.00824048
498180 0.00827767
498187 0.00830392
498190 0.00831176
498200 0.00832292
498210 0.00831098
498213 0.00830291
498220 0.00827613
498227 0.00823842
498229 0.00822567
498235 0.00818621
498240 0.00814044
498248 0.00806307
498253 0.00800852
498257 0.00796162
498266 0.00784610
498277 0.00768780
498280 0.00764168
498287 0.00753783
498293 0.00742909
498296 0.00737740
498306 0.00719914
498315 0.00703208
498319 0.00695619
498333 0.00668473
498334 0.00666507
498336 0.00661778
498339 0.00657036
498344 0.00647718
498353 0.00628814
498359 0.00616868
498374 0.00587174
498386 0.00563776
498412 0.00514872
498417 0.00505815
498428 0.00486338
498439 0.00467508
498452 0.00446126
498465 0.00425713
498478 0.00406277
498492 0.00386430
498501 0.00374255
498505 0.00368988
498518 0.00352472
498531 0.00336848
498543 0.00323188
498545 0.00320980
498552 0.00313937
498558 0.00307093
498571 0.00293982
498585 0.00280684
498586 0.00279766
498589 0.00277035
498592 0.00274340
498598 0.00269056
498611 0.00258082
498624 0.00247722
498628 0.00244653
498638 0.00237212
498651 0.00228016
498664 0.00219327
498670 0.00215480
498677 0.00211116
498691 0.00202772
498704 0.00195459
498712 0.00191154
498717 0.00188536
498730 0.00181981
498755 0.00170323
498757 0.00169441
498764 0.00166623
498770 0.00163878
498783 0.00158598
498797 0.00153207
498810 0.00148460
498836 0.00139651
498860 0.00132254
498863 0.00131375
498870 0.00129504
498876 0.00127676
498889 0.00124149
498916 0.00117327
498924 0.00115428
498943 0.00111123
498969 0.00105667
498987 0.00102159
498996 0.00100482
499022 0.000959021
499049 0.000915313
499051 0.000912220
499057 0.000903055
499063 0.000894059
499075 0.000876555
499102 0.000839419
499114 0.000823849
499128 0.000806363
499155 0.000774576
499181 0.000746182
499199 0.000727693
499208 0.000718784
499234 0.000694232
499261 0.000670466
499283 0.000652299
499287 0.000649104
499301 0.000638559
499314 0.000628367
499367 0.000591477
499368 0.000590826
499371 0.000588687
499375 0.000586629
499381 0.000582497
499394 0.000574420
499420 0.000558984
499473 0.000530221
499495 0.000519246
499526 0.000504645
499579 0.000481806
499621 0.000465400
499632 0.000461328
499659 0.000451875
499685 0.000442899
499738 0.000426255
499791 0.000411200
499791 0.000411146
499792 0.000411010
499792 0.000410902
499793 0.000410686
499795 0.000410227
499798 0.000409341
499804 0.000407584
499818 0.000404132
499844 0.000397464
499897 0.000384967
499950 0.000373542
499960 0.000371496
500000 0.000363639
500003 0.000363070
500010 0.000361808
500016 0.000360579
500030 0.000358158
500056 0.000353447
500109 0.000344583
500129 0.000341419
500172 0.000334927
500215 0.000328831
500322 0.000315176
500383 0.000308240
500428 0.000303470
500534 0.000293263
500636 0.000284622
500640 0.000284304
500653 0.000283258
500667 0.000282235
500693 0.000280229
500746 0.000276395
500852 0.000269374
500890 0.000267048
500958 0.000263110
501064 0.000257495
501170 0.000252440
501228 0.000249883
501382 0.000243721
501515 0.000239034
501647 0.000234873
501735 0.000232336
501913 0.000227702
502178 0.000221829
502412 0.000217456
502443 0.000216924
502509 0.000215821
502576 0.000214764
502708 0.000212770
502973 0.000209209
503088 0.000207818
503239 0.000206113
503504 0.000203414
503765 0.000201065
503769 0.000201031
503777 0.000200961
503786 0.000200891
503802 0.000200752
503835 0.000200478
503902 0.000199941
504034 0.000198911
504299 0.000197012
504565 0.000195294
504830 0.000193743
505095 0.000192329
505118 0.000192212
505179 0.000191909
505239 0.000191612
505360 0.000191035
505625 0.000189847
505890 0.000188751
506156 0.000187734
506421 0.000186794
506471 0.000186625
506579 0.000186268
506686 0.000185921
506951 0.000185109
507216 0.000184351
507747 0.000182980
507824 0.000182796
508051 0.000182275
508277 0.000181784
508808 0.000180737
509338 0.000179826
509868 0.000179036
510399 0.000178357
510529 0.000178207
510929 0.000177783
511459 0.000177307
511990 0.000176924
512520 0.000176633
513051 0.000176430
513581 0.000176315
514111 0.000176287
514588 0.000176334
514642 0.000176344
514775 0.000176372
514907 0.000176405
515172 0.000176488
515703 0.000176720
516233 0.000177040
517294 0.000177953
518354 0.000179243
518647 0.000179669
519415 0.000180936
520000 0.000182052
520000 0.000386323
523440 0.000385274
525805 0.000384558
528170 0.000383847
531480 0.000382859
534318 0.000382019
535736 0.000381602
539047 0.000380633
541884 0.000379810
545668 0.000378721
548978 0.000377778
555554 0.000375927
564337 0.000373503
574877 0.000370663
587173 0.000367442
599469 0.000364314
600000 0.000364181
608252 0.000362319
608720 0.000362214
617034 0.000360375
624061 0.000358846
627574 0.000358091
629331 0.000357716
632844 0.000356969
636357 0.000356228
638113 0.000355860
641061 0.000355245
641331 0.000355189
641602 0.000355132
641872 0.000355076
642007 0.000355048
642412 0.000354964
642818 0.000354880
643088 0.000354824
643383 0.000354763
643493 0.000354740
644034 0.000354628
644574 0.000354517
645140 0.000354400
645926 0.000354238
647547 0.000353905
648653 0.000353678
649574 0.000353490
650655 0.000353270
652166 0.000352962
654708 0.000352447
656600 0.000352066
658222 0.000351740
659192 0.000351546
662705 0.000350845
664462 0.000350496
667975 0.000349803
669732 0.000349459
675001 0.000348432
680271 0.000347417
685541 0.000346412
692567 0.000345089
699594 0.000343784
700000 0.000343709
706620 0.000342640
713646 0.000341521
718916 0.000340691
722429 0.000340142
725942 0.000339596
729455 0.000339054
729979 0.000338974
730385 0.000338912
730655 0.000338870
731195 0.000338787
732547 0.000338580
732952 0.000338518
734438 0.000338292
736735 0.000337942
738492 0.000337676
741751 0.000337185
750534 0.000335874
759317 0.000334584
768100 0.000333314
775126 0.000332311
782153 0.000331321
785666 0.000330830
790935 0.000330099
797962 0.000329135
800000 0.000328857
800150 0.000328840
801772 0.000328653
802583 0.000328560
807447 0.000328003
810690 0.000327635
812311 0.000327451
813933 0.000327268
814744 0.000327176
815554 0.000327085
817176 0.000326903
820419 0.000326540
822851 0.000326269
825283 0.000325999
829337 0.000325551
832580 0.000325194
834201 0.000325017
835822 0.000324840
837444 0.000324663
839065 0.000324487
841498 0.000324224
843119 0.000324049
843930 0.000323961
845551 0.000323787
847173 0.000323613
848794 0.000323439
850416 0.000323266
852037 0.000323094
853658 0.000322921
855280 0.000322749
856901 0.000322578
859334 0.000322321
861766 0.000322066
863387 0.000321896
866630 0.000321558
869062 0.000321305
873116 0.000320886
879602 0.000320220
884466 0.000319725
886898 0.000319479
888520 0.000319315
890141 0.000319152
892573 0.000318908
895006 0.000318664
896627 0.000318502
899726 0.000318194
900000 0.000318167
915332 0.000323015
929520 0.000327494
942288 0.000331518
949382 0.000333752
950251 0.000334025
951061 0.000334280
951332 0.000334366
951602 0.000334451
951872 0.000334536
952007 0.000334578
952277 0.000334663
952548 0.000334748
952818 0.000334833
953088 0.000334918
953629 0.000335088
954169 0.000335258
955057 0.000335537
962151 0.000337768
967826 0.000339551
976339 0.000342223
986270 0.000345338
997620 0.000348894
1.00000E+06 0.000349639
1.01039E+06 0.000349765
1.01415E+06 0.000349810
1.01748E+06 0.000349849
1.01978E+06 0.000349877
1.02126E+06 0.000349895
1.02163E+06 0.000349899
1.02201E+06 0.000349903
1.02238E+06 0.000349908
1.02312E+06 0.000349917
1.02386E+06 0.000349925
1.02423E+06 0.000349930
1.02458E+06 0.000349934
1.02535E+06 0.000349943
1.02572E+06 0.000349947
1.02609E+06 0.000349952
1.02684E+06 0.000349961
1.02721E+06 0.000349965
1.02758E+06 0.000349969
1.02795E+06 0.000349974
1.02883E+06 0.000349984
1.03025E+06 0.000350001
1.03309E+06 0.000350034
1.03427E+06 0.000350048
1.03650E+06 0.000350075
1.03734E+06 0.000350084
1.03876E+06 0.000350101
1.04018E+06 0.000350118
1.04170E+06 0.000350135
1.04302E+06 0.000350151
1.04728E+06 0.000350200
1.05295E+06 0.000350266
1.05721E+06 0.000350315
1.06146E+06 0.000350364
1.06251E+06 0.000350376
1.06288E+06 0.000350380
1.06325E+06 0.000350384
1.06362E+06 0.000350389
1.06399E+06 0.000350393
1.06436E+06 0.000350397
1.06714E+06 0.000350429
1.06998E+06 0.000350461
1.07281E+06 0.000350493
1.07565E+06 0.000350525
1.07849E+06 0.000350558
1.08275E+06 0.000350606
1.08700E+06 0.000350653
1.09126E+06 0.000350701
1.09410E+06 0.000350732
1.09791E+06 0.000350775
1.10899E+06 0.000350897
1.12284E+06 0.000351048
1.13115E+06 0.000351138
1.13946E+06 0.000351228
1.14777E+06 0.000351316
1.15608E+06 0.000351404
1.16993E+06 0.000351549
1.18655E+06 0.000351722
1.19486E+06 0.000351807
1.19763E+06 0.000351835
1.20317E+06 0.000351892
1.20871E+06 0.000351948
1.21702E+06 0.000352031
1.22533E+06 0.000352115
1.24195E+06 0.000352279
1.25580E+06 0.000352415
1.26688E+06 0.000352523
1.27156E+06 0.000352568
1.27519E+06 0.000352603
1.27764E+06 0.000352626
1.27845E+06 0.000352634
1.27926E+06 0.000352642
1.27967E+06 0.000352646
1.28088E+06 0.000352657
1.28169E+06 0.000352665
1.28251E+06 0.000352673
1.28291E+06 0.000352676
1.28413E+06 0.000352688
1.28627E+06 0.000352709
1.28778E+06 0.000352723
1.28940E+06 0.000352738
1.29021E+06 0.000352746
1.29102E+06 0.000352754
1.29142E+06 0.000352757
1.29264E+06 0.000352769
1.29345E+06 0.000352777
1.29467E+06 0.000352788
1.29588E+06 0.000352800
1.29629E+06 0.000352804
1.29791E+06 0.000352819
1.29913E+06 0.000352830
1.29994E+06 0.000352838
1.30075E+06 0.000352846
1.30156E+06 0.000352853
1.30318E+06 0.000352868
1.30440E+06 0.000352880
1.30561E+06 0.000352891
1.30723E+06 0.000352907
1.30926E+06 0.000352926
1.31088E+06 0.000352941
1.31250E+06 0.000352956
1.31397E+06 0.000352970
1.31534E+06 0.000352982
1.31615E+06 0.000352990
1.31674E+06 0.000352995
1.31858E+06 0.000353012
1.31899E+06 0.000353016
1.31980E+06 0.000353024
1.32020E+06 0.000353028
1.32223E+06 0.000353046
1.32628E+06 0.000353084
1.32791E+06 0.000353099
1.33613E+06 0.000353175
1.35275E+06 0.000353326
1.36937E+06 0.000353476
1.37768E+06 0.000353550
1.38599E+06 0.000353624
1.39430E+06 0.000353697
1.39707E+06 0.000353722
1.40261E+06 0.000353770
1.41923E+06 0.000353915
1.42615E+06 0.000353975
1.42616E+06 0.000353975
1.42616E+06 0.000353975
1.42760E+06 0.000349518
1.43308E+06 0.000333103
1.43862E+06 0.000317351
1.44139E+06 0.000309778
1.44416E+06 0.000302400
1.45524E+06 0.000274730
1.46355E+06 0.000255774
1.46380E+06 0.000255226
1.47186E+06 0.000238223
1.47740E+06 0.000227247
1.48294E+06 0.000216815
1.49402E+06 0.000197469
1.49984E+06 0.000188061
1.50000E+06 0.000187809
1.52740E+06 0.000182235
1.53774E+06 0.000180200
1.55496E+06 0.000176890
1.56186E+06 0.000175591
1.56530E+06 0.000174949
1.56875E+06 0.000174310
1.57219E+06 0.000173675
1.58253E+06 0.000171790
1.59287E+06 0.000169938
1.59976E+06 0.000168722
1.60665E+06 0.000167519
1.61354E+06 0.000166330
1.61699E+06 0.000165740
1.62019E+06 0.000165195
1.62732E+06 0.000163992
1.63421E+06 0.000162843
1.64800E+06 0.000160581
1.65833E+06 0.000158920
1.66522E+06 0.000157827
1.67556E+06 0.000156209
1.67687E+06 0.000156006
1.68590E+06 0.000154617
1.69623E+06 0.000153053
1.69968E+06 0.000152537
1.70313E+06 0.000152023
1.70657E+06 0.000151513
1.71002E+06 0.000151004
1.71346E+06 0.000150500
1.71691E+06 0.000149997
1.72035E+06 0.000149498
1.72724E+06 0.000148507
1.73414E+06 0.000147525
1.73758E+06 0.000147039
1.74447E+06 0.000146073
1.74792E+06 0.000145594
1.75000E+06 0.000145306
1.75481E+06 0.000144644
1.76170E+06 0.000143703
1.76515E+06 0.000143236
1.77893E+06 0.000141394
1.79271E+06 0.000139589
1.80305E+06 0.000138260
1.80649E+06 0.000137822
1.80994E+06 0.000137385
1.81338E+06 0.000136951
1.81683E+06 0.000136518
1.82028E+06 0.000136088
1.82372E+06 0.000135661
1.82717E+06 0.000135235
1.83406E+06 0.000134390
1.84095E+06 0.000133554
1.84784E+06 0.000132726
1.85129E+06 0.000132315
1.85473E+06 0.000131907
1.85818E+06 0.000131499
1.86507E+06 0.000130692
1.87885E+06 0.000129100
1.87892E+06 0.000129092
1.88030E+06 0.000128934
1.88574E+06 0.000128316
1.89263E+06 0.000127539
1.89952E+06 0.000126770
1.90642E+06 0.000126007
1.90986E+06 0.000125630
1.91675E+06 0.000124879
1.92709E+06 0.000123766
1.93743E+06 0.000122668
1.94015E+06 0.000122382
1.95465E+06 0.000120875
1.96155E+06 0.000120168
1.96499E+06 0.000119818
1.96844E+06 0.000119469
1.97533E+06 0.000118776
1.98566E+06 0.000117749
1.99256E+06 0.000117071
1.99767E+06 0.000116573
2.00000E+06 0.000116347
2.00206E+06 0.000116353
2.01084E+06 0.000116381
2.02402E+06 0.000116421
2.03719E+06 0.000116462
2.04401E+06 0.000116482
2.04597E+06 0.000116488
2.05476E+06 0.000116515
2.06793E+06 0.000116555
2.07232E+06 0.000116568
2.07671E+06 0.000116581
2.08550E+06 0.000116608
