Eu-153(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
53.2345 102.793
53.2690 81.2732
53.3382 58.2946
53.4074 47.1942
53.5457 38.4679
53.6840 38.5223
53.8223 47.2450
53.8915 57.5284
53.9607 76.1439
54.0298 112.464
54.0644 144.260
54.0990 193.910
54.1336 276.521
54.1681 425.682
54.1854 547.271
54.2027 723.001
54.2200 981.957
54.2373 1362.70
54.2637 2199.66
54.2900 2781.58
54.3164 2256.98
54.3427 1434.21
54.3677 920.154
54.3927 620.842
54.4177 442.824
54.4427 331.389
54.4926 207.178
54.5426 143.987
54.5926 107.696
54.6426 84.9900
54.7425 59.3175
54.8425 46.1980
54.9424 39.5026
55.0424 39.0046
55.0923 44.6923
55.1173 52.1877
55.1423 66.7219
55.1900 105.798
55.2377 70.3287
55.2735 52.2768
55.3092 46.1326
55.3450 45.9269
55.3807 50.3346
55.4165 60.9044
55.4522 83.2264
55.4701 103.023
55.4880 133.428
55.5058 181.454
55.5237 257.449
55.5469 404.315
55.5700 506.506
55.5932 414.086
55.6163 269.006
55.6422 166.524
55.6680 112.082
55.6939 81.8217
55.7198 63.7138
55.7715 44.2335
55.8232 34.5109
55.8749 28.8972
55.9267 25.3079
56.0301 21.0288
56.2370 16.9370
56.4439 14.8766
56.8577 12.6662
57.2716 11.4628
57.6854 10.8058
58.0992 10.7684
58.3061 11.2450
58.5130 12.7551
58.6165 14.6703
58.7199 19.2309
58.7716 24.3599
58.8234 35.1359
58.8492 45.5619
58.8751 63.6078
58.9009 97.6425
58.9268 165.689
58.9484 259.453
58.9700 323.123
58.9916 262.519
59.0132 169.809
59.0337 112.491
59.0541 79.3866
59.0745 59.8907
59.0950 47.8524
59.1359 34.8594
59.1767 28.7794
59.2585 24.6960
59.3403 25.7480
59.4220 31.3624
59.4629 36.9508
59.5038 46.0403
59.5447 61.6939
59.5855 91.2425
59.6060 116.449
59.6264 154.547
59.6469 213.982
59.6673 307.227
59.6937 484.375
59.7200 603.490
59.7464 487.014
59.7727 310.966
59.7897 230.877
59.8067 175.725
59.8408 111.591
59.8748 79.0990
59.9088 61.1680
59.9769 44.1588
60.0450 37.8680
60.1811 37.9408
60.2492 42.0843
60.3173 49.1878
60.3853 60.3489
60.4534 77.7911
60.5215 105.940
60.5895 154.201
60.6236 191.905
60.6576 245.015
60.6916 322.719
60.7257 441.723
60.7597 634.947
60.7937 971.678
60.8278 1608.24
60.8448 2135.36
60.8618 2878.82
60.8909 4686.81
60.9200 5964.73
60.9491 4861.41
60.9782 3097.58
61.0072 1947.74
61.0362 1293.68
61.0652 911.737
61.0942 675.670
61.1231 521.314
61.1521 415.492
61.2101 284.327
61.2681 209.326
61.3261 162.475
61.4420 109.356
61.4420 109.349
61.4421 109.327
61.4421 109.308
61.4423 109.267
61.4425 109.184
61.4430 109.022
61.4441 108.697
61.4461 108.051
61.4502 106.785
61.4585 104.331
61.4749 99.7335
61.5079 91.6260
61.5737 78.8308
61.7054 62.2109
61.8370 52.7885
61.9687 48.1654
62.1004 48.4154
62.1662 51.3687
62.2321 57.9085
62.2979 71.6484
62.3637 102.868
62.3967 134.050
62.4296 188.881
62.4625 293.550
62.4954 504.848
62.5227 795.479
62.5500 993.436
62.5773 805.662
62.6046 517.290
62.6373 305.158
62.6700 198.148
62.7027 141.084
62.7353 108.035
62.8007 73.9563
62.8661 58.1100
62.9314 49.9218
62.9968 45.6701
63.1275 43.9482
63.2582 49.9953
63.3236 57.3820
63.3890 70.3392
63.4543 94.4655
63.5197 145.740
63.5524 195.848
63.5850 284.104
63.6177 456.197
63.6341 604.076
63.6504 819.588
63.6752 1285.02
63.7000 1598.53
63.7248 1299.61
63.7496 847.841
63.7669 631.986
63.7842 491.251
63.8187 345.084
63.8533 293.936
63.8878 296.471
63.9224 346.028
63.9569 459.498
63.9742 553.918
63.9915 686.866
64.0087 874.034
64.0260 1133.69
64.0580 1815.75
64.0900 2302.47
64.1060 2190.59
64.1220 1885.83
64.1540 1214.44
64.1754 893.224
64.1968 672.104
64.2397 414.294
64.2825 281.717
64.3253 206.235
64.3682 159.436
64.4110 128.445
64.4967 91.0917
64.5824 70.1205
64.6680 57.0491
64.8394 42.0489
65.0107 33.9116
65.1820 28.9042
65.5247 23.2026
65.8674 20.2924
66.2101 19.3657
66.3814 20.2840
66.4671 21.6423
66.5527 24.3687
66.6384 30.2087
66.6812 35.7065
66.7241 44.8606
66.7669 61.4519
66.8097 95.3591
66.8312 126.677
66.8526 177.768
66.8740 265.824
66.8847 332.816
66.8954 421.325
66.9066 539.300
66.9177 675.695
66.9400 854.567
66.9623 698.228
66.9846 449.462
67.0021 314.758
67.0196 228.388
67.0371 172.727
67.0545 135.705
67.0895 91.9376
67.1245 68.3929
67.1594 54.3925
67.1944 45.4303
67.2643 35.0779
67.3342 29.6311
67.4042 26.5475
67.5440 24.0551
67.6839 25.1939
67.7538 27.7024
67.8237 32.8085
67.8936 43.4961
67.9286 53.2507
67.9636 68.9715
67.9985 96.1488
68.0335 147.759
68.0510 191.901
68.0684 258.588
68.0859 362.338
68.1034 524.512
68.1151 673.704
68.1267 846.683
68.1500 1075.49
68.1733 879.787
68.1966 565.748
68.2106 428.857
68.2246 331.130
68.2526 211.913
68.2806 147.868
68.3086 110.453
68.3366 86.9213
68.3646 71.2248
68.4206 52.2440
68.4766 41.6081
68.5326 35.0221
68.6446 27.5556
68.7566 23.5901
68.8686 21.2193
69.0927 18.7364
69.3167 17.9884
69.4287 18.2920
69.5407 19.4040
69.6527 22.2556
69.7087 25.1143
69.7647 30.0360
69.8207 39.2539
69.8487 47.0635
69.8767 58.8937
69.9047 77.7872
69.9327 109.960
69.9607 168.744
69.9887 280.798
70.0015 358.255
70.0144 447.706
70.0400 564.724
70.0657 461.357
70.0913 297.785
70.1103 213.529
70.1292 158.090
70.1482 121.570
70.1671 96.8639
70.2050 67.1173
70.2429 50.8250
70.2808 41.0138
70.3187 34.6625
70.3944 27.2065
70.4702 23.1529
70.5460 20.7086
70.6976 18.1143
70.8491 17.1720
70.9249 17.2527
71.0007 17.9169
71.0765 19.7496
71.1144 21.5783
71.1522 24.6517
71.1901 30.1581
71.2280 41.0242
71.2470 50.6312
71.2659 65.5766
71.2849 89.7175
71.3038 129.065
71.3269 201.917
71.3500 253.634
71.3731 209.447
71.3962 138.384
71.4137 100.855
71.4312 76.3440
71.4487 60.3000
71.4662 49.4953
71.5011 36.5282
71.5361 29.4304
71.5711 25.1421
71.6060 22.3505
71.6760 19.0307
71.7459 17.1762
71.8159 16.0117
71.9558 14.6384
72.2355 13.3233
72.5153 12.6513
72.7951 12.2426
73.0749 12.0556
73.2147 12.1297
73.3546 12.5779
73.4246 13.2296
73.4945 14.8088
73.5295 16.5059
73.5645 19.7470
73.5820 22.5332
73.5994 26.7591
73.6169 33.3745
73.6344 43.7713
73.6572 63.9274
73.6800 77.9589
73.7028 65.3676
73.7256 45.5499
73.7522 31.1341
73.7787 23.6799
73.8052 19.6252
73.8318 17.2370
73.8849 14.7136
73.9379 13.4821
74.0441 12.3511
74.1503 11.8509
74.3626 11.4227
74.5750 11.2875
74.7873 11.3541
74.9996 11.7879
75.1058 12.3865
75.2120 13.8447
75.2651 15.4973
75.3181 18.9732
75.3447 22.3258
75.3712 28.0994
75.3978 38.8817
75.4243 60.1230
75.4472 90.2079
75.4700 111.013
75.4929 92.0881
75.5157 62.5529
75.5369 44.4612
75.5581 33.8442
75.5793 27.5014
75.6004 23.5370
75.6428 19.1736
75.6852 17.0432
75.7699 15.3184
75.8547 14.9430
76.0241 15.9248
76.1936 18.9833
76.3631 26.0873
76.4478 33.0814
76.5326 45.2579
76.6173 68.8259
76.6597 89.6147
76.7020 122.492
76.7444 178.315
76.7656 221.681
76.7868 282.339
76.8080 369.915
76.8291 500.313
76.8503 699.762
76.8715 1005.55
76.9008 1626.96
76.9300 2061.39
76.9593 1675.35
76.9885 1066.06
77.0183 664.154
77.0480 438.843
77.0778 308.770
77.1075 229.037
77.1373 177.259
77.1671 141.940
77.2266 98.4009
77.2861 73.6431
77.3456 58.2315
77.4646 40.7828
77.5837 31.5907
77.7027 26.1173
77.9408 20.1270
78.1788 17.0431
78.4169 15.2326
78.6549 14.0967
78.8930 13.3946
78.8930 13.3945
78.8931 13.3944
78.8931 13.3943
78.8932 13.3942
78.8933 13.3938
78.8937 13.3931
78.8943 13.3917
78.8956 13.3888
78.8983 13.3832
78.9035 13.3720
78.9140 13.3502
78.9350 13.3087
78.9770 13.2341
79.0609 13.1201
79.2289 13.0529
79.3968 13.2856
79.5647 14.0654
79.7326 16.1005
79.8166 18.2058
79.9006 21.9625
79.9845 29.3880
80.0265 36.0406
80.0685 46.7051
80.1105 65.1383
80.1524 100.388
80.1734 130.835
80.1944 177.336
80.2154 250.749
80.2364 367.503
80.2498 471.060
80.2632 590.808
80.2900 747.643
80.3168 609.676
80.3436 391.143
80.3700 250.214
80.3965 169.832
80.4229 122.818
80.4494 93.7587
80.5022 61.8272
80.5551 45.9154
80.6080 37.0541
80.6609 31.8183
80.7666 27.0799
80.8724 27.4841
80.9252 29.9891
80.9781 35.2264
81.0310 45.8182
81.0839 68.9948
81.1103 91.3344
81.1367 129.116
81.1632 197.192
81.1764 251.020
81.1896 324.230
81.2022 414.790
81.2148 519.694
81.2400 658.059
81.2652 538.812
81.2904 347.877
81.3163 220.487
81.3421 149.187
81.3680 108.030
81.3939 82.7693
81.4197 66.3286
81.4456 55.0791
81.4973 41.1314
81.5490 33.1250
81.6007 28.0876
81.7042 22.2944
81.8076 19.1836
81.9111 17.3214
82.1180 15.4201
82.3248 15.0238
82.4283 15.4795
82.5317 16.7628
82.6352 19.8722
82.6869 22.9527
82.7386 28.2555
82.7903 38.2438
82.8162 46.7790
82.8421 59.8306
82.8679 80.9571
82.8938 117.642
82.9196 186.624
82.9326 243.447
82.9455 323.312
82.9566 413.614
82.9678 517.774
82.9900 653.757
83.0123 533.259
83.0345 342.633
83.0489 254.591
83.0633 193.462
83.0920 121.432
83.1207 84.1307
83.1495 62.8796
83.1782 49.7564
83.2070 41.1193
83.2644 30.8353
83.3219 25.1833
83.3794 21.7560
83.4944 18.0690
83.6093 16.5322
83.7243 16.7229
83.7818 18.0139
83.8392 21.4886
83.8680 25.1812
83.8967 31.9026
83.9255 45.1878
83.9398 56.5860
83.9542 73.1082
83.9771 110.931
84.0000 137.430
84.0229 113.908
84.0458 76.6858
84.0685 52.5430
84.0912 38.7630
84.1139 30.6810
84.1366 25.6594
84.1820 20.0703
84.2274 17.1973
84.2728 15.5114
84.3182 14.4236
84.4089 13.1172
84.5905 11.8620
84.7721 11.2328
85.1352 10.5980
85.4984 10.4075
85.8615 10.7976
86.0431 11.4751
86.2246 12.9389
86.4062 16.3545
86.4970 19.8361
86.5878 26.1277
86.6786 38.9903
86.7240 50.9933
86.7693 71.1318
86.8147 108.407
86.8374 139.982
86.8601 188.003
86.8828 265.440
86.9055 399.344
86.9169 504.210
86.9282 650.368
86.9396 856.649
86.9509 1145.75
86.9705 1848.91
86.9900 2336.64
87.0096 1895.86
87.0291 1204.74
87.0484 760.291
87.0676 506.911
87.0869 358.811
87.1061 267.317
87.1447 166.916
87.1832 116.869
87.2217 88.8795
87.2602 72.0980
87.3373 55.6291
87.4143 52.6156
87.4528 55.8995
87.4913 63.9337
87.5299 80.0937
87.5684 112.496
87.5876 140.408
87.6069 182.249
87.6262 246.282
87.6454 344.096
87.6591 438.921
87.6727 549.069
87.7000 695.421
87.7273 571.442
87.7546 371.029
87.7787 251.468
87.8027 178.564
87.8268 133.494
87.8508 104.388
87.8989 70.8340
87.9470 53.0734
87.9951 42.5165
88.0432 35.6905
88.1394 27.5891
88.2356 23.0559
88.3318 20.2142
88.5242 16.9508
88.7165 15.3492
88.9089 15.0820
89.0051 15.9150
89.0532 16.9242
89.1013 18.7642
89.1494 22.3074
89.1975 29.9075
89.2216 37.1753
89.2456 49.4054
89.2697 71.3169
89.2937 111.930
89.3169 174.817
89.3400 219.203
89.3632 180.606
89.3863 119.076
89.4070 82.1971
89.4276 59.9581
89.4483 46.3370
89.4689 37.6127
89.5102 27.6578
89.5515 22.4632
89.5928 19.4191
89.6341 17.4812
89.7167 15.2405
89.8819 13.3915
90.0472 12.9621
90.2124 13.6781
90.2950 14.7974
90.3776 17.0366
90.4602 21.8281
90.5015 26.3483
90.5428 33.9064
90.5841 47.6914
90.6254 76.1345
90.6461 102.651
90.6667 146.344
90.6770 178.986
90.6874 222.572
90.6977 281.239
90.7080 359.407
90.7185 461.630
90.7290 580.091
90.7500 736.849
90.7605 701.023
90.7710 603.378
90.7920 388.513
90.8073 278.356
90.8227 205.346
90.8380 156.893
90.8533 123.947
90.8840 84.0537
90.9146 62.0839
90.9453 48.8087
90.9759 40.1984
91.0372 30.0849
91.0985 24.5919
91.1598 21.2828
91.2824 17.7027
91.5276 15.2089
91.7728 15.2092
92.0179 17.1664
92.2631 22.6620
92.3857 28.4771
92.5083 39.5874
92.5696 49.7772
92.6309 67.8418
92.6616 83.4139
92.6922 108.629
92.7229 154.269
92.7535 245.002
92.7768 356.761
92.8000 429.665
92.8233 360.582
92.8465 261.206
92.8685 206.132
92.8904 181.138
92.9344 178.548
92.9783 212.841
93.0223 282.985
93.0662 410.196
93.0882 510.564
93.1101 651.532
93.1321 854.985
93.1541 1157.27
93.1760 1617.40
93.1980 2318.18
93.2290 3774.52
93.2600 4807.04
93.2910 3921.99
93.3220 2502.11
93.3438 1797.84
93.3655 1323.57
93.3873 1004.44
93.4090 784.951
93.4525 516.082
93.4960 366.330
93.5395 275.124
93.5830 215.650
93.6701 145.341
93.7571 106.835
93.8441 83.3873
94.0181 57.3321
94.1921 43.9506
94.3662 36.6203
94.4532 34.7134
94.5402 34.6417
94.5837 36.1077
94.6272 40.1362
94.6490 44.2182
94.6707 51.1108
94.6925 63.2177
94.7142 84.8345
94.7371 121.039
94.7600 147.464
94.7829 126.591
94.8058 91.9553
94.8244 72.6355
94.8430 60.6049
94.8801 48.7624
94.9173 45.0057
94.9545 45.9582
94.9916 51.8046
95.0288 66.0553
95.0474 79.2479
95.0659 99.9625
95.0845 133.316
95.1031 187.170
95.1266 290.047
95.1500 363.227
95.1735 300.398
95.1969 199.421
95.2222 129.442
95.2474 91.2070
95.2727 69.4787
95.2979 56.2543
95.3484 41.7665
95.3989 34.3857
95.5000 27.2534
95.6010 23.8761
95.8030 20.7108
96.0051 19.4602
96.2071 19.4892
96.4091 21.6454
96.5102 24.7902
96.6112 32.3311
96.6617 40.6378
96.7122 57.5629
96.7375 73.4114
96.7627 99.9193
96.7880 147.550
96.8132 236.882
96.8366 370.048
96.8600 462.333
96.8834 379.257
96.9068 249.604
96.9251 180.263
96.9435 136.340
96.9801 90.5232
97.0168 70.5953
97.0534 61.7410
97.1267 59.1228
97.2000 68.9095
97.2000 68.9138
97.2001 68.9247
97.2001 68.9333
97.2002 68.9507
97.2004 68.9876
97.2007 69.0595
97.2013 69.2041
97.2027 69.4966
97.2053 70.0951
97.2106 71.3495
97.2212 74.0864
97.2423 80.5809
97.2846 98.7147
97.3269 126.980
97.3692 172.583
97.3904 206.061
97.4115 250.595
97.4327 311.149
97.4538 395.572
97.4750 516.575
97.4961 694.964
97.5173 963.982
97.5384 1369.54
97.5692 2239.29
97.6000 2868.57
97.6308 2358.76
97.6616 1518.71
97.6828 1106.46
97.7039 825.121
97.7251 633.770
97.7462 500.870
97.7885 336.396
97.8308 243.701
97.8731 186.741
97.9154 149.303
98.0000 104.629
98.0000 113.081
100.000 112.029
101.503 111.371
105.711 109.530
109.813 107.734
117.940 104.177
125.000 101.087
125.542 100.912
132.595 98.6334
139.091 96.5347
145.035 94.6141
150.000 93.0100
156.056 91.4555
164.867 89.1935
170.000 87.8758
171.800 87.5034
182.751 85.2384
194.400 82.8290
200.000 81.6707
203.007 81.2052
211.422 79.9027
219.627 78.6326
235.880 76.1168
250.000 73.9311
251.084 73.8072
265.191 72.1952
278.182 70.7105
290.071 69.3519
300.000 68.2172
312.111 67.1413
329.734 65.5759
343.601 64.3440
350.000 63.7756
365.502 62.6654
388.800 60.9969
400.000 60.1948
406.014 59.8654
422.843 58.9438
439.253 58.0450
471.759 56.2649
500.000 54.7182
502.169 54.6305
530.381 53.4896
556.364 52.4389
580.141 51.4774
600.000 50.6743
624.223 49.9289
659.468 48.8442
687.202 47.9907
720.000 46.9814
731.005 46.7205
777.600 45.6155
812.027 44.7991
845.686 44.0010
850.000 43.8987
878.507 43.3700
943.518 42.1644
1000.00 41.1170
1004.34 41.0568
1060.76 40.2732
1112.73 39.5516
1160.28 38.8913
1248.45 37.6671
1250.00 37.6455
1318.94 36.9382
1374.40 36.3692
1462.01 35.4704
1500.00 35.0806
1555.20 34.6303
1624.06 34.0686
1691.37 33.5195
1700.00 33.4491
1757.01 33.0741
1887.04 32.2187
2000.00 31.4756
2008.68 31.4324
2125.00 30.8529
2181.02 30.5738
2225.46 30.3524
2250.00 30.2301
2320.57 29.8786
2352.79 29.7180
2375.00 29.6074
2496.89 29.0001
2500.00 28.9846
2514.16 28.9314
2625.00 28.5148
2637.87 28.4665
2748.81 28.0495
2750.00 28.0450
2823.65 27.7682
2875.00 27.5752
2924.02 27.3910
3000.00 27.1054
3080.51 26.8648
3110.40 26.7755
3248.11 26.3639
3250.00 26.3582
3288.38 26.2435
3382.74 25.9615
3500.00 25.6110
3514.03 25.5762
3626.78 25.2960
3750.00 24.9897
3774.07 24.9299
4000.00 24.3685
4017.35 24.3352
4243.05 23.9022
4250.00 23.8889
4362.03 23.6740
4450.91 23.5035
4500.00 23.4094
4641.13 23.1387
4705.59 23.0150
4750.00 22.9298
4993.78 22.4622
5000.00 22.4503
5028.33 22.4093
5250.00 22.0886
5275.74 22.0514
5497.61 21.7304
5500.00 21.7270
5647.29 21.5139
5750.00 21.3653
5848.04 21.2235
6000.00 21.0036
6161.02 20.8184
6220.80 20.7497
6496.22 20.4329
6500.00 20.4286
6576.76 20.3403
6765.49 20.1232
7000.00 19.8535
7028.06 19.8267
7253.56 19.6111
7500.00 19.3754
7548.15 19.3294
8000.00 18.8973
8034.70 18.8698
8486.10 18.5121
8500.00 18.5011
8901.83 18.1827
8944.27 18.1491
9000.00 18.1049
9282.26 17.9117
9500.00 17.7626
9987.56 17.4289
10000.0 17.4204
10551.5 17.1479
10625.0 17.1116
10905.1 16.9732
10995.2 16.9286
11250.0 16.8028
11696.1 16.5824
11764.0 16.5488
11875.0 16.4940
12441.6 16.2140
12500.0 16.1852
12992.4 15.9952
13125.0 15.9441
13433.0 15.8253
13531.0 15.7875
13750.0 15.7031
14056.1 15.5850
14375.0 15.4620
14838.4 15.2832
15000.0 15.2209
15096.3 15.1913
15988.1 14.9170
16069.4 14.8920
16250.0 14.8365
16972.2 14.6144
17000.0 14.6059
17500.0 14.4775
17803.7 14.3996
17881.9 14.3795
18564.5 14.2043
18750.0 14.1567
19975.1 13.8423
20000.0 13.8359
21103.0 13.6214
21250.0 13.5929
21990.5 13.4489
22133.6 13.4210
22500.0 13.3498
23392.2 13.1763
23750.0 13.1067
23882.0 13.0810
24883.2 12.8863
25000.0 12.8636
25984.9 12.7148
26171.4 12.6866
26250.0 12.6747
26734.0 12.6016
26766.8 12.5967
27062.0 12.5521
27500.0 12.4859
27515.6 12.4835
28112.2 12.3933
28116.7 12.3927
28750.0 12.2970
29043.1 12.2527
30000.0 12.1081
30192.6 12.0912
31098.4 12.0118
32092.5 11.9247
32138.8 11.9206
32500.0 11.8890
32988.4 11.8462
34224.2 11.7379
34616.7 11.7035
35000.0 11.6699
35890.5 11.5922
36876.5 11.5062
37500.0 11.4519
38406.5 11.3728
40000.0 11.2339
42294.9 11.0346
42500.0 11.0168
44102.0 10.8777
45000.0 10.7997
46958.5 10.6296
47500.0 10.5826
49766.4 10.3858
50000.0 10.3655
52500.0 10.2423
54772.3 10.1303
55000.0 10.1190
60000.0 9.87260
62408.9 9.75393
64807.4 9.63578
65000.0 9.62629
70000.0 9.37998
70000.0 9.37998
74833.2 9.20883
75000.0 9.20292
80000.0 9.02587
80000.0 9.02587
80059.7 9.02375
80118.5 9.02166
80176.4 9.01961
80233.4 9.01759
80289.6 9.01559
80344.9 9.01363
80399.5 9.01170
80453.2 9.00979
80506.1 9.00792
80527.6 9.00715
80558.2 9.00607
80609.5 9.00425
80660.1 9.00245
80709.9 9.00069
80758.9 8.99895
80807.2 8.99723
80854.8 8.99555
80901.7 8.99388
80947.9 8.99225
80993.3 8.99063
81038.1 8.98905
81082.2 8.98748
81125.7 8.98594
81168.5 8.98442
81210.6 8.98293
81252.1 8.98146
81293.0 8.98001
81333.2 8.97858
81372.9 8.97717
81411.9 8.97579
81450.4 8.97442
81488.2 8.97308
81525.5 8.97176
81562.3 8.97045
81598.4 8.96917
81634.1 8.96791
81669.2 8.96666
81703.7 8.96544
81737.7 8.96423
81771.2 8.96304
81804.2 8.96187
81836.7 8.96072
81900.7 8.95845
81962.8 8.95625
82022.9 8.95412
82081.3 8.95205
82137.8 8.95004
82192.6 8.94810
82245.7 8.94621
82297.3 8.94439
82347.2 8.94262
82395.6 8.94090
82442.5 8.93924
82488.0 8.93762
82532.0 8.93606
82574.7 8.93454
82616.1 8.93308
82656.3 8.93165
82695.2 8.93027
82732.9 8.92894
82769.4 8.92764
82804.8 8.92638
82839.1 8.92517
82872.4 8.92399
82936.9 8.92170
82997.3 8.91956
83054.1 8.91754
83107.3 8.91565
83157.3 8.91388
83204.1 8.91222
83248.1 8.91066
83289.3 8.90920
83327.9 8.90783
83364.2 8.90654
83398.2 8.90534
83462.0 8.90307
83517.9 8.90109
83566.8 8.89936
83609.6 8.89784
83647.1 8.89651
83679.9 8.89535
83737.4 8.89331
83780.5 8.89178
83845.2 8.88948
83910.0 8.88719
83910.0 8.43462
83919.9 8.43428
91600.2 8.22969
98072.7 8.05727
100000 8.01612
103861 7.92480
104427 7.91209
108756 7.81785
109051 7.81168
117361 7.65184
117640 7.64674
117772 7.64458
124818 7.52921
125448 7.51890
132979 7.40096
134330 7.38057
139917 7.30667
139939 7.30638
146328 7.22476
148384 7.19924
152156 7.15893
152620 7.15417
154009 7.14300
162920 7.07129
171490 7.00604
172270 7.00043
173990 6.99103
185197 6.96629
194334 6.95015
200000 6.94606
201319 6.94722
210379 6.95519
211474 6.95615
220510 6.96612
223464 6.97003
223607 6.97022
234792 6.99541
236832 7.00049
250000 7.04539
271509 6.98611
293926 6.95337
300000 6.94450
323983 6.91278
327204 6.90869
350000 6.88524
385526 6.86198
399015 6.85315
399619 6.85316
400000 6.85317
405950 6.84968
443909 6.84072
445540 6.84033
450000 6.84017
451086 6.83989
476120 6.83940
481072 6.83930
484223 6.83932
500000 6.83946
541549 6.84570
550000 6.84827
555641 6.84840
563422 6.84947
572753 6.85185
588859 6.85789
593892 6.86040
600000 6.86346
621070 6.86748
638900 6.87241
639189 6.87249
641202 6.87322
646235 6.87550
650000 6.87754
659321 6.88019
662340 6.88105
686499 6.88960
700000 6.89532
800000 6.92968
900000 6.95955
1.00000E+06 6.98181
1.50000E+06 6.97253
1.75000E+06 6.90234
2.00000E+06 6.80133
2.25000E+06 6.67967
2.50000E+06 6.54869
3.00000E+06 6.27685
4.00000E+06 5.72135
5.00000E+06 5.28873
5.93288E+06 5.06853
6.00000E+06 5.05269
7.00000E+06 4.93558
7.10944E+06 4.93275
7.21710E+06 4.92997
7.32294E+06 4.92723
7.42696E+06 4.92454
7.52913E+06 4.92190
7.62945E+06 4.91931
7.72791E+06 4.91677
7.82451E+06 4.91428
7.91924E+06 4.91183
8.00000E+06 4.90975
8.01210E+06 4.91010
8.10000E+06 4.91582
8.19513E+06 4.92202
8.20000E+06 4.92233
8.30000E+06 4.92885
8.37052E+06 4.93344
8.40000E+06 4.93536
8.50000E+06 4.94187
8.53835E+06 4.94291
8.60630E+06 4.94476
8.60640E+06 4.94476
8.67130E+06 4.94852
8.69874E+06 4.95012
8.70000E+06 4.95019
8.80000E+06 4.95599
8.85185E+06 4.95900
8.99784E+06 4.97026
9.00000E+06 4.97043
9.00618E+06 4.96946
9.10000E+06 4.97561
9.13688E+06 4.97803
9.20000E+06 4.98217
9.26919E+06 4.98672
9.30000E+06 4.98874
9.39497E+06 4.99497
9.40000E+06 4.99530
9.50000E+06 5.00187
9.51443E+06 5.00298
9.60000E+06 5.00954
9.62781E+06 5.01168
9.67395E+06 5.01522
9.70000E+06 5.01722
9.80000E+06 5.02490
9.83991E+06 5.02796
9.84405E+06 5.02828
9.90000E+06 5.03258
9.99809E+06 5.04012
1.00000E+07 5.04026
1.00372E+07 5.04185
1.01487E+07 5.04659
1.02094E+07 5.04918
1.02500E+07 5.05091
1.02919E+07 5.05269
1.03624E+07 5.05570
1.04281E+07 5.05850
1.04982E+07 5.06149
1.05000E+07 5.06157
1.06882E+07 5.07294
1.07402E+07 5.07608
1.07500E+07 5.07668
1.09211E+07 5.08704
1.10000E+07 5.09182
1.11291E+07 5.09909
1.12500E+07 5.10590
1.13143E+07 5.10952
1.14789E+07 5.11879
1.15000E+07 5.11998
1.17500E+07 5.13729
1.17727E+07 5.13886
1.19980E+07 5.15448
1.20000E+07 5.15462
1.21697E+07 5.16641
1.22500E+07 5.17198
1.24320E+07 5.18466
1.25000E+07 5.18939
1.27000E+07 5.20336
1.27500E+07 5.20453
1.30000E+07 5.21047
1.32500E+07 5.21648
1.35000E+07 5.22260
1.37500E+07 5.22881
1.40000E+07 5.23515
1.42500E+07 5.23441
1.45000E+07 5.23380
1.47500E+07 5.23332
1.49560E+07 5.23303
1.50000E+07 5.23298
1.52500E+07 5.22760
1.55000E+07 5.22234
1.57500E+07 5.21715
1.60000E+07 5.21205
1.60729E+07 5.21069
1.62500E+07 5.20405
1.65000E+07 5.19474
1.67500E+07 5.18547
1.70000E+07 5.17627
1.72500E+07 5.16288
1.75000E+07 5.14956
1.77500E+07 5.13625
1.80000E+07 5.12300
1.82500E+07 5.10546
1.85000E+07 5.08793
1.87500E+07 5.07037
1.90000E+07 5.05281
1.92500E+07 5.03516
1.95000E+07 5.01752
1.97500E+07 4.99984
2.00000E+07 4.98216
