Ba-130(n,tot) ENDF/B-VII.1
175.345 1.42730
176.095 1.46181
176.844 1.58215
177.218 1.68945
177.406 1.75861
177.593 1.83992
177.780 1.93515
177.967 2.04620
178.155 2.17534
178.342 2.32514
178.529 2.49886
178.717 2.70010
178.904 2.93323
179.091 3.20344
179.466 3.88119
179.840 4.79996
180.215 6.05994
180.589 7.81408
180.964 10.3062
181.339 13.9400
181.713 19.4258
182.088 28.0866
182.462 42.6121
182.837 69.1083
183.024 91.1029
183.211 123.876
183.399 175.364
183.586 262.076
183.773 423.135
183.867 559.744
183.961 767.266
184.054 1101.49
184.148 1676.75
184.241 2746.61
184.335 4836.05
184.418 7864.63
184.500 9989.36
184.583 8119.68
184.665 5156.72
184.725 3648.99
184.785 2651.35
184.845 1989.75
184.905 1539.68
185.025 995.248
185.144 695.795
185.264 515.117
185.384 398.096
185.624 260.824
185.863 186.274
186.103 141.150
186.342 111.659
186.582 91.2531
187.061 65.4470
187.540 50.2252
188.020 40.4070
188.499 33.6540
189.457 25.1218
190.416 20.0562
191.374 16.7515
192.333 14.4468
194.249 11.4701
196.166 9.64412
198.083 8.41298
200.000 7.52569
203.237 6.47661
206.475 5.75065
209.712 5.20640
210.522 5.09247
211.331 5.00130
211.736 4.98806
211.938 5.00869
212.140 5.07663
212.343 5.26582
212.444 5.47241
212.545 5.85710
212.646 6.65847
212.697 7.40929
212.747 8.66042
212.798 10.9486
212.823 12.8523
212.848 15.6919
212.874 20.1383
212.899 27.5096
212.924 40.4791
212.950 63.8876
212.975 101.303
213.000 127.704
213.025 104.961
213.051 68.6500
213.069 50.2888
213.087 38.0810
213.105 29.8798
213.123 24.2985
213.159 17.4793
213.195 13.7091
213.231 11.4133
213.267 9.91923
213.339 8.15726
213.411 7.19009
213.483 6.59976
213.628 5.93599
213.772 5.58310
213.916 5.36756
214.205 5.11788
214.494 4.97430
214.782 4.87708
215.359 4.74437
216.514 4.57079
217.668 4.44040
222.286 4.04817
231.521 3.49096
240.756 3.06959
249.991 2.71260
259.227 2.38122
268.462 2.04027
273.079 1.84871
275.388 1.74177
277.697 1.62403
280.006 1.49615
281.160 1.43484
282.315 1.39372
282.892 1.39615
283.469 1.43631
284.046 1.55824
284.623 1.87514
284.912 2.19470
285.201 2.73595
285.345 3.14654
285.489 3.70495
285.561 4.06048
285.633 4.48185
285.706 4.98636
285.778 5.59373
285.850 6.33385
285.886 6.76486
285.922 7.24280
285.994 8.37579
286.066 9.80375
286.139 11.6377
286.211 14.0310
286.283 17.2334
286.355 21.6221
286.427 27.8530
286.499 37.0400
286.571 51.3468
286.644 75.1333
286.680 93.3674
286.716 118.679
286.752 155.077
286.788 209.527
286.824 295.824
286.860 440.539
286.896 701.489
286.932 1187.50
286.966 1925.37
287.000 2439.22
287.034 1978.06
287.068 1253.41
287.092 895.607
287.116 656.306
287.140 495.102
287.163 384.916
287.211 250.088
287.259 175.317
287.307 129.987
287.354 100.547
287.450 65.9749
287.545 47.1644
287.640 35.7893
287.736 28.3669
287.831 23.2457
288.022 16.7827
288.213 12.9888
288.403 10.5513
288.594 8.88302
288.976 6.78667
289.357 5.55064
289.739 4.74888
290.120 4.19225
290.883 3.47577
291.646 3.03661
292.409 2.73911
293.172 2.52267
294.698 2.22325
296.224 2.01877
299.275 1.73725
302.327 1.53145
305.379 1.35838
311.483 1.05118
317.587 0.761285
320.638 0.622069
323.690 0.497877
326.742 0.428483
328.268 0.456749
329.031 0.508038
329.413 0.549031
329.794 0.604136
329.985 0.638270
330.175 0.677617
330.557 0.775323
330.938 0.905527
331.320 1.08013
331.701 1.31695
332.083 1.64312
332.464 2.10179
332.846 2.76451
333.227 3.75755
333.609 5.31771
333.990 7.93247
334.181 9.94009
334.372 12.7322
334.562 16.7620
334.753 22.8473
334.944 32.6211
335.135 49.6544
335.230 63.3177
335.325 83.1368
335.421 113.339
335.516 162.348
335.612 249.213
335.659 319.694
335.707 422.367
335.755 579.362
335.802 831.423
335.850 1256.93
335.898 1988.53
335.949 3204.18
336.000 4030.10
336.051 3244.04
336.103 2041.67
336.145 1365.52
336.188 946.716
336.231 684.765
336.273 514.928
336.359 318.593
336.444 215.798
336.529 155.726
336.615 117.810
336.785 74.4576
336.956 51.5431
337.127 37.9674
337.297 29.2504
337.468 23.3130
337.809 15.9404
338.151 11.6902
338.492 9.00205
338.833 7.18472
339.516 4.93643
340.199 3.63400
340.881 2.80055
341.564 2.22793
342.929 1.49928
344.295 1.05904
345.660 0.767138
347.025 0.563684
348.391 0.420530
349.756 0.324629
350.439 0.292744
351.121 0.271539
351.804 0.261510
352.487 0.263668
353.169 0.279764
353.852 0.312803
354.535 0.368314
355.217 0.457892
355.900 0.611657
356.241 0.738408
356.583 0.938616
356.924 1.30829
357.095 1.64056
357.265 2.20080
357.436 3.29175
357.521 4.28995
357.607 5.96332
357.692 9.11762
357.735 11.8678
357.777 16.1959
357.820 23.6011
357.863 37.6209
357.884 49.7791
357.905 68.3216
357.927 97.7562
357.948 144.877
357.974 229.825
357.987 269.325
358.000 285.110
358.026 226.598
358.052 140.851
358.073 94.8306
358.094 66.1242
358.114 47.9697
358.135 36.0893
358.156 28.0122
358.176 22.3226
358.197 18.1877
358.218 15.1006
358.238 12.7414
358.259 10.9020
358.280 9.44268
358.301 8.26707
358.342 6.51436
358.383 5.29453
358.466 3.75935
358.549 2.87639
358.715 1.96834
358.880 1.55163
359.046 1.34098
359.377 1.17735
359.709 1.15777
360.040 1.20025
360.702 1.37618
362.027 1.93947
363.353 2.76538
364.678 3.93429
366.003 5.59453
367.328 7.98777
368.653 11.5162
369.978 16.8819
371.303 25.3863
372.628 39.6481
373.954 65.5215
374.616 86.8043
375.279 118.183
375.941 166.711
376.604 246.555
377.266 389.362
377.598 505.729
377.929 675.741
378.260 934.877
378.592 1348.74
378.923 2040.55
379.254 3217.34
379.627 5273.38
380.000 6746.55
380.373 5522.27
380.746 3532.29
380.997 2576.40
381.247 1919.73
381.498 1470.34
381.749 1156.81
382.250 766.781
382.751 546.067
383.253 410.194
383.754 320.852
384.757 214.350
385.759 155.500
386.762 119.403
387.764 95.5528
388.767 78.8946
390.772 57.5863
392.777 44.8365
394.783 36.5120
396.788 30.7235
400.798 23.3063
404.809 18.8196
408.819 15.8382
412.829 13.7157
420.850 10.8590
424.861 9.81268
428.871 8.88890
432.881 7.99422
434.887 7.51555
436.892 6.97521
437.894 6.66493
438.897 6.31399
439.900 5.90841
440.902 5.43648
441.403 5.17953
441.905 4.92619
442.406 4.72597
442.907 4.73271
443.158 4.94679
443.409 5.48572
443.659 6.69711
443.785 7.78169
443.847 8.51841
443.910 9.42933
443.973 10.5667
444.035 11.9960
444.067 12.8490
444.098 13.8092
444.129 14.8963
444.161 16.1311
444.223 19.1540
444.286 23.1390
444.349 28.5092
444.411 35.8876
444.474 46.3413
444.537 61.6414
444.599 85.0039
444.662 122.580
444.725 187.615
444.756 238.641
444.787 310.585
444.819 415.539
444.850 572.516
444.881 814.183
444.913 1187.42
444.956 1970.40
445.000 2552.57
445.044 2116.95
445.088 1372.99
445.114 1036.64
445.141 797.021
445.195 504.453
445.249 346.694
445.302 254.397
445.356 196.004
445.409 156.930
445.517 109.348
445.624 82.4234
445.731 65.6329
445.946 46.4098
446.160 36.0716
446.375 29.7743
446.589 25.6001
446.804 22.6591
447.233 18.8301
447.662 16.4713
448.091 14.8827
448.520 13.7430
449.378 12.2174
450.236 11.2393
451.094 10.5536
451.952 10.0417
453.668 9.31709
455.384 8.81633
458.816 8.13989
462.248 7.67859
465.680 7.32757
472.544 6.80230
479.408 6.40863
486.272 6.09168
500.000 5.59488
514.486 5.18621
528.973 4.83708
536.216 4.66818
543.459 4.48724
547.080 4.38227
548.891 4.32166
550.702 4.25139
552.513 4.16461
553.418 4.11113
554.324 4.04771
554.776 4.01163
555.229 3.97311
555.682 3.93491
556.134 3.90738
556.361 3.90744
556.587 3.93115
556.813 4.00689
557.040 4.20680
557.153 4.40866
557.266 4.74875
557.379 5.35028
557.492 6.49505
557.606 8.94323
557.662 11.2844
557.719 15.2499
557.775 22.6307
557.804 28.8582
557.818 33.0649
557.832 38.2518
557.846 44.8244
557.860 53.1530
557.874 64.0244
557.889 78.2428
557.903 97.4125
557.917 123.254
557.931 158.575
557.945 206.506
557.959 267.497
557.973 338.146
558.000 434.474
558.014 415.060
558.028 358.709
558.055 232.210
558.078 158.227
558.102 112.353
558.125 83.4986
558.148 64.6406
558.195 42.6909
558.242 31.0165
558.288 24.0983
558.335 19.6589
558.428 14.4739
558.521 11.6494
558.614 9.92896
558.708 8.79297
558.801 7.99781
558.987 6.97404
559.174 6.35483
559.360 5.94496
559.547 5.65605
559.920 5.27783
560.292 5.04198
560.665 4.88039
561.038 4.76196
561.784 4.59723
562.530 4.48442
564.021 4.32888
565.513 4.21385
567.004 4.11387
569.988 3.91729
571.479 3.80714
572.971 3.67979
574.462 3.52550
575.954 3.33026
576.700 3.21173
577.445 3.07707
578.191 2.92938
578.937 2.79040
579.310 2.74836
579.683 2.76315
580.056 2.91423
580.429 3.41110
580.615 3.95382
580.801 4.90561
580.895 5.64112
580.941 6.10410
580.988 6.64844
581.035 7.29166
581.081 8.05605
581.128 8.97020
581.174 10.0713
581.221 11.4114
581.268 13.0504
581.314 15.0795
581.361 17.6215
581.407 20.8494
581.454 25.0130
581.501 30.4824
581.547 37.8230
581.594 47.9301
581.640 62.2815
581.687 83.4389
581.734 116.111
581.780 169.564
581.827 263.469
581.850 337.832
581.873 442.371
581.897 591.306
581.920 802.470
581.960 1323.41
582.000 1705.71
582.040 1407.46
582.080 907.567
582.108 655.195
582.137 484.686
582.165 369.760
582.193 290.743
582.250 193.256
582.306 138.754
582.363 105.323
582.419 83.4372
582.532 57.3382
582.646 42.8907
582.759 33.9973
582.872 28.0954
582.985 23.9538
583.211 18.6198
583.437 15.3982
583.663 13.2764
583.890 11.7900
584.342 9.86610
584.794 8.69038
585.247 7.90453
585.699 7.34513
586.604 6.60458
587.509 6.13777
588.413 5.81637
589.318 5.58100
591.128 5.25713
592.937 5.04196
594.747 4.88606
596.556 4.76596
600.175 4.58829
603.794 4.45793
611.032 4.26598
618.270 4.11814
625.508 3.99045
639.984 3.75571
654.460 3.50851
661.698 3.36362
668.936 3.18848
676.174 2.95627
679.793 2.80129
683.412 2.60063
685.221 2.47430
687.031 2.32299
688.840 2.13817
690.650 1.91002
691.554 1.77847
692.459 1.63997
693.364 1.51178
694.269 1.45337
694.721 1.50441
695.173 1.68674
695.400 1.86823
695.626 2.15090
695.739 2.34609
695.852 2.58946
695.965 2.89382
696.078 3.27577
696.191 3.75885
696.304 4.37401
696.417 5.16482
696.531 6.19314
696.644 7.54903
696.757 9.36707
696.870 11.8549
696.983 15.3414
697.096 20.3891
697.209 27.9797
697.322 39.9763
697.435 60.2230
697.548 97.6008
697.605 128.983
697.661 175.985
697.718 250.181
697.775 373.788
697.831 592.806
697.888 993.549
697.944 1636.53
698.000 2104.13
698.056 1731.35
698.113 1113.63
698.170 696.082
698.228 461.187
698.286 325.142
698.344 241.537
698.402 186.894
698.460 149.447
698.576 102.987
698.691 76.2818
698.807 59.5046
699.039 40.2466
699.270 29.9204
699.502 23.6728
699.733 19.5659
699.964 16.6988
700.427 13.0110
700.890 10.7772
701.353 9.29548
701.816 8.24658
702.742 6.86266
703.668 5.98565
704.594 5.36944
705.520 4.89994
707.372 4.18096
708.298 3.86915
709.224 3.56305
710.150 3.26278
710.613 3.13731
711.076 3.08903
711.307 3.14228
711.539 3.31509
711.770 3.73628
712.002 4.72326
712.117 5.66665
712.233 7.20227
712.291 8.33309
712.349 9.83450
712.378 10.7730
712.407 11.8667
712.436 13.1533
712.465 14.6767
712.494 16.5009
712.523 18.6884
712.552 21.3542
712.580 24.6142
712.609 28.6760
712.638 33.7690
712.667 40.2726
712.696 48.7228
712.725 59.9691
712.754 75.1837
712.783 96.3940
712.812 126.905
712.841 172.587
712.870 243.195
712.899 356.555
712.928 540.321
712.964 893.244
713.000 1153.20
713.036 953.572
713.073 617.006
713.103 422.947
713.133 300.537
713.163 222.792
713.193 171.600
713.253 111.550
713.313 79.3962
713.373 60.1946
713.434 47.8365
713.554 33.3140
713.674 25.3635
713.794 20.4916
713.915 17.2617
714.035 14.9927
714.276 12.0581
714.516 10.2725
714.757 9.08488
714.998 8.24332
715.479 7.13524
715.960 6.43978
716.441 5.96106
716.923 5.60948
717.885 5.12111
718.848 4.79015
720.773 4.34856
722.698 4.04379
724.623 3.80012
728.473 3.37725
730.398 3.16484
732.323 2.93354
734.248 2.66773
736.173 2.34853
737.135 2.16363
738.098 1.96339
739.060 1.76223
740.023 1.61780
740.504 1.62251
740.985 1.76100
741.226 1.92479
741.466 2.19607
741.587 2.38941
741.707 2.63471
741.827 2.94604
741.948 3.34210
742.068 3.84860
742.188 4.49925
742.309 5.34258
742.429 6.44703
742.549 7.91224
742.669 9.88707
742.790 12.6010
742.910 16.4209
743.030 21.9652
743.151 30.3054
743.271 43.4781
743.391 65.6424
743.512 106.281
743.572 140.116
743.632 190.342
743.692 268.612
743.752 396.664
743.812 618.255
743.873 1010.07
743.936 1671.99
744.000 2160.31
744.064 1786.13
744.128 1154.17
744.173 832.924
744.218 615.973
744.263 469.809
744.309 369.041
744.399 245.222
744.490 175.922
744.580 133.410
744.671 105.534
744.852 72.2551
745.033 53.7926
745.214 42.4029
745.395 34.8283
745.576 29.5021
745.939 22.6234
746.301 18.4538
746.663 15.6985
747.025 13.7615
747.750 11.2450
748.474 9.69917
749.199 8.66080
749.923 7.91804
751.372 6.92865
752.821 6.29957
754.269 5.86282
755.718 5.54026
758.616 5.09097
761.514 4.78720
767.309 4.38668
773.104 4.11686
778.899 3.90704
790.490 3.55775
802.081 3.20854
807.876 3.00241
813.671 2.74901
819.467 2.40906
822.364 2.18389
825.262 1.90073
826.711 1.73055
828.160 1.53858
829.608 1.32829
831.057 1.12458
831.782 1.05288
832.506 1.04519
832.868 1.08977
833.231 1.19174
833.593 1.38542
833.774 1.53364
833.955 1.72987
834.136 1.98906
834.317 2.33187
834.498 2.78737
834.679 3.39730
834.860 4.22305
835.042 5.35749
835.223 6.94578
835.404 9.22381
835.585 12.5934
835.766 17.7797
835.947 26.1905
836.128 40.8297
836.219 52.4380
836.309 68.9721
836.400 93.5122
836.490 131.657
836.581 194.817
836.671 307.438
836.717 398.129
836.762 527.486
836.807 714.979
836.853 985.065
836.926 1622.79
837.000 2086.78
837.074 1717.02
837.148 1104.04
837.197 807.212
837.247 602.992
837.297 463.078
837.346 365.324
837.446 243.576
837.545 174.526
837.645 131.920
837.744 103.837
837.943 70.2436
838.142 51.5884
838.340 40.0883
838.738 27.0892
839.136 20.1774
839.533 15.9929
839.931 13.2247
840.328 11.2710
841.123 8.70006
841.919 7.06906
842.714 5.91357
843.509 5.02096
845.099 3.63480
845.894 3.06364
846.689 2.61641
847.087 2.50448
847.485 2.56941
847.683 2.72377
847.882 3.01529
847.982 3.23427
848.081 3.51888
848.180 3.88666
848.280 4.36029
848.379 4.97188
848.479 5.76354
848.578 6.79419
848.677 8.14714
848.777 9.94274
848.876 12.3593
848.976 15.6686
849.075 20.2998
849.174 26.9581
849.274 36.8601
849.373 52.2333
849.473 77.4660
849.572 122.036
849.622 157.728
849.671 208.889
849.721 284.729
849.771 401.250
849.820 586.042
849.870 880.512
849.935 1469.84
850.000 1916.17
850.065 1598.14
850.130 1040.92
850.182 728.647
850.233 526.844
850.285 395.552
850.336 307.756
850.439 202.742
850.542 145.374
850.646 110.722
850.749 88.1554
850.955 61.3746
851.161 46.5197
851.367 37.3301
851.573 31.1836
851.779 26.8367
852.192 21.1644
852.604 17.6770
853.016 15.3386
853.429 13.6708
854.253 11.4604
855.078 10.0658
855.903 9.10532
856.727 8.40216
858.377 7.43651
860.026 6.79878
863.324 5.99376
866.623 5.49242
869.922 5.13873
876.519 4.64232
883.116 4.25972
886.415 4.07162
889.713 3.86168
893.012 3.59626
894.661 3.42227
896.310 3.19937
897.135 3.06112
897.960 2.89923
898.784 2.71053
899.609 2.50222
900.021 2.40440
900.434 2.33647
900.846 2.35561
901.258 2.61989
901.465 2.97167
901.671 3.63824
901.774 4.17402
901.877 4.92520
901.980 5.99520
902.031 6.69789
902.083 7.55053
902.135 8.59509
902.186 9.88072
902.238 11.4848
902.289 13.5011
902.341 16.0785
902.392 19.4104
902.444 23.8014
902.495 29.7094
902.547 37.8758
902.598 49.4588
902.650 66.5605
902.701 92.8548
902.753 135.738
902.805 210.225
902.830 268.720
902.856 349.819
902.882 464.435
902.908 624.274
902.954 1037.72
903.000 1346.62
903.046 1118.61
903.093 726.572
903.140 459.636
903.187 308.301
903.235 219.903
903.282 165.118
903.329 129.105
903.377 104.351
903.471 73.4039
903.566 55.4628
903.660 44.1092
903.850 30.9563
904.039 23.8143
904.228 19.4483
904.418 16.5520
904.607 14.5140
904.985 11.8668
905.364 10.2462
905.742 9.16263
906.121 8.39213
906.878 7.37476
907.635 6.73634
908.392 6.29921
909.149 5.98101
910.664 5.54744
912.178 5.26378
913.692 5.06175
915.206 4.90907
918.234 4.68996
921.263 4.53648
927.319 4.32654
933.376 4.18147
939.433 4.06960
951.546 3.89763
975.773 3.64363
1000.00 3.42838
1024.45 3.20182
1036.68 3.06863
1048.90 2.90583
1061.13 2.68514
1067.24 2.53396
1073.35 2.33287
1076.41 2.20282
1079.47 2.04318
1082.52 1.84150
1085.58 1.57947
1087.11 1.41859
1088.64 1.23568
1090.17 1.03657
1091.69 0.855389
1092.46 0.808170
1093.22 0.847057
1093.60 0.930341
1093.99 1.08842
1094.37 1.36512
1094.56 1.56953
1094.75 1.83537
1094.94 2.18145
1095.13 2.63368
1095.32 3.22830
1095.51 4.01707
1095.70 5.07561
1095.90 6.51744
1096.09 8.51835
1096.28 11.3608
1096.47 15.5190
1096.66 21.8335
1096.85 31.8974
1097.04 48.9983
1097.23 80.7180
1097.33 107.534
1097.42 147.337
1097.52 210.622
1097.61 314.701
1097.71 499.906
1097.81 832.069
1097.90 1383.68
1098.00 1788.80
1098.10 1479.92
1098.20 959.766
1098.27 685.054
1098.34 502.227
1098.41 380.644
1098.48 297.674
1098.63 196.770
1098.77 141.077
1098.91 106.861
1099.06 84.4871
1099.35 57.9447
1099.63 43.1837
1099.92 34.1082
1100.21 28.0460
1100.50 23.7933
1101.07 18.2788
1101.65 14.9265
1102.22 12.7049
1102.79 11.1411
1103.94 9.09838
1105.09 7.83762
1106.24 6.98721
1107.39 6.37688
1109.69 5.55829
1111.99 5.03301
1114.29 4.66392
1116.59 4.38707
1121.19 3.98913
1125.79 3.70251
1134.99 3.26325
1144.18 2.84802
1148.78 2.60351
1153.38 2.29937
1155.68 2.11092
1157.98 1.88722
1160.28 1.61725
1162.58 1.29351
1163.73 1.11607
1164.88 0.944696
1166.03 0.823606
1166.60 0.816531
1167.18 0.887018
1167.47 0.970649
1167.75 1.10257
1168.04 1.30293
1168.33 1.59830
1168.62 2.03283
1168.90 2.66789
1169.19 3.60673
1169.48 5.01756
1169.76 7.20050
1170.05 10.6749
1170.34 16.5245
1170.63 26.9977
1170.77 35.5105
1170.91 47.8496
1171.06 66.4598
1171.20 95.7049
1171.35 145.356
1171.49 235.372
1171.56 309.690
1171.63 417.567
1171.70 577.098
1171.78 808.652
1171.89 1350.13
1172.00 1753.11
1172.11 1456.56
1172.23 947.986
1172.30 697.533
1172.38 524.384
1172.45 405.283
1172.53 321.770
1172.68 217.256
1172.83 157.600
1172.99 120.566
1173.14 96.0145
1173.44 66.4910
1173.74 49.8630
1174.05 39.5503
1174.35 32.6213
1174.65 27.7373
1175.26 21.3669
1175.87 17.4833
1176.48 14.9008
1177.08 13.0758
1178.30 10.6893
1179.51 9.21494
1180.73 8.21903
1181.94 7.50472
1184.37 6.54963
1186.80 5.94077
1189.23 5.51781
1191.66 5.20580
1196.51 4.77227
1201.37 4.48085
1206.23 4.26714
1211.09 4.10011
1220.80 3.84476
1230.52 3.64041
1235.38 3.54294
1240.23 3.43864
1242.66 3.37871
1245.09 3.30607
1246.31 3.26000
1246.91 3.23267
1247.52 3.20138
1248.13 3.16637
1248.43 3.14953
1248.73 3.13903
1249.04 3.15438
1249.19 3.19243
1249.34 3.28644
1249.49 3.53088
1249.57 3.79318
1249.65 4.27756
1249.72 5.26868
1249.76 6.17629
1249.80 7.64977
1249.84 10.2184
1249.87 15.1360
1249.89 19.3569
1249.91 25.7347
1249.93 35.6282
1249.94 42.0943
1249.95 50.0088
1249.96 64.1952
1249.97 80.7634
1250.00 103.673
1250.01 98.9676
1250.03 85.8732
1250.05 56.9276
1250.08 35.0036
1250.12 23.5502
1250.15 17.2608
1250.18 13.5216
1250.21 11.1365
1250.24 9.52534
1250.30 7.54856
1250.36 6.42207
1250.43 5.71466
1250.55 4.89977
1250.67 4.45787
1250.80 4.18654
1251.05 3.87621
1251.29 3.70570
1251.54 3.59789
1252.04 3.46711
1253.03 3.33039
1254.02 3.24651
1256.00 3.11462
1257.99 2.97727
1258.98 2.89533
1259.97 2.79801
1260.96 2.67836
1261.95 2.52746
1262.45 2.43758
1262.95 2.33901
1263.44 2.23937
1263.94 2.16889
1264.19 2.17332
1264.43 2.24683
1264.68 2.47281
1264.93 3.06189
1265.05 3.65198
1265.12 4.08019
1265.18 4.63887
1265.24 5.37678
1265.30 6.36617
1265.36 7.71735
1265.43 9.60454
1265.49 12.3145
1265.52 14.1203
1265.55 16.3428
1265.58 19.1096
1265.61 22.5991
1265.64 27.0658
1265.67 32.8815
1265.70 40.6036
1265.74 51.0924
1265.77 65.7194
1265.80 86.7467
1265.83 118.034
1265.86 166.330
1265.89 243.347
1265.92 362.077
1265.96 602.634
1266.00 784.141
1266.04 653.363
1266.08 425.493
1266.12 281.699
1266.15 195.284
1266.19 142.550
1266.23 109.564
1266.30 71.0490
1266.37 50.7650
1266.45 38.6550
1266.52 31.0080
1266.67 22.0381
1266.81 17.0899
1266.96 14.0699
1267.11 12.0573
1267.25 10.6363
1267.54 8.78192
1267.84 7.64900
1268.13 6.88892
1268.42 6.35036
1269.01 5.63880
1269.59 5.19329
1270.18 4.88907
1270.76 4.66827
1271.93 4.36878
1273.10 4.17410
1274.27 4.03634
1275.44 3.93284
