Zr-91(n,g) ENDF/B-VII.1
331.924 0.0692122
341.706 0.0453953
351.488 0.0324752
361.271 0.0247098
371.053 0.0196975
390.618 0.0139032
410.183 0.0110278
429.748 0.0107025
434.639 0.0119437
439.530 0.0161204
441.976 0.0221798
443.198 0.0282794
444.421 0.0394232
445.033 0.0488001
445.644 0.0630793
446.255 0.0863618
446.867 0.128137
447.172 0.162738
447.478 0.214672
447.784 0.297746
448.090 0.442796
448.395 0.730647
448.548 0.994551
448.701 1.43198
448.854 2.23420
448.930 2.90939
449.007 3.93388
449.083 5.58329
449.159 8.44078
449.236 13.8240
449.312 24.5524
449.376 39.2775
449.440 49.0944
449.504 39.2827
449.568 24.5591
449.617 16.8237
449.666 11.8756
449.716 8.69496
449.765 6.58940
449.863 4.10970
449.962 2.78705
450.060 2.00781
450.159 1.51303
450.356 0.946278
450.553 0.647415
450.750 0.471180
450.947 0.358743
451.144 0.282693
451.538 0.189431
451.932 0.136612
452.326 0.103837
452.720 0.0821128
453.508 0.0560069
454.296 0.0415101
455.872 0.0267935
457.448 0.0198320
459.024 0.0159840
462.176 0.0120694
468.480 0.00913016
474.784 0.00800321
500.000 0.00673200
545.237 0.00709128
567.856 0.00821189
590.475 0.0105898
613.093 0.0159955
624.403 0.0214876
635.712 0.0315787
641.367 0.0401166
647.021 0.0531935
652.676 0.0747001
658.330 0.113811
661.158 0.146673
663.985 0.196718
666.812 0.278420
669.640 0.425464
671.053 0.547723
672.467 0.731983
673.881 1.02850
675.294 1.55091
676.001 1.97606
676.708 2.60325
677.415 3.58358
678.122 5.23949
678.475 6.53160
678.829 8.36137
679.182 11.0693
679.535 15.3060
679.889 22.4293
680.242 35.5921
680.419 46.6172
680.596 62.9986
680.772 88.0060
680.949 126.259
681.190 201.964
681.430 252.348
681.671 201.793
681.911 126.092
682.117 82.9944
682.322 56.7578
682.528 40.5836
682.734 30.1980
683.145 18.3747
683.557 12.2641
683.968 8.73524
684.379 6.52572
685.202 4.02871
686.025 2.72846
686.848 1.96820
687.670 1.48602
688.493 1.16134
690.138 0.765042
691.784 0.541737
693.429 0.403701
695.075 0.312494
698.366 0.203291
701.657 0.142929
704.948 0.106109
708.239 0.0820171
714.821 0.0534634
721.402 0.0378422
727.984 0.0283838
734.566 0.0222304
747.730 0.0149865
760.894 0.0110612
787.221 0.00722625
813.549 0.00563693
839.877 0.00532946
853.040 0.00595440
859.622 0.00677699
866.204 0.00841975
872.786 0.0121136
876.077 0.0158746
879.368 0.0228119
881.014 0.0287006
882.659 0.0377425
884.305 0.0526511
885.950 0.0798345
886.773 0.102721
887.595 0.137619
888.418 0.194677
889.241 0.297523
889.652 0.383142
890.064 0.512299
890.475 0.720357
890.886 1.08727
891.092 1.38619
891.298 1.82760
891.503 2.51828
891.709 3.68584
891.915 5.89164
892.018 7.80994
892.120 10.8140
892.223 15.8835
892.326 25.2791
892.378 33.1785
892.429 44.9581
892.480 63.0231
892.532 90.8025
892.601 145.337
892.670 181.629
892.739 145.260
892.808 90.8128
892.861 62.6019
892.913 44.4396
892.965 32.6565
893.018 24.8135
893.122 15.5273
893.227 10.5479
893.332 7.60439
893.437 5.73096
893.646 3.58096
893.855 2.44417
894.065 1.77322
894.274 1.34454
894.483 1.05455
894.902 0.698531
895.321 0.496857
895.739 0.371682
896.158 0.288706
896.996 0.189008
897.833 0.133691
898.670 0.0998418
899.508 0.0776337
901.183 0.0512232
902.858 0.0367121
904.533 0.0278897
906.207 0.0221264
909.557 0.0152972
912.907 0.0115532
919.606 0.00778589
926.306 0.00601050
933.005 0.00502673
946.404 0.00401807
973.202 0.00325459
1000.00 0.00298017
1065.76 0.00287670
1131.53 0.00315703
1197.29 0.00382559
1263.05 0.00517535
1328.81 0.00813103
1361.69 0.0110616
1394.58 0.0163365
1411.02 0.0207190
1427.46 0.0273197
1443.90 0.0379370
1460.34 0.0566447
1468.56 0.0718795
1476.78 0.0943788
1485.00 0.129611
1493.22 0.189307
1497.33 0.236044
1501.44 0.302458
1505.55 0.401209
1509.66 0.556742
1513.77 0.820834
1515.83 1.02669
1517.88 1.31640
1519.94 1.73820
1521.99 2.37493
1524.05 3.36713
1526.10 4.92373
1531.40 11.0327
1531.79 11.9444
1532.17 14.1569
1532.37 16.7652
1532.56 22.4415
1532.66 28.0919
1532.75 37.9253
1532.85 56.7270
1532.94 94.8912
1533.02 146.958
1533.10 181.111
1533.18 146.092
1533.26 94.5863
1533.31 69.7785
1533.37 53.1004
1533.47 34.1814
1533.58 24.7420
1533.69 19.5136
1533.90 14.1629
1534.12 11.5814
1534.55 9.08093
1534.98 7.77988
1536.70 5.13084
1538.33 3.70682
1539.96 2.76036
1543.21 1.65675
1546.47 1.08523
1549.72 0.759655
1552.98 0.559117
1556.23 0.427721
1562.74 0.272581
1569.25 0.188402
1575.76 0.137854
1588.78 0.0829255
1601.80 0.0553771
1614.82 0.0396658
1627.84 0.0298838
1640.86 0.0233954
1666.90 0.0156231
1692.94 0.0113631
1718.98 0.00882705
1745.02 0.00725512
1797.10 0.00578822
1823.15 0.00571407
1849.19 0.00621669
1875.23 0.00785671
1888.25 0.00964177
1901.27 0.0129591
1914.29 0.0200416
1920.80 0.0270478
1927.31 0.0397427
1930.56 0.0503964
1933.82 0.0666323
1937.07 0.0932089
1940.33 0.141316
1941.95 0.181603
1943.58 0.242728
1945.21 0.342190
1946.84 0.520081
1947.65 0.667233
1948.46 0.887790
1949.28 1.24002
1950.09 1.85268
1950.91 3.06549
1951.31 4.17300
1951.72 6.00298
1952.13 9.33755
1952.33 12.1375
1952.53 16.3403
1952.74 23.0865
1952.94 34.5804
1953.14 55.8278
1953.35 97.0988
1953.52 155.532
1953.70 194.549
1953.88 155.517
1954.05 97.0939
1954.22 60.8171
1954.39 40.0586
1954.56 27.8861
1954.73 20.3889
1954.90 15.4617
1955.07 12.1120
1955.41 7.96845
1955.75 5.62371
1956.09 4.17529
1956.77 2.55871
1957.45 1.72589
1958.12 1.24336
1958.80 0.938860
1959.48 0.734591
1960.84 0.486141
1962.19 0.346900
1963.55 0.261130
1964.91 0.204765
1967.62 0.137872
1970.33 0.101691
1973.05 0.0805180
1975.76 0.0677484
1981.18 0.0568082
1986.61 0.0611891
1989.32 0.0726663
1992.04 0.102782
1993.39 0.140104
1994.07 0.174952
1994.75 0.235496
1995.43 0.357698
1995.77 0.473428
1996.10 0.674094
1996.44 1.07049
1996.61 1.43448
1996.78 2.03447
1996.95 3.14188
1997.04 4.07750
1997.12 5.48138
1997.21 7.77268
1997.29 11.7667
1997.38 19.3592
1997.42 25.6019
1997.46 34.4231
1997.53 55.0952
1997.60 68.9068
1997.67 55.0976
1997.74 34.4276
1997.81 21.0670
1997.88 13.6557
1997.95 9.41461
1998.02 6.86466
1998.09 5.19355
1998.16 4.07647
1998.31 2.70007
1998.45 1.92414
1998.59 1.45224
1998.87 0.929647
1999.15 0.663149
1999.44 0.511424
2000.00 0.356396
2000.75 0.273687
2001.49 0.244326
2002.99 0.250842
2004.48 0.312633
2005.97 0.446280
2006.72 0.561393
2007.47 0.735532
2008.21 1.01502
2008.96 1.50058
2009.71 2.45614
2010.08 3.32038
2010.45 4.73422
2010.82 7.27135
2011.01 9.36866
2011.20 12.4657
2011.38 17.3316
2011.57 25.3660
2011.76 39.6729
2011.94 65.7655
2012.12 105.444
2012.30 131.733
2012.48 105.189
2012.66 65.7552
2012.84 40.0817
2013.02 25.9366
2013.20 17.8022
2013.38 12.8864
2013.57 9.70219
2013.75 7.55912
2014.11 4.94219
2014.47 3.47161
2014.83 2.56967
2015.56 1.57056
2016.29 1.05851
2017.01 0.762655
2017.74 0.576254
2018.46 0.451297
2019.91 0.299292
2021.36 0.213932
2022.81 0.161151
2024.26 0.126261
2027.16 0.0843320
2030.06 0.0609903
2032.97 0.0466223
2035.87 0.0371217
2041.67 0.0256708
2047.47 0.0192446
2059.08 0.0125755
2070.68 0.00930870
2082.28 0.00744690
2105.49 0.00550568
2128.70 0.00459101
2151.91 0.00413552
2198.33 0.00392192
2244.75 0.00436311
2291.17 0.00571777
2314.37 0.00715781
2337.58 0.0101007
2349.19 0.0132434
2354.99 0.0159916
2360.79 0.0206048
2366.60 0.0297976
2369.50 0.0386082
2372.40 0.0543426
2375.30 0.0873399
2376.75 0.119788
2378.20 0.178231
2378.93 0.227042
2379.65 0.300788
2380.38 0.420103
2381.10 0.632062
2381.46 0.806276
2381.83 1.06561
2382.19 1.47588
2382.55 2.17839
2382.91 3.54071
2383.10 4.75180
2383.28 6.69998
2383.46 10.1361
2383.64 16.8761
2383.73 22.9518
2383.82 32.4940
2383.91 48.5673
2384.00 75.5247
2384.10 121.161
2384.20 151.212
2384.30 120.670
2384.40 75.5242
2384.49 49.4925
2384.57 33.7361
2384.66 24.0681
2384.74 17.9398
2384.91 10.9188
2385.08 7.29190
2385.26 5.18903
2385.43 3.88173
2385.77 2.40357
2386.11 1.63188
2386.45 1.18204
2386.80 0.895910
2387.14 0.703826
2387.82 0.469005
2388.51 0.336722
2389.19 0.254993
2389.88 0.201034
2391.25 0.136569
2392.62 0.101114
2395.36 0.0658197
2398.10 0.0498684
2400.84 0.0417483
2406.32 0.0352917
2417.28 0.0370147
2428.24 0.0496209
2439.19 0.0789295
2444.67 0.107211
2450.15 0.155885
2452.89 0.194441
2455.63 0.249792
2458.37 0.333136
2461.11 0.466568
2462.48 0.565386
2463.85 0.698715
2465.22 0.884038
2466.59 1.15056
2467.96 1.55036
2469.33 2.17747
2470.70 3.20448
2472.07 4.90915
2473.64 7.84866
2475.20 9.80183
2476.77 7.83597
2478.33 4.89692
2479.28 3.62786
2480.23 2.73322
2482.13 1.65963
2484.04 1.09427
2485.94 0.769798
2487.84 0.568887
2489.74 0.436845
2493.54 0.280522
2497.35 0.195451
2501.15 0.144301
2508.76 0.0886743
2516.36 0.0608138
2523.97 0.0450091
2539.18 0.0289356
2554.40 0.0217228
2569.61 0.0183605
2600.04 0.0174480
2630.46 0.0229878
2645.68 0.0298026
2660.89 0.0425591
2676.10 0.0691791
2683.71 0.0945275
2691.31 0.138186
2698.92 0.222927
2702.72 0.298754
2706.53 0.421402
2710.33 0.638076
2712.23 0.813840
2714.13 1.07071
2716.04 1.46422
2717.94 2.09919
2719.84 3.18123
2721.74 5.06731
2723.72 8.09500
2725.70 10.1046
2727.68 8.08192
2729.66 5.05687
2731.33 3.35421
2733.00 2.31062
2734.67 1.66417
2736.34 1.24818
2739.67 0.776036
2743.01 0.537727
2746.35 0.411726
2749.69 0.359464
2751.36 0.366485
2753.02 0.425239
2753.86 0.509434
2754.69 0.724958
2755.11 0.991627
2755.32 1.23662
2755.53 1.64460
2755.74 2.41274
2755.84 3.07480
2755.94 4.10981
2756.05 5.87327
2756.15 9.12082
2756.21 11.8534
2756.26 15.9327
2756.31 22.1975
2756.36 31.8453
2756.43 50.7714
2756.50 63.1221
2756.57 50.4951
2756.64 31.8681
2756.69 23.1436
2756.73 17.2893
2756.82 10.4602
2756.91 6.94097
2757.00 4.98908
2757.09 3.78878
2757.18 3.02041
2757.36 2.12338
2757.54 1.65235
2757.73 1.38325
2758.09 1.12739
2758.81 1.06356
2759.53 1.29879
2760.26 1.90298
2760.62 2.47461
2760.98 3.41279
2761.34 5.09217
2761.70 8.47550
2761.89 11.5706
2762.07 16.5933
2762.25 25.2026
2762.43 40.2249
2762.61 64.3865
2762.80 80.3933
2762.99 64.2320
2763.17 40.2067
2763.37 24.3895
2763.56 15.7450
2763.75 10.8073
2763.94 7.83572
2764.14 5.91731
2764.33 4.62843
2764.71 3.05442
2765.10 2.17382
2765.48 1.63345
2766.25 1.03291
2767.02 0.723941
2767.79 0.543752
2769.33 0.351384
2770.87 0.254752
2772.41 0.198513
2775.49 0.137178
2778.57 0.104808
2781.65 0.0847940
2787.81 0.0611113
2800.12 0.0382884
2812.44 0.0270325
2824.76 0.0203725
2837.07 0.0160330
2861.71 0.0108451
2886.34 0.00795916
2910.97 0.00619293
2960.24 0.00429041
3009.50 0.00353364
3034.14 0.00350213
3058.77 0.00382156
3083.40 0.00489375
3095.72 0.00610010
3108.03 0.00840346
3114.19 0.0103891
3120.35 0.0134604
3126.51 0.0185546
3132.67 0.0278919
3135.75 0.0357812
3138.82 0.0478490
3141.90 0.0676532
3144.98 0.103533
3146.52 0.133560
3148.06 0.179045
3149.60 0.252849
3151.14 0.384208
3151.91 0.492304
3152.68 0.653463
3153.45 0.908937
3154.22 1.34848
3154.99 2.20384
3155.37 2.97061
3155.76 4.21246
3156.14 6.40840
3156.34 8.19650
3156.53 10.7988
3156.72 14.8062
3156.91 21.2441
3157.11 32.1954
3157.30 51.2705
3157.50 82.0962
3157.70 102.664
3157.90 82.0815
3158.10 51.2614
3158.32 30.0561
3158.55 18.9087
3158.77 12.7553
3158.99 9.10681
3159.21 6.79757
3159.43 5.25468
3159.87 3.39720
3160.31 2.36822
3160.76 1.74401
3161.64 1.05708
3162.53 0.707864
3163.41 0.507096
3164.29 0.381107
3165.18 0.296919
3166.95 0.194908
3168.71 0.137885
3170.48 0.102785
3172.25 0.0796801
3175.79 0.0520894
3179.33 0.0368733
3182.86 0.0275996
3186.40 0.0215312
3193.47 0.0143295
3200.55 0.0103774
3207.62 0.00797313
3214.70 0.00639944
3228.85 0.00452624
3242.99 0.00349017
3271.29 0.00243116
3299.59 0.00192089
3327.88 0.00163543
3384.48 0.00136052
3441.07 0.00129773
3497.66 0.00146327
3525.96 0.00174849
3554.26 0.00249929
3568.41 0.00343323
3582.56 0.00578588
3589.63 0.00876637
3596.70 0.0166190
3600.24 0.0270039
3602.01 0.0371225
3603.78 0.0552381
3605.55 0.0930129
3606.43 0.129666
3607.31 0.194627
3607.76 0.247985
3608.20 0.327117
3608.64 0.452023
3609.08 0.666044
3609.53 1.07857
3609.75 1.44505
3609.97 2.03292
3610.19 3.05790
3610.41 5.06160
3610.52 6.85120
3610.63 9.64427
3610.74 14.2864
3610.85 21.9773
3610.98 35.1848
3611.10 43.8814
3611.23 35.0700
3611.35 21.8883
3611.47 13.6098
3611.59 8.91666
3611.72 6.18472
3611.84 4.51401
3611.96 3.41714
3612.08 2.67508
3612.32 1.75829
3612.57 1.24085
3612.81 0.921781
3613.30 0.566312
3613.78 0.383467
3614.27 0.277786
3615.24 0.166652
3616.21 0.112658
3617.19 0.0826680
3619.13 0.0527381
3621.08 0.0396225
3623.02 0.0337161
3626.91 0.0328635
3630.80 0.0448438
3632.75 0.0593842
3634.69 0.0870214
3635.66 0.110576
3636.64 0.146531
3637.61 0.205260
3638.58 0.310330
3639.07 0.397295
3639.55 0.527158
3640.04 0.733877
3640.53 1.09221
3641.01 1.79521
3641.25 2.43149
3641.50 3.47271
3641.74 5.34249
3641.86 6.89201
3641.98 9.17538
3642.11 12.7775
3642.23 18.7167
3642.35 29.3445
3642.47 48.7072
3642.59 77.9858
3642.70 97.2452
3642.82 77.7117
3642.93 48.4942
3643.04 30.7843
3643.15 20.5538
3643.25 14.4478
3643.36 10.6193
3643.58 6.35986
3643.79 4.20464
3644.00 2.97684
3644.22 2.21494
3644.65 1.36092
3645.07 0.918878
3645.50 0.662328
3645.93 0.500093
3646.36 0.391070
3647.22 0.258131
3648.07 0.183429
3648.93 0.137266
3649.78 0.106754
3651.50 0.0701696
3653.21 0.0499034
3656.63 0.0293648
3660.06 0.0196546
3663.49 0.0142947
3670.34 0.00886558
3684.04 0.00489296
3697.74 0.00350042
3711.44 0.00290288
3725.14 0.00265328
3752.55 0.00271621
3779.95 0.00350639
3793.65 0.00441185
3807.36 0.00611189
3814.21 0.00755780
3821.06 0.00977461
3827.91 0.0134200
3834.76 0.0200449
3838.19 0.0256076
3841.61 0.0340703
3845.04 0.0478761
3848.46 0.0726765
3850.17 0.0932671
3851.89 0.124248
3853.60 0.173985
3855.31 0.261239
3856.17 0.332051
3857.03 0.436020
3857.88 0.597660
3858.74 0.868590
3859.59 1.37401
3860.02 1.80663
3860.45 2.47472
3860.88 3.57729
3861.09 4.41286
3861.31 5.55826
3861.52 7.17104
3861.73 9.50341
3861.95 12.9464
3862.16 18.0179
3862.48 28.8320
3862.80 36.0408
3863.12 28.8262
3863.44 18.0123
3863.72 11.7318
3864.00 7.96881
3864.28 5.67039
3864.56 4.20467
3865.11 2.54510
3865.67 1.69454
3866.23 1.20464
3866.79 0.899318
3867.91 0.554974
3869.02 0.375916
3870.14 0.271444
3871.26 0.205183
3872.37 0.160635
3874.61 0.106251
3876.84 0.0756413
3879.07 0.0567281
3881.30 0.0442365
3885.77 0.0292924
3890.24 0.0210521
3894.70 0.0160439
3899.17 0.0127881
3908.10 0.00899096
3917.04 0.00700684
3934.90 0.00537373
3952.77 0.00544219
3961.70 0.00617727
3970.63 0.00783008
3979.57 0.0116606
3988.50 0.0227896
3992.97 0.0382710
3995.20 0.0536788
3997.43 0.0816835
3999.67 0.140963
4000.78 0.199227
4001.90 0.303577
4002.46 0.390129
4003.02 0.519784
4003.58 0.727080
4004.13 1.08881
4004.69 1.80797
4004.97 2.46595
4005.25 3.55682
4005.53 5.55481
4005.67 7.24379
4005.81 9.78697
4005.95 13.9097
4006.09 20.9945
4006.23 34.4274
4006.37 60.9587
4006.48 97.5499
4006.60 121.949
4006.72 97.5469
4006.83 60.9577
4006.97 35.3720
4007.10 22.0476
4007.23 14.7798
4007.36 10.5317
4007.49 7.83424
4007.62 6.05171
4007.89 3.90308
4008.15 2.71531
4008.41 1.99768
4008.94 1.20942
4009.47 0.809176
4009.99 0.579546
4010.52 0.435330
4011.05 0.339233
4012.10 0.222814
4013.15 0.157754
4015.26 0.0914485
4017.36 0.0600308
4019.47 0.0427222
4023.68 0.0253032
4032.10 0.0127037
4040.53 0.00827774
4057.37 0.00519476
4074.22 0.00426018
4107.91 0.00408237
4141.60 0.00491976
4175.29 0.00687836
4192.14 0.00860829
4208.99 0.0113024
4225.83 0.0158672
4242.68 0.0249982
4251.10 0.0342570
4255.31 0.0419506
4259.52 0.0542391
4263.74 0.0773328
4265.84 0.0985148
4267.95 0.135092
4270.05 0.209100
4271.11 0.279715
4272.16 0.403343
4273.21 0.652377
4273.74 0.885365
4274.26 1.28019
4274.79 2.03281
4275.05 2.69128
4275.32 3.73242
4275.58 5.51007
4275.71 6.90945
4275.84 8.87363
4275.98 11.7741
4276.11 16.1544
4276.24 23.1025
4276.37 34.0281
4276.54 54.4713
4276.70 67.9856
4276.87 54.3361
4277.03 34.0249
4277.21 20.1368
4277.39 12.7657
4277.57 8.66396
4277.75 6.21851
4277.93 4.66483
4278.11 3.62396
4278.46 2.36767
4278.82 1.66997
4279.18 1.24661
4279.90 0.780803
4280.61 0.544603
4281.33 0.409647
4282.76 0.270443
4284.20 0.205611
4285.63 0.172010
4288.49 0.144938
4294.23 0.152376
4299.96 0.206057
4305.69 0.328809
4308.55 0.444652
4311.42 0.638730
4314.28 0.997553
4315.72 1.30174
4317.15 1.76569
4318.58 2.51906
4320.02 3.83923
4321.45 6.36921
4322.16 8.49454
4322.88 11.5309
4324.04 18.4858
4325.20 23.1296
4326.36 18.4711
4327.52 11.5214
4328.34 8.12726
4329.16 5.87881
4329.98 4.38595
4330.80 3.37012
4332.44 2.14263
4334.08 1.47113
4335.72 1.06843
4337.36 0.809800
4340.64 0.510016
4343.92 0.350075
4347.21 0.255047
4350.49 0.194085
4353.77 0.152686
4360.33 0.101662
4366.89 0.0726192
4373.45 0.0545249
4380.01 0.0424919
4393.13 0.0279776
4406.26 0.0198860
4419.38 0.0149165
4432.50 0.0116470
4458.75 0.00775000
4484.99 0.00561136
4511.24 0.00432391
4537.48 0.00350514
4589.97 0.00265021
4642.47 0.00257573
4668.71 0.00306255
4694.96 0.00482647
4708.08 0.00742018
4721.20 0.0148717
4727.76 0.0252189
4731.04 0.0355160
4734.32 0.0542208
4737.61 0.0937831
4739.25 0.132621
4740.89 0.202185
4741.71 0.259807
4742.53 0.346109
4743.35 0.483963
4744.17 0.724195
4744.99 1.19955
4745.40 1.63385
4745.81 2.35183
4746.22 3.66118
4746.42 4.75831
4746.63 6.41478
4746.83 9.06349
4747.04 13.6075
4747.24 22.0454
4747.45 38.5363
4747.62 61.7203
4747.80 77.1995
4747.98 61.7157
4748.15 38.5338
4748.27 28.1115
4748.38 20.9549
4748.60 12.5018
4748.83 8.14670
4749.05 5.69025
4749.28 4.17664
4749.50 3.18883
4749.95 2.02883
4750.40 1.39982
4750.85 1.02355
4751.75 0.614780
4752.65 0.409442
4753.55 0.292276
4754.45 0.219067
4755.34 0.170397
4757.14 0.111624
4758.94 0.0789035
4762.53 0.0456313
4766.13 0.0299063
4769.72 0.0212546
4776.91 0.0125480
4791.29 0.00623628
4805.66 0.00399771
4834.42 0.00239404
4863.17 0.00187684
4891.93 0.00176720
4920.68 0.00211341
4935.06 0.00276274
4942.25 0.00344325
4949.44 0.00470902
4956.63 0.00744308
4960.22 0.0101756
4963.82 0.0151561
4965.62 0.0193501
4967.41 0.0257411
4969.21 0.0361857
4971.01 0.0550020
4971.91 0.0706672
4972.80 0.0942609
4973.70 0.132290
4974.60 0.199247
4975.50 0.334336
4975.95 0.460097
4976.40 0.672507
4976.85 1.07404
4977.07 1.42276
4977.30 1.96585
4977.52 2.88307
4977.63 3.58793
4977.75 4.56972
4977.86 5.99556
4977.97 8.09638
4978.08 11.2992
4978.19 16.1911
4978.35 25.9045
4978.50 32.3792
4978.65 25.9027
4978.81 16.1892
4978.97 9.58183
4979.14 6.05584
4979.30 4.09734
4979.47 2.93678
4979.64 2.19475
4979.80 1.70058
4980.13 1.10180
4980.46 0.769013
4980.79 0.566961
4981.46 0.344236
4982.12 0.230806
4982.78 0.165565
4983.44 0.124598
4984.11 0.0972119
4985.43 0.0640101
4986.75 0.0454492
4988.08 0.0340209
4989.40 0.0264996
4992.05 0.0175159
4994.70 0.0125657
4997.35 0.00955032
5000.00 0.00757857
5004.92 0.00536371
5009.84 0.00410703
5019.68 0.00280784
5029.52 0.00218575
5039.36 0.00184237
5059.03 0.00150276
5078.71 0.00135720
5118.07 0.00127907
5157.42 0.00133234
5236.14 0.00175710
5275.49 0.00235343
5285.33 0.00270187
5295.17 0.00347051
5305.01 0.00693757
5309.93 0.0197517
5311.16 0.0324864
5312.39 0.0671144
5313.00 0.112648
5313.62 0.230763
5313.93 0.377192
5314.23 0.722580
5314.39 1.10495
5314.54 1.87240
5314.62 2.58313
5314.69 3.74707
5314.77 5.76797
5314.85 9.31549
5314.92 14.9037
5315.00 18.6294
5315.08 14.9037
5315.15 9.31561
5315.20 6.76396
5315.25 5.03804
5315.35 2.99502
5315.45 1.94765
5315.55 1.35682
5315.75 0.760138
5315.95 0.483606
5316.34 0.244846
5316.74 0.148031
