Mn-55(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
73332.2 0.00748955
73475.1 0.00840071
73618.0 0.00983670
73863.5 0.0134652
74109.0 0.0169867
74148.5 0.0193335
74168.2 0.0280827
74178.1 0.0591922
74183.0 0.156656
74185.5 0.402638
74186.7 0.840758
74187.3 1.36458
74187.9 2.38606
74188.5 3.81428
74189.0 4.73416
74189.5 3.78773
74190.0 2.36529
74191.0 1.04364
74191.9 0.552223
74193.8 0.230842
74197.5 0.0857992
74205.0 0.0359371
74220.0 0.0211651
74250.0 0.0168976
74331.6 0.0146777
74413.1 0.0132241
74494.6 0.0118658
74535.4 0.0112460
74555.8 0.0109935
74566.0 0.0110360
74571.1 0.0116849
74573.6 0.0142678
74574.9 0.0228123
74576.2 0.312776
74576.4 0.614984
74576.6 0.312792
74578.1 0.0195732
74579.6 0.0131544
74582.7 0.0112359
74588.8 0.0106418
74601.0 0.0103439
74632.0 0.00990651
74663.0 0.00952577
74725.0 0.00884545
74849.0 0.00775044
75097.0 0.00632810
75345.0 0.00551514
75469.0 0.00524278
75531.0 0.00514025
75562.0 0.00513730
75577.5 0.00530688
75585.3 0.00603848
75589.2 0.00875142
75591.1 0.0178271
75593.0 0.359220
75593.4 0.713799
75593.7 0.359175
75595.6 0.0180475
75597.5 0.00882875
75601.3 0.00603886
75609.0 0.00526409
75624.3 0.00504135
75654.9 0.00494603
75716.2 0.00485137
75838.7 0.00470776
76083.8 0.00449612
76574.0 0.00424637
77064.1 0.00414017
77309.2 0.00420256
77431.8 0.00457305
77493.0 0.00602124
77523.7 0.0112990
77531.3 0.0162633
77539.0 0.0287817
77542.8 0.0437198
77546.7 0.0773064
77548.6 0.112298
77550.5 0.177546
77552.4 0.316278
77553.4 0.446437
77554.3 0.647100
77555.6 1.03368
77556.8 1.28848
77558.0 1.03077
77559.3 0.647413
77560.9 0.355992
77562.4 0.214779
77564.0 0.141669
77565.6 0.100367
77568.7 0.0581035
77571.8 0.0384782
77578.1 0.0214312
77584.4 0.0144930
77596.9 0.00901223
77609.4 0.00693988
77659.5 0.00482018
77759.8 0.00427123
77860.0 0.00419376
77960.3 0.00421692
78060.6 0.00433545
78160.8 0.00470261
78210.9 0.00519212
78236.0 0.00565459
78261.1 0.00644499
78286.1 0.00795983
78298.7 0.00929509
78311.2 0.0114192
78323.7 0.0150769
78336.2 0.0220874
78342.5 0.0281910
78348.8 0.0375870
78355.0 0.0526534
78361.3 0.0769687
78368.9 0.120773
78376.4 0.149791
78384.0 0.120479
78391.6 0.0767908
78399.7 0.0473055
78407.8 0.0314678
78415.9 0.0226257
78424.0 0.0173473
78432.2 0.0139831
78440.3 0.0117267
78456.5 0.00900076
78472.7 0.00748652
78489.0 0.00656366
78521.4 0.00554591
78553.9 0.00502810
78586.4 0.00473012
78651.3 0.00441958
78781.2 0.00419188
78911.0 0.00412331
79170.8 0.00418987
79300.7 0.00462677
79333.1 0.00506621
79365.6 0.00626443
79381.8 0.00784750
79398.1 0.0119790
79406.2 0.0171366
79414.3 0.0294802
79418.3 0.0433279
79422.4 0.0719303
79424.4 0.0988961
79426.5 0.144137
79428.5 0.225444
79430.5 0.376399
79432.4 0.599950
79434.3 0.749027
79436.2 0.599929
79438.0 0.376389
79440.0 0.230359
79441.9 0.149831
79443.8 0.103967
79445.7 0.0762884
79449.6 0.0463456
79453.4 0.0316289
79457.3 0.0233954
79461.1 0.0183481
79468.8 0.0127551
79484.3 0.00824248
79499.7 0.00650868
79530.5 0.00519417
79561.3 0.00471464
79622.9 0.00436826
79684.5 0.00425222
79931.0 0.00419313
80177.5 0.00427936
80423.9 0.00445719
80670.4 0.00479603
80916.9 0.00552689
81040.1 0.00625430
81163.3 0.00757205
81225.0 0.00867136
81286.6 0.0103343
81317.4 0.0115186
81348.2 0.0131302
81379.0 0.0159992
81394.4 0.0210642
81402.1 0.0356025
81406.0 0.0790416
81407.9 0.186055
81408.8 0.371342
81409.8 0.998503
81410.7 1.97392
81411.5 0.991397
81412.9 0.273105
81414.2 0.124323
81416.9 0.0535570
81422.3 0.0285835
81433.1 0.0220257
81454.6 0.0224755
81497.7 0.0287358
81530.4 0.0355398
81563.1 0.0434348
81628.4 0.0537276
81661.1 0.0510814
81693.7 0.0442006
81759.0 0.0292149
81813.9 0.0207225
81868.7 0.0155039
81923.6 0.0122699
81978.4 0.0101891
82088.2 0.00782506
82197.9 0.00661745
82307.6 0.00593860
82417.3 0.00553575
82527.0 0.00530759
82581.9 0.00530962
82609.3 0.00562144
82623.0 0.00695441
82629.9 0.0120475
82633.3 0.0302648
82635.0 0.0881094
82635.9 0.239205
82636.8 1.57974
82637.1 3.15457
82637.4 1.58260
82637.9 0.461149
82638.4 0.203842
82639.4 0.0737598
82641.3 0.0254972
82645.1 0.0106644
82652.8 0.00655711
82668.2 0.00546513
82699.0 0.00516389
82760.6 0.00505677
82883.8 0.00500865
83130.2 0.00509657
83376.6 0.00550388
83438.2 0.00577542
83499.8 0.00638599
83530.6 0.00712575
83561.4 0.00902565
83576.8 0.0114528
83592.2 0.0176255
83599.9 0.0251311
83607.6 0.0425312
83611.5 0.0612870
83615.3 0.0981373
83617.2 0.131153
83619.2 0.183178
83621.1 0.269377
83623.0 0.414651
83625.1 0.660615
83627.3 0.822987
83629.4 0.658270
83631.5 0.413800
83632.9 0.301095
83634.3 0.224352
83637.1 0.134919
83639.9 0.0894320
83642.7 0.0639057
83645.5 0.0483544
83648.3 0.0382473
83653.8 0.0264268
83659.4 0.0200529
83665.0 0.0162565
83676.1 0.0121609
83698.5 0.00900473
83720.8 0.00789317
83765.4 0.00727233
83810.0 0.00739565
83854.6 0.00805177
83899.2 0.00980333
83921.5 0.0118202
83943.8 0.0161237
83954.9 0.0203524
83966.1 0.0278062
83977.2 0.0422526
83982.8 0.0545576
83988.4 0.0722888
83997.1 0.111857
84005.9 0.138599
84014.6 0.112563
84023.4 0.0729482
84033.8 0.0440680
84044.2 0.0295710
84054.6 0.0218751
84065.0 0.0174503
84085.9 0.0129244
84106.7 0.0108334
84148.3 0.00910814
84190.0 0.00852062
84274.6 0.00836750
84316.9 0.00864593
84338.0 0.00944907
84348.6 0.0123155
84353.9 0.0228715
84356.5 0.0592761
84357.8 0.168652
84358.5 0.425409
84359.2 2.13916
84359.5 4.27376
84359.8 2.14186
84360.4 0.544377
84360.9 0.230869
84362.0 0.0821406
84364.1 0.0299661
84368.4 0.0143511
84376.9 0.0101226
84394.0 0.00908573
84428.1 0.00897268
84496.4 0.00928525
84632.9 0.0101139
84769.5 0.0109836
84837.7 0.0115385
84871.9 0.0120289
84906.0 0.0140147
84916.5 0.0193010
84921.8 0.0381586
84924.4 0.101562
84925.8 0.285852
84926.4 0.694449
84927.1 2.93795
84927.5 5.84655
84927.8 2.92870
84928.4 0.768603
84929.0 0.330344
84930.2 0.118915
84932.6 0.0437288
84937.3 0.0213169
84946.8 0.0154374
84965.8 0.0146688
85003.8 0.0180286
85022.9 0.0227718
85041.9 0.0344175
85051.4 0.0476947
85060.9 0.0756245
85065.6 0.102467
85070.4 0.148445
85075.1 0.233597
85079.9 0.399319
85084.0 0.632545
85088.1 0.787924
85092.2 0.632466
85096.3 0.399221
85100.1 0.259824
85103.8 0.177590
85107.6 0.128187
85111.3 0.0971358
85118.8 0.0623558
85126.3 0.0446660
85133.8 0.0345465
85141.3 0.0282415
85156.3 0.0211281
85186.2 0.0152049
85216.2 0.0127944
85276.1 0.0107666
85306.1 0.0104020
85321.1 0.0109592
85328.5 0.0138568
85332.3 0.0247545
85334.2 0.0608601
85335.1 0.161808
85336.0 1.32460
85336.3 2.61743
85336.6 1.30229
85337.2 0.304448
85337.8 0.126394
85338.9 0.0473571
85341.1 0.0203963
85345.6 0.0124590
85354.5 0.0102123
85372.4 0.00945608
85408.2 0.00896137
85479.8 0.00834341
85623.0 0.00746339
85858.1 0.00671303
85916.9 0.00678401
85975.7 0.00727498
86005.1 0.00799445
86034.5 0.00976301
86049.2 0.0117177
86063.8 0.0156172
86071.2 0.0191506
86078.5 0.0248166
86085.9 0.0344163
86093.2 0.0510535
86101.0 0.0784588
86108.7 0.0983053
86116.4 0.0812857
86124.2 0.0533124
86130.6 0.0376019
86136.9 0.0278820
86143.3 0.0218325
86149.7 0.0179457
86162.4 0.0136179
86175.2 0.0116585
86187.9 0.0111660
86200.6 0.0127557
86213.4 0.0243117
86219.8 0.0640976
86222.9 0.174563
86224.5 0.399932
86225.3 0.711954
86226.1 1.44543
86226.7 2.30188
86227.2 2.87674
86227.7 2.29359
86228.2 1.43893
86228.9 0.789146
86229.6 0.473716
86230.9 0.219131
86233.6 0.0828232
86238.9 0.0299190
86249.6 0.0131292
86271.0 0.00822343
86292.3 0.00717760
86313.7 0.00679389
86356.4 0.00663405
86399.1 0.00693408
86441.9 0.00786991
86463.2 0.00882566
86484.6 0.0104856
86506.0 0.0136531
86516.6 0.0164023
86527.3 0.0206879
86538.0 0.0278369
86548.7 0.0408616
86554.0 0.0516041
86559.4 0.0673219
86564.7 0.0908455
86570.0 0.125993
86577.7 0.198392
86585.4 0.245147
86593.1 0.195810
86600.7 0.124028
86607.5 0.0822458
86614.3 0.0572693
86621.1 0.0420441
86627.9 0.0323706
86641.4 0.0214383
86655.0 0.0158281
86668.6 0.0125954
86682.1 0.0105733
86709.3 0.00828124
86736.4 0.00707996
86763.5 0.00637822
86790.7 0.00598845
86804.2 0.00610217
86811.0 0.00713700
86814.4 0.0112626
86816.1 0.0259589
86817.0 0.0719662
86817.8 1.07017
86818.0 2.13398
86818.2 1.06937
86819.1 0.0609942
86820.1 0.0222180
86822.0 0.0101335
86825.7 0.00670636
86833.3 0.00574141
86848.4 0.00539368
86878.7 0.00514916
86939.2 0.00488047
87060.2 0.00459689
87181.2 0.00448181
87241.7 0.00462623
87272.0 0.00539944
87287.1 0.00841237
87294.7 0.0191980
87298.4 0.0536226
87300.3 0.143060
87301.3 0.312232
87302.2 0.967409
87303.0 1.92949
87303.7 0.965932
87305.2 0.185924
87306.8 0.0733090
87309.8 0.0259494
87316.0 0.0103766
87328.2 0.00589491
87352.8 0.00467694
87401.9 0.00433292
87500.0 0.00419626
87837.6 0.00402865
88175.1 0.00394001
88512.7 0.00393760
88681.5 0.00418147
88765.9 0.00521186
88808.0 0.00902966
88818.6 0.0126545
88829.1 0.0218917
88834.4 0.0330737
88839.7 0.0586313
88842.3 0.0857967
88845.0 0.137852
88847.6 0.254167
88848.9 0.368074
88850.2 0.551860
88851.8 0.881105
88853.4 1.10105
88854.9 0.881656
88856.5 0.552295
88858.4 0.313083
88860.2 0.193266
88862.1 0.129123
88864.0 0.0922279
88867.7 0.0540108
88871.4 0.0359525
88878.9 0.0201351
88886.4 0.0136343
88901.3 0.00847580
88916.2 0.00651560
88975.9 0.00449658
89095.2 0.00394883
89214.6 0.00383675
89333.9 0.00379424
89572.6 0.00379164
89691.9 0.00394662
89751.6 0.00459352
89781.4 0.00704195
89796.4 0.0156907
89800.1 0.0235762
89803.8 0.0427152
89805.7 0.0645767
89807.6 0.110391
89809.4 0.230149
89810.3 0.370790
89811.3 0.646486
89812.1 1.03240
89812.9 1.29297
89813.7 1.03753
89814.5 0.650502
89815.3 0.401332
89816.1 0.262044
89817.7 0.132305
89819.3 0.0791609
89820.9 0.0530828
89824.1 0.0293196
89827.3 0.0193250
89840.2 0.00812138
89865.9 0.00488083
89917.3 0.00400740
90020.1 0.00377734
90225.8 0.00371724
90637.1 0.00373874
90842.8 0.00380691
90945.6 0.00387660
91048.5 0.00399835
91151.3 0.00423306
91202.7 0.00444007
91254.1 0.00477016
91305.5 0.00534664
91356.9 0.00651213
91382.7 0.00763800
91408.4 0.00973574
91421.2 0.0116692
91434.1 0.0151895
91440.5 0.0183520
91446.9 0.0237328
91453.4 0.0343233
91456.6 0.0437640
91459.8 0.0581398
91464.0 0.0855349
91468.2 0.104115
91476.7 0.0629342
91480.5 0.0488814
91484.4 0.0415529
91492.1 0.0373767
91499.7 0.0404241
91507.4 0.0488185
91515.1 0.0640569
91522.8 0.0908684
91530.5 0.140313
91534.3 0.180248
91538.2 0.235909
91541.6 0.301823
91545.0 0.381126
91551.8 0.508863
91555.2 0.499344
91558.6 0.437724
91565.5 0.279664
91570.4 0.196384
91575.3 0.141245
91580.2 0.105077
91585.1 0.0808384
91595.0 0.0520085
91604.8 0.0365108
91614.6 0.0273418
91624.5 0.0215041
91644.1 0.0147998
91663.8 0.0112534
91683.5 0.00915922
91722.8 0.00691554
91762.1 0.00580543
91801.4 0.00518061
91880.1 0.00455641
91958.7 0.00431376
92037.4 0.00434789
92076.7 0.00457730
92116.0 0.00532890
92135.7 0.00637818
92155.3 0.00920528
92165.2 0.0128294
92175.0 0.0218277
92179.9 0.0323610
92184.8 0.0553163
92187.3 0.0784017
92189.8 0.119999
92191.0 0.153956
92192.2 0.203183
92193.4 0.276044
92194.7 0.382584
92196.5 0.609580
92198.3 0.760018
92200.1 0.608099
92201.9 0.381428
92203.6 0.247775
92205.2 0.168280
92206.8 0.120197
92208.5 0.0897576
92211.7 0.0555798
92215.0 0.0381790
92221.5 0.0219465
92228.0 0.0149494
92241.0 0.00919716
92254.1 0.00695042
92280.1 0.00521936
92306.2 0.00457175
92358.3 0.00407964
92410.4 0.00389196
92514.6 0.00374009
92618.8 0.00367551
92827.2 0.00361776
93035.6 0.00359554
93244.0 0.00359650
93452.4 0.00364141
93556.6 0.00371611
93660.8 0.00393152
93712.9 0.00422265
93765.0 0.00499706
93791.0 0.00598188
93804.0 0.00689039
93817.1 0.00840593
93830.1 0.0112131
93836.6 0.0135999
93843.1 0.0172591
93849.6 0.0232485
93856.1 0.0338368
93862.7 0.0544412
93865.9 0.0720537
93869.2 0.0974403
93874.3 0.153857
93879.3 0.191539
93884.4 0.154065
93889.5 0.0976979
93895.4 0.0573881
93901.3 0.0367825
93907.2 0.0256646
93913.1 0.0191953
93919.0 0.0151426
93924.9 0.0124632
93936.7 0.00926433
93948.4 0.00750848
93960.2 0.00644645
93983.8 0.00528433
94007.4 0.00469658
94031.0 0.00435931
94078.1 0.00400702
94172.4 0.00374103
94266.7 0.00364409
94455.3 0.00357511
94643.9 0.00355633
94832.4 0.00355994
95021.0 0.00359415
95209.6 0.00378075
95303.9 0.00446988
95327.5 0.00514509
95351.1 0.00694835
95362.9 0.00926864
95374.6 0.0150842
95380.5 0.0219945
95386.4 0.0373780
95389.4 0.0532239
95392.3 0.0824676
95393.8 0.107194
95395.3 0.143777
95396.7 0.199707
95398.2 0.285360
95400.2 0.454537
95402.2 0.564767
95404.2 0.450466
95406.2 0.282887
95407.5 0.207629
95408.7 0.155835
95411.2 0.0945732
95413.8 0.0629386
95416.3 0.0450056
95421.4 0.0268149
95426.4 0.0183513
95436.5 0.0110226
95446.7 0.00803903
95466.9 0.00568825
95487.1 0.00480155
95527.6 0.00413997
95568.1 0.00390388
95730.0 0.00369894
95891.9 0.00371221
96053.8 0.00379866
96215.8 0.00398937
96377.7 0.00444233
96458.6 0.00493059
96539.6 0.00588687
96580.1 0.00673937
96620.6 0.00809061
96640.8 0.00906827
96661.0 0.0103448
96681.3 0.0120227
96701.5 0.0142188
96723.3 0.0172657
96745.1 0.0209122
96788.7 0.0266028
96810.5 0.0260529
96832.3 0.0231845
96875.8 0.0160081
96926.3 0.0105990
96976.9 0.00783421
97027.4 0.00636408
97077.9 0.00551915
97128.5 0.00499795
97179.0 0.00465791
97280.1 0.00426265
97381.1 0.00405804
97482.2 0.00394700
97684.3 0.00386777
97886.5 0.00391022
98088.6 0.00410200
98189.7 0.00431972
98290.7 0.00478079
98391.8 0.00644956
98417.1 0.00786086
98442.3 0.0113856
98455.0 0.0157135
98467.6 0.0260602
98473.9 0.0377355
98480.2 0.0620844
98483.4 0.0853957
98486.6 0.125149
98489.7 0.198328
98492.9 0.338942
98495.6 0.539137
98498.4 0.671286
98501.2 0.537435
98504.0 0.338281
98505.9 0.241067
98507.9 0.176555
98509.8 0.133309
98511.7 0.103941
98515.6 0.0682543
98519.5 0.0486750
98527.3 0.0293982
98535.1 0.0207059
98550.6 0.0134366
98566.2 0.0106852
98597.3 0.00899256
98628.4 0.00905400
98659.5 0.0100525
98675.0 0.0109146
98690.6 0.0120895
98706.2 0.0136760
98721.7 0.0158155
98737.3 0.0187049
98752.8 0.0225722
98768.2 0.0275242
98783.7 0.0333335
98814.5 0.0417461
98830.0 0.0404991
98845.4 0.0359298
98876.3 0.0253635
98909.4 0.0184261
98942.5 0.0154266
98975.5 0.0150245
99008.6 0.0173004
99036.5 0.0232288
99050.4 0.0292664
99064.3 0.0392265
99078.2 0.0541461
99092.1 0.0682438
99106.0 0.0668520
99113.0 0.0604229
99119.9 0.0530497
99127.9 0.0454280
99135.8 0.0394280
99142.4 0.0356814
99148.9 0.0328361
99162.0 0.0291076
99188.2 0.0259903
99240.5 0.0237654
99292.8 0.0191591
99345.1 0.0141523
99373.7 0.0123699
99388.0 0.0128695
99395.2 0.0177072
99398.8 0.0363875
99400.6 0.0975732
99401.4 0.259594
99402.3 1.85159
99402.7 3.68467
99403.0 1.84253
99403.6 0.434116
99404.2 0.180723
99405.3 0.0654001
99407.7 0.0258715
99412.3 0.0140246
99421.6 0.0104543
99440.3 0.00891202
99477.6 0.00758411
99552.2 0.00612546
99626.9 0.00531512
99701.5 0.00481793
99850.8 0.00426710
100000 0.00399895
100060 0.00398277
100089 0.00418512
100104 0.00508039
100112 0.00843378
100115 0.0199577
100117 0.0563990
100118 0.138522
100119 0.848912
100120 1.67385
100120 0.847066
100121 0.157863
100122 0.0610699
100124 0.0215768
100127 0.00891902
100134 0.00517239
100148 0.00416328
100177 0.00388004
100233 0.00377325
100346 0.00369424
100459 0.00366009
100516 0.00371069
100544 0.00398368
100558 0.00507919
100565 0.00934165
100569 0.0247099
100570 0.0788106
100571 0.242250
100572 2.07468
100572 4.14496
100573 2.07391
100573 0.546807
100574 0.205962
100575 0.0659476
100577 0.0217439
100580 0.00837760
100588 0.00482038
100604 0.00389976
100635 0.00365899
100697 0.00358573
100822 0.00354714
101071 0.00351213
101570 0.00349040
102230 0.00349174
102560 0.00352983
102890 0.00361698
103220 0.00381198
103550 0.00432446
103715 0.00495361
103798 0.00551903
103880 0.00644243
103921 0.00714262
103963 0.00810714
104004 0.00949483
104045 0.0115795
104066 0.0130465
104086 0.0149251
104107 0.0173913
104128 0.0207053
104148 0.0253023
104169 0.0317996
104189 0.0412861
104210 0.0554407
104226 0.0708542
104242 0.0909239
104273 0.136450
104289 0.145772
104305 0.136025
104337 0.0896432
104364 0.0582768
104392 0.0395206
104419 0.0284440
104446 0.0216330
104473 0.0172235
104500 0.0142620
104555 0.0106924
104609 0.00875176
104664 0.00763224
104773 0.00662463
104881 0.00659047
104936 0.00693017
104990 0.00763309
105045 0.00898180
105072 0.0100863
105099 0.0116868
105126 0.0140904
105154 0.0178644
105181 0.0240900
105208 0.0347578
105223 0.0435340
105238 0.0545818
105268 0.0758699
105283 0.0774552
105298 0.0703739
105328 0.0471993
105351 0.0335510
105374 0.0247788
105397 0.0192577
105420 0.0157325
105447 0.0133481
105461 0.0137488
105468 0.0183291
105471 0.0345229
105473 0.0793434
105474 0.742034
105475 1.48022
105476 0.741545
105477 0.0919454
105479 0.0394678
105482 0.0193427
105488 0.0128153
105500 0.0105759
105524 0.00934793
105572 0.00826241
105668 0.00745320
105860 0.00730375
105968 0.00715211
106075 0.00672961
106290 0.00560748
106503 0.00484079
106716 0.00450440
106822 0.00449068
106929 0.00465596
106982 0.00491130
107035 0.00558260
107062 0.00643954
107088 0.00864093
107101 0.0113806
107115 0.0179966
107121 0.0255885
107128 0.0413333
107131 0.0570308
107135 0.0833614
107138 0.132319
107141 0.228259
107144 0.366335
107147 0.454694
107150 0.361210
107153 0.228254
107156 0.130340
107160 0.0813478
107163 0.0553738
107166 0.0407341
107173 0.0252641
107180 0.0179308
107193 0.0114799
107207 0.00887618
107233 0.00686766
107260 0.00618923
107314 0.00590201
107368 0.00611881
107395 0.00633681
107422 0.00662249
107449 0.00698026
107476 0.00741859
107502 0.00794875
107529 0.00858337
107556 0.00933395
107583 0.0102027
107629 0.0119523
107676 0.0137747
107768 0.0152159
107814 0.0141154
107861 0.0124227
107953 0.00979483
107983 0.00973646
108013 0.0110022
108028 0.0131511
108043 0.0188419
108050 0.0255508
108058 0.0399883
108062 0.0543766
108065 0.0788220
108069 0.124877
108073 0.216583
108076 0.342597
108079 0.426620
108082 0.342645
108085 0.216524
108087 0.159196
108089 0.119652
108093 0.0734565
108097 0.0497881
108101 0.0366883
108109 0.0231317
108117 0.0167767
108133 0.0111642
108149 0.00881739
108180 0.00682229
108212 0.00595510
108275 0.00513360
108339 0.00471811
108465 0.00428992
108592 0.00409277
108718 0.00402503
108845 0.00410025
108908 0.00426136
108972 0.00472579
109035 0.00702411
109051 0.00921043
109067 0.0147578
109075 0.0214744
109082 0.0369044
109086 0.0536236
109090 0.0851712
109094 0.158211
109096 0.231280
109098 0.344967
109101 0.551655
109103 0.692939
109105 0.556694
109107 0.348891
109110 0.199542
109113 0.125933
109115 0.0857927
109118 0.0621759
109123 0.0370936
109128 0.0253662
109139 0.0148925
109149 0.0105692
109170 0.00713654
109191 0.00584033
109275 0.00457191
109359 0.00441884
109443 0.00447221
109611 0.00486029
109695 0.00521394
109737 0.00551718
109758 0.00599366
109769 0.00741987
109774 0.0125594
109777 0.0295559
109778 0.0777217
109779 0.762364
109780 1.52126
109780 0.764595
109782 0.0537448
109784 0.0206864
109787 0.00990874
109794 0.00684517
109808 0.00612601
109835 0.00612900
109890 0.00659016
109945 0.00723982
110000 0.00808677
110035 0.00875533
110070 0.00954301
110105 0.0104648
110140 0.0115292
110201 0.0136998
110263 0.0159725
110385 0.0177983
110508 0.0142898
110631 0.0104662
110761 0.00816838
110890 0.00706732
111086 0.00666381
111183 0.00742827
111208 0.00823874
111232 0.0104091
111244 0.0132168
111257 0.0203406
111263 0.0289210
111269 0.0484895
111272 0.0696167
111275 0.108775
111276 0.145336
111278 0.198619
111279 0.283530
111281 0.420380
111283 0.681850
111285 0.847951
111287 0.670210
111288 0.422808
111290 0.264531
111292 0.175209
111294 0.123348
111296 0.0914732
111299 0.0566755
111303 0.0397282
111310 0.0237595
111317 0.0170763
111331 0.0116093
111345 0.00951918
111374 0.00794420
111403 0.00740232
111517 0.00706590
111631 0.00735989
111688 0.00799404
111716 0.00985840
111724 0.0115572
111731 0.0156991
111734 0.0206279
111738 0.0311074
111740 0.0419557
111741 0.0617762
111743 0.102197
111744 0.138167
111745 0.185397
111746 0.290868
111748 0.359320
111749 0.286579
111750 0.182063
111751 0.118418
111753 0.0816238
111755 0.0449872
111758 0.0297200
111760 0.0221346
111765 0.0152541
111770 0.0123688
111780 0.0101228
111790 0.00940656
111814 0.0102446
111826 0.0157289
111832 0.0350249
111835 0.0942537
111837 0.238679
111838 0.516114
111838 1.40747
111839 2.81049
111840 1.40403
111841 0.460406
111841 0.220308
111843 0.0858785
111846 0.0321887
111853 0.0149322
111866 0.0103240
111892 0.0100750
111905 0.0111091
111918 0.0135020
111924 0.0158136
111931 0.0197151
111937 0.0267354
111944 0.0398299
111950 0.0593570
111956 0.0719865
111962 0.0588316
111968 0.0396463
111974 0.0276200
111979 0.0208050
111985 0.0167627
111991 0.0142375
112002 0.0114158
112014 0.0100002
112037 0.00866963
112059 0.00807512
112151 0.00724811
112334 0.00652395
112700 0.00527220
113239 0.00405897
113778 0.00347469
114048 0.00333760
114317 0.00332997
114452 0.00343846
114587 0.00379487
114654 0.00425015
114721 0.00529358
114755 0.00638206
114789 0.00842130
114806 0.0101566
114822 0.0127480
114839 0.0167517
114856 0.0229561
114878 0.0348030
114900 0.0427625
114923 0.0347521
114945 0.0226926
114959 0.0174858
114973 0.0138690
115000 0.00954528
115036 0.00684145
115071 0.00549949
115106 0.00475076
115142 0.00429831
115213 0.00382240
115283 0.00363074
115354 0.00362444
115425 0.00390209
115460 0.00432702
115478 0.00472712
115496 0.00539280
115514 0.00660289
115531 0.00911176
115540 0.0114972
115549 0.0154568
115558 0.0226690
115567 0.0360503
115575 0.0561065
115583 0.0698694
115591 0.0568881
115599 0.0368614
115604 0.0278747
115609 0.0217059
115619 0.0143400
115629 0.0104826
115639 0.00827631
115659 0.00601412
115679 0.00496219
115700 0.00438909
115720 0.00404780
115760 0.00367987
115840 0.00340818
115920 0.00333571
116241 0.00360328
116401 0.00405068
116561 0.00499272
116642 0.00587583
116722 0.00736316
116762 0.00852945
116802 0.0102317
116842 0.0130493
116862 0.0154398
116882 0.0196131
116893 0.0236961
116904 0.0309485
116915 0.0461411
116920 0.0603561
116926 0.0829400
116932 0.123684
116939 0.151063
116945 0.124928
116952 0.0851812
116958 0.0609557
116964 0.0472679
116977 0.0344090
116989 0.0294734
117001 0.0274218
117050 0.0258457
117092 0.0244110
117134 0.0214052
117217 0.0145484
117277 0.0110138
117337 0.00866854
117397 0.00712109
117456 0.00608255
117576 0.00485515
117696 0.00421459
117935 0.00367378
118175 0.00359391
118414 0.00386066
118534 0.00418500
118653 0.00474614
118773 0.00576402
118893 0.00782836
118953 0.00975181
118983 0.0111440
119012 0.0129916
119042 0.0155132
119057 0.0171360
119072 0.0190635
119087 0.0214015
119102 0.0242174
119117 0.0276666
119132 0.0318266
119148 0.0370318
119163 0.0431132
119194 0.0561456
119214 0.0619286
119255 0.0595540
119295 0.0499490
119346 0.0416704
119422 0.0299610
119498 0.0194940
119582 0.0127096
119665 0.00917002
119749 0.00728110
119832 0.00629195
119916 0.00592935
119999 0.00628639
120041 0.00694513
120083 0.00826517
120124 0.0109491
120166 0.0164995
120201 0.0241530
120235 0.0292287
120270 0.0239835
120304 0.0162159
120330 0.0122342
120356 0.00965767
120408 0.00687574
120459 0.00559659
120511 0.00501298
120563 0.00490991
120615 0.00553797
120641 0.00657184
120654 0.00755518
120666 0.00916856
120679 0.0120781
120692 0.0178731
120699 0.0231785
120705 0.0315660
120712 0.0459573
120718 0.0703691
120725 0.110631
120732 0.137001
120739 0.109658
120746 0.0695734
120753 0.0440354
120759 0.0299085
120766 0.0216122
120773 0.0165994
120787 0.0110828
120800 0.00835143
120814 0.00679202
120828 0.00582602
120855 0.00474088
120883 0.00416882
120910 0.00382961
120964 0.00345861
121074 0.00317521
121183 0.00317353
121231 0.00330786
121278 0.00372217
121302 0.00426834
121325 0.00561920
121337 0.00719799
121343 0.00853454
121349 0.0105861
121355 0.0140178
121361 0.0200404
121367 0.0318370
121370 0.0421702
121373 0.0566693
121377 0.0892106
121382 0.110043
121387 0.0880804
121391 0.0563803
121395 0.0392108
121398 0.0283543
121402 0.0214434
121405 0.0168954
121413 0.0115901
121420 0.00878443
121427 0.00714237
121434 0.00610599
121449 0.00493001
121463 0.00432132
121477 0.00397306
121506 0.00363027
121564 0.00348569
121621 0.00367402
121679 0.00425673
121737 0.00589515
121765 0.00794530
121780 0.00978884
121794 0.0127769
121809 0.0180588
121823 0.0286006
121830 0.0381679
121837 0.0535714
121845 0.0796850
121852 0.124090
121859 0.196781
121867 0.244718
121875 0.195943
121882 0.123433
121888 0.0851936
121894 0.0611253
121900 0.0453603
121906 0.0350736
121917 0.0228373
121929 0.0163046
121941 0.0124530
121952 0.0100057
121976 0.00719993
121999 0.00571827
122023 0.00484313
122069 0.00390465
122116 0.00343824
122163 0.00317287
122256 0.00289789
122444 0.00269464
122631 0.00263017
123005 0.00263272
123379 0.00280668
123481 0.00295337
123583 0.00329731
123633 0.00370559
123684 0.00467371
123710 0.00577610
123735 0.00811619
123748 0.0104095
123761 0.0144364
123773 0.0221878
123780 0.0287957
123786 0.0381179
123796 0.0593857
123806 0.0731857
123817 0.0588136
123827 0.0378693
123835 0.0257990
