Mn-55(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
32343.1 0.0753297
32346.0 0.0488134
32348.9 0.0352503
32351.8 0.0274574
32357.6 0.0192922
32369.2 0.0131514
32380.8 0.0110011
32404.1 0.0102360
32415.7 0.0132097
32421.5 0.0253498
32424.4 0.0673902
32425.8 0.192339
32426.5 0.483981
32426.9 0.943440
32427.3 2.33463
32427.6 4.65599
32428.0 2.33382
32428.5 0.799222
32428.9 0.374477
32429.8 0.140706
32431.6 0.0487875
32435.2 0.0195990
32442.4 0.0113119
32456.8 0.00903822
32485.6 0.00839495
32543.1 0.00826940
32658.3 0.00849489
32888.5 0.00932949
33118.8 0.0107412
33233.9 0.0128153
33262.7 0.0144171
33291.4 0.0184478
33305.8 0.0235383
33313.0 0.0282848
33320.2 0.0363310
33327.4 0.0516877
33331.0 0.0651912
33334.6 0.0865578
33338.2 0.123345
33341.8 0.193638
33343.6 0.254596
33345.4 0.348315
33347.2 0.497779
33349.0 0.736649
33351.2 1.17328
33353.4 1.46278
33355.6 1.17114
33357.8 0.736700
33359.2 0.539733
33360.6 0.403751
33363.4 0.245116
33366.2 0.163406
33369.0 0.117455
33371.9 0.0892479
33374.7 0.0709307
33380.3 0.0494042
33385.9 0.0377669
33391.6 0.0308132
33402.8 0.0233122
33425.3 0.0175012
33447.8 0.0154126
33537.8 0.0138146
33717.9 0.0148641
34078.0 0.0192467
34488.9 0.0269374
34694.4 0.0320363
34797.1 0.0350856
34848.5 0.0368855
34874.2 0.0381812
34887.0 0.0401466
34893.5 0.0460843
34896.7 0.0670055
34898.3 0.137029
34899.1 0.333654
34899.5 0.750021
34899.7 1.34765
34899.9 2.92136
34900.1 5.81165
34900.4 2.92153
34900.8 0.790019
34901.1 0.350408
34901.9 0.142622
34903.5 0.0689838
34906.6 0.0470752
34912.8 0.0412672
34925.3 0.0401853
34950.2 0.0408266
35000.0 0.0430107
35001.0 0.0430591
35003.7 0.0431898
35006.4 0.0433215
35011.8 0.0435872
35022.5 0.0441301
35044.0 0.0452586
35087.0 0.0476698
35173.0 0.0528188
35218.7 0.0554558
35241.5 0.0572243
35252.9 0.0606425
35258.6 0.0722071
35261.5 0.113020
35262.9 0.245114
35263.6 0.592054
35264.0 1.27348
35264.1 2.16100
35264.3 4.10159
35264.6 8.15793
35264.8 4.10179
35265.0 2.16112
35265.2 1.27357
35265.5 0.602477
35266.3 0.247413
35267.7 0.114288
35270.5 0.0728586
35276.1 0.0613824
35287.4 0.0585304
35310.0 0.0579295
35387.3 0.0558638
35464.5 0.0510063
35619.0 0.0395793
35781.5 0.0307335
35944.0 0.0248778
36269.0 0.0177680
36424.3 0.0156967
36502.0 0.0154662
36540.8 0.0177991
36560.2 0.0279563
36565.1 0.0379754
36569.9 0.0642639
36572.3 0.0973114
36574.8 0.176628
36576.0 0.266977
36577.2 0.453942
36577.8 0.633641
36578.4 0.933094
36579.0 1.48903
36579.6 2.55411
36580.2 4.07962
36580.7 5.09459
36581.2 4.08076
36581.8 2.55501
36582.2 1.69147
36582.7 1.17182
36583.1 0.847646
36583.6 0.637534
36584.5 0.394179
36585.4 0.268998
36587.2 0.149989
36589.0 0.0979564
36592.6 0.0548602
36596.3 0.0379124
36603.5 0.0248241
36610.7 0.0199292
36625.2 0.0162051
36639.7 0.0147764
36697.6 0.0129744
36813.4 0.0117040
37044.9 0.0101018
37508.1 0.00805411
37971.3 0.00684549
38202.8 0.00644335
38318.6 0.00630422
38376.5 0.00634052
38405.5 0.00674487
38419.9 0.00843692
38427.2 0.0148904
38430.8 0.0379572
38432.6 0.111609
38433.5 0.300697
38434.0 0.649989
38434.4 1.95867
38434.8 3.91478
38435.1 1.95949
38435.4 0.880974
38435.7 0.478808
38436.3 0.201125
38437.5 0.0709571
38439.9 0.0249510
38444.7 0.0111826
38454.4 0.00741536
38473.6 0.00641284
38512.1 0.00612058
38589.0 0.00598092
38742.9 0.00583764
39050.6 0.00567809
39666.1 0.00586691
39973.8 0.00645657
40127.7 0.00704773
40281.5 0.00803982
40435.4 0.00982175
40589.3 0.0133978
40666.2 0.0166608
40743.1 0.0219983
40820.1 0.0315755
40858.5 0.0396648
40897.0 0.0532989
40911.1 0.0620981
40925.1 0.0782744
40932.1 0.0948253
40939.2 0.130872
40942.7 0.169937
40946.2 0.250050
40948.0 0.326549
40949.7 0.456310
40951.5 0.697681
40953.2 1.16484
40954.7 1.82271
40956.3 2.25780
40957.8 1.82111
40959.3 1.16939
40961.0 0.718990
40962.6 0.481241
40964.3 0.350571
40966.0 0.273958
40969.3 0.193791
40972.6 0.156349
40979.3 0.125833
40985.9 0.116371
41012.6 0.124964
41079.0 0.173931
41096.3 0.166846
41138.2 0.124249
41180.0 0.0863760
41220.0 0.0628877
41260.0 0.0475623
41342.2 0.0296242
41424.4 0.0205359
41506.6 0.0154363
41588.8 0.0123370
41753.2 0.00896163
41917.6 0.00727736
42081.9 0.00632268
42246.3 0.00573137
42575.1 0.00507049
42903.9 0.00473500
43232.7 0.00455645
43561.4 0.00451922
43643.6 0.00457374
43725.8 0.00475592
43808.0 0.00572616
43849.1 0.00938846
43859.4 0.0130390
43869.7 0.0229997
43874.8 0.0361980
43879.9 0.0707154
43882.5 0.114059
43885.1 0.218776
43886.4 0.337914
43887.6 0.585095
43888.3 0.820760
43888.9 1.22108
43889.6 1.95376
43890.2 3.36351
43890.8 5.37409
43891.3 6.71819
43891.9 5.36997
43892.5 3.36032
43892.8 2.45652
43893.2 1.81864
43893.9 1.08390
43894.7 0.702926
43895.4 0.491456
43896.9 0.276471
43898.4 0.177043
43901.3 0.0913389
43904.2 0.0565783
43910.1 0.0292558
43916.0 0.0189660
43927.8 0.0112908
43939.5 0.00855263
43986.5 0.00634718
44033.6 0.00887423
44045.3 0.0118460
44057.1 0.0199624
44063.0 0.0305419
44068.8 0.0574509
44071.8 0.0898704
44074.7 0.163720
44076.2 0.241572
44077.7 0.390251
44078.4 0.520154
44079.1 0.716959
44079.9 1.02939
44080.6 1.52963
44081.5 2.44614
44082.4 3.05913
44083.3 2.44882
44084.2 1.53174
44085.1 0.944034
44086.0 0.617784
44086.9 0.427134
44087.8 0.311753
44089.6 0.185432
44091.3 0.122880
44094.9 0.0661014
44098.5 0.0421184
44105.7 0.0226324
44112.8 0.0151180
44127.1 0.00938315
44141.4 0.00726453
44198.7 0.00510819
44313.1 0.00450771
44542.1 0.00432327
45000.0 0.00426438
45195.1 0.00426189
45292.6 0.00433722
45341.4 0.00467000
45365.8 0.00599288
45378.0 0.0111072
45384.1 0.0302064
45387.1 0.0967478
45388.6 0.298087
45389.4 0.777397
45389.8 1.57469
45390.1 4.17917
45390.5 8.35712
45390.9 4.18038
45391.3 1.57506
45391.6 0.777540
45392.4 0.295150
45394.0 0.0951693
45397.0 0.0298129
45403.2 0.0109987
45415.5 0.00596143
45440.1 0.00465512
45489.2 0.00431985
45587.6 0.00423008
45784.3 0.00420066
46177.7 0.00420074
46374.5 0.00422841
46571.2 0.00432030
46669.5 0.00444990
46767.9 0.00481119
46817.1 0.00530183
46866.2 0.00664624
46890.8 0.00843533
46903.1 0.0101571
46915.4 0.0131694
46927.7 0.0191820
46933.9 0.0247242
46940.0 0.0339567
46946.2 0.0510630
46949.2 0.0655878
46952.3 0.0878413
46955.4 0.124313
46958.5 0.188630
46961.5 0.313569
46963.1 0.420404
46964.6 0.573650
46967.0 0.915874
46969.4 1.14424
46971.8 0.915880
46974.2 0.573675
46976.1 0.392510
46978.0 0.277282
46979.9 0.203564
46981.7 0.155074
46985.5 0.0979176
46989.3 0.0676222
46993.0 0.0497657
46996.8 0.0384766
47004.3 0.0255572
47011.8 0.0187440
47019.3 0.0147358
47034.3 0.0104507
47049.3 0.00833438
47064.3 0.00713867
47094.3 0.00591122
47154.4 0.00501626
47214.4 0.00472031
47334.5 0.00461974
47394.6 0.00472379
47424.6 0.00486292
47439.6 0.00510017
47447.1 0.00580158
47450.8 0.00828894
47452.7 0.0169103
47453.7 0.0432178
47454.6 0.550894
47454.8 1.09600
47455.0 0.550907
47455.9 0.0513127
47456.7 0.0200173
47458.3 0.00929073
47461.6 0.00615381
47468.2 0.00534336
47481.3 0.00522878
47507.6 0.00547369
47533.8 0.00594876
47560.1 0.00678927
47586.3 0.00843838
47599.5 0.00992162
47612.6 0.0123281
47625.7 0.0165910
47638.9 0.0251321
47645.4 0.0329268
47652.0 0.0455218
47658.5 0.0670304
47665.1 0.104669
47671.9 0.164975
47678.7 0.205197
47685.5 0.165020
47692.3 0.104712
47697.7 0.0721983
47703.1 0.0517116
47708.6 0.0387116
47714.0 0.0301903
47724.8 0.0202513
47735.6 0.0150076
47746.5 0.0119352
47757.3 0.00999461
47779.0 0.00778005
47800.6 0.00661558
47822.3 0.00593045
47865.6 0.00519827
47909.0 0.00483615
47952.3 0.00463140
48039.0 0.00442243
48125.6 0.00433014
48212.3 0.00430448
48299.0 0.00444285
48342.3 0.00511653
48364.0 0.00777778
48374.8 0.0178160
48380.2 0.0534945
48382.9 0.166352
48384.3 0.452844
48384.9 0.980234
48385.6 2.91630
48386.2 5.81751
48386.7 2.90633
48387.1 1.46967
48387.5 0.846779
48388.3 0.369855
48389.9 0.130072
48393.0 0.0415870
48399.3 0.0143966
48411.9 0.00685040
48437.1 0.00485843
48487.6 0.00434051
48588.4 0.00419903
48790.0 0.00415215
49193.4 0.00413543
50000.0 0.00415182
50414.1 0.00417913
50621.1 0.00420745
50724.6 0.00424181
50776.4 0.00430987
50802.3 0.00452821
50815.2 0.00535063
50821.7 0.00848236
50824.9 0.0199100
50826.5 0.0583806
50827.3 0.168126
50827.7 0.399108
50828.1 1.59249
50828.4 3.18422
50828.6 1.59272
50829.0 0.484943
50829.3 0.218780
50830.0 0.0787798
50831.3 0.0264477
50834.0 0.0103481
50839.3 0.00585721
50850.0 0.00467937
50871.4 0.00438876
50914.2 0.00434831
50999.7 0.00449149
51085.2 0.00531453
51106.6 0.00614279
51128.0 0.00842318
51138.7 0.0114713
51149.4 0.0195802
51154.7 0.0299516
51157.4 0.0395445
51160.1 0.0556411
51162.8 0.0858272
51164.1 0.111790
51165.4 0.151667
51166.8 0.218190
51168.1 0.337329
51168.8 0.435449
51169.4 0.578141
51170.1 0.790164
51170.8 1.09895
51171.7 1.75482
51172.7 2.19305
51173.7 1.75750
51174.7 1.10107
51175.3 0.795492
51176.0 0.589568
51177.3 0.350350
51178.5 0.227822
51179.8 0.159662
51181.1 0.117821
51182.4 0.0908451
51185.0 0.0591893
51187.5 0.0420576
51190.1 0.0318208
51195.2 0.0207559
51205.5 0.0120503
51215.8 0.00876969
51236.3 0.00631321
51256.8 0.00542239
51297.9 0.00477374
51339.0 0.00454573
51503.3 0.00434036
51831.9 0.00434949
52160.5 0.00450569
52324.9 0.00490964
52407.0 0.00626602
52427.5 0.00757258
52448.1 0.0110356
52458.4 0.0154558
52468.6 0.0264355
52473.8 0.0393187
52478.9 0.0675126
52481.5 0.0960017
52484.0 0.147351
52485.3 0.189808
52486.6 0.251176
52487.9 0.342413
52489.2 0.477816
52491.0 0.761079
52492.9 0.947856
52494.8 0.757703
52496.6 0.475190
52498.2 0.320742
52499.7 0.224316
52501.2 0.163589
52502.7 0.123952
52505.8 0.0780834
52508.8 0.0539986
52514.9 0.0310974
52520.9 0.0210344
52533.1 0.0126523
52545.3 0.00935567
52569.6 0.00682169
52593.9 0.00589245
52642.5 0.00523114
52691.1 0.00502732
52788.4 0.00497323
52885.6 0.00510285
52982.8 0.00538709
53080.1 0.00593519
53177.3 0.00711497
53225.9 0.00830476
53250.2 0.00933751
53262.4 0.0105536
53268.5 0.0134466
53271.5 0.0230819
53273.0 0.0548923
53273.8 0.144694
53274.2 0.335291
53274.6 1.23861
53274.8 2.46213
53275.0 1.23862
53275.5 0.258884
53276.0 0.105021
53276.9 0.0402149
53278.9 0.0189209
53282.7 0.0130020
53290.4 0.0118626
53305.7 0.0126686
53336.4 0.0162061
53367.0 0.0226486
53397.7 0.0349275
53426.0 0.0555805
53454.3 0.0802081
53468.5 0.0837744
53482.6 0.0772531
53510.9 0.0517220
53533.2 0.0358904
53555.4 0.0258779
53577.7 0.0196729
53599.9 0.0157117
53644.5 0.0112634
53689.0 0.00901450
53733.5 0.00774911
53778.0 0.00698411
53867.1 0.00620000
54045.1 0.00626025
54089.7 0.00690909
54111.9 0.00758327
54134.2 0.00880643
54156.4 0.0113281
54167.6 0.0137179
54178.7 0.0178196
54189.8 0.0257329
54201.0 0.0440459
54206.5 0.0637394
54209.3 0.0794739
54212.1 0.102171
54214.9 0.136447
54217.7 0.190283
54219.1 0.228933
54220.4 0.278969
54221.8 0.343930
54223.2 0.427483
54224.8 0.546259
54226.4 0.681484
54229.5 0.853372
54231.1 0.804703
54232.6 0.685909
54235.7 0.430922
54237.8 0.312416
54239.9 0.231797
54244.0 0.138428
54248.1 0.0911926
54252.3 0.0647800
54256.4 0.0487275
54260.5 0.0383115
54268.8 0.0261301
54277.0 0.0195808
54285.3 0.0156717
54301.8 0.0114515
54318.3 0.00935012
54334.8 0.00816486
54367.9 0.00697350
54400.9 0.00646700
54433.9 0.00628639
54467.0 0.00634271
54500.0 0.00669279
54532.0 0.00758910
54547.9 0.00851272
54563.9 0.0101734
54579.9 0.0135571
54587.9 0.0167216
54595.9 0.0220638
54603.8 0.0321395
54607.8 0.0408561
54611.8 0.0544624
54615.8 0.0773346
54619.8 0.119299
54621.8 0.154362
54623.8 0.205922
54625.8 0.284505
54627.8 0.403178
54630.6 0.642427
54633.3 0.800712
54636.1 0.640719
54638.9 0.402568
54640.8 0.287984
54642.7 0.211433
54644.6 0.160015
54646.5 0.124702
54650.3 0.0816359
54654.1 0.0578337
54657.9 0.0434775
54661.7 0.0342108
54669.3 0.0234256
54676.9 0.0176507
54684.5 0.0142104
54699.7 0.0104947
54714.9 0.00863683
54730.1 0.00757754
54760.5 0.00647501
54790.9 0.00594117
54821.3 0.00564250
54882.1 0.00533821
55003.7 0.00512414
55125.3 0.00506884
55611.8 0.00524073
56098.2 0.00582778
56341.4 0.00643811
56463.0 0.00714115
56493.5 0.00758812
56523.9 0.00864647
56539.1 0.00998239
56554.3 0.0134965
56569.5 0.0296294
56577.1 0.0765962
56579.0 0.112133
56580.9 0.182485
56581.8 0.246011
56582.8 0.348173
56583.7 0.522415
56584.7 0.832452
56585.6 1.36195
56586.6 1.86511
56587.1 1.85461
56587.6 1.64118
56588.5 1.04951
56589.7 0.589457
56590.8 0.359092
56591.9 0.236969
56593.1 0.167919
56595.3 0.0973007
56597.6 0.0645489
56599.9 0.0467446
56602.1 0.0360871
56606.7 0.0245605
56611.2 0.0187829
56615.7 0.0155029
56624.8 0.0121142
56633.9 0.0105065
56643.0 0.00963253
56661.1 0.00879318
56733.7 0.00829427
56878.8 0.00923006
57023.9 0.0111273
57169.0 0.0149661
57199.9 0.0163526
57215.4 0.0172710
57223.1 0.0181665
57227.0 0.0201436
57228.9 0.0265645
57229.9 0.0474563
57230.9 0.737251
57231.0 1.45624
57231.2 0.737225
57232.1 0.0521476
57233.0 0.0283976
57234.7 0.0210628
57238.3 0.0192236
57245.3 0.0191560
57259.5 0.0200689
57287.7 0.0226322
57316.0 0.0265792
57330.1 0.0315842
57337.2 0.0441279
57340.7 0.0843996
57342.5 0.204850
57343.3 0.486185
57343.8 0.944224
57344.2 2.34238
57344.7 4.66359
57345.1 2.34670
57345.8 0.660932
57346.4 0.298731
57347.8 0.120934
57350.4 0.0572374
57355.7 0.0388378
57366.4 0.0355716
57387.6 0.0389586
57446.2 0.0559020
57504.8 0.0681072
57563.4 0.0579407
57621.9 0.0415906
57676.9 0.0316660
57732.0 0.0261133
57842.0 0.0211529
58003.9 0.0185522
58084.8 0.0178269
58125.2 0.0180896
58145.5 0.0206381
58155.6 0.0310558
58160.6 0.0688745
58163.2 0.191513
58164.4 0.515826
58165.1 1.14113
58165.4 1.96422
58165.7 3.76486
58165.9 6.01885
58166.2 7.49552
58166.4 6.00625
58166.6 3.75499
58167.0 1.85323
58167.3 1.05685
58168.0 0.465346
58169.4 0.170536
58172.1 0.0621147
58177.5 0.0289381
58188.4 0.0196498
58210.2 0.0169915
58253.7 0.0158686
58340.8 0.0147148
58515.0 0.0129287
58748.8 0.0115397
58982.5 0.0117034
59216.3 0.0144928
59274.7 0.0159022
59333.1 0.0177252
59391.6 0.0200149
59450.0 0.0227546
59498.2 0.0252370
59546.5 0.0276774
59594.7 0.0297626
59618.8 0.0308352
59630.8 0.0325675
59636.9 0.0383187
59639.9 0.0587884
59641.4 0.126196
59642.1 0.308714
59642.5 0.682535
59642.9 2.30088
59643.2 4.57582
59643.4 2.30226
59643.9 0.511136
59644.4 0.219114
59645.4 0.0907276
59647.4 0.0477787
59651.3 0.0353516
59659.2 0.0320378
59675.1 0.0311442
59706.7 0.0304770
59770.0 0.0281647
59929.5 0.0196842
60089.0 0.0135715
60174.4 0.0116429
60217.0 0.0114711
60238.4 0.0136196
60249.0 0.0228752
60254.4 0.0559057
60257.0 0.158914
60258.4 0.412793
60259.0 0.860621
60259.7 2.34426
60260.3 4.67669
60260.9 2.34346
60261.4 1.06762
60261.9 0.574869
60262.9 0.240176
60264.9 0.0860452
60268.9 0.0317970
60276.8 0.0155922
60292.8 0.0109849
60324.6 0.00947245
60356.5 0.00914397
60372.5 0.00994128
60380.4 0.0137164
60384.4 0.0278176
60386.4 0.0746750
60387.4 0.206538
60387.9 0.483309
60388.4 1.76627
60388.7 3.52592
60389.1 1.76947
60389.7 0.354062
60390.4 0.140609
60391.6 0.0504192
60394.2 0.0202413
60399.4 0.0114327
60409.7 0.00897192
60430.4 0.00815848
60471.7 0.00764358
60554.4 0.00701954
60719.7 0.00618453
61050.3 0.00526596
61380.9 0.00483577
61546.3 0.00475608
61628.9 0.00483592
61670.3 0.00524126
61690.9 0.00683645
61701.2 0.0129475
61706.4 0.0354753
61709.0 0.111683
61710.3 0.331990
61710.9 0.824834
61711.3 1.55789
61711.6 3.57085
61711.9 7.12736
61712.3 3.56619
61712.5 1.92176
61712.8 1.13153
61713.3 0.508541
61714.2 0.181943
61716.1 0.0578770
61720.0 0.0193352
61727.6 0.00854492
61743.0 0.00570275
61773.6 0.00499474
61835.0 0.00491284
61896.3 0.00517188
61926.9 0.00561794
61942.3 0.00650624
61949.9 0.00917146
61953.8 0.0184892
61955.7 0.0500434
61956.6 0.142369
61957.1 0.349770
61957.6 1.50593
61957.9 3.00435
61958.1 1.50900
61958.9 0.208592
61959.6 0.0763178
61961.0 0.0269966
61964.0 0.0119218
61969.8 0.00791978
61981.4 0.00743331
62004.7 0.00992160
62016.4 0.0134171
62028.0 0.0221045
62033.9 0.0322156
62039.7 0.0540662
62042.6 0.0758602
62045.5 0.114529
62048.4 0.190353
62049.9 0.255785
62051.3 0.350266
62053.6 0.557533
62055.8 0.695045
62058.1 0.556380
62060.3 0.349371
62062.0 0.244172
62063.6 0.176000
62065.3 0.131381
62066.9 0.101366
62070.2 0.0655474
62073.5 0.0461697
62080.1 0.0272832
62086.7 0.0187960
62099.9 0.0116302
62113.1 0.00877211
62139.5 0.00655216
62165.9 0.00572642
62218.7 0.00512310
62271.5 0.00492133
62482.7 0.00484725
62905.2 0.00546617
63116.4 0.00612253
63327.6 0.00719224
63538.8 0.00899138
63750.0 0.0121384
63918.0 0.0163256
64026.3 0.0200225
64134.5 0.0242670
64351.0 0.0298466
64519.4 0.0266824
64603.6 0.0234991
64645.7 0.0219210
64666.8 0.0214553
64677.3 0.0224294
64682.6 0.0274511
64685.2 0.0461253
64686.5 0.107442
64687.2 0.273275
64687.5 0.602073
64687.8 1.97844
64688.1 3.93997
64688.3 1.97865
64688.7 0.522310
64689.1 0.231259
64689.8 0.0904276
64691.3 0.0404860
64694.3 0.0254719
64700.3 0.0211583
64712.2 0.0196493
64736.2 0.0185272
64784.0 0.0168764
64909.3 0.0134681
65034.5 0.0110350
65285.0 0.00812230
65535.5 0.00691807
65598.1 0.00699980
65660.8 0.00767243
65692.1 0.00869883
65723.4 0.0113402
65739.0 0.0144162
65754.7 0.0209714
65762.5 0.0273485
65770.4 0.0384018
65778.2 0.0592246
65786.0 0.100654
65792.6 0.157741
65799.1 0.196427
65805.7 0.158876
65812.2 0.101579
65816.5 0.0750111
65820.8 0.0568754
65829.5 0.0361693
65838.1 0.0271397
65842.4 0.0298002
65844.6 0.0494069
65845.7 0.112407
65846.2 0.263517
65846.7 1.28049
65847.0 2.54377
65847.3 1.28018
65847.9 0.219474
65848.5 0.0908387
65849.8 0.0398731
65852.3 0.0226650
65857.3 0.0163748
65867.3 0.0127250
65887.4 0.00970831
65907.5 0.00826836
65927.5 0.00745721
65967.7 0.00672687
65987.7 0.00703258
65997.7 0.00908085
66002.8 0.0171853
66005.3 0.0465532
66006.5 0.141337
66007.2 0.397238
66007.5 0.886360
66007.8 2.87313
66008.0 5.75148
66008.2 2.87953
66008.5 0.887772
66008.9 0.397669
66009.5 0.143212
66010.7 0.0471235
66013.2 0.0173664
66018.1 0.00900204
66028.0 0.00674348
66047.8 0.00608322
66087.4 0.00581958
66166.6 0.00573301
66325.0 0.00632390
66404.2 0.00728203
66483.3 0.00949758
66522.9 0.0117368
66562.5 0.0157153
66582.3 0.0188919
66602.1 0.0233708
66621.9 0.0297352
66641.7 0.0385613
66658.5 0.0479096
66675.3 0.0574295
66692.1 0.0636091
66708.9 0.0629495
66742.6 0.0460752
66776.2 0.0295238
66798.4 0.0224924
66820.6 0.0177437
66865.0 0.0122226
66909.3 0.00937240
66953.7 0.00774688
67042.4 0.00608450
67131.2 0.00531218
67219.9 0.00491608
67308.7 0.00473902
67397.4 0.00485687
67441.8 0.00558502
67464.0 0.00824619
67475.1 0.0177344
67480.6 0.0488206
67483.4 0.133451
67484.8 0.304751
67485.5 0.534350
67486.1 1.06901
67487.1 2.13184
67488.0 1.06707
67488.9 0.467114
67489.7 0.245686
67491.4 0.100813
67494.8 0.0359781
67501.6 0.0137806
67515.2 0.00733099
67542.4 0.00579760
67569.6 0.00586156
67596.8 0.00647758
67624.0 0.00794080
67637.5 0.00935843
67651.1 0.0117956
67664.7 0.0164696
67671.5 0.0205889
67678.3 0.0271165
67685.1 0.0383293
67691.9 0.0596437
67695.3 0.0780737
67698.7 0.106287
67702.1 0.151015
67705.5 0.222166
67709.7 0.352608
67713.9 0.437606
67718.1 0.349189
67722.3 0.219496
67726.9 0.131735
67731.5 0.0848562
67736.0 0.0587766
67740.6 0.0432274
67745.1 0.0333463
67749.7 0.0267246
67758.8 0.0187340
67767.9 0.0142944
67777.0 0.0115896
67795.3 0.00860241
67813.5 0.00707943
67831.7 0.00619935
67868.2 0.00527308
67904.7 0.00482004
67941.1 0.00456501
68014.0 0.00430429
68159.9 0.00412461
68305.7 0.00409136
68597.4 0.00420897
68743.3 0.00437219
68816.2 0.00456505
68852.6 0.00499602
68870.9 0.00648335
68880.0 0.0120666
68884.6 0.0324248
68886.8 0.100481
68888.0 0.292721
68888.5 0.700875
68889.1 2.74286
68889.5 5.47777
68889.8 2.74372
68890.2 1.01119
68890.6 0.494783
68891.3 0.189214
68892.9 0.0620438
68895.9 0.0207137
68902.0 0.00886751
68914.2 0.00571511
68938.7 0.00494679
68987.5 0.00485863
69085.1 0.00512187
69182.8 0.00557778
69280.5 0.00630048
69378.1 0.00752553
69427.0 0.00848573
69475.8 0.00985484
69524.6 0.0119009
69549.0 0.0133233
69573.4 0.0151390
69597.9 0.0174984
69622.3 0.0206136
69646.7 0.0247888
69671.1 0.0304149
69716.1 0.0457346
69761.0 0.0641127
69770.9 0.0690846
69775.8 0.0798325
69778.3 0.115350
69779.5 0.226120
69780.2 0.504312
69780.5 1.00006
69780.8 2.64333
69781.0 5.21980
69781.3 2.64610
69781.9 0.575839
69782.4 0.262348
69783.5 0.128237
69785.7 0.0841182
69790.0 0.0711817
69798.7 0.0667190
69816.1 0.0614948
69850.9 0.0491484
69891.1 0.0384312
69911.2 0.0354135
69931.3 0.0338249
69951.3 0.0335193
69961.4 0.0338121
69971.4 0.0343847
69981.5 0.0352247
69991.5 0.0363124
70001.6 0.0376226
70011.6 0.0391174
70026.4 0.0415371
70041.2 0.0439769
70070.8 0.0474540
70100.4 0.0468042
70130.0 0.0417659
70189.2 0.0281918
70248.4 0.0188642
70289.5 0.0149366
70330.5 0.0122990
70412.6 0.00917595
70494.7 0.00750296
70576.8 0.00651725
70740.9 0.00550169
70823.0 0.00530600
70864.1 0.00551372
70884.6 0.00666671
70894.8 0.0112259
70900.0 0.0280747
70902.5 0.0855567
70903.8 0.252170
70904.5 0.621752
70905.1 2.71543
70905.5 5.44796
70905.8 2.73750
70906.2 1.13719
70906.5 0.573251
70907.2 0.226427
70908.6 0.0753763
70911.4 0.0249337
70916.9 0.0103165
70928.0 0.00637252
70950.3 0.00533071
70994.7 0.00505594
71083.6 0.00515499
71128.1 0.00548839
71172.5 0.00651101
71194.8 0.00791560
71217.0 0.0116755
71228.1 0.0164856
71233.7 0.0209388
71239.2 0.0283868
71244.8 0.0422730
71247.6 0.0541611
71250.3 0.0724224
71253.1 0.102600
71255.9 0.156692
71258.7 0.263998
71260.1 0.357260
71261.4 0.492941
71263.5 0.785920
71265.6 0.981037
71267.7 0.785615
71269.8 0.492709
71271.1 0.365320
71272.4 0.276331
71274.9 0.169502
71277.4 0.113047
71280.0 0.0807743
71282.5 0.0607250
71285.1 0.0476000
71290.2 0.0320178
71295.3 0.0235353
71300.3 0.0184284
71310.5 0.0128657
71320.7 0.0100609
71330.9 0.00845572
71351.2 0.00678118
71391.9 0.00551934
71432.6 0.00506149
71514.0 0.00474501
71595.4 0.00468311
71676.9 0.00476706
71758.3 0.00513257
71799.0 0.00565645
71839.7 0.00709957
71860.0 0.00901462
71880.4 0.0140409
71890.6 0.0203598
71895.7 0.0261319
71900.7 0.0356491
71905.8 0.0530259
71908.4 0.0676168
71910.9 0.0895547
71913.5 0.124768
71916.0 0.184921
71918.5 0.296464
71921.1 0.514269
71923.3 0.821004
71925.5 1.03160
71927.7 0.832144
71929.8 0.522995
71931.3 0.378614
71932.7 0.279956
71935.6 0.166196
71938.5 0.108758
71941.4 0.0767724
71944.3 0.0572715
71947.2 0.0446303
71953.0 0.0298788
71964.6 0.0172044
71976.2 0.0120832
71999.4 0.00807062
72022.6 0.00656589
72068.9 0.00545309
72115.3 0.00506556
72208.0 0.00482277
72300.7 0.00478899
72486.1 0.00491845
72578.8 0.00505179
72625.2 0.00514739
72648.4 0.00523599
72660.0 0.00541495
72665.8 0.00600713
72668.7 0.00811427
72670.1 0.0150444
72671.6 0.251072
72671.8 0.496432
72672.0 0.251093
72673.7 0.0127248
72675.4 0.00739740
72678.8 0.00583589
72685.6 0.00542624
72699.2 0.00535350
72726.3 0.00541698
72753.5 0.00556007
72767.0 0.00581574
72773.8 0.00660537
72777.2 0.00932538
72778.9 0.0179725
72780.6 0.236035
72780.9 0.465885
72781.3 0.236051
72783.2 0.0154830
72785.2 0.00853720
72789.1 0.00643939
72796.8 0.00589357
72812.4 0.00582939
72843.5 0.00601945
72905.8 0.00690020
72936.9 0.00796167
72952.5 0.00893706
72968.1 0.0105896
72983.6 0.0137679
72991.4 0.0166048
72999.2 0.0211836
73007.0 0.0292838
73014.8 0.0454648
73018.7 0.0602011
73022.6 0.0840327
73026.5 0.124717
73030.3 0.195881
73034.4 0.310020
73038.4 0.385515
73042.5 0.309117
73046.5 0.195449
73051.0 0.116944
73055.4 0.0756608
73059.9 0.0528882
73064.3 0.0394493
73068.8 0.0309418
73073.3 0.0252817
73082.2 0.0184787
73091.1 0.0147352
73100.1 0.0124728
73117.9 0.0100165
73135.8 0.00880551
73153.6 0.00814114
73189.4 0.00752432
73260.8 0.00729041
