In-115(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
212.242 6.68001
212.305 6.37739
212.368 6.18036
212.495 5.94643
212.621 5.81578
212.747 5.73391
213.000 5.63972
213.253 5.59624
213.506 5.60498
213.632 5.65252
213.758 5.78461
213.822 5.92946
213.885 6.20224
213.948 6.77029
213.980 7.28330
214.011 8.05561
214.056 9.63291
214.100 10.6820
214.145 9.62265
214.189 8.03438
214.233 7.02185
214.277 6.44955
214.321 6.11541
214.365 5.90832
214.453 5.67789
214.540 5.55882
214.716 5.44038
214.892 5.37991
215.243 5.31067
215.595 5.26391
217.000 5.12247
218.406 4.98982
219.108 4.92220
219.460 4.89781
219.635 4.91053
219.723 4.95288
219.767 5.00382
219.811 5.09796
219.900 5.34819
219.989 5.07717
220.051 4.94356
220.113 4.87929
220.237 4.82082
220.484 4.76825
220.980 4.69932
221.475 4.64466
221.970 4.62687
222.218 4.65657
222.466 4.74777
222.713 4.96980
222.961 5.49764
223.085 6.01057
223.209 6.85953
223.333 8.34577
223.456 11.1684
223.580 17.2451
223.642 23.1261
223.704 33.2806
223.735 41.3103
223.766 52.7038
223.797 69.6444
223.828 95.9553
223.859 139.791
223.890 218.411
223.905 282.435
223.921 374.625
223.936 509.813
223.952 705.996
223.976 1151.80
224.000 1470.16
224.024 1202.74
224.048 769.705
224.069 516.528
224.090 360.567
224.111 263.457
224.132 200.515
224.173 127.938
224.215 89.7466
224.256 67.3106
224.298 53.0207
224.381 36.4990
224.464 27.5980
224.548 22.2272
224.631 18.7164
224.714 16.2851
224.880 13.1944
225.047 11.3623
225.213 10.1782
225.379 9.37070
225.712 8.40974
225.878 8.16235
226.045 8.07841
226.211 8.25778
226.294 8.53788
226.377 9.07359
226.461 10.1182
226.544 12.3254
226.585 14.3774
226.627 17.7155
226.669 23.4086
226.710 33.2812
226.755 50.0214
226.800 61.9190
226.845 51.7334
226.890 35.3711
226.929 25.8352
226.967 19.9666
227.006 16.3008
227.044 13.9157
227.121 11.1442
227.198 9.66962
227.275 8.78754
227.352 8.21450
227.506 7.52579
227.660 7.12995
227.815 6.87208
228.123 6.55007
228.431 6.34972
228.739 6.20800
229.355 6.01243
229.972 5.87787
230.588 5.77627
231.820 5.62761
233.053 5.51926
234.285 5.43290
236.751 5.29344
239.216 5.17061
241.681 5.04263
242.913 4.97009
244.146 4.88795
245.379 4.79895
245.687 4.78166
245.995 4.77995
246.149 4.79838
246.303 4.86017
246.380 4.93489
246.457 5.08701
246.496 5.22404
246.534 5.44036
246.573 5.79533
246.611 6.38408
246.656 7.41055
246.700 8.09319
246.745 7.40208
246.789 6.36674
246.823 5.82700
246.857 5.47847
246.925 5.10028
246.992 4.91835
247.060 4.81796
247.196 4.71459
247.331 4.66226
247.603 4.60879
247.874 4.58762
248.145 4.60224
248.416 4.70861
248.552 4.87035
248.687 5.29713
248.755 5.81808
248.789 6.27891
248.823 7.01343
248.857 8.27999
248.890 10.7075
248.907 12.8230
248.924 16.0565
248.941 21.2027
248.958 29.4659
248.979 44.8412
249.000 55.3896
249.021 45.6744
249.042 30.6199
249.055 23.7389
249.069 18.9820
249.095 13.3537
249.122 10.4336
249.148 8.77530
249.202 7.10058
249.255 6.34116
249.361 5.75633
249.468 5.63778
249.681 5.99941
249.893 7.16156
250.000 8.27500
250.106 10.0646
250.213 13.0928
250.319 18.6282
250.372 23.2188
250.426 30.0128
250.479 40.5936
250.532 58.1747
250.585 90.0678
250.612 116.434
250.638 155.517
250.665 216.206
250.692 315.650
250.718 487.811
250.745 793.893
250.772 1296.36
250.800 1655.56
250.828 1354.03
250.855 865.993
250.882 555.558
250.908 374.990
250.935 267.661
250.961 200.429
250.988 156.052
251.014 125.394
251.067 87.1215
251.120 64.9873
251.173 51.0757
251.279 35.1172
251.385 26.6010
251.491 21.4819
251.597 18.1408
251.703 15.8249
251.914 12.8798
252.126 11.1233
252.338 9.97620
252.550 9.17716
252.973 8.14929
253.397 7.52443
253.821 7.10774
254.244 6.81120
255.092 6.41793
255.939 6.16838
256.786 5.99464
257.633 5.86533
259.328 5.68121
261.022 5.54977
262.717 5.44531
263.140 5.42396
263.564 5.40967
263.776 5.41082
263.987 5.43132
264.093 5.46253
264.199 5.53520
264.252 5.60844
264.305 5.73694
264.358 5.98138
264.411 6.46862
264.456 7.14121
264.500 7.58878
264.545 7.13739
264.589 6.46076
264.624 6.09594
264.660 5.86580
264.730 5.62201
264.801 5.50792
264.872 5.44685
265.013 5.38739
265.154 5.36168
265.437 5.35135
265.719 5.38837
265.861 5.43762
266.002 5.52745
266.143 5.69457
266.284 6.02544
266.426 6.76156
266.496 7.49053
266.567 8.76846
266.638 11.2659
266.673 13.4761
266.708 16.9767
266.744 22.9169
266.779 33.9398
266.797 43.1912
266.814 56.7988
266.832 77.5398
266.850 108.827
266.862 139.604
266.875 175.063
266.900 222.344
266.925 182.872
266.951 118.932
266.967 88.4027
266.984 67.4529
267.017 42.9298
267.051 30.2731
267.084 23.1045
267.118 18.6667
267.151 15.7525
267.218 12.2670
267.285 10.3384
267.352 9.15431
267.486 7.82471
267.619 7.12338
267.753 6.70299
267.887 6.42738
268.021 6.23507
268.288 5.98656
268.556 5.83429
269.091 5.65716
269.626 5.55548
270.161 5.48745
271.231 5.39707
273.371 5.28522
274.441 5.24499
274.976 5.23287
275.244 5.24067
275.377 5.26805
275.444 5.30809
275.511 5.40352
275.600 5.59239
275.689 5.40421
275.740 5.32461
275.792 5.28485
275.895 5.25519
275.997 5.25246
276.100 5.26641
276.203 5.30324
276.306 5.39001
276.357 5.47649
276.408 5.62674
276.460 5.90749
276.511 6.45541
276.556 7.22789
276.600 7.74215
276.645 7.22440
276.689 6.44818
276.732 5.96055
276.775 5.68251
276.819 5.51893
276.862 5.41754
276.948 5.30477
277.034 5.24685
277.207 5.19041
277.379 5.16268
277.724 5.13247
278.070 5.11285
279.450 5.05378
280.831 5.00474
281.176 4.99932
281.521 5.00967
281.693 5.03395
281.866 5.10192
281.952 5.18126
282.038 5.34449
282.082 5.49538
282.125 5.74058
282.168 6.16139
282.211 6.90077
282.256 8.08614
282.300 8.87386
282.345 8.07936
282.389 6.89256
282.430 6.17635
282.471 5.75571
282.512 5.50350
282.553 5.34480
282.635 5.16582
282.717 5.07330
282.881 4.98334
283.045 4.94002
283.372 4.89488
283.700 4.86784
284.356 4.83762
284.683 4.85993
284.847 4.94485
284.929 5.08582
284.970 5.23330
285.011 5.48570
285.100 6.18595
285.189 5.47737
285.246 5.15229
285.303 4.99538
285.416 4.86643
285.644 4.79265
286.098 4.76447
286.552 4.78792
287.007 4.89274
287.461 5.21830
287.689 5.59855
287.916 6.34686
288.143 8.00827
288.257 9.65512
288.370 12.5572
288.484 18.2610
288.541 23.3576
288.597 31.5067
288.654 45.5293
288.711 72.1204
288.739 94.8640
288.768 129.244
288.796 182.784
288.825 266.577
288.862 432.937
288.900 551.005
288.938 450.619
288.976 289.262
289.015 180.154
289.054 119.635
289.093 84.8786
289.132 63.6346
289.172 49.8571
289.211 40.4615
289.289 28.8687
289.368 22.2565
289.446 18.1340
289.603 13.4451
289.760 10.9574
289.917 9.46862
290.230 7.82992
290.544 6.98517
290.858 6.49637
291.485 6.04349
292.112 6.10786
292.426 6.44423
292.739 7.23836
293.053 9.13851
293.210 11.0674
293.367 14.4947
293.524 21.2584
293.602 27.2989
293.680 36.9445
293.759 53.5021
293.798 66.4792
293.837 84.7791
293.876 111.427
293.916 151.564
293.955 213.799
293.994 310.794
294.047 507.058
294.100 649.638
294.127 619.971
294.153 535.079
294.206 346.967
294.256 228.973
294.306 160.963
294.357 121.802
294.407 99.6827
294.457 89.0140
294.507 88.5861
294.557 101.303
294.607 135.685
294.654 192.972
294.700 233.857
294.746 194.199
294.793 131.785
294.823 102.664
294.852 82.0382
294.912 56.9597
294.971 43.2443
295.031 34.9440
295.150 25.6475
295.269 20.6638
295.388 17.5756
295.507 15.4834
295.745 12.8368
295.983 11.2402
296.221 10.1791
296.697 8.86626
297.174 8.09291
297.650 7.58700
298.602 6.96925
299.554 6.60966
300.506 6.38192
300.983 6.30528
301.459 6.26446
301.697 6.27510
301.935 6.35197
302.054 6.46200
302.173 6.71744
302.232 6.97922
302.292 7.45334
302.351 8.40033
302.381 9.22807
302.411 10.4415
302.455 13.0461
302.500 14.7821
302.545 13.0416
302.589 10.4318
302.640 8.59587
302.691 7.64339
302.741 7.12518
302.792 6.82153
302.893 6.50405
302.995 6.35510
303.197 6.23855
303.400 6.22955
303.603 6.31332
303.704 6.41439
303.805 6.59503
303.907 6.93849
303.957 7.23072
304.008 7.67313
304.059 8.38250
304.109 9.59282
304.160 11.8262
304.211 16.1235
304.255 22.2576
304.300 26.3474
304.345 22.2504
304.389 16.1076
304.419 13.2326
304.449 11.2776
304.509 9.03445
304.569 7.90265
304.628 7.26938
304.688 6.88323
304.748 6.63125
304.867 6.33292
304.987 6.16830
305.106 6.06662
305.345 5.94910
305.584 5.88265
305.823 5.83870
306.300 5.78115
306.778 5.74378
307.256 5.72291
307.495 5.72471
307.733 5.75265
307.853 5.79512
307.972 5.89600
308.032 6.00048
308.092 6.19082
308.151 6.57301
308.181 6.90831
308.211 7.40113
308.256 8.45708
308.300 9.15885
308.345 8.45084
308.389 7.39297
308.428 6.78439
308.466 6.41503
308.505 6.18755
308.543 6.04155
308.620 5.87385
308.697 5.78552
308.851 5.69879
309.004 5.65698
309.312 5.61426
309.620 5.58934
310.850 5.52750
311.465 5.50525
312.081 5.49224
312.388 5.49620
312.696 5.52593
312.850 5.57084
313.003 5.68216
313.080 5.80443
313.157 6.04440
313.196 6.25727
313.234 6.58970
313.273 7.13337
313.311 8.02907
313.356 9.59549
313.400 10.6364
313.445 9.58875
313.489 8.02278
313.530 7.07790
313.571 6.52335
313.612 6.19129
313.653 5.98277
313.735 5.74865
313.817 5.62881
313.981 5.51494
314.145 5.46290
314.472 5.41440
314.800 5.39098
315.456 5.38241
315.620 5.39768
315.783 5.44164
315.865 5.49244
315.947 5.59490
316.029 5.83614
316.070 6.08535
316.111 6.50974
316.156 7.21510
316.200 7.68526
316.245 7.21499
316.289 6.50930
316.338 6.02615
316.386 5.76985
316.484 5.54490
316.581 5.45791
316.678 5.41812
317.068 5.39227
317.457 5.45177
317.846 5.61911
318.041 5.78376
318.235 6.05508
318.430 6.52549
318.625 7.40439
318.819 9.25020
318.917 10.9927
319.014 13.9228
319.111 19.3132
319.160 23.8284
319.209 30.5773
319.257 41.2150
319.306 58.8997
319.355 90.2591
319.379 114.631
319.403 147.434
319.427 189.686
319.452 238.871
319.500 305.034
319.548 251.327
319.597 163.003
319.636 113.927
319.674 82.6681
319.713 62.5516
319.752 49.2393
319.829 33.4964
319.907 25.0264
319.984 19.9649
320.062 16.7086
320.217 12.8937
320.371 10.8165
320.526 9.55147
320.681 8.71816
320.836 8.13643
321.146 7.39063
321.456 6.94196
321.766 6.64667
322.075 6.43941
322.695 6.16982
323.315 6.00311
323.934 5.88981
324.554 5.80751
325.793 5.69505
327.032 5.62192
327.652 5.59606
328.272 5.58103
328.582 5.58372
328.891 5.61002
329.046 5.65032
329.124 5.68825
329.201 5.75052
329.279 5.86084
329.356 6.07748
329.395 6.27027
329.434 6.57208
329.472 7.06560
329.511 7.88334
329.556 9.30438
329.600 10.2485
329.645 9.29870
329.689 7.87834
329.716 7.26296
329.743 6.83025
329.797 6.30884
329.851 6.03328
329.906 5.87429
329.960 5.77523
330.014 5.70954
330.122 5.63045
330.230 5.58589
330.338 5.55785
330.554 5.52449
330.987 5.49104
331.420 5.47149
332.285 5.44408
333.150 5.42246
334.015 5.40430
334.881 5.39150
335.313 5.39076
335.746 5.40405
335.962 5.42766
336.070 5.45115
336.178 5.49150
336.287 5.56741
336.341 5.63218
336.395 5.73100
336.449 5.89149
336.503 6.17166
336.557 6.70432
336.611 7.77524
336.656 9.23380
336.700 10.2033
336.745 9.22962
336.789 7.77341
336.835 6.82086
336.880 6.29579
336.926 5.99553
336.972 5.81367
337.063 5.61700
337.154 5.52004
337.246 5.46562
337.337 5.43222
337.519 5.39562
337.885 5.37093
338.250 5.37790
338.615 5.42671
338.797 5.48621
338.980 5.60135
339.163 5.84772
339.254 6.08224
339.345 6.47771
339.436 7.20848
339.482 7.82233
339.528 8.74178
339.573 10.1952
339.619 12.6200
339.665 16.9286
339.710 24.8434
339.755 37.4211
339.800 46.4891
339.845 39.0822
339.890 26.9547
339.931 19.5236
339.972 15.0592
340.012 12.3356
340.053 10.5962
340.135 8.61719
340.216 7.58722
340.298 6.98523
340.380 6.60248
340.543 6.15925
340.706 5.91925
340.869 5.77313
341.195 5.60831
341.522 5.51965
341.848 5.46473
342.500 5.40038
343.153 5.36496
343.806 5.34987
344.132 5.35607
344.295 5.36778
344.458 5.39219
344.622 5.44472
344.703 5.49371
344.785 5.57409
344.866 5.71715
344.948 6.00192
344.989 6.25838
345.029 6.66724
345.070 7.35071
345.111 8.51060
345.156 10.4496
345.200 11.7380
345.245 10.4430
345.289 8.50621
345.323 7.49360
345.357 6.84320
345.391 6.42350
345.425 6.14488
345.494 5.81494
345.562 5.63763
345.630 5.53211
345.698 5.46449
345.834 5.38540
345.970 5.34193
346.107 5.31485
346.379 5.28264
346.924 5.24925
347.469 5.22829
348.559 5.19566
349.649 5.16681
350.739 5.14317
351.284 5.13852
351.828 5.14960
352.101 5.16892
352.373 5.20786
352.646 5.28540
352.918 5.44678
353.191 5.81985
353.327 6.19746
353.463 6.87110
353.600 8.20995
353.668 9.41260
353.736 11.3416
353.804 14.6677
353.872 20.9773
353.906 26.3771
353.940 34.4989
353.974 47.1456
354.008 66.8076
354.031 85.1777
354.054 106.561
354.100 135.256
354.146 111.929
354.192 73.6307
354.223 55.2975
354.253 42.6746
354.314 27.8986
354.375 20.2774
354.436 15.9501
354.497 13.2715
354.558 11.5077
354.680 9.39515
354.802 8.22245
354.925 7.50003
355.169 6.68450
355.413 6.25107
355.657 5.98883
356.145 5.69252
356.634 5.53092
357.122 5.42864
358.098 5.30483
359.075 5.24102
359.563 5.23600
360.052 5.27212
360.296 5.32293
360.540 5.41828
360.784 5.59904
361.028 5.96095
361.273 6.76937
361.395 7.56826
361.517 8.96338
361.639 11.6637
361.700 14.0341
361.761 17.7410
361.822 23.9397
361.883 35.1394
361.944 57.4474
361.974 76.8281
362.005 105.267
362.029 135.107
362.053 169.853
362.100 216.556
362.148 178.769
362.195 116.589
362.231 83.4389
362.267 61.7449
362.303 47.5258
362.339 37.9588
362.412 26.4492
362.484 20.1484
362.556 16.3451
362.628 13.8818
362.772 10.9783
362.916 9.38633
363.061 8.41352
363.205 7.77025
363.349 7.32040
363.638 6.74185
363.926 6.39241
364.215 6.16180
364.503 5.99985
365.080 5.79116
365.657 5.67417
365.946 5.64793
366.234 5.66779
366.378 5.72464
366.523 5.87979
366.595 6.05329
366.667 6.39148
366.703 6.68706
366.739 7.14040
366.775 7.86362
366.811 9.01872
366.856 11.1431
366.900 12.5535
366.945 11.1297
366.989 9.00147
367.019 8.00040
367.049 7.32166
367.109 6.53934
367.168 6.14357
367.228 5.92123
367.347 5.69393
367.467 5.58488
367.705 5.48252
367.944 5.43394
368.421 5.38996
368.899 5.38966
369.376 5.46385
369.615 5.56889
369.853 5.78687
370.092 6.28268
370.211 6.77656
370.331 7.64251
370.450 9.32468
370.510 10.8038
370.569 13.1210
370.629 17.0045
370.689 24.0419
370.748 38.1539
370.778 50.4524
370.808 68.5616
370.831 87.4691
370.854 109.386
370.900 138.907
370.946 115.041
370.992 75.7457
371.024 56.5461
371.055 43.4404
371.086 34.4934
371.117 28.2605
371.180 20.5133
371.243 16.1427
371.305 13.4484
371.368 11.6788
371.493 9.56407
371.619 8.39189
371.744 7.67004
371.995 6.85443
372.245 6.42042
372.496 6.15718
372.997 5.85914
373.498 5.69640
373.999 5.59366
375.001 5.46918
376.004 5.39519
377.006 5.35068
377.507 5.34328
378.008 5.36494
378.259 5.40997
378.384 5.45620
378.510 5.53735
378.635 5.69362
378.698 5.83018
378.760 6.04337
378.823 6.40063
378.886 7.05236
378.917 7.59100
378.948 8.38066
378.979 9.56569
379.011 11.3433
379.055 15.0046
379.100 17.4378
379.145 14.9919
379.189 11.3362
379.218 9.65993
379.248 8.50860
379.306 7.17192
379.364 6.48890
379.422 6.10513
379.480 5.87010
379.538 5.71695
379.655 5.53602
379.771 5.43725
379.887 5.37721
380.120 5.31042
380.585 5.25634
381.050 5.24277
381.515 5.26227
381.748 5.29373
381.980 5.35578
382.213 5.48474
382.329 5.60363
382.445 5.80007
382.562 6.15831
382.678 6.91891
382.736 7.66596
382.794 8.98276
382.852 11.5482
382.882 13.7498
382.911 16.9342
382.955 23.9194
383.000 28.5740
383.045 23.9679
383.090 17.0616
383.121 13.6629
383.153 11.4304
383.217 8.98233
383.281 7.84393
383.344 7.29158
383.471 6.98753
383.599 7.32338
383.726 8.41420
383.790 9.47473
383.853 11.1976
383.917 14.1667
383.981 19.7006
384.012 24.3318
384.044 31.1737
384.076 41.5160
384.108 57.1588
384.154 90.7092
384.200 115.024
384.246 95.4320
384.292 63.1395
384.327 45.9321
384.362 34.6630
384.397 27.2712
384.432 22.2943
384.502 16.2937
384.572 13.0095
384.642 11.0232
384.712 9.73435
384.852 8.20996
384.992 7.37114
385.132 6.85578
385.411 6.27290
385.691 5.96076
385.971 5.76985
386.530 5.55028
387.090 5.42711
387.650 5.34666
388.769 5.24262
389.888 5.17167
391.007 5.11425
393.245 5.01175
395.483 4.90499
396.602 4.84640
397.721 4.78736
398.280 4.76226
398.840 4.74797
399.399 4.76121
399.959 4.84704
400.239 4.95309
400.518 5.14836
400.798 5.51825
401.078 6.26471
401.358 7.95322
401.498 9.64022
401.637 12.6153
401.777 18.4440
401.847 23.6172
401.917 31.7928
401.987 45.6495
402.022 56.3512
402.057 71.1764
402.092 92.4099
402.127 123.498
402.162 170.300
402.197 240.353
402.248 392.680
402.300 503.538
402.326 480.818
402.352 415.084
402.403 268.365
402.439 195.990
402.474 146.773
402.510 113.302
402.545 90.0573
402.616 61.2892
402.687 45.0753
402.758 35.1010
402.829 28.5569
402.971 20.7502
403.114 16.4239
403.256 13.7638
403.540 10.7621
403.824 9.16880
404.108 8.20632
404.392 7.57132
404.676 7.12481
405.244 6.54180
405.812 6.17871
406.948 5.74793
408.085 5.51292
408.653 5.46048
409.221 5.49271
409.505 5.57444
409.789 5.74548
410.073 6.08866
410.357 6.80042
410.641 8.43043
410.784 10.0657
410.926 12.9519
411.068 18.6036
411.139 23.6042
411.210 31.5022
411.281 44.8263
411.352 69.2893
411.387 89.5111
411.423 119.076
411.458 163.220
411.494 229.094
411.547 373.974
411.600 479.566
411.653 395.689
411.706 256.246
411.750 176.850
411.794 126.790
411.838 94.8711
411.881 73.8832
411.969 49.2234
412.056 36.0131
412.144 28.1519
412.231 23.0943
412.406 17.1747
412.581 13.9473
412.756 11.9770
412.931 10.6752
413.106 9.76330
413.456 8.58818
413.806 7.87513
414.156 7.40172
414.506 7.06637
415.206 6.62401
415.906 6.34442
417.306 6.00444
418.706 5.79702
419.406 5.72056
420.106 5.66268
420.806 5.64237
421.156 5.66855
421.506 5.75945
421.856 6.02113
422.031 6.31296
422.206 6.86494
422.381 8.02791
422.469 9.12383
422.556 10.9572
422.644 14.2970
422.731 21.1525
422.775 27.4971
422.819 37.8113
422.863 55.4926
422.906 86.5218
422.930 110.876
422.953 139.167
423.000 177.537
423.047 147.134
423.094 96.6239
423.125 72.2487
423.156 55.4808
423.219 35.8774
423.282 25.7746
423.344 20.0370
423.407 16.4830
423.470 14.1401
423.595 11.3307
423.720 9.76502
423.845 8.79757
424.096 7.70060
424.347 7.11400
424.597 6.75704
424.848 6.51958
425.098 6.35111
425.599 6.12842
426.100 5.98730
427.102 5.81552
428.105 5.71138
429.107 5.64044
429.608 5.61478
430.109 5.60023
430.359 5.60384
430.610 5.63224
430.735 5.67402
430.860 5.77313
430.923 5.87682
430.986 6.06794
431.048 6.46018
431.080 6.81136
431.111 7.33917
431.156 8.42498
431.200 9.14632
431.245 8.41908
431.289 7.33219
431.335 6.62301
431.380 6.22982
431.426 6.00452
431.471 5.86703
431.562 5.71702
431.653 5.64149
431.835 5.56938
432.017 5.53504
432.381 5.49955
432.745 5.47836
433.472 5.44871
434.200 5.42690
434.928 5.41338
435.292 5.41267
435.655 5.42115
436.019 5.45133
436.201 5.48543
436.383 5.54871
436.565 5.67805
436.656 5.79714
436.747 5.99294
436.838 6.34534
436.883 6.63534
436.929 7.06354
436.974 7.73051
437.020 8.82922
437.065 10.7521
437.111 14.2122
437.155 19.5495
437.200 23.1077
437.245 19.5477
437.289 14.2078
437.334 10.7672
437.379 8.84710
437.424 7.74310
437.469 7.06929
437.514 6.63372
437.559 6.33795
437.649 5.97577
437.739 5.77105
437.829 5.64423
438.009 5.50094
438.189 5.42467
438.369 5.37809
438.729 5.32348
439.449 5.26691
440.168 5.23017
441.608 5.16845
443.047 5.10626
444.487 5.03895
445.207 5.00530
445.926 4.97870
446.646 4.98321
447.006 5.02274
447.366 5.13279
447.726 5.43261
447.906 5.76248
448.086 6.38402
448.266 7.69299
448.356 8.92745
448.445 10.9926
448.535 14.7671
448.625 22.5355
448.670 29.7536
448.715 41.5737
448.760 61.9897
448.783 77.5462
448.805 98.0489
448.829 125.915
448.853 158.412
448.900 202.426
448.947 167.433
448.995 109.320
449.032 77.2180
449.070 56.5988
449.108 43.2994
449.145 34.4598
449.220 23.9545
449.295 18.2668
449.370 14.8591
449.446 12.6566
449.596 10.0669
449.746 8.64844
449.896 7.77930
450.197 6.79811
450.497 6.27416
450.797 5.95644
451.398 5.61420
451.999 5.52093
452.300 5.60070
452.600 5.86719
452.900 6.59451
453.051 7.37650
453.201 8.81329
453.351 11.7356
453.426 14.4029
453.501 18.7297
453.576 26.2836
453.651 40.8310
453.689 53.4449
453.726 72.6476
453.764 102.969
453.802 150.896
453.826 194.898
453.851 246.086
453.900 315.900
453.925 302.189
453.949 261.625
453.999 170.575
454.041 116.752
454.083 83.4320
454.125 62.5468
454.167 48.9319
454.252 33.1082
454.336 24.7210
454.421 19.7514
454.505 16.5704
454.674 12.8655
454.843 10.8684
455.012 9.68214
455.350 8.50307
455.687 8.30913
455.856 8.64159
456.025 9.51536
456.194 11.5632
456.278 13.5379
456.363 16.8406
456.447 22.7964
456.532 34.7019
456.574 45.3854
456.616 62.2633
456.658 90.0335
456.700 136.372
456.750 220.905
456.800 282.813
456.850 234.137
456.900 152.871
456.949 99.4953
456.998 68.7744
457.048 50.6575
457.097 39.3784
457.146 31.9300
457.195 26.7943
457.294 20.3521
457.392 16.6139
457.491 14.2420
457.688 11.4879
457.885 9.98522
458.082 9.05926
458.476 7.99656
458.870 7.41101
459.264 7.04142
460.052 6.59871
460.840 6.33924
461.628 6.16574
463.204 5.94171
464.780 5.79619
465.568 5.73915
466.356 5.69052
467.144 5.65489
467.538 5.64874
467.932 5.66362
468.326 5.73581
468.523 5.82751
468.720 6.01152
468.917 6.41841
469.016 6.81460
469.114 7.49512
469.213 8.77598
469.262 9.86911
469.311 11.5293
469.360 14.1979
469.410 18.7484
469.459 27.0960
469.508 42.9887
469.554 67.4197
469.600 85.3177
469.646 71.3393
469.692 47.9551
469.722 36.9243
469.752 29.2440
469.811 20.1201
469.871 15.3559
469.931 12.6227
469.990 10.9175
470.050 9.78609
470.169 8.42380
470.289 7.66053
470.408 7.18734
470.647 6.64796
470.885 6.35827
471.124 6.18148
471.601 5.98161
472.079 5.87866
472.556 5.83726
472.795 5.85163
472.914 5.87888
473.034 5.93420
473.153 6.04863
473.213 6.15102
473.272 6.31191
473.332 6.58135
473.392 7.06836
473.451 8.04348
473.481 8.89358
473.511 10.1447
473.555 12.8219
473.600 14.6054
473.645 12.8156
473.689 10.1318
473.719 8.87269
473.749 8.01913
473.809 7.03602
473.868 6.53973
473.928 6.26156
473.988 6.09142
474.047 5.97992
474.167 5.84680
474.286 5.77223
474.406 5.72521
474.644 5.66922
475.122 5.61458
475.599 5.59039
476.077 5.59518
476.316 5.62043
476.555 5.68315
476.793 5.83893
476.913 6.00000
477.032 6.28847
477.152 6.85825
477.211 7.36498
477.271 8.16703
477.331 9.52168
477.390 12.0085
477.450 17.0592
477.480 21.5159
477.510 28.1452
477.555 42.9141
477.600 53.7766
477.645 45.3611
477.690 31.2027
477.730 22.6451
477.770 17.4248
477.810 14.1916
477.850 12.1023
477.930 9.69404
478.010 8.42657
478.090 7.67792
478.170 7.19900
478.329 6.63894
478.489 6.33277
478.649 6.14460
478.968 5.93008
479.287 5.81302
479.607 5.73951
480.246 5.65115
480.884 5.59807
481.523 5.56103
482.801 5.50943
484.078 5.47277
485.356 5.44647
485.994 5.43998
486.633 5.44845
486.952 5.47123
487.112 5.49590
487.272 5.54069
487.432 5.63035
487.511 5.71147
487.591 5.84259
487.671 6.07307
487.751 6.52558
487.791 6.92886
487.831 7.56569
487.871 8.61753
487.911 10.3830
487.955 13.3905
488.000 15.3901
488.045 13.3820
488.090 10.3800
488.133 8.50334
488.176 7.43301
488.219 6.80427
488.262 6.41614
488.348 5.98874
488.435 5.77452
488.521 5.65251
488.607 5.57654
488.780 5.49028
488.952 5.44416
489.125 5.41593
489.470 5.38286
490.160 5.34915
490.850 5.32875
491.540 5.31451
492.230 5.31039
492.576 5.32016
492.921 5.36007
493.093 5.41602
493.180 5.46808
493.266 5.55382
493.352 5.70761
493.438 6.01765
493.481 6.30201
493.525 6.76202
493.568 7.54872
493.611 8.92702
493.655 11.1384
493.700 12.6082
493.745 11.1305
493.789 8.92196
493.823 7.77805
493.857 7.03991
493.891 6.56166
493.924 6.24319
493.992 5.86489
494.059 5.66104
494.127 5.53971
494.194 5.46177
494.329 5.37064
494.464 5.32066
494.599 5.28959
494.869 5.25284
495.409 5.21599
495.949 5.19723
496.489 5.19649
496.759 5.21165
497.029 5.25341
497.299 5.36278
497.434 5.47899
497.569 5.69107
497.704 6.11922
497.772 6.50756
497.839 7.13398
497.907 8.21982
497.974 10.2907
498.008 12.0701
498.042 14.7553
498.076 18.9520
498.109 25.5031
498.155 38.7096
498.200 48.3476
498.245 40.7182
498.291 28.0122
498.344 18.5240
498.398 13.6115
498.451 10.9313
498.504 9.34740
498.558 8.34094
498.611 7.66584
498.718 6.84239
498.825 6.37605
498.932 6.08510
499.145 5.75176
499.359 5.57196
499.573 5.46246
500.000 5.34242
500.453 5.29275
500.905 5.32265
501.132 5.40212
501.358 5.61379
501.471 5.85749
501.584 6.37203
501.641 6.87321
501.698 7.75028
501.754 9.43772
501.811 12.9099
501.855 17.4903
501.900 20.5526
501.945 17.5338
501.989 12.9968
502.040 9.84365
502.090 8.22079
502.140 7.35394
502.190 6.86769
502.291 6.42380
502.391 6.30886
502.592 6.55293
502.793 7.37412
502.994 9.28710
503.095 11.1408
503.195 14.2824
503.296 20.0927
503.346 24.9632
503.396 32.2350
503.447 43.6615
503.497 62.5522
503.547 95.6527
503.572 121.190
503.597 155.337
503.649 253.468
503.700 325.493
503.752 269.606
503.803 175.762
503.839 128.592
503.875 96.5915
503.911 74.9446
503.947 60.0083
504.019 41.5579
504.091 31.1884
504.164 24.8241
504.236 20.6427
504.380 15.6532
504.524 12.8863
504.668 11.1853
504.957 9.27636
505.245 8.30002
505.534 7.81820
505.678 7.76545
505.822 7.97263
505.894 8.30509
505.966 9.01730
506.002 9.66185
506.038 10.6641
506.074 12.2754
506.110 14.8581
506.155 19.6396
506.200 22.8168
506.245 19.5707
506.290 14.7189
506.342 11.2149
506.395 9.42163
506.447 8.44584
506.500 7.86640
506.605 7.23923
506.710 6.91551
506.920 6.58271
507.130 6.40314
507.550 6.19266
507.970 6.06008
508.810 5.88776
509.650 5.77457
510.491 5.69216
