Sn-120(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 12.6316
1.25000E-05 11.8906
1.50000E-05 11.3436
2.00000E-05 10.5759
2.75000E-05 9.84533
3.50000E-05 9.36454
4.25000E-05 9.01746
5.00000E-05 8.75175
6.25000E-05 8.42037
7.50000E-05 8.17576
0.000100000 7.83240
0.000125000 7.59808
0.000150000 7.42511
0.000200000 7.18232
0.000275000 6.95130
0.000350000 6.79926
0.000425000 6.68951
0.000500000 6.60548
0.000625000 6.50069
0.000750000 6.42333
0.00100000 6.31475
0.00125000 6.24065
0.00150000 6.18595
0.00200000 6.10917
0.00275000 6.03612
0.00350000 5.98803
0.00425000 5.95332
0.00500000 5.92675
0.00625000 5.89360
0.00750000 5.86914
0.0100000 5.83479
0.0125000 5.81135
0.0150000 5.79404
0.0200000 5.76974
0.0253000 5.75231
0.0314750 5.73785
0.0376500 5.72711
0.0500000 5.71193
0.0625000 5.70140
0.0750000 5.69362
0.100000 5.68267
0.125000 5.67516
0.150000 5.66960
0.200000 5.66173
0.275000 5.65414
0.350000 5.64905
0.500000 5.64237
0.750000 5.63569
1.00000 5.63134
1.50000 5.62546
2.00000 5.62123
2.75000 5.61623
3.50000 5.61205
5.00000 5.60484
7.50000 5.59439
10.0000 5.58485
15.0000 5.56714
20.0000 5.55056
27.5000 5.52718
35.0000 5.50523
50.0000 5.46487
58.6408 5.44351
62.9611 5.43354
64.0412 5.43132
65.1213 5.42967
65.6614 5.42960
66.2014 5.43163
66.4714 5.43545
66.6065 5.43946
66.7415 5.44683
66.8765 5.46217
66.9440 5.47679
67.0115 5.50194
67.0790 5.55053
67.1127 5.59369
67.1465 5.66289
67.1803 5.78341
67.2140 6.01824
67.2309 6.22621
67.2478 6.55242
67.2646 7.08738
67.2815 7.97653
67.3008 9.50877
67.3200 10.5306
67.3393 9.50984
67.3585 7.97780
67.3744 7.12673
67.3904 6.60012
67.4063 6.27105
67.4223 6.05755
67.4541 5.81197
67.4860 5.68376
67.5179 5.60922
67.5498 5.56231
67.6135 5.50901
67.6773 5.48106
67.7410 5.46462
67.8685 5.44698
67.9960 5.43814
68.1235 5.43302
68.3786 5.42748
68.8886 5.42263
69.3986 5.42015
70.4187 5.41689
71.4387 5.41427
75.5189 5.40498
83.6793 5.38765
100.000 5.35552
