Ti-46(n,g) ENDF/B-VII.1
13719.3 20.7542
13719.5 31.7285
13719.7 49.5497
13719.8 80.1871
13720.0 99.1073
13720.2 78.3736
13720.4 49.5490
13720.5 33.4786
13720.6 23.3718
13720.8 16.9687
13720.9 12.7705
13721.2 7.89044
13721.5 5.38618
13721.7 3.85446
13722.0 2.91717
13722.6 1.81927
13723.1 1.24036
13723.7 0.898987
13724.8 0.533881
13725.9 0.353240
13727.0 0.250952
13729.2 0.145448
13733.6 0.0668489
13738.0 0.0385403
13746.8 0.0178749
13755.6 0.0105309
13790.8 0.00333807
13861.3 0.00148524
13931.7 0.00111326
14002.2 0.000964076
14284.0 0.000752077
14847.7 0.000600728
15975.1 0.000472734
17102.4 0.000417287
17666.1 0.000405907
17947.9 0.000410479
18088.8 0.000438091
18159.3 0.000546980
18194.5 0.000976692
18212.1 0.00266571
18221.0 0.00921087
18225.4 0.0337009
18227.6 0.119518
18228.7 0.384216
18229.2 1.03393
18229.5 2.19515
18229.6 3.55767
18229.8 6.16462
18229.9 9.89580
18230.0 12.3290
18230.1 9.89584
18230.2 6.16468
18230.4 3.42771
18230.5 2.12732
18230.8 1.01069
18231.4 0.368229
18232.5 0.113958
18234.8 0.0320589
18239.3 0.00874847
18248.4 0.00254703
18266.5 0.000948289
18302.7 0.000542898
18375.1 0.000443050
18520.0 0.000425709
18809.8 0.000463873
18954.7 0.000527208
19099.6 0.000709345
19172.0 0.000963403
19244.5 0.00168553
19280.7 0.00269130
19316.9 0.00554426
19335.0 0.00950225
19353.1 0.0206517
19362.2 0.0359907
19366.7 0.0511727
19371.2 0.0785334
19375.8 0.136002
19378.0 0.192100
19380.3 0.291162
19382.6 0.493754
19383.7 0.683851
19384.8 1.00853
19385.9 1.63103
19386.5 2.18688
19387.1 3.05742
19387.6 4.58997
19388.2 7.49123
19388.5 10.1295
19388.8 14.0979
19389.1 20.4820
19389.3 30.8705
19389.7 49.8050
19390.0 61.9803
19390.3 49.2083
19390.7 30.8695
19391.0 19.9144
19391.3 13.4130
19391.6 9.48658
19391.9 7.00342
19392.5 4.21783
19393.1 2.81507
19393.7 1.99516
19394.3 1.49219
19395.4 0.919562
19396.6 0.622247
19397.8 0.448665
19400.2 0.264681
19402.6 0.174403
19405.0 0.123549
19409.7 0.0713377
19414.5 0.0464541
19419.2 0.0326890
19428.8 0.0187811
19447.8 0.00866772
19466.8 0.00507848
19543.0 0.00158145
19695.3 0.000705735
20000.0 0.000516818
20308.7 0.000554759
20463.0 0.000628119
20617.4 0.000774847
20771.7 0.00110056
20848.9 0.00142924
20926.1 0.00203170
20964.7 0.00254071
21003.2 0.00331891
21041.8 0.00459584
21080.4 0.00690730
21099.7 0.00884079
21119.0 0.0117683
21138.3 0.0165107
21157.6 0.0249446
21167.2 0.0318746
21176.9 0.0421924
21186.5 0.0585174
21196.2 0.0865368
21205.8 0.140817
21210.6 0.189187
21215.5 0.267089
21220.3 0.404092
21225.1 0.674087
21227.5 0.916365
21229.9 1.30204
21232.3 1.94629
21234.7 3.04318
21237.4 4.87100
21240.0 6.08914
21242.6 4.86887
21245.3 3.04179
21248.0 1.83273
21250.8 1.17329
21253.5 0.800842
21256.3 0.576469
21259.0 0.432855
21261.8 0.336113
21267.3 0.218841
21272.8 0.153321
21278.3 0.113259
21289.2 0.0689976
21300.2 0.0463934
21311.2 0.0333551
21322.2 0.0251501
21333.2 0.0196649
21355.2 0.0130082
21377.2 0.00927920
21399.2 0.00698276
21421.2 0.00546963
21465.2 0.00366092
21509.1 0.00266284
21553.1 0.00205410
21597.1 0.00165573
21685.0 0.00118286
21773.0 0.000923439
21948.9 0.000662702
22124.8 0.000540395
22300.7 0.000473144
22652.5 0.000405204
23356.1 0.000356334
23707.9 0.000350544
23883.8 0.000366806
23971.8 0.000445311
24015.8 0.000763123
24037.8 0.00202054
24048.8 0.00691419
24054.3 0.0254804
24057.0 0.0922322
24058.4 0.306451
24059.1 0.879153
24059.4 1.96375
24059.6 3.34357
24059.7 6.49450
24059.9 10.2640
24060.0 12.9632
24060.1 10.2640
24060.3 6.46897
24060.4 3.71482
24060.5 2.34119
24060.8 1.10637
24061.4 0.411861
24062.6 0.127196
24064.9 0.0356571
24069.5 0.00965982
24078.7 0.00273206
24097.1 0.000943672
24133.8 0.000488883
24207.4 0.000373322
24354.6 0.000342787
24648.9 0.000332923
25237.6 0.000328377
26415.0 0.000329177
27592.3 0.000337488
28181.0 0.000347369
28475.3 0.000366987
28622.5 0.000433243
28696.1 0.000690357
28732.9 0.00170410
28751.3 0.00566921
28760.5 0.0208381
28765.1 0.0763243
28767.4 0.262020
28768.5 0.786838
28769.1 1.88225
28769.4 3.47134
28769.6 7.22092
28769.8 11.5533
28770.0 14.4416
28770.2 11.5534
28770.4 7.22098
28770.5 4.67932
28770.7 3.16182
28771.0 1.65722
28771.6 0.664233
28772.9 0.216576
28775.5 0.0626359
28780.6 0.0170531
28790.8 0.00468001
28811.2 0.00145222
28852.1 0.000628874
28933.8 0.000421811
29097.2 0.000371936
29424.0 0.000364265
30077.6 0.000374011
31384.9 0.000411160
32692.2 0.000484445
33345.8 0.000574372
33672.6 0.000713470
33836.0 0.000995469
33917.7 0.00165509
33958.6 0.00344580
33979.0 0.00931655
33989.2 0.0302809
33994.3 0.103047
33996.9 0.325602
33998.1 0.869484
33998.8 1.80176
33999.1 2.85853
33999.4 4.78593
33999.7 7.68860
34000.0 9.56146
34000.3 7.68866
34000.6 4.77789
34001.0 2.56794
34001.4 1.52456
34002.1 0.684246
34003.7 0.243951
34006.7 0.0751824
34012.9 0.0228737
34025.1 0.00899639
34049.7 0.00888065
34062.0 0.0135446
34074.2 0.0274026
34080.4 0.0461427
34083.5 0.0642269
34086.5 0.0959311
34089.6 0.159203
34091.1 0.217763
34092.7 0.314856
34094.2 0.495726
34095.0 0.649845
34095.7 0.882658
34096.5 1.26728
34097.3 1.93665
34098.0 3.25014
34098.4 4.35127
34098.8 5.93223
34099.4 9.52305
34100.0 11.8647
34100.6 9.45979
34101.2 5.93190
34101.8 3.80797
34102.3 2.57218
34102.8 1.82330
34103.4 1.34841
34104.5 0.810804
34105.6 0.539217
34106.6 0.382233
34107.7 0.285407
34109.9 0.176276
34112.1 0.119396
34114.2 0.0863657
34118.5 0.0512723
34127.2 0.0243619
34135.9 0.0144022
34153.2 0.00701885
34170.5 0.00435513
34205.2 0.00241504
34239.8 0.00173195
34378.4 0.00113706
34517.0 0.00116831
34655.5 0.00141480
34794.1 0.00200690
34863.4 0.00260221
34932.7 0.00368019
34967.3 0.00458011
35002.0 0.00594055
35036.6 0.00814021
35071.3 0.0120395
35088.6 0.0152346
35105.9 0.0199755
35123.2 0.0274476
35140.6 0.0402194
35157.9 0.0647361
35166.5 0.0864174
35175.2 0.121029
35183.9 0.180943
35192.5 0.296746
35196.9 0.398375
35201.2 0.556507
35205.5 0.812720
35209.8 1.23300
35214.9 1.97334
35220.0 2.46665
35225.1 1.97074
35230.2 1.23110
35233.9 0.859892
35237.6 0.616724
35241.3 0.457105
35245.0 0.349729
35252.4 0.221016
35259.8 0.151191
35267.2 0.109550
35274.7 0.0829476
35289.5 0.0522469
35304.3 0.0359346
35319.1 0.0262800
35333.9 0.0201011
35348.8 0.0159124
35378.4 0.0107637
35408.1 0.00784323
35437.7 0.00603011
35467.4 0.00482902
35497.0 0.00399271
35526.7 0.00338784
35585.9 0.00259181
35645.2 0.00210836
35704.5 0.00179489
35823.1 0.00143175
35941.7 0.00124435
36060.3 0.00114255
36178.9 0.00108838
36416.1 0.00105949
36653.2 0.00109455
36890.4 0.00117779
37127.6 0.00131196
37364.8 0.00151382
37602.0 0.00181987
37839.1 0.00230521
38076.3 0.00313644
38194.9 0.00379403
38313.5 0.00473923
38432.1 0.00616743
38550.7 0.00847040
38669.2 0.0125245
38728.5 0.0158039
38787.8 0.0205862
38847.1 0.0278860
38906.4 0.0396175
38965.7 0.0594752
39025.0 0.0938254
39087.5 0.149305
39150.0 0.185880
39212.5 0.148706
39275.0 0.0932657
39321.8 0.0648175
39368.6 0.0463677
39415.4 0.0343633
39462.2 0.0263321
39555.8 0.0168046
39649.4 0.0116876
39742.9 0.00866441
39836.5 0.00674599
40023.7 0.00456312
40210.9 0.00343732
40398.1 0.00280368
40585.2 0.00243471
40772.4 0.00222783
40959.6 0.00213563
41146.8 0.00214124
41333.9 0.00225260
41521.1 0.00251314
41708.3 0.00305200
41895.5 0.00432347
41989.0 0.00578920
42035.8 0.00709128
42082.6 0.00924687
42129.4 0.0133237
42152.8 0.0169501
42176.2 0.0228503
42199.6 0.0334824
42211.3 0.0423316
42223.0 0.0556304
42234.7 0.0768508
42246.4 0.113185
42258.1 0.180581
42269.8 0.312087
42279.9 0.497018
42290.0 0.620365
42300.1 0.496883
42310.2 0.312396
42317.9 0.216384
42325.7 0.154872
42333.4 0.115291
42341.1 0.0890455
42356.6 0.0582627
42372.0 0.0420002
42387.5 0.0325775
42402.9 0.0267716
42433.9 0.0206149
42464.8 0.0180724
42495.7 0.0174040
42557.5 0.0196942
42619.3 0.0272354
42650.2 0.0343479
42681.2 0.0456562
42712.1 0.0646618
42743.0 0.0992633
42758.4 0.127712
42773.9 0.169141
42789.4 0.230881
42804.8 0.322655
42827.4 0.515825
42850.0 0.644445
42872.6 0.514710
42895.2 0.321765
42919.9 0.190429
42944.6 0.120791
42969.3 0.0822490
42993.9 0.0593491
43018.6 0.0448315
43043.3 0.0351191
43092.7 0.0234107
43142.0 0.0169285
43191.4 0.0129881
43240.7 0.0104250
43290.1 0.00867249
43388.8 0.00652119
43487.6 0.00533853
43586.3 0.00466901
43685.0 0.00431808
43882.5 0.00432203
43981.2 0.00472828
44079.9 0.00561570
44178.6 0.00752211
44228.0 0.00930113
44277.4 0.0122520
44326.7 0.0176139
44351.4 0.0220737
44376.1 0.0287508
44400.8 0.0392981
44425.4 0.0570725
44450.1 0.0892226
44474.8 0.149859
44497.4 0.238845
44520.0 0.298112
44542.6 0.238401
44565.2 0.149565
44587.0 0.0943583
44608.8 0.0628844
44630.6 0.0444610
44652.4 0.0330836
44696.0 0.0206019
44739.6 0.0143750
44783.2 0.0108638
44826.7 0.00870474
44913.9 0.00631886
45001.1 0.00512079
45088.3 0.00445555
45262.6 0.00383769
45611.3 0.00367110
45960.1 0.00409513
46308.8 0.00500717
46657.5 0.00678940
46831.8 0.00849024
47006.2 0.0119261
47093.4 0.0155781
47180.6 0.0235043
47224.1 0.0318527
47267.7 0.0482735
47289.5 0.0631234
47311.3 0.0870593
47333.1 0.127879
47354.9 0.199349
47377.5 0.313818
47400.0 0.390078
47422.6 0.313472
47445.2 0.199495
47460.3 0.146636
47475.3 0.110788
47505.4 0.0698098
47535.5 0.0493749
47565.7 0.0381592
47625.9 0.0273765
47686.1 0.0229382
47806.6 0.0203923
47927.0 0.0209307
48333.5 0.0294482
48740.0 0.0358947
49047.4 0.0327196
49201.2 0.0339710
49239.6 0.0378805
49278.0 0.0490549
49297.2 0.0626760
49316.5 0.0925798
49326.1 0.122369
49335.7 0.175127
49345.3 0.277819
49350.1 0.365171
49354.9 0.491183
49362.4 0.772984
49370.0 0.960414
49377.6 0.771775
49385.1 0.490125
49390.4 0.354323
49395.6 0.263387
49406.1 0.160868
49416.6 0.110086
49427.1 0.0819955
49448.1 0.0539357
49469.1 0.0409028
49511.0 0.0292584
49553.0 0.0240545
49664.8 0.0179675
49776.5 0.0149238
50000.0 0.0112104
50354.1 0.00778854
50708.1 0.00578025
51062.2 0.00451441
51416.2 0.00367790
52124.3 0.00270403
52832.4 0.00221521
53540.6 0.00197677
54248.7 0.00189793
54956.8 0.00199879
55310.8 0.00239214
55399.4 0.00276548
55487.9 0.00378532
55532.1 0.00516032
55554.3 0.00650424
55576.4 0.00890214
55598.5 0.0138408
55609.6 0.0185577
55620.6 0.0267368
55631.7 0.0428369
55637.2 0.0574375
55642.8 0.0813979
55648.3 0.124611
55651.1 0.160484
55653.8 0.213829
55656.6 0.298099
55659.4 0.438900
55662.1 0.692779
55664.9 1.16526
55667.4 1.86247
55670.0 2.32679
55672.6 1.85926
55675.1 1.16278
55677.1 0.803900
55679.0 0.572870
55680.9 0.422665
55682.8 0.322157
55686.7 0.202647
55690.5 0.138551
55694.4 0.100485
55698.2 0.0762902
55705.9 0.0484606
55713.6 0.0337137
55721.3 0.0250015
55736.6 0.0156735
55752.0 0.0110493
55767.4 0.00843155
55798.1 0.00573233
55828.9 0.00444304
55859.6 0.00373151
55921.1 0.00301913
56044.1 0.00252436
56167.1 0.00237848
56413.0 0.00237920
56536.0 0.00260779
56597.5 0.00344733
56628.3 0.00663304
56643.6 0.0184126
56651.3 0.0589360
56655.2 0.179201
56657.1 0.455788
56658.0 0.894540
56659.0 2.16217
56660.0 4.32204
56661.0 2.16220
56661.6 1.17313
56662.3 0.704420
56663.5 0.323271
56666.1 0.117243
56671.1 0.0371434
56681.2 0.0119673
56701.4 0.00489562
56741.8 0.00303443
56822.5 0.00258267
56984.0 0.00253239
57307.0 0.00268355
57629.9 0.00291495
57952.9 0.00322618
58275.9 0.00367246
58598.9 0.00446326
58760.3 0.00526332
58921.8 0.00710159
59002.6 0.00931841
59043.0 0.0113486
59083.3 0.0147623
59123.7 0.0212147
59143.9 0.0268563
59164.1 0.0357683
59184.3 0.0510028
59204.4 0.0798774
59214.5 0.104759
59224.6 0.142706
59234.7 0.202680
59244.8 0.298222
59257.4 0.475254
59270.0 0.593404
59282.6 0.474929
59295.2 0.298064
59309.0 0.177213
59322.8 0.113308
59336.7 0.0779985
59350.5 0.0570805
59364.3 0.0438372
59378.1 0.0350022
59405.7 0.0243802
59433.4 0.0185290
59461.0 0.0149908
59516.2 0.0111488
59626.7 0.00821795
59737.3 0.00725829
60179.3 0.00721923
60621.4 0.00867843
60842.4 0.0100352
60952.9 0.0121159
60980.5 0.0137473
61008.2 0.0177736
61022.0 0.0226762
61028.9 0.0270836
61035.8 0.0342583
61042.7 0.0471227
61049.6 0.0733842
61053.1 0.0979683
61056.5 0.138671
61060.0 0.210716
61063.4 0.342755
61066.7 0.542177
61070.0 0.675115
61073.3 0.542109
61076.6 0.342757
61079.5 0.226572
61082.4 0.156937
61085.3 0.114561
61088.2 0.0876168
61094.1 0.0572426
61099.9 0.0416951
61105.7 0.0327823
61111.5 0.0272347
61123.2 0.0210188
61146.4 0.0159832
61169.7 0.0141011
61262.8 0.0125462
61449.0 0.0132066
61886.8 0.0164874
62324.5 0.0203513
63200.0 0.0248691
63637.8 0.0231873
64075.5 0.0195953
64951.0 0.0122423
65723.2 0.00803349
66495.4 0.00555490
67267.6 0.00419952
67653.6 0.00422481
67750.2 0.00464111
67846.7 0.00596040
67895.0 0.00778603
67919.1 0.00955482
67943.2 0.0126532
67967.3 0.0188083
67979.4 0.0244487
67991.5 0.0337838
68003.5 0.0508651
68009.6 0.0652008
68015.6 0.0868913
68021.6 0.121749
68027.7 0.181725
68033.7 0.293783
68039.7 0.514583
68044.9 0.821925
68050.0 1.02625
68055.1 0.821061
68060.3 0.514426
68063.7 0.372057
68067.1 0.274909
68073.9 0.163007
68080.7 0.106349
68087.5 0.0747227
68094.3 0.0554730
68101.0 0.0429999
68114.6 0.0284040
68128.2 0.0205450
68141.8 0.0158534
68169.0 0.0107744
68196.1 0.00823621
68223.3 0.00679281
68277.6 0.00531085
68386.3 0.00429444
68495.0 0.00416428
68603.7 0.00466422
68658.0 0.00532808
68712.4 0.00661601
68766.7 0.00939544
68793.9 0.0121122
68821.1 0.0169061
68848.2 0.0265285
68861.8 0.0354409
68875.4 0.0503638
68889.0 0.0781484
68895.8 0.101897
68902.6 0.138500
68909.4 0.198852
68916.2 0.306720
68923.0 0.520157
68926.4 0.705569
68929.7 0.976422
68934.9 1.56123
68940.0 1.95102
68945.1 1.56080
68950.3 0.976124
68954.0 0.685332
68957.7 0.494184
68961.3 0.367976
68965.0 0.282491
68972.4 0.179748
68979.8 0.123777
68987.2 0.0903413
68994.6 0.0689044
69009.3 0.0441176
69024.1 0.0309208
69038.8 0.0230972
69068.4 0.0146769
69097.9 0.0104797
69127.4 0.00808826
69186.5 0.00559647
69245.5 0.00438204
69304.5 0.00369278
69422.6 0.00296433
69658.8 0.00237184
69895.0 0.00212547
70367.4 0.00213041
70485.5 0.00239625
70603.6 0.00323421
70662.6 0.00440201
70692.1 0.00554294
70721.7 0.00756136
70751.2 0.0116368
70765.9 0.0154330
70780.7 0.0218399
70795.5 0.0338921
70802.8 0.0443216
70810.2 0.0605944
70817.6 0.0878442
70825.0 0.137883
70828.7 0.179527
70832.4 0.241018
70836.1 0.334160
70839.7 0.475386
70844.9 0.759901
70850.0 0.949540
70855.1 0.759701
70860.3 0.475247
70864.5 0.317582
70868.7 0.220155
70873.0 0.159066
70877.2 0.119498
70885.7 0.0738845
70894.1 0.0500756
70902.6 0.0362146
70911.1 0.0275027
70928.0 0.0176002
70944.9 0.0124161
70961.9 0.00937537
70995.7 0.00613379
71029.6 0.00453146
71063.5 0.00362259
71131.2 0.00267797
71266.6 0.00195385
71402.1 0.00167123
71943.9 0.00130913
73027.5 0.00110423
74111.2 0.00117094
74382.1 0.00134118
74653.0 0.00184892
74788.5 0.00254198
74856.2 0.00321373
74923.9 0.00439522
74991.6 0.00676415
75025.5 0.00895738
75059.4 0.0126356
75093.2 0.0194934
75110.2 0.0253699
75127.1 0.0344489
75144.0 0.0494413
75160.9 0.0764021
75177.9 0.130172
75186.3 0.177203
75194.8 0.246496
75207.4 0.394351
75220.0 0.492980
75232.6 0.394110
75245.2 0.246334
75258.9 0.146046
75272.5 0.0925927
75286.2 0.0629196
75299.9 0.0452577
75313.6 0.0340488
75327.2 0.0265451
75354.6 0.0174965
75381.9 0.0124810
75409.2 0.00942681
75463.9 0.00606416
75518.6 0.00435598
75573.3 0.00337413
75682.6 0.00235179
75792.0 0.00186499
75901.3 0.00160464
76120.0 0.00138654
76338.7 0.00139815
76557.4 0.00172231
76666.8 0.00221741
76721.4 0.00270057
76776.1 0.00354473
76830.8 0.00521041
76858.1 0.00672396
76885.5 0.00920862
76912.8 0.0136953
76926.5 0.0174154
76940.1 0.0229729
76953.8 0.0317313
76967.5 0.0464485
76981.1 0.0729644
76994.8 0.122664
77007.4 0.195891
77020.0 0.244734
77032.6 0.195778
77045.2 0.122593
77055.0 0.0840773
77064.7 0.0595449
77074.5 0.0438112
77084.3 0.0333958
77103.8 0.0211661
77123.3 0.0146615
77142.8 0.0108343
77162.4 0.00840983
77201.4 0.00563994
77240.5 0.00418808
77279.5 0.00334035
77357.6 0.00245719
77435.7 0.00205442
77513.8 0.00186854
77670.0 0.00184091
77826.2 0.00222348
77904.3 0.00268170
77982.4 0.00353350
78060.5 0.00529671
78099.6 0.00695967
78138.6 0.00979039
78177.7 0.0151735
78197.2 0.0198829
78216.7 0.0273062
78236.2 0.0399343
78255.8 0.0636533
78265.5 0.0838885
78275.3 0.114435
78285.0 0.162072
78294.8 0.236768
78307.4 0.378763
78320.0 0.473481
78332.6 0.378537
78345.2 0.236612
78354.6 0.163943
78364.1 0.116934
78373.5 0.0863779
78382.9 0.0659352
78401.8 0.0416675
78420.7 0.0286196
78439.5 0.0208848
78458.4 0.0159567
78496.1 0.0102880
78533.9 0.00728737
78571.6 0.00551334
78647.0 0.00361148
78722.5 0.00266839
78798.0 0.00213426
78948.9 0.00158603
79250.7 0.00119686
79552.5 0.00109851
79854.3 0.00113437
80156.2 0.00135772
80307.1 0.00166442
80382.5 0.00195632
80458.0 0.00246748
80533.5 0.00350932
80571.2 0.00450752
80608.9 0.00626385
80646.6 0.00982594
80665.5 0.0131848
80684.4 0.0189433
80703.2 0.0300856
80712.7 0.0400215
80722.1 0.0560372
80731.5 0.0841679
80741.0 0.139824
80745.7 0.189969
80750.4 0.269849
80755.1 0.404099
80759.8 0.633249
80764.9 1.01267
80770.0 1.26478
80775.1 1.01166
80780.2 0.632506
80783.4 0.466565
80786.5 0.350607
80792.8 0.212148
80799.1 0.139755
80805.4 0.0984367
80811.6 0.0729019
80817.9 0.0561819
80830.5 0.0364063
80843.1 0.0256658
80855.6 0.0192249
80880.8 0.0122403
80905.9 0.00876019
80931.1 0.00680316
80981.4 0.00485519
81031.7 0.00403917
81081.9 0.00372972
81182.5 0.00394366
81283.1 0.00521667
81333.4 0.00653550
81383.7 0.00879658
81434.0 0.0130594
81459.1 0.0167628
81484.3 0.0226033
81509.4 0.0326583
81534.6 0.0522653
81547.1 0.0699030
81559.7 0.0982822
81572.3 0.146831
81584.8 0.232606
81597.4 0.365966
81603.7 0.429168
81610.0 0.456861
81622.6 0.375370
81635.2 0.253186
81642.6 0.204611
81650.1 0.173816
81657.6 0.157116
81665.0 0.151996
81672.5 0.157620
81679.9 0.174890
81687.4 0.206388
81694.8 0.255795
81707.4 0.380013
81720.0 0.462437
81726.3 0.434205
81732.6 0.370109
81745.2 0.235109
81760.6 0.134467
81776.1 0.0842138
81791.6 0.0573982
81807.0 0.0417377
81828.2 0.0291051
81849.3 0.0216164
81891.6 0.0135154
81934.0 0.00942315
81976.3 0.00705412
82060.9 0.00453732
82145.5 0.00328791
82230.2 0.00257435
82314.8 0.00212770
82484.1 0.00162066
82822.6 0.00120274
83161.1 0.00105154
83838.1 0.00104988
84007.4 0.00115046
84176.7 0.00145216
84261.3 0.00187234
84345.9 0.00304732
84388.2 0.00464602
84409.4 0.00621324
84430.6 0.00901413
84451.7 0.0147917
84462.3 0.0203130
84472.9 0.0299061
84483.5 0.0487998
84488.7 0.0659749
84494.0 0.0942138
84499.3 0.145287
84502.0 0.187813
84504.6 0.251223
84507.3 0.351804
84509.9 0.520763
84512.5 0.826317
84515.2 1.40233
84517.6 2.24338
84520.0 2.80403
84522.4 2.24316
84524.8 1.40218
84527.3 0.851734
84529.8 0.548570
84532.3 0.376076
84534.7 0.271956
84537.2 0.204742
84539.7 0.159503
84544.6 0.104280
84549.6 0.0733995
84554.5 0.0544759
84564.4 0.0335125
84574.3 0.0227911
84584.2 0.0166027
84604.0 0.0101027
84623.9 0.00693898
84643.7 0.00516761
84683.3 0.00335806
84762.5 0.00202894
84841.7 0.00155663
85000.1 0.00122391
85158.6 0.00111886
85792.3 0.00112883
86109.2 0.00125691
86426.0 0.00157258
