Pt-195(n,g) JEFF-3.2
0.200472 9.76538
0.200822 9.75685
0.201523 9.73985
0.202924 9.70612
0.205725 9.63969
0.211329 9.51082
0.222535 9.26785
0.244949 8.83297
0.275000 8.33567
0.299818 7.98276
0.350000 7.38779
0.366977 7.21479
0.408078 6.84176
0.449180 6.52142
0.500000 6.18166
0.549797 5.89590
0.672951 5.33227
0.750000 5.05366
0.823692 4.82539
1.00000 4.38834
1.23404 3.96558
1.50000 3.61852
1.51046 3.60695
1.55275 3.56151
1.59505 3.51812
1.67963 3.43694
1.84881 3.29418
2.00000 3.18507
2.26294 3.02837
2.75000 2.82054
2.76984 2.81388
2.81547 2.79903
2.86111 2.78481
2.95238 2.75821
3.13492 2.71183
3.50000 2.64359
3.60000 2.63007
3.87485 2.60347
4.14970 2.59159
5.00000 2.64485
5.07923 2.65694
5.36367 2.71117
5.64811 2.78359
6.21699 2.99223
7.50000 3.94025
7.60960 4.06900
7.90840 4.47902
8.20720 4.99712
8.80480 6.52919
9.40240 9.28794
10.0000 15.0039
10.3501 21.7705
10.7003 35.1855
10.8753 47.5144
11.0504 68.1001
11.1379 84.0141
11.2255 106.409
11.3130 139.348
11.3568 161.971
11.4005 190.647
11.4553 238.848
11.5101 308.035
11.5650 412.298
11.6198 579.619
11.6472 703.802
11.6746 871.665
11.7020 1105.76
11.7294 1443.93
11.7568 1953.83
11.7842 2759.29
11.8116 4092.15
11.8390 6332.88
11.8695 10112.1
11.9000 12616.7
11.9305 10083.8
11.9610 6298.56
11.9922 3835.18
12.0233 2473.10
12.0544 1695.47
12.0856 1223.81
12.1167 920.358
12.1479 715.316
12.2102 465.614
12.2725 326.067
12.3347 240.624
12.4593 146.117
12.5839 97.9284
12.7085 70.1513
12.8331 52.7245
12.9576 41.0935
13.2068 27.0435
13.4559 19.2288
13.7051 14.4585
13.9542 11.3498
14.4041 7.97726
14.8540 6.11654
15.7537 4.46913
16.3153 4.24123
16.8769 4.55783
17.4384 5.69789
17.7192 6.83960
18.0000 8.71980
18.1933 10.7629
18.3866 13.8904
18.5799 18.9859
18.7732 28.0685
18.8699 35.5273
18.9665 46.6219
19.0632 64.1488
19.1598 94.2037
19.2081 118.005
19.2565 152.198
19.2806 175.186
19.3048 203.788
19.3289 239.979
19.3531 286.653
19.3773 348.224
19.4014 431.510
19.4256 547.708
19.4498 715.791
19.4739 969.569
19.4981 1371.10
19.5222 2036.70
19.5464 3159.19
19.5732 5050.59
19.6000 6308.19
19.6268 5042.89
19.6536 3149.93
19.6753 2119.60
19.6969 1474.85
19.7186 1068.10
19.7402 802.295
19.7835 494.388
19.8268 332.587
19.8701 238.198
19.9134 178.683
20.0000 110.978
20.1132 67.9987
20.2265 45.9261
20.3397 33.1295
20.4530 25.0613
20.6794 15.8490
20.9059 10.9892
21.1986 7.49633
21.4913 5.49027
22.0767 3.38684
22.6620 2.35791
23.2474 1.77469
24.4181 1.16498
25.5889 0.864093
27.5000 0.616832
29.4104 0.492643
31.3207 0.422193
35.0000 0.356861
38.3366 0.339644
42.6303 0.356254
46.9240 0.420036
50.0000 0.511595
53.7175 0.726467
55.5762 0.920540
57.4350 1.23452
58.6230 1.54845
59.8110 2.02200
60.9990 2.78544
62.1870 4.13677
62.7810 5.24361
63.3750 6.89005
63.9690 9.49808
64.5630 14.0053
64.8600 17.6142
65.1570 22.8709
65.4540 30.9750
65.7510 44.4762
65.8995 54.9168
66.0480 69.6442
66.1965 91.4197
66.3450 125.665
66.4935 184.221
66.5678 230.500
66.6420 296.811
66.7163 396.091
66.7905 552.400
66.8648 811.193
66.9390 1249.33
67.0195 1973.57
67.1000 2471.51
67.1805 2037.34
67.2610 1385.29
67.3485 1009.67
67.4360 968.436
67.4798 1085.30
67.5235 1345.94
67.5673 1853.11
67.6110 2796.62
67.6555 4315.82
67.7000 5325.04
67.7445 4271.93
67.7890 2704.75
67.8283 1788.19
67.8675 1235.81
67.9067 896.970
67.9460 679.381
68.0245 429.948
68.1029 298.680
68.1814 221.072
68.2599 171.184
68.4169 112.567
68.5738 80.3573
68.7308 60.5679
69.0447 38.2616
69.3586 26.4987
69.6726 19.4905
70.3004 11.8599
70.7925 8.64871
71.2846 6.59435
72.2689 4.21022
73.2531 2.93149
74.2373 2.16758
76.2057 1.34107
78.1741 0.929536
80.1426 0.697751
82.1110 0.556616
86.0478 0.407652
89.5359 0.350687
93.0239 0.333494
96.5120 0.348892
100.000 0.405031
102.932 0.510363
105.864 0.759192
107.330 1.04977
108.063 1.31364
108.796 1.76490
109.529 2.67048
109.896 3.53438
110.262 5.05855
110.629 8.17904
110.812 11.1617
110.995 16.3617
111.178 26.7056
111.270 36.2144
111.362 52.0594
111.407 64.2880
111.453 81.3655
111.499 106.236
111.545 144.307
111.591 206.367
111.636 315.845
111.659 403.354
111.682 527.747
111.705 707.518
111.728 966.033
111.764 1538.80
111.800 1919.46
111.837 1532.72
111.873 954.449
111.902 646.192
111.931 452.617
111.960 329.250
111.988 248.478
112.046 154.184
112.104 104.417
112.161 75.2139
112.219 56.7803
112.334 35.7338
112.450 24.6894
112.565 18.2053
112.796 11.3179
113.026 7.95432
113.257 6.08968
113.718 4.26427
114.179 3.51970
114.641 3.25205
115.563 3.47731
116.486 4.58348
116.947 5.63316
117.408 7.28372
117.639 8.47511
117.869 10.0509
117.985 11.0402
118.100 12.2107
118.215 13.6154
118.331 15.3324
118.446 17.4846
118.561 20.2697
118.677 24.0576
118.792 29.6121
118.850 33.5562
118.907 38.8283
118.965 46.3266
119.022 57.8357
119.080 77.6569
119.109 93.7322
119.138 117.652
119.167 155.788
119.195 221.150
119.224 344.081
119.239 445.977
119.253 589.959
119.277 917.731
119.300 1135.84
119.324 915.717
119.348 586.329
119.364 432.733
119.380 330.176
119.413 214.401
119.445 157.926
119.477 128.252
119.542 102.832
119.606 96.8248
119.735 109.113
119.864 145.175
119.993 216.899
120.058 277.558
120.122 368.593
120.187 512.173
120.251 752.969
120.316 1184.89
120.380 1989.95
120.440 3182.50
120.500 3981.82
120.560 3189.30
120.620 1994.08
120.685 1182.08
120.750 748.457
120.815 507.126
120.879 363.239
120.944 271.815
121.009 210.557
121.139 136.594
121.268 95.5690
121.398 70.5592
121.657 42.9782
121.916 28.9356
122.175 20.8361
122.435 15.7463
122.694 12.3416
123.212 8.21305
123.731 5.90338
124.249 4.48410
124.767 3.55222
125.804 2.45018
126.841 1.85871
128.915 1.31781
131.640 1.17162
133.002 1.26476
134.365 1.51898
135.728 2.11353
136.409 2.70757
137.090 3.77591
137.771 6.00304
138.112 8.16556
138.282 9.78630
138.453 12.0051
138.538 13.4365
138.623 15.1608
138.708 17.2637
138.793 19.8616
138.878 23.1314
138.964 27.3158
139.049 32.8042
139.134 40.1799
139.219 50.4420
139.304 65.2685
139.389 87.8620
139.474 124.573
139.560 190.012
139.602 243.527
139.645 322.170
139.687 444.053
139.730 643.596
139.773 990.090
139.815 1607.72
139.858 2572.63
139.900 3221.41
139.943 2582.06
139.985 1614.73
140.025 1018.96
140.065 674.810
140.106 471.604
140.146 345.500
140.226 206.068
140.306 136.048
140.387 96.3556
140.467 71.8123
140.628 44.4033
140.788 30.2929
140.949 22.1167
141.109 16.9669
141.270 13.5221
141.591 9.35937
141.913 7.05778
142.555 4.79653
143.198 3.85399
143.840 3.48874
145.125 3.68747
145.768 4.19191
146.410 5.06910
146.731 5.71334
146.892 6.10655
147.053 6.55859
147.213 7.08115
147.294 7.37295
147.374 7.68798
147.534 8.39791
147.695 9.23506
147.856 10.2321
148.016 11.4306
148.177 12.8899
148.338 14.6923
148.498 16.9573
148.659 19.8559
148.819 23.6545
148.980 28.7733
149.141 35.9162
149.301 46.3048
149.462 62.2714
149.623 88.6548
149.703 108.845
149.783 136.883
149.864 177.390
149.944 238.761
150.024 337.410
150.104 507.987
150.185 828.523
150.225 1093.37
150.265 1465.04
150.333 2340.37
150.400 2919.25
150.468 2332.11
150.535 1458.37
150.596 942.688
150.656 636.895
150.717 451.834
150.777 335.002
150.898 203.912
151.019 137.235
151.141 99.2383
151.262 75.7547
151.504 49.8309
151.746 37.0691
151.988 30.4182
152.473 26.2612
152.957 30.5158
153.199 36.6374
153.441 47.4747
153.684 67.1159
153.926 105.731
154.047 139.673
154.168 192.298
154.289 276.969
154.410 414.395
154.555 660.599
154.700 825.225
154.845 660.993
154.990 413.934
155.078 307.636
155.165 232.513
155.340 142.120
155.515 94.3272
155.691 66.7909
155.866 49.6932
156.041 38.4160
156.391 24.9888
156.741 17.6180
157.091 13.1422
157.792 8.19627
158.749 5.02116
159.707 3.43104
160.664 2.51448
161.622 1.93471
163.536 1.26515
165.451 0.905140
167.366 0.688864
169.281 0.549386
173.110 0.391140
176.940 0.323385
180.770 0.339591
182.685 0.419626
183.642 0.510409
184.599 0.683205
185.557 1.05912
186.036 1.43388
186.514 2.11283
186.754 2.68008
186.993 3.53779
187.232 4.92489
187.472 7.38274
187.591 9.39531
187.711 12.3818
187.831 17.0861
187.950 25.1112
188.070 40.5048
188.130 54.1125
188.190 75.7669
188.220 91.7831
188.250 113.238
188.280 142.899
188.309 185.299
188.339 248.289
188.369 345.907
188.399 503.236
188.429 759.654
188.465 1215.19
188.500 1518.59
188.536 1214.61
188.571 759.089
188.593 556.015
188.616 415.340
188.660 249.044
188.705 162.680
188.750 113.735
188.794 83.5978
188.839 63.9361
188.928 40.7357
189.018 28.1687
189.107 20.6283
189.285 12.4363
189.464 8.32489
189.643 5.97602
189.821 4.51006
190.000 3.53491
190.357 2.35802
190.714 1.70276
191.071 1.30087
191.428 1.03703
192.143 0.723474
192.857 0.552194
194.286 0.384589
195.714 0.315242
197.143 0.292526
198.571 0.306369
200.000 0.373471
201.180 0.522424
201.770 0.676085
202.360 0.957762
202.655 1.19435
202.950 1.55337
203.245 2.13559
203.540 3.17159
203.688 4.02252
203.835 5.28927
203.983 7.29321
204.130 10.7367
204.278 17.4022
204.351 23.3546
204.425 32.9350
204.499 49.7786
204.536 63.3575
204.573 83.0250
204.609 112.945
204.646 160.668
204.683 240.598
204.720 376.621
204.760 602.430
204.800 752.823
204.840 602.143
204.880 376.341
204.914 249.265
204.947 171.318
204.981 122.964
205.015 91.8418
205.082 56.1204
205.149 37.5963
205.217 26.8525
205.284 20.1216
205.419 12.4957
205.553 8.51384
205.688 6.18392
205.823 4.70368
205.957 3.70699
206.227 2.48914
206.496 1.80250
206.765 1.37802
207.035 1.09765
207.573 0.762584
208.112 0.578535
209.189 0.396652
210.266 0.317662
211.344 0.282744
213.498 0.281588
215.653 0.365803
216.730 0.466978
217.807 0.659780
218.346 0.824711
218.884 1.07783
219.423 1.49348
219.962 2.24509
220.231 2.87227
220.500 3.81960
220.770 5.34868
221.039 8.05377
221.174 10.2645
221.308 13.5359
221.443 18.6790
221.577 27.4218
221.645 34.3006
221.712 44.0962
221.779 58.7197
221.847 81.8741
221.880 98.8595
221.914 121.563
221.948 152.750
221.981 196.813
222.015 261.737
222.049 360.583
222.082 517.366
222.116 766.582
222.158 1229.36
222.200 1539.27
222.242 1229.58
222.284 766.650
222.312 553.892
222.339 408.522
222.394 240.773
222.450 155.603
222.505 108.001
222.560 78.9840
222.615 60.1745
222.725 38.1324
222.836 26.2682
222.946 19.1788
223.166 11.5081
223.387 7.66940
223.607 5.48195
223.828 4.11805
224.049 3.21173
224.490 2.11942
224.931 1.51162
225.372 1.13907
225.813 0.894379
226.695 0.603152
227.577 0.443186
229.342 0.282977
231.106 0.209134
232.871 0.170230
236.400 0.136891
241.505 0.137669
244.057 0.157098
246.609 0.199025
249.162 0.291901
250.438 0.383602
251.714 0.547971
252.353 0.684439
252.991 0.890460
253.629 1.22421
254.267 1.82146
254.586 2.31722
254.905 3.06474
255.224 4.27207
255.543 6.41455
255.703 8.17486
255.862 10.7959
255.942 12.6184
256.022 14.9497
256.101 18.0064
256.181 22.1117
256.261 27.8203
256.341 36.0727
256.421 48.6225
256.460 57.4950
256.500 68.9808
256.540 84.2802
256.580 105.189
256.620 134.730
256.660 178.029
256.700 244.926
256.740 353.950
256.779 542.035
256.819 874.342
256.860 1398.54
256.900 1748.83
256.940 1400.18
256.981 875.532
257.017 566.237
257.053 382.036
257.089 270.539
257.125 200.083
257.197 120.771
257.269 80.2737
257.341 57.0769
257.414 42.6324
257.558 26.3969
257.702 17.9910
257.846 13.1070
257.990 10.0290
258.135 7.97348
258.423 5.50955
258.712 4.18654
259.000 3.44893
259.288 3.06848
259.865 3.10239
260.154 3.59179
260.442 4.66870
260.731 7.03482
260.875 9.29496
261.019 13.1363
261.163 20.3745
261.236 26.6159
261.308 36.3083
261.380 52.4160
261.452 81.6361
261.488 105.687
261.524 140.670
261.560 192.992
261.596 270.698
261.648 431.634
261.700 539.098
261.753 431.149
261.805 268.964
261.841 192.629
261.876 141.194
261.911 106.385
261.947 82.4556
262.018 53.1037
262.089 36.8310
262.159 26.9703
262.230 20.5989
262.372 13.1571
262.514 9.15708
262.655 6.76898
262.939 4.17803
263.222 2.87343
263.506 2.12317
264.073 1.33200
264.639 0.940848
265.206 0.716938
266.340 0.481153
267.474 0.365900
268.608 0.302850
270.875 0.249788
273.143 0.254082
275.410 0.327890
276.544 0.428907
277.111 0.522433
277.678 0.682294
278.244 1.00083
278.528 1.30266
278.811 1.83236
279.095 2.91286
279.237 3.94297
279.378 5.73858
279.520 9.30872
279.591 12.5976
279.662 18.0772
279.733 28.2339
279.768 36.8683
279.803 50.1141
279.839 71.8520
279.857 88.1477
279.874 110.310
279.892 141.210
279.910 185.353
279.927 249.553
279.945 342.587
279.973 547.916
280.000 685.196
280.014 644.880
280.028 548.593
280.055 343.099
280.076 234.374
280.098 165.365
280.119 121.078
280.140 91.7479
280.183 57.2513
280.226 38.9388
280.268 28.1426
280.311 21.3138
280.396 13.5020
280.481 9.38879
280.567 6.97277
280.737 4.41025
280.908 3.16475
281.078 2.48218
281.419 1.83819
281.761 1.61467
282.102 1.59233
282.784 1.95525
283.125 2.37197
283.466 3.04728
283.807 4.17691
284.148 6.21883
284.319 7.90826
284.489 10.4316
284.660 14.4412
284.745 17.3928
284.830 21.3582
284.916 26.8717
285.001 34.8395
285.086 46.9481
285.172 66.5692
285.214 81.3148
285.257 101.395
285.299 129.707
285.342 171.224
285.385 235.206
285.427 338.816
285.470 516.457
285.513 828.920
285.556 1326.80
285.600 1658.18
285.644 1326.36
285.688 829.422
285.716 604.889
285.744 449.602
285.799 267.866
285.855 174.410
285.911 121.585
285.967 89.2408
286.023 68.1417
286.135 43.3355
286.247 29.9184
286.359 21.8878
286.582 13.1730
286.806 8.80185
287.029 6.30718
287.253 4.75057
287.477 3.71478
287.924 2.46553
288.371 1.77025
288.819 1.34449
289.266 1.06564
290.160 0.736538
291.055 0.560442
292.844 0.401719
294.633 0.365164
296.422 0.421020
297.317 0.502008
298.211 0.654755
299.106 0.963668
299.553 1.24519
300.000 1.70687
300.279 2.16116
300.557 2.84890
300.835 3.96332
301.114 5.94526
301.253 7.57538
301.392 10.0029
301.532 13.8489
301.601 16.6755
301.671 20.4740
301.740 25.7441
301.810 33.3502
301.880 44.8906
301.914 53.0315
301.949 63.5796
301.984 77.5666
302.019 96.6257
302.054 123.451
302.088 162.697
302.123 222.817
302.158 319.922
302.193 485.388
302.228 774.147
302.264 1239.05
302.300 1547.43
302.336 1236.92
302.373 773.487
302.400 530.937
302.428 375.835
302.456 275.472
302.484 209.010
302.539 130.511
302.595 88.5635
302.650 63.8225
302.706 48.1016
302.817 30.0834
302.928 20.5786
303.039 14.9742
303.150 11.3999
303.260 8.98596
303.482 6.02757
303.704 4.35930
303.926 3.33025
304.148 2.65532
304.592 1.86430
305.036 1.45523
305.924 1.15431
306.812 1.28448
307.256 1.55789
307.699 2.11329
308.143 3.31227
308.365 4.46607
308.587 6.45676
308.809 10.3120
308.920 13.7432
309.031 19.2459
309.142 28.8525
309.198 36.5430
309.253 47.6417
309.309 64.3369
309.364 90.6436
309.420 133.987
309.475 206.379
309.538 330.130
309.600 412.981
309.663 330.721
309.725 206.803
309.767 148.099
309.810 108.417
309.852 81.6430
309.895 63.1917
309.979 40.6096
310.064 28.0861
310.149 20.5158
310.234 15.6217
310.403 9.91715
310.573 6.85799
310.743 5.03352
311.082 3.06077
311.421 2.07259
311.760 1.50761
312.099 1.15374
312.438 0.917145
313.117 0.629065
313.795 0.465975
315.152 0.295624
316.508 0.211568
317.865 0.163169
320.578 0.111369
323.291 0.0850744
326.004 0.0697049
331.431 0.0534892
336.857 0.0465032
342.284 0.0458474
344.997 0.0496384
347.710 0.0629356
349.067 0.0820325
349.745 0.101131
350.423 0.135899
351.101 0.209565
351.441 0.282090
351.780 0.412358
351.949 0.520493
352.119 0.683161
352.289 0.944230
352.458 1.40200
352.628 2.31832
352.712 3.16567
352.797 4.58522
352.882 7.22692
352.924 9.48767
352.967 12.9752
353.009 18.7220
353.052 29.0234
353.094 49.4629
353.115 67.2331
353.136 93.1741
353.152 119.385
353.168 149.146
353.200 186.313
353.232 148.971
353.264 93.1771
353.292 60.3991
353.320 40.8256
353.349 28.9499
353.377 21.4151
353.434 12.9373
353.490 8.60304
353.547 6.11813
353.603 4.56954
353.716 2.82802
353.830 1.92394
353.943 1.39664
354.056 1.06280
354.169 0.838473
354.392 0.567572
354.615 0.414133
354.839 0.318868
355.062 0.255773
355.508 0.180026
355.954 0.138104
356.847 0.0958823
357.739 0.0763332
359.524 0.0599634
361.309 0.0543820
364.880 0.0539481
368.450 0.0617065
372.020 0.0815357
373.805 0.101610
375.590 0.138095
377.375 0.215487
378.267 0.292123
379.160 0.431250
379.606 0.548115
380.053 0.726162
380.499 1.01713
380.945 1.54157
381.168 1.97861
381.391 2.63823
381.614 3.70230
381.838 5.58376
381.949 7.12090
382.061 9.39695
382.172 12.9717
382.284 19.0442
382.340 23.8160
382.395 30.6176
382.451 40.7675
382.507 56.7925
382.535 68.5358
382.563 84.2144
382.591 105.721
382.619 136.159
382.646 180.795
382.674 248.795
382.702 355.969
382.730 525.334
382.765 840.702
382.800 1051.97
382.835 842.470
382.870 526.680
382.897 363.146
382.923 257.654
382.950 189.358
382.976 143.820
383.029 89.9771
383.082 61.1152
383.135 44.0575
383.188 33.2033
383.294 20.7454
383.400 14.1642
383.506 10.2793
383.612 7.79902
383.718 6.12208
383.930 4.06279
384.142 2.89652
384.354 2.17306
384.566 1.69397
384.990 1.11864
385.414 0.800009
385.838 0.605442
386.262 0.478211
387.110 0.327837
387.957 0.246335
389.653 0.167286
391.349 0.134134
393.045 0.120434
396.436 0.123070
399.828 0.162877
401.524 0.208537
403.219 0.294272
404.067 0.367189
404.915 0.478934
405.763 0.662514
406.611 0.995420
407.035 1.27431
407.459 1.69752
407.883 2.38538
408.307 3.61429
408.519 4.62878
408.731 6.14662
408.943 8.56456
409.049 10.3508
409.155 12.7594
409.261 16.1230
409.367 21.0131
409.473 28.5057
409.578 40.7919
409.631 50.1167
409.684 62.9798
409.737 81.3709
409.790 108.839
409.843 152.109
409.896 224.778
409.949 355.602
409.976 459.316
410.002 600.180
410.051 961.161
410.100 1202.88
410.149 963.209
410.198 602.341
410.243 382.179
410.289 254.317
410.334 178.305
410.380 130.800
410.471 78.0850
410.562 51.5387
410.653 36.4349
410.744 27.0888
410.926 16.6276
411.108 11.2277
411.290 8.08879
411.472 6.10618
411.654 4.77580
412.019 3.15595
412.383 2.24614
412.747 1.68474
413.111 1.31448
413.839 0.871992
414.568 0.628109
415.296 0.479880
416.024 0.383374
417.481 0.270206
418.937 0.209870
421.850 0.154037
424.764 0.134686
427.677 0.132444
433.503 0.164088
438.292 0.243521
440.687 0.324345
443.081 0.469644
444.279 0.589642
445.476 0.769065
446.673 1.05468
447.871 1.55028
449.068 2.52546
449.667 3.41164
450.265 4.86855
450.864 7.50538
451.163 9.69729
451.463 12.9811
451.762 18.1790
452.061 26.9609
452.361 42.9160
452.660 73.1874
452.930 117.014
453.200 146.402
453.471 117.255
453.741 73.2766
453.983 47.3515
454.225 31.9310
454.467 22.6067
454.709 16.7080
455.192 10.0864
455.676 6.71005
456.160 4.77801
456.643 3.57593
457.611 2.22625
458.578 1.52887
459.546 1.12416
461.480 0.700467
463.415 0.499133
465.350 0.393006
469.220 0.309471
473.089 0.323978
475.024 0.370283
476.959 0.462388
478.894 0.650701
479.861 0.824707
480.829 1.12001
481.796 1.69953
482.280 2.24018
482.764 3.17664
483.247 5.05730
483.489 6.83070
483.731 9.89250
483.973 15.9159
484.094 21.4030
484.215 30.4686
484.336 47.0333
484.396 60.9445
484.457 81.9631
484.517 115.756
484.577 173.980
484.638 283.357
484.668 373.398
484.698 500.204
484.749 802.365
484.800 1013.40
484.851 819.373
484.902 513.976
484.941 353.483
484.979 250.270
485.018 183.720
485.057 139.512
485.135 87.4721
485.212 59.7408
485.290 43.3909
485.367 33.0371
485.522 21.2078
485.677 15.0205
485.832 11.4219
486.143 7.70937
486.453 6.06124
486.763 5.34918
487.383 5.42184
487.694 6.07555
488.004 7.25978
488.314 9.27303
488.469 10.7790
488.624 12.8077
488.779 15.6170
488.934 19.6550
489.090 25.7577
489.245 35.6333
489.400 53.2259
489.477 67.7229
489.555 89.3044
489.632 123.403
489.710 181.013
489.788 286.605
489.865 490.350
489.933 782.213
490.000 996.605
490.068 819.172
490.135 521.932
490.188 362.673
490.240 262.097
490.293 199.069
490.345 159.008
490.398 133.391
490.450 117.408
490.503 108.401
490.555 105.029
490.607 106.858
490.660 114.284
490.686 120.480
490.712 128.640
490.739 139.215
490.765 152.651
490.791 169.770
490.817 191.411
490.844 219.065
490.870 254.301
490.896 299.774
490.922 358.193
490.949 433.323
490.975 528.604
491.037 828.085
491.100 1003.14
491.131 930.240
491.163 784.153
491.225 491.320
491.294 294.341
491.362 189.397
491.431 130.761
491.500 95.5794
491.637 57.6889
491.774 38.9068
491.911 28.2274
492.048 21.5491
492.322 13.9175
492.596 9.83905
492.871 7.38022
493.419 4.65726
493.967 3.24347
494.516 2.40850
495.613 1.50412
496.710 1.04670
497.806 0.782553
500.000 0.505284
502.141 0.375153
504.283 0.306314
508.565 0.259993
510.706 0.272921
512.848 0.330157
513.918 0.405020
514.454 0.475030
514.989 0.596634
515.524 0.843399
515.792 1.07973
516.059 1.49590
516.327 2.34181
516.461 3.14067
516.595 4.51408
516.729 7.18192
516.796 9.56956
516.862 13.4336
516.929 20.2605
516.963 25.8082
516.996 33.8945
517.030 46.3086
517.063 66.2741
517.097 100.339
517.130 159.455
517.165 254.830
517.200 317.994
517.235 254.096
517.270 158.876
517.293 114.702
517.316 84.6757
517.363 49.9912
517.409 32.3999
517.455 22.5819
517.501 16.5998
517.548 12.7260
517.640 8.19258
517.732 5.75205
517.825 4.29720
518.010 2.72565
518.195 1.94402
518.380 1.50303
518.749 1.05607
519.119 0.853907
519.489 0.754286
520.229 0.688294
521.708 0.777242
523.188 1.07567
523.927 1.34445
524.667 1.75909
525.407 2.43678
526.146 3.64759
526.516 4.64422
526.886 6.12937
527.256 8.48289
527.626 12.5338
527.811 15.7558
527.996 20.4003
528.181 27.4395
528.365 38.8214
528.458 47.3321
528.550 58.9004
528.643 75.1720
528.735 98.8973
528.828 135.172
528.920 193.458
529.013 292.335
529.105 463.534
529.203 741.690
529.300 927.858
529.398 742.936
529.495 464.444
529.565 326.924
529.634 236.013
529.704 175.785
529.773 134.883
529.912 85.5959
530.051 58.6802
530.190 42.5772
530.329 32.2430
530.607 20.2852
530.890 13.8443
531.172 10.0514
531.454 7.63395
531.736 6.00052
532.301 4.00060
532.866 2.87104
533.430 2.17257
533.995 1.71203
535.124 1.16493
536.253 0.869974
537.383 0.699967
539.641 0.552075
541.900 0.575228
543.029 0.668436
544.158 0.871539
545.287 1.33195
545.852 1.79295
546.417 2.62327
546.699 3.31110
546.981 4.34234
547.264 5.98855
547.546 8.85341
547.828 14.5090
547.969 19.6654
548.040 23.3471
548.110 28.1606
548.181 34.6349
548.252 43.6018
548.322 56.4886
548.393 75.8334
548.463 106.626
548.534 159.021
548.569 199.456
548.605 255.140
548.640 332.665
548.675 439.456
548.738 702.881
548.800 878.118
548.863 702.202
548.925 438.889
548.963 325.607
549.001 245.599
549.076 149.456
549.152 98.6152
549.227 69.4086
549.303 51.2857
549.378 39.3780
549.529 25.2563
549.680 17.5565
549.831 12.9224
550.134 7.87046
550.436 5.33036
550.738 3.88022
551.040 2.97822
551.342 2.38200
551.946 1.67659
552.550 1.30570
553.759 1.01684
554.967 1.09802
555.571 1.31348
556.176 1.76678
556.780 2.77454
557.082 3.76930
557.384 5.53331
557.686 9.09305
557.837 12.4066
557.988 17.9844
558.064 22.3276
558.139 28.4521
558.215 37.4748
558.290 51.5021
558.328 61.6112
558.366 74.9112
558.404 92.8257
558.441 117.526
558.479 152.769
558.517 204.278
558.555 281.767
558.592 397.643
558.646 636.097
558.700 793.170
558.727 745.312
558.754 632.901
558.808 395.484
558.869 227.972
558.931 141.503
558.993 94.6287
559.054 67.1801
559.116 49.9587
559.177 38.5255
559.300 24.8560
559.424 17.3346
559.547 12.7775
559.793 7.78208
560.040 5.25074
560.286 3.79562
560.532 2.88246
560.778 2.27175
561.271 1.53013
561.764 1.11317
562.256 0.854745
562.749 0.683063
563.734 0.475012
564.720 0.357440
566.690 0.234272
568.661 0.173067
570.632 0.137714
574.573 0.100782
578.514 0.0859363
