As-75(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
4148.00 59.0023
4148.19 47.1322
4148.38 29.4752
4148.57 18.1152
4148.75 11.7926
4148.94 8.12969
4149.13 5.90375
4149.32 4.45663
4149.51 3.47974
4149.89 2.28123
4150.26 1.60825
4150.64 1.19469
4151.39 0.735783
4152.15 0.500286
4152.90 0.364130
4153.65 0.278244
4154.41 0.220771
4155.91 0.150870
4157.42 0.111688
4160.44 0.0715997
4163.45 0.0525563
4166.46 0.0420659
4172.49 0.0315762
4184.55 0.0244727
4196.61 0.0230098
4208.67 0.0241107
4220.72 0.0280907
4226.75 0.0321633
4232.78 0.0396407
4235.79 0.0463669
4238.81 0.0586120
4240.32 0.0703916
4241.82 0.0951948
4242.58 0.123345
4243.33 0.191094
4243.71 0.272930
4244.08 0.467485
4244.27 0.687334
4244.46 1.14480
4244.55 1.58254
4244.65 2.32982
4244.74 3.70806
4244.84 6.37577
4244.92 10.1365
4245.00 12.6375
4245.08 10.1380
4245.16 6.37894
4245.25 3.94185
4245.33 2.59703
4245.41 1.82119
4245.49 1.34686
4245.66 0.832244
4245.82 0.578551
4246.15 0.350882
4246.48 0.257576
4247.13 0.189484
4247.79 0.173054
4249.10 0.190817
4250.42 0.254664
4251.73 0.397915
4252.39 0.536174
4253.04 0.775204
4253.70 1.24245
4254.03 1.66210
4254.36 2.34384
4254.68 3.55992
4254.85 4.54991
4255.01 6.00549
4255.18 8.25027
4255.34 11.9098
4255.50 18.2263
4255.67 29.4328
4255.83 47.0837
4256.00 58.8575
4256.17 47.0807
4256.33 29.4300
4256.46 20.1695
4256.59 14.2474
4256.72 10.4411
4256.84 7.91744
4257.10 4.95049
4257.36 3.36885
4257.61 2.43750
4257.87 1.84643
4258.38 1.16994
4258.89 0.813762
4259.40 0.604208
4260.43 0.381220
4261.45 0.272253
4262.48 0.211882
4264.52 0.153253
4266.57 0.130242
4268.62 0.123494
4272.71 0.139005
4276.81 0.198085
4278.86 0.259474
4280.91 0.368287
4282.95 0.584883
4283.98 0.782770
4285.00 1.10894
4285.51 1.35765
4286.02 1.70219
4286.54 2.19744
4287.05 2.94233
4287.56 4.12712
4288.07 6.14414
4288.33 7.70149
4288.58 9.84719
4288.84 12.8360
4289.10 16.9505
4289.55 27.1096
4290.00 33.8590
4290.45 27.0793
4290.91 16.9445
4291.41 9.86284
4291.92 6.16762
4292.43 4.14928
4292.94 2.96147
4293.45 2.21374
4293.96 1.71619
4294.98 1.11978
4296.00 0.791526
4297.01 0.592648
4299.05 0.375106
4301.09 0.265833
4303.12 0.204001
4307.19 0.142148
4311.26 0.116149
4315.34 0.106436
4323.48 0.114724
4331.62 0.161167
4335.69 0.210986
4339.76 0.299760
4343.84 0.475950
4345.87 0.635889
4347.91 0.897527
4348.93 1.09531
4349.94 1.36715
4350.96 1.75395
4351.98 2.32790
4353.00 3.22401
4354.02 4.70994
4355.03 7.33625
4355.54 9.38289
4356.05 12.1309
4357.03 19.3623
4358.00 24.1656
4358.98 19.3131
4359.96 12.0611
4360.58 8.83711
4361.20 6.59786
4362.43 3.95926
4363.67 2.59627
4364.90 1.82444
4366.14 1.35233
4367.38 1.04587
4369.85 0.693305
4372.32 0.523275
4374.79 0.481329
4376.03 0.541098
4376.65 0.620785
4377.26 0.774835
4377.88 1.09742
4378.19 1.39903
4378.50 1.90292
4378.81 2.82873
4378.96 3.61073
4379.12 4.78675
4379.27 6.68471
4379.43 9.92828
4379.58 15.9574
4379.74 27.7462
4379.87 44.2943
4380.00 55.1988
4380.13 44.1550
4380.27 27.7348
4380.39 17.6016
4380.51 11.7696
4380.64 8.30519
4380.76 6.14066
4381.01 3.74001
4381.26 2.52807
4381.51 1.83784
4381.75 1.40901
4382.25 0.926404
4382.75 0.674663
4383.24 0.526090
4384.23 0.364727
4385.23 0.281498
4386.22 0.231626
4388.20 0.174723
4392.17 0.121721
4396.14 0.0953682
4404.08 0.0684556
4412.02 0.0555856
4419.96 0.0498585
4427.89 0.0511328
4431.86 0.0575084
4435.83 0.0779407
4437.82 0.106485
4439.80 0.184764
4440.79 0.288353
4441.29 0.387159
4441.79 0.558586
4442.28 0.895471
4442.53 1.20100
4442.78 1.70208
4443.03 2.60498
4443.15 3.35221
4443.27 4.46646
4443.40 6.21797
4443.52 9.15047
4443.65 14.4064
4443.77 24.1988
4443.89 38.7856
4444.00 48.4079
4444.12 38.6510
4444.23 24.1989
4444.34 15.5423
4444.44 10.4741
4444.54 7.41624
4444.65 5.48367
4444.86 3.30993
4445.07 2.20910
4445.27 1.57658
4445.48 1.18506
4445.90 0.744735
4446.32 0.516117
4446.73 0.383221
4447.56 0.242470
4448.40 0.173647
4449.23 0.135057
4450.90 0.0958538
4454.23 0.0682152
4457.56 0.0604135
4460.89 0.0600448
4464.22 0.0669837
4465.89 0.0772152
4467.56 0.104785
4468.39 0.141282
4469.22 0.239126
4469.64 0.366808
4470.06 0.694135
4470.26 1.09725
4470.37 1.45608
4470.47 2.03504
4470.58 3.05328
4470.68 5.07201
4470.73 6.89266
4470.78 9.80683
4470.84 14.7135
4470.89 23.3259
4470.94 37.1852
4471.00 46.6061
4471.06 37.1847
4471.11 23.3255
4471.18 13.2264
4471.24 8.17037
4471.31 5.42472
4471.37 3.85728
4471.50 2.21983
4471.63 1.44898
4471.90 0.766670
4472.16 0.487203
4472.68 0.265165
4473.20 0.181427
4474.25 0.119398
4475.29 0.0981770
4477.38 0.0859926
4479.47 0.0862524
4483.66 0.106187
4485.75 0.154674
4486.27 0.195365
4486.79 0.294778
4487.05 0.412869
4487.31 0.677907
4487.45 0.956036
4487.58 1.47805
4487.71 2.61818
4487.77 3.69477
4487.84 5.40007
4487.92 8.58117
4488.00 10.7046
4488.08 8.58193
4488.16 5.40171
4488.22 3.95671
4488.27 2.96179
4488.38 1.80968
4488.48 1.21377
4488.59 0.881246
4488.80 0.544116
4489.01 0.388639
4489.43 0.256017
4489.85 0.203912
4490.70 0.166822
4491.54 0.157321
4494.92 0.176412
4498.29 0.230051
4501.67 0.326692
4505.04 0.515327
4506.73 0.683803
4508.42 0.955303
4510.11 1.43180
4510.95 1.81570
4511.80 2.37324
4512.64 3.21905
4513.48 4.56712
4514.33 6.82246
4515.17 10.6617
4516.09 17.0114
4517.00 21.2289
4517.92 16.9668
4518.84 10.5973
4519.78 6.46461
4520.72 4.18339
4521.66 2.88031
4522.59 2.09055
4523.53 1.58203
4524.47 1.23872
4526.35 0.820817
4528.22 0.587540
4530.10 0.445259
4533.85 0.289672
4537.61 0.213051
4541.36 0.172322
4548.87 0.143046
4556.38 0.160866
4560.13 0.193711
4563.88 0.259249
4567.64 0.399393
4569.51 0.533483
4571.39 0.763803
4573.27 1.20736
4574.20 1.59969
4575.14 2.22588
4576.08 3.31062
4576.55 4.17108
4577.02 5.40293
4577.49 7.23650
4577.96 10.0852
4578.43 14.6913
4578.90 22.2279
4579.45 35.5501
4580.00 44.4049
4580.55 35.5139
4581.11 22.2173
4581.46 16.1792
4581.82 12.0239
4582.53 7.16322
4583.24 4.67040
4583.95 3.26378
4584.66 2.40257
4585.37 1.84217
4586.79 1.18377
4588.21 0.827959
4589.63 0.615075
4592.47 0.384269
4595.31 0.268919
4598.15 0.203472
4603.83 0.136815
4609.51 0.106818
4615.20 0.0928696
4626.56 0.0895719
4637.92 0.114102
4643.60 0.143789
4649.28 0.198719
4654.97 0.311491
4657.81 0.416982
4660.65 0.595015
4662.07 0.733752
4663.49 0.929732
4664.91 1.21914
4666.33 1.66977
4667.75 2.42347
4668.46 3.00134
4669.17 3.80242
4669.88 4.94634
4670.59 6.63020
4671.30 9.17047
4672.01 13.0031
4673.01 20.7531
4674.00 25.9012
4675.00 20.7009
4676.00 12.9283
4676.66 9.32179
4677.33 6.86616
4678.66 4.04135
4679.98 2.61712
4681.31 1.82240
4682.64 1.34011
4683.97 1.02757
4686.62 0.662716
4689.28 0.467207
4691.94 0.351102
4697.25 0.227307
4702.56 0.168018
4707.87 0.137401
4718.50 0.117832
4729.12 0.137348
4734.43 0.167853
4739.74 0.226848
4745.06 0.349826
4747.71 0.465009
4750.37 0.658741
4751.70 0.808812
4753.02 1.01976
4754.35 1.32863
4755.68 1.80469
4757.01 2.58796
4757.67 3.17973
4758.34 3.98861
4759.00 5.12347
4759.66 6.75726
4760.33 9.15558
4760.99 12.6598
4762.00 20.2324
4763.00 25.2756
4764.01 20.2230
4765.01 12.6519
4766.00 7.86840
4766.98 5.16348
4767.97 3.59014
4768.95 2.62473
4769.94 1.99833
4770.92 1.57392
4772.89 1.06014
4774.86 0.788602
4776.83 0.673802
4777.82 0.697411
4778.81 0.877137
4779.30 1.14622
4779.54 1.40067
4779.79 1.82621
4780.04 2.60822
4780.28 4.23495
4780.41 5.77844
4780.53 8.38155
4780.65 13.0918
4780.78 21.9758
4780.89 35.0560
4781.00 43.6900
4781.11 34.9235
4781.23 21.9592
4781.30 16.0249
4781.37 11.9458
4781.52 7.19881
4781.66 4.77574
4781.81 3.41869
4781.95 2.58217
4782.10 2.03665
4782.39 1.39548
4782.68 1.04497
4782.97 0.833160
4783.56 0.597221
4784.14 0.473220
4784.72 0.397966
4785.89 0.311090
4788.22 0.228076
4790.55 0.184711
4795.22 0.136483
4799.88 0.109555
4809.20 0.0816966
4818.53 0.0700427
4827.86 0.0674301
4837.18 0.0729693
4846.51 0.0923919
4851.17 0.120590
4852.34 0.137946
4853.50 0.176213
4854.09 0.221348
4854.67 0.331669
4854.96 0.463587
4855.25 0.764832
4855.40 1.08784
4855.54 1.71184
4855.69 3.14066
4855.76 4.57455
4855.83 6.92234
4855.92 11.0036
4856.00 13.7273
4856.08 11.0047
4856.17 6.92478
4856.22 5.06057
4856.27 3.79971
4856.38 2.31140
4856.49 1.55010
4856.59 1.12151
4856.81 0.689999
4857.02 0.491904
4857.45 0.322613
4857.88 0.256510
4858.73 0.210645
4859.58 0.200711
4863.00 0.244830
4864.71 0.297855
4866.42 0.386361
4867.27 0.458428
4868.13 0.579109
4868.55 0.688574
4868.98 0.904718
4869.19 1.12747
4869.41 1.57746
4869.51 2.01200
4869.62 2.77268
4869.73 4.24622
4869.78 5.48967
4869.83 7.28418
4869.92 11.2709
4870.00 13.9394
4870.08 11.3001
4870.17 7.34271
4870.26 4.64321
4870.35 3.23400
4870.44 2.45977
4870.53 2.00690
4870.71 1.54742
4870.89 1.34990
4871.25 1.23585
4871.61 1.26785
4872.33 1.52433
4873.05 2.00290
4873.77 2.82517
4874.13 3.45320
4874.49 4.31654
4874.85 5.53834
4875.21 7.30361
4875.57 9.91262
4875.93 13.7600
4876.47 21.9410
4877.00 27.3931
4877.54 21.9394
4878.07 13.7624
4878.53 9.12729
4878.98 6.29852
4879.44 4.55172
4879.89 3.42929
4880.80 2.15252
4881.71 1.49562
4882.62 1.12022
4883.53 0.889341
4885.35 0.640569
4887.17 0.528598
4888.99 0.484157
4892.63 0.515174
4896.27 0.705033
4898.09 0.901355
4899.91 1.23277
4900.82 1.48562
4901.73 1.83388
4902.64 2.32899
4903.55 3.06097
4904.46 4.19593
4905.37 6.05738
4906.28 9.29395
4906.74 11.7784
4907.19 15.0838
4908.10 24.0542
4909.00 30.0122
4909.91 23.9874
4910.82 14.9843
4911.49 10.4685
4912.15 7.51725
4912.81 5.58060
4913.48 4.27507
4914.81 2.71264
4916.13 1.86610
4917.46 1.36145
4918.79 1.03873
4921.45 0.666098
4924.10 0.468050
4926.76 0.350835
4932.07 0.225474
4937.39 0.164391
4942.70 0.131389
4953.33 0.103783
4963.95 0.104343
4974.58 0.133388
4979.89 0.167574
4985.20 0.230996
4987.86 0.284365
4990.52 0.367681
4993.17 0.534565
4993.84 0.625079
4994.50 0.805416
4994.83 0.998974
4995.17 1.42487
4995.33 1.87789
4995.50 2.77489
4995.58 3.58953
4995.66 4.90758
4995.75 7.16354
4995.83 11.1269
4995.92 17.4007
4996.00 21.5755
4996.09 17.4162
4996.17 11.1583
4996.25 7.17512
4996.34 4.92994
4996.42 3.63169
4996.51 2.84586
4996.67 1.98905
4996.84 1.57241
4997.17 1.21469
4997.51 1.08944
4998.85 1.11299
5000.18 1.38229
5001.52 1.84015
5002.19 2.17102
5002.86 2.60247
5003.53 3.17526
5004.20 3.95051
5004.86 5.02737
5005.53 6.55512
5006.20 8.75739
5006.87 11.9104
5007.94 19.0015
5009.00 23.7128
5010.07 18.9560
5011.14 11.8452
5012.29 7.04157
5013.45 4.47315
5014.60 3.04426
5015.76 2.19338
5016.91 1.65272
5018.06 1.29106
5020.37 0.856349
5022.68 0.617765
5024.99 0.475604
5029.60 0.331096
5034.22 0.286258
5036.52 0.295521
5038.83 0.337131
5041.14 0.443827
5042.29 0.549480
5043.45 0.729800
5044.60 1.06693
5045.18 1.35384
5045.75 1.79225
5046.33 2.50357
5046.91 3.74791
5047.48 6.12379
5047.77 8.10899
5048.06 10.9333
5048.53 17.4240
5049.00 21.7489
5049.47 17.4182
5049.94 10.9258
5050.25 7.93065
5050.56 5.88610
5051.17 3.51632
5051.79 2.31220
5052.41 1.63677
5053.02 1.22532
5053.64 0.957896
5054.87 0.644741
5056.10 0.476337
5057.33 0.376373
5059.80 0.270506
5062.26 0.221750
5064.73 0.199809
5069.66 0.201263
5074.58 0.260835
5077.05 0.328394
5079.51 0.448776
5081.98 0.682477
5083.21 0.887865
5084.44 1.21172
5085.67 1.76060
5086.91 2.78477
5087.52 3.65037
5088.14 4.94719
5088.75 6.94703
5089.37 10.0403
5090.19 16.0096
5091.00 19.9737
5091.82 15.9629
5092.64 9.97024
5093.17 7.27308
5093.69 5.41058
5094.74 3.23085
5095.79 2.11199
5096.84 1.48009
5097.89 1.09327
5098.94 0.840862
5101.04 0.543815
5103.14 0.382880
5105.24 0.286125
5109.44 0.180471
5113.64 0.126885
5117.84 0.0958576
5126.24 0.0629017
5134.64 0.0465263
5143.04 0.0373377
5151.44 0.0328461
5155.64 0.0359027
5157.74 0.0535998
5158.79 0.115143
5159.31 0.289905
5159.58 0.660173
5159.71 1.19086
5159.84 2.52333
5159.92 4.01537
5160.00 5.01810
5160.08 4.01526
5160.16 2.52316
5160.26 1.43274
5160.35 0.887398
5160.55 0.427629
5160.93 0.172791
5161.70 0.0715713
5163.24 0.0391064
5166.33 0.0296885
5172.49 0.0288446
5175.58 0.0323733
5178.66 0.0442442
5180.20 0.0611156
5181.74 0.107767
5182.51 0.169722
5183.28 0.331629
5183.67 0.534503
5184.05 1.02044
5184.25 1.56768
5184.44 2.69348
5184.54 3.76872
5184.63 5.55937
5184.73 8.78097
5184.82 14.8106
5184.91 23.7135
5185.00 29.5496
5185.09 23.6064
5185.18 14.8100
5185.25 10.1154
5185.32 7.12463
5185.38 5.20916
5185.45 3.94276
5185.59 2.45831
5185.73 1.66923
5186.01 0.911365
5186.28 0.575087
5186.83 0.293729
5187.39 0.182289
5188.49 0.0960509
5189.59 0.0639948
5191.80 0.0404251
5194.01 0.0326730
5198.42 0.0353075
5200.63 0.0683835
5201.18 0.100946
5201.73 0.184401
5202.01 0.285479
5202.28 0.517073
5202.42 0.762803
5202.56 1.23580
5202.70 2.28916
5202.77 3.31991
5202.84 4.99174
5202.92 7.97720
5203.00 9.96039
5203.08 7.97700
5203.16 4.98841
5203.26 2.80884
5203.36 1.72446
5203.56 0.812124
5203.76 0.468641
5203.95 0.307304
5204.34 0.165515
5204.74 0.107202
5206.31 0.0430689
5207.88 0.0294832
5209.45 0.0243352
5212.60 0.0202586
5215.74 0.0185731
5228.32 0.0163568
5253.47 0.0160560
5266.05 0.0170918
5278.62 0.0198927
5284.91 0.0232163
5291.20 0.0313654
5294.34 0.0416508
5295.91 0.0514669
5297.49 0.0688380
5299.06 0.104675
5300.63 0.200371
5301.42 0.324408
5301.81 0.441159
5302.20 0.640807
5302.60 1.02460
5302.79 1.36572
5302.99 1.90865
5303.19 2.85668
5303.38 4.68920
5303.48 6.32448
5303.58 8.86035
5303.68 12.9949
5303.77 19.8265
5303.89 31.6740
5304.00 39.5582
5304.11 31.6732
5304.23 19.8258
5304.31 13.9507
5304.39 10.1047
5304.47 7.52206
5304.55 5.78890
5304.71 3.68340
5304.87 2.53834
5305.03 1.84778
5305.19 1.40694
5305.51 0.894414
5305.83 0.621422
5306.15 0.459493
5306.80 0.285625
5307.44 0.199489
5308.08 0.151096
5309.36 0.102253
5310.65 0.0805042
5311.93 0.0704507
5314.50 0.0677876
5317.07 0.0843672
5318.35 0.104830
5319.64 0.143517
5320.92 0.225895
5321.57 0.306003
5322.21 0.447330
5322.85 0.731861
5323.17 0.996536
5323.49 1.44268
5323.81 2.28071
5323.97 3.00766
5324.13 4.13332
5324.29 6.02717
5324.37 7.47198
5324.45 9.47348
5324.54 12.3723
5324.62 16.5938
5324.70 22.9597
5324.78 32.5628
5324.83 41.8059
5324.89 52.1761
5325.00 65.0967
5325.06 61.1720
5325.11 51.9893
5325.23 32.5610
5325.35 19.0539
5325.48 11.9510
5325.60 8.04881
5325.73 5.74313
5325.85 4.28748
5325.98 3.31673
5326.23 2.15030
5326.48 1.50648
5326.73 1.11536
5327.23 0.685558
5327.73 0.467571
5328.23 0.342216
5329.23 0.211208
5330.23 0.147836
5331.23 0.112544
5333.23 0.0769272
5335.23 0.0605516
5337.23 0.0520494
5341.22 0.0449760
5349.22 0.0457518
5357.22 0.0573674
5365.22 0.0852032
5369.22 0.112431
5373.22 0.159946
5377.22 0.253739
5379.22 0.339124
5381.22 0.479661
5383.22 0.734657
5384.22 0.947162
5385.22 1.26629
5386.22 1.77282
5387.22 2.63262
5387.72 3.29459
5388.22 4.20428
5388.72 5.46750
5389.22 7.20417
5390.11 11.4953
5391.00 14.3457
5391.90 11.4652
5392.79 7.16009
5393.69 4.38823
5394.60 2.84892
5395.50 1.96616
5396.40 1.42858
5397.31 1.08154
5398.21 0.846778
5400.02 0.560327
5401.82 0.399907
5403.63 0.301740
5407.24 0.193467
5410.86 0.138994
5414.47 0.108577
5421.69 0.0806011
5428.92 0.0761308
5432.53 0.0824028
5436.15 0.0987415
5439.76 0.137718
5441.57 0.177279
5443.37 0.248766
5445.18 0.397092
5446.08 0.539088
5446.98 0.786105
5447.89 1.27334
5448.34 1.71755
5448.79 2.44751
5449.24 3.77429
5449.47 4.88023
5449.69 6.53213
5449.92 9.16285
5450.15 13.6266
5450.26 17.0619
5450.37 21.7814
5450.48 28.3329
5450.60 37.2668
5450.80 59.6160
5451.00 74.5196
5451.20 59.6119
5451.40 37.2628
5451.56 25.7607
5451.71 18.3616
5451.86 13.5214
5452.01 10.3061
5452.31 6.47756
5452.62 4.41911
5452.92 3.20016
5453.22 2.42350
5453.83 1.53109
5454.43 1.05932
5455.04 0.780900
5456.25 0.483691
5457.46 0.337587
5458.67 0.256454
5461.10 0.178859
5463.52 0.156602
5465.94 0.186367
5467.16 0.248981
5467.76 0.313716
5468.37 0.430237
5468.97 0.668199
5469.28 0.890880
5469.58 1.26749
5469.88 1.97721
5470.03 2.59461
5470.19 3.55254
5470.34 5.16986
5470.49 8.12510
5470.56 10.6042
5470.64 14.2163
5470.72 19.7627
5470.79 28.0611
5470.84 35.9921
5470.90 44.8861
5471.00 56.1147
5471.05 52.7509
5471.11 44.8844
5471.21 28.0587
5471.28 19.9403
5471.36 14.5105
5471.43 10.8808
5471.50 8.42599
5471.65 5.39695
5471.79 3.73964
5471.94 2.73493
5472.08 2.09183
5472.37 1.34127
5472.67 0.939904
5472.96 0.700996
5473.54 0.443436
5474.12 0.314504
5474.70 0.241085
5475.86 0.164728
5477.03 0.128081
5478.19 0.108074
5480.52 0.0900540
5482.84 0.0880848
5485.17 0.106388
5486.33 0.136981
5487.49 0.222937
5488.08 0.335717
5488.66 0.622105
5488.95 0.967150
5489.24 1.75153
5489.39 2.58001
5489.53 4.14590
5489.60 5.50673
5489.68 7.55697
5489.75 10.8458
5489.82 16.0127
5489.87 20.4674
5489.91 25.5515
5490.00 31.8962
5490.09 25.5509
5490.18 16.0119
5490.27 9.73420
5490.37 6.30751
5490.46 4.33297
5490.55 3.14928
5490.74 1.86558
5490.92 1.23780
5491.29 0.667963
5491.66 0.428741
5492.40 0.235419
5493.14 0.161057
5494.61 0.104754
5496.09 0.0844364
5499.05 0.0708003
5502.00 0.0683539
5507.92 0.0828132
5509.39 0.0979882
5510.87 0.138061
5511.61 0.190091
5512.35 0.324812
5512.72 0.492447
5513.09 0.891742
5513.27 1.33901
5513.46 2.25286
5513.55 3.11994
5513.64 4.55254
5513.73 7.10282
5513.83 11.8329
5513.91 18.8763
5514.00 23.5927
5514.09 18.8762
5514.17 11.8329
5514.24 8.06939
5514.31 5.66399
5514.38 4.13614
5514.45 3.13261
5514.59 1.96420
5514.73 1.34723
5515.00 0.758050
5515.28 0.498046
5515.83 0.281688
5516.38 0.196722
5517.49 0.132168
5518.59 0.109381
5520.80 0.0953474
5523.01 0.0940133
5527.42 0.107624
5529.63 0.141930
5530.73 0.242361
5531.01 0.327670
5531.29 0.522107
5531.56 1.12478
5531.70 2.00957
5531.77 2.87708
5531.84 4.27617
5531.92 6.76900
5532.00 8.44135
5532.08 6.76945
5532.16 4.27716
5532.23 2.95965
5532.29 2.11244
5532.42 1.21383
5532.67 0.575882
5532.93 0.363757
5533.18 0.270142
5534.21 0.163609
5536.25 0.139335
5540.33 0.153125
5544.41 0.183399
5548.49 0.229188
5550.53 0.260501
5552.58 0.299945
5554.62 0.350735
5556.66 0.418114
5558.70 0.511744
5560.74 0.654763
5561.76 0.767148
5562.78 0.958717
5563.29 1.14210
5563.80 1.52754
5564.06 1.94528
5564.31 2.83259
5564.44 3.72384
5564.57 5.32851
5564.69 8.62863
5564.76 11.5932
5564.82 15.9843
5564.91 25.0277
5565.00 30.9684
5565.09 24.9478
5565.14 20.1447
5565.18 16.0388
5565.25 11.3353
5565.32 8.36387
5565.45 5.17098
5565.59 3.66622
5565.73 2.87878
5566.00 2.14241
5566.27 1.84682
5566.82 1.67317
5567.36 1.69575
5568.45 1.95587
5569.54 2.40661
5570.63 3.07936
5571.72 4.07951
5572.81 5.58800
5573.90 7.85594
5575.45 12.5090
5577.00 15.6094
5578.55 12.5111
5580.10 7.86867
5581.04 5.86518
5581.98 4.45486
5583.87 2.76910
5585.75 1.89095
5587.64 1.39796
5589.52 1.10552
5591.40 0.928623
5595.17 0.775372
5598.94 0.808579
5602.71 1.06690
5604.59 1.35069
5606.47 1.83886
5608.36 2.70780
5610.24 4.27830
5612.12 6.73586
5614.00 8.36904
5615.88 6.70966
5617.76 4.23099
5619.16 2.96184
5620.57 2.13747
5621.97 1.59931
5623.37 1.23824
5626.18 0.807352
5628.99 0.573804
5631.80 0.434492
5634.60 0.345250
5640.22 0.242681
5645.83 0.189745
5651.44 0.161076
5662.67 0.142367
5673.90 0.162215
5679.51 0.191826
5685.13 0.246095
5690.74 0.349938
5693.55 0.438766
5696.35 0.574690
5699.16 0.795680
5701.97 1.18419
5703.37 1.49420
5704.77 1.93414
5706.18 2.56972
5707.58 3.48444
5709.79 5.52296
5712.00 6.88612
5714.21 5.55041
5716.42 3.54816
5718.62 2.28759
5720.82 1.61161
5723.02 1.26940
5725.23 1.13915
5727.43 1.20075
5729.63 1.55929
5730.73 1.96335
5731.28 2.26973
5731.83 2.68270
5732.38 3.24819
5732.93 4.03001
5733.48 5.12081
5734.03 6.62835
5734.52 8.38274
5735.02 10.3853
5736.00 12.8851
5736.49 12.1363
5736.99 10.3556
5737.97 6.57295
5738.63 4.80024
5739.29 3.59572
5740.61 2.21490
5741.93 1.52381
5743.25 1.14469
5745.89 0.791549
5748.53 0.689803
5751.17 0.764371
5752.49 0.896725
5753.81 1.15232
5755.13 1.66502
5755.79 2.11932
5756.45 2.83390
5757.11 4.03988
5757.77 6.26438
5758.10 8.12018
5758.43 10.8646
5758.76 15.0275
5759.09 21.3238
5759.54 34.0231
5760.00 42.4603
5760.46 33.9791
5760.92 21.3013
5761.35 13.4644
5761.79 8.94905
5762.22 6.28694
5762.65 4.63582
5763.52 2.80900
5764.39 1.89188
5765.26 1.37040
5766.13 1.04766
5767.87 0.687138
5769.61 0.506215
5771.35 0.421354
5772.22 0.418893
5773.09 0.485635
5773.52 0.597661
5773.96 0.893273
5774.17 1.24439
5774.39 2.00044
5774.50 2.74939
5774.61 4.05302
5774.72 6.58310
5774.77 8.69726
5774.83 11.7722
5774.91 18.6943
5775.00 23.2940
5775.09 18.6899
5775.17 11.7637
5775.27 6.90554
5775.37 4.37906
5775.47 3.00492
5775.57 2.19810
5775.77 1.35282
5775.97 0.946918
5776.36 0.584373
5776.76 0.430427
5777.55 0.300520
5778.34 0.244595
5779.92 0.191781
5781.51 0.164035
5787.84 0.112063
5794.17 0.0884263
5800.51 0.0751337
5813.17 0.0639920
5819.51 0.0659119
5822.67 0.0769997
5824.25 0.113959
5825.05 0.228577
5825.44 0.519742
5825.64 1.05010
5825.74 1.69119
5825.84 2.97855
5825.92 4.73181
5826.00 5.89321
5826.08 4.73187
5826.16 2.97873
5826.24 1.94855
5826.31 1.33285
5826.45 0.729055
5826.74 0.330785
5827.33 0.152483
5828.49 0.0923339
5830.82 0.0773983
5835.47 0.0822346
5840.12 0.0984272
5844.78 0.129708
5849.43 0.194698
5851.76 0.255796
5854.08 0.359206
5856.41 0.554228
5857.57 0.723289
5858.74 0.987078
5859.32 1.17785
5859.90 1.42968
5860.48 1.77031
5861.06 2.24292
5861.65 2.92125
5862.23 3.92229
5862.81 5.44341
5863.39 7.74935
5864.20 12.3802
5865.00 15.4653
5865.40 14.5538
5865.81 12.3760
5866.61 7.74515
5867.22 5.33841
5867.84 3.79002
5868.45 2.78973
5869.06 2.12385
5870.29 1.33780
5871.51 0.917095
5872.74 0.668711
5873.97 0.510780
5876.42 0.329690
5878.87 0.234175
5881.32 0.177928
5886.23 0.118130
5891.13 0.0891568
5896.03 0.0736977
5900.94 0.0664848
5903.39 0.0699531
5904.61 0.0902978
5905.23 0.153290
5905.53 0.298303
5905.69 0.527507
5905.84 1.19102
5906.00 2.32241
5906.16 1.19081
5906.31 0.546581
5906.45 0.312067
5906.74 0.159518
5907.33 0.0914491
5908.49 0.0679051
5910.83 0.0611315
5915.49 0.0638454
5917.82 0.0715095
5920.16 0.0938449
5921.32 0.124047
5922.49 0.205149
5923.07 0.310075
5923.65 0.575858
5923.95 0.895791
5924.24 1.61931
5924.38 2.38149
5924.53 3.83218
5924.60 5.08488
5924.67 7.00246
5924.75 10.0431
5924.82 14.8609
5924.91 23.7704
5925.00 29.6659
5925.09 23.7700
5925.18 14.8605
5925.25 10.2548
5925.32 7.27001
5925.39 5.34502
5925.46 4.06544
5925.59 2.55734
5925.73 1.75586
5926.01 0.977769
5926.28 0.630781
5926.83 0.339215
5927.38 0.223836
5928.48 0.134641
5929.58 0.101792
5931.79 0.0783380
5933.99 0.0710814
5942.80 0.0726227
5951.60 0.0894800
5960.41 0.122784
5969.22 0.191334
5973.62 0.255050
5978.03 0.361742
5982.43 0.559889
5984.63 0.729006
5986.83 0.989170
5989.04 1.41624
5991.24 2.17754
5992.34 2.79252
5993.44 3.67542
5994.54 4.96703
5995.64 6.84820
5997.32 10.9329
5999.00 13.6483
6000.69 10.9131
6002.37 6.82225
6003.59 4.78780
6004.80 3.44937
6006.02 2.56766
6007.24 1.97204
6009.67 1.25765
6012.10 0.870264
6014.54 0.641032
6016.97 0.498733
6019.40 0.424915
6020.62 0.473088
6020.92 0.540136
6021.23 0.707921
6021.53 1.26753
6021.68 2.14328
6021.76 3.04774
6021.84 4.61750
6021.92 7.19503
6022.00 8.90662
6022.08 7.19112
6022.16 4.60714
6022.23 3.16372
6022.30 2.27160
6022.44 1.35843
6022.72 0.731448
6022.99 0.525549
6023.27 0.432615
6023.82 0.349877
