As-75(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
2329.51 1.83933
2329.59 2.53864
2329.68 3.66935
2329.76 5.62480
2329.84 9.10133
2329.92 14.5770
2330.00 18.1627
2330.08 14.5054
2330.16 9.10073
2330.23 6.05740
2330.30 4.18012
2330.37 3.01029
2330.43 2.26206
2330.57 1.38841
2330.71 0.936262
2330.84 0.671726
2330.98 0.506694
2331.25 0.319130
2331.79 0.163037
2332.33 0.101868
2333.41 0.0548708
2334.49 0.0376433
2336.66 0.0253428
2338.82 0.0215482
2343.16 0.0207740
2347.49 0.0243323
2351.82 0.0338420
2353.98 0.0436136
2356.15 0.0614973
2357.23 0.0765555
2358.31 0.0994726
2359.39 0.136917
2360.48 0.204203
2361.02 0.260215
2361.56 0.344421
2362.10 0.479735
2362.64 0.717630
2362.91 0.911191
2363.18 1.19636
2363.45 1.64115
2363.72 2.38651
2364.00 3.78765
2364.13 4.99048
2364.27 6.85703
2364.40 9.98899
2364.54 15.6478
2364.60 20.3482
2364.67 27.1161
2364.74 37.3905
2364.81 52.5127
2364.86 67.3591
2364.90 83.9598
2365.00 104.901
2365.10 83.9553
2365.19 52.5077
2365.31 29.5710
2365.43 18.0569
2365.54 11.9438
2365.66 8.41466
2365.77 6.22247
2365.89 4.77762
2366.12 3.06694
2366.35 2.12819
2366.58 1.56427
2367.05 0.946817
2367.51 0.635467
2367.97 0.457066
2368.44 0.345507
2368.90 0.271166
2369.83 0.181339
2370.75 0.131361
2371.68 0.100737
2372.60 0.0806648
2374.46 0.0569311
2376.31 0.0441619
2380.01 0.0323412
2383.72 0.0291422
2387.42 0.0337496
2389.28 0.0432178
2391.13 0.0710457
2392.06 0.108823
2392.52 0.145355
2392.98 0.209618
2393.45 0.338627
2393.68 0.458674
2393.91 0.659696
2394.14 1.03782
2394.26 1.36395
2394.37 1.86562
2394.49 2.70683
2394.60 4.23872
2394.66 5.50270
2394.72 7.35352
2394.78 10.1269
2394.83 14.1923
2394.92 22.6922
2395.00 28.3572
2395.08 22.6915
2395.17 14.1915
2395.23 9.95314
2395.29 7.16291
2395.35 5.32386
2395.41 4.08006
2395.53 2.58763
2395.65 1.77603
2395.77 1.29183
2395.89 0.981714
2396.13 0.624676
2396.37 0.434060
2396.60 0.321663
2397.08 0.200986
2397.56 0.141672
2398.04 0.108803
2399.00 0.0779515
2399.96 0.0706711
2400.92 0.0873442
2401.39 0.117675
2401.87 0.198860
2402.11 0.296702
2402.35 0.513217
2402.47 0.734748
2402.59 1.14070
2402.71 1.97357
2402.77 2.72170
2402.83 3.82734
2402.92 6.12566
2403.00 7.63571
2403.09 6.09643
2403.17 3.82652
2403.24 2.61621
2403.30 1.85613
2403.43 1.04223
2403.56 0.659731
2403.69 0.455348
2403.95 0.257514
2404.21 0.169594
2404.73 0.0952055
2405.25 0.0652635
2406.30 0.0413936
2407.34 0.0320068
2411.50 0.0213544
2419.84 0.0182145
2436.50 0.0199163
2453.17 0.0270055
2457.34 0.0309610
2461.50 0.0386190
2463.59 0.0469799
2465.67 0.0674251
2466.71 0.0934630
2467.75 0.161673
2468.27 0.249125
2468.53 0.331028
2468.79 0.469515
2469.06 0.733913
2469.19 0.964696
2469.32 1.32920
2469.45 1.95058
2469.58 3.12343
2469.64 4.12758
2469.71 5.65189
2469.77 8.04333
2469.84 11.8191
2469.92 18.9360
2470.00 23.6054
2470.08 18.8441
2470.17 11.8187
2470.24 7.43080
2470.32 4.93754
2470.40 3.46387
2470.48 2.54652
2470.63 1.53300
2470.79 1.02357
2470.95 0.734633
2471.10 0.555909
2471.41 0.356302
2471.73 0.253398
2472.04 0.194036
2472.66 0.131830
2473.91 0.0856145
2475.16 0.0700741
2477.66 0.0621586
2480.16 0.0639106
2485.15 0.0792495
2490.15 0.111362
2492.65 0.138536
2495.14 0.179569
2497.64 0.245555
2500.14 0.361549
2502.64 0.594689
2503.89 0.811424
2505.14 1.17678
2505.76 1.46151
2506.38 1.86347
2507.01 2.45800
2507.63 3.38390
2508.26 4.93667
2508.57 6.12840
2508.88 7.78313
2509.19 10.1512
2509.51 13.6472
2509.82 18.9424
2510.13 26.9744
2510.57 43.2415
2511.00 54.1192
2511.44 43.2242
2511.87 26.9576
2512.38 15.3483
2512.89 9.44844
2513.39 6.28601
2513.90 4.45107
2514.41 3.30323
2514.92 2.54547
2515.93 1.64127
2516.95 1.14617
2517.96 0.847043
2519.99 0.520183
2522.02 0.355408
2524.05 0.261289
2528.11 0.163941
2532.17 0.117910
2536.23 0.0933035
2544.35 0.0713869
2552.47 0.0659586
2560.59 0.0702260
2568.72 0.0881008
2570.75 0.0993129
2572.78 0.123498
2573.79 0.152023
2574.81 0.223909
2575.31 0.314428
2575.57 0.398426
2575.82 0.539659
2576.07 0.807647
2576.20 1.04139
2576.33 1.40940
2576.46 2.03407
2576.58 3.20550
2576.65 4.21119
2576.71 5.70354
2576.77 8.01557
2576.84 11.6126
2576.92 18.5585
2577.00 23.1124
2577.08 18.4693
2577.17 11.6131
2577.24 7.53483
2577.31 5.13589
2577.39 3.66130
2577.46 2.73924
2577.61 1.69399
2577.75 1.16294
2577.90 0.856264
2578.05 0.666570
2578.34 0.452627
2578.63 0.342249
2578.92 0.278405
2579.51 0.212109
2580.68 0.165106
2581.85 0.152111
2586.54 0.167312
2591.23 0.220367
2595.92 0.320158
2598.26 0.402717
2600.61 0.525655
2602.95 0.719839
2605.29 1.05249
2606.47 1.31557
2607.64 1.69311
2608.81 2.26161
2609.98 3.17256
2611.15 4.75826
2611.74 6.02519
2612.33 7.85030
2612.91 10.5892
2613.50 14.8911
2614.08 21.9470
2614.67 33.6863
2615.34 53.7530
2616.00 67.0641
2616.67 53.5596
2617.34 33.4036
2617.80 23.8364
2618.26 17.4017
2618.71 13.0773
2619.17 10.1115
2620.09 6.48638
2621.00 4.48108
2621.92 3.26995
2622.83 2.48902
2624.66 1.58015
2626.49 1.09358
2628.32 0.804291
2631.98 0.492767
2635.65 0.338276
2639.31 0.251233
2646.63 0.163501
2653.95 0.124901
2661.27 0.108093
2668.59 0.106438
2672.26 0.122256
2673.17 0.138067
2674.09 0.180925
2674.54 0.237828
2675.00 0.388204
2675.23 0.580221
2675.34 0.759012
2675.46 1.05643
2675.57 1.61672
2675.63 2.09390
2675.69 2.83109
2675.74 4.04854
2675.80 6.23858
2675.86 10.6106
2675.89 14.5196
2675.92 20.2625
2675.94 25.9728
2675.96 32.4029
2676.00 40.4198
2676.04 32.4024
2676.08 20.2620
2676.11 14.6842
2676.14 10.9455
2676.19 6.56377
2676.25 4.28045
2676.30 3.01904
2676.36 2.23412
2676.41 1.73255
2676.52 1.13752
2676.63 0.816621
2676.74 0.624654
2676.96 0.417381
2677.39 0.253766
2677.83 0.192566
2678.70 0.147436
2679.57 0.131984
2683.05 0.122262
2690.02 0.140628
2696.98 0.180201
2703.95 0.254409
2707.43 0.316029
2710.91 0.407765
2714.40 0.552240
2716.14 0.657660
2717.88 0.798198
2719.62 0.991424
2721.36 1.26664
2723.10 1.67742
2724.85 2.32673
2726.59 3.43632
2727.46 4.30621
2728.33 5.53524
2729.20 7.33837
2730.07 10.0797
2730.94 14.4002
2731.81 21.2405
2732.91 33.9582
2734.00 42.4196
2735.10 33.9253
2736.19 21.2093
2737.11 14.0944
2738.02 9.71919
2738.94 6.99376
2739.85 5.23345
2741.68 3.21485
2743.51 2.16605
2745.35 1.56106
2747.18 1.18949
2749.01 0.985559
2749.92 1.05344
2750.15 1.16986
2750.38 1.45386
2750.50 1.75532
2750.61 2.30998
2750.72 3.45131
2750.78 4.47488
2750.84 6.01522
2750.92 9.17850
2751.00 11.2869
2751.08 9.16541
2751.16 5.98923
2751.22 4.41783
2751.28 3.39268
2751.39 2.23425
2751.51 1.66434
2751.62 1.35115
2751.85 1.03199
2752.08 0.879889
2753.00 0.660684
2754.83 0.519844
2758.50 0.383829
2762.17 0.314153
2764.01 0.323994
2764.46 0.353563
2764.92 0.436820
2765.15 0.539575
2765.38 0.769357
2765.50 1.00588
2765.61 1.43584
2765.73 2.32632
2765.78 3.11956
2765.84 4.31364
2765.92 6.76322
2766.00 8.36710
2766.08 6.72901
2766.16 4.30982
2766.21 3.18363
2766.27 2.41266
2766.37 1.52607
2766.48 1.07356
2766.58 0.818704
2766.79 0.561007
2767.00 0.440760
2767.42 0.334713
2767.84 0.289605
2769.52 0.231124
2772.89 0.198061
2779.61 0.174997
2786.34 0.178437
2793.06 0.211256
2799.79 0.299429
2803.15 0.388546
2806.51 0.544199
2809.87 0.845880
2811.56 1.11287
2813.24 1.53810
2814.92 2.27040
2815.76 2.84917
2816.60 3.67250
2817.44 4.89110
2818.28 6.76476
2819.12 9.76142
2819.96 14.5877
2820.98 23.3121
2822.00 29.1178
2823.02 23.2907
2824.04 14.5660
2825.03 9.10627
2826.02 5.99615
2827.00 4.17744
2827.99 3.05444
2828.98 2.32296
2829.96 1.82406
2831.94 1.21218
2833.91 0.871572
2835.89 0.677049
2837.86 0.635154
2838.35 0.700867
2838.85 0.909820
2839.09 1.17658
2839.34 1.78762
2839.47 2.42680
2839.59 3.60903
2839.65 4.61392
2839.71 6.08840
2839.77 8.38721
2839.83 11.8632
2839.92 18.7547
2840.00 23.3549
2840.08 18.7474
2840.17 11.8490
2840.23 8.27686
2840.29 6.00540
2840.35 4.52642
2840.42 3.53512
2840.54 2.34871
2840.66 1.71401
2840.79 1.33319
2840.91 1.09095
2841.16 0.808449
2841.66 0.560525
2842.16 0.453461
2843.15 0.354835
2844.15 0.304570
2848.12 0.208101
2852.10 0.158694
2856.08 0.126955
2864.04 0.0889271
2871.99 0.0677785
2879.95 0.0553013
2887.90 0.0491462
2891.88 0.0496169
2895.86 0.0575007
2897.85 0.0708505
2898.84 0.0846243
2899.84 0.109824
2900.83 0.162875
2901.33 0.214237
2901.83 0.304574
2902.32 0.486161
2902.57 0.654506
2902.82 0.935691
2903.07 1.46198
2903.19 1.91137
2903.32 2.60508
2903.44 3.76136
2903.57 5.82644
2903.63 7.50801
2903.69 9.94043
2903.75 13.5325
2903.82 18.8275
2903.86 24.2004
2903.91 30.2137
2904.00 37.7142
2904.09 30.0818
2904.19 18.8260
2904.25 13.1182
2904.32 9.39282
2904.39 6.95522
2904.46 5.33584
2904.59 3.38073
2904.73 2.32014
2904.86 1.68462
2905.00 1.28153
2905.27 0.816080
2905.54 0.568054
2905.81 0.421716
2906.35 0.264395
2906.89 0.186040
2907.43 0.141529
2908.51 0.0954493
2909.59 0.0732240
2910.67 0.0608234
2912.84 0.0481706
2917.16 0.0392313
2921.49 0.0375935
2925.81 0.0410571
2927.98 0.0460972
2930.14 0.0561166
2932.30 0.0781815
2933.38 0.100141
2934.46 0.139625
2935.55 0.221633
2936.09 0.300512
2936.63 0.438254
2937.17 0.713267
2937.44 0.966150
2937.71 1.38790
2937.98 2.17165
2938.11 2.83646
2938.25 3.85558
2938.38 5.52010
2938.52 8.46511
2938.65 14.1921
2938.72 19.1177
2938.79 26.1259
2938.84 33.4505
2938.90 41.8086
2939.00 52.1102
2939.11 41.6497
2939.21 26.1249
2939.30 17.3930
2939.39 12.0044
2939.48 8.64549
2939.56 6.47077
2939.74 3.97494
2939.92 2.67516
2940.09 1.92147
2940.27 1.44840
2940.62 0.914343
2940.97 0.636300
2941.32 0.476093
2942.02 0.314307
2942.73 0.255861
2943.43 0.280242
2943.78 0.354895
2944.13 0.559933
2944.31 0.799627
2944.49 1.30168
2944.57 1.77776
2944.66 2.57862
2944.75 4.02064
2944.84 6.67734
2944.92 10.6588
2945.00 13.2713
2945.08 10.6032
2945.16 6.66990
2945.23 4.58827
2945.29 3.27497
2945.35 2.42572
2945.41 1.85963
2945.54 1.18612
2945.66 0.828050
2945.91 0.478852
2946.16 0.322008
2946.66 0.186771
2947.15 0.130713
2948.15 0.0835437
2949.14 0.0633598
2951.13 0.0452214
2953.12 0.0368302
2957.10 0.0288938
2961.08 0.0251410
2977.00 0.0200461
2992.92 0.0194596
3000.88 0.0220600
3004.86 0.0323819
3005.85 0.0425419
3006.85 0.0697596
3007.35 0.104928
3007.84 0.193408
3008.09 0.299201
3008.34 0.535870
3008.47 0.783643
3008.59 1.24464
3008.71 2.22485
3008.78 3.13886
3008.84 4.56415
3008.92 7.29958
3009.00 9.12654
3009.08 7.29938
3009.16 4.56392
3009.23 2.96201
3009.31 2.00660
3009.38 1.42738
3009.45 1.06007
3009.59 0.646952
3009.74 0.435820
3010.03 0.239383
3010.31 0.154738
3010.89 0.0850280
3011.46 0.0578293
3012.61 0.0370182
3013.76 0.0293696
3018.36 0.0219479
3027.56 0.0209564
3045.97 0.0246261
3055.17 0.0288877
3064.37 0.0379034
3068.97 0.0480785
3071.27 0.0573295
3073.57 0.0732909
3075.87 0.105765
3077.02 0.137045
3078.17 0.192598
3079.32 0.306952
3079.90 0.416519
3080.47 0.607872
3081.05 0.988414
3081.33 1.33901
3081.62 1.92068
3081.91 2.99720
3082.05 3.91067
3082.20 5.29549
3082.34 7.56076
3082.41 9.25357
3082.48 11.5446
3082.56 14.7192
3082.63 19.2190
3082.70 25.7000
3082.77 34.8342
3082.83 44.6562
3082.89 55.6749
3083.00 69.5526
3083.06 65.4038
3083.12 55.6720
3083.23 34.8312
3083.35 21.0340
3083.47 13.4917
3083.59 9.22567
3083.71 6.65336
3083.83 5.00596
3083.95 3.89581
3084.19 2.55193
3084.43 1.79874
3084.67 1.33984
3085.15 0.830994
3085.63 0.571105
3086.11 0.421629
3087.06 0.265237
3088.02 0.189715
3088.98 0.148008
3090.90 0.106708
3092.82 0.0887186
3094.73 0.0803699
3098.57 0.0762167
3106.23 0.0895463
3113.90 0.125547
3117.73 0.157059
3121.57 0.205067
3125.40 0.282572
3129.24 0.418903
3133.07 0.692099
3134.99 0.944909
3136.90 1.36868
3137.86 1.69690
3138.82 2.15794
3139.78 2.83443
3140.74 3.87788
3141.70 5.60151
3142.65 8.69423
3143.13 11.2108
3143.61 14.8484
3144.09 20.2148
3144.57 28.1135
3145.29 44.9675
3146.00 56.1910
3146.72 44.9430
3147.43 28.0896
3148.06 18.3071
3148.68 12.4261
3149.31 8.83813
3149.94 6.55520
3151.19 3.97273
3152.44 2.64704
3153.70 1.88505
3154.95 1.40939
3157.46 0.873372
3159.96 0.595143
3162.47 0.432846
3164.97 0.330176
3167.48 0.261255
3172.49 0.177667
3177.50 0.131332
3182.52 0.103622
3187.53 0.0865568
3197.55 0.0719257
3202.57 0.0731796
3207.58 0.0830842
3212.59 0.111528
3215.10 0.142069
3217.60 0.198833
3218.86 0.246769
3220.11 0.319642
3221.36 0.437840
3222.61 0.647823
3223.24 0.820023
3223.87 1.07522
3224.49 1.47788
3225.12 2.16427
3225.75 3.48159
3226.06 4.64238
3226.37 6.49057
3226.69 9.69128
3226.84 12.2288
3227.00 15.8291
3227.16 21.2056
3227.31 29.4693
3227.47 42.8442
3227.63 64.4432
3227.81 103.136
3228.00 128.946
3228.19 103.126
3228.37 64.4320
3228.57 38.9708
3228.76 25.0731
3228.95 17.1755
3229.15 12.3969
3229.34 9.31566
3229.53 7.24780
3229.92 4.73113
3230.31 3.32181
3230.69 2.46115
3231.47 1.50690
3232.24 1.01952
3233.01 0.737902
3233.79 0.560723
3234.56 0.442209
3236.10 0.298087
3237.65 0.217207
3239.20 0.167285
3240.74 0.134307
3243.83 0.0946932
3246.92 0.0726687
3253.11 0.0502139
3259.29 0.0396697
3265.47 0.0344525
3271.66 0.0350763
3274.75 0.0499184
3275.52 0.0653481
3276.29 0.106477
3276.68 0.158671
3277.07 0.285689
3277.26 0.430859
3277.45 0.738371
3277.55 1.03852
3277.65 1.55258
3277.74 2.53037
3277.84 4.45490
3277.92 7.11510
3278.00 8.88998
3278.08 7.11487
3278.16 4.45458
3278.22 3.12123
3278.28 2.25869
3278.40 1.30106
3278.51 0.832060
3278.63 0.578827
3278.86 0.329207
3279.09 0.216810
3279.56 0.121014
3280.02 0.0827027
3280.96 0.0526741
3281.89 0.0413151
3285.61 0.0293018
3293.05 0.0257566
3300.50 0.0271602
3302.36 0.0295740
3304.22 0.0366572
3305.15 0.0465184
3306.08 0.0740446
3306.55 0.111506
3307.01 0.213272
3307.24 0.347424
3307.48 0.693392
3307.59 1.12499
3307.71 2.13746
3307.77 3.25112
3307.83 5.49590
3307.85 7.55706
3307.88 10.9195
3307.91 16.7327
3307.93 21.3561
3307.94 27.4130
3307.97 43.9367
3308.00 54.8020
3308.02 51.4007
3308.03 43.9362
3308.06 27.4124
3308.09 16.9988
3308.12 11.0697
3308.15 7.64646
3308.17 5.60987
3308.23 3.33051
3308.29 2.19425
3308.40 1.15736
3308.52 0.716592
3308.74 0.358698
3308.97 0.220271
3309.43 0.114797
3309.88 0.0759837
3310.80 0.0473426
3311.71 0.0370916
3313.53 0.0296820
3315.36 0.0271084
3322.66 0.0250052
3337.25 0.0262282
3366.45 0.0345428
3381.05 0.0428354
3395.64 0.0568640
3410.24 0.0835915
3417.54 0.108989
3421.19 0.134874
3423.01 0.180409
3423.47 0.216486
3423.93 0.302618
3424.15 0.402150
3424.38 0.619911
3424.50 0.840182
3424.61 1.24147
3424.72 2.05953
3424.78 2.79077
3424.84 3.89041
3424.92 6.15045
3425.00 7.66166
3425.08 6.15136
3425.16 3.89234
3425.23 2.64241
3425.30 1.87913
3425.43 1.08702
3425.56 0.724202
3425.69 0.536109
3425.96 0.357736
3426.22 0.280679
3426.75 0.218768
3427.28 0.196899
3429.40 0.187665
3433.63 0.229147
3437.86 0.304152
3442.09 0.433840
3446.32 0.685406
3448.44 0.911443
3450.56 1.28004
3452.67 1.94088
3453.73 2.48601
3454.79 3.29711
3455.85 4.56922
3456.90 6.69373
3457.96 10.4898
3459.02 17.5349
3460.01 27.9998
3461.00 34.9677
3461.99 27.9873
3462.98 17.5301
3463.62 12.7995
3464.25 9.53802
3465.52 5.72277
3466.79 3.76698
3468.06 2.66742
3469.33 1.99774
3470.60 1.56502
3473.14 1.06631
3475.68 0.810507
3478.23 0.673271
3480.77 0.604101
3483.31 0.581356
3485.85 0.597380
3488.39 0.653970
3490.93 0.763079
3493.47 0.953810
3494.74 1.09870
3496.01 1.29622
3497.28 1.57590
3498.55 1.99519
3499.82 2.69178
3501.09 4.09712
3501.73 5.54604
3502.36 8.55213
3502.68 11.5873
3503.00 17.2761
3503.16 22.2197
3503.32 29.8788
3503.47 42.2779
3503.63 62.4947
3503.82 97.7948
3504.00 121.394
3504.18 98.2079
3504.37 63.3324
3504.54 42.2538
3504.71 30.0721
3504.88 22.9392
3505.05 18.6155
3505.39 14.0992
3505.73 12.2313
3506.42 11.6281
3507.10 12.9424
3508.55 18.8125
3510.00 22.9708
3510.73 21.5523
3511.45 18.3113
3512.90 11.4840
3513.79 8.51253
3514.68 6.42284
3516.46 3.92114
3518.24 2.60381
3520.02 1.84608
3521.80 1.37561
3523.58 1.06549
3527.13 0.696133
3530.69 0.493348
3534.25 0.370294
3541.37 0.234714
3548.49 0.165711
3555.60 0.126548
3562.72 0.106399
3566.28 0.116320
3567.17 0.133027
3568.06 0.180857
3568.50 0.243523
3568.95 0.400455
3569.17 0.585244
3569.39 0.988147
3569.50 1.39296
3569.61 2.12259
3569.73 3.58258
3569.78 4.87672
3569.84 6.75588
3569.92 10.7666
3570.00 13.4432
3570.08 10.7660
3570.16 6.75494
3570.23 4.50165
3570.30 3.11938
3570.37 2.26170
3570.44 1.70820
3570.58 1.07487
3570.72 0.745811
3570.99 0.435412
3571.27 0.299589
3571.82 0.186665
3572.37 0.141834
3573.47 0.106201
3574.58 0.0919481
3578.99 0.0733449
3587.82 0.0614745
3605.47 0.0523168
3623.12 0.0520430
3640.77 0.0604094
3658.42 0.0843794
3667.24 0.109320
3676.07 0.154320
3684.90 0.246428
3689.31 0.333185
3693.72 0.481222
3695.93 0.597915
3698.13 0.764715
3700.34 1.01470
3702.55 1.41269
3704.75 2.09947
3705.86 2.64297
3706.96 3.41908
3708.06 4.57053
3709.16 6.35178
3710.27 9.21562
3711.37 13.8684
3712.69 22.1445
3714.00 27.6418
3715.32 22.0928
3716.64 13.7999
3717.53 9.91286
3718.41 7.27843
3719.30 5.49632
3720.19 4.26563
3721.96 2.75708
3723.74 1.92164
3725.51 1.42260
3727.28 1.11875
3729.06 1.01342
3729.50 1.07780
3729.95 1.30528
3730.17 1.59889
3730.39 2.26050
3730.50 2.93072
3730.61 4.13779
3730.72 6.53644
3730.78 8.59761
3730.83 11.6094
3730.92 18.1750
3731.00 22.5596
3731.08 18.1624
3731.17 11.5844
3731.24 7.96008
3731.31 5.71006
3731.38 4.29898
3731.44 3.39104
3731.58 2.32295
3731.72 1.76372
3731.99 1.22188
3732.27 0.975738
3732.82 0.753441
3733.37 0.650276
3735.56 0.481781
3739.96 0.366052
3742.16 0.362472
3744.35 0.438986
3745.45 0.571038
3746.00 0.704446
3746.55 0.940928
3747.10 1.41373
3747.38 1.84610
3747.65 2.55556
3747.93 3.84409
3748.06 4.91028
3748.20 6.50338
3748.34 9.03724
3748.47 13.2722
3748.61 20.9035
3748.68 27.0091
3748.75 35.2181
3748.81 45.0192
3748.87 56.2163
3749.00 70.2053
3749.13 56.2116
3749.25 35.2109
3749.38 21.5837
3749.51 14.0621
3749.64 9.71306
3749.76 7.08557
3749.89 5.37684
3750.02 4.22812
3750.27 2.82262
3750.53 2.03016
3750.78 1.54477
3751.29 1.00313
3751.80 0.723770
3752.31 0.561182
3753.33 0.387404
3754.35 0.299925
3755.36 0.248814
3757.40 0.192491
3761.47 0.142912
3765.55 0.119651
3773.69 0.0997390
3777.77 0.106503
3778.78 0.118000
3779.80 0.150864
3780.31 0.194170
3780.82 0.304314
3781.08 0.436775
3781.33 0.734850
3781.46 1.04873
3781.58 1.63691
3781.71 2.90155
3781.78 4.10584
3781.84 5.97158
3781.92 9.49825
3782.00 11.8474
3782.08 9.49833
3782.16 5.97162
3782.24 3.77151
3782.32 2.52450
3782.40 1.78148
3782.47 1.32684
3782.63 0.822520
3782.78 0.571176
3783.09 0.339636
3783.40 0.240750
3784.02 0.160031
3784.64 0.128699
3787.11 0.0957545
3792.06 0.0882259
3801.95 0.100051
3806.90 0.118758
3811.84 0.164105
3814.32 0.219453
3815.56 0.271194
3816.79 0.361193
3818.03 0.543389
3818.65 0.716311
3819.27 1.01570
3819.88 1.60766
3820.19 2.14761
3820.50 3.04088
3820.81 4.67302
3820.97 6.04927
3821.12 8.11911
3821.28 11.4637
3821.43 17.1956
3821.51 21.7405
3821.58 28.0010
3821.66 36.8329
3821.74 49.2154
3821.87 78.7106
3822.00 98.3927
3822.13 78.7080
3822.26 49.2140
3822.38 31.3050
3822.51 20.9435
3822.63 14.7207
3822.75 10.8590
3822.99 6.54984
3823.23 4.37476
3823.48 3.13809
3823.72 2.37209
3824.21 1.51713
3824.69 1.07648
3825.18 0.821944
3826.15 0.557514
3827.12 0.433128
3828.09 0.368281
3830.03 0.315352
3833.92 0.327825
3837.81 0.428240
3839.75 0.519881
3841.69 0.657726
3843.64 0.873208
3844.61 1.02840
3845.58 1.23234
3846.55 1.50779
3847.52 1.89066
3848.49 2.44441
3849.46 3.28178
3850.44 4.62659
3851.41 6.94150
3851.89 8.75152
3852.38 11.2716
3852.87 14.8250
3853.35 19.7897
3854.18 31.5710
3855.00 39.3932
3855.83 31.4787
3856.66 19.6553
3857.22 14.1237
3857.77 10.3796
3858.89 6.09143
3860.00 3.93885
3861.11 2.74102
3862.22 2.01548
3863.33 1.54592
3865.56 0.998554
3867.78 0.705713
3870.01 0.532067
3874.45 0.347379
3878.90 0.259378
3883.35 0.214286
3892.25 0.185673
3901.14 0.210278
3905.59 0.246087
3910.04 0.308322
3914.49 0.418335
3916.71 0.505421
3918.93 0.629505
3921.16 0.814523
3922.27 0.943536
3923.38 1.11045
3924.49 1.33567
3925.61 1.66891
3926.72 2.35305
3927.00 2.74697
3927.27 3.51594
3927.41 4.26482
3927.55 5.63886
3927.69 8.57558
3927.76 11.3966
3927.83 15.8354
3927.92 24.0388
3928.00 29.4514
3928.09 24.0311
3928.17 16.0230
3928.25 10.9994
3928.34 8.16511
3928.50 5.54897
3928.67 4.52389
3928.84 4.07550
3929.50 3.88955
3930.83 5.27932
3931.49 6.48307
3932.15 8.13391
3932.82 10.4001
3933.48 13.4648
3934.74 21.4887
3936.00 26.8302
3937.26 21.4636
3938.52 13.4295
3939.75 8.37560
3940.98 5.50554
3942.21 3.83313
3943.44 2.80378
3945.89 1.67773
3948.35 1.11781
3950.81 0.802928
3953.26 0.610131
3958.18 0.399312
3963.09 0.297790
3968.01 0.249721
3972.92 0.244102
3975.38 0.291337
3975.99 0.336456
3976.61 0.450333
3976.91 0.588413
3977.22 0.909080
3977.38 1.25786
3977.53 1.94356
3977.61 2.56489
3977.68 3.55945
3977.76 5.23283
3977.84 8.05634
3977.92 12.7593
3978.00 15.8372
3978.08 12.6998
3978.17 8.05815
3978.26 4.80978
3978.35 3.11665
3978.44 2.18221
3978.53 1.62839
3978.71 1.04220
3978.90 0.762357
3979.26 0.514694
3979.62 0.414070
3980.35 0.338493
3981.08 0.315885
3984.00 0.340922
3985.46 0.387956
3986.91 0.476291
3987.64 0.562109
3988.37 0.744408
3988.74 0.948544
3989.10 1.41020
3989.28 1.91742
3989.47 2.94620
3989.56 3.90783
3989.65 5.51129
3989.74 8.37320
3989.83 13.6792
3989.92 21.5315
3990.00 26.7555
3990.09 21.5440
3990.17 13.7047
3990.25 8.93805
3990.33 6.18377
3990.41 4.53591
3990.48 3.50235
3990.64 2.35575
3990.80 1.78164
3991.11 1.26710
3991.42 1.06719
3992.05 0.952583
3992.67 0.970358
3993.92 1.16295
3995.17 1.52979
3996.42 2.16383
3997.67 3.32330
3998.30 4.27539
3998.92 5.66039
3999.55 7.71773
4000.17 10.7670
4001.09 17.1567
4002.00 21.3995
4002.92 17.1058
4003.84 10.6913
4004.58 7.20739
4005.33 5.03127
4006.07 3.65647
4006.81 2.75896
4008.30 1.71752
4009.78 1.16959
4011.26 0.848971
4012.75 0.646262
4015.72 0.414636
4018.69 0.292272
4021.66 0.219759
4027.60 0.141249
4033.54 0.101504
4039.47 0.0783898
4051.35 0.0536578
4063.23 0.0414815
4075.11 0.0355073
4081.05 0.0347811
4086.99 0.0376053
4089.96 0.0431243
4092.92 0.0592713
4094.41 0.0808092
4095.15 0.101318
4095.89 0.136879
4096.64 0.207361
4097.38 0.381846
4097.75 0.591176
4097.94 0.778570
4098.12 1.08251
4098.31 1.63626
4098.40 2.10247
4098.49 2.80508
4098.58 3.96311
4098.68 6.02826
4098.77 10.1247
4098.82 13.6518
4098.86 18.8307
4098.93 29.9473
4099.00 37.4173
4099.07 30.1143
4099.14 19.1742
4099.18 14.3042
4099.23 11.0401
4099.31 7.27788
4099.40 5.56564
4099.49 4.93167
4099.57 5.04496
4099.66 5.94424
4099.75 8.04841
4099.83 12.1685
4099.92 18.7490
4100.00 23.0550
4100.09 18.4347
4100.17 11.6897
4100.26 7.01411
4100.36 4.52303
4100.45 3.13398
4100.54 2.30716
4100.73 1.40494
4100.91 0.958005
4101.28 0.540601
4101.65 0.356201
4102.39 0.197467
4103.14 0.131852
4103.88 0.0981133
4104.62 0.0784588
4106.10 0.0575394
4109.07 0.0414884
4112.03 0.0358379
4117.97 0.0332084
4123.90 0.0359547
4129.83 0.0455141
4132.79 0.0558599
4135.76 0.0750875
4138.73 0.116082
4140.21 0.156338
4141.69 0.228215
4142.43 0.287470
4143.18 0.375789
4143.92 0.516166
4144.66 0.758175
4145.40 1.23063
4145.77 1.65556
4146.14 2.34379
4146.51 3.56933
4146.70 4.56594
4146.88 6.02935
4147.07 8.29755
4147.25 11.9721
4147.44 18.2971
4147.62 29.4795
4147.81 47.2366
