Se-80(n,tot) ENDF/B-VII.1
12500.0 12.2106
15000.0 11.6810
17000.0 11.3432
20000.0 10.9334
25000.0 10.4185
30000.0 10.0345
35000.0 9.73247
40000.0 9.48596
50000.0 9.10151
60000.0 8.80953
70000.0 8.57574
80000.0 8.38156
99999.9 8.07126
100000 8.08475
150000 7.99575
200000 7.88724
250000 7.75584
300000 7.60580
500000 6.91840
674608 6.31987
700000 6.23757
800000 5.92897
900000 5.64708
904055 5.63599
1.00000E+06 5.39282
1.25000E+06 4.87360
1.46759E+06 4.53940
1.46759E+06 4.53939
1.49777E+06 4.50030
1.50000E+06 4.49747
1.72298E+06 4.25384
1.75000E+06 4.22896
1.89705E+06 4.10803
1.98494E+06 4.04607
1.98494E+06 4.04607
2.00000E+06 4.03613
2.07394E+06 3.98982
2.14787E+06 3.94806
2.14787E+06 3.94806
2.19607E+06 3.92308
2.24427E+06 3.89944
2.29247E+06 3.87706
2.34067E+06 3.85584
2.34068E+06 3.85584
2.37369E+06 3.84228
2.45024E+06 3.81363
2.52679E+06 3.78722
2.52680E+06 3.78722
2.54603E+06 3.78111
2.54604E+06 3.78111
2.60320E+06 3.76425
2.66036E+06 3.74831
2.70603E+06 3.73703
2.75170E+06 3.72616
2.80932E+06 3.71392
2.84972E+06 3.70609
2.86116E+06 3.70398
2.86116E+06 3.70398
2.86288E+06 3.70367
2.86288E+06 3.70367
2.87210E+06 3.70201
2.92840E+06 3.69292
2.98470E+06 3.68421
2.98470E+06 3.68421
3.00000E+06 3.68212
3.06318E+06 3.67428
3.06318E+06 3.67428
3.07705E+06 3.67273
3.07705E+06 3.67273
3.12136E+06 3.66841
3.16566E+06 3.66418
3.21548E+06 3.66037
3.23988E+06 3.65876
3.23988E+06 3.65876
3.26732E+06 3.65714
3.26733E+06 3.65714
3.28950E+06 3.65597
3.28950E+06 3.65597
3.32180E+06 3.65451
3.32181E+06 3.65451
3.35846E+06 3.65316
3.35846E+06 3.65316
3.39269E+06 3.65221
3.43380E+06 3.65144
3.50458E+06 3.65481
3.57535E+06 3.65812
3.64613E+06 3.66138
3.71690E+06 3.66459
3.78768E+06 3.66777
3.85845E+06 3.67089
3.92923E+06 3.67397
4.00000E+06 3.67701
4.06131E+06 3.68782
4.12262E+06 3.69855
4.18392E+06 3.70923
4.24523E+06 3.71984
4.30654E+06 3.73040
4.36785E+06 3.74089
4.42915E+06 3.75132
4.49046E+06 3.76169
4.55177E+06 3.77201
4.61308E+06 3.78227
4.67438E+06 3.79248
4.73569E+06 3.80262
4.79700E+06 3.81272
4.85831E+06 3.82276
4.91961E+06 3.83275
4.98092E+06 3.84269
5.00000E+06 3.84564
5.12500E+06 3.87908
5.25000E+06 3.91221
5.37500E+06 3.94503
5.50000E+06 3.97756
5.62500E+06 4.00979
5.75000E+06 4.04175
5.87500E+06 4.07344
6.00000E+06 4.10486
6.03005E+06 4.11262
6.06009E+06 4.12036
6.09014E+06 4.12808
6.12019E+06 4.13579
6.15023E+06 4.14348
6.18028E+06 4.15115
6.21032E+06 4.15880
6.24037E+06 4.16643
6.27042E+06 4.17405
6.30046E+06 4.18165
6.33051E+06 4.18923
6.36056E+06 4.19680
6.39060E+06 4.20435
6.42065E+06 4.21188
6.45069E+06 4.21940
6.48074E+06 4.22690
6.51319E+06 4.23489
6.54565E+06 4.24286
6.57810E+06 4.25082
6.61056E+06 4.25875
6.64301E+06 4.26666
6.67546E+06 4.27456
6.70792E+06 4.28244
6.74037E+06 4.29030
6.77282E+06 4.29815
6.80528E+06 4.30597
6.83773E+06 4.31378
6.87019E+06 4.32157
6.90264E+06 4.32934
6.93509E+06 4.33710
6.96755E+06 4.34484
7.00000E+06 4.35256
7.05766E+06 4.36130
7.16998E+06 4.37815
7.28229E+06 4.39486
7.39818E+06 4.41183
7.51407E+06 4.42866
7.63365E+06 4.44576
7.75323E+06 4.46273
7.87662E+06 4.47996
8.00000E+06 4.49706
8.05977E+06 4.49852
8.11954E+06 4.49999
8.17930E+06 4.50145
8.23907E+06 4.50291
8.30062E+06 4.50438
8.36218E+06 4.50584
8.42373E+06 4.50731
8.48528E+06 4.50878
8.54867E+06 4.51024
8.61207E+06 4.51170
8.67546E+06 4.51317
8.73885E+06 4.51464
8.80414E+06 4.51610
8.86943E+06 4.51757
8.93471E+06 4.51904
9.00000E+06 4.52052
9.06937E+06 4.51491
9.13873E+06 4.50936
9.18224E+06 4.50590
9.22576E+06 4.50245
9.26927E+06 4.49903
9.31278E+06 4.49563
9.35629E+06 4.49224
9.39981E+06 4.48887
9.44332E+06 4.48552
9.48683E+06 4.48219
9.55098E+06 4.47730
9.61512E+06 4.47245
9.67927E+06 4.46764
9.74342E+06 4.46287
9.80756E+06 4.45814
9.87171E+06 4.45345
9.93585E+06 4.44880
1.00000E+07 4.44419
1.00210E+07 4.44063
1.00420E+07 4.43711
1.00713E+07 4.43164
1.01005E+07 4.42624
1.01298E+07 4.42089
1.01590E+07 4.41559
1.01883E+07 4.41035
1.02175E+07 4.40517
1.02468E+07 4.40004
1.02761E+07 4.39496
1.03053E+07 4.38994
1.03346E+07 4.38497
1.03638E+07 4.38005
1.03931E+07 4.37519
1.04223E+07 4.37038
1.04516E+07 4.36562
1.04809E+07 4.36092
1.05101E+07 4.35626
1.05407E+07 4.35146
1.05713E+07 4.34671
1.06020E+07 4.34202
1.06326E+07 4.33739
1.06632E+07 4.33281
1.06938E+07 4.32828
1.07244E+07 4.32381
1.07551E+07 4.31940
1.07857E+07 4.31504
1.08163E+07 4.31073
1.08469E+07 4.30648
1.08775E+07 4.30228
1.09082E+07 4.29814
1.09388E+07 4.29404
1.09694E+07 4.29000
1.10000E+07 4.28602
1.10598E+07 4.27657
1.11195E+07 4.26736
1.11793E+07 4.25841
1.12390E+07 4.24970
1.12988E+07 4.24123
1.13585E+07 4.23300
1.14183E+07 4.22501
1.14780E+07 4.21725
1.14891E+07 4.21562
1.16168E+07 4.19723
1.17446E+07 4.17960
1.18723E+07 4.16271
1.20000E+07 4.14654
1.20459E+07 4.13870
1.20460E+07 4.13869
1.21652E+07 4.11698
1.22844E+07 4.09602
1.24037E+07 4.07579
1.25230E+07 4.05629
1.26422E+07 4.03749
1.27615E+07 4.01940
1.28807E+07 4.00199
1.30000E+07 3.98525
1.30097E+07 3.98378
1.30194E+07 3.98231
1.30501E+07 3.97752
1.30807E+07 3.97275
1.31113E+07 3.96801
1.31420E+07 3.96330
1.31726E+07 3.95861
1.32033E+07 3.95395
1.32339E+07 3.94931
1.32646E+07 3.94470
1.32952E+07 3.94011
1.33258E+07 3.93555
1.33565E+07 3.93102
1.33871E+07 3.92651
1.34178E+07 3.92202
1.34484E+07 3.91756
1.34791E+07 3.91312
1.35097E+07 3.90871
1.35404E+07 3.90433
1.35710E+07 3.89997
1.36016E+07 3.89563
1.36323E+07 3.89132
1.36629E+07 3.88703
1.36936E+07 3.88277
1.37242E+07 3.87853
1.37549E+07 3.87432
1.37855E+07 3.87014
1.38161E+07 3.86597
1.38468E+07 3.86184
1.38774E+07 3.85772
1.39081E+07 3.85364
1.39387E+07 3.84957
1.39694E+07 3.84554
1.40000E+07 3.84153
1.40625E+07 3.83323
1.41250E+07 3.82507
1.41875E+07 3.81702
1.42500E+07 3.80910
1.43125E+07 3.80130
1.43750E+07 3.79363
1.44375E+07 3.78608
1.45000E+07 3.77865
1.45970E+07 3.76655
1.46940E+07 3.75475
1.47910E+07 3.74324
1.48880E+07 3.73201
1.50000E+07 3.71888
1.51250E+07 3.70413
1.52500E+07 3.68981
1.53750E+07 3.67592
1.55000E+07 3.66245
1.56250E+07 3.64940
1.57500E+07 3.63678
1.58750E+07 3.62457
1.60000E+07 3.61279
1.62500E+07 3.58188
1.65000E+07 3.55243
1.67500E+07 3.52443
1.70000E+07 3.49788
1.70951E+07 3.48750
1.73213E+07 3.46247
1.75476E+07 3.43836
1.77738E+07 3.41517
1.80000E+07 3.39290
1.83091E+07 3.34985
1.90000E+07 3.25812
1.90334E+07 3.25383
2.00000E+07 3.13520
