Br-79(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1190.69 10.3205
1191.27 11.6537
1191.56 12.8390
1191.70 14.0401
1191.77 15.1126
1191.84 16.8639
1192.00 22.1239
1192.16 18.7084
1192.28 16.8228
1192.40 16.2509
1192.63 16.4166
1193.11 18.1827
1194.07 23.9753
1195.02 33.2643
1195.98 48.6199
1196.93 75.9377
1197.41 97.9403
1197.89 129.576
1198.37 176.901
1198.85 250.336
1199.32 368.303
1199.80 559.000
1200.40 925.337
1201.00 1197.58
1201.61 992.345
1202.21 642.053
1202.61 474.138
1203.01 357.830
1203.81 220.677
1204.61 149.479
1205.41 108.724
1206.21 83.3280
1207.01 66.4884
1208.62 46.1499
1210.22 34.7299
1211.82 27.6188
1215.02 19.4674
1218.22 15.0281
1221.42 12.2246
1223.02 11.1408
1224.63 10.1746
1225.43 9.74367
1225.83 9.57045
1226.23 9.48169
1226.63 9.63506
1226.83 9.94721
1227.03 10.6394
1227.23 12.1956
1227.33 13.6634
1227.43 16.0481
1227.53 20.1284
1227.63 27.5901
1227.73 42.3416
1227.78 54.9411
1227.83 73.1602
1227.87 94.9546
1227.91 120.570
1228.00 159.195
1228.09 138.088
1228.17 95.7120
1228.26 66.7050
1228.34 49.4541
1228.42 38.7766
1228.51 31.9986
1228.67 24.1192
1228.84 19.9266
1229.01 17.3803
1229.17 15.7069
1229.51 13.6736
1229.84 12.4843
1230.17 11.7044
1230.84 10.7199
1231.51 10.1009
1232.18 9.65599
1233.51 9.02095
1234.84 8.55671
1236.18 8.18332
1236.84 8.02348
1237.51 7.89662
1237.85 7.87137
1238.01 7.88683
1238.18 7.94476
1238.35 8.09651
1238.51 8.48300
1238.60 8.89360
1238.68 9.61861
1238.76 10.9930
1238.84 13.7013
1238.92 18.0596
1239.00 21.5861
1239.08 19.5137
1239.16 15.4946
1239.21 13.3699
1239.27 11.9358
1239.32 10.9356
1239.38 10.2477
1239.49 9.37302
1239.60 8.86879
1239.71 8.54379
1239.82 8.32081
1240.04 8.03581
1240.49 7.73161
1240.93 7.55657
1241.81 7.32855
1242.70 7.16090
1246.24 6.66917
1253.33 5.99148
1267.50 5.12988
1281.67 4.55169
1288.76 4.29796
1290.53 4.23264
1292.30 4.16787
1293.19 4.14233
1293.63 4.13765
1294.07 4.14873
1294.51 4.20265
1294.74 4.27028
1294.96 4.40199
1295.18 4.68214
1295.29 4.94254
1295.40 5.36285
1295.51 6.10156
1295.62 7.49292
1295.68 8.69958
1295.73 10.4772
1295.79 13.2009
1295.84 17.3853
1295.92 26.4448
1296.00 33.3881
1296.08 28.5712
1296.16 20.0352
1296.23 14.5813
1296.31 11.3521
1296.38 9.37529
1296.45 8.10664
1296.60 6.64398
1296.74 5.87858
1296.89 5.42143
1297.04 5.12813
1297.33 4.77838
1297.62 4.58167
1297.92 4.45668
1298.50 4.30671
1299.09 4.22075
1299.67 4.17670
1299.97 4.18058
1300.26 4.23714
1300.41 4.32124
1300.55 4.50978
1300.63 4.69183
1300.70 4.99587
1300.77 5.52906
1300.85 6.48596
1300.92 8.14011
1301.00 9.38372
1301.08 8.49042
1301.16 6.94315
1301.24 5.83169
1301.32 5.22145
1301.41 4.86533
1301.49 4.64813
1301.66 4.40363
1301.82 4.27507
1302.16 4.14382
1302.49 4.07487
1303.16 3.99425
1303.82 3.93957
1305.16 3.85208
1306.49 3.77353
1307.83 3.70521
1308.50 3.68665
1309.16 3.70437
1309.50 3.74574
1309.83 3.83339
1310.16 4.01264
1310.50 4.38693
1310.83 5.24394
1311.00 6.09235
1311.16 7.54868
1311.33 10.3056
1311.41 12.6630
1311.50 16.1820
1311.58 21.8257
1311.66 31.1600
1311.71 38.2907
1311.75 47.6517
1311.79 60.6320
1311.83 77.6493
1311.87 100.817
1311.92 127.429
1312.00 165.296
1312.04 159.043
1312.09 138.887
1312.17 91.9923
1312.24 63.5719
1312.32 46.0846
1312.39 35.0496
1312.46 27.8120
1312.61 19.3408
1312.76 14.7969
1312.90 12.0804
1313.05 10.3218
1313.34 8.24225
1313.63 7.09086
1313.92 6.37718
1314.51 5.56062
1315.09 5.12568
1315.68 4.90294
1315.97 4.88675
1316.11 4.92765
1316.26 5.03456
1316.41 5.27445
1316.55 5.82557
1316.63 6.36083
1316.70 7.25603
1316.77 8.82542
1316.84 11.6372
1316.92 16.4960
1317.00 20.2397
1317.08 17.6852
1317.16 13.1006
1317.22 10.5097
1317.28 8.82420
1317.34 7.72406
1317.40 6.98231
1317.53 6.08630
1317.65 5.58700
1317.78 5.27775
1317.90 5.07022
1318.15 4.81173
1318.40 4.65508
1318.64 4.54893
1319.14 4.40866
1320.13 4.24600
1321.12 4.14367
1323.10 4.00609
1325.08 3.90825
1329.04 3.76203
1333.00 3.64574
1340.92 3.44727
1344.89 3.35442
1346.87 3.31241
1347.36 3.30705
1347.86 3.31466
1348.10 3.33496
1348.35 3.39332
1348.48 3.46183
1348.60 3.60026
1348.72 3.91853
1348.79 4.23377
1348.85 4.73925
1348.92 5.71859
1349.00 6.45462
1349.08 5.92026
1349.15 4.98908
1349.20 4.54590
1349.25 4.23411
1349.35 3.86380
1349.45 3.66688
1349.55 3.55170
1349.75 3.42858
1349.95 3.36678
1350.35 3.30502
1350.74 3.27275
1352.33 3.20695
1355.50 3.11995
1357.09 3.07894
1358.67 3.03985
1359.47 3.02486
1360.26 3.02677
1360.66 3.05237
1360.85 3.08382
1361.05 3.14404
1361.25 3.26877
1361.35 3.38126
1361.45 3.56052
1361.55 3.86400
1361.65 4.41949
1361.75 5.53643
1361.80 6.52413
1361.85 7.94944
1361.92 11.2743
1362.00 13.7204
1362.08 11.8850
1362.16 8.76626
1362.22 6.84226
1362.29 5.66293
1362.36 4.93148
1362.43 4.45789
1362.57 3.91022
1362.71 3.62074
1362.84 3.44652
1362.98 3.33341
1363.26 3.19829
1363.81 3.07017
1364.36 3.00629
1365.46 2.93295
1366.56 2.88235
1368.76 2.79727
1370.97 2.71499
1373.17 2.63299
1374.27 2.59847
1375.37 2.58443
1375.92 2.59758
1376.47 2.64117
1377.02 2.74711
1377.57 2.99141
1378.12 3.59136
1378.40 4.21148
1378.67 5.32316
1378.95 7.52580
1379.09 9.47929
1379.22 12.5269
1379.36 17.6514
1379.50 26.8036
1379.57 34.2534
1379.64 44.9246
1379.71 60.4562
1379.77 82.5999
1379.89 136.307
1380.00 176.937
1380.11 147.817
1380.23 96.9786
1380.31 70.2588
1380.39 52.3879
1380.48 40.4523
1380.56 32.2772
1380.72 22.2908
1380.89 16.7197
1381.06 13.3100
1381.22 11.0700
1381.55 8.38949
1381.89 6.89282
1382.22 5.96211
1382.88 4.89511
1383.55 4.31269
1384.21 3.95127
1385.54 3.52710
1386.86 3.28402
1388.19 3.12790
1388.85 3.07678
1389.52 3.06321
1389.85 3.09829
1390.02 3.14478
1390.18 3.23361
1390.35 3.41159
1390.51 3.80804
1390.60 4.19735
1390.68 4.86661
1390.76 6.09583
1390.84 8.40514
1390.92 12.0184
1391.00 14.6935
1391.08 12.6336
1391.16 9.16535
1391.25 6.55361
1391.34 5.20389
1391.44 4.46802
1391.53 4.03559
1391.62 3.75604
1391.71 3.56832
1391.90 3.33374
1392.08 3.19661
1392.27 3.10736
1392.64 2.99730
1393.38 2.88216
1394.12 2.81412
1395.60 2.72091
1397.08 2.64899
1403.00 2.42077
1408.92 2.21785
1410.40 2.16969
1411.88 2.13046
1412.62 2.12553
1412.99 2.13526
1413.36 2.16534
1413.73 2.24483
1413.92 2.32765
1414.10 2.47473
1414.29 2.75957
1414.38 3.00911
1414.47 3.39140
1414.57 4.02549
1414.66 5.13027
1414.75 7.26740
1414.84 11.5441
1414.92 17.7300
1415.00 22.1403
1415.08 18.4821
1415.16 12.5818
1415.22 9.24152
1415.29 7.12728
1415.35 5.77984
1415.41 4.89026
1415.54 3.84407
1415.67 3.28491
1415.80 2.94738
1415.92 2.72900
1416.18 2.47106
1416.44 2.32620
1416.69 2.23495
1417.20 2.12497
1418.22 2.01116
1419.24 1.94216
1423.33 1.75133
1427.42 1.58227
1431.50 1.41614
1435.59 1.26567
1439.67 1.18757
1441.72 1.23086
1443.76 1.41652
1445.80 1.95963
1446.82 2.65076
1447.08 2.99099
1447.33 3.56752
1447.46 4.07526
1447.59 4.93617
1447.72 6.67989
1447.78 8.28278
1447.84 10.7335
1447.92 15.0665
1448.00 17.6835
1448.08 14.5051
1448.16 10.1529
1448.26 7.01822
1448.35 5.62728
1448.45 4.98882
1448.55 4.69701
1448.75 4.56670
1448.94 4.70189
1449.73 6.22697
1450.51 9.06099
1451.29 14.1619
1451.69 18.2935
1452.08 24.2568
1452.47 33.2450
1452.86 47.5191
1453.25 71.7652
1453.65 116.692
1453.84 154.150
1454.04 209.331
1454.23 292.452
1454.43 417.586
1454.72 684.255
1455.00 877.252
1455.29 719.987
1455.58 460.781
1455.84 304.794
1456.10 210.812
1456.36 153.038
1456.61 115.906
1457.13 73.3671
1457.65 51.0625
1458.16 37.9548
1458.68 29.5866
1459.71 19.8564
1460.74 14.5906
1461.77 11.4544
1462.29 10.4062
1462.81 9.75834
1463.06 9.74837
1463.32 10.3819
1463.45 11.3531
1463.58 13.5043
1463.65 15.5351
1463.71 18.7443
1463.77 24.1471
1463.84 33.0371
1463.88 41.2816
1463.92 50.9571
1464.00 65.7593
1464.08 57.7693
1464.16 41.4907
1464.25 29.9461
1464.33 23.2078
1464.41 19.1884
1464.49 16.6530
1464.66 13.7887
1464.83 12.3170
1465.16 10.9801
1465.49 10.5664
1466.15 11.0978
1466.81 13.3721
1467.47 18.7850
1467.81 23.8492
1468.14 31.9962
1468.47 45.8180
1468.80 71.0022
1468.96 91.5932
1469.13 121.024
1469.30 164.293
1469.46 226.945
1469.73 377.550
1470.00 492.783
1470.27 413.039
1470.54 271.188
1470.73 197.887
1470.93 148.363
1471.12 114.802
1471.31 91.5352
1471.69 62.6727
1472.08 46.3835
1472.46 36.2717
1472.85 29.5789
1473.62 21.4574
1474.38 16.8301
1475.15 13.9009
1476.69 10.4414
1478.23 8.48091
1479.76 7.23359
1480.53 6.79914
1481.30 6.55941
1481.69 6.63366
1481.88 6.80313
1482.07 7.16840
1482.26 7.95444
1482.36 8.67096
1482.45 9.80656
1482.55 11.7023
1482.65 15.0878
1482.74 21.6318
1482.84 34.9913
1482.92 54.4104
1483.00 68.6188
1483.08 57.7064
1483.16 39.3774
1483.25 26.0269
1483.35 18.8079
1483.44 14.7418
1483.53 12.2788
1483.62 10.6832
1483.71 9.58995
1483.89 8.22054
1484.07 7.41411
1484.26 6.88752
1484.62 6.23967
1484.98 5.84411
1485.35 5.56731
1486.07 5.18185
1487.53 4.68056
1488.98 4.32240
1491.89 3.78796
1494.80 3.38408
1500.62 2.80593
1506.44 2.50339
1512.26 2.73376
1515.17 3.36012
1518.08 4.86745
1519.54 6.29651
1520.99 8.58959
1522.45 12.4273
1523.90 19.2608
1524.63 24.7415
1525.36 32.5831
1526.08 44.2468
1526.81 62.3371
1527.54 92.0832
1528.27 144.304
1528.99 243.396
1529.36 325.548
1529.72 441.123
1530.36 734.815
1531.00 956.673
1531.65 797.190
1532.29 518.518
1532.91 338.395
1533.52 232.098
1534.14 168.125
1534.76 127.599
1535.99 81.7083
1537.23 57.8122
1538.46 43.7708
1539.69 34.7729
1542.16 24.2056
1544.63 18.3586
1547.10 14.7043
1552.03 10.3976
1556.97 7.86770
1561.91 6.06606
1564.37 5.28775
1565.61 4.91704
1566.84 4.56748
1568.08 4.28548
1568.69 4.22333
1569.31 4.31188
1569.93 4.80741
1570.24 5.44023
1570.54 6.68088
1570.85 9.32073
1571.01 11.7621
1571.16 15.7332
1571.31 22.6275
1571.39 28.0453
1571.47 35.6687
1571.55 46.7001
1571.62 63.1266
1571.70 88.1627
1571.78 126.376
1571.89 209.777
1572.00 273.757
1572.06 263.913
1572.11 230.103
1572.22 151.773
1572.36 91.4230
1572.49 60.0689
1572.63 42.6974
1572.76 32.4283
1572.89 25.8074
1573.03 21.3514
1573.29 15.8216
1573.56 12.6318
1573.83 10.5986
1574.36 8.19772
1574.89 6.83158
1575.43 5.94665
1576.49 4.83662
1577.56 4.13773
1578.63 3.64470
1580.76 3.07792
1581.83 3.05229
1582.90 3.34425
1583.96 4.24603
1584.50 5.11463
1585.03 6.45410
1585.57 8.54088
1586.10 11.8506
1586.63 17.2733
1587.17 26.5696
1587.70 43.6811
1587.97 57.7359
1588.23 78.1238
1588.50 108.911
1588.77 156.908
1589.03 234.098
1589.30 358.552
1589.65 613.961
1590.00 821.489
1590.36 703.242
1590.71 469.039
1591.05 314.323
1591.38 221.079
1591.72 163.992
1592.06 127.381
1592.73 85.0327
1593.40 62.5229
1594.08 49.0240
1594.75 40.2449
1596.10 29.7301
1597.44 23.7827
1598.79 20.0165
1601.48 15.5673
1604.18 13.0395
1606.87 11.4088
1612.26 9.40822
1617.65 8.20146
1623.03 7.36988
1628.42 6.74177
1629.77 6.60916
1631.11 6.50018
1631.79 6.47667
1632.12 6.48950
1632.46 6.54219
1632.80 6.68968
1632.96 6.84278
1633.13 7.10930
1633.30 7.60927
1633.47 8.63462
1633.55 9.57265
1633.64 11.0758
1633.72 13.5871
1633.81 17.8482
1633.90 25.6518
1634.00 31.4843
1634.10 27.2721
1634.20 19.9673
1634.26 16.3438
1634.33 13.8647
1634.46 10.9337
1634.59 9.40248
1634.72 8.51837
1634.85 7.96305
1634.98 7.59016
1635.24 7.13093
1635.50 6.86270
1635.76 6.68864
1636.28 6.47236
1636.80 6.33763
1637.32 6.24075
1638.36 6.09903
1640.44 5.89599
1642.52 5.73193
1646.68 5.44330
1647.72 5.37459
1648.76 5.31119
1649.28 5.29049
1649.80 5.30860
1650.06 5.37149
1650.19 5.44176
1650.32 5.56844
1650.45 5.81054
1650.58 6.31861
1650.65 6.78734
1650.71 7.54051
1650.78 8.79876
1650.84 10.9308
1650.92 15.0073
1651.00 18.2835
1651.08 16.3436
1651.16 12.5950
1651.25 9.75209
1651.33 8.20317
1651.42 7.32515
1651.51 6.79436
1651.60 6.44336
1651.69 6.20361
1651.87 5.89822
1652.04 5.71552
1652.22 5.59607
1652.57 5.44785
1653.28 5.29375
1653.99 5.20485
1655.41 5.08557
1656.83 4.99342
1662.50 4.69140
1668.17 4.41249
1669.59 4.34076
1671.01 4.26937
1671.72 4.24021
1672.07 4.23342
1672.43 4.24176
1672.78 4.29082
1672.96 4.35295
1673.14 4.47357
1673.31 4.72320
1673.40 4.95010
1673.49 5.30484
1673.58 5.90326
1673.67 6.95693
1673.76 9.00438
1673.84 13.0900
1673.92 19.3865
1674.00 24.2876
1674.08 21.1793
1674.16 15.4299
1674.25 10.9817
1674.34 8.62623
1674.43 7.29378
1674.52 6.49836
1674.62 5.97812
1674.71 5.62592
1674.89 5.18456
1675.07 4.92430
1675.25 4.75677
1675.62 4.55365
1675.98 4.43434
1676.35 4.35450
1677.08 4.24908
1678.54 4.12011
1680.00 4.02780
1681.46 3.94918
1682.92 3.88064
1683.65 3.85471
1684.38 3.85157
1684.75 3.88011
1685.11 3.98494
1685.30 4.12431
1685.48 4.43914
1685.57 4.75958
1685.66 5.32014
1685.75 6.38961
1685.84 8.54118
1685.92 11.6932
1686.00 13.9691
1686.08 12.1438
1686.16 9.15059
1686.22 7.40576
1686.29 6.32650
1686.35 5.64031
1686.42 5.18756
1686.55 4.65420
1686.68 4.36571
1686.94 4.07734
1687.20 3.93862
1687.72 3.80325
1688.24 3.73218
1689.28 3.64459
1690.32 3.58033
1694.49 3.37030
1698.65 3.17788
1702.81 3.00656
1706.98 2.91952
1709.06 2.97748
1711.14 3.22656
1713.22 3.98003
1714.26 4.82376
1715.31 6.40319
1716.35 9.66151
1716.87 12.6718
1717.39 17.6052
1717.91 26.4235
1718.17 33.5943
1718.43 44.0946
1718.69 60.2596
1718.95 86.2906
1719.21 130.649
1719.47 207.973
1719.74 328.263
1720.00 402.598
1720.27 314.505
1720.53 191.245
1720.80 114.209
1721.06 71.9765
1721.32 48.7554
1721.59 36.5080
1721.85 32.3227
1721.98 33.5539
1722.11 37.8739
1722.25 46.7760
1722.38 63.0524
1722.51 91.7816
1722.64 140.861
1722.73 191.311
1722.82 255.006
1723.00 363.874
1723.09 366.215
1723.18 332.382
1723.36 236.262
1723.52 169.015
1723.69 125.578
1723.85 97.4766
1724.02 78.5703
1724.34 55.5816
1724.67 42.5814
1725.00 34.3531
1725.33 28.7547
1725.98 21.7105
1726.64 17.4925
1727.29 14.7130
1728.60 11.2946
1729.91 9.28335
1731.22 7.96087
1732.53 7.03134
1732.86 6.85865
1733.19 6.75046
1733.35 6.76314
1733.52 6.91109
1733.60 7.10640
1733.68 7.48372
1733.76 8.23302
1733.84 9.72140
1733.92 12.2143
1734.00 14.3062
1734.08 13.2083
1734.16 10.9120
1734.23 9.32225
1734.31 8.35251
1734.38 7.74787
1734.46 7.35291
1734.61 6.86505
1734.76 6.57925
1735.07 6.23800
1735.37 6.02103
1736.58 5.48087
1739.00 4.79119
1740.21 4.52591
1741.42 4.31754
1742.02 4.27067
1742.33 4.29075
1742.63 4.38167
1742.93 4.64311
1743.08 4.91852
1743.23 5.40403
1743.38 6.33091
1743.54 8.27798
1743.61 10.1192
1743.69 13.1043
1743.76 18.3325
1743.84 27.4527
1743.92 43.4134
1744.00 55.3537
1744.08 46.7123
1744.16 31.8076
1744.22 24.5571
1744.27 19.5778
1744.38 13.6329
1744.48 10.4748
1744.59 8.66244
1744.70 7.51161
1744.80 6.74652
1745.01 5.80514
1745.23 5.25811
1745.44 4.90707
1745.86 4.47880
1746.29 4.22177
1746.71 4.04340
1747.56 3.79528
1749.27 3.46453
1750.97 3.21080
1754.37 2.77685
1757.77 2.38281
1761.17 2.05112
1762.87 1.97094
1764.57 2.07893
1765.42 2.29605
1766.27 2.73997
1767.12 3.61695
1767.97 5.39046
1768.40 6.92739
1768.82 9.24853
1769.25 12.8854
1769.67 18.8663
1770.10 29.3507
1770.31 37.6606
1770.52 49.3365
1770.73 66.3567
1770.95 91.6228
1771.16 130.352
1771.37 189.248
1771.69 322.053
1772.00 428.190
1772.32 364.300
1772.63 242.068
1772.82 186.167
1773.01 145.538
1773.39 95.0170
1773.78 67.2322
1774.16 50.6848
1774.54 40.0377
1774.92 32.8145
1775.68 23.8419
1776.45 18.6406
1777.21 15.3253
1778.74 11.4157
1780.26 9.22421
1781.79 7.84368
1782.55 7.34230
1783.32 6.96633
1783.70 6.86206
1784.08 6.92231
1784.27 7.12838
1784.46 7.69037
1784.56 8.29894
1784.65 9.39861
1784.75 11.5562
1784.84 16.0197
1784.92 22.3385
1785.00 26.8994
1785.08 23.1049
1785.16 16.9293
1785.23 13.2233
1785.30 10.9890
1785.37 9.59581
1785.44 8.68705
1785.57 7.62106
1785.71 7.03821
1785.85 6.67659
1785.99 6.42970
1786.26 6.10688
1786.82 5.73408
1787.37 5.49112
1788.47 5.13472
1789.58 4.85479
1794.00 4.04744
1798.42 3.47095
1799.52 3.34234
1800.62 3.22870
1801.18 3.20440
1801.45 3.22416
1801.73 3.30138
1802.01 3.52348
1802.14 3.76170
1802.28 4.18632
1802.42 4.99449
1802.56 6.69048
1802.63 8.25673
1802.70 10.7751
1802.76 14.9837
1802.80 18.1422
1802.83 22.1162
1802.88 28.4397
1802.92 36.0311
1803.00 47.2875
1803.08 41.0304
1803.17 28.5770
1803.26 18.8362
1803.36 13.5888
1803.46 10.5860
1803.55 8.77619
1803.65 7.58492
1803.75 6.77372
1803.94 5.74833
1804.13 5.14601
1804.33 4.75718
1804.71 4.29396
1805.48 3.86314
1806.25 3.66672
1807.80 3.50534
1809.34 3.48602
1812.42 3.76582
1815.51 4.68547
1817.05 5.60727
1818.60 7.11361
1820.14 9.66623
1821.68 14.2621
1823.22 23.3798
1823.99 31.5008
1824.77 44.3741
1825.54 66.1994
1826.31 106.363
1826.69 139.700
1827.08 188.410
1827.47 261.504
1827.85 370.568
1828.43 609.961
1829.00 784.621
1829.58 646.153
1830.15 415.864
1830.81 247.420
1831.47 158.528
1832.13 109.438
1832.79 80.2199
1833.45 61.5379
1834.11 48.9230
1835.43 33.4689
1836.75 24.6610
1838.07 19.1284
1840.71 12.7149
1843.34 9.17212
1845.98 6.93485
1851.26 4.28328
1853.90 3.50619
1856.54 3.08298
1859.18 3.19606
1860.50 3.59504
1861.82 4.37888
1863.14 5.77393
1864.45 8.18294
1865.77 12.3812
1867.09 19.9423
1867.75 25.9603
1868.41 34.4450
1869.07 46.7113
1869.73 64.9513
1870.39 93.1310
1871.05 138.255
1871.71 213.434
1872.37 339.862
1873.19 590.582
1874.00 800.050
1874.82 692.201
1875.64 466.509
1876.21 349.672
1876.77 268.025
1877.33 211.286
1877.90 171.116
1879.03 120.157
1880.15 90.5079
1881.28 71.7392
1882.41 59.0796
1884.67 43.4305
1886.92 34.3477
1889.18 28.5189
1893.69 21.5729
1898.20 17.6189
1902.72 15.0762
1911.74 11.9789
1920.77 10.1190
1929.79 8.81696
1938.82 7.76435
1943.33 7.25026
1944.46 7.11304
1945.59 6.97197
1946.15 6.90825
1946.43 6.88647
1946.71 6.88501
1947.00 6.93810
1947.14 7.01449
1947.28 7.16631
1947.42 7.47806
1947.56 8.17456
1947.63 8.85260
1947.70 9.96651
1947.77 11.9380
1947.84 15.3977
1947.92 21.8193
1948.00 27.1778
1948.08 24.3779
1948.16 18.5798
1948.24 14.4578
1948.32 12.0712
1948.40 10.6360
1948.48 9.72292
1948.64 8.67510
1948.80 8.11397
1948.96 7.77210
1949.12 7.54347
1949.44 7.25518
1949.76 7.07565
1950.08 6.94852
1950.72 6.76680
1952.00 6.51138
1953.28 6.29894
1955.84 5.88362
1958.40 5.41775
1960.97 4.85148
1962.25 4.52377
1963.53 4.19191
1964.17 4.05489
1964.81 3.98703
1965.45 4.08874
1966.09 4.61430
1966.73 6.30446
1967.05 8.22516
1967.21 9.72395
1967.37 11.7931
1967.53 14.7028
1967.69 18.8899
1967.85 25.0878
1968.01 34.5858
1968.17 49.7622
1968.33 75.2170
1968.49 120.071
1968.65 201.044
1968.83 348.018
1969.00 471.405
1969.18 408.989
1969.35 277.259
1969.48 205.811
1969.60 156.720
1969.73 123.199
1969.86 99.8020
1970.11 70.5618
1970.37 53.7947
1970.62 43.2880
1970.87 36.2403
1971.38 27.5968
1971.89 22.6016
1972.40 19.4098
1973.41 15.6301
1974.43 13.4916
1975.44 12.1273
1976.46 11.1811
1977.47 10.4852
1979.50 9.52352
1981.54 8.88243
1985.60 8.05695
1989.66 7.52228
1993.72 7.12684
1997.78 6.80672
1998.80 6.73611
1999.81 6.67682
2000.32 6.66309
2000.83 6.69569
2001.08 6.77143
2001.34 6.98716
2001.46 7.23975
2001.59 7.75169
2001.65 8.21612
2001.72 8.93478
2001.78 10.1007
2001.84 12.0114
2001.92 15.7306
2002.00 18.5886
2002.08 16.6263
2002.16 13.1232
2002.24 10.8078
2002.31 9.46061
2002.39 8.64702
2002.46 8.12935
2002.62 7.53560
2002.77 7.22417
2003.07 6.91350
2003.38 6.76188
2003.99 6.60794
2004.60 6.52174
2005.82 6.40919
2007.04 6.32412
2011.92 6.05299
2021.67 5.59747
2031.43 5.17013
2041.18 4.72714
2050.94 4.22758
2055.82 3.94294
2060.70 3.63370
2065.58 3.33215
2068.02 3.23285
2070.45 3.26748
2072.89 3.71395
2074.11 4.35250
2075.33 5.68035
2076.55 8.64102
2077.16 11.4847
2077.77 16.2350
2078.38 24.7825
2078.69 31.7058
2078.99 41.7078
2079.30 56.6536
2079.60 79.8120
2079.91 116.880
2080.21 176.456
2080.61 295.845
2081.00 388.252
2081.40 326.572
2081.79 214.830
2082.22 134.712
2082.64 90.1707
2083.07 64.5718
2083.50 48.8824
2083.92 38.6011
2084.35 31.5362
2085.20 22.6595
2086.06 17.4670
2086.91 14.1382
2088.62 10.2838
2090.32 8.59006
2091.18 8.58091
2092.03 9.61218
2092.88 12.9693
2093.31 16.5924
2093.73 22.9564
2094.16 34.8509
2094.37 44.6627
2094.59 59.0019
2094.80 80.7651
2095.01 114.644
2095.23 169.264
2095.44 258.052
2095.72 441.531
2096.00 591.927
2096.28 508.837
2096.56 342.095
2096.87 218.270
2097.17 148.891
2097.48 108.767
2097.79 83.9738
2098.10 67.6713
2098.40 56.3785
2099.02 42.1032
2099.63 33.6733
2100.24 28.2154
2101.47 21.6900
2102.70 17.9766
2103.93 15.6024
2106.38 12.7465
2108.84 11.0842
2111.29 9.98709
2116.20 8.60410
2121.11 7.74156
2126.02 7.12711
2130.93 6.63506
2132.16 6.51883
2133.39 6.40289
2134.00 6.35010
2134.62 6.32702
2134.92 6.36485
2135.08 6.42323
2135.23 6.54191
2135.38 6.79447
2135.54 7.37505
2135.61 7.95743
2135.69 8.94430
2135.77 10.7589
2135.84 14.1048
2135.92 19.9550
2136.00 24.8450
2136.08 22.3090
2136.16 17.0365
2136.22 13.9972
2136.28 12.0040
2136.34 10.6731
2136.40 9.75954
2136.53 8.62857
2136.65 7.99403
2136.77 7.59477
2136.89 7.32864
2137.14 6.99748
2137.38 6.80020
2137.63 6.66948
2138.12 6.50220
2139.09 6.31575
2140.07 6.19789
2142.03 6.02669
2143.98 5.88814
2151.81 5.42978
2159.64 5.01818
2167.46 4.60213
2175.29 4.14309
2179.20 3.88365
2183.11 3.59584
2187.03 3.27490
2188.98 3.10336
2190.94 2.93050
2192.90 2.77496
2193.87 2.72356
2194.85 2.72745
2195.83 2.89715
2196.32 3.15664
2196.81 3.72857
2197.30 5.10747
2197.54 6.53546
2197.79 9.08363
2197.91 11.1536
2198.03 14.1049
2198.15 18.4897
2198.27 25.2806
2198.40 36.4607
2198.52 55.6945
2198.58 70.6336
2198.64 91.2252
2198.70 119.863
2198.76 159.477
2198.88 272.393
2199.00 363.859
2199.12 312.650
2199.24 211.224
2199.34 147.016
2199.45 107.165
2199.55 81.7882
2199.66 65.3192
2199.86 45.9758
2200.07 35.7261
2200.28 29.6866
2200.49 25.9423
2200.91 21.9761
2201.32 20.5016
2201.74 20.4628
2202.57 23.6138
2203.41 31.8579
2204.24 49.6807
2204.66 65.7268
2205.08 90.6856
2205.49 130.618
2205.91 194.864
2206.46 324.077
2207.00 422.611
2207.55 352.427
2208.09 229.291
2208.43 172.961
2208.76 132.541
2209.10 103.455
2209.44 82.2303
2209.77 66.2656
2210.11 54.4933
2210.28 50.5382
2210.45 49.3438
2210.53 50.9555
2210.61 55.5928
2210.70 65.8299
2210.78 86.3860
2210.84 108.532
2210.89 138.439
2211.00 197.702
2211.11 195.953
2211.22 156.269
2211.31 128.075
2211.40 107.580
2211.48 92.9502
2211.57 82.2684
2211.75 67.9530
2211.92 58.8740
2212.10 52.4883
2212.27 47.7178
2212.63 40.9467
2212.98 36.2253
2213.33 32.6887
2214.03 27.6171
2214.73 24.1016
2215.44 21.5115
2215.79 20.4769
2216.14 19.6464
2216.32 19.3686
2216.49 19.3290
2216.58 19.5167
2216.67 20.0187
2216.76 21.1807
2216.84 23.7166
2216.92 27.8662
2217.00 31.2282
2217.08 29.1643
2217.16 25.1772
2217.21 23.2177
2217.26 21.7841
2217.36 19.9736
2217.46 18.9105
2217.55 18.2128
2217.75 17.3192
2217.95 16.7249
2218.35 15.8788
2218.74 15.2337
2219.54 14.2089
2220.33 13.3869
2221.92 12.1076
2223.50 11.1435
2226.67 9.76102
2227.47 9.48736
2228.26 9.23555
2228.66 9.12407
2229.05 9.04976
2229.25 9.06091
2229.45 9.18604
2229.55 9.36278
2229.65 9.73114
2229.74 10.5446
2229.79 11.3038
2229.84 12.4404
2229.92 15.3004
2230.00 17.7837
2230.08 16.7129
2230.16 14.2240
2230.22 12.8097
2230.27 11.8292
2230.39 10.6766
2230.51 10.0683
2230.62 9.70622
