U-235(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
633.913 36.1076
633.937 30.7722
633.960 27.1328
634.006 22.5622
634.053 19.8616
634.099 18.1099
634.192 15.9917
634.285 14.7742
634.378 14.0002
634.564 13.1778
634.750 13.1453
634.843 13.5981
634.935 14.7210
635.028 17.3410
635.075 19.8660
635.121 24.0447
635.168 31.4411
635.214 45.6463
635.237 57.8881
635.261 76.2601
635.284 104.631
635.307 148.551
635.340 242.683
635.373 314.445
635.406 265.199
635.438 177.690
635.471 118.690
635.504 84.3255
635.537 63.8540
635.569 51.0020
635.635 36.4808
635.700 29.0217
635.765 24.8688
635.831 23.0104
635.863 23.2944
635.896 25.5958
635.912 28.5855
635.929 34.4610
635.945 46.8571
635.953 58.0509
635.961 74.5923
635.974 112.808
635.986 141.687
635.999 120.896
636.012 84.7322
636.019 68.0083
636.027 56.0617
636.043 41.5339
636.059 33.6276
636.074 28.9141
636.106 23.7853
636.137 21.1465
636.169 19.5814
636.200 18.5808
636.263 17.5615
636.326 17.6368
636.357 18.2626
636.389 19.6015
636.420 22.2521
636.451 27.5848
636.467 32.1671
636.483 38.9701
636.498 49.1951
636.514 64.4484
636.540 101.968
636.566 130.020
636.592 111.441
636.617 79.4673
636.639 60.3611
636.661 48.0680
636.683 40.0070
636.704 34.5737
636.748 27.9242
636.791 24.1619
636.835 21.7862
636.878 20.1722
636.965 18.1224
637.052 16.8723
637.139 16.0218
637.313 14.9172
637.486 14.2165
637.660 13.7565
637.747 13.6363
637.834 13.7059
637.878 13.9336
637.921 14.5160
637.943 15.0997
637.964 16.0717
637.986 17.7590
638.008 20.7759
638.016 22.3560
638.035 27.6503
638.055 33.3052
638.074 35.0663
638.101 30.4113
638.133 24.0203
638.160 20.6410
638.187 18.6112
638.214 17.3481
638.241 16.5253
638.296 15.5656
638.350 15.0774
638.458 14.7458
638.566 14.9489
638.675 15.7546
638.783 17.7039
638.837 19.5533
638.891 22.5255
638.945 27.4573
638.999 35.6816
639.064 50.8049
639.129 61.2715
639.194 52.2333
639.259 38.0516
639.309 30.4493
639.359 25.4719
639.409 22.2086
639.458 20.0190
639.558 17.4463
639.657 16.2120
639.757 15.8374
639.856 16.4335
639.906 17.3548
639.956 19.0715
640.006 22.2331
640.056 27.9605
640.108 37.3412
640.160 43.0843
640.265 27.3611
640.319 21.4194
640.372 18.0656
640.425 16.1223
640.478 14.9883
640.532 14.4469
640.585 14.6567
640.612 15.3185
640.638 16.8175
640.665 20.1912
640.678 23.2597
640.692 27.8638
640.714 39.2025
640.735 47.6539
640.757 41.9450
640.779 32.1951
640.803 24.9884
640.827 20.9915
640.852 18.7176
640.876 17.3800
640.924 16.1852
640.973 16.2824
641.022 17.8388
641.046 19.5475
641.070 22.3769
641.094 27.2049
641.119 35.7444
641.143 51.8536
641.167 83.0087
641.179 106.521
641.191 134.476
641.214 176.122
641.237 152.662
641.261 106.377
641.278 81.4668
641.295 64.3915
641.312 52.7428
641.329 44.6145
641.363 34.4525
641.397 28.6165
641.431 24.9500
641.465 22.4822
641.533 19.4333
641.601 17.6596
641.669 16.5176
641.805 15.1663
641.941 14.4564
642.077 14.1877
642.145 14.2905
642.213 14.7696
642.247 15.3268
642.281 16.3513
642.315 18.3264
642.349 22.2311
642.381 28.2214
642.412 32.1657
642.475 23.4331
642.514 19.5154
642.553 17.5293
642.591 16.4938
642.630 15.9437
642.707 15.5804
642.784 15.7903
642.939 17.7341
643.016 19.8328
643.093 23.1473
643.202 29.8974
643.257 32.8015
643.311 33.6028
643.528 22.0548
643.628 18.3519
643.729 16.6183
643.779 16.5820
643.829 17.6606
643.854 19.1064
643.879 21.8741
643.904 27.3415
643.929 38.2977
643.952 54.6405
643.974 65.6463
643.997 55.4598
644.019 40.0563
644.034 32.8977
644.048 27.8991
644.077 21.8654
644.106 18.6166
644.135 16.6853
644.193 14.5765
644.251 13.4903
644.368 12.4794
644.484 12.2993
644.600 13.1536
644.658 14.4084
644.716 16.9297
644.774 22.3224
644.803 27.3155
644.832 35.4188
644.861 49.4822
644.890 75.7847
644.905 97.8147
644.919 130.290
644.934 179.141
644.948 252.555
644.970 419.187
644.992 544.480
645.014 456.664
645.036 303.625
645.053 221.296
645.069 166.580
645.086 129.969
645.102 104.829
645.135 73.9198
645.168 56.6285
645.201 45.9456
645.233 38.9056
645.299 30.4094
645.365 25.6299
645.430 22.7137
645.496 21.0513
645.529 20.8289
645.562 21.5253
645.608 23.9984
645.654 20.8308
645.681 19.2430
645.707 18.2706
645.760 17.1576
645.866 16.0772
645.972 15.6197
646.078 15.6816
646.184 16.5848
646.237 17.6436
646.290 19.4843
646.343 22.7505
646.396 28.8253
646.449 40.8524
646.502 65.5701
646.526 83.1957
646.550 103.945
646.598 131.936
646.646 112.249
646.694 79.3486
646.734 60.1043
646.773 47.6438
646.813 39.4669
646.853 33.9386
646.932 27.1908
647.011 23.3912
647.090 21.0166
647.170 19.4214
647.328 17.4474
647.487 16.3187
647.645 15.6808
647.724 15.5427
647.804 15.6192
647.843 15.8270
647.883 16.2946
647.923 17.3689
647.942 18.3923
647.962 19.9703
647.985 22.3481
648.009 22.9198
648.032 20.0814
648.055 17.2916
648.077 15.8014
648.099 15.0168
648.143 14.3418
648.187 14.1030
648.232 14.0216
648.320 14.0765
648.408 14.3780
648.496 15.0802
648.585 16.6587
648.629 18.1458
648.673 20.5403
648.717 24.5349
648.761 31.2689
648.815 44.2483
648.868 54.7029
648.922 48.4712
648.975 36.3271
649.020 28.9867
649.065 24.2837
649.110 21.2529
649.155 19.2234
649.245 16.7688
649.335 15.3717
649.425 14.4663
649.515 13.8319
649.560 13.6151
649.605 13.5563
649.627 13.6792
649.650 14.0556
649.672 15.0057
649.695 17.2786
649.706 19.1624
649.716 21.5970
649.738 25.9024
649.759 25.1281
649.781 21.9618
649.797 19.9537
649.813 18.5158
649.846 16.7387
649.879 15.7443
649.912 15.1226
649.978 14.3872
650.044 13.9572
650.175 13.4517
650.307 13.1500
650.438 12.9543
650.570 12.8592
650.636 12.8785
650.702 13.0117
650.767 13.5004
650.800 14.1765
650.833 15.6805
650.855 17.2288
650.865 17.7982
650.876 17.8064
650.898 16.1856
650.919 14.4206
650.938 13.5031
650.957 12.9822
650.994 12.4970
651.069 12.2583
651.144 12.4754
651.181 12.9484
651.218 14.1651
651.246 15.9162
651.274 17.3656
651.301 16.6234
651.329 15.1065
651.357 14.0200
651.385 13.3633
651.441 12.6886
651.497 12.3638
651.554 12.1744
651.666 11.9580
651.778 11.8390
651.890 11.7894
652.002 11.8651
652.059 12.0284
652.115 12.4411
652.143 12.8738
652.171 13.6521
652.199 15.1795
652.227 18.3203
652.250 22.5792
652.273 25.2927
652.295 22.4162
652.318 18.2944
652.337 16.0647
652.355 14.6548
652.391 13.1620
652.428 12.4699
652.465 12.1113
652.538 11.8232
652.611 11.8484
652.684 12.2052
652.721 12.5939
652.757 13.2333
652.794 14.3051
652.830 16.1548
652.867 19.4696
652.904 25.4952
652.945 37.2056
652.987 47.9967
653.028 44.3812
653.070 34.4994
653.116 26.7707
653.162 22.6897
653.208 21.2008
653.232 21.5590
653.255 23.0949
653.278 26.0264
653.301 27.7535
653.348 20.9047
653.371 18.3364
653.395 16.8308
653.442 15.2879
653.489 14.5734
653.535 14.2706
653.582 14.3457
653.629 15.0819
653.652 15.9817
653.676 17.6384
653.699 20.7747
653.723 26.7926
653.747 37.5137
653.771 46.3858
653.796 41.9363
653.820 32.7878
653.848 25.7079
653.876 21.7438
653.903 19.4556
653.931 18.0547
653.986 16.5674
654.042 15.9548
654.097 15.8508
654.153 16.2037
654.208 17.1524
654.263 18.9937
654.321 21.7637
654.378 22.7739
654.492 16.4917
654.530 15.0615
654.569 14.1179
654.646 13.0494
654.722 12.5087
654.799 12.2008
654.953 11.8913
655.106 11.7953
655.260 11.9051
655.337 12.0935
655.414 12.4590
655.490 13.1735
655.567 14.6727
655.606 16.0460
655.644 18.2359
655.682 21.8588
655.721 27.9125
655.767 39.0777
655.813 47.0799
655.859 40.6333
655.904 30.1298
655.953 22.8519
656.002 18.7941
656.050 16.4474
656.099 15.0025
656.196 13.4244
656.293 12.6899
656.391 12.4586
656.488 12.8802
656.536 13.6226
656.585 15.2299
656.609 16.6706
656.634 18.8778
656.658 22.3169
656.682 27.6673
656.719 40.3216
656.756 51.2165
656.792 46.3403
656.829 35.3163
656.873 26.3298
656.916 21.4328
656.960 18.6620
657.004 16.9832
657.091 15.1774
657.178 14.3754
657.266 14.1609
657.353 14.6272
657.397 15.3601
657.440 16.8737
657.462 18.2111
657.484 20.2497
657.506 23.4497
657.528 28.4511
657.555 37.4072
657.583 42.0416
657.638 26.0846
657.656 22.2138
657.674 19.6104
657.711 16.6790
657.747 15.2814
657.783 14.6109
657.855 14.3250
657.927 14.9445
658.000 16.6255
658.072 20.3636
658.108 23.8148
658.144 29.2837
658.180 38.2591
658.216 53.0998
658.261 81.2314
658.305 101.709
658.350 86.0320
658.394 59.9450
658.436 43.3986
658.477 33.5174
658.519 27.4943
658.560 23.6788
658.643 19.4415
658.726 17.5255
658.809 17.0494
658.851 17.4085
658.893 18.3971
658.934 20.5085
658.976 24.9345
658.996 28.8933
659.017 34.9752
659.038 44.6706
659.059 60.0699
659.086 91.2196
659.113 116.074
659.140 99.7904
659.167 69.0286
659.185 54.1005
659.203 43.6785
659.221 36.4609
659.239 31.3756
659.275 24.9828
659.311 21.3296
659.346 19.0575
659.382 17.5675
659.454 15.8719
659.525 15.1878
659.597 15.3930
659.633 16.0013
659.668 17.2410
659.704 19.7057
659.740 24.7380
659.766 31.5473
659.793 41.6266
659.810 50.8896
659.827 65.6148
659.846 92.6291
659.859 112.535
659.872 123.329
659.895 105.599
659.918 73.7391
659.940 52.5554
659.963 39.9480
659.985 32.2964
660.007 27.4048
660.051 21.7860
660.096 18.7940
660.140 16.9924
660.185 15.8072
660.273 14.3591
660.362 13.5097
660.451 12.9476
660.629 12.2406
660.806 11.8259
660.895 11.7042
660.984 11.6631
661.073 11.7752
661.117 11.9470
661.161 12.2708
661.206 12.8757
661.250 14.0457
661.295 16.4581
661.317 18.5829
661.339 21.7317
661.413 39.1476
661.432 39.8663
661.450 37.3851
661.487 29.2645
661.523 23.2631
661.559 19.6587
661.595 17.5344
661.631 16.3093
661.667 15.7407
661.703 15.8843
661.739 17.3188
661.757 19.0594
661.775 22.0838
661.821 34.5283
661.844 31.9757
661.867 25.6714
661.886 21.7745
661.905 19.2014
661.924 17.5038
661.942 16.3504
661.980 14.9221
662.018 14.0996
662.093 13.2135
662.169 12.7571
662.244 12.4831
662.320 12.2955
662.357 12.2219
662.395 12.1827
662.433 12.3117
662.452 12.6139
662.470 13.3914
662.482 14.3383
662.493 15.9121
662.504 18.3116
662.516 21.3553
662.527 24.1159
662.538 25.5181
662.561 24.6498
662.582 22.8646
662.602 21.5801
662.644 20.4381
662.686 20.3846
662.727 20.9416
662.854 24.6766
662.981 27.5385
663.235 25.4885
663.315 27.0398
663.570 38.2418
663.698 34.0118
663.761 30.4149
663.825 27.4311
663.882 26.1873
663.911 26.8762
663.940 29.8075
663.964 35.1901
663.988 40.0015
664.012 37.3426
664.036 31.6219
664.059 27.5560
664.082 24.9464
664.105 23.2800
664.128 22.2474
664.151 21.7545
664.174 21.9334
664.197 23.3243
664.220 27.4024
664.259 41.7880
664.278 39.9131
664.297 33.2466
664.321 27.1955
664.345 23.8061
664.368 21.8116
664.392 20.5295
664.440 18.9844
664.487 18.0772
664.583 17.0473
664.678 16.5050
664.868 16.1648
665.059 16.6141
665.249 18.1590
665.344 19.6619
665.439 22.0626
665.535 26.0624
665.630 33.2044
665.725 47.2408
665.773 59.4337
665.820 77.5780
665.855 95.8361
665.890 117.863
665.959 153.201
665.994 149.415
666.029 130.271
666.099 83.3829
666.143 61.9378
666.188 47.5748
666.232 38.0631
666.277 31.7470
666.322 27.4999
666.366 24.6687
666.455 21.7403
666.556 21.2774
666.658 22.8186
666.860 27.6525
666.995 29.0275
667.028 29.3621
667.062 30.0734
667.096 31.8222
667.113 33.5381
667.129 36.2199
667.151 40.9592
667.172 42.9504
667.194 37.6681
667.215 31.5224
667.240 27.3970
667.265 25.2441
667.298 23.6657
667.331 22.7010
667.397 21.4563
667.463 20.6179
667.529 20.0466
667.595 19.7614
667.661 19.9115
667.727 20.9120
667.793 23.8021
667.843 27.8913
667.893 30.6862
667.993 23.5419
668.055 20.2097
668.116 18.5162
668.178 17.6620
668.240 17.3106
668.301 17.3893
668.363 18.0252
668.425 19.6425
668.487 23.1829
668.539 28.1337
668.591 30.9789
668.696 21.8394
668.741 18.8642
668.786 17.0285
668.877 15.0930
668.967 14.1554
669.058 13.6284
669.148 13.3294
669.238 13.2505
669.284 13.3554
669.329 13.6802
669.374 14.5349
669.397 15.4049
669.419 16.8127
669.447 19.3735
669.475 20.8695
669.530 16.2717
669.551 14.9517
669.572 14.0875
669.613 13.1301
669.654 12.6648
669.695 12.4349
669.736 12.3771
669.777 12.5615
669.818 13.3441
669.839 14.3144
669.859 16.1371
669.907 23.8191
669.930 23.2026
669.954 20.1139
669.979 17.5988
670.004 16.0948
670.029 15.2070
670.054 14.6745
670.104 14.1937
670.154 14.1837
670.204 14.5627
670.254 15.4261
670.304 17.0396
670.354 19.8175
670.419 25.2771
670.451 27.5817
670.484 28.2006
670.614 20.1331
670.671 17.5292
670.727 15.8714
670.841 14.0629
670.954 13.1897
671.067 12.7607
671.180 12.6590
671.293 13.0425
671.350 13.6504
671.407 14.9902
671.435 16.2566
671.463 18.3398
671.492 21.9425
671.520 28.3279
671.550 39.2771
671.580 47.5884
671.611 42.1023
671.641 32.4376
671.676 25.4679
671.711 22.1900
671.746 20.9930
671.780 21.1803
671.815 22.6690
671.850 25.8661
671.885 31.8020
671.920 42.2127
671.959 59.5065
671.978 66.8664
671.997 68.8117
672.036 55.6191
672.075 39.0833
672.110 29.4870
672.146 24.0525
672.182 21.0578
672.218 19.6162
672.253 19.4314
672.289 20.7052
672.325 24.3490
672.360 32.5746
672.394 46.8999
672.427 60.8291
672.461 56.6876
672.494 43.5855
672.519 36.0032
672.544 31.0644
672.594 26.7943
672.619 26.9345
672.644 28.9954
672.669 34.2710
672.694 45.4234
672.717 61.4865
672.739 70.0084
672.762 57.0765
672.784 40.8499
672.804 31.7037
672.824 26.2243
672.843 22.8736
672.863 20.7681
672.902 18.6172
672.941 18.1125
672.981 19.0653
673.020 22.3942
673.039 25.8379
673.059 31.6271
673.079 41.6241
673.098 58.9084
673.121 89.7291
673.144 109.273
673.166 90.1560
673.189 62.9540
673.204 50.5050
673.218 41.7672
673.247 31.1358
673.276 25.3638
673.305 21.9579
673.363 18.3103
673.421 16.5269
673.538 15.0687
673.654 14.9602
673.770 16.0586
673.828 17.3281
673.886 19.4717
673.944 23.1729
674.002 29.9067
674.060 43.0356
674.118 69.6063
674.144 87.3070
674.169 107.265
674.194 124.009
674.219 129.695
674.270 104.592
674.320 70.7361
674.377 47.1051
674.433 34.4583
674.490 27.3379
674.546 23.0873
674.603 20.4623
674.660 18.9645
674.716 18.6192
674.773 20.3836
674.806 23.0220
674.840 24.7654
674.907 18.9565
674.942 16.5376
674.978 15.1271
675.049 13.6836
675.120 13.0042
675.191 12.7084
675.262 12.7550
675.334 13.3202
675.405 15.0019
675.440 16.7331
675.476 19.5404
675.527 26.0090
675.577 31.8261
675.628 29.9036
675.679 24.9255
675.735 21.3957
675.790 19.9510
675.846 19.9679
675.902 21.2479
675.957 23.9925
676.013 28.7933
676.068 36.7843
676.124 49.6980
676.208 80.7204
676.291 107.261
676.375 96.0533
676.458 70.8092
676.548 51.6478
676.638 40.6092
676.728 34.3593
676.818 31.1228
676.908 30.4709
676.953 31.4285
676.998 33.8389
677.043 38.9347
677.088 49.8422
677.110 59.8610
677.133 75.8549
677.155 102.395
677.178 146.687
677.191 182.822
677.203 223.928
677.229 275.752
677.255 224.990
677.280 148.582
677.302 105.805
677.323 79.2865
677.345 62.6732
677.366 51.9082
677.409 39.4350
677.451 32.9741
677.494 29.3134
677.537 27.1801
677.622 25.4420
677.708 25.9427
677.793 28.6769
677.879 34.7619
677.964 46.6482
678.055 68.4081
678.146 88.8532
678.237 83.5744
678.328 65.6769
678.383 57.4062
678.439 52.5350
678.494 51.4236
678.550 53.9857
678.591 53.1952
678.612 48.3928
678.632 41.1161
678.653 33.9970
678.674 28.7018
678.694 25.3137
678.715 23.3235
678.752 21.8753
678.789 22.1144
678.827 23.8178
678.864 27.4708
678.956 42.4619
679.002 39.1469
679.048 31.8206
679.097 26.3434
679.146 23.2759
679.195 21.6652
679.245 21.0196
679.294 21.1820
679.343 22.2407
679.392 24.5213
679.442 28.5651
679.516 38.7484
679.590 47.5740
679.664 43.4276
679.737 34.6766
679.786 30.8648
679.835 29.6240
679.940 36.0080
679.992 34.9343
680.045 30.6826
680.091 27.4154
680.137 25.0093
680.229 21.9350
680.321 20.1265
680.412 18.9645
680.596 17.6523
680.780 17.1685
680.964 17.4575
681.147 19.0321
681.239 20.7924
681.331 23.8714
681.423 29.4909
681.515 40.0347
681.635 61.2832
681.638 61.7999
681.646 63.1523
681.654 64.5134
681.669 67.3780
681.700 74.0065
681.762 89.3701
681.821 97.3150
681.914 83.6488
682.007 61.8617
682.088 48.8852
682.168 41.3870
682.249 38.2057
682.330 39.3985
682.391 42.6106
682.453 41.7006
682.514 33.3582
682.575 25.6259
682.631 21.2085
682.687 18.4579
682.715 17.5532
682.743 17.0226
682.771 17.0737
682.785 17.4415
682.799 18.1363
682.822 20.2552
682.846 23.6977
682.869 27.8112
682.893 31.0350
682.939 31.8862
682.986 29.2219
683.037 26.4417
683.088 24.4387
683.191 22.0243
683.293 20.7646
683.395 20.1639
683.497 20.0904
683.599 20.6218
683.701 22.0660
683.803 25.0299
683.908 29.9847
684.014 33.0839
684.224 23.8856
684.300 21.2329
684.376 19.5202
684.528 17.9008
684.604 17.8105
684.680 18.3879
684.756 20.3438
684.794 22.4170
684.832 25.8153
684.880 32.1722
684.928 36.2771
684.975 31.8667
685.023 25.2929
685.082 20.2471
685.140 17.7137
685.170 17.0265
685.199 16.7574
685.228 17.2837
685.243 18.1912
685.258 19.9054
685.281 25.0467
685.305 30.1417
685.328 29.3811
685.351 26.2420
685.371 24.1548
685.390 22.7183
685.429 21.1664
685.468 20.6694
685.506 20.9182
685.545 21.9767
685.584 24.2845
685.622 28.9597
685.661 38.1865
685.694 49.2136
685.710 52.4534
685.726 51.3170
685.759 39.4566
685.775 33.4132
685.792 28.6986
685.822 23.0136
685.853 20.0047
685.884 18.4608
685.914 17.8620
685.945 18.1037
685.976 19.5205
686.006 23.3000
686.021 26.9614
686.037 32.6423
686.060 45.7556
686.083 55.3287
686.107 48.3890
686.130 36.8586
686.154 28.8950
686.177 24.2462
686.201 21.4358
686.225 19.6352
686.272 17.5479
686.320 16.4269
686.367 15.7487
686.414 15.3108
686.509 14.8265
686.604 14.6770
686.699 14.8868
686.746 15.2356
686.794 15.9310
686.841 17.3696
686.865 18.6284
686.889 20.4470
686.921 23.5873
686.937 24.6406
686.953 24.4888
686.985 20.8335
687.002 18.7557
687.018 17.0952
687.036 15.7268
687.054 14.7906
687.091 13.6996
687.128 13.1378
687.165 12.8184
687.238 12.4788
687.312 12.2972
687.385 12.1867
687.458 12.1635
687.532 12.4163
687.569 12.8677
687.605 13.8788
687.647 16.1887
687.689 18.5783
687.731 18.3665
687.773 16.9284
687.811 15.8404
687.849 15.0916
687.926 14.2210
688.079 13.5180
688.232 13.3202
688.384 13.4187
688.537 13.9397
688.614 14.5160
688.690 15.5286
688.767 17.4215
688.843 21.3158
688.881 24.8742
688.920 30.5613
688.958 40.0023
688.996 55.7744
689.042 84.3650
689.088 102.137
689.134 84.0346
689.180 58.7266
689.216 45.1164
689.252 36.3429
689.288 30.6019
689.325 26.7454
689.397 22.1139
689.469 19.6052
689.542 18.1352
689.614 17.2490
689.759 16.4910
689.904 16.7267
690.049 18.3119
690.122 20.1368
690.194 23.4872
690.267 30.0893
690.303 35.7153
690.339 43.8047
690.395 60.8833
690.450 70.8464
690.505 57.4800
690.561 39.5316
690.592 32.4556
690.623 27.4052
690.654 23.8200
690.685 21.2529
690.748 17.9747
690.810 16.1303
690.872 15.1020
690.935 14.7506
690.966 14.9482
690.997 15.6662
691.028 17.5677
691.044 19.4416
691.059 22.3744
691.083 29.4701
691.107 35.3319
691.131 32.4213
691.155 26.4509
691.172 23.2770
691.188 21.0423
691.222 18.3754
691.256 16.9822
691.289 16.2064
691.356 15.5323
691.423 15.4820
691.558 16.7358
691.625 18.2440
691.692 20.6849
691.888 30.9966
692.083 28.9010
692.126 30.1403
692.168 33.2871
692.211 39.4908
692.253 50.5457
692.304 70.1938
692.354 80.4891
692.404 65.9949
692.454 48.5393
692.503 38.4888
692.551 33.4328
692.599 31.4718
692.647 31.7354
692.696 34.0740
692.744 38.8699
692.792 47.0633
692.840 60.0572
692.914 89.9125
692.987 110.554
693.061 92.7511
693.134 65.1387
693.213 45.6490
693.293 34.6765
693.372 28.2344
693.451 24.1859
693.530 21.4726
693.609 19.5591
693.768 17.0638
693.926 15.5159
694.085 14.4852
694.164 14.1384
694.243 14.0009
694.283 14.1212
694.322 14.5740
694.342 15.0651
694.362 15.9047
694.382 17.3625
694.402 19.8973
694.449 29.3087
694.473 27.1950
694.497 22.3457
694.521 18.7461
694.546 16.6407
694.571 15.3737
694.596 14.5597
694.646 13.6114
694.696 13.1341
694.746 12.9957
694.795 13.3403
694.820 13.8486
694.845 14.7666
694.870 16.3577
694.895 19.0089
694.936 26.5609
694.977 34.0223
695.018 32.7764
695.058 27.5570
695.099 23.4691
695.139 20.7697
695.179 18.9714
695.219 17.7289
695.299 16.1510
695.380 15.2138
695.460 14.6409
695.540 14.4336
695.580 14.6026
695.621 15.2586
695.641 15.9978
695.661 17.3126
695.681 19.7134
695.701 24.1060
695.723 32.5000
695.746 39.7326
695.769 36.5302
695.791 29.3170
695.818 23.4852
695.844 20.2432
695.871 18.3601
695.897 17.1836
695.950 15.8480
696.003 15.1432
696.108 14.4982
696.214 14.3863
696.319 14.8046
696.425 16.3157
696.478 18.0602
696.531 21.3815
696.583 28.2150
696.636 43.0530
696.679 63.8899
696.722 77.7192
696.766 65.9456
696.809 48.6923
696.836 41.0404
696.864 36.0442
696.924 31.4198
696.984 30.5546
697.104 25.0193
697.177 22.6012
697.249 21.8904
697.285 22.2556
697.322 23.4270
697.358 26.2530
697.376 28.9206
697.394 32.9370
697.416 39.0874
697.438 40.2299
697.460 33.7955
697.482 28.4003
697.503 26.1484
697.523 25.5988
697.564 27.2305
697.615 31.5183
697.640 32.8826
697.665 32.2692
697.716 25.9499
697.741 22.5474
697.767 19.8730
697.803 17.2389
697.839 15.6053
697.876 14.5686
697.912 13.8917
697.984 13.1086
698.057 12.7063
698.202 12.3824
698.347 12.4235
698.492 12.9268
698.564 13.5276
698.637 14.6233
698.709 16.7316
698.782 21.2003
698.818 25.3770
698.854 32.1464
698.890 43.6002
698.927 63.1867
698.969 98.7607
699.011 122.886
699.054 102.367
699.096 71.0929
699.136 51.3199
699.176 39.5389
699.217 32.3615
699.257 27.7974
699.337 22.7596
699.417 20.5684
699.497 20.2210
699.578 22.1882
699.618 24.8275
699.658 29.7760
699.698 39.2926
699.738 57.8706
699.776 86.8403
699.814 106.847
699.852 89.7643
699.890 63.1063
699.930 44.5097
699.971 34.0792
700.012 27.9996
700.052 24.2179
700.133 19.9433
700.214 17.6922
700.296 16.3355
700.377 15.4446
700.539 14.3817
700.701 13.8705
700.864 13.8572
700.945 14.1584
701.026 14.8768
701.107 16.4540
701.188 19.9725
701.209 21.4551
701.267 26.8148
701.324 31.3797
701.410 30.3416
701.439 29.2113
701.535 25.3698
701.631 22.0665
701.723 19.9205
701.815 18.6258
701.999 17.8447
702.091 18.3235
702.183 19.6776
702.275 22.5858
702.367 28.3755
702.455 37.1913
702.543 42.1548
702.719 27.0103
702.818 21.1103
702.917 18.0973
702.967 17.3454
703.016 17.2302
703.066 18.5024
703.091 20.4028
703.115 24.0875
703.145 32.0482
703.176 39.0377
703.206 36.5467
703.236 30.6072
703.274 25.5628
703.311 22.9381
703.348 21.7061
703.386 21.3900
703.423 21.8835
703.461 23.3535
703.498 26.2752
703.535 31.4853
703.583 42.2336
703.631 50.5404
703.726 35.9903
703.769 30.2621
703.812 26.9644
703.855 25.2807
703.898 24.7403
703.984 26.7363
704.027 29.7408
704.070 34.7178
704.128 44.2098
704.186 48.0857
704.302 28.9362
704.350 23.6191
704.399 20.3791
704.447 18.3490
704.496 17.0206
704.593 15.4789
704.690 14.7026
704.787 14.3702
704.884 14.4862
704.933 14.8264
704.981 15.5526
705.030 17.0732
705.054 18.3887
705.078 20.2405
705.114 23.5761
705.131 24.5820
705.149 24.2390
705.184 20.2099
705.202 18.0601
705.220 16.3674
705.248 14.5551
705.277 13.4968
705.305 12.8715
705.333 12.4983
705.390 12.1818
705.447 12.2626
705.504 12.8156
705.532 13.3860
705.560 14.2873
705.589 15.7266
705.617 18.0548
705.646 21.8931
705.674 28.2522
705.697 36.3016
705.720 47.5153
705.762 68.6837
705.770 69.8531
705.795 63.8649
705.820 52.6699
705.850 41.8243
705.876 35.2305
705.902 30.5993
705.954 24.8063
706.006 21.5116
706.058 19.4609
706.110 18.0895
706.163 17.1199
706.267 15.8567
706.371 15.0784
706.475 14.5570
706.683 13.9160
706.892 13.5656
707.100 13.4131
707.308 13.5525
707.413 13.9260
707.517 14.9316
707.581 16.0092
707.646 16.4782
707.775 14.5089
707.870 13.7218
707.964 13.4197
708.153 13.3304
708.341 13.5603
708.530 14.1002
708.718 15.1799
708.907 17.4991
709.001 19.7381
709.095 23.6145
709.190 31.0277
709.237 37.2912
709.284 46.1836
709.342 59.7212
709.371 64.2529
709.401 63.5416
709.459 45.6616
709.488 35.0086
709.517 26.6436
709.549 20.4432
709.565 18.3183
709.580 16.7426
709.596 15.6561
709.612 15.0186
709.628 14.8122
709.644 15.0409
709.659 15.7415
709.675 16.9808
709.691 18.8646
709.707 21.5471
709.738 30.2129
709.770 45.1725
709.793 61.1270
709.816 79.1321
709.840 93.2552
709.863 97.0988
709.909 79.2357
709.956 57.5768
709.997 44.6706
710.038 36.3307
710.079 30.8399
710.120 27.1191
710.201 22.7035
710.283 20.6346
710.365 20.2230
710.447 21.8363
710.488 23.9563
710.529 27.6907
710.570 34.2552
710.611 45.5973
710.659 66.7460
710.708 82.0864
710.756 70.0235
710.804 50.1351
710.853 36.8060
710.901 29.0142
710.949 24.3300
710.998 21.3458
711.094 17.9160
711.191 16.0922
711.287 15.0263
711.384 14.4321
711.481 14.3115
711.529 14.5324
711.577 15.0750
711.700 17.3484
711.762 16.4847
711.823 14.9950
711.875 14.0639
711.927 13.4365
711.979 13.0129
712.031 12.7328
712.084 12.5863
712.136 12.6438
712.162 12.8242
712.188 13.2081
712.214 13.9765
712.240 15.4479
712.271 18.5434
712.302 21.3400
712.333 20.3899
712.364 17.9506
712.387 16.5066
712.411 15.5013
712.458 14.3218
712.505 13.7513
712.552 13.5308
712.599 13.6217
712.646 14.1853
712.670 14.7993
712.693 15.8210
712.717 17.5371
712.740 20.3807
712.770 25.8457
712.800 29.1841
712.860 20.8298
712.891 17.6337
712.922 15.8180
712.953 14.7562
712.984 14.1103
713.045 13.4680
713.107 13.3338
713.169 13.6475
713.231 14.6786
713.261 15.7085
713.292 17.3678
713.323 20.0924
713.354 24.4934
713.396 33.6029
713.438 39.7084
713.522 26.9190
713.572 21.0739
713.622 17.9426
713.672 16.1705
713.722 15.0992
713.821 13.9645
713.921 13.5000
714.021 13.4528
714.121 13.8696
714.221 15.1301
714.321 18.2811
714.393 22.2736
