Bi-209(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
34664.5 15.6769
34665.7 17.0867
34666.9 19.8848
34667.5 22.2945
34668.1 25.7342
34669.1 33.7093
34670.0 39.2832
34671.0 34.4013
34671.9 26.7071
34672.5 23.0348
34673.2 20.5114
34674.4 17.5936
34675.7 16.0946
34676.9 15.2436
34678.2 14.7186
34679.4 14.3726
34681.9 13.9587
34684.4 13.7283
34686.9 13.5855
34691.9 13.4216
34701.9 13.2732
34711.9 13.2007
34731.9 13.1178
34751.9 13.0611
34792.0 12.9712
34832.0 12.8940
34912.0 12.7573
34992.0 12.6363
35152.1 12.4280
35312.2 12.2535
35632.3 11.9753
35952.4 11.7612
36272.5 11.5892
36592.7 11.4458
36752.7 11.3819
36912.8 11.3230
36992.8 11.2974
37032.9 11.2876
37072.9 11.2832
37112.9 11.2934
37132.9 11.3128
37152.9 11.3560
37172.9 11.4580
37182.9 11.5613
37192.9 11.7440
37202.9 12.1030
37207.9 12.4217
37212.9 12.9275
37217.9 13.7878
37222.9 15.3892
37225.4 16.7331
37227.9 18.7274
37230.4 21.7618
37232.9 26.3868
37236.5 36.0496
37240.0 42.9211
37243.5 37.0998
37247.1 27.7381
37250.8 21.3583
37254.5 17.8414
37258.2 15.8262
37261.9 14.6018
37265.7 13.8070
37269.4 13.2671
37276.8 12.6002
37284.2 12.2197
37291.7 11.9815
37306.5 11.7090
37321.4 11.5625
37336.2 11.4730
37351.1 11.4132
37365.9 11.3706
37395.7 11.3133
37425.4 11.2758
37484.8 11.2270
37544.2 11.1938
37603.7 11.1675
37722.5 11.1248
37960.2 11.0554
38197.9 10.9952
38435.7 10.9398
38673.4 10.8872
38911.1 10.8348
39029.9 10.8052
39089.4 10.7873
39119.1 10.7894
39126.5 10.8070
39133.9 10.8729
39137.7 10.9734
39141.4 11.2539
39143.2 11.6117
39145.1 12.4476
39146.0 13.3459
39146.9 15.0694
39147.4 16.5791
39147.9 18.8343
39148.3 22.3714
39148.8 28.0300
39149.4 39.1016
39150.0 46.9688
39150.6 40.4704
39151.2 29.7313
39151.6 24.7178
39152.0 21.2659
39152.8 17.1464
39153.6 15.0173
39154.4 13.8162
39155.1 13.0620
39155.9 12.5702
39157.5 11.9767
39159.1 11.6458
39160.6 11.4439
39163.8 11.2166
39170.1 11.0243
39176.4 10.9442
39188.9 10.8756
39201.5 10.8454
39226.7 10.8165
39251.8 10.8011
39302.2 10.7820
39352.5 10.7681
39453.1 10.7450
39553.7 10.7242
39755.0 10.6851
39956.3 10.6473
40358.8 10.5728
40761.4 10.4975
41163.9 10.4191
41365.2 10.3779
41566.4 10.3346
41767.7 10.2889
41969.0 10.2405
42069.6 10.2172
42119.9 10.2078
42170.3 10.2036
42220.6 10.2145
42245.7 10.2355
42270.9 10.2831
42283.5 10.3271
42296.1 10.3973
42308.6 10.5143
42321.2 10.7239
42333.8 11.1405
42340.1 11.5148
42346.4 12.1147
42352.7 13.1483
42359.0 15.1071
42362.1 16.7826
42365.2 19.3009
42368.4 23.2060
42371.5 29.2874
42375.8 41.5364
42380.0 50.3409
42384.2 43.0670
42388.5 31.2053
42391.5 25.2425
42394.5 21.2454
42397.5 18.5523
42400.5 16.7072
42406.5 14.4443
42412.5 13.1831
42418.5 12.4140
42424.5 11.9113
42436.6 11.3150
42448.6 10.9856
42460.6 10.7830
42472.6 10.6483
42484.6 10.5534
42508.7 10.4296
42532.7 10.3529
42556.7 10.3005
42580.7 10.2620
42628.8 10.2076
42676.9 10.1691
42773.0 10.1126
42869.1 10.0674
42965.2 10.0264
43157.5 9.94659
43542.0 9.76980
43926.5 9.53774
44311.0 9.19408
44503.3 8.94423
44695.5 8.60057
44887.8 8.09455
44983.9 7.73997
45080.0 7.27885
45176.1 6.66585
45224.2 6.28811
45272.3 5.86557
45320.3 5.43483
45368.4 5.14602
45416.4 5.56428
45440.5 6.57031
45464.5 8.80335
45483.4 12.0154
45502.3 16.9777
45540.0 29.9448
45577.8 34.9747
45615.5 31.2444
45648.2 27.0811
45680.9 23.7458
45713.6 21.2328
45746.3 19.2986
45779.0 17.7047
45811.7 16.1873
45828.0 15.2991
45836.2 14.7525
45844.4 14.0698
45852.6 13.1315
45856.6 12.4923
45860.7 11.6633
45864.8 10.5291
45866.9 9.79635
45868.9 8.91716
45873.0 6.78248
45874.0 6.35452
45875.0 6.24381
45876.0 6.91221
45877.1 9.34514
45877.8 13.2052
45878.5 19.6058
45880.0 38.4537
45881.5 48.3662
45882.9 45.2369
45884.1 40.6073
45885.3 36.5582
45886.5 33.3720
45887.7 30.9072
45890.0 27.4558
45892.4 25.2078
45894.7 23.6453
45897.1 22.5006
45901.8 20.9356
45906.5 19.9105
45911.3 19.1807
45920.7 18.1936
45930.1 17.5394
45939.6 17.0602
45958.5 16.3786
45977.3 15.8937
45996.2 15.5163
46034.0 14.9428
46109.5 14.1634
46185.0 13.6296
46260.5 13.2297
46336.0 12.9141
46373.8 12.7795
46411.6 12.6622
46430.4 12.6188
46449.3 12.6175
46458.8 12.6761
46463.5 12.7508
46468.2 12.8970
46472.9 13.2068
46475.3 13.4957
46477.6 13.9708
46480.0 14.8127
46482.4 16.4646
46483.5 17.9198
46484.7 20.1783
46485.9 23.8095
46487.1 29.6398
46488.5 40.7932
46490.0 48.9486
46491.5 42.5254
46492.9 31.8020
46493.9 26.8261
46494.8 23.3303
46496.7 19.1721
46498.6 16.9783
46500.4 15.7088
46502.3 14.9141
46504.2 14.3841
46507.9 13.7413
46511.7 13.3771
46515.4 13.1489
46522.9 12.8829
46530.4 12.7333
46537.9 12.6366
46552.8 12.5145
46567.8 12.4352
46582.8 12.3755
46612.7 12.2836
46642.6 12.2100
46672.6 12.1460
46732.4 12.0355
46852.2 11.8551
46971.9 11.7088
47211.4 11.4803
47450.8 11.3061
47690.3 11.1659
47929.8 11.0478
48169.2 10.9422
48289.0 10.8884
48348.8 10.8567
48378.8 10.8462
48386.3 10.8565
48393.7 10.9067
48397.5 10.9887
48401.2 11.2246
48403.1 11.5274
48405.0 12.2376
48405.9 12.9961
48406.8 14.4133
48407.3 15.6296
48407.8 17.4583
48408.2 20.2837
48408.7 24.6301
48409.4 33.5673
48410.0 40.2188
48410.7 35.0172
48411.3 26.4364
48411.9 20.9191
48412.5 17.7072
48413.1 15.7482
48413.8 14.5322
48415.0 13.1499
48416.2 12.4366
48418.7 11.7580
48421.1 11.4538
48426.0 11.1878
48430.9 11.0741
48440.8 10.9754
48450.6 10.9316
48470.2 10.8895
48489.9 10.8670
48529.2 10.8390
48568.5 10.8186
48647.1 10.7847
48725.7 10.7540
48882.9 10.6948
49040.0 10.6338
49197.2 10.5661
49354.4 10.4823
49433.0 10.4278
49511.6 10.3563
49550.9 10.3098
49590.2 10.2511
49629.5 10.1750
49649.1 10.1490
49654.0 10.1680
49658.9 10.2554
49661.4 10.3891
49663.8 10.7409
49665.1 11.1551
49666.3 12.0274
49666.9 12.8609
49667.5 14.2267
49668.1 16.6273
49668.8 21.0512
49669.4 28.2304
49670.0 33.4940
49670.6 29.4235
49671.2 22.5417
49671.9 17.6783
49672.6 15.0210
49673.3 13.5197
49674.0 12.6108
49675.3 11.6246
49676.7 11.1305
49679.4 10.6669
49682.1 10.4576
49687.6 10.2655
49693.0 10.1725
49703.9 10.0663
49714.7 9.98956
49736.5 9.83980
49758.2 9.64848
49769.1 9.52128
49779.9 9.35973
49790.8 9.14607
49801.7 8.84899
49812.5 8.40804
49818.0 8.09783
49823.4 7.69529
49828.9 7.16103
49834.3 6.46900
49837.0 6.09497
49839.7 5.82559
49842.4 6.04955
49843.8 6.68700
49845.1 8.07270
49846.4 10.3987
49847.6 14.1090
49850.0 24.4196
49852.4 29.1805
49854.9 26.9006
49857.1 23.7145
49859.4 21.1603
49861.7 19.2868
49863.9 17.9116
49868.5 16.0850
49873.0 14.9558
49877.6 14.1959
49882.1 13.6551
49891.2 12.9377
49900.2 12.4857
49909.3 12.1754
49918.4 11.9492
49927.4 11.7770
49945.6 11.5316
49963.7 11.3650
49981.9 11.2439
50000.0 11.1516
50047.0 10.9888
50094.0 10.8852
50141.0 10.8117
50188.0 10.7557
50282.1 10.6728
50376.1 10.6112
50470.1 10.5612
50564.1 10.5207
50611.1 10.5083
50658.1 10.5191
50681.6 10.5572
50693.4 10.6014
50705.1 10.6847
50716.9 10.8567
50722.8 11.0146
50728.6 11.2705
50734.5 11.7173
50740.4 12.5720
50743.3 13.3086
50746.3 14.4263
50749.2 16.1731
50752.1 18.9053
50756.1 24.4361
50760.0 28.5093
50763.9 25.3556
50767.9 20.0542
50771.6 16.6889
50775.3 14.7036
50779.0 13.5038
50782.7 12.7456
50790.2 11.8868
50797.6 11.4414
50805.0 11.1801
50812.4 11.0133
50827.3 10.8177
50842.1 10.7095
50857.0 10.6416
50886.7 10.5611
50916.4 10.5137
50946.1 10.4811
51005.5 10.4356
51064.9 10.4020
51124.3 10.3734
51243.1 10.3228
51480.7 10.2258
51718.3 10.1168
51955.9 9.97436
52193.6 9.74906
52312.4 9.55839
52371.8 9.41900
52431.2 9.22399
52490.6 8.92482
52520.3 8.70290
52550.0 8.39319
52579.7 7.92868
52594.5 7.59706
52609.4 7.15721
52624.2 6.55390
52631.7 6.16726
52639.1 5.71464
52646.5 5.20798
52653.9 4.74511
52661.4 4.76680
52665.1 5.41963
52668.8 7.15330
52671.6 9.75168
52674.4 13.9405
52680.0 25.5450
52685.6 30.9591
52691.2 28.4372
52694.8 25.9496
52698.4 23.7190
52705.6 20.3874
52712.7 18.2039
52719.9 16.7237
52727.0 15.6694
52734.2 14.8888
52748.5 13.8159
52762.8 13.1174
52777.1 12.6275
52805.7 11.9851
52834.4 11.5800
52863.0 11.2984
52920.2 10.9241
52977.5 10.6753
53034.7 10.4865
53149.2 10.1825
53263.7 9.88715
53320.9 9.71543
53378.2 9.50754
53435.4 9.23540
53464.0 9.05932
53492.7 8.84025
53521.3 8.55346
53535.6 8.36985
53549.9 8.14341
53564.2 7.84816
53571.4 7.65839
53578.5 7.42346
53585.7 7.11649
53592.8 6.69118
53600.0 6.13051
53601.8 6.04317
53603.6 6.13161
53605.4 6.78487
53606.3 7.64238
53607.1 9.23158
53608.6 14.3575
53610.0 21.3519
53611.4 22.9161
53612.9 19.8915
53614.4 16.6919
53615.9 14.4861
53617.4 13.0126
53618.9 11.9928
53620.4 11.2549
53621.9 10.6985
53624.9 9.91587
53628.0 9.38124
53631.0 8.98518
53637.0 8.41244
53643.0 7.98509
53649.1 7.62691
53661.1 6.99454
53673.2 6.40661
53685.3 5.90961
53697.3 5.84214
53703.4 6.30382
53709.4 7.53316
53714.6 9.63665
53719.7 13.1399
53730.0 23.2549
53740.3 28.3820
53750.6 26.5270
53757.5 24.3645
53764.5 22.4115
53778.3 19.5078
53792.2 17.6191
53806.1 16.3424
53819.9 15.4352
53833.8 14.7632
53861.5 13.8384
53889.2 13.2340
53917.0 12.8084
53972.4 12.2472
54027.8 11.8924
54055.6 11.7612
54083.3 11.6551
54111.0 11.5803
54124.9 11.5641
54138.7 11.5787
54152.6 11.6661
54159.5 11.7731
54166.5 11.9753
54173.4 12.3834
54176.9 12.7471
54180.3 13.3162
54183.8 14.2638
54187.2 15.9481
54190.7 19.2196
54194.2 25.9125
54197.1 35.5457
54200.0 42.6800
54202.9 37.2884
54205.8 28.1272
54208.2 22.9514
54210.5 19.6461
54212.9 17.5070
54215.2 16.0881
54219.9 14.3975
54224.6 13.4790
54229.3 12.9228
54234.0 12.5601
54243.3 12.1247
54252.7 11.8780
54262.1 11.7203
54280.8 11.5292
54299.6 11.4143
54318.3 11.3346
54355.8 11.2247
54393.3 11.1469
54430.7 11.0855
54505.7 10.9896
54580.7 10.9146
54655.6 10.8522
54805.6 10.7514
54955.5 10.6700
55105.4 10.5991
55255.4 10.5323
55292.9 10.5184
55330.3 10.5178
55349.1 10.5404
55358.5 10.5711
55367.8 10.6341
55377.2 10.7756
55381.9 10.9142
55386.6 11.1516
55391.3 11.5969
55393.6 11.9728
55395.9 12.5394
55398.3 13.4404
55400.6 14.9437
55403.0 17.6142
55405.3 22.5116
55407.7 30.4908
55410.0 36.4584
55412.4 32.0371
55414.7 24.4443
55417.5 18.6927
55420.3 15.7099
55423.1 14.0826
55425.9 13.1198
55428.7 12.5077
55431.5 12.0953
55437.1 11.5905
55442.7 11.3033
55448.3 11.1230
55459.5 10.9149
55470.7 10.8012
55481.9 10.7307
55504.3 10.6482
55526.7 10.6009
55549.1 10.5694
55593.8 10.5280
55683.4 10.4774
55773.0 10.4415
55952.1 10.3828
56131.3 10.3288
56310.4 10.2712
56400.0 10.2376
56489.5 10.1968
56579.1 10.1410
56623.9 10.1018
56668.7 10.0474
56713.5 9.96326
56735.8 9.89916
56758.2 9.80630
56780.6 9.65755
56791.8 9.54263
56803.0 9.37619
56814.2 9.11224
56819.8 8.91236
56825.4 8.63057
56831.0 8.20313
56833.8 7.89640
56836.6 7.48873
56839.4 6.92940
56842.2 6.15322
56845.0 5.25959
56846.4 5.25917
56847.1 5.81075
56847.8 7.23992
56848.4 9.54414
56848.9 13.2423
56850.0 23.6490
56851.1 28.7383
56852.2 26.6589
56853.6 22.5754
56855.0 19.6538
56856.4 17.7020
56857.8 16.3775
56859.1 15.4246
56860.5 14.7216
56863.3 13.7533
56866.1 13.1206
56868.8 12.6795
56874.3 12.1039
56879.9 11.7460
56885.4 11.5029
56896.5 11.1933
56907.5 11.0042
56918.6 10.8766
56940.7 10.7146
56962.9 10.6153
56985.0 10.5477
57029.2 10.4600
57073.5 10.4043
57117.7 10.3646
57206.2 10.3093
57294.7 10.2702
57383.2 10.2390
57560.2 10.1888
57737.2 10.1460
57914.2 10.1060
58091.3 10.0638
58179.8 10.0366
58224.0 10.0198
58246.1 10.0379
58251.7 10.0757
58257.2 10.1969
58260.0 10.3627
58262.7 10.7697
58264.1 11.2233
58265.5 12.1101
58266.2 12.8918
58266.9 14.1044
58267.6 16.0524
58268.3 19.2593
58269.1 25.4289
58270.0 30.0547
58270.9 26.6894
58271.7 20.8362
58272.3 18.0545
58272.9 16.1287
58274.0 13.8089
58275.1 12.5901
58276.3 11.8912
58278.5 11.1549
58280.8 10.7997
58285.3 10.4735
58289.8 10.3300
58298.8 10.2043
58307.8 10.1493
58325.8 10.0994
58343.8 10.0755
58379.9 10.0500
58415.9 10.0345
58560.1 9.99407
58848.5 9.92904
59136.9 9.86310
59425.2 9.79077
59713.6 9.70750
60001.9 9.60637
60146.1 9.54538
60290.3 9.47363
60362.4 9.43187
60434.5 9.38380
60506.6 9.32318
60542.6 9.28370
60560.7 9.28989
60565.2 9.32958
60569.7 9.46904
60571.9 9.66870
60574.2 10.1743
60575.3 10.7507
60576.4 11.9033
60577.0 12.9654
60577.6 14.6267
60578.1 17.3718
60578.7 22.0069
60579.3 30.5935
60580.0 36.9990
60580.7 32.4256
60581.3 24.2941
60581.8 20.1568
60582.3 17.3128
60583.2 14.0881
60584.2 12.4759
60585.2 11.5802
60587.1 10.6576
60589.0 10.2208
60592.8 9.82287
60596.6 9.64759
60604.3 9.49153
60611.9 9.42078
60627.3 9.35149
60642.6 9.31351
60673.2 9.26391
60703.8 9.22512
60826.2 9.07874
60948.7 8.90055
61071.1 8.65588
61193.6 8.28734
61254.8 8.02034
61316.0 7.65890
61377.2 7.14466
61407.9 6.80031
61438.5 6.37523
61469.1 5.85577
61499.7 5.27321
61515.0 5.02329
61530.3 4.92689
61545.6 5.25627
61560.9 6.65139
61570.7 8.65698
61580.5 11.9819
61600.0 21.5743
61619.6 26.4814
61639.1 24.7821
61660.1 21.6271
61681.1 19.1532
61702.2 17.4006
61723.2 16.1479
61744.2 15.2253
61765.2 14.5243
61807.3 13.5384
61849.3 12.8828
61891.3 12.4172
61975.4 11.8007
62059.5 11.4101
62143.6 11.1391
62227.7 10.9387
62311.7 10.7834
62479.9 10.5546
62648.0 10.3888
62732.1 10.3194
62816.2 10.2559
62858.2 10.2271
62900.3 10.2068
62921.3 10.2105
62942.3 10.2573
62952.8 10.3381
62963.3 10.5599
62968.6 10.8236
62973.8 11.3760
62976.5 11.8942
62979.1 12.7418
62981.7 14.2117
62984.3 16.8005
62987.2 21.2767
62990.0 24.6815
62992.8 22.2878
62995.7 18.0634
62998.5 15.2239
63001.3 13.5864
63004.1 12.6152
63007.0 12.0062
63009.8 11.6015
63012.6 11.3216
63018.2 10.9679
63023.9 10.7598
63029.5 10.6264
63040.8 10.4683
63052.1 10.3792
63063.4 10.3221
63086.0 10.2524
63131.1 10.1792
63176.3 10.1352
63266.6 10.0736
63356.8 10.0246
63537.4 9.93663
63627.7 9.88732
63672.9 9.85784
63695.5 9.87698
63701.1 9.92525
63706.7 10.0813
63709.6 10.2930
63712.4 10.8052
63713.8 11.3583
63715.2 12.4142
63716.6 14.6755
63717.3 16.7938
63718.0 20.0670
63719.0 26.9594
63720.0 32.2659
63721.0 28.5786
63722.0 22.0875
63722.8 18.2323
63723.7 15.7964
63724.5 14.2553
63725.3 13.2427
63727.0 12.0557
63728.7 11.4209
63732.0 10.7916
63735.4 10.4984
63742.1 10.2344
63748.8 10.1181
63762.2 10.0137
63775.6 9.96546
63802.4 9.91722
63829.2 9.89032
63882.9 9.85548
63936.5 9.82948
64043.8 9.78598
64151.1 9.74684
64365.6 9.67314
64580.1 9.60134
65438.3 9.29649
65867.4 9.11483
66296.5 8.89579
66511.0 8.76530
66725.5 8.61428
66832.8 8.52810
66940.1 8.43184
67047.3 8.32722
67074.2 8.30976
67101.0 8.32926
67114.4 8.39518
67121.1 8.47167
67127.8 8.61562
67134.5 8.91024
67137.9 9.17589
67141.2 9.59854
67144.6 10.3123
67147.9 11.6130
67151.3 14.2070
67152.9 16.4617
67154.6 19.7408
67157.3 27.5424
67160.0 33.5165
67162.7 29.4045
67165.4 22.0671
67167.8 17.5618
67170.2 14.7908
67172.6 13.0538
67174.9 11.9283
67179.7 10.6164
67184.5 9.91577
67189.3 9.49680
67194.0 9.22464
67203.6 8.89995
67213.1 8.71607
67222.6 8.59859
67241.7 8.45576
67260.8 8.36890
67279.9 8.30732
67318.0 8.21796
67394.3 8.08683
67470.6 7.97225
67623.2 7.74082
67775.8 7.48190
67928.3 7.17927
68080.9 6.81712
68233.5 6.37444
68309.8 6.11708
68328.9 6.05540
68348.0 6.01762
68357.5 6.03671
68367.0 6.16149
68371.8 6.35017
68376.6 6.80875
68379.0 7.29175
68381.3 8.17069
68383.7 9.91746
68384.9 11.4221
68386.1 13.6128
68388.1 18.9289
68390.0 23.0039
68392.0 20.2232
68393.9 15.2552
68395.4 12.6094
68396.8 10.8327
68398.2 9.64135
68399.7 8.82666
68402.5 7.81633
68405.4 7.24746
68411.2 6.65546
68416.9 6.36125
68428.4 6.06881
68439.9 5.91419
68462.9 5.72588
68485.9 5.58920
68531.9 5.35646
68554.9 5.27988
68560.6 5.30326
68566.4 5.43204
68569.3 5.62708
68572.1 6.11154
68573.6 6.63870
68575.0 7.63039
68576.5 9.73119
68577.2 11.6461
68577.9 14.5623
68578.9 20.9741
68580.0 25.9942
68581.1 22.6389
68582.1 16.6319
68583.4 11.9865
68584.6 9.54996
68585.9 8.20880
68587.1 7.41327
68589.7 6.54762
68592.2 6.11357
68597.2 5.69599
68602.2 5.49776
68612.3 5.30137
68622.4 5.19482
68642.5 5.06228
68662.6 4.96954
68743.1 4.77110
68823.5 4.92977
68904.0 5.86994
68963.0 7.52009
69022.0 10.4280
69140.0 19.3988
69258.0 24.6355
69376.0 23.6139
69456.4 21.9157
69536.7 20.3069
69617.1 18.9518
69697.5 17.8466
69858.2 16.2122
70019.0 15.0911
70179.7 14.2831
70340.4 13.6713
70420.8 13.4156
70501.2 13.1873
70541.4 13.0885
70581.5 13.0262
70601.6 13.0465
70611.7 13.0964
70621.7 13.2082
70631.8 13.4590
70636.8 13.6943
70641.8 14.0761
70646.8 14.7322
70651.9 15.9399
70656.9 18.3709
70659.4 20.4890
70661.9 23.6014
70666.0 31.0513
70670.0 36.8664
70674.1 33.0718
70678.1 26.1158
70682.0 21.5288
70685.9 18.8096
70689.8 17.1620
70693.7 16.1112
70701.5 14.9074
70709.2 14.2704
70717.0 13.8877
70724.8 13.6365
70740.4 13.3286
70755.9 13.1454
70771.5 13.0211
70802.6 12.8552
70833.8 12.7408
70864.9 12.6510
70927.2 12.5074
71051.7 12.2842
71176.2 12.1005
71300.8 11.9383
71425.3 11.7889
71549.8 11.6459
71581.0 11.6132
71612.1 11.5933
71627.7 11.6044
71643.2 11.6776
71651.0 11.7918
71658.8 12.0803
71662.7 12.3958
71666.6 12.9983
71668.5 13.5125
71670.5 14.2771
71672.4 15.4531
71674.3 17.2462
71677.2 21.1955
71680.0 24.2753
71682.8 22.2676
71685.7 18.5832
71687.5 16.8511
71689.2 15.6211
71692.8 14.1186
71696.4 13.3100
71699.9 12.8351
71707.1 12.3268
71714.2 12.0729
71721.3 11.9247
71728.5 11.8288
71742.7 11.7116
71771.3 11.5923
71799.8 11.5242
71856.9 11.4322
71914.0 11.3590
72028.1 11.2242
72142.3 11.0808
72256.4 10.9030
72313.5 10.7862
72370.6 10.6323
72427.7 10.4073
72456.2 10.2445
72484.7 10.0198
72513.3 9.68414
72527.5 9.44358
72541.8 9.12159
72556.1 8.67117
72563.2 8.37448
72570.3 8.01468
72584.6 7.10743
72591.7 6.78043
72595.3 6.90167
72598.9 7.55940
72601.7 8.79221
72604.4 10.9922
72610.0 17.9113
72615.6 22.1172
72621.1 21.4656
72628.1 19.1758
72635.1 17.3754
72642.1 16.1358
72649.0 15.2697
72656.0 14.6399
72663.0 14.1657
72677.0 13.5035
72690.9 13.0641
72704.9 12.7515
72732.8 12.3333
72760.7 12.0622
72788.6 11.8675
72844.4 11.5907
72900.2 11.3735
72928.1 11.2641
72956.1 11.1385
72984.0 10.9715
72997.9 10.8550
73011.9 10.6947
73025.8 10.4489
73032.8 10.2647
73039.8 10.0041
73046.8 9.60257
73050.3 9.30695
73053.7 8.90121
73057.2 8.31296
73060.7 7.40222
73064.2 5.95780
73066.0 5.20002
73066.8 5.15589
73067.7 5.96729
73068.3 7.48705
73068.9 10.3490
73070.0 19.6134
73071.2 25.5799
73072.3 25.0092
73073.9 21.7884
73075.5 19.3181
73077.2 17.6758
73078.8 16.5605
73082.0 15.1654
73085.2 14.3442
73088.5 13.8059
73091.7 13.4288
73098.2 12.9339
73104.6 12.6228
73111.1 12.4092
73124.0 12.1323
73137.0 11.9589
73149.9 11.8386
73175.7 11.6793
73201.6 11.5753
73227.5 11.4998
73279.2 11.3930
73330.9 11.3170
73382.6 11.2575
73486.1 11.1656
73692.9 11.0338
73899.8 10.9345
74313.5 10.7798
74727.3 10.6553
75554.8 10.4490
76382.3 10.2685
77209.7 10.0929
78037.2 9.90363
78451.0 9.79578
78864.7 9.67133
79071.6 9.59926
79278.5 9.51657
79381.9 9.46912
79485.3 9.41559
79588.8 9.36250
79614.6 9.36320
79640.5 9.40950
79653.4 9.49543
79659.9 9.58341
79666.4 9.73617
79672.8 10.0216
79679.3 10.6095
79682.5 11.1467
79685.7 12.0044
79689.0 13.4285
79692.2 15.8261
79696.1 20.4142
79700.0 24.0650
79703.9 21.8299
79707.8 17.5934
79711.4 14.8745
79715.0 13.2150
79718.6 12.1893
79722.2 11.5273
79729.3 10.7578
79736.5 10.3472
79743.7 10.1003
79750.9 9.93912
79765.2 9.74459
79779.5 9.63258
79793.9 9.55974
79822.6 9.46867
79851.3 9.41115
79880.0 9.36886
79937.3 9.30463
80052.1 9.20337
80166.9 9.10812
80396.4 8.89523
80626.0 8.61548
80855.5 8.20614
80970.3 7.91454
81085.0 7.52357
81199.8 6.97154
81257.2 6.60267
81314.6 6.14609
81372.0 5.58030
81429.3 4.90968
81486.7 4.30455
81515.4 4.26947
81544.1 4.82324
81565.6 6.02703
81587.1 8.32862
81630.0 16.0611
81673.0 21.2674
81715.9 20.9876
81755.5 19.2902
81795.1 17.6969
81834.7 16.4366
81874.3 15.4670
81953.5 14.1194
82032.7 13.2467
82112.0 12.6406
82191.2 12.1952
82349.6 11.5805
82508.0 11.1688
82666.4 10.8656
82983.2 10.4225
83300.1 10.0744
83458.5 9.91025
83616.9 9.74234
83775.3 9.56225
83854.5 9.46431
83933.7 9.35874
84012.9 9.24332
84092.2 9.11753
84131.8 9.05570
84171.4 9.01815
84191.2 9.04181
84201.1 9.08749
84211.0 9.18579
84220.9 9.39928
84225.8 9.59476
84230.8 9.90417
84235.7 10.4167
84240.7 11.3155
84245.6 12.9952
84250.6 16.2575
84255.3 21.5381
84260.0 25.7920
84264.7 23.2841
84269.4 18.4271
84274.8 14.7489
84280.2 12.7388
84285.6 11.5955
84290.9 10.8963
84296.3 10.4371
84301.7 10.1184
84312.4 9.71167
84323.1 9.46467
84333.9 9.29813
84355.3 9.08145
84376.8 8.93758
84398.2 8.82667
84441.2 8.64669
84484.1 8.48749
84527.0 8.34093
84548.5 8.28743
84570.0 8.30409
84580.7 8.40857
84586.1 8.52872
84591.4 8.74497
84596.8 9.15399
84602.2 9.98808
84604.9 10.7379
84607.5 11.9023
84610.2 13.7708
84612.9 16.7892
84616.5 23.0320
84620.0 28.0634
84623.6 25.0972
84627.1 19.3505
84630.5 15.5500
84633.8 13.2598
84637.2 11.8488
84640.6 10.9407
84647.3 9.88257
84654.0 9.30846
84660.8 8.95470
84667.5 8.71511
84680.9 8.40599
84694.4 8.20589
84707.9 8.05653
84734.8 7.82607
84788.6 7.45434
84842.5 7.10256
84896.3 6.75001
84950.1 6.43200
85004.0 6.28260
85057.8 6.68346
85090.9 7.55897
85123.9 9.25232
85190.0 14.9834
85256.1 18.8698
85322.2 18.6794
85387.6 17.3307
85452.9 16.0871
85518.3 15.1245
85583.7 14.3953
85714.4 13.3957
85845.2 12.7547
85975.9 12.3112
86106.6 11.9859
86368.1 11.5371
86629.6 11.2377
86891.1 11.0194
87414.0 10.7118
87937.0 10.4933
88460.0 10.3183
88982.9 10.1613
89113.7 10.1206
89244.4 10.0752
89309.8 10.0481
89375.1 10.0140
89440.5 9.96835
89456.8 9.96211
89473.2 9.98809
89481.4 10.0530
89489.5 10.2614
89493.6 10.5322
89497.7 11.1379
89499.7 11.7373
89501.8 12.7593
89503.8 14.6136
89505.9 18.0897
89507.9 24.0104
89510.0 28.8666
89512.1 26.1795
89514.1 20.7990
89515.7 17.8850
89517.2 15.9037
89518.7 14.5626
89520.2 13.6383
89523.2 12.4862
89526.3 11.8305
89532.3 11.1492
89538.4 10.8159
89550.5 10.5031
89562.6 10.3592
89586.9 10.2256
89611.1 10.1619
89659.6 10.0968
89708.1 10.0601
89805.1 10.0127
89902.1 9.97721
90096.0 9.91723
90290.0 9.86147
90483.9 9.80538
90677.9 9.74525
90774.9 9.71132
90871.9 9.67111
90968.8 9.61491
91017.3 9.58393
91029.4 9.59327
91041.6 9.65962
91047.6 9.77067
91053.7 10.0689
91056.7 10.4101
91059.7 11.0874
91061.3 11.6845
91062.8 12.5948
91064.3 14.0404
91065.8 16.3177
91067.9 21.2431
91070.0 25.2995
91072.1 23.1002
91074.2 18.6390
91075.8 16.1394
91077.4 14.4621
91079.0 13.3400
91080.6 12.5735
91083.8 11.6271
91087.0 11.0927
91093.4 10.5404
91099.7 10.2709
91112.5 10.0172
91125.3 9.89941
91150.8 9.78753
91176.3 9.73159
91227.3 9.66902
91278.4 9.62763
91380.5 9.56195
91406.0 9.55468
91431.5 9.57930
91444.3 9.63850
91457.0 9.81898
91463.4 10.0423
91469.8 10.5177
91473.0 10.9625
91476.2 11.6867
91479.4 12.9164
91482.5 15.0409
91486.3 19.0571
91490.0 22.3573
91493.7 20.5540
91497.5 16.9113
91500.3 14.8904
91503.1 13.5322
91505.9 12.6187
