Bi-209(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
91508.7 11.9887
91514.3 11.2100
91519.9 10.7698
91525.5 10.4955
91531.1 10.3126
91542.3 10.0882
91553.5 9.95853
91564.7 9.87495
91587.1 9.77387
91632.0 9.67396
91676.8 9.62051
91766.5 9.55504
91856.1 9.50821
92035.5 9.43000
92214.8 9.35608
92394.1 9.27958
92573.5 9.19594
92663.1 9.14930
92752.8 9.09737
92842.5 9.04435
92864.9 9.04195
92887.3 9.07603
92898.5 9.14277
92909.7 9.32833
92915.3 9.54279
92920.9 9.96768
92923.7 10.3397
92926.5 10.9086
92929.3 11.8015
92932.1 13.2091
92936.1 16.2853
92940.0 18.8211
92943.9 17.4443
92947.9 14.6549
92952.3 12.5299
92956.8 11.3611
92961.3 10.6913
92965.7 10.2811
92974.6 9.82574
92983.5 9.58990
93001.3 9.35768
93019.2 9.24484
93054.8 9.13102
93090.4 9.06831
93161.7 8.98758
93233.0 8.92565
93375.5 8.81322
93518.0 8.69722
93660.5 8.56795
93803.1 8.41537
93874.3 8.32363
93945.6 8.20984
93981.2 8.13450
94016.9 8.02629
94034.7 7.94138
94052.5 7.79915
94061.4 7.67477
94070.3 7.45569
94074.8 7.26430
94079.2 6.94578
94083.7 6.33632
94085.9 5.87001
94087.0 5.73637
94088.1 6.20666
94089.1 8.17384
94090.0 12.0775
94090.9 14.4020
94091.9 13.9940
94093.3 12.4473
94094.7 11.3524
94097.4 10.1842
94100.2 9.61194
94103.0 9.27951
94108.6 8.91090
94114.1 8.71098
94125.3 8.49488
94136.4 8.37569
94158.6 8.23756
94180.9 8.15007
94225.4 8.02430
94269.9 7.92034
94358.9 7.72288
94448.0 7.51284
94537.0 7.27518
94626.0 6.99702
94670.5 6.83780
94715.0 6.66437
94737.3 6.57832
94759.6 6.52094
94770.7 6.54280
94781.8 6.70669
94787.4 6.95277
94792.9 7.52450
94795.7 8.09029
94798.5 9.05239
94801.3 10.7707
94804.1 13.9156
94807.0 19.5118
94810.0 24.1658
94813.0 21.7169
94815.9 16.6548
94818.6 13.4564
94821.2 11.4331
94823.8 10.1443
94826.4 9.28968
94831.6 8.27013
94836.8 7.70458
94842.0 7.35234
94847.3 7.11306
94857.7 6.80618
94868.1 6.61178
94878.6 6.47130
94899.5 6.26668
94920.3 6.10980
94941.2 5.97581
94983.0 5.74624
95066.5 5.43926
95150.0 5.62031
95200.0 6.29601
95250.0 7.73440
95350.0 12.9965
95450.0 16.9427
95550.0 17.0954
95610.9 16.4604
95671.8 15.7507
95793.6 14.5181
95915.4 13.6098
96037.2 12.9463
96159.0 12.4483
96280.8 12.0626
96524.4 11.5030
96768.0 11.1123
97011.5 10.8181
97498.7 10.3860
97985.9 10.0576
98473.1 9.76881
98716.7 9.62544
98960.3 9.47222
99082.1 9.38530
99203.8 9.27911
99264.7 9.20767
99325.6 9.10104
99356.1 9.01366
99386.5 8.86105
99401.8 8.72275
99417.0 8.47055
99424.6 8.24196
99432.2 7.84116
99436.0 7.50282
99439.8 6.97639
99443.6 6.11852
99445.5 5.62247
99447.4 5.83051
99448.7 7.96977
99450.0 12.9069
99451.3 16.3718
99452.6 16.3166
99455.1 14.1790
99457.7 12.7663
99460.2 11.9319
99462.8 11.4040
99463.6 11.2760
99467.8 10.7918
99472.0 10.4889
99480.4 10.1316
99488.7 9.92727
99497.1 9.79431
99513.9 9.62965
99530.6 9.52949
99564.2 9.40846
99597.7 9.33276
99664.7 9.23169
99731.8 9.15700
99865.8 9.03297
99999.9 8.91823
100000 8.91801
100370 7.79030
100540 7.49269
100720 7.32129
100900 6.82668
101080 6.73288
101260 6.99217
101440 5.95436
101620 5.63046
101800 5.84175
101980 4.78575
102160 5.16674
102340 7.53443
102630 16.7759
102640 17.9659
102660 17.2349
102680 17.4679
102700 17.9869
102740 18.6799
102750 18.2809
102770 18.4289
102790 17.8509
102810 18.3779
102830 18.5519
102850 17.9609
102860 17.9609
102900 17.3229
102920 17.3329
102940 18.1719
102990 16.7329
103010 16.7589
103030 16.7409
103050 16.9499
103070 16.6679
103090 15.9159
103100 15.6949
103120 15.4939
103140 15.6069
103160 15.4349
103180 16.0309
103200 15.5319
103210 15.1149
103230 15.5099
103250 15.0689
103270 15.0279
103290 15.2389
103310 14.5519
103330 14.1319
103340 15.1579
103380 14.0249
103400 13.9909
103420 14.3829
103440 13.2059
103450 14.3159
103490 13.3869
103510 13.2809
103530 13.4269
103550 13.0189
103620 13.3799
103640 13.0109
103760 12.4469
103920 12.0099
104020 12.0149
104120 11.5289
104210 11.4589
104310 11.0359
104400 11.0859
104490 11.4029
104680 10.5129
104780 10.7519
104870 10.5999
104970 10.6629
105060 10.4558
105160 10.3558
105250 11.0608
105350 10.1258
105440 9.80913
105630 9.77283
105730 9.95152
105820 9.40902
105920 9.46612
106210 9.23821
106300 8.76110
106400 8.86440
106500 8.78880
106690 8.23229
106790 8.32119
106890 8.15528
107080 7.08098
107180 6.40387
107280 7.00587
107370 13.5078
107420 15.0028
107430 15.0578
107440 14.8028
107450 13.6098
107460 14.1048
107470 13.1638
107480 13.7888
107490 12.3108
107550 12.1908
107650 12.3128
107700 14.4128
107710 13.5688
107720 12.2288
107780 10.2048
107880 9.34635
107970 9.00345
108070 8.48994
108170 8.51144
108370 7.69463
108470 6.69763
108570 5.94483
108670 7.90782
108770 14.8517
108820 16.3607
108830 16.8657
108850 18.3637
108860 18.1507
108870 18.2567
108880 16.9277
108890 16.2517
108900 16.8207
108910 17.0247
108940 16.6967
108950 16.1467
108960 15.0317
108970 15.8417
108980 15.2817
108990 14.1707
109000 15.0907
109010 15.5307
109020 14.9007
109030 15.7037
109040 15.3247
109060 16.5477
109070 15.1787
109080 15.1587
109090 14.7227
109100 13.8997
109110 13.2607
109120 13.6867
109140 12.7697
109300 11.6757
109400 11.3647
109500 10.9157
109600 11.5857
109650 13.3467
109660 13.3657
109670 12.6607
109730 10.9387
109940 10.1027
110040 10.1687
110240 9.81907
110450 9.26957
110550 9.41636
110650 9.26306
110750 9.51126
110860 9.15875
111160 8.67344
111270 8.69634
111370 8.26254
111470 8.33053
111580 7.93493
111790 7.85132
111890 7.53652
111990 6.94152
112100 6.53031
112200 6.22741
112310 5.39300
112410 4.79320
112520 5.49940
112620 9.24929
112730 14.8496
112780 17.1226
112790 16.0836
112800 16.6956
112810 16.5656
112830 16.7786
112840 16.2966
112850 16.8056
112860 16.0086
112870 16.3366
112880 16.2846
112890 17.2046
112900 15.9976
112910 15.6356
112920 16.2716
112930 15.7596
112940 14.9976
112950 15.4916
112960 14.7016
112970 15.6736
112980 15.6866
112990 14.9316
113000 14.9846
113020 14.3076
113040 14.1076
113050 14.6696
113060 13.9226
113070 14.6586
113080 13.7476
113090 14.0636
113100 14.1136
113110 14.3216
113120 13.7206
113130 14.3926
113140 13.2436
113150 13.7646
113160 13.7756
113170 13.5196
113200 13.8776
113210 13.6756
113220 13.1756
113230 14.2026
113240 12.9536
113400 12.2356
113510 12.9406
113620 11.5766
113720 11.1836
113830 11.2846
114040 10.6416
114150 10.7395
114370 10.5545
114470 10.1635
114580 11.3235
114690 15.5275
114750 13.7255
114760 12.5355
114820 10.8715
114930 10.1755
115040 9.91921
115150 9.93461
115470 9.69360
115580 9.44390
115690 9.31639
115800 9.48679
115910 9.27739
116020 9.18868
116130 9.33468
116240 8.93787
116350 9.06747
116460 8.65017
116570 8.76286
116680 8.78316
116910 8.26725
117020 8.11825
117130 7.68085
117240 7.48124
117460 6.82863
117690 5.62383
117800 4.99592
117910 5.53972
118030 8.67922
118140 14.5324
118210 16.5454
118240 15.9144
118250 16.4074
118260 15.5444
118290 15.9084
118300 15.4374
118330 14.8294
118340 14.2674
118350 14.8634
118360 14.7454
118370 15.2154
118380 14.9404
118390 14.2294
118410 14.1084
118420 14.6104
118430 13.9104
118440 14.0064
118450 13.8904
118460 14.4864
118470 13.7934
118480 13.8274
118510 12.9964
118570 13.2944
118630 13.3514
118640 13.8524
118660 13.9854
118680 15.6424
118690 16.2474
118700 17.3804
118710 17.3914
118720 17.2834
118730 18.1264
118750 16.1204
118760 15.5464
118770 13.6884
118780 13.6294
118790 12.7544
118850 12.2874
118970 11.9804
119080 11.4764
119310 10.8424
119430 11.0974
119540 12.2534
119660 12.4154
119770 10.5234
119890 10.5714
120000 10.3662
120120 10.1424
120240 10.1183
120350 9.95624
120470 10.3853
120590 12.5703
120700 10.1283
120820 9.84043
120940 9.98903
121050 9.49943
121170 9.42182
121290 9.51272
121410 9.72772
121520 9.42281
121640 9.51831
121760 9.29151
121880 9.43721
122000 10.8903
122110 9.76020
122230 8.91740
122350 8.35879
122470 8.45679
122590 8.17709
122710 11.1213
122830 12.0733
122950 10.9593
123070 10.6113
123190 11.0713
123310 10.1323
123550 9.83567
123800 9.70496
123920 9.48956
124040 9.65315
124400 9.52505
124530 10.7582
124650 9.40984
124770 9.27774
124890 10.7642
125020 9.72943
125140 10.1432
125260 9.38492
125390 9.16052
125510 9.25342
125640 8.87752
125760 8.94761
125880 9.24721
126010 9.08081
126130 9.24130
126260 9.06860
126380 9.06930
126630 8.92729
126760 8.56109
126880 9.61189
127010 9.61528
127140 9.18568
127260 9.07218
127390 8.72387
127520 8.93957
127640 8.81837
127900 8.79146
128020 8.81526
128150 8.65766
128280 8.66695
128410 8.43365
128660 8.53094
128790 8.43314
128920 8.68874
129050 8.65003
129180 9.12673
129310 10.7341
129440 8.84022
129570 9.65102
129700 10.2061
129830 8.63892
130090 8.28351
130220 8.79821
130350 8.26390
130480 8.70370
130610 10.2901
130740 8.26909
131010 8.02109
131270 8.00378
131540 7.75287
131940 6.96996
132070 6.32026
132200 5.45596
132340 8.81955
132470 12.3911
132610 10.2891
132740 9.51835
132880 9.14824
133010 8.63324
133150 8.61904
133280 8.45973
133420 8.41263
133550 7.75963
133830 8.52642
133960 7.65802
134100 7.37201
134240 7.23981
134370 7.34431
134510 6.84600
134650 6.63120
134790 6.58390
134920 6.33779
135060 5.98169
135200 6.54399
135340 6.01788
135480 6.14058
135620 7.39258
135760 9.41977
135890 12.1320
135970 14.2870
135980 15.4680
136000 16.5100
136010 16.1890
136030 16.0650
136050 15.1560
136070 15.5490
136080 14.6830
136100 14.1190
136110 14.2030
136120 14.1940
136140 13.7030
136150 14.5520
136170 14.7020
136180 13.4990
136190 13.8180
136210 14.0470
136220 14.5470
136240 13.8830
136250 13.0660
136260 14.1540
136310 13.2270
136320 13.9760
136350 12.9830
136430 13.0930
136710 12.0150
136850 11.9770
137130 11.1859
137270 10.9539
137410 10.8839
137550 10.5509
137700 10.5579
137840 10.4119
137980 9.98542
138120 10.2059
138270 9.92821
138410 9.98161
138550 9.70301
138840 9.61450
138990 9.63620
139420 9.48268
139570 9.26358
140000 9.11507
140150 9.29117
140300 10.9369
140440 9.69546
140590 8.84786
140740 8.84606
140880 8.91006
141180 10.6659
141330 9.11905
141470 8.88684
141620 8.80374
141770 8.60804
141920 8.63634
142070 8.95483
142220 9.02043
142370 8.69783
142520 8.71613
142670 10.2218
142820 8.58622
142970 8.30292
143120 8.39811
143270 8.59381
143420 8.44221
143570 8.41781
143720 8.21290
143870 9.88400
144030 9.41630
144180 8.25620
144330 7.93699
144640 9.46349
144790 8.58388
144940 8.33528
145100 8.41288
145250 8.09218
145560 8.01347
145710 7.84397
145870 9.18007
146020 8.01896
146180 8.54726
146330 7.81896
146490 8.70745
146650 7.57135
147120 7.46374
147270 7.33224
147430 7.03144
147590 7.13873
147750 7.75063
147910 6.66553
148060 6.88543
148220 6.39382
148380 6.09032
148540 5.66302
148700 5.15991
148860 4.76041
149020 4.06451
149180 3.16031
149340 2.11730
149500 1.67590
149660 3.78820
149830 10.4467
149910 15.9197
149930 15.9067
149950 16.7217
149960 16.4667
149980 17.1737
149990 17.0817
150010 17.8937
150030 16.7427
150040 16.9207
150060 17.5347
150080 17.0357
150090 16.4477
150110 17.9967
150120 15.9917
150140 17.1977
150160 16.1177
150170 15.8567
150200 16.5247
150220 15.7187
150240 15.6467
150250 15.7327
150270 14.8337
150290 15.5127
150300 16.0337
150320 15.1107
150330 14.1897
150350 14.8997
150370 14.3137
150380 14.7857
150400 13.6997
150420 14.1297
150430 13.2507
150450 12.9257
150540 13.1397
150700 12.2927
150860 11.6857
151030 11.2137
151190 11.1107
151520 10.3927
151850 11.2497
152010 14.4847
152180 10.4757
152510 9.73595
152680 9.65344
152840 9.44194
153010 9.50114
153180 9.32123
153340 9.42683
153510 10.2426
153680 10.0616
153840 8.95932
154010 9.31542
154180 9.21652
154350 9.66751
154520 9.56421
154860 8.83720
155030 8.92370
155200 8.70170
155370 8.80219
155540 8.58569
155880 8.77709
156050 10.3066
156220 8.49538
156400 8.50438
156570 8.41027
156740 8.69977
156910 9.53677
157090 8.53116
157260 8.58966
157430 11.9086
157610 9.53355
157780 8.68675
158130 8.27644
158480 8.15104
158660 7.99884
159010 8.29173
159360 7.98612
159540 7.92202
159720 7.96192
159900 7.75661
160000 7.86218
160250 8.12611
160430 11.3745
160530 12.7335
160630 9.43750
160810 7.97770
160990 7.91270
161170 7.67579
161350 7.54479
161530 8.51579
161710 8.27599
161890 9.89728
162070 7.23208
162260 7.28828
162440 7.02268
162620 7.10197
162800 6.22887
162990 5.51547
163170 4.75827
163350 8.99776
163540 9.05346
163720 7.17926
163910 6.61555
164090 10.9685
164280 9.79115
164460 9.07645
164650 8.50234
164830 8.13614
165020 8.14654
165210 8.07194
165390 7.85813
165580 7.80463
165770 7.54453
165960 7.40572
166150 7.47262
166330 7.19812
166520 7.26442
166710 7.50291
166900 8.99301
167090 8.60171
167280 7.01971
167470 6.60800
167660 5.97800
167860 5.20910
168050 4.33429
168240 4.15629
168430 8.85869
168620 11.6394
168820 10.8184
169010 10.2674
169200 10.1784
169400 8.72157
169590 8.45287
169980 8.14597
170180 7.89286
170370 8.00426
170570 7.57846
170760 7.48886
170960 7.55865
171160 9.01435
171360 7.22255
171550 7.36544
171750 8.73874
171950 7.54764
172150 6.74973
172350 6.65923
172550 6.29003
172750 6.40743
172950 6.68262
173150 6.12862
173550 5.32121
173750 5.52961
173950 4.98771
174150 3.89461
174360 5.33170
174560 10.5663
174760 9.46440
174970 8.03249
175170 7.12169
175380 8.09299
175580 10.5603
175790 6.30648
175990 6.93428
176200 5.10688
176400 4.55107
176610 4.23537
176820 4.95227
177020 3.97966
177230 3.44856
177440 3.73676
177650 4.84636
177860 6.40475
178060 8.23415
178270 9.20145
178480 10.0562
178690 10.5812
178900 10.7192
179120 10.6522
179540 10.2742
179750 10.4062
179960 9.99332
180000 10.0606
180180 10.3632
180390 10.0132
180600 9.23281
181030 8.90081
181240 9.07141
181460 9.47880
181680 8.46890
181890 8.73980
182110 9.16850
182320 7.92419
182540 7.55489
182760 7.51609
182980 8.83299
183190 7.16178
183410 6.92988
183630 6.54868
183850 6.62348
184070 9.70507
184290 7.30407
184510 6.02267
184730 5.96157
184950 5.99846
185400 6.87686
185620 7.71516
185840 8.70665
186070 10.2262
186290 10.5792
186510 11.4122
186740 13.1431
186960 12.0351
187190 11.5931
187640 11.3441
187870 11.0191
188090 12.0001
188320 11.0461
188550 10.5331
188780 10.9091
189000 11.6531
189230 9.69481
189460 10.1091
189690 11.9391
189920 11.7831
190150 10.4471
190620 9.87790
190850 9.85530
191550 9.38149
192020 9.14218
192250 8.87638
192480 8.71738
192960 8.09167
193190 8.31597
193430 7.40197
193670 5.72466
193900 7.79466
194140 12.2341
194380 12.4931
194620 9.78915
194860 10.9071
195100 10.4521
195340 10.3540
195580 9.83924
195820 9.55584
196060 9.63014
196300 11.2370
196430 14.8150
196460 16.0860
196480 15.8680
196510 14.4120
196560 12.5320
196690 10.3450
196930 9.48793
197180 9.17512
197910 8.83072
198160 8.78351
198400 8.81691
198650 8.73641
198900 10.4550
199140 9.20460
199390 9.35860
199640 8.59430
200000 8.54946
200390 8.50089
200640 10.0910
200890 9.37658
201140 8.36288
201390 8.91928
201640 8.02348
201890 7.49148
202150 7.94617
202400 9.23837
202650 8.54447
202910 8.41667
203160 8.20566
203420 7.83666
203670 7.73306
203930 7.08436
204180 8.83326
204440 8.39185
204960 6.99135
205220 7.11155
205480 9.95205
205740 8.92504
206260 8.26364
206780 7.96523
207040 7.94283
207300 7.73533
207830 7.66433
208090 8.06282
208360 7.53632
208890 7.28962
209150 7.65811
209420 8.58031
209690 7.30211
209960 6.51311
210220 6.20531
210490 8.66710
210760 7.48730
211030 6.92270
211300 6.73560
211570 6.35149
211840 6.12409
212120 6.49139
212390 5.17719
212660 4.62348
212930 4.86578
213210 6.98208
213480 8.39688
213760 9.32838
214030 9.19277
214310 8.94577
214590 8.56017
214860 8.29407
215140 7.86686
215420 7.73256
215700 7.43746
215980 7.52136
216250 6.75185
216540 6.25305
216820 5.94505
217100 5.24215
217380 5.21105
217660 5.94854
217950 4.79564
218230 4.58244
218510 7.40014
218800 7.96353
219080 9.30853
219370 9.74083
219650 9.73883
219940 9.56912
220230 9.78192
220520 9.84762
220810 8.12082
221100 10.8318
221390 10.4728
221680 10.5298
221970 9.51111
222260 9.11540
222550 9.16930
222840 8.70390
223140 8.42100
223430 8.26089
223730 8.39359
224020 9.44249
224320 7.63609
224610 6.49998
224910 5.80558
225210 7.77578
225510 10.1868
226400 8.97967
226700 8.70377
227310 8.58096
227610 9.88176
227910 8.30426
228210 9.10635
228520 8.47935
228820 7.76935
229130 7.74885
229430 7.62324
229740 7.62854
230040 7.48924
230350 8.12714
230660 8.38163
230970 7.26723
231280 6.77093
231590 6.70323
231900 6.72722
232210 5.82562
232520 5.38882
232830 5.04532
233150 5.81061
233460 5.37641
233770 6.51501
234090 8.06160
234400 9.24630
234720 9.12370
235040 8.77530
235670 8.67099
235990 8.06059
236630 7.51958
236950 7.16598
237270 7.67638
237600 8.32688
237920 6.05227
238240 5.91937
238570 8.20437
238890 9.89066
239220 9.71406
239540 7.77016
239870 6.24876
240200 5.74585
240530 9.11685
240850 9.47435
241180 9.37575
241510 8.96494
242180 8.50214
242510 9.70133
242840 10.4806
243180 8.00473
243840 7.63562
244180 7.69572
245190 6.70881
245530 6.51041
245870 5.46891
246210 4.52000
246550 4.43510
246890 5.69290
247230 7.65389
247570 10.3516
247920 10.0236
248260 9.49899
248610 10.5276
248950 9.63968
249300 9.05598
249650 8.34417
250000 8.28737
250340 8.00607
250690 7.93127
251390 7.52426
251740 8.70446
252100 7.39786
252450 6.93006
252800 6.53876
253160 5.82835
253510 6.40305
253870 11.2486
254220 9.31395
254580 8.90794
254940 9.68074
255300 7.93614
255660 7.65454
256020 7.60204
256380 8.04933
256740 7.86373
257100 7.32423
257470 7.10983
257830 7.14123
258200 7.79402
258560 7.76382
258930 7.07582
259300 7.11162
259660 6.22192
260030 5.86251
260400 5.63671
260770 4.84301
261140 3.34581
261510 5.89030
261890 5.56880
262260 5.76940
262640 5.38990
263010 4.77990
263390 5.02029
263760 6.22779
264140 6.57199
264520 7.31259
265280 9.45488
265660 9.14648
266040 9.51098
266420 8.49648
266810 9.21627
267190 9.14617
267580 9.81437
267960 9.54997
268350 8.86836
268740 8.55896
269130 8.33016
269900 8.24826
270300 8.40285
270690 8.38425
271080 7.72645
271470 7.58495
271870 7.93974
272260 7.84584
272660 7.61514
273050 7.99984
273450 7.72684
273850 10.2304
274250 7.33333
274650 7.45003
275050 7.96163
275450 7.15262
275860 6.82402
276260 7.53002
276670 6.99442
277070 7.77001
277480 6.18791
277890 5.95451
278290 5.01541
278700 4.58170
279110 4.04050
279530 5.58400
279940 4.92410
280350 5.47930
280760 6.70909
281180 7.49269
281590 8.06959
282010 8.27999
282850 8.46908
283690 7.99428
284110 7.60517
284530 7.77287
284950 7.05527
285380 7.19847
285800 8.39466
286230 8.10976
286650 7.69696
287080 8.57676
287510 7.57225
287940 7.13085
288370 6.85615
288800 6.43065
289240 5.65504
289670 4.76394
290100 4.19434
290540 6.51414
290980 9.05923
291410 8.00073
291850 7.55493
292290 7.85043
292730 6.66032
293170 6.16862
293620 6.13712
294060 6.38162
294500 6.96181
294950 7.63521
295400 7.02961
296290 6.84590
296740 5.70390
298100 4.40329
298550 4.53379
299010 3.84039
299460 4.03988
299920 4.32138
300000 4.61213
300380 5.99318
300840 5.49138
301760 8.03427
302220 10.1593
302680 8.06367
303150 8.03737
303610 8.89387
304080 7.40137
304550 7.07986
305010 6.64776
305480 6.38466
305950 5.70736
306430 5.12166
306900 4.87285
307370 6.70135
307850 7.12855
308320 8.53475
308800 9.28515
309280 9.75054
309760 7.91294
310240 7.73084
310720 8.47824
311210 6.97654
311690 5.80803
312170 4.13713
312660 4.10743
313150 5.92993
313640 5.49023
314130 5.52653
314620 6.50012
315110 8.08682
315600 9.13322
316100 9.42202
316590 9.29222
317090 6.81781
317590 6.83531
318090 7.18851
318590 5.66921
319090 4.99871
319590 5.74300
320100 6.74180
320600 7.21100
321110 7.51580
321610 7.69100
322120 8.12079
322630 7.84749
323140 7.39119
323650 7.31489
324170 6.60818
324680 6.17828
325200 5.29378
325710 6.57778
326230 8.00758
326750 8.42437
327270 9.19277
327790 9.28997
328320 8.83747
328840 9.65847
329370 8.71986
329890 8.46886
330420 8.55086
330950 8.22226
331480 8.02776
332550 7.89355
333080 7.70465
333620 7.74345
334160 7.62484
334690 8.99904
335230 8.34874
335780 6.98904
336320 8.27824
336860 8.16583
337410 9.34463
337950 7.99893
338500 8.80443
339050 9.46173
339600 8.05012
340150 7.26662
340710 6.59822
341260 6.17202
341810 7.26391
342180 7.19611
342460 8.22131
342740 7.32081
343010 6.83771
343290 7.23101
343580 6.66441
343860 6.39301
344140 6.24341
344420 5.93260
344700 5.96610
344980 6.41960
345260 5.18560
345550 4.71450
345830 4.62660
346110 3.97190
346400 3.94140
346680 4.45399
346970 5.20819
347250 6.15459
347530 6.88809
347820 7.85709
348110 9.22339
348390 11.8811
348680 10.3251
348970 8.95349
349250 8.29918
349540 8.25598
349830 8.35798
350000 8.32486
350120 8.30148
350410 8.78708
350690 9.68608
350980 9.51408
351270 8.24378
351560 7.39068
351850 6.12398
352150 5.89678
352440 7.77528
353020 8.51248
353310 7.86338
353610 7.50877
353900 7.35887
354190 7.40247
354490 8.30657
354780 7.77187
355070 7.09227
355370 6.84547
355660 6.30347
355960 6.96877
356260 7.76537
356550 5.48417
357150 7.68027
357440 7.69967
358040 7.62767
358340 7.65956
358640 7.84226
358940 7.79206
359840 7.29476
360140 7.23546
360440 7.57326
360740 8.19066
361040 7.21766
362250 6.93906
362860 6.10046
363160 5.99186
363470 7.37685
363770 9.35225
364080 7.67925
364390 6.82545
364690 7.57935
365310 7.92715
365610 7.85665
365920 7.97175
366230 8.59575
366540 10.6801
366850 11.0251
367160 9.17465
367470 8.24305
367780 7.82885
368400 7.40214
368710 7.47104
369020 7.74774
369330 8.67094
369650 8.23674
369960 7.49954
370270 7.43834
370590 7.13664
370900 7.50074
371220 9.15474
371530 9.17764
371850 7.87494
372160 8.13244
372480 8.66424
372800 8.00354
373110 6.18194
373430 5.81993
373750 5.66373
374070 6.24583
374390 7.21523
374710 7.52363
375020 9.15393
375340 9.54073
375670 7.72793
375990 7.47733
376310 7.06093
376630 7.03493
377270 7.18343
377920 8.30453
378240 7.26713
378570 6.91292
378890 8.45492
379220 9.54702
379540 6.60632
379870 5.94352
380190 5.41242
380520 4.70302
380850 4.45642
381180 6.08542
381500 6.12192
381830 6.11442
382160 5.57012
382490 4.90432
382820 4.49602
383150 6.24872
383480 7.45271
383810 7.93311
384140 7.87491
384470 7.33561
384810 7.61191
385140 7.44341
385470 7.41611
385800 7.24241
386140 7.72881
386470 8.95491
386810 7.01661
387140 6.68421
387480 6.66441
387810 6.82831
388830 5.54110
389160 5.02540
389500 4.62890
389840 4.55390
390180 3.80300
390520 4.18700
390860 5.54860
391200 5.03670
391880 6.18540
392220 7.21470
392570 8.02920
392910 7.09230
393250 6.56080
393600 5.01619
393940 6.39409
394280 7.35459
394630 7.77109
394970 9.00079
395320 7.55539
395670 7.30019
396360 7.93519
396710 6.55749
397060 6.75889
397410 6.46289
397760 6.94429
398110 6.23979
398460 6.21018
398810 6.40288
399160 5.16288
399510 5.62988
399860 6.63768
400210 7.12568
400560 6.91738
400920 7.09248
401270 7.13338
401620 6.99328
401980 7.22358
402330 7.73568
402690 7.60828
403050 9.61298
403400 8.38688
403760 7.28437
404120 7.46027
404470 7.72947
404830 7.55737
405190 7.61667
405550 7.59747
405910 7.15547
406270 7.01697
406630 7.68067
406990 8.82937
407360 7.31627
407720 6.95077
408080 6.29347
408440 5.25436
408810 5.71346
409170 8.11016
409540 7.62566
409900 7.90256
410270 7.68126
410630 7.54816
411000 7.20576
411740 7.78436
412100 9.06486
412470 8.09606
412840 9.01556
413210 7.88666
413580 8.16515
413950 7.61515
414320 7.86945
414690 7.45655
415070 7.66535
415440 7.75605
415810 9.14365
416190 8.12975
416560 7.22445
417310 6.83245
417690 6.73445
418060 7.02965
418440 7.14814
418810 7.99324
419190 7.95004
419570 9.34324
419950 7.66264
420330 6.45194
420710 6.28804
421090 7.01754
421470 7.95814
421850 6.78864
422230 6.48154
422610 6.92384
423000 6.18914
423380 6.01804
423760 6.51463
424150 4.83723
424530 5.95693
424920 6.31133
425310 5.61643
425690 6.00343
426080 6.13963
426470 6.42633
426850 5.55763
427240 5.76473
427630 8.67063
428020 9.72143
428410 7.32013
428800 7.27082
429190 8.29592
429590 7.45242
429980 8.21412
430370 7.55942
430760 7.45262
431160 7.13922
431550 7.18052
431950 7.55222
432340 6.76402
432740 6.66762
433930 7.74191
434330 9.22581
434730 7.90721
435130 8.10141
435530 6.96511
435930 6.91061
436330 6.64501
436730 6.89291
437130 8.76771
437540 7.65501
437940 7.33721
438340 7.99691
438750 6.97930
439150 6.60330
439560 6.47640
439960 6.76280
440370 6.80250
440780 6.67690
441190 6.07520
441590 5.85240
442410 8.04170
442820 6.71730
443230 5.87640
443640 5.68749
444060 7.19289
444470 8.21509
444880 8.45819
445290 7.79079
445710 6.22889
446120 5.04009
446540 6.39519
446950 9.25679
447370 7.85289
447790 7.08519
448210 7.02819
448620 7.90968
449040 7.20288
449460 6.63348
450000 6.75415
450300 6.82118
450720 6.66038
451140 6.75908
451570 6.32858
452410 6.74858
452840 6.28108
453260 6.54328
453690 6.99698
454110 7.24078
454540 7.11908
454970 6.71388
455390 7.27657
455820 8.13957
456250 6.73097
456680 6.25817
457110 6.37847
457540 6.82227
457970 6.43407
458400 5.44207
458840 4.88317
459270 6.56677
459700 7.09677
460140 6.56157
460570 6.34337
461010 6.30977
461440 6.78197
461880 6.19827
462320 7.25056
462760 5.04826
463190 4.96616
463630 6.87526
464070 6.74516
464510 6.10576
464960 6.88136
465400 5.99516
465840 5.79736
466280 6.71126
466730 5.01406
467170 4.46606
467620 5.70516
468060 6.03366
468510 6.16136
468960 6.63856
469400 6.73975
469850 6.49335
470300 6.38935
471200 7.31955
472100 6.79565
472550 6.31925
473010 6.19275
473460 6.25635
473910 5.44165
474370 6.97655
474820 6.87165
475280 6.43365
475730 6.23525
476190 6.20385
476650 6.53314
477110 6.55374
477570 7.79924
478030 7.77774
478490 7.04094
478950 7.99464
479410 7.57724
479870 7.33784
480340 6.52004
481730 5.78024
482200 5.81654
482660 5.79834
483130 6.64964
483600 5.31234
484070 4.56863
484540 4.57513
485010 3.93433
485480 3.55203
485950 4.93933
486420 6.64473
487370 6.21353
487840 6.95383
488790 6.05723
489270 4.82833
489750 5.56743
490220 6.07593
490700 6.31693
491180 6.29012
491660 6.68692
492140 7.20442
492620 6.38322
493100 6.24772
493590 7.80512
494070 7.50802
494550 6.43612
495040 6.68132
495520 6.19332
496010 7.04152
496500 7.20232
496980 7.85462
497470 8.43482
497960 6.80821
498450 6.21521
