Sn-115(n,tot) ENDF/B-VII.1
448.179 337.848
448.223 241.168
448.268 180.985
448.312 141.250
448.356 113.831
448.445 79.5817
448.534 59.7590
448.623 47.2558
448.800 32.8543
448.977 25.1039
449.155 20.4108
449.332 17.3226
449.510 15.1677
449.865 12.3994
450.220 10.7287
450.575 9.62591
450.929 8.85050
451.639 7.84169
452.349 7.22027
453.059 6.80158
453.769 6.50130
455.189 6.09980
456.608 5.84313
458.028 5.66380
459.448 5.53025
462.287 5.34070
465.126 5.20697
467.966 5.10120
470.805 5.00912
473.644 4.92181
476.484 4.83234
479.323 4.73411
482.163 4.62030
483.582 4.55610
485.002 4.48832
486.422 4.42358
487.841 4.38606
488.551 4.40015
489.261 4.46911
489.971 4.65739
490.681 5.12808
491.036 5.59380
491.391 6.37032
491.746 7.73242
492.100 10.3083
492.455 15.7700
492.633 20.9605
492.810 29.7124
492.988 45.8543
493.076 59.3559
493.165 79.5606
493.254 111.320
493.343 163.986
493.431 256.612
493.520 424.456
493.610 697.783
493.700 898.072
493.790 741.203
493.880 478.796
493.976 296.929
494.071 196.450
494.167 138.984
494.263 103.921
494.358 81.1637
494.454 65.6473
494.645 46.4498
494.836 35.4520
495.028 28.5499
495.410 20.6330
495.793 16.3858
496.175 13.8134
496.558 12.1203
496.940 10.9366
497.705 9.41295
498.470 8.48946
499.235 7.87749
500.000 7.44547
501.429 6.90944
502.858 6.56818
504.287 6.33285
505.716 6.16108
508.575 5.92729
511.433 5.77542
514.291 5.66854
517.149 5.58896
522.866 5.47773
528.582 5.40300
534.298 5.34881
545.731 5.27444
557.164 5.22482
568.596 5.18861
591.462 5.13772
614.327 5.10183
637.193 5.07341
682.923 5.02543
728.654 4.97520
751.520 4.94318
774.385 4.90020
785.818 4.87140
797.251 4.83442
808.683 4.78442
820.116 4.71195
825.832 4.66158
831.549 4.59588
837.265 4.50640
842.981 4.37713
845.840 4.28823
848.698 4.17399
851.556 4.02211
854.414 3.81155
855.843 3.67357
857.272 3.50544
858.701 3.29996
860.130 3.05561
860.845 2.92681
861.560 2.81277
862.274 2.76032
862.989 2.90574
863.346 3.16601
863.703 3.70427
864.061 4.80133
864.239 5.73956
864.418 7.12786
864.596 9.23880
864.775 12.5624
864.954 18.0590
865.132 27.7795
865.222 35.5613
865.311 46.6973
865.400 63.2529
865.490 89.0265
865.579 131.527
865.668 206.776
865.713 266.778
865.757 351.280
865.802 472.457
865.847 644.690
865.923 1074.01
866.000 1397.40
866.077 1164.09
866.153 758.077
866.220 514.923
866.286 363.869
866.352 269.004
866.418 207.031
866.550 134.826
866.682 96.2967
866.815 73.3495
866.947 58.5648
867.211 41.1709
867.476 31.6043
867.740 25.7172
868.004 21.7964
868.269 19.0305
868.798 15.4362
869.327 13.2374
869.855 11.7706
870.384 10.7308
871.442 9.36512
872.500 8.51571
873.557 7.93992
874.615 7.52542
876.730 6.97060
878.846 6.61751
880.961 6.37364
883.077 6.19532
887.308 5.95227
891.538 5.79447
895.769 5.68379
900.000 5.60184
900.000 8.72873
1000.00 8.49946
1250.00 8.10776
1500.00 7.82270
1700.00 7.64382
2000.00 7.43069
2500.00 7.17087
3000.00 6.98466
3500.00 6.84421
4000.00 6.73441
5000.00 6.57406
6000.00 6.46306
7000.00 6.38258
8000.00 6.32206
10000.0 6.23936
12500.0 6.17810
15000.0 6.14301
17000.0 6.12628
20000.0 6.11300
25000.0 6.10932
30000.0 6.11782
35000.0 6.13221
40000.0 6.14947
50000.0 6.18687
60000.0 6.22361
70000.0 6.25764
80000.0 6.28824
99999.9 6.33932
100000 6.34743
150000 6.32082
200000 6.31831
250000 6.32579
300000 6.33778
500000 6.39112
501666 6.39146
618179 6.40750
700000 6.40836
719663 6.40725
800000 6.39720
900000 6.37241
995160 6.33655
1.00000E+06 6.33443
1.06250E+06 6.29277
1.12500E+06 6.25493
1.18750E+06 6.22042
1.25000E+06 6.18880
1.29134E+06 6.15857
1.36029E+06 6.10035
1.42924E+06 6.04744
1.50000E+06 5.98508
1.53704E+06 5.94793
1.57407E+06 5.91235
1.61111E+06 5.87825
1.64814E+06 5.84555
1.64814E+06 5.84554
1.69863E+06 5.79391
1.74912E+06 5.74522
1.74912E+06 5.74522
1.75000E+06 5.74433
1.80127E+06 5.69225
1.80128E+06 5.69224
1.84102E+06 5.65151
1.84102E+06 5.65150
1.87381E+06 5.61792
1.91744E+06 5.57158
1.96107E+06 5.52752
1.98124E+06 5.50658
1.98124E+06 5.50657
1.99113E+06 5.49631
2.00000E+06 5.48709
2.04237E+06 5.44313
2.04237E+06 5.44312
2.07818E+06 5.40605
2.07819E+06 5.40604
2.10250E+06 5.38095
2.15362E+06 5.31881
2.20474E+06 5.25993
2.25586E+06 5.20408
2.30699E+06 5.15106
2.35811E+06 5.10068
2.40923E+06 5.05276
2.46035E+06 5.00716
2.51147E+06 4.96371
2.57254E+06 4.90576
2.63360E+06 4.85109
2.69467E+06 4.79947
2.75574E+06 4.75067
2.81680E+06 4.70450
2.87787E+06 4.66078
2.93893E+06 4.61935
3.00000E+06 4.58005
3.05778E+06 4.54468
3.11556E+06 4.51087
3.17334E+06 4.47855
3.23112E+06 4.44762
3.27918E+06 4.41869
3.32723E+06 4.39080
3.37529E+06 4.36392
3.42334E+06 4.33798
3.47140E+06 4.31296
3.51945E+06 4.28882
3.56751E+06 4.26550
3.61556E+06 4.24298
3.66362E+06 4.22122
3.71167E+06 4.20019
3.75973E+06 4.17985
3.80778E+06 4.16019
3.85584E+06 4.14117
3.90389E+06 4.12276
3.95195E+06 4.10495
4.00000E+06 4.08770
4.06250E+06 4.07233
4.12500E+06 4.05740
4.18750E+06 4.04289
4.25000E+06 4.02878
4.31250E+06 4.01505
4.37500E+06 4.00168
4.43750E+06 3.98865
4.50000E+06 3.97595
4.56250E+06 3.96357
4.62500E+06 3.95150
4.68750E+06 3.93972
4.75000E+06 3.92821
4.81250E+06 3.91698
4.87500E+06 3.90601
4.93750E+06 3.89531
5.00000E+06 3.88487
5.11931E+06 3.88222
5.23862E+06 3.87982
5.35792E+06 3.87763
5.47723E+06 3.87563
5.60792E+06 3.87306
5.73862E+06 3.87068
5.86931E+06 3.86846
6.00000E+06 3.86640
6.12019E+06 3.88020
6.24037E+06 3.89411
6.36056E+06 3.90811
6.48074E+06 3.92221
6.49918E+06 3.92428
6.58398E+06 3.93374
6.73537E+06 3.95040
6.86769E+06 3.96458
7.00000E+06 3.97881
7.12083E+06 4.00198
7.24166E+06 4.02533
7.36248E+06 4.04883
7.48331E+06 4.07249
7.60374E+06 4.09522
7.61749E+06 4.09779
7.76348E+06 4.12478
7.90947E+06 4.15187
8.00000E+06 4.16837
8.12132E+06 4.19236
8.24264E+06 4.21729
8.36396E+06 4.24313
8.48528E+06 4.26987
8.65743E+06 4.30791
8.82958E+06 4.34760
8.87219E+06 4.35637
8.91479E+06 4.36523
8.95740E+06 4.37417
9.00000E+06 4.38320
9.06085E+06 4.39374
9.12171E+06 4.40445
9.18256E+06 4.41534
9.24342E+06 4.42640
9.30427E+06 4.43763
9.36512E+06 4.44903
9.42598E+06 4.46060
9.48683E+06 4.47233
9.51890E+06 4.47846
9.55098E+06 4.48463
9.58305E+06 4.49085
9.61512E+06 4.49710
9.64720E+06 4.50341
9.67927E+06 4.50975
9.71134E+06 4.51614
9.74342E+06 4.52258
9.77549E+06 4.52905
9.80756E+06 4.53557
9.83964E+06 4.54213
9.87171E+06 4.54874
9.90378E+06 4.55538
9.93585E+06 4.56207
9.96793E+06 4.56880
1.00000E+07 4.57556
1.00610E+07 4.58083
1.01220E+07 4.58617
1.01830E+07 4.59158
1.02441E+07 4.59707
1.03051E+07 4.60264
1.03661E+07 4.60828
1.04271E+07 4.61400
1.04881E+07 4.61979
1.05201E+07 4.62283
1.05521E+07 4.62590
1.05841E+07 4.62898
1.06161E+07 4.63208
1.06481E+07 4.63521
1.06801E+07 4.63835
1.07121E+07 4.64151
1.07441E+07 4.64469
1.07761E+07 4.64789
1.08080E+07 4.65112
1.08400E+07 4.65436
1.08720E+07 4.65762
1.09040E+07 4.66090
1.09360E+07 4.66420
1.09680E+07 4.66751
1.10000E+07 4.67085
1.10625E+07 4.67594
1.11250E+07 4.68109
1.11875E+07 4.68631
1.12500E+07 4.69159
1.13125E+07 4.69692
1.13750E+07 4.70232
1.14375E+07 4.70778
1.15000E+07 4.71329
1.15625E+07 4.71887
1.16250E+07 4.72451
1.16875E+07 4.73020
1.17500E+07 4.73596
1.18125E+07 4.74177
1.18750E+07 4.74765
1.19375E+07 4.75358
1.20000E+07 4.75957
1.20625E+07 4.75523
1.21250E+07 4.75093
1.21875E+07 4.74670
1.22500E+07 4.74252
1.23125E+07 4.73840
1.23750E+07 4.73433
1.24375E+07 4.73032
1.25000E+07 4.72637
1.25625E+07 4.72247
1.26250E+07 4.71863
1.26875E+07 4.71485
1.27500E+07 4.71113
1.28125E+07 4.70746
1.28750E+07 4.70385
1.29375E+07 4.70030
1.30000E+07 4.69681
1.30527E+07 4.69354
1.31054E+07 4.69031
1.31581E+07 4.68710
1.32108E+07 4.68392
1.32635E+07 4.68077
1.33162E+07 4.67765
1.33689E+07 4.67456
1.34216E+07 4.67150
1.34743E+07 4.66847
1.35270E+07 4.66547
1.35797E+07 4.66250
1.36324E+07 4.65955
1.36851E+07 4.65664
1.37378E+07 4.65377
1.37905E+07 4.65092
1.38432E+07 4.64811
1.39216E+07 4.64374
1.40000E+07 4.63944
1.40625E+07 4.63041
1.41250E+07 4.62146
1.41875E+07 4.61259
1.42500E+07 4.60380
1.43125E+07 4.59510
1.43750E+07 4.58648
1.44375E+07 4.57796
1.45000E+07 4.56954
1.45625E+07 4.56097
1.46250E+07 4.55246
1.46875E+07 4.54403
1.47500E+07 4.53568
1.48125E+07 4.52740
1.48750E+07 4.51919
1.49375E+07 4.51106
1.50000E+07 4.50302
1.50625E+07 4.49232
1.51250E+07 4.48171
1.51875E+07 4.47119
1.52500E+07 4.46077
1.53125E+07 4.45043
1.53750E+07 4.44018
1.54375E+07 4.43003
1.55000E+07 4.41997
1.55625E+07 4.40999
1.56250E+07 4.40011
1.56875E+07 4.39032
1.57500E+07 4.38063
1.58125E+07 4.37102
1.58750E+07 4.36152
1.59375E+07 4.35210
1.60000E+07 4.34278
1.60625E+07 4.33092
1.61250E+07 4.31918
1.61875E+07 4.30754
1.62500E+07 4.29602
1.63125E+07 4.28462
1.63750E+07 4.27333
1.64375E+07 4.26215
1.65000E+07 4.25108
1.65625E+07 4.24012
1.66250E+07 4.22928
1.66875E+07 4.21855
1.67500E+07 4.20793
1.68125E+07 4.19743
1.68750E+07 4.18703
1.69375E+07 4.17675
1.70000E+07 4.16658
1.70337E+07 4.16093
1.70674E+07 4.15531
1.71011E+07 4.14972
1.71348E+07 4.14416
1.71889E+07 4.13503
1.72430E+07 4.12598
1.72970E+07 4.11700
1.73511E+07 4.10810
1.74052E+07 4.09927
1.74593E+07 4.09051
1.75133E+07 4.08183
1.75674E+07 4.07322
1.76215E+07 4.06469
1.76756E+07 4.05623
1.77296E+07 4.04784
1.77837E+07 4.03953
1.78378E+07 4.03129
1.78919E+07 4.02313
1.79459E+07 4.01504
1.80000E+07 4.00703
1.80121E+07 4.00490
1.80739E+07 3.99382
1.81356E+07 3.98285
1.81973E+07 3.97199
1.82591E+07 3.96123
1.83208E+07 3.95059
1.83826E+07 3.94005
1.84443E+07 3.92962
1.85061E+07 3.91930
1.85678E+07 3.90909
1.86295E+07 3.89898
1.86913E+07 3.88898
1.87530E+07 3.87909
1.88148E+07 3.86930
1.88765E+07 3.85962
1.89383E+07 3.85004
1.90000E+07 3.84058
1.91250E+07 3.82022
1.92500E+07 3.80026
1.93750E+07 3.78071
1.95000E+07 3.76156
1.96250E+07 3.74281
1.97500E+07 3.72447
1.98750E+07 3.70655
2.00000E+07 3.68907
