Cd-116(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 8.77437
1.25000E-05 8.36987
1.50000E-05 8.07128
2.00000E-05 7.65215
2.75000E-05 7.25335
3.50000E-05 6.99089
4.25000E-05 6.80142
5.00000E-05 6.65637
6.25000E-05 6.47547
7.50000E-05 6.34193
0.000100000 6.15449
0.000125000 6.02658
0.000150000 5.93215
0.000200000 5.79961
0.000275000 5.67350
0.000350000 5.59050
0.000425000 5.53059
0.000500000 5.48472
0.000625000 5.42751
0.000750000 5.38528
0.00100000 5.32601
0.00125000 5.28556
0.00150000 5.25570
0.00200000 5.21378
0.00275000 5.17390
0.00350000 5.14766
0.00425000 5.12871
0.00500000 5.11420
0.00625000 5.09611
0.00750000 5.08275
0.0100000 5.06400
0.0125000 5.05121
0.0150000 5.04176
0.0200000 5.02850
0.0253000 5.01899
0.0314750 5.01110
0.0376500 5.00524
0.0500000 4.99696
0.0625000 4.99122
0.0750000 4.98698
0.100000 4.98102
0.125000 4.97694
0.150000 4.97392
0.200000 4.96965
0.275000 4.96556
0.350000 4.96283
0.500000 4.95928
0.750000 4.95580
1.00000 4.95359
1.50000 4.95071
2.00000 4.94873
2.75000 4.94650
3.50000 4.94471
5.00000 4.94175
7.50000 4.93767
10.0000 4.93409
15.0000 4.92769
20.0000 4.92224
22.2361 4.92044
23.3541 4.91996
24.4721 4.92017
25.5901 4.92209
26.1491 4.92465
26.7082 4.92986
26.9877 4.93448
27.2672 4.94172
27.5467 4.95382
27.8262 4.97605
27.9659 4.99479
28.1057 5.02332
28.2454 5.06976
28.3852 5.15277
28.4551 5.22125
28.5250 5.32354
28.5948 5.48610
28.6647 5.76708
28.7346 6.31589
28.7695 6.81014
28.8045 7.61417
28.8394 9.04615
28.8569 10.2168
28.8743 11.9411
28.8918 14.6066
28.9093 18.9659
28.9267 26.5236
28.9442 39.9965
28.9617 61.0643
28.9792 75.1771
28.9968 61.1368
29.0143 40.0188
29.0348 24.9037
29.0553 17.2167
29.0758 13.0917
29.0963 10.6948
29.1168 9.19787
29.1373 8.20812
29.1783 7.02794
29.2193 6.38143
29.2602 5.99056
29.3422 5.56288
29.4242 5.34666
29.5062 5.22253
29.5881 5.14475
29.6701 5.09282
29.8341 5.02991
29.9980 4.99467
30.1620 4.97293
30.3259 4.95854
30.6538 4.94122
30.9817 4.93151
31.3096 4.92544
31.6375 4.92136
32.2933 4.91623
32.9491 4.91310
34.2607 4.90930
35.5723 4.90683
36.8839 4.90489
39.5072 4.90169
44.7536 4.89626
50.0000 4.89134
62.5000 4.88059
75.0000 4.87081
100.000 4.85338
150.000 4.82459
200.000 4.80097
275.000 4.77095
350.000 4.74400
425.000 4.71759
500.000 4.68961
544.163 4.67146
588.325 4.65135
610.406 4.64036
632.488 4.62878
643.528 4.62302
654.569 4.61817
660.089 4.61731
662.850 4.61816
665.610 4.62120
668.370 4.62981
669.750 4.63934
671.130 4.65760
671.820 4.67340
672.510 4.69789
673.200 4.73863
673.890 4.81348
674.235 4.87684
674.580 4.97386
674.925 5.13331
675.270 5.42274
675.443 5.66532
675.615 6.03365
675.788 6.63234
675.960 7.70233
676.047 8.58600
676.133 9.90628
676.219 12.0113
676.305 15.6588
676.392 22.8344
676.435 29.3336
676.478 39.9866
676.521 59.2267
676.543 75.1573
676.564 98.7869
676.586 136.077
676.607 198.139
676.629 309.715
676.650 516.102
676.670 824.253
676.691 1028.51
676.711 822.637
676.731 516.122
676.744 376.637
676.757 280.505
676.783 168.611
676.809 111.073
676.835 78.7626
676.861 58.9357
676.887 46.0683
676.938 30.9437
676.990 22.7582
677.042 17.8579
677.146 12.5485
677.250 9.88523
677.353 8.36658
677.457 7.41909
677.561 6.78863
677.768 6.02801
677.976 5.60458
678.183 5.34470
678.391 5.17396
678.806 4.97042
679.220 4.85836
679.635 4.79010
680.050 4.74541
680.880 4.69228
681.710 4.66297
682.540 4.64498
683.370 4.63306
685.029 4.61849
686.689 4.61000
690.008 4.60030
693.328 4.59444
696.647 4.59008
703.285 4.58307
716.563 4.57078
729.840 4.55839
743.117 4.54511
756.394 4.53056
782.949 4.49603
809.503 4.44988
822.781 4.41920
836.058 4.37946
849.335 4.32312
855.974 4.28326
862.612 4.22858
865.932 4.19202
869.251 4.14552
872.570 4.08355
875.890 3.99552
877.549 3.93541
879.209 3.85822
880.869 3.75504
882.528 3.60979
883.358 3.51247
884.188 3.39064
885.018 3.23471
885.848 3.03174
886.263 2.90879
886.678 2.77275
887.092 2.63441
887.507 2.53703
887.715 2.54541
887.922 2.65347
888.130 2.98252
888.337 3.83907
888.389 4.21582
888.441 4.69914
888.493 5.32419
888.545 6.13892
888.597 7.21845
888.648 8.66522
888.700 10.6484
888.726 11.9134
888.752 13.4191
888.804 17.4165
888.856 23.3822
888.908 32.6961
888.960 48.0763
888.986 59.7487
889.011 75.6397
889.037 97.9578
889.063 130.336
889.089 179.329
889.115 255.966
889.141 380.880
889.167 587.001
889.199 976.149
889.230 1267.60
889.262 1054.09
889.293 685.384
889.320 465.667
889.347 329.227
889.374 243.121
