Ga-71(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
5064.54 2.56267
5067.80 1.68217
5071.06 1.14908
5074.32 0.821887
5077.58 0.612520
5084.09 0.374786
5090.61 0.252207
5097.13 0.181495
5103.65 0.137231
5116.68 0.0871579
5129.72 0.0610372
5142.75 0.0457342
5168.82 0.0294992
5194.89 0.0216342
5220.96 0.0174109
5273.10 0.0140114
5325.24 0.0145579
5351.31 0.0163679
5377.38 0.0198531
5403.45 0.0265507
5416.49 0.0323414
5429.52 0.0415495
5442.56 0.0581851
5449.07 0.0726718
5455.59 0.0963855
5462.11 0.141012
5465.37 0.180857
5468.63 0.246352
5471.88 0.366800
5473.51 0.469547
5475.14 0.628128
5476.77 0.890933
5478.40 1.36685
5479.22 1.75845
5480.03 2.32978
5480.85 3.18502
5481.66 4.46146
5482.83 7.10110
5484.00 8.85933
5485.17 7.10107
5486.34 4.46532
5487.48 2.80568
5488.63 1.86491
5489.77 1.31804
5490.91 0.982553
5493.20 0.617939
5495.48 0.439641
5497.77 0.342139
5500.05 0.285188
5504.62 0.230496
5509.19 0.214865
5513.76 0.220798
5522.91 0.283851
5527.48 0.347617
5532.05 0.447246
5536.62 0.608507
5541.19 0.888425
5545.76 1.43225
5548.04 1.91726
5550.33 2.69762
5552.62 4.06413
5554.90 6.74963
5556.04 9.15023
5557.19 12.9510
5558.33 19.2674
5559.47 29.9328
5560.10 38.3308
5560.74 47.9198
5562.00 59.9204
5563.27 47.9036
5564.53 29.9144
5565.64 19.4875
5566.75 13.2272
5567.86 9.40497
5568.96 6.97212
5571.18 4.22209
5573.40 2.81067
5575.62 1.99941
5577.83 1.49293
5582.27 0.922026
5586.70 0.625308
5591.13 0.451984
5595.57 0.342055
5600.00 0.268032
5600.00 0.279380
7500.00 0.230000
9000.00 0.201800
10000.0 0.190840
50000.0 0.0794560
100000 0.0536720
395550 0.0325480
494230 0.0275280
494230 0.0275280
518770 0.0250800
518775 0.0250798
600000 0.0210830
700000 0.0190790
800000 0.0162190
923040 0.0143150
923043 0.0143150
978420 0.0133990
1.12310E+06 0.0120510
1.12315E+06 0.0120504
1.12510E+06 0.0120280
1.20000E+06 0.0110970
1.30000E+06 0.0101780
1.41480E+06 0.00951240
1.41484E+06 0.00951213
1.49690E+06 0.00894910
1.51490E+06 0.00853660
1.51494E+06 0.00853641
1.80000E+06 0.00727610
2.06250E+06 0.00616680
2.50000E+06 0.00510470
3.00000E+06 0.00424710
3.50000E+06 0.00344960
4.00000E+06 0.00261980
4.50000E+06 0.00200550
5.00000E+06 0.00154210
5.33600E+06 0.00129330
5.50000E+06 0.00118760
5.72300E+06 0.00106810
6.00000E+06 0.000936760
6.50000E+06 0.000744220
7.00000E+06 0.000602340
7.50000E+06 0.000501200
7.97920E+06 0.000435290
8.00000E+06 0.000432430
8.72300E+06 0.000379090
9.00000E+06 0.000370090
9.43770E+06 0.000366090
9.43774E+06 0.000366091
9.80000E+06 0.000370570
1.00000E+07 0.000375580
1.10000E+07 0.000516580
1.14180E+07 0.000637560
1.20000E+07 0.000816730
1.30000E+07 0.000940700
1.34450E+07 0.000976580
1.40000E+07 0.00103070
1.50000E+07 0.000965200
1.60000E+07 0.000890610
1.72000E+07 0.000803920
1.72002E+07 0.000803907
1.80000E+07 0.000752830
1.90000E+07 0.000732560
2.00000E+07 0.000693490
