Sr-88(n,tot) ENDF/B-VII.1
13300.5 0.261495
13326.6 0.214960
13339.6 0.202626
13352.6 0.199227
13365.6 0.206232
13378.6 0.225341
13391.6 0.258587
13404.7 0.308255
13417.7 0.377109
13430.7 0.468370
13456.7 0.734151
13482.7 1.14529
13508.8 1.75823
13534.8 2.65400
13560.8 3.95262
13586.8 5.83188
13612.9 8.56218
13638.9 12.5592
13664.9 18.4787
13691.0 27.3421
13717.0 40.7147
13743.0 60.7815
13791.5 122.328
13840.0 187.574
13864.3 194.118
13888.5 180.768
13937.0 134.260
13970.4 106.926
14003.8 86.6242
14037.2 71.8666
14070.5 61.0255
14137.3 46.6582
14204.1 37.8664
14270.8 32.0672
14337.6 28.0113
14471.1 22.7835
14604.6 19.6021
14738.2 17.4821
15005.2 14.8546
15272.3 13.3008
15539.3 12.2785
16073.4 11.0188
16607.5 10.2735
17141.7 9.78060
17675.8 9.43018
17942.8 9.29030
18076.3 9.22718
18143.1 9.19715
18176.5 9.18251
18193.2 9.17534
18201.5 9.17198
18205.7 9.17101
18207.8 9.17295
18208.8 9.18177
18209.3 9.20822
18209.9 9.61613
18210.0 10.0535
18210.1 9.60803
18210.6 9.21492
18211.0 9.18292
18211.9 9.17142
18213.6 9.16741
18217.1 9.16509
18224.1 9.16193
18238.1 9.15596
18266.1 9.14420
18322.0 9.12113
18433.9 9.07672
18657.6 8.99425
19105.1 8.85101
20000.0 8.63001
20404.9 8.55208
20607.4 8.51749
20708.6 8.50112
20759.2 8.49300
20784.5 8.48904
20797.2 8.48889
20803.5 8.49909
20806.7 8.54881
20808.3 8.74160
20809.1 9.37658
20809.5 11.0847
20809.7 14.3598
20809.8 18.5075
20809.8 26.7929
20809.9 37.4078
20810.0 45.3577
20810.1 37.7158
20810.2 27.0508
20810.2 19.4608
20810.3 15.6040
20810.5 11.9285
20810.8 9.78872
20811.5 8.90615
20812.9 8.61335
20815.6 8.52427
20821.0 8.49719
20831.8 8.48748
20853.4 8.48160
20896.6 8.47436
20983.1 8.46191
21156.0 8.43941
21501.8 8.40255
21847.7 8.37971
22193.5 8.38074
22366.5 8.39764
22539.4 8.43474
22712.3 8.50816
22885.2 8.65525
22971.7 8.78313
23058.1 8.97956
23144.6 9.29919
23231.1 9.86462
23317.5 10.9996
23360.8 12.0490
23404.0 13.8043
23447.2 17.0615
23468.8 19.8413
23490.4 24.1146
23512.1 31.1314
23533.7 43.6331
23555.3 68.2529
23566.1 89.5068
23576.9 120.513
23593.5 188.347
23610.0 233.327
23626.6 187.294
23643.1 119.475
23656.1 83.5576
23669.2 60.9159
23682.2 46.5078
23695.2 37.0390
23721.3 25.9917
23747.4 20.1482
23773.5 16.7244
23799.5 14.5589
23851.7 12.0880
23903.8 10.7890
23955.9 10.0242
24008.1 9.53627
24060.2 9.20588
24164.5 8.79884
24268.8 8.56582
24373.0 8.41872
24477.3 8.31891
24685.9 8.19333
24894.4 8.11734
25103.0 8.06541
25311.5 8.02667
25728.6 7.97008
26145.7 7.92808
26562.8 7.89408
26771.4 7.87926
26875.6 7.87234
26927.8 7.86901
26953.8 7.86737
26966.9 7.86656
26973.4 7.86616
26976.6 7.86596
26979.9 7.86797
26980.0 7.87024
26980.1 7.86801
26982.6 7.86560
26985.0 7.86544
26989.9 7.86514
26999.7 7.86454
27019.3 7.86336
27058.4 7.86102
27136.7 7.85650
27293.3 7.84811
27606.5 7.83464
27919.7 7.82813
28232.9 7.83610
28389.5 7.85141
28546.1 7.88187
28702.7 7.94116
28859.3 8.06186
28937.6 8.16901
29015.9 8.33658
29094.2 8.61452
29172.5 9.11552
29250.8 10.1377
29290.0 11.0902
29329.1 12.6855
29368.3 15.6302
29387.8 18.1176
29407.4 21.8897
29427.0 27.9499
29446.6 38.3739
29466.1 57.7606
29485.7 95.6679
29502.9 150.194
29520.0 187.734
29537.2 152.901
29554.3 99.2249
29568.4 69.3487
29582.5 50.7335
29596.6 39.0161
29610.8 31.3634
29639.0 22.4839
29667.2 17.7990
29695.4 15.0482
29723.7 13.3019
29780.1 11.2928
29836.6 10.2228
29893.0 9.58367
29949.5 9.16999
30005.9 8.88577
30118.8 8.52876
30231.7 8.31906
30344.6 8.18374
30457.5 8.09021
30683.3 7.97034
30909.1 7.89684
31134.9 7.84668
31360.7 7.80971
31812.3 7.75724
32263.9 7.71995
33167.1 7.66601
34070.3 7.62507
34973.5 7.59058
35876.7 7.55991
36328.3 7.54556
36554.1 7.53854
36667.0 7.53499
36723.4 7.53311
36751.6 7.53208
36765.7 7.53193
36772.8 7.53474
36776.3 7.54989
36778.1 7.61176
36779.0 7.82631
36779.4 8.43000
36779.6 9.67472
36779.7 11.3945
36779.9 15.9144
36780.0 24.4388
36780.1 16.0563
36780.3 11.1303
36780.4 9.36057
36780.7 8.25315
36781.3 7.77083
36782.4 7.60504
36784.6 7.55428
36789.1 7.53893
36798.0 7.53394
36815.9 7.53180
36851.6 7.53013
36923.1 7.52774
37066.1 7.52338
37352.1 7.51494
37924.1 7.49841
38496.1 7.48185
38782.0 7.47346
38925.0 7.47285
38960.8 7.47737
38996.5 7.49507
39014.4 7.52306
39023.3 7.55229
39032.3 7.60671
39041.2 7.72353
39045.7 7.83818
39050.1 8.04060
39054.6 8.44775
39056.9 8.82422
39059.1 9.44723
39061.3 10.5935
39062.4 11.5567
39063.6 12.9962
39064.7 15.3125
39065.8 19.2266
39066.9 26.4861
39068.0 40.3280
39069.0 60.5670
39070.0 74.2008
39071.0 61.0743
39072.0 41.2329
39073.1 27.7636
39074.1 20.5149
39075.2 16.3891
39076.2 13.9287
39077.3 12.3373
39078.3 11.2741
39080.4 9.97688
39082.5 9.24588
39084.6 8.79822
39088.8 8.29727
39093.1 8.03830
39097.3 7.88679
39105.7 7.72479
39114.1 7.64388
39122.5 7.59731
39139.4 7.54789
39173.1 7.50860
39206.7 7.49269
39274.1 7.47881
39341.5 7.47211
39476.2 7.46443
39610.9 7.45913
39880.4 7.45053
40015.1 7.44649
40082.5 7.44428
40116.2 7.44286
40133.0 7.44209
40141.4 7.44388
40145.6 7.45766
40147.7 7.52020
40148.8 7.74860
40149.3 8.43752
40149.6 9.91978
40149.7 12.0742
40149.8 17.5915
40150.0 28.0321
40150.2 17.8838
40150.4 10.9537
40150.6 9.13580
40150.9 8.07819
40151.7 7.65369
40153.3 7.51001
40156.3 7.46498
40162.5 7.45071
40174.9 7.44562
40199.5 7.44318
40248.9 7.44111
40347.7 7.43815
40545.1 7.43280
40940.1 7.42255
41730.1 7.40253
43310.0 7.36238
44889.9 7.31836
45679.9 7.29190
46074.9 7.27617
46272.4 7.26723
46371.1 7.26232
46420.5 7.25963
46445.2 7.25829
46457.5 7.25884
46463.7 7.26608
46466.8 7.29992
46468.3 7.42893
46469.1 7.84446
46469.5 8.91985
46469.6 10.7833
46469.8 17.1485
46470.0 27.2678
46470.2 17.3768
46470.4 11.1303
46470.5 9.17044
46470.9 7.99581
46471.6 7.49932
46473.1 7.33132
46475.9 7.27999
46481.7 7.26446
46493.3 7.25911
46516.4 7.25626
46562.6 7.25312
46655.1 7.24758
46840.1 7.23579
47210.0 7.20584
47395.0 7.18553
47579.9 7.15899
47672.4 7.14217
47764.9 7.12188
47857.4 7.09662
47903.6 7.08122
47926.7 7.07247
47938.3 7.06902
47944.1 7.07618
47946.9 7.12145
47948.4 7.30073
47949.1 7.87081
47949.5 9.24594
47949.6 11.5214
47949.8 18.6333
47950.0 30.6594
47950.2 19.0584
47950.3 12.5488
47950.5 10.0491
47950.8 8.32211
47951.4 7.50391
47952.6 7.20513
47955.0 7.10859
47959.8 7.07710
47969.4 7.06356
47988.7 7.05190
48027.2 7.03238
48104.1 6.98692
48181.1 6.92490
48258.1 6.83367
48296.6 6.76947
48335.1 6.68494
48373.6 6.56845
48412.0 6.39747
48431.3 6.27784
48450.5 6.12161
48469.8 5.90872
48489.0 5.60205
48498.6 5.39164
48508.3 5.12244
48517.9 4.76602
48527.5 4.27363
48537.1 3.55597
48541.9 3.06488
48546.7 2.44850
48551.6 1.68649
48556.4 0.868457
48558.8 0.626307
48560.0 0.664644
48561.2 0.925247
48562.4 1.58863
48563.6 2.95537
48564.2 4.06279
48564.8 5.58017
48565.4 7.63739
48566.0 10.3929
48567.0 17.0915
48568.0 26.7296
48570.0 49.6861
48571.0 55.7163
48572.0 55.6693
48574.0 46.5586
48575.4 39.6262
48576.8 34.0639
48578.2 29.7595
48579.6 26.4878
48582.4 21.9339
48585.2 19.0173
48588.0 17.0129
48590.7 15.5733
48596.3 13.6499
48601.9 12.4360
48607.5 11.6045
48613.0 11.0011
48618.6 10.5439
48629.7 9.89829
48640.9 9.46486
48652.0 9.15411
48663.2 8.92052
48685.4 8.59290
48707.7 8.37416
48730.0 8.21775
48752.3 8.10034
48796.8 7.93571
48841.4 7.82574
48886.0 7.74697
48930.5 7.68770
49019.7 7.60422
49108.8 7.54803
49287.0 7.47653
49643.5 7.40165
50000.0 7.36080
50947.2 7.30200
51894.4 7.26688
52368.0 7.25318
52841.6 7.24186
53078.4 7.23752
53315.2 7.23489
53552.0 7.23718
53670.4 7.24844
53700.0 7.25749
53729.6 7.27841
53744.4 7.30284
53759.2 7.36163
53766.6 7.43272
53774.0 7.60761
53777.7 7.81977
53781.4 8.32964
53783.3 8.91829
53785.1 10.2111
53786.1 11.5428
53787.0 13.9902
53787.4 16.1095
53787.9 19.2366
53788.4 24.0837
53788.8 31.7335
53789.4 45.6852
53790.0 54.5147
53790.6 44.2986
53791.2 30.0056
53791.6 23.1030
53792.0 18.5175
53792.4 15.5107
53792.9 13.4880
53793.7 11.0809
53794.5 9.78819
53796.2 8.54609
53797.9 8.00159
53801.3 7.55913
53804.6 7.39354
53811.3 7.27578
53818.0 7.23816
53844.9 7.21245
53898.6 7.21545
54006.0 7.22371
54113.3 7.23219
54220.7 7.24573
54274.4 7.25691
54328.1 7.27400
54381.8 7.30224
54435.5 7.35411
54462.3 7.39806
54489.2 7.46534
54516.0 7.57551
54542.9 7.77318
54556.3 7.93631
54569.7 8.17907
54583.2 8.56179
54596.6 9.21302
54610.0 10.4477
54616.7 11.5191
54623.4 13.1914
54630.1 15.9864
54636.8 21.0877
54640.2 25.3064
54643.6 31.4629
54646.9 40.7098
54650.3 54.5105
54655.1 83.6121
54660.0 103.614
54664.9 85.0213
54669.7 56.2864
54674.5 38.1312
54679.2 27.7200
54683.9 21.6030
54688.6 17.8150
54693.3 15.3296
54698.0 13.6289
54707.5 11.5211
54716.9 10.3205
54726.3 9.57400
54745.2 8.73324
54764.1 8.29549
54782.9 8.03903
54801.8 7.87625
54820.6 7.76689
54858.4 7.63513
54896.1 7.56418
54933.8 7.52457
54971.5 7.50335
55047.0 7.49395
55122.4 7.51411
55273.3 7.63381
55424.2 7.92323
55499.6 8.20171
55575.0 8.67038
55650.5 9.53060
55688.2 10.2491
55725.9 11.3249
55763.6 13.0185
55801.4 15.8487
55839.1 20.8883
55876.8 30.1820
55913.4 44.6455
55950.0 54.7661
55986.6 45.7419
56023.2 31.5993
56053.4 23.6754
56083.6 18.7268
56113.8 15.6077
56144.0 13.5681
56204.5 11.1954
56264.9 9.93824
56325.3 9.19685
56385.7 8.72381
56506.5 8.17554
56627.3 7.87989
56748.2 7.70074
56869.0 7.58263
56929.4 7.53746
56959.6 7.51691
56974.7 7.50674
56982.3 7.50358
56986.1 7.51566
56987.9 7.58267
56988.9 7.82703
56989.4 8.50693
56989.6 9.89648
56989.8 15.8582
56990.0 24.6668
56990.2 16.3092
56990.4 10.2173
56990.6 8.76314
56991.1 7.96831
56992.0 7.65759
56993.9 7.55131
56997.6 7.51505
57005.1 7.49939
57020.0 7.48703
57049.8 7.46986
57109.5 7.44121
57228.8 7.39474
57467.4 7.32779
57944.6 7.24230
58421.8 7.16532
58660.4 7.08218
58720.0 7.03414
58749.9 6.99702
58779.7 6.94259
58809.5 6.85384
58824.4 6.78412
58839.3 6.68120
58854.2 6.51329
58861.7 6.38204
58869.2 6.19028
58876.6 5.88263
58880.3 5.64714
58884.1 5.31193
58887.8 4.79483
58891.5 3.90587
58893.4 3.18255
58895.3 2.14121
58897.1 0.911666
58898.0 1.28084
58898.5 3.00710
58899.0 7.81456
58899.2 13.0508
58899.5 20.9531
58900.0 40.0497
58900.3 45.5935
58900.5 46.1447
58901.0 39.4285
58901.4 33.3531
58901.8 28.5572
58902.2 24.9575
58902.6 22.2563
58903.4 18.5534
58904.2 16.2535
58905.1 14.6790
58905.9 13.5671
58907.5 12.0907
58909.1 11.1564
58910.7 10.5215
58913.9 9.70894
58917.1 9.21289
58920.3 8.88083
58926.7 8.46322
58933.2 8.21116
58939.6 8.04297
58952.4 7.83203
58965.3 7.70510
58978.1 7.62023
59003.8 7.51365
59029.5 7.44918
59055.2 7.40578
59106.6 7.35064
59209.4 7.29314
59312.2 7.26217
59723.4 7.20582
60545.7 7.15766
62190.4 7.10061
63835.1 7.05437
64657.5 7.03213
65068.7 7.02095
65274.3 7.01519
65377.1 7.01200
65428.5 7.00982
65454.2 7.00770
65467.0 7.00510
65473.4 7.00267
65476.6 7.00637
65478.2 7.04205
65479.0 7.19069
65479.4 7.62229
65479.6 8.47688
65479.8 12.2871
65480.0 18.1491
65480.2 12.8720
65480.4 8.53838
65480.7 7.69511
65481.2 7.26818
65482.2 7.10398
65484.2 7.04548
65488.3 7.02432
65496.4 7.01598
65512.5 7.01213
65544.9 7.00971
65609.7 7.00723
65739.2 7.00335
65998.3 6.99611
66516.4 6.98174
67552.6 6.95242
69625.0 6.88966
71697.4 6.81879
72733.7 6.77922
73251.8 6.75816
73510.8 6.74729
73640.3 6.74175
73705.1 6.73896
73737.5 6.73756
73753.7 6.73686
73761.8 6.73651
73765.8 6.73634
73767.8 6.73629
73768.9 6.73636
73769.9 6.74193
73770.0 6.74775
73770.1 6.74197
73771.0 6.73634
73771.8 6.73614
73773.5 6.73602
73776.9 6.73586
73783.7 6.73556
73797.2 6.73497
73824.2 6.73379
73878.3 6.73143
73986.4 6.72666
74202.6 6.71698
74635.0 6.69704
75067.5 6.67624
75283.7 6.66549
75391.8 6.66003
75445.9 6.65732
75472.9 6.65632
75486.4 6.65754
75493.2 6.66550
75496.5 6.69906
75498.2 6.82862
75499.1 7.28468
75499.5 8.68837
75499.7 12.1116
75499.8 18.4978
75499.9 25.2828
75499.9 41.8151
75500.0 77.0585
75500.1 41.8978
75500.2 20.8216
75500.3 14.2480
75500.4 9.64320
75500.8 7.62058
75501.5 6.93312
75502.8 6.73071
75505.5 6.67504
75511.0 6.65977
75521.8 6.65515
75543.5 6.65288
75587.0 6.65028
75673.8 6.64565
75847.5 6.63644
76195.0 6.61760
76542.4 6.59804
76716.1 6.58799
76803.0 6.58293
76846.4 6.58053
76868.1 6.57984
76879.0 6.58145
76884.4 6.58960
76887.1 6.62045
76888.5 6.72766
76889.2 7.05253
76889.5 7.82509
76889.8 12.6120
76890.0 18.6294
76890.2 12.5951
76890.5 7.73019
76890.9 7.01519
76891.6 6.71292
76893.0 6.61516
76895.8 6.58709
76901.5 6.57939
76912.8 6.57687
76935.3 6.57508
76980.5 6.57226
77070.9 6.56677
77251.6 6.55563
77612.9 6.53263
78335.7 6.48341
79781.3 6.36955
81226.8 6.22850
82672.3 6.04860
84117.9 5.81165
84840.7 5.66403
85563.4 5.49343
86286.2 5.30472
86647.6 5.21364
87009.0 5.14539
87370.4 5.15434
87551.0 5.23593
87731.7 5.44160
87912.4 5.93013
88002.8 6.40403
88093.1 7.19441
88183.5 8.60526
88273.8 11.3864
88319.0 13.8497
88364.2 17.6980
88409.3 23.9514
88454.5 34.2248
88507.3 52.1770
88560.0 63.8206
88612.8 51.3032
88665.5 33.1107
88699.8 24.8543
88734.2 19.1963
88802.9 12.6189
88871.5 9.24501
88940.2 7.31987
89008.9 6.11481
89077.5 5.30033
89214.9 4.26475
89352.2 3.60690
89489.6 3.11746
89764.3 2.34574
90038.9 1.69537
90176.3 1.42077
90313.6 1.21855
90382.3 1.16456
90416.7 1.15481
90451.0 1.15941
90485.3 1.18099
90519.7 1.22260
90554.0 1.28789
90588.3 1.38106
90657.0 1.67165
90725.7 2.14431
90794.3 2.86519
90863.0 3.91878
90982.3 6.84196
91101.5 11.5682
91340.0 24.6975
91459.3 29.3147
91578.5 30.7907
91817.0 27.9377
91974.9 25.0301
92132.7 22.4460
92448.4 18.6406
92764.1 16.1854
92922.0 15.2864
93000.9 14.8976
93040.4 14.7170
93060.1 14.6317
93070.0 14.5946
93074.9 14.5900
93077.4 14.6288
93078.6 14.7696
93079.2 15.1637
93079.5 16.0124
93079.8 20.4653
93080.0 25.9763
93080.2 20.0516
93080.4 15.9565
93080.7 15.0958
93081.2 14.7015
93082.3 14.5655
93084.4 14.5233
93088.7 14.4999
93097.2 14.4644
93114.2 14.3945
93148.2 14.2571
93216.3 13.9963
93352.4 13.5284
93624.6 12.7721
93896.8 12.2104
94169.0 11.8255
94441.3 11.6658
94577.4 11.7305
94713.5 11.9855
94849.6 12.6305
94917.6 13.2466
94985.7 14.2398
95053.8 15.9161
95121.8 18.9340
95189.9 24.8214
95223.9 29.8134
95257.9 36.9810
95314.0 53.9443
95370.0 65.9625
95426.1 55.5607
95482.1 38.9812
95517.4 31.4734
95552.7 26.1947
95623.3 19.8725
95693.9 16.5274
95764.5 14.5817
95835.1 13.3536
95905.7 12.5257
96046.8 11.4995
96188.0 10.8952
96329.2 10.4959
96611.6 9.98956
96894.0 9.66710
97176.3 9.43195
97741.1 9.08976
98305.8 8.83412
98870.5 8.62338
100000 8.26743
100975 7.98055
101462 7.82934
101706 7.74870
101828 7.70641
101889 7.68440
101919 7.67258
101935 7.66571
101942 7.66189
101946 7.66455
101948 7.69258
101949 7.82151
101949 8.25514
101950 12.1495
101950 17.0163
101950 12.5304
101951 8.46954
101951 7.99506
101952 7.78439
101954 7.70425
101957 7.67717
101963 7.66537
101977 7.65685
102003 7.64558
102056 7.62524
102162 7.58463
102373 7.49919
102796 7.30365
103218 7.05775
103641 6.72595
104064 6.23367
104275 5.87865
104487 5.39706
104698 4.70507
104804 4.23484
104909 3.64440
105015 2.89907
105121 2.00439
105174 1.56347
105200 1.38587
105226 1.27442
105253 1.28043
105266 1.35169
105279 1.48668
105292 1.70343
105306 2.02431
105319 2.47655
105332 3.09256
105348 4.11237
105364 5.49898
105396 9.61533
105460 21.9276
105492 26.7476
105524 28.7558
105588 27.0450
105646 23.7956
105704 21.0053
105763 18.8787
105821 17.2777
105937 15.0995
106054 13.7208
106170 12.7804
106286 12.1025
106519 11.1929
106752 10.6119
106984 10.2090
107217 9.91318
107334 9.79303
107392 9.73857
107421 9.71290
107435 9.70150
107443 9.69984
107446 9.71339
107448 9.76912
107449 9.94478
107449 10.4951
107450 14.7486
107450 19.7897
107450 14.7137
107451 10.7867
107451 10.1442
107451 9.83825
107453 9.72838
107455 9.69342
107460 9.68084
107470 9.67043
107490 9.65342
107530 9.62118
107610 9.56067
107770 9.45299
108089 9.28186
108409 9.16050
108729 9.09086
109048 9.10168
109208 9.16609
109368 9.31311
109528 9.63274
109608 9.92279
109687 10.3789
109767 11.1314
109847 12.4526
109927 14.9456
110007 19.8753
110079 27.2875
110150 32.7762
110222 28.5331
110293 21.4333
110337 18.2492
110381 15.9811
110469 13.2242
110557 11.7408
110645 10.8687
110733 10.3143
110821 9.94010
110996 9.47723
111172 9.20763
111348 9.03315
111700 8.82065
112403 8.60976
113106 8.50224
114513 8.40841
115217 8.40399
115568 8.41323
115744 8.42160
115832 8.42777
115876 8.43338
115898 8.44102
115909 8.45515
115914 8.48568
115917 8.55549
115919 8.73649
115919 9.20272
115920 9.99857
115920 14.1325
115920 18.3551
115920 12.6528
115921 9.08326
115921 8.58883
115921 8.40606
115923 8.37766
115925 8.39145
115930 8.40770
115939 8.41891
115959 8.42616
115997 8.43197
116074 8.43927
116228 8.45302
116535 8.48641
116842 8.53056
116996 8.55727
117073 8.57150
117111 8.57794
117131 8.57936
117140 8.57689
117145 8.57152
117147 8.56841
117149 8.58922
117149 8.69336
117150 11.5532
117150 15.2280
117150 12.2638
117151 9.38210
117151 8.90436
117152 8.72186
117153 8.64519
117156 8.61407
117162 8.60234
117173 8.59914
117196 8.60155
117242 8.61072
117335 8.63226
117519 8.68170
117888 8.80687
118625 9.21115
119362 10.0020
119731 10.6834
119916 11.1449
120008 11.4159
120054 11.5627
120077 11.6382
120088 11.6753
120094 11.6919
120097 11.6991
120098 11.7107
120099 11.7570
120100 13.8024
120100 16.3352
120100 14.2532
120101 11.9343
120102 11.8063
120103 11.7627
120106 11.7541
120111 11.7660
120122 11.8019
120144 11.8803
120188 12.0466
120276 12.4099
120453 13.2781
120805 15.8219
121158 20.1828
121510 27.8209
121900 41.3208
122290 51.3193
122680 43.5601
123070 30.7919
123430 22.9039
123790 18.1953
124150 15.3269
124510 13.4910
125230 11.3846
125590 10.7477
125770 10.4898
125860 10.3703
125905 10.3079
125927 10.2669
125939 10.2265
125944 10.1700
125947 10.0823
125948 9.96343
125949 9.87002
125950 10.0086
125950 12.6748
125950 18.8818
125950 16.4883
125951 11.9354
125951 11.1538
125952 10.6797
125954 10.4602
125957 10.3565
125964 10.2998
125978 10.2595
126006 10.2157
126063 10.1477
126175 10.0267
126287 9.91342
126344 9.85411
126372 9.81392
126386 9.77216
126393 9.71168
126396 9.61514
126398 9.47292
126399 9.35743
126399 9.49622
126400 13.1722
126400 21.1998
126400 17.8624
126401 12.7595
126401 11.2264
126402 10.5135
126403 10.1406
126406 9.97173
126412 9.88592
126424 9.83718
126447 9.79821
126494 9.74972
126588 9.67030
126775 9.53030
127150 9.29325
127525 9.09727
127712 9.00942
127806 8.96382
127853 8.93315
127876 8.90171
127888 8.85574
127894 8.77957
127897 8.66691
127898 8.54445
127899 8.56381
127899 9.04927
127900 13.9670
127900 24.0477
127900 19.0352
127901 12.2707
127901 10.9008
127902 9.95387
127903 9.43281
127905 9.17532
127910 9.05028
127920 8.98662
127939 8.95002
127978 8.92057
128055 8.88399
128210 8.82417
128519 8.71952
129138 8.54373
130375 8.27546
131612 8.06892
132231 7.97754
132541 7.93311
132695 7.91037
132773 7.89747
132811 7.88792
132831 7.87725
132840 7.86107
132845 7.83581
132847 7.80364
132849 7.79358
132849 7.90035
132850 11.2708
132850 16.5286
132850 13.1488
132851 8.86403
132851 8.34934
132852 8.08655
132855 7.97800
132859 7.93073
132868 7.90826
132885 7.89575
132921 7.88598
132991 7.87383
133131 7.85319
133413 7.81374
133975 7.73506
135100 7.56863
136225 7.37282
136787 7.25445
137069 7.18740
137209 7.15100
137280 7.13111
137315 7.11896
137332 7.10906
137341 7.09741
137346 7.08170
137348 7.06687
137349 7.08855
137349 7.23185
137350 9.98878
137350 14.0243
137350 11.1606
137351 7.93729
137351 7.45334
137352 7.25379
137354 7.17421
137358 7.14032
137366 7.12361
137382 7.11250
137414 7.10036
137478 7.08072
137605 7.04247
137860 6.96116
138370 6.76859
139390 6.17209
139900 5.65988
140409 4.82108
140664 4.17278
140919 3.27504
141047 2.72118
141174 2.15221
141238 1.91961
141270 1.84028
141302 1.80225
141334 1.82349
141365 1.92841
141397 2.15031
141429 2.52983
141460 3.11032
141492 3.95282
141523 5.11533
141555 6.63709
141680 15.5566
141743 19.4682
141806 21.4407
141931 21.0131
142099 18.1368
142267 15.8434
142434 14.2778
142602 13.1915
142938 11.8180
143273 11.0000
143944 10.0810
144615 9.58166
145958 9.07089
146629 8.94456
146964 8.90732
147132 8.89542
147216 8.89064
147258 8.88728
147279 8.88305
147289 8.87681
147295 8.87013
147297 8.87576
147299 8.94462
147299 9.26356
147300 13.6255
147300 19.2739
147300 14.5389
147301 10.5995
147301 9.55874
147302 9.15841
147303 8.99605
147306 8.93405
147311 8.90953
147323 8.89898
147345 8.89408
147390 8.89170
147481 8.89164
147661 8.89927
148022 8.94576
148384 9.05065
148745 9.25165
149106 9.62534
149467 10.3379
149828 11.7836
150009 13.0747
150054 13.5227
150099 14.1111
150122 14.5532
150144 15.3225
150155 16.0615
150167 17.4842
150172 18.7985
150178 20.9310
150184 24.6950
150189 31.6155
150195 42.5892
150200 50.3960
150206 44.0627
150211 33.8217
150215 28.8112
150218 25.3931
150226 21.4751
150233 19.5270
150241 18.4705
150255 17.4957
150270 17.1501
150308 17.1405
150345 17.5359
150420 18.7010
150570 21.5950
150870 25.9429
151170 23.2977
151470 18.2609
151755 14.9322
152040 12.9242
152325 11.7042
152610 10.9531
152895 10.5402
