Ga-71(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
5495.48 24.1154
5497.77 20.6860
5500.05 18.3915
5504.62 15.5404
5509.19 13.8429
5513.76 12.7081
5522.91 11.2399
5527.48 10.7127
5532.05 10.2612
5536.62 9.86610
5541.19 9.53354
5545.76 9.33636
5548.04 9.36981
5550.33 9.62288
5552.62 10.3812
5554.90 12.4525
5556.04 14.6601
5557.19 18.5649
5558.33 25.7782
5559.47 39.3635
5560.10 51.1114
5560.74 65.8280
5562.00 91.0677
5563.27 83.9527
5564.53 61.9546
5565.64 47.1647
5566.75 37.4839
5567.86 31.1495
5568.96 26.8667
5571.18 21.6415
5573.40 18.6821
5575.62 16.8208
5577.83 15.5565
5582.27 13.9623
5586.70 13.0008
5591.13 12.3556
5595.57 11.8894
5600.00 11.5344
5600.00 11.3080
7500.00 10.7260
9000.00 10.2670
10000.0 9.96120
50000.0 7.60090
100000 6.85290
395550 5.16590
494230 4.82600
494230 4.82600
518770 4.74960
518775 4.74959
600000 4.51580
700000 4.26310
800000 4.04360
923040 3.81251
923043 3.81250
978420 3.72110
1.12310E+06 3.51550
1.12315E+06 3.51522
1.12510E+06 3.51290
1.20000E+06 3.43190
1.30000E+06 3.33160
1.41480E+06 3.22540
1.41484E+06 3.22536
1.49690E+06 3.16970
1.51490E+06 3.15890
1.51494E+06 3.15885
1.80000E+06 3.04790
2.06250E+06 3.02580
2.50000E+06 3.11750
3.00000E+06 3.28609
3.50000E+06 3.44380
4.00000E+06 3.60160
4.50000E+06 3.70121
5.00000E+06 3.79330
5.33600E+06 3.83231
5.50000E+06 3.85080
5.72300E+06 3.87550
6.00000E+06 3.90530
6.50000E+06 3.92859
7.00000E+06 3.95039
7.50000E+06 3.94170
7.97920E+06 3.93340
8.00000E+06 3.93300
8.72300E+06 3.88350
9.00000E+06 3.86580
9.43770E+06 3.82100
9.43774E+06 3.82100
9.80000E+06 3.78610
1.00000E+07 3.76701
1.10000E+07 3.65160
1.14180E+07 3.59490
1.20000E+07 3.52790
1.30000E+07 3.40070
1.34450E+07 3.34570
1.40000E+07 3.27710
1.50000E+07 3.16580
1.60000E+07 3.07400
1.72000E+07 2.99450
1.72002E+07 2.99449
1.80000E+07 2.95620
1.90000E+07 2.92690
2.00000E+07 2.91360
