Ni-61(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 134.912
1.25000E-05 121.591
1.50000E-05 111.758
2.00000E-05 97.9546
2.75000E-05 84.8211
3.50000E-05 76.1776
4.25000E-05 69.9378
5.00000E-05 65.1609
6.25000E-05 59.2034
7.50000E-05 54.8057
0.000100000 48.6329
0.000125000 44.4203
0.000150000 41.3107
0.000200000 36.9458
0.000275000 32.7926
0.000350000 30.0593
0.000425000 28.0861
0.000500000 26.5755
0.000625000 24.6916
0.000750000 23.3009
0.00100000 21.3489
0.00125000 20.0167
0.00150000 19.0334
0.00200000 17.6531
0.00275000 16.3397
0.00350000 15.4754
0.00425000 14.8514
0.00500000 14.3737
0.00625000 13.7779
0.00750000 13.3382
0.0100000 12.7208
0.0125000 12.2996
0.0150000 11.9886
0.0200000 11.5521
0.0253000 11.2392
0.0314750 10.9796
0.0376500 10.7869
0.0500000 10.5149
0.0625000 10.3264
0.0750000 10.1873
0.100000 9.99194
0.125000 9.85860
0.150000 9.76014
0.200000 9.62185
0.275000 9.49013
0.350000 9.40332
0.500000 9.29240
0.750000 9.18761
1.00000 9.12465
1.50000 9.04898
2.00000 9.00291
2.75000 8.95774
3.50000 8.92679
5.00000 8.88476
7.50000 8.84008
10.0000 8.80869
15.0000 8.76197
20.0000 8.72480
27.5000 8.67694
35.0000 8.63395
50.0000 8.55530
75.0000 8.43523
100.000 8.32288
150.000 8.11307
200.000 7.91830
275.000 7.64886
350.000 7.40247
500.000 6.96645
750.000 6.36911
999.999 5.88984
1000.00 5.88983
1000.01 5.88982
1000.01 5.88981
1000.02 5.88980
1000.05 5.88976
1000.09 5.88968
1000.17 5.88954
1000.35 5.88924
1000.69 5.88864
1001.38 5.88746
1002.76 5.88509
1005.52 5.88035
1011.03 5.87091
1022.06 5.85217
1044.11 5.81524
1088.22 5.74364
1132.34 5.67542
1176.45 5.61174
1220.56 5.55623
1242.61 5.53501
1264.67 5.52400
1275.70 5.52611
1286.72 5.53807
1297.75 5.56830
1308.78 5.63668
1314.29 5.69971
1319.81 5.79998
1325.32 5.96880
1330.84 6.27883
1333.59 6.53883
1336.35 6.93185
1339.11 7.56449
1341.86 8.67558
1344.62 10.8943
1346.00 12.9392
1347.38 16.3452
1348.76 22.6352
1349.45 27.9654
1350.13 36.1082
1350.82 49.3418
1351.51 72.5841
1352.20 117.290
1352.55 155.086
1352.89 209.131
1353.45 332.904
1354.00 415.946
