Ni-58(n,g) ENDF/B-VII.1
5.50515 0.286285
6.00562 0.274086
7.20675 0.250182
7.50000 0.245237
8.64809 0.228361
10.0000 0.212342
10.3777 0.208436
11.4155 0.198718
12.4533 0.190241
14.9439 0.173630
15.0000 0.173305
15.1833 0.172253
15.3666 0.171220
15.7332 0.169209
16.4664 0.165389
17.9327 0.158464
20.0000 0.150030
21.5192 0.144622
25.8231 0.131970
27.5000 0.127865
30.9877 0.120420
35.0000 0.113277
37.1852 0.109881
44.6223 0.100247
50.0000 0.0946616
53.5467 0.0914466
64.2561 0.0834025
75.0000 0.0771353
77.1073 0.0760619
84.8180 0.0724809
92.5287 0.0693556
100.000 0.0666740
111.035 0.0632180
133.241 0.0576062
150.000 0.0542236
159.890 0.0524804
191.868 0.0477935
200.000 0.0467822
230.241 0.0435004
275.000 0.0396653
276.289 0.0395687
279.743 0.0393139
283.197 0.0390636
290.104 0.0385766
303.918 0.0376521
331.547 0.0359776
350.000 0.0349671
397.857 0.0326784
477.428 0.0296541
500.000 0.0289308
572.914 0.0268895
687.496 0.0243510
750.000 0.0232164
824.995 0.0220264
989.995 0.0198850
999.999 0.0197725
1000.00 0.0197725
1000.01 0.0197724
1000.01 0.0197724
1000.02 0.0197723
1000.05 0.0197720
1000.09 0.0197715
1000.19 0.0197705
1000.37 0.0197684
1000.74 0.0197643
1001.47 0.0197561
1002.94 0.0197398
1005.88 0.0197072
1011.75 0.0196425
1023.50 0.0195148
1047.00 0.0192657
1094.00 0.0187914
1187.99 0.0179278
1425.59 0.0161371
1500.00 0.0156643
1710.71 0.0144969
2000.00 0.0132077
2052.85 0.0130025
2258.14 0.0122794
2463.42 0.0116511
2750.00 0.0108933
2956.11 0.0104218
3500.00 0.00940198
3547.33 0.00932571
3724.70 0.00905631
3902.06 0.00880828
4256.80 0.00836792
5000.00 0.00762894
5108.15 0.00753959
5363.56 0.00734439
5618.97 0.00716970
6129.79 0.00687612
6517.78 0.00670263
6711.78 0.00664503
6808.77 0.00668232
6857.27 0.00695189
6881.52 0.00807512
6893.65 0.0124875
6899.71 0.0292927
6901.23 0.0458583
6902.74 0.0901223
6903.50 0.147056
6904.26 0.289741
6904.64 0.458692
6905.01 0.834472
6905.20 1.22107
6905.39 1.93105
6905.58 3.40389
6905.68 4.75135
6905.77 6.78334
6905.90 10.8579
6906.03 13.5433
6906.16 10.8249
6906.29 6.78371
6906.40 4.48219
6906.51 3.07508
6906.73 1.64857
6906.95 1.00706
6907.17 0.675992
6907.61 0.363460
6908.05 0.227150
6908.92 0.114482
6909.80 0.0702876
6911.56 0.0363005
6913.31 0.0237071
6920.34 0.0110016
6934.38 0.00768017
6962.47 0.00682342
7018.65 0.00659181
7131.02 0.00650582
7355.74 0.00643692
8091.32 0.00633152
8826.89 0.00636754
10000.0 0.00681735
10592.3 0.00732322
11616.3 0.00906224
12128.4 0.0107427
12384.4 0.0119877
12512.4 0.0127915
12576.4 0.0133323
12608.4 0.0139516
12624.4 0.0155679
12632.4 0.0213775
12636.4 0.0427102
12638.4 0.115922
12639.4 0.333367
12639.9 0.833807
12640.1 1.62844
12640.3 2.50980
12640.4 3.92807
12640.5 6.27804
12640.6 7.84632
12640.8 6.28015
12640.9 3.92975
12641.0 2.33964
12641.2 1.48737
12641.4 0.745079
12642.0 0.289771
12643.1 0.100910
12645.3 0.0383489
12649.6 0.0203159
12658.4 0.0155298
12675.8 0.0144199
12710.7 0.0144108
12786.1 0.0150816
12861.5 0.0159757
12899.2 0.0165119
12936.9 0.0171302
12974.6 0.0178620
13012.3 0.0187586
13050.1 0.0199097
13087.8 0.0214820
13125.5 0.0238204
13163.2 0.0277339
13200.9 0.0355203
13219.7 0.0429395
13238.6 0.0560358
13257.4 0.0828427
13266.8 0.108432
13276.3 0.152890
13285.7 0.240865
13290.4 0.321144
13295.1 0.453847
13299.8 0.696589
13302.2 0.900296
13304.5 1.20670
13306.9 1.69918
13309.3 2.54126
13311.6 4.11418
13314.0 7.17963
13316.0 11.4870
13318.0 14.3387
13320.0 11.4632
13322.1 7.17960
13323.3 5.32451
13324.5 4.01624
13327.0 2.45015
13329.4 1.62069
13331.9 1.14596
13334.3 0.850721
13336.8 0.657359
13341.7 0.427660
13346.6 0.302585
13351.5 0.227295
13361.3 0.145358
13371.2 0.104144
13381.0 0.0806577
13400.6 0.0563942
13420.2 0.0449403
13439.9 0.0388174
13479.1 0.0333806
13518.4 0.0322955
13557.6 0.0352358
13577.3 0.0404903
13587.1 0.0458814
13596.9 0.0557654
13606.7 0.0768540
13611.6 0.0977137
13616.5 0.135276
13621.4 0.214032
13623.9 0.290761
13626.4 0.426046
13627.6 0.537082
13628.8 0.701795
13630.0 0.961117
13631.3 1.39886
13632.5 2.24097
13633.1 2.97503
13633.7 4.13620
13634.3 6.16328
13634.9 9.96374
13635.3 13.3009
13635.6 18.2278
13635.9 26.2756
13636.2 38.6565
13636.5 61.7612
13636.9 77.1414
13637.3 61.7760
13637.7 38.6689
13637.9 27.9827
13638.2 20.6636
13638.7 12.3078
13639.2 7.95522
13639.7 5.55865
13640.2 4.06591
13640.7 3.11442
13641.6 1.98497
13642.6 1.37612
13643.6 1.01193
13645.6 0.617386
13647.6 0.419879
13649.6 0.307220
13651.5 0.236986
13653.5 0.190284
13657.5 0.134009
13661.4 0.102703
13669.4 0.0709757
13677.3 0.0560338
13685.2 0.0478745
13701.0 0.0398141
13732.7 0.0343837
13764.4 0.0329323
13891.0 0.0343138
14017.7 0.0385030
14144.3 0.0441889
14271.0 0.0514589
14397.7 0.0606176
14524.3 0.0720274
14651.0 0.0859410
14951.9 0.126013
15252.9 0.147768
15328.0 0.145105
15497.5 0.128316
15667.0 0.104637
16006.0 0.0640423
16311.9 0.0420010
16617.7 0.0291442
16923.5 0.0213783
17076.5 0.0186625
17152.9 0.0175681
17191.2 0.0172962
17210.3 0.0180814
17219.8 0.0219986
17224.6 0.0371132
17227.0 0.0905223
17228.2 0.255085
17228.8 0.665707
17229.1 1.38790
17229.2 2.22813
17229.4 3.80725
17229.5 6.10330
17229.7 7.58542
17229.8 6.10294
17229.9 3.80698
17230.1 2.30609
17230.2 1.51585
17230.4 0.773817
17231.0 0.310596
17232.0 0.109550
17234.1 0.0426880
17238.3 0.0233319
17246.7 0.0180188
17263.5 0.0164584
17297.0 0.0157059
17364.1 0.0148527
17498.3 0.0134774
17766.7 0.0113297
18303.4 0.00851216
18659.6 0.00730305
18837.7 0.00685314
18926.7 0.00676691
18971.2 0.00718086
18993.5 0.00917007
19004.6 0.0170860
19010.2 0.0470813
19012.9 0.154253
19013.6 0.254214
19014.3 0.496976
19014.7 0.782641
19015.0 1.40514
19015.4 3.14697
19015.6 5.28028
19015.7 10.0235
19015.9 16.1055
19016.0 20.0380
19016.1 16.1058
19016.3 10.0238
19016.4 6.26972
19016.5 4.21551
19016.7 2.20058
19017.0 1.32735
19017.2 0.882508
19017.7 0.469475
19018.2 0.291305
19020.1 0.0881237
19023.9 0.0282944
19031.6 0.0120306
19047.0 0.00777115
19077.7 0.00662738
19139.2 0.00623045
19262.2 0.00593242
19508.1 0.00553285
19754.1 0.00533688
19877.0 0.00569837
19907.8 0.00610698
19938.5 0.00709560
19969.3 0.0103759
19984.6 0.0158411
19992.3 0.0222884
20000.0 0.0366469
20005.3 0.0599459
20007.9 0.0825192
20010.5 0.122402
20013.2 0.203062
20014.5 0.278884
20015.8 0.406549
20017.1 0.650806
20017.8 0.864727
20018.4 1.19621
20019.1 1.76727
20019.7 2.84236
20020.1 3.75992
20020.4 5.14784
20020.7 7.31371
20021.1 10.5809
20021.5 16.9964
20021.9 21.1314
20022.3 16.8265
20022.8 10.5725
20023.0 7.64412
20023.3 5.69983
20023.9 3.38178
20024.4 2.19673
20024.9 1.53879
20025.5 1.12789
20026.0 0.860625
20027.1 0.549338
20028.2 0.379611
20029.3 0.278915
20031.5 0.169427
20033.7 0.114240
20035.9 0.0827560
20040.3 0.0501161
20044.6 0.0343519
20049.0 0.0255918
20057.8 0.0166717
20075.3 0.0101318
20092.8 0.00778765
20127.8 0.00607088
20162.7 0.00544320
20302.7 0.00474499
20582.7 0.00444570
20862.7 0.00472673
20932.7 0.00521601
20967.7 0.00573381
21002.7 0.00670458
21037.7 0.00881719
21055.2 0.0109381
21072.7 0.0148152
21090.2 0.0230892
21098.9 0.0312854
21107.7 0.0461086
21112.0 0.0585046
21116.4 0.0772202
21120.8 0.107572
21125.2 0.161327
21127.4 0.205489
21129.5 0.271145
21131.7 0.374823
21133.9 0.551436
21136.1 0.892793
21137.2 1.19405
21138.3 1.67555
21139.4 2.52096
21140.5 4.15126
21141.0 5.60515
21141.6 7.83686
21142.1 11.5467
21142.7 17.5695
21143.3 28.1548
21143.9 35.2355
21144.5 28.1642
21145.2 17.5772
21145.6 12.8422
21146.0 9.56136
21146.8 5.70650
21147.6 3.72014
21148.4 2.59577
21149.2 1.90665
21150.0 1.45677
21151.6 0.927455
21153.2 0.641138
21154.8 0.469492
21158.0 0.283149
21161.2 0.189681
21164.4 0.136297
21167.6 0.102983
21170.8 0.0808135
21177.2 0.0540720
21183.6 0.0391744
21196.4 0.0240337
21209.2 0.0168707
21222.0 0.0129293
21247.5 0.00895613
21273.1 0.00708911
21298.7 0.00606185
21349.9 0.00501945
21452.3 0.00423303
21554.7 0.00392109
21964.1 0.00347382
23365.1 0.00292258
24065.6 0.00275405
24415.9 0.00268605
24591.0 0.00266073
24678.6 0.00266942
24722.3 0.00275506
24744.2 0.00311739
24755.2 0.00454065
24760.6 0.00992978
24763.4 0.0293073
24764.8 0.0919235
24765.4 0.255457
24765.8 0.565496
24766.1 1.79523
24766.4 3.59016
24766.6 1.79525
24766.9 0.615925
24767.3 0.282396
24767.9 0.102443
24769.2 0.0330222
24771.7 0.0110332
24776.8 0.00483117
24787.0 0.00318711
24807.3 0.00276134
24848.1 0.00264806
24929.5 0.00260946
25092.4 0.00258209
25418.1 0.00255691
25743.8 0.00262868
25906.7 0.00301468
25988.1 0.00453770
26028.8 0.0104271
26049.2 0.0325968
26054.3 0.0542123
26059.4 0.111255
26061.9 0.183560
26064.4 0.359488
26065.7 0.560971
26067.0 0.989131
26067.6 1.41001
26068.3 2.12986
26068.9 3.51500
26069.5 6.24634
26070.1 10.0123
26070.6 12.4532
26071.1 9.93819
26071.6 6.24762
26072.2 3.73433
26072.7 2.37661
26073.3 1.61577
26073.9 1.16644
26075.0 0.677348
26076.1 0.441472
26078.3 0.228922
26080.5 0.139973
26085.0 0.0685297
26089.5 0.0411345
26107.3 0.0127834
26143.0 0.00519642
26214.3 0.00327714
26357.0 0.00303024
26428.5 0.00334068
26500.0 0.00437935
26535.8 0.00586712
26571.6 0.0101032
26589.5 0.0159677
26607.4 0.0323685
26616.3 0.0547369
26620.8 0.0766626
26625.3 0.115894
26629.7 0.196860
26632.0 0.274521
26634.2 0.408968
26636.4 0.675434
26637.6 0.918421
26638.7 1.31460
26639.8 2.03878
26640.3 2.64268
26640.9 3.54997
26641.5 4.99055
26642.0 7.43616
26642.6 11.9040
26643.1 20.2178
26643.6 32.2719
26644.1 40.2770
26644.6 32.2722
26645.1 20.2183
26645.6 12.5771
26646.1 8.30527
26646.6 5.79253
26647.1 4.23384
26647.6 3.19750
26648.0 2.50530
26649.0 1.65065
26650.0 1.16230
26650.9 0.864029
26652.8 0.530469
26654.8 0.357812
26656.7 0.257691
26660.6 0.152403
26664.4 0.100859
26668.3 0.0719932
26676.0 0.0424171
26691.4 0.0205635
26706.8 0.0127147
26737.6 0.00701120
26768.4 0.00498513
26830.1 0.00351875
26891.7 0.00299579
27015.0 0.00260974
27138.3 0.00246470
27384.8 0.00234800
27508.1 0.00233423
27569.8 0.00239674
27600.6 0.00269108
27616.0 0.00386577
27623.7 0.00839363
27627.6 0.0250754
27629.5 0.0821036
27630.5 0.247554
27630.9 0.615481
27631.2 1.17542
27631.4 2.73145
27631.7 5.46977
27631.9 2.73177
27632.2 1.17554
27632.4 0.615538
27632.9 0.243808
27633.9 0.0799984
27635.9 0.0245363
27639.8 0.00824210
27647.6 0.00382131
27663.2 0.00266988
27694.4 0.00237148
27756.8 0.00228746
27881.7 0.00225103
28131.5 0.00221661
28631.0 0.00216958
29630.1 0.00211201
30629.2 0.00212520
31128.8 0.00222320
31378.6 0.00235380
31628.3 0.00264837
31787.3 0.00306416
31866.7 0.00343098
31946.2 0.00401582
32025.7 0.00503452
32105.1 0.00707255
32144.9 0.00900423
32184.6 0.0125216
32204.5 0.0157521
32224.3 0.0220587
32244.2 0.0450276
32249.2 0.0654577
32254.1 0.119040
32256.6 0.188806
32259.1 0.367948
32260.3 0.588534
32261.6 1.10854
32262.2 1.68021
32262.8 2.83202
32263.1 3.88910
32263.4 5.61249
32263.7 8.58860
32264.1 13.9886
32264.4 22.4281
32264.7 27.9313
32265.0 22.4288
32265.3 13.9674
32265.6 9.53499
32265.8 6.75132
32266.3 3.76559
32266.8 2.36061
32267.2 1.60964
32268.2 0.885083
32269.2 0.562412
32271.1 0.291220
32273.0 0.184782
32276.9 0.103118
32280.7 0.0739025
32296.1 0.0520149
32311.5 0.0609819
32326.9 0.0845022
32342.3 0.132757
32350.0 0.175953
32357.7 0.245073
32365.4 0.364697
32373.1 0.595333
32376.9 0.797069
32380.8 1.10983
32384.6 1.61402
32388.5 2.43309
32393.1 3.89021
32397.6 4.85911
32402.2 3.88651
32406.8 2.43033
32410.3 1.65619
32413.9 1.16549
32417.5 0.850855
32421.1 0.643666
32428.2 0.400662
32435.4 0.271748
32442.5 0.195879
32449.6 0.147855
32463.9 0.0928787
32478.2 0.0639088
32492.5 0.0468506
32506.8 0.0359697
32521.1 0.0286101
32549.7 0.0195806
32578.3 0.0144665
32606.9 0.0112913
32635.4 0.00918545
32692.6 0.00665284
32749.8 0.00524570
32864.1 0.00381759
32978.4 0.00314379
33092.8 0.00277400
33321.4 0.00240719
33778.8 0.00220943
34007.5 0.00243522
34121.8 0.00351767
34179.0 0.00783795
34193.3 0.0122541
34207.5 0.0246244
34214.7 0.0415211
34221.8 0.0878313
34225.4 0.149611
34229.0 0.312188
34230.8 0.518270
34231.7 0.706302
34232.6 1.01802
34233.5 1.59783
34233.9 2.08925
34234.3 2.81894
34234.8 4.02318
34235.2 6.06674
34235.7 10.0221
34236.1 17.7840
34236.5 28.4364
34236.9 35.5694
34237.2 28.4485
34237.6 17.7935
34238.0 10.5311
34238.4 6.66265
34238.8 4.51132
34239.2 3.22929
34239.6 2.39869
34240.0 1.85839
34240.8 1.20545
34241.6 0.839553
34242.4 0.619766
34244.0 0.376089
34247.3 0.181163
34250.5 0.106810
34256.9 0.0503743
34263.3 0.0297634
34276.2 0.0145996
34289.1 0.00917630
34340.5 0.00385099
34443.5 0.00249840
34649.3 0.00217477
34855.2 0.00215925
34958.1 0.00220060
35009.6 0.00229318
35035.3 0.00259777
35048.2 0.00375091
35054.6 0.00812179
35057.8 0.0240237
35059.4 0.0766967
35060.2 0.220946
35060.6 0.514577
35061.0 1.90949
35061.3 3.81859
35061.6 1.90874
35061.8 0.759947
35062.1 0.385087
35062.6 0.150961
35063.7 0.0497182
35065.7 0.0157075
35069.9 0.00581874
35078.2 0.00315528
35094.9 0.00247181
35128.1 0.00231597
35194.7 0.00232182
35327.8 0.00246008
35461.0 0.00271557
35594.1 0.00319606
35727.2 0.00423392
35793.8 0.00526747
35860.4 0.00714229
35893.7 0.00871228
35926.9 0.0110925
35960.2 0.0149538
35993.5 0.0218348
36010.1 0.0275009
36026.8 0.0359479
36043.4 0.0493452
36060.1 0.0724509
36076.7 0.117417
36085.0 0.157756
36093.3 0.223116
36101.7 0.338678
36105.8 0.432405
36110.0 0.569296
36112.1 0.662188
36114.1 0.778268
36116.2 0.925167
36118.3 1.11341
36120.4 1.35739
36122.5 1.67608
36124.5 2.09232
36126.6 2.62698
36128.9 3.35495
36131.2 4.13395
36133.5 4.72388
36135.8 4.81433
36138.1 4.34900
36140.4 3.59496
36145.0 2.20652
36148.5 1.51624
36152.1 1.07877
36155.6 0.795595
36159.1 0.607065
36166.2 0.382811
36173.3 0.261945
36180.3 0.189981
36187.4 0.143983
36201.5 0.0909554
36215.7 0.0627724
36229.8 0.0460852
36243.9 0.0354002
36258.1 0.0281536
36286.3 0.0192400
36314.6 0.0141805
36342.9 0.0110345
36371.1 0.00894758
36427.7 0.00643656
36484.2 0.00504162
36597.2 0.00362566
36710.3 0.00295665
36823.4 0.00258769
37049.5 0.00221395
37501.8 0.00193661
37954.0 0.00183319
38756.6 0.00177101
39157.9 0.00182928
39358.6 0.00214500
39458.9 0.00343292
39509.1 0.00851836
39534.2 0.0281982
39540.4 0.0479120
39546.7 0.101757
39549.9 0.173056
39553.0 0.358628
39554.6 0.590809
39556.1 1.14813
39556.9 1.77933
39557.7 3.06891
39558.1 4.28274
39558.5 6.31656
39558.9 9.96836
39559.3 17.0136
39559.6 27.2438
39560.0 34.0424
39560.3 27.2448
39560.7 17.0147
39561.0 11.6382
39561.3 8.29349
39561.8 4.66005
39562.3 2.90547
39562.9 1.98183
39564.0 1.07728
39565.1 0.673391
39567.2 0.333943
39569.4 0.199014
39573.8 0.0943327
39578.1 0.0552639
39595.6 0.0156732
39630.4 0.00527161
39700.2 0.00260319
39839.7 0.00192274
40118.6 0.00174378
40676.5 0.00168703
41792.3 0.00165794
42908.2 0.00164774
43466.1 0.00164977
43745.0 0.00166505
43884.5 0.00172631
43954.2 0.00196897
43989.1 0.00292427
44006.5 0.00662255
44015.3 0.0204960
44019.6 0.0692764
44021.8 0.220550
44022.9 0.594415
44023.4 1.23671
44024.0 3.40591
44024.5 6.81505
44024.9 3.40602
44025.3 1.64402
44025.7 0.917374
44026.4 0.390524
44027.9 0.133521
44030.9 0.0402639
44036.8 0.0121099
44048.7 0.00437265
44072.4 0.00234184
44119.9 0.00182189
44214.9 0.00169062
44404.9 0.00165859
44784.9 0.00165366
45544.8 0.00166435
46723.7 0.00172847
47313.2 0.00192781
47460.6 0.00212367
47607.9 0.00267267
47681.6 0.00343117
47755.3 0.00556433
47792.1 0.00849527
47810.6 0.0113946
47829.0 0.0166331
47847.4 0.0276152
47856.6 0.0383014
47865.8 0.0572502
47870.4 0.0727857
47875.0 0.0957953
47879.6 0.132135
47884.2 0.194093
47888.9 0.313249
47891.2 0.418364
47893.5 0.586004
47895.8 0.877491
47898.1 1.43827
47899.2 1.92971
47900.4 2.69331
47901.5 3.92841
47902.7 5.95087
47904.0 9.54473
47905.4 11.9296
47906.7 9.53244
47908.1 5.96341
47909.2 4.00540
47910.3 2.78332
47911.4 2.01403
47912.5 1.51583
47914.7 0.933398
47916.9 0.628923
47919.1 0.450480
47921.3 0.338475
47925.6 0.210668
47930.0 0.143695
47934.4 0.104363
47938.8 0.0793425
47943.2 0.0624876
47952.0 0.0418113
47960.7 0.0301410
47978.3 0.0181178
47995.9 0.0123711
48013.4 0.00918966
48048.5 0.00597120
48118.7 0.00362858
48188.9 0.00279841
48329.3 0.00220904
48399.5 0.00211087
48434.6 0.00217622
48452.2 0.00258966
48461.0 0.00425468
48465.4 0.0105136
48467.6 0.0323086
48468.7 0.0994520
48469.2 0.262987
48469.7 1.42516
48470.0 2.84377
48470.3 1.42519
48470.6 0.400446
48471.0 0.174749
48471.8 0.0608108
48473.2 0.0194055
48476.2 0.00671898
48482.2 0.00321538
48494.2 0.00228691
48518.1 0.00203298
48565.9 0.00194268
48661.5 0.00188403
48852.7 0.00183293
49235.1 0.00180236
50000.0 0.00181910
50960.0 0.00190800
51440.0 0.00206495
51680.0 0.00251172
51800.0 0.00410111
51860.0 0.0100890
51890.0 0.0323898
51897.5 0.0539899
51905.0 0.110561
51908.8 0.181390
51912.5 0.352041
51914.4 0.545221
51916.3 0.945278
51918.1 1.97685
51919.1 3.16232
51920.0 5.39148
51920.8 8.61475
51921.7 10.7594
51922.5 8.61509
51923.4 5.39195
51924.0 3.79769
51924.6 2.74179
51925.8 1.56726
51927.0 0.994922
51928.2 0.684373
51930.6 0.376277
51932.9 0.237448
51937.7 0.119304
51942.5 0.0719844
51961.7 0.0212963
52000.0 0.00733829
52076.6 0.00413855
52153.2 0.00610278
52191.5 0.0163066
52210.6 0.0554044
52215.4 0.0937476
52220.2 0.195535
52222.6 0.325541
52225.0 0.645274
52226.2 1.01861
52227.4 1.81996
52228.0 2.62304
52228.6 4.05756
52229.2 6.88835
52229.5 9.33613
52229.8 12.8849
52230.2 20.5439
52230.7 25.7718
52231.2 20.5448
52231.6 12.8858
52231.9 9.33694
52232.2 6.88905
52232.8 4.09067
52233.4 2.65855
52234.0 1.85131
52235.2 1.03200
52236.3 0.656604
52238.7 0.331254
52241.1 0.199696
52245.8 0.0958287
52250.5 0.0566210
52269.5 0.0165111
52307.3 0.00585588
52383.0 0.00307216
52534.4 0.00233489
52837.2 0.00215465
53442.7 0.00218013
54653.8 0.00249639
54726.9 0.00277250
54763.5 0.00380337
54781.8 0.00781518
54790.9 0.0232018
54795.5 0.0798969
54797.8 0.273511
54798.9 0.835253
54799.5 2.08308
54799.8 4.02944
54800.1 9.13515
54800.2 14.5895
54800.4 18.2528
54800.6 14.5887
54800.7 9.13463
54801.0 4.60184
54801.2 2.56452
54801.7 1.08720
54802.6 0.372251
54804.5 0.110867
54808.4 0.0318398
54816.0 0.0101148
54831.2 0.00441284
54861.8 0.00295866
54922.8 0.00260492
55044.9 0.00254601
55289.1 0.00259620
55777.5 0.00276008
56754.3 0.00321679
57731.0 0.00392503
58219.4 0.00445911
58463.6 0.00491655
58585.7 0.00570795
58646.8 0.00825357
58677.3 0.0177888
58684.9 0.0272911
58692.5 0.0531755
58696.4 0.0873431
58700.2 0.175990
58702.1 0.286322
58704.0 0.549292
58705.0 0.844125
58705.9 1.44120
58706.4 2.00421
58706.9 2.91636
58707.3 4.56147
58707.8 7.57157
58708.3 12.0790
58708.7 15.2103
58709.2 12.1770
58709.6 7.64808
58710.0 5.20491
58710.3 3.68156
58710.7 2.70016
58711.0 2.04816
58711.7 1.28000
58712.4 0.869591
58713.9 0.471957
58715.3 0.296540
58718.1 0.148895
58720.9 0.0903771
58726.5 0.0450718
58732.1 0.0281951
58743.4 0.0156555
58754.6 0.0111384
58799.6 0.00672985
58889.5 0.00573222
58979.4 0.00567626
59069.3 0.00577030
59159.2 0.00591726
59249.1 0.00609494
59339.1 0.00629834
59429.0 0.00652924
59518.9 0.00679491
59608.8 0.00711069
59788.6 0.00806639
59878.6 0.00900041
59968.5 0.0111559
60013.4 0.0138270
60035.9 0.0163452
60058.4 0.0207220
60080.9 0.0294402
60092.1 0.0375028
60103.4 0.0510415
60114.6 0.0763651
60120.2 0.0981683
60125.8 0.132024
60131.5 0.188345
60137.1 0.290764
60139.9 0.375172
60142.7 0.498657
60145.5 0.683551
60148.3 0.959067
60152.3 1.53031
60156.4 1.91216
60160.4 1.53176
60164.4 0.960276
60167.0 0.704892
60169.5 0.527541
60174.6 0.318947
60179.7 0.211102
60184.8 0.149930
60189.9 0.112331
60195.0 0.0878230
60205.2 0.0589698
60215.4 0.0433506
60225.5 0.0340062
60245.9 0.0238847
60266.3 0.0188434
60286.6 0.0159962
60327.4 0.0131126
60408.9 0.0111535
60490.3 0.0106648
60816.2 0.0114325
61142.1 0.0134166
61468.0 0.0173595
61548.4 0.0197708
61628.8 0.0253485
61669.0 0.0321836
61689.1 0.0385301
61709.2 0.0493528
61729.3 0.0702395
61739.4 0.0888939
61749.4 0.119046
61759.5 0.172274
61769.5 0.278520
61774.5 0.375183
61779.6 0.530795
61784.6 0.795356
61789.6 1.25578
61794.9 1.99961
61800.1 2.49434
61805.4 1.99847
61810.6 1.25624
61816.6 0.732060
61822.6 0.461412
61828.6 0.314295
61834.6 0.228259
61840.6 0.174183
61846.6 0.138351
61858.6 0.0954996
61870.6 0.0719635
61882.5 0.0577435
61906.5 0.0422511
61930.5 0.0345061
61954.5 0.0301455
62002.4 0.0257843
62098.3 0.0230044
62194.2 0.0225083
62577.8 0.0242409
63345.0 0.0260277
63814.5 0.0235878
64284.0 0.0196597
65223.0 0.0124275
65584.5 0.0104315
66040.3 0.00849894
66268.2 0.00781837
66382.1 0.00788884
66439.1 0.00939435
66467.6 0.0158262
66481.8 0.0404652
66488.9 0.129021
66492.5 0.414895
66494.3 1.17314
66495.2 2.63844
66495.6 4.55942
66496.0 8.78358
66496.4 13.9753
66496.7 17.5692
66497.0 13.9781
66497.4 8.78576
66497.9 4.05027
66498.4 2.18409
66499.5 0.907046
66501.7 0.305365
66505.9 0.0936516
66514.5 0.0303083
66531.7 0.0129660
66566.1 0.00834981
66634.8 0.00701383
66772.2 0.00638397
67046.9 0.00571344
67596.5 0.00475203
68146.1 0.00405571
68420.9 0.00379086
68558.3 0.00372386
68627.0 0.00389502
68661.4 0.00477781
68678.5 0.00833586
68687.1 0.0220673
68691.4 0.0726810
68693.6 0.245687
68694.6 0.748224
68695.2 1.88763
68695.5 3.65030
68695.7 8.35492
68696.0 16.7128
68696.3 8.35557
68696.6 3.36177
68696.9 1.66672
68697.5 0.645790
68698.7 0.206270
68701.1 0.0607033
68705.8 0.0187148
68715.3 0.00743605
68734.4 0.00449638
68772.4 0.00372241
68848.5 0.00347764
69000.7 0.00332626
69305.1 0.00315988
69609.5 0.00326527
69685.6 0.00351976
69761.7 0.00431039
69799.8 0.00542509
69837.8 0.00851931
69856.9 0.0126496
69866.4 0.0166163
69875.9 0.0235442
69885.4 0.0373152
69890.2 0.0499454
69894.9 0.0708531
69899.7 0.109265
69902.0 0.141642
69904.4 0.190560
