Ca-48(n,tot) ENDF/B-VII.1
6.40000E+07 2.18165
6.50000E+07 2.16367
6.60000E+07 2.14561
6.70000E+07 2.12736
6.80000E+07 2.10892
6.90000E+07 2.09049
7.00000E+07 2.07196
7.10000E+07 2.05333
7.20000E+07 2.03470
7.30000E+07 2.01607
7.40000E+07 1.99753
7.50000E+07 1.97897
7.60000E+07 1.96064
7.70000E+07 1.94226
7.80000E+07 1.92406
7.90000E+07 1.90583
8.00000E+07 1.88789
8.10000E+07 1.86991
8.20000E+07 1.85221
8.30000E+07 1.83458
8.40000E+07 1.81705
8.50000E+07 1.79986
8.60000E+07 1.78273
8.70000E+07 1.76586
8.80000E+07 1.74915
8.90000E+07 1.73270
9.00000E+07 1.71620
9.10000E+07 1.70006
9.20000E+07 1.68422
9.30000E+07 1.66842
9.40000E+07 1.65300
9.50000E+07 1.63762
9.60000E+07 1.62261
9.70000E+07 1.60766
9.80000E+07 1.59292
9.90000E+07 1.57857
1.00000E+08 1.56429
1.02000E+08 1.53649
1.04000E+08 1.50955
1.06000E+08 1.48345
1.08000E+08 1.45807
1.10000E+08 1.43365
1.12000E+08 1.41004
1.14000E+08 1.38723
1.16000E+08 1.36521
1.18000E+08 1.34383
1.20000E+08 1.32332
1.22000E+08 1.30354
1.24000E+08 1.28447
1.26000E+08 1.26597
1.28000E+08 1.24826
1.30000E+08 1.23120
1.32000E+08 1.21463
1.34000E+08 1.19881
1.36000E+08 1.18362
1.38000E+08 1.16898
1.40000E+08 1.15475
1.42000E+08 1.14119
1.44000E+08 1.12816
1.46000E+08 1.11552
1.48000E+08 1.10347
1.50000E+08 1.09190
1.52000E+08 1.08065
1.54000E+08 1.06997
1.56000E+08 1.05976
1.58000E+08 1.04978
1.60000E+08 1.04035
1.62000E+08 1.03129
1.64000E+08 1.02247
1.66000E+08 1.01417
1.68000E+08 1.00620
1.70000E+08 0.998430
1.72000E+08 0.991130
1.74000E+08 0.984130
1.76000E+08 0.977310
1.78000E+08 0.970950
1.80000E+08 0.964850
1.82000E+08 0.958900
1.84000E+08 0.953360
1.86000E+08 0.948080
1.88000E+08 0.942960
1.90000E+08 0.938190
1.92000E+08 0.933530
1.94000E+08 0.929240
1.96000E+08 0.925190
1.98000E+08 0.921240
2.00000E+08 0.917660
