Ni-64(n,g) ENDF/B-VII.1
14798.6 6.24175
14798.9 8.38341
14799.1 11.6437
14799.3 16.6172
14799.7 26.5729
14800.0 33.2305
14800.3 26.5727
14800.7 16.6173
14800.9 11.6440
14801.1 8.49356
14801.4 6.38930
14801.6 4.94973
14802.1 3.17321
14802.5 2.22083
14803.0 1.63673
14803.5 1.26929
14804.4 0.837714
14805.3 0.607563
14806.2 0.470850
14808.1 0.324175
14811.8 0.208969
14815.5 0.165599
14822.9 0.132917
14830.4 0.120837
14860.1 0.107641
14919.5 0.101379
15038.3 0.0939141
15275.8 0.0805045
15751.0 0.0580411
16282.1 0.0407223
16813.3 0.0296236
17344.4 0.0224600
17875.5 0.0177157
18937.8 0.0122331
20000.0 0.00949264
21171.1 0.00801013
22342.3 0.00742504
22927.8 0.00736382
23513.4 0.00743019
24098.9 0.00761525
24684.5 0.00791651
25270.1 0.00833677
25855.6 0.00888350
26441.2 0.00956843
27026.8 0.0104071
28197.9 0.0126209
29369.0 0.0156673
30608.5 0.0197865
31228.3 0.0221065
31538.1 0.0236529
31693.1 0.0260745
31731.8 0.0281546
31770.5 0.0337568
31789.9 0.0412988
31809.3 0.0618868
31819.0 0.0892471
31823.8 0.115486
31828.6 0.161305
31833.5 0.252285
31835.9 0.335731
31838.3 0.474271
31840.7 0.728569
31842.0 0.943092
31843.2 1.26920
31844.4 1.79561
31845.6 2.71109
31846.8 4.44575
31847.4 5.90247
31848.0 7.93105
31849.0 12.6768
31850.0 15.8407
31851.0 12.6758
31852.0 7.93043
31853.0 4.95719
31853.9 3.27661
31854.9 2.28992
31855.9 1.67871
31857.8 1.00655
31859.7 0.670117
31861.6 0.479001
31863.5 0.361695
31867.4 0.230732
31871.2 0.163188
31875.1 0.124100
31882.8 0.0828735
31890.4 0.0627240
31898.1 0.0514209
31913.5 0.0398774
31944.3 0.0314115
31975.0 0.0284291
32098.0 0.0257535
32344.0 0.0256063
32836.0 0.0263174
33820.0 0.0263382
34932.8 0.0236449
36045.5 0.0194055
38271.0 0.0117000
39737.1 0.00836723
41203.3 0.00613018
42669.4 0.00461856
44135.5 0.00357313
47067.8 0.00228792
50000.0 0.00157270
53199.2 0.00110998
56398.3 0.000822433
59597.5 0.000636426
61197.1 0.000582563
61996.9 0.000621775
62396.8 0.000886921
62596.7 0.00197842
62646.7 0.00309386
62696.7 0.00620210
62721.7 0.0104146
62746.7 0.0218391
62759.2 0.0368064
62765.4 0.0509853
62771.7 0.0753279
62777.9 0.122580
62781.0 0.164897
62784.2 0.232998
62787.3 0.353267
62790.4 0.591143
62792.0 0.805621
62793.5 1.14874
62795.1 1.72578
62796.7 2.71644
62798.3 4.35153
62800.0 5.43287
62801.7 4.34080
62803.4 2.71621
62804.5 1.94273
62805.6 1.42064
62806.8 1.06878
62807.9 0.828276
62810.2 0.532126
62812.4 0.367736
62814.7 0.268300
62817.0 0.203990
62821.5 0.129008
62826.1 0.0887989
62830.6 0.0648301
62839.7 0.0389430
62848.8 0.0260199
62857.8 0.0186610
62876.0 0.0110331
62912.3 0.00532459
62948.7 0.00325337
63021.3 0.00173742
63094.0 0.00119558
63239.3 0.000800907
63384.6 0.000658421
63675.2 0.000550118
63965.8 0.000506254
65128.2 0.000438894
67452.9 0.000373500
72102.5 0.000287826
81401.7 0.000191038
90700.8 0.000144321
95350.4 0.000133590
99999.9 0.000136547
100000 0.000136548
103223 0.000182400
104028 0.000231032
104431 0.000279309
104834 0.000366685
105237 0.000550263
105438 0.000729321
105639 0.00104769
105841 0.00169818
105942 0.00231354
106042 0.00337059
106143 0.00541536
106193 0.00724064
106244 0.0101737
106294 0.0153256
106344 0.0254597
106370 0.0345554
106395 0.0490121
106420 0.0730956
106445 0.113688
106473 0.180957
106500 0.225348
106528 0.179488
106556 0.111543
106578 0.0761992
106599 0.0537091
106621 0.0392998
106642 0.0298013
106685 0.0186109
106729 0.0126473
106772 0.00912889
106815 0.00690149
106901 0.00434998
106987 0.00300319
107074 0.00221009
107246 0.00136175
107418 0.000941862
107591 0.000704336
107936 0.000459515
108281 0.000342682
108626 0.000278225
109315 0.000213866
110695 0.000170064
112075 0.000158937
114834 0.000165741
117593 0.000197372
120352 0.000270089
121732 0.000340269
123112 0.000461467
124491 0.000697427
125181 0.000909558
125871 0.00125481
126561 0.00187089
126906 0.00237623
127250 0.00312361
127595 0.00428587
127768 0.00511854
127854 0.00562404
127940 0.00620344
128027 0.00687097
128113 0.00764109
128199 0.00853341
128285 0.00956989
128371 0.0107769
128458 0.0121785
128544 0.0138025
128630 0.0156706
128714 0.0177287
128798 0.0200059
128965 0.0249429
129300 0.0310303
129468 0.0291630
129635 0.0247792
129970 0.0155160
130343 0.00910438
130717 0.00574027
131090 0.00389575
131463 0.00280813
131837 0.00212315
132210 0.00166776
132956 0.00112396
133703 0.000827803
134449 0.000652040
135943 0.000471678
137436 0.000403611
138929 0.000414212
139675 0.000471185
140422 0.000643996
140795 0.000874779
140982 0.00109496
141169 0.00147647
141355 0.00222677
141449 0.00290765
141542 0.00402619
141635 0.00604752
141682 0.00772778
141728 0.0102359
141775 0.0142045
141822 0.0208746
141868 0.0329564
141915 0.0556396
141958 0.0885588
142000 0.110344
142043 0.0880542
142086 0.0549345
142112 0.0407277
142138 0.0307370
142190 0.0187882
142243 0.0124896
142295 0.00888173
142347 0.00664509
142399 0.00517808
142503 0.00344047
142607 0.00249455
142712 0.00192633
142920 0.00131046
143129 0.00100416
143337 0.000832696
143754 0.000664080
145423 0.000590895
146257 0.000679017
147091 0.000887244
147508 0.00112200
147716 0.00133274
147925 0.00169119
148134 0.00240483
148238 0.00307703
148342 0.00423988
148446 0.00654236
148498 0.00865326
148551 0.0121669
148655 0.0326267
148681 0.0464311
148694 0.0567374
148707 0.0707128
148720 0.0903047
148733 0.117996
148746 0.158062
148759 0.215787
148769 0.276268
148780 0.344689
148800 0.430562
148810 0.405019
148821 0.344577
148841 0.215689
148858 0.145698
148874 0.102017
148890 0.0742059
148907 0.0561010
148940 0.0350014
148973 0.0238895
149006 0.0173992
149038 0.0133043
149104 0.00865160
149170 0.00621470
149236 0.00479066
149367 0.00329224
149499 0.00257435
149630 0.00218929
149893 0.00184355
150419 0.00174908
150946 0.00193869
151472 0.00229610
151735 0.00253787
151998 0.00282767
152261 0.00317257
152524 0.00358031
152787 0.00405950
153050 0.00461658
153294 0.00520488
153538 0.00585687
154025 0.00726827
155000 0.00897814
155488 0.00841734
155975 0.00714455
156950 0.00448693
157722 0.00307572
158495 0.00219366
159267 0.00164690
160040 0.00131382
160812 0.00114550
161584 0.00120471
161971 0.00145409
162164 0.00173129
162357 0.00224413
162550 0.00330303
162646 0.00429675
162743 0.00597195
162840 0.00911291
162888 0.0118144
162936 0.0159885
162984 0.0229144
163033 0.0353856
163057 0.0456265
163081 0.0604375
163105 0.0823936
163117 0.0971759
163129 0.114885
163138 0.130105
163147 0.146991
163165 0.183464
163200 0.229130
163218 0.215576
163236 0.183354
163271 0.114771
163299 0.0783274
163327 0.0552442
163354 0.0404718
163382 0.0307093
163437 0.0192540
163493 0.0131784
163548 0.00960024
163604 0.00733506
163715 0.00473848
163826 0.00336750
163936 0.00255652
164158 0.00168290
164380 0.00124329
164602 0.000988602
165045 0.000714419
165932 0.000486238
166819 0.000386149
168593 0.000294849
170368 0.000262961
172142 0.000277088
173029 0.000311938
173916 0.000386151
174803 0.000550991
175246 0.000711723
175690 0.000991427
176134 0.00153772
176355 0.00202762
176577 0.00281957
176799 0.00421634
177021 0.00699195
177131 0.00950253
177242 0.0135305
177298 0.0164741
177353 0.0203308
177381 0.0226975
177409 0.0254126
177436 0.0285176
177464 0.0320455
177494 0.0362819
177523 0.0409803
177553 0.0460263
177582 0.0511847
177700 0.0638988
177759 0.0601172
177818 0.0510954
177936 0.0319582
178041 0.0206977
178147 0.0139978
178252 0.00993734
178357 0.00736740
178568 0.00447818
178779 0.00300287
178990 0.00215752
179200 0.00163079
179622 0.00103793
180043 0.000729982
180464 0.000549950
181307 0.000358501
182150 0.000264010
182993 0.000210644
184678 0.000157113
186364 0.000137399
188049 0.000146441
188892 0.000175841
189735 0.000268179
190156 0.000395768
190367 0.000519757
190577 0.000738013
190788 0.00117536
190893 0.00158009
190999 0.00225710
191104 0.00351660
191157 0.00459306
191209 0.00624719
191262 0.00897026
191315 0.0138199
191367 0.0233907
191394 0.0316333
191420 0.0436450
191460 0.0695442
191500 0.0866832
191541 0.0691484
191581 0.0430705
191608 0.0310505
191635 0.0228956
191688 0.0134844
191742 0.00873241
191795 0.00608101
191848 0.00446631
191902 0.00341869
192009 0.00219421
192116 0.00153475
192223 0.00114108
192437 0.000714737
192650 0.000501152
192864 0.000379205
193292 0.000252326
193720 0.000190921
194148 0.000156544
195003 0.000121349
196714 9.58981E-05
198425 8.90079E-05
200136 9.12980E-05
201847 0.000108281
202703 0.000133730
203130 0.000159221
203558 0.000205611
203986 0.000304080
204200 0.000401321
204414 0.000576747
204521 0.000723202
204627 0.000944449
204734 0.00130247
204841 0.00193692
204895 0.00245712
204948 0.00322984
205002 0.00444877
205055 0.00652968
205109 0.0105366
205135 0.0140784
205162 0.0197376
205189 0.0295969
205216 0.0486539
205242 0.0916067
205256 0.134395
205262 0.165429
205269 0.204378
205277 0.261981
205285 0.326940
205292 0.384896
205300 0.408616
205308 0.384272
205316 0.326877
205331 0.204317
205349 0.115819
205368 0.0712223
205386 0.0473369
205404 0.0334642
205422 0.0247720
205440 0.0190625
205477 0.0122584
205513 0.00852484
205550 0.00627603
205623 0.00381384
205696 0.00257121
205768 0.00185880
205841 0.00141314
205914 0.00111640
206060 0.000757404
206206 0.000557376
206497 0.000354056
206789 0.000258379
207080 0.000206210
207663 0.000154947
208829 0.000121964
209995 0.000116741
211161 0.000124578
212327 0.000152505
212911 0.000189126
213494 0.000286448
214077 0.000760046
214222 0.00120887
214295 0.00163256
214368 0.00235793
214441 0.00375973
214477 0.00500941
214514 0.00701248
214550 0.0105253
214587 0.0174052
214605 0.0235413
214623 0.0332481
214641 0.0493259
214660 0.0764134
214680 0.122322
214700 0.152711
214720 0.122042
214741 0.0763859
214760 0.0475375
214780 0.0312397
214800 0.0217292
214819 0.0158643
214839 0.0120467
214859 0.00944269
214898 0.00624181
214938 0.00443551
214977 0.00332187
215056 0.00208146
215135 0.00144459
215213 0.00107569
215371 0.000688070
215529 0.000500126
215686 0.000395738
216001 0.000291690
216632 0.000224120
217262 0.000214062
217893 0.000232483
218523 0.000298836
218838 0.000388737
218996 0.000476528
219154 0.000634330
219311 0.000965477
219390 0.00128968
219469 0.00187005
219548 0.00307110
219587 0.00422435
219626 0.00623972
219666 0.0102467
219705 0.0200477
219725 0.0313103
219745 0.0553562
219764 0.120021
219774 0.199168
219779 0.264880
219784 0.358344
219788 0.458618
219792 0.573212
219800 0.716430
219804 0.674282
219808 0.573160
219816 0.358294
219830 0.160462
219844 0.0855491
219857 0.0521753
219871 0.0349116
219885 0.0248826
219898 0.0186553
219926 0.0116097
219953 0.00792747
219981 0.00578231
220036 0.00350352
220090 0.00238208
220145 0.00175068
220255 0.00110411
220365 0.000797238
220475 0.000629153
220694 0.000462946
221133 0.000352749
221572 0.000326556
222450 0.000341761
223328 0.000398605
224205 0.000500646
225083 0.000704926
225522 0.000920690
225742 0.00110827
225961 0.00141924
226181 0.00202026
226290 0.00257169
226400 0.00350329
226510 0.00528399
226620 0.00938147
226675 0.0137872
226729 0.0224055
226757 0.0301181
226784 0.0422764
226798 0.0510344
226812 0.0624036
226825 0.0772059
226839 0.0962942
226854 0.123127
226870 0.153583
226900 0.191751
226915 0.180438
226931 0.153547
226961 0.0962763
226985 0.0658286
227009 0.0465606
227033 0.0342331
227056 0.0260893
227104 0.0165391
227152 0.0114847
227199 0.00851512
227247 0.00664312
227342 0.00451445
227438 0.00341070
227533 0.00277610
227723 0.00213674
228104 0.00176105
228486 0.00177671
228867 0.00195730
229248 0.00225600
229438 0.00244817
229629 0.00267014
229820 0.00292362
230010 0.00320952
230246 0.00360953
230483 0.00405571
230719 0.00453668
230955 0.00502864
231428 0.00588332
231900 0.00622621
232373 0.00584648
232845 0.00497022
233790 0.00314013
234778 0.00196402
235765 0.00140690
236259 0.00133012
236753 0.00150853
236999 0.00184789
237246 0.00270215
237370 0.00362428
237493 0.00537758
237555 0.00687777
237617 0.00914577
237678 0.0126785
237740 0.0182012
237820 0.0286990
237900 0.0356578
237981 0.0285695
238061 0.0180150
238154 0.0105195
238248 0.00668483
238341 0.00461588
238434 0.00340647
238621 0.00213726
238807 0.00152340
238994 0.00117823
239180 0.000962888
239553 0.000713687
240300 0.000486687
241046 0.000378251
242538 0.000267901
244031 0.000210388
247015 0.000154120
250000 0.000136617
250000 0.000136617
252808 0.000168681
253510 0.000208380
254211 0.000317138
254562 0.000460027
254913 0.000830577
255089 0.00128993
255176 0.00170440
255264 0.00238087
255352 0.00359299
255396 0.00458947
255440 0.00606141
255484 0.00835795
255527 0.0121409
255571 0.0188011
255615 0.0308427
255658 0.0491122
255700 0.0612090
255743 0.0488558
255786 0.0304660
255836 0.0173950
255886 0.0107519
255936 0.00718960
255986 0.00512191
256036 0.00382802
256086 0.00297366
256187 0.00195393
256287 0.00139548
256387 0.00105811
256587 0.000689641
256787 0.000504194
256987 0.000398597
257388 0.000290271
257788 0.000240204
258189 0.000214630
258990 0.000195174
260591 0.000206531
262193 0.000258057
263795 0.000368374
264596 0.000466457
265397 0.000620676
266197 0.000880092
266998 0.00135808
267399 0.00175706
267799 0.00234763
268200 0.00324513
268400 0.00385893
268500 0.00421653
268600 0.00461062
268738 0.00521235
268875 0.00587919
269013 0.00659468
269150 0.00732520
269425 0.00859511
269700 0.00911589
269975 0.00857541
270250 0.00729760
270800 0.00459645
271336 0.00290762
271871 0.00195918
272407 0.00142426
272943 0.00112705
273478 0.00100185
274014 0.00110290
274282 0.00135198
274416 0.00159837
274549 0.00200958
274683 0.00274205
274817 0.00418468
274884 0.00546461
274951 0.00746578
275018 0.0107337
275085 0.0161178
275163 0.0254829
275240 0.0316931
275318 0.0253768
275396 0.0159647
275458 0.0109206
275520 0.00774702
275582 0.00572757
275644 0.00440182
275768 0.00285249
275892 0.00203021
276015 0.00154482
276139 0.00123514
276387 0.000876205
276635 0.000682207
276883 0.000564427
277378 0.000432859
278369 0.000326922
279360 0.000302230
280351 0.000338634
280847 0.000394610
281342 0.000504423
281838 0.000736558
282085 0.000956139
282333 0.00132822
282581 0.00202896
282705 0.00263448
282829 0.00357602
282952 0.00514733
283076 0.00801408
283200 0.0138603
283262 0.0190781
283293 0.0226186
283324 0.0269126
283346 0.0304670
283368 0.0344096
283390 0.0386446
283412 0.0429748
283456 0.0505272
283500 0.0536652
283588 0.0429393
283676 0.0268772
283778 0.0154462
283880 0.00959101
283981 0.00643026
284083 0.00458801
284185 0.00343400
284287 0.00267006
284490 0.00175769
284693 0.00125687
284897 0.000953908
285304 0.000622678
285711 0.000456067
286118 0.000361809
286932 0.000269280
287745 0.000238975
288559 0.000261819
289373 0.000486304
289577 0.000711220
289780 0.00129487
289882 0.00201467
289984 0.00370432
290035 0.00555411
290085 0.00924509
290111 0.0126179
290136 0.0180465
290162 0.0272912
290187 0.0434133
290214 0.0693709
290240 0.0866665
290267 0.0693494
290293 0.0433978
290310 0.0319569
290326 0.0239625
290359 0.0144744
290392 0.00953491
290425 0.00672028
290458 0.00498744
290491 0.00385261
290557 0.00251332
290623 0.00178685
290689 0.00135063
290821 0.000876849
290953 0.000639096
291085 0.000503713
291349 0.000364424
291613 0.000299253
291877 0.000265156
292405 0.000236997
293460 0.000243272
294516 0.000297707
295572 0.000422607
296100 0.000538875
296628 0.000730204
297155 0.00107432
297419 0.00135813
297683 0.00177955
297947 0.00243889
298211 0.00353483
298475 0.00548030
298607 0.00700360
298673 0.00795831
298739 0.00905933
298802 0.0102492
298864 0.0115667
298927 0.0129815
298990 0.0144275
299115 0.0169489
299240 0.0179911
299491 0.0144009
299741 0.00903845
300030 0.00523339
300319 0.00328214
300608 0.00223118
300897 0.00161994
301186 0.00123963
301475 0.000989994
302053 0.000698880
302631 0.000549259
303209 0.000470827
304365 0.000429840
305521 0.000507201
306099 0.000605795
306677 0.000775588
307255 0.00107652
307833 0.00165242
308122 0.00214560
308411 0.00289105
308700 0.00405172
308845 0.00486111
308917 0.00533777
308989 0.00586570
309083 0.00663142
309177 0.00748064
309271 0.00839253
309365 0.00932336
309552 0.0109456
309740 0.0116128
310116 0.00928878
310491 0.00582663
310826 0.00379129
311161 0.00257906
311496 0.00184460
311832 0.00137896
312502 0.000855151
313172 0.000587289
313842 0.000433708
314512 0.000338196
315853 0.000231952
317193 0.000180176
318534 0.000158388
319204 0.000160213
319874 0.000184821
320544 0.000340940
320879 0.000924300
320963 0.00147712
321047 0.00288232
321089 0.00457581
321131 0.00843693
321152 0.0125251
321173 0.0203066
321183 0.0270912
321194 0.0374170
321204 0.0540382
321215 0.0805132
321227 0.128952
321240 0.160901
321253 0.128532
321266 0.0805008
321278 0.0507676
321290 0.0336235
321302 0.0235117
321314 0.0172699
321338 0.0103186
321362 0.00684334
321410 0.00364615
321459 0.00228125
321555 0.00116996
321652 0.000739397
321845 0.000411487
322038 0.000291591
322425 0.000205576
322811 0.000178550
323584 0.000172392
324356 0.000197327
325129 0.000262541
325515 0.000325838
325902 0.000433063
326288 0.000633352
326481 0.000804727
326674 0.00106861
326868 0.00150274
327061 0.00227804
327254 0.00381002
327351 0.00513628
327447 0.00707439
327594 0.0112692
327740 0.0140584
327887 0.0112541
328033 0.00706573
328128 0.00515643
328223 0.00384514
328413 0.00231913
328603 0.00154091
328793 0.00110452
328983 0.000839232
329173 0.000667906
329553 0.000470537
329933 0.000369376
330313 0.000315372
331074 0.000281881
331834 0.000324236
332214 0.000387331
332594 0.000508478
332974 0.000760986
333164 0.000998398
333354 0.00140057
333544 0.00216072
333639 0.00282122
333734 0.00385710
333829 0.00560578
333924 0.00885923
333972 0.0116048
334019 0.0157148
334067 0.0220499
334090 0.0264448
334114 0.0318499
334146 0.0407162
334161 0.0457412
334177 0.0508470
334193 0.0557176
334209 0.0597832
334240 0.0635042
334303 0.0508479
334366 0.0318785
334419 0.0212075
334472 0.0146835
334525 0.0106407
334578 0.00805271
334684 0.00514696
334790 0.00375989
334896 0.00320760
335002 0.00355257
335056 0.00447941
335109 0.00700422
335135 0.00992673
335162 0.0159829
335175 0.0216847
335188 0.0310811
335201 0.0478253
335215 0.0781908
335227 0.124581
335240 0.155171
335253 0.124129
335266 0.0780806
335277 0.0504628
335289 0.0341654
335300 0.0243690
335312 0.0182359
335335 0.0112999
335358 0.00777572
335404 0.00447257
335451 0.00302351
335543 0.00179027
335636 0.00127271
335821 0.000823290
336006 0.000622188
336376 0.000436884
336746 0.000355009
337487 0.000300992
338227 0.000323292
338968 0.000429631
339338 0.000542415
339708 0.000739985
340078 0.00111928
340264 0.00145067
340449 0.00197083
340634 0.00284754
340819 0.00447104
340911 0.00583394
341004 0.00785944
341097 0.0109597
341143 0.0130911
341189 0.0157048
341220 0.0177795
341252 0.0200808
341283 0.0225528
341315 0.0250720
341346 0.0274674
341377 0.0294784
341440 0.0313043
341566 0.0250467
341691 0.0156791
341781 0.0110619
341870 0.00800786
341959 0.00598209
342049 0.00460774
342228 0.00295009
342407 0.00204452
342586 0.00150254
342764 0.00115457
343122 0.000751786
343480 0.000537156
343838 0.000409825
344553 0.000273219
345269 0.000206014
345984 0.000168913
347415 0.000134746
348846 0.000127557
350277 0.000146011
351709 0.000265892
352066 0.000379868
352424 0.000670116
352603 0.00102262
352692 0.00133579
352782 0.00183758
352871 0.00271379
352961 0.00442630
353005 0.00594867
353050 0.00834893
353095 0.0123071
353140 0.0189398
353190 0.0302515
353240 0.0377663
353290 0.0302141
353341 0.0189310
353394 0.0113548
353447 0.00727171
353501 0.00497888
353554 0.00360790
353608 0.00273228
353661 0.00214542
353768 0.00143483
353875 0.00104045
353982 0.000800292
354196 0.000536635
354410 0.000404075
354623 0.000329321
355051 0.000255517
355906 0.000216452
356761 0.000231784
357617 0.000291783
358044 0.000350378
358472 0.000447552
358899 0.000623631
359327 0.000991751
359541 0.00134595
359755 0.00195662
359968 0.00310296
360182 0.00538084
360361 0.00850853
360540 0.0105900
360719 0.00850920
360898 0.00539983
361050 0.00364359
361202 0.00257506
361354 0.00191865
361506 0.00150048
361811 0.00103523
362115 0.000810624
362723 0.000652000
363332 0.000678802
363940 0.000862741
364244 0.00104557
364548 0.00133744
364853 0.00182350
365157 0.00269121
365461 0.00438575
365613 0.00583317
365765 0.00792484
366003 0.0125571
366240 0.0156334
366478 0.0125367
366716 0.00792344
366868 0.00586143
367019 0.00443903
367322 0.00278784
367625 0.00197040
367928 0.00156288
368231 0.00142061
368534 0.00160383
368685 0.00197088
368837 0.00288205
368912 0.00385481
368988 0.00568467
369026 0.00723912
369064 0.00956497
369102 0.0131646
369140 0.0187221
369190 0.0295353
369240 0.0367173
369290 0.0294865
369341 0.0186869
369388 0.0120220
369436 0.00817891
369484 0.00591184
369531 0.00450291
369627 0.00294951
369722 0.00217254
369913 0.00146890
370103 0.00118673
370485 0.00102924
370866 0.00111495
371248 0.00142536
371629 0.00216605
371820 0.00289118
372011 0.00412605
372201 0.00637224
372392 0.0106199
372566 0.0168257
372740 0.0209503
372914 0.0167924
373088 0.0105858
373214 0.00749947
373339 0.00546892
373465 0.00412920
373590 0.00322394
373841 0.00213856
374092 0.00155159
374343 0.00120572
374594 0.000990257
375097 0.000765596
375599 0.000703371
376101 0.000815275
376352 0.00102062
376477 0.00121613
376603 0.00153905
376729 0.00211517
376854 0.00326406
376917 0.00430279
376980 0.00596170
377042 0.00875271
377105 0.0135238
377173 0.0213624
377240 0.0265626
377308 0.0212845
377376 0.0134109
377426 0.00942744
377477 0.00684042
377527 0.00515088
377577 0.00401622
377677 0.00266436
377778 0.00193426
377878 0.00150082
377979 0.00122441
378179 0.000907493
378581 0.000646747
378983 0.000553751
379786 0.000519902
380589 0.000578852
381392 0.000732758
382196 0.00109356
382597 0.00147320
382999 0.00220633
383200 0.00285592
383400 0.00388284
383601 0.00558950
383802 0.00848548
384021 0.0132979
384240 0.0165047
384459 0.0133259
384678 0.00857234
384838 0.00619219
384998 0.00464467
385319 0.00297271
385639 0.00220399
385959 0.00182506
386600 0.00155923
387240 0.00158356
387990 0.00179172
388365 0.00193935
388740 0.00210000
389490 0.00239161
390240 0.00251171
391740 0.00210358
392490 0.00190028
392865 0.00199857
393053 0.00223208
393240 0.00285054
393336 0.00355444
393432 0.00493368
393480 0.00614771
393528 0.00802612
393577 0.0110537
393625 0.0159575
393682 0.0247778
393740 0.0306351
393798 0.0247241
393856 0.0158971
393894 0.0117474
393933 0.00893569
394011 0.00570404
394088 0.00407630
394166 0.00316674
394321 0.00225373
394475 0.00183463
394785 0.00149609
395095 0.00142516
395405 0.00152586
395715 0.00186108
396025 0.00269429
396180 0.00350548
396335 0.00478661
396538 0.00725901
396740 0.00889307
396943 0.00718954
397146 0.00466395
397312 0.00327752
397477 0.00240937
397643 0.00185931
397808 0.00149718
398139 0.00107034
398470 0.000838673
399132 0.000605656
399793 0.000494306
401117 0.000397453
402441 0.000375047
403764 0.000411448
405088 0.000559555
405750 0.000745314
406411 0.00115371
406742 0.00156124
407073 0.00228806
407404 0.00371834
407570 0.00495248
407735 0.00675155
407988 0.0106590
408240 0.0132529
408493 0.0106366
408746 0.00673729
408937 0.00472852
409129 0.00343559
409320 0.00260010
409511 0.00204468
409893 0.00139283
410276 0.00105065
411041 0.000742121
411806 0.000642729
412570 0.000653244
413335 0.000793493
413718 0.000967909
414100 0.00132505
414291 0.00165432
414483 0.00219377
414674 0.00313354
414865 0.00482431
415053 0.00741674
