Co-59(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
63184.1 0.0455547
63195.7 0.0320197
63207.2 0.0235614
63230.2 0.0141941
63253.3 0.00948057
63276.3 0.00680353
63299.3 0.00514682
63345.4 0.00329255
63391.5 0.00233515
63437.5 0.00177774
63529.7 0.00118886
63621.8 0.000905553
63714.0 0.000767302
63806.1 0.000816000
63829.1 0.000952969
63852.2 0.00137705
63863.7 0.00197759
63875.2 0.00366536
63881.0 0.00595863
63886.7 0.0121903
63889.6 0.0203608
63892.5 0.0414438
63895.4 0.128023
63896.8 0.326093
63897.5 0.638274
63898.2 1.51815
63898.6 2.43081
63899.0 3.07434
63899.4 2.48126
63899.8 1.55753
63900.3 0.761147
63900.9 0.425438
63902.0 0.181124
63903.2 0.0981529
63904.3 0.0615428
63906.6 0.0306572
63908.9 0.0184410
63913.5 0.00892382
63918.1 0.00538248
63927.2 0.00274097
63936.3 0.00178456
63954.6 0.00108083
63972.9 0.000825452
64009.5 0.000631880
64046.1 0.000555772
64192.4 0.000461607
64338.8 0.000479038
64375.4 0.000530874
64412.0 0.000690398
64430.3 0.000916434
64448.5 0.00155430
64457.7 0.00242793
64466.8 0.00482733
64471.4 0.00803093
64476.0 0.0164850
64480.6 0.0534472
64482.8 0.149197
64484.0 0.327063
64484.6 0.548512
64485.1 1.02852
64485.6 1.65801
64486.0 2.17804
64486.2 2.10361
64486.4 1.81669
64486.9 1.15206
64487.4 0.612481
64488.0 0.361204
64488.6 0.231804
64489.1 0.160938
64490.3 0.0893654
64491.4 0.0567653
64493.6 0.0286303
64495.9 0.0172671
64500.4 0.00835912
64504.9 0.00500782
64513.9 0.00249835
64522.9 0.00158877
64540.9 0.000922535
64558.9 0.000684265
64594.9 0.000510555
64631.0 0.000447946
64775.0 0.000384690
65063.2 0.000382647
65351.4 0.000462615
65423.4 0.000531176
65495.4 0.000704779
65531.5 0.000931575
65567.5 0.00155099
65585.5 0.00238970
65603.5 0.00469566
65612.5 0.00778458
65621.5 0.0160242
65626.0 0.0266027
65630.5 0.0530748
65635.0 0.153967
65637.3 0.357321
65638.4 0.635269
65638.9 0.889194
65639.5 1.28974
65640.3 2.07849
65641.0 2.69997
65641.4 2.59123
65641.8 2.23536
65642.5 1.41201
65643.2 0.880759
65643.9 0.575988
65645.4 0.290697
65646.8 0.171813
65648.2 0.112710
65651.1 0.0589398
65653.9 0.0361541
65659.7 0.0176836
65665.4 0.0105748
65676.8 0.00516638
65688.3 0.00318373
65711.2 0.00173215
65734.1 0.00122236
65779.9 0.000877453
65825.7 0.000787597
65917.3 0.000820578
66008.9 0.00101221
66100.4 0.00143973
66146.2 0.00183682
66192.0 0.00249249
66237.8 0.00368011
66260.7 0.00466700
66283.6 0.00614416
66306.5 0.00848269
66329.4 0.0124419
66340.9 0.0154928
66352.3 0.0196992
66363.8 0.0255877
66375.2 0.0338365
66385.2 0.0434005
66395.1 0.0549439
66415.0 0.0735821
66425.0 0.0722762
66434.9 0.0633601
66454.8 0.0404003
66469.0 0.0283508
66483.3 0.0203494
66497.5 0.0150893
66511.8 0.0115529
66540.2 0.00734848
66568.7 0.00508824
66597.2 0.00375203
66625.7 0.00290243
66682.6 0.00192943
66739.6 0.00141786
66796.6 0.00111816
66910.5 0.000803950
67024.4 0.000660227
67138.3 0.000605492
67195.3 0.000617629
67252.2 0.000707364
67309.2 0.00127475
67337.7 0.00351635
67351.9 0.0118889
67359.0 0.0409701
67362.6 0.129055
67364.4 0.338242
67365.3 0.683929
67365.7 1.05625
67366.1 1.72771
67366.6 2.77424
67367.0 3.45098
67367.4 2.77152
67367.9 1.72558
67368.5 0.859183
67369.2 0.481406
67370.5 0.205372
67373.1 0.0702957
67378.2 0.0210060
67388.6 0.00605334
67409.4 0.00193182
67450.9 0.000846645
67533.9 0.000567579
67699.9 0.000518310
67865.9 0.000638859
67948.9 0.00113197
67990.4 0.00302290
68011.1 0.0101085
68021.5 0.0351099
68026.7 0.113199
68029.3 0.307874
68030.6 0.654549
68031.2 1.06268
68031.9 1.85225
68032.4 2.95855
68033.0 3.70302
68033.6 2.95869
68034.1 1.85236
68034.8 1.05419
68035.4 0.645739
68036.7 0.303386
68038.1 0.172346
68039.4 0.110820
68042.0 0.0565963
68044.6 0.0342971
68055.2 0.00987640
68076.2 0.00297175
68118.3 0.00114123
68202.4 0.000686930
68370.7 0.000628543
68539.0 0.000751307
68623.1 0.00101541
68665.2 0.00175349
68686.2 0.00432931
68696.7 0.0136206
68702.0 0.0448531
68704.6 0.134320
68705.9 0.327086
68706.6 0.612698
68707.2 1.33482
68707.6 2.13414
68708.0 2.66455
68708.4 2.13021
68708.8 1.33176
68709.2 0.782522
68709.6 0.497155
68710.5 0.240782
68712.2 0.0910856
68715.6 0.0291699
68722.3 0.00893915
68735.9 0.00321039
68762.9 0.00184064
68790.0 0.00183551
68817.0 0.00224790
68844.1 0.00326907
68871.2 0.00609909
68884.7 0.00978032
68898.2 0.0191253
68911.7 0.0560599
68915.1 0.0833527
68918.5 0.135895
68920.2 0.182106
68921.9 0.254520
68923.6 0.374005
68925.3 0.578883
68926.2 0.748877
68927.1 0.959680
68929.0 1.35455
68929.9 1.37297
68930.9 1.22931
68932.7 0.789429
68934.5 0.483211
68936.3 0.310529
68938.2 0.211410
68940.0 0.151978
68941.8 0.113803
68943.6 0.0883081
68947.2 0.0574593
68950.8 0.0402999
68954.4 0.0298565
68961.6 0.0183803
68968.8 0.0125477
68976.0 0.00919861
68990.4 0.00569872
69004.9 0.00400575
69019.3 0.00306434
69048.1 0.00211417
69077.0 0.00167619
69105.8 0.00144629
69163.5 0.00124418
69278.9 0.00119715
69394.3 0.00133563
69509.8 0.00163950
69625.2 0.00230072
69682.9 0.00302110
69740.6 0.00467450
69769.4 0.00660678
69783.8 0.00832619
69798.3 0.0111311
69812.7 0.0162233
69819.9 0.0205002
69827.1 0.0270125
69834.3 0.0376305
69841.5 0.0564837
69845.1 0.0718379
69848.7 0.0941727
69852.4 0.128110
69856.0 0.181208
69861.0 0.310257
69866.0 0.496963
69868.5 0.549914
69871.0 0.525687
69876.1 0.345294
69881.4 0.193650
69886.8 0.115909
69892.2 0.0757035
69897.6 0.0532045
69902.9 0.0395559
69908.3 0.0307577
69919.1 0.0205899
69929.8 0.0152201
69940.6 0.0120954
69962.1 0.00888848
69983.6 0.00749175
70005.1 0.00690345
70048.1 0.00689943
70091.2 0.00784177
70112.7 0.00862742
70134.2 0.00964996
70155.7 0.0109512
70177.2 0.0125886
70198.7 0.0146318
70220.2 0.0171523
70250.7 0.0216268
70281.1 0.0269780
70342.0 0.0352442
70372.5 0.0343800
70402.9 0.0301358
70463.8 0.0195845
70511.8 0.0136501
70559.7 0.00988146
70607.6 0.00750513
70655.6 0.00596908
70751.5 0.00424694
70847.4 0.00342325
71039.1 0.00289197
71230.9 0.00308946
71422.7 0.00387578
71614.5 0.00556755
71710.3 0.00703302
71806.2 0.00924298
71902.1 0.0126997
71998.0 0.0183036
72112.5 0.0297898
72227.0 0.0468033
72284.3 0.0537425
72341.5 0.0556048
72398.8 0.0518303
72456.0 0.0452275
72516.5 0.0386987
72546.8 0.0361933
72561.9 0.0351185
72577.0 0.0341120
72592.3 0.0330978
72607.5 0.0319991
72638.0 0.0292244
72699.0 0.0215362
72760.0 0.0150386
72821.0 0.0110935
72947.9 0.00693369
73074.8 0.00488663
73201.7 0.00368046
73328.6 0.00290079
73582.4 0.00198767
73836.2 0.00150499
74090.0 0.00124184
74343.8 0.00113110
74597.6 0.00124346
74724.5 0.00161706
74788.0 0.00241280
74819.7 0.00460898
74835.6 0.0117842
74839.5 0.0182988
74843.5 0.0341675
74845.5 0.0525284
74847.5 0.0916753
74849.4 0.197504
74850.4 0.327036
74851.4 0.593726
74852.2 0.950358
74853.0 1.18623
74853.8 0.952053
74854.6 0.595079
74855.4 0.360906
74856.2 0.231696
74857.9 0.115274
74859.6 0.0680642
74861.2 0.0451554
74864.5 0.0245223
74867.8 0.0158971
74881.1 0.00646166
74907.5 0.00427375
74934.0 0.00464441
74960.4 0.00599258
74986.9 0.00878550
75013.4 0.0150503
75026.6 0.0213950
75039.8 0.0329038
75046.4 0.0423780
75053.0 0.0562105
75059.7 0.0770003
75066.3 0.108350
75071.0 0.138802
75075.6 0.174785
75085.0 0.228278
75089.7 0.220856
75094.4 0.191579
75103.7 0.121532
75111.2 0.0822871
75118.6 0.0574808
75126.1 0.0417853
75133.5 0.0315311
75148.4 0.0196709
75163.3 0.0134638
75178.2 0.00985052
75193.0 0.00757873
75222.8 0.00499943
75252.6 0.00365241
75282.4 0.00286437
75341.9 0.00203172
75401.4 0.00163045
75461.0 0.00141470
75580.0 0.00123075
75818.2 0.00138782
75877.7 0.00163415
75937.2 0.00227983
75967.0 0.00311042
75996.8 0.00527193
76011.7 0.00800999
76026.6 0.0147993
76041.4 0.0404766
76045.2 0.0586013
76048.9 0.0922044
76050.7 0.120575
76052.6 0.163277
76054.5 0.230131
76056.3 0.337640
76057.5 0.436449
76058.7 0.559803
76061.0 0.795598
76062.2 0.810651
76063.4 0.728959
76065.7 0.469614
76067.6 0.309838
76069.5 0.210897
76071.4 0.149657
76073.4 0.110855
76077.2 0.0671084
76081.0 0.0448997
76084.8 0.0321973
76088.7 0.0243409
76096.3 0.0155432
76104.0 0.0110198
76111.6 0.00841486
76126.9 0.00571966
76142.2 0.00447728
76157.5 0.00386858
76188.1 0.00357482
76218.7 0.00420921
76249.3 0.00670584
76264.7 0.0101860
76280.0 0.0193890
76287.6 0.0309330
76295.3 0.0587338
76299.1 0.0901078
76302.9 0.155145
76304.8 0.217252
76306.7 0.321788
76308.6 0.511707
76310.6 0.872062
76312.3 1.39642
76314.0 1.74593
76315.7 1.39788
76317.5 0.875735
76318.6 0.630958
76319.8 0.464308
76322.1 0.272773
76324.4 0.176323
76326.6 0.122726
76331.2 0.0689377
76335.8 0.0442080
76345.0 0.0229814
76354.2 0.0144019
76372.5 0.00767770
76390.9 0.00515780
76427.6 0.00330552
76464.3 0.00268027
76537.8 0.00235640
76611.2 0.00243879
76684.7 0.00274105
76758.1 0.00333992
76794.8 0.00389760
76831.6 0.00500443
76849.9 0.00615976
76868.3 0.00859278
76877.5 0.0110585
76886.6 0.0156951
76891.2 0.0197188
76895.8 0.0260052
76900.4 0.0364874
76905.0 0.0553086
76910.0 0.0957292
76915.0 0.167038
76917.5 0.198206
76920.0 0.200366
76925.0 0.133889
76929.2 0.0837136
76933.3 0.0547012
76937.5 0.0383597
76941.6 0.0287001
76949.9 0.0186080
76958.2 0.0138593
76974.8 0.00983405
76991.3 0.00835336
77024.5 0.00761001
77057.7 0.00787682
77124.0 0.00961493
77190.3 0.0125594
77242.7 0.0157475
77295.2 0.0194887
77400.0 0.0248246
77452.4 0.0240674
77504.9 0.0214714
77557.3 0.0192903
77583.5 0.0199524
77596.6 0.0217781
77609.7 0.0263203
77618.7 0.0332400
77627.6 0.0484710
77632.1 0.0634652
77636.5 0.0895701
77641.0 0.138815
77645.5 0.236783
77649.2 0.372241
77653.0 0.461911
77656.8 0.370955
77660.5 0.235648
77664.2 0.150987
77667.8 0.102717
77671.4 0.0743787
77675.1 0.0567983
77682.3 0.0373679
77689.6 0.0275204
77704.1 0.0182396
77718.6 0.0140201
77747.7 0.0101132
77776.7 0.00819454
77834.8 0.00613383
77892.9 0.00498102
77950.9 0.00429392
78009.0 0.00407469
78067.1 0.00552120
78096.1 0.0119417
78110.7 0.0322070
78117.9 0.0825890
78121.6 0.172741
78123.4 0.282664
78124.3 0.376904
78125.2 0.515567
78126.6 0.870756
78128.0 1.31513
78128.7 1.39183
78129.4 1.28543
78130.8 0.832618
78131.9 0.562419
78132.9 0.389428
78134.0 0.279094
78135.0 0.208298
78137.1 0.127058
78139.2 0.0853467
78143.4 0.0462154
78147.5 0.0293563
78155.9 0.0155048
78164.2 0.0100960
78180.9 0.00592143
78197.6 0.00434373
78231.0 0.00310898
78264.4 0.00260568
78331.2 0.00214858
78398.0 0.00192154
78665.1 0.00162751
78932.2 0.00187423
79065.8 0.00242968
79132.6 0.00356870
79166.0 0.00702255
79182.7 0.0188373
79191.0 0.0563407
79195.2 0.153687
79197.3 0.336890
79198.3 0.564179
79199.4 1.04096
79200.2 1.66474
79201.0 2.06912
79201.8 1.65182
79202.6 1.03088
79203.4 0.668690
79204.1 0.453620
79205.5 0.238833
79208.4 0.0975714
79211.3 0.0530331
79214.2 0.0337835
79225.8 0.0118464
79248.9 0.00555335
79295.2 0.00428297
79341.5 0.00468399
79364.6 0.00545726
79376.2 0.00742179
79381.9 0.0142157
79384.8 0.0381555
79386.3 0.115173
79387.0 0.315301
79387.4 0.692505
79387.7 2.21126
79388.0 4.43065
79388.3 2.21828
79388.8 0.516831
79389.2 0.212315
79390.2 0.0732277
79392.1 0.0248332
79396.0 0.0106540
79403.7 0.00695600
79419.1 0.00633028
79450.0 0.00702464
79480.9 0.00837871
79496.3 0.00992782
79504.0 0.0135160
79507.9 0.0254705
79509.8 0.0654611
79510.8 0.180021
79511.2 0.430377
79511.7 1.80447
79512.0 3.58057
79512.3 1.79042
79512.7 0.469917
79513.2 0.202498
79514.0 0.0745289
79515.8 0.0287065
79519.4 0.0151877
79526.4 0.0118901
79540.6 0.0119302
79568.9 0.0142273
79625.5 0.0223019
79653.9 0.0287016
79682.3 0.0371382
79739.0 0.0567865
79788.2 0.0618366
79837.4 0.0615348
79852.5 0.0670714
79874.0 0.0727714
79892.3 0.0603102
79910.6 0.0433306
79939.5 0.0270163
79968.3 0.0189054
79997.1 0.0142584
80026.0 0.0112704
80083.7 0.00769320
80141.3 0.00567555
80256.7 0.00358010
80372.1 0.00257582
80487.4 0.00203058
80602.8 0.00171668
80833.5 0.00144809
81064.2 0.00148459
81295.0 0.00189281
81410.3 0.00238810
81525.7 0.00335438
81583.4 0.00419413
81641.0 0.00548798
81698.7 0.00757691
81756.4 0.0110848
81789.8 0.0141206
81823.2 0.0180418
81890.0 0.0264214
81923.4 0.0277517
81956.8 0.0256811
82023.6 0.0171270
82104.8 0.00968501
82186.0 0.00610620
82267.2 0.00436768
82348.4 0.00349189
82429.6 0.00308988
82510.8 0.00304350
82592.0 0.00352657
82632.6 0.00465573
82652.9 0.00783329
82663.1 0.0186126
82668.2 0.0544231
82670.7 0.156583
82672.0 0.377390
82672.6 0.697244
82673.2 1.51336
82674.0 3.01664
82674.8 1.50739
82675.5 0.623895
82676.2 0.319208
82677.7 0.126569
82680.6 0.0434226
82686.5 0.0156715
82698.3 0.00791622
82721.8 0.00667199
82745.3 0.00771715
82768.8 0.0100169
82792.3 0.0144848
82804.1 0.0183274
82815.8 0.0242374
82827.6 0.0339346
82839.4 0.0511538
82851.1 0.0848936
82857.0 0.113855
82862.9 0.155853
82871.9 0.248128
82881.0 0.309897
82890.1 0.248609
82899.1 0.156273
82907.8 0.0990409
82916.5 0.0661812
82925.1 0.0468334
82933.8 0.0348560
82951.1 0.0216855
82968.4 0.0151188
82985.7 0.0114321
83003.0 0.00918508
83037.6 0.00676202
83072.2 0.00563019
83106.8 0.00510283
83176.1 0.00497065
83245.3 0.00566615
83279.9 0.00634143
83314.5 0.00731051
83349.2 0.00868501
83383.8 0.0106422
83418.4 0.0134571
83453.0 0.0175084
83481.5 0.0220424
83510.0 0.0276243
83567.0 0.0374506
83595.5 0.0374880
83624.0 0.0335483
83681.0 0.0223258
83721.7 0.0163319
83762.3 0.0124008
83843.6 0.00830392
83924.9 0.00670516
84006.3 0.00632968
84087.6 0.00680345
84168.9 0.00817621
84250.2 0.0108688
84331.5 0.0158343
84375.6 0.0200105
84419.8 0.0254511
84508.0 0.0372344
84552.1 0.0391790
84596.3 0.0362872
84684.5 0.0241381
84722.0 0.0200399
84740.7 0.0200388
84750.1 0.0264415
84754.8 0.0513830
84757.1 0.128298
84758.3 0.312692
84758.9 0.625276
84759.4 1.60165
84760.0 3.18103
84760.6 1.59687
84761.3 0.517921
84762.0 0.242617
84763.5 0.0955224
84766.4 0.0391993
84772.2 0.0212457
84783.7 0.0154764
84806.9 0.0126145
84853.3 0.00980581
84946.0 0.00655925
85038.7 0.00473339
85131.5 0.00361944
85316.9 0.00243051
85409.6 0.00221192
85456.0 0.00259347
85479.2 0.00453883
85490.7 0.0120120
85496.5 0.0382787
85499.4 0.119175
85500.9 0.316687
85501.6 0.651799
85502.3 1.76057
85503.0 3.51016
85503.7 1.75169
85504.2 0.778410
85504.8 0.411110
85506.0 0.166619
85508.3 0.0558390
85512.9 0.0173092
85522.2 0.00591022
85540.7 0.00277791
85577.7 0.00189818
85651.8 0.00156904
85799.9 0.00134012
86096.1 0.00115770
86392.4 0.00122787
86466.4 0.00135738
86540.5 0.00170292
86614.5 0.00325281
86651.6 0.00812244
86670.1 0.0224195
86674.7 0.0337338
86679.3 0.0575099
86681.7 0.0806496
86684.0 0.121008
86686.3 0.199813
86687.4 0.269446
86688.6 0.375731
86689.4 0.492666
86690.3 0.651132
86692.0 1.06559
86692.9 1.19124
86693.7 1.14359
86695.4 0.744056
86696.5 0.531254
86697.5 0.383105
86699.5 0.216390
86701.6 0.136238
86703.7 0.0935048
86707.8 0.0524670
86711.9 0.0346081
86720.1 0.0207152
86728.3 0.0170804
86744.8 0.0279274
86753.0 0.0627407
86757.1 0.120816
86759.1 0.185340
86761.2 0.307321
86762.2 0.397951
86763.1 0.513234
86765.0 0.750908
86766.0 0.779904
86766.9 0.710758
86768.8 0.460168
86770.1 0.320978
86771.5 0.227956
86774.1 0.126744
86776.8 0.0792466
86779.4 0.0541346
86784.8 0.0300113
86790.1 0.0193578
86800.7 0.0104052
86811.3 0.00681530
86832.6 0.00395917
86853.8 0.00284877
86896.3 0.00198052
86938.8 0.00165314
87023.9 0.00142246
87108.9 0.00136701
87278.9 0.00141368
87448.9 0.00155982
87618.9 0.00178897
87789.0 0.00211972
87959.0 0.00259033
88129.0 0.00325744
88278.3 0.00405630
88427.5 0.00507387
88726.0 0.00723002
88824.5 0.00773451
88873.8 0.00845824
88898.4 0.0110531
88910.7 0.0205080
88916.8 0.0518476
88919.9 0.138745
88921.5 0.317873
88922.2 0.566018
88923.0 1.14604
88924.0 2.28346
88924.5 1.83448
88925.0 1.14538
88925.7 0.590233
88926.4 0.339906
88927.9 0.151696
88930.8 0.0571046
88936.5 0.0221696
88948.0 0.0114573
88971.1 0.00844273
89017.1 0.00752740
89109.3 0.00710465
89201.4 0.00789390
89224.4 0.00904210
89247.5 0.0122191
89259.0 0.0162843
89270.5 0.0262371
89276.3 0.0376883
89282.0 0.0621802
89284.9 0.0862243
89287.8 0.128513
89290.7 0.210342
89292.1 0.280141
89293.5 0.380979
89298.0 0.806086
89299.1 0.783251
89300.2 0.681542
89302.5 0.434589
89305.0 0.250687
89307.6 0.156075
89310.2 0.105418
89312.7 0.0761836
89317.9 0.0459515
89323.0 0.0317140
89333.8 0.0190017
89344.5 0.0140850
89366.0 0.0106729
89387.5 0.0101154
89409.0 0.0110381
89430.5 0.0138022
89452.1 0.0206238
89462.8 0.0277119
89473.6 0.0406315
89484.3 0.0666549
89489.7 0.0895232
89495.1 0.123166
89503.0 0.193538
89511.0 0.236410
89519.0 0.186581
89526.9 0.117569
89532.4 0.0851583
89537.8 0.0633181
89548.7 0.0384159
89559.6 0.0259333
89570.5 0.0189717
89581.3 0.0147344
89592.2 0.0119725
89614.0 0.00870694
89657.5 0.00580464
89701.0 0.00454024
89788.1 0.00340109
89875.1 0.00286792
90049.2 0.00250393
90092.7 0.00263494
90136.2 0.00316615
90157.9 0.00392979
90179.7 0.00594599
90190.6 0.00843020
90201.5 0.0142407
90206.9 0.0205830
90212.3 0.0333469
90217.8 0.0648472
90220.5 0.100786
90223.2 0.174085
90224.4 0.231101
90225.6 0.314256
90228.0 0.579346
90229.2 0.707437
90230.4 0.723362
90232.8 0.463310
90235.0 0.262336
90237.1 0.157415
90239.3 0.102505
90241.4 0.0716002
90245.7 0.0404094
90250.1 0.0261364
90258.7 0.0139284
90267.3 0.00902099
90301.8 0.00373318
90370.8 0.00221102
90439.9 0.00187177
90508.9 0.00172501
90785.0 0.00153379
91061.1 0.00158228
91199.1 0.00179424
91268.2 0.00229403
91302.7 0.00375075
91319.9 0.00875174
91328.6 0.0262929
91332.9 0.0825089
91335.0 0.231528
91336.1 0.518566
91336.7 0.886579
91337.2 1.66808
91338.0 3.31672
91338.8 1.64907
91339.6 0.696805
91340.3 0.360459
91341.8 0.143223
91344.8 0.0479164
91350.9 0.0155801
91362.9 0.00643938
91387.0 0.00539828
91411.2 0.0120548
91417.2 0.0184366
91423.2 0.0338696
91426.2 0.0513133
91429.3 0.0874547
91432.3 0.179603
91433.8 0.285091
91435.3 0.484283
91436.6 0.774549
91438.0 0.967823
91439.4 0.776059
91440.7 0.485462
91442.2 0.285717
91443.7 0.179931
91446.8 0.0873762
91449.8 0.0511777
91452.8 0.0338146
91458.8 0.0183483
91464.9 0.0119421
91476.9 0.00684043
91489.0 0.00492773
91537.3 0.00334720
91585.6 0.00511998
91609.7 0.0126164
91621.8 0.0370915
91624.8 0.0576443
91627.8 0.102692
91629.3 0.148419
91630.8 0.231612
91632.3 0.400395
91633.1 0.548986
91633.8 0.769892
91634.9 1.22723
91636.0 1.51717
91637.1 1.20134
91638.2 0.749674
91639.6 0.410515
91640.9 0.247595
91642.3 0.162484
91643.7 0.114452
91646.4 0.0653680
91649.2 0.0425332
91654.7 0.0226371
91660.2 0.0145453
91671.2 0.00817230
91682.1 0.00579093
91726.1 0.00357145
91814.0 0.00445691
91843.8 0.00592576
91873.5 0.00945188
91888.4 0.0133435
91903.2 0.0212410
91910.7 0.0285962
91918.1 0.0408478
91925.5 0.0630683
91933.0 0.106891
91939.5 0.180418
91946.0 0.278107
91949.3 0.299786
91952.5 0.281217
91959.0 0.184349
91964.4 0.119490
91969.8 0.0798182
91975.1 0.0560813
91980.5 0.0413459
91991.3 0.0252487
92002.0 0.0173158
92012.7 0.0129047
92023.5 0.0102510
92044.9 0.00749263
92066.4 0.00651340
92087.9 0.00714634
92109.3 0.0138814
92120.1 0.0366762
92125.4 0.0953384
92128.1 0.202387
92129.5 0.331982
92130.8 0.596004
92131.9 0.949596
92133.0 1.18368
92134.1 0.943137
92135.2 0.590932
92136.8 0.294813
92138.5 0.167325
92141.7 0.0737029
92145.0 0.0417059
92148.2 0.0273220
92154.7 0.0151519
92161.2 0.0102694
92187.2 0.00495034
92213.2 0.00380327
92239.2 0.00336362
92343.2 0.00296522
92551.2 0.00334397
92759.2 0.00451544
92863.2 0.00569054
92967.2 0.00776071
93049.1 0.0104981
93131.0 0.0142735
93172.0 0.0160306
93223.2 0.0170971
93274.4 0.0163264
93376.8 0.0118579
93464.7 0.00862377
93552.5 0.00663331
93728.2 0.00468445
93903.9 0.00384609
93991.7 0.00365587
94035.6 0.00381222
94057.6 0.00477123
94068.6 0.00856958
94074.0 0.0223816
94076.8 0.0678993
94078.2 0.191806
94078.9 0.444305
94079.5 1.56224
94080.0 3.12027
94080.5 1.55871
94081.2 0.424503
94081.9 0.180566
94083.3 0.0630211
94086.2 0.0208645
94092.0 0.00810415
94103.4 0.00457495
94126.4 0.00361921
94172.4 0.00332119
94264.2 0.00317421
94448.0 0.00314165
94718.4 0.00368773
94853.6 0.00448949
94988.8 0.00608435
95117.9 0.00893234
95247.0 0.0127678
95311.6 0.0139385
95376.1 0.0141462
95440.7 0.0145885
95472.9 0.0160603
95505.2 0.0203877
95522.3 0.0255694
95539.3 0.0356474
95556.4 0.0571469
95565.0 0.0766017
95573.5 0.105091
95586.2 0.157608
95592.6 0.171330
95599.0 0.164467
95611.8 0.113827
95624.5 0.0704262
95633.8 0.0510167
95643.2 0.0384885
95661.8 0.0244640
95680.4 0.0174092
95699.0 0.0133955
95736.3 0.00919398
95773.6 0.00709458
95848.1 0.00503712
95922.6 0.00402983
96071.6 0.00305485
96220.6 0.00262259
96518.7 0.00246451
96593.2 0.00260010
96667.7 0.00300054
96742.2 0.00497173
96779.5 0.0119307
96788.8 0.0184074
96798.1 0.0345570
96802.8 0.0536207
96807.4 0.0956757
96809.8 0.138586
96812.1 0.217227
96814.4 0.378719
96815.6 0.523139
96816.7 0.740613
96818.4 1.18295
96820.0 1.46893
96821.6 1.16918
96823.3 0.732097
96824.5 0.511441
96825.7 0.368099
96828.0 0.210098
96830.4 0.133503
96832.8 0.0920993
96837.6 0.0515181
96842.3 0.0332663
96851.9 0.0177960
96861.4 0.0116305
96880.5 0.00684820
96899.5 0.00508349
96937.7 0.00382359
96975.8 0.00343814
97052.1 0.00335191
97128.3 0.00363664
97204.6 0.00427447
97280.9 0.00565898
97319.0 0.00705518
97357.1 0.00968696
97376.2 0.0120030
97395.3 0.0157045
97414.3 0.0221552
97433.4 0.0347285
97442.8 0.0456133
97452.2 0.0623219
97461.6 0.0884172
97471.0 0.127424
97480.4 0.173485
97489.8 0.194982
97499.2 0.167576
97508.6 0.121088
97514.7 0.0951747
97520.9 0.0751046
97527.0 0.0600848
97533.2 0.0489236
97539.3 0.0405403
97545.4 0.0341737
97557.7 0.0254343
97570.0 0.0199408
97582.3 0.0163165
97606.8 0.0120478
97655.9 0.00849542
97705.0 0.00726939
97799.0 0.00684557
97954.0 0.00763913
98109.0 0.00824442
98311.0 0.00752523
98513.0 0.00702599
98557.2 0.00750824
98601.4 0.00907915
98623.5 0.0110977
98645.6 0.0157563
98656.6 0.0206522
98667.7 0.0298929
98673.2 0.0377938
98678.7 0.0497236
98684.2 0.0683346
98689.8 0.0975017
98696.9 0.152701
98704.0 0.189013
98711.1 0.151826
98718.2 0.0967685
98725.7 0.0604301
98733.1 0.0405898
98740.5 0.0293503
98747.9 0.0225601
98762.8 0.0152531
98777.6 0.0116617
98807.3 0.00839130
98837.0 0.00697861
98905.9 0.00565235
98974.9 0.00510447
99112.7 0.00453766
99250.6 0.00417763
99319.6 0.00415226
99354.0 0.00467777
99371.3 0.00700470
99379.9 0.0158334
99384.2 0.0466502
99386.3 0.140041
99387.4 0.364415
99388.0 0.739653
99388.5 1.87835
99389.0 3.73598
99389.5 1.86415
99390.3 0.502816
99391.1 0.214713
99392.7 0.0750447
99395.9 0.0245844
99402.3 0.00938080
99415.2 0.00517078
99440.8 0.00401283
99492.1 0.00360805
99594.8 0.00329686
99800.0 0.00284238
99875.0 0.00887382
99999.9 0.0189407
100000 0.0199300
100170 0.0199127
100210 0.0199087
100260 0.0199036
100300 0.0198995
100340 0.0198955
100390 0.0198904
100430 0.0198863
100470 0.0198823
100520 0.0198772
100560 0.0198731
100610 0.0198680
100650 0.0198640
100690 0.0198599
100740 0.0198548
100780 0.0198508
100820 0.0198467
100870 0.0198416
100910 0.0198375
100960 0.0198325
101000 0.0198284
101040 0.0198243
101090 0.0198193
101130 0.0198152
101180 0.0198101
101220 0.0198061
101270 0.0198010
101310 0.0197969
101350 0.0197928
101400 0.0197878
101440 0.0197837
101490 0.0197786
101530 0.0197746
101580 0.0197695
101620 0.0197654
101660 0.0197613
101710 0.0197563
101750 0.0197522
101800 0.0197471
101840 0.0197431
101890 0.0197380
101930 0.0197339
101980 0.0197288
102020 0.0197248
102070 0.0197197
102110 0.0197156
102160 0.0197105
102200 0.0197065
102250 0.0197014
102290 0.0196973
102340 0.0196923
102380 0.0196882
102430 0.0196831
102470 0.0196791
102520 0.0196740
102560 0.0196699
102610 0.0196648
102650 0.0196608
102700 0.0196557
102740 0.0196516
102790 0.0196465
102830 0.0196425
102880 0.0196374
102920 0.0196333
102970 0.0196283
103010 0.0196242
103060 0.0196191
103100 0.0196150
103150 0.0196100
103190 0.0196059
103240 0.0196008
103290 0.0195957
103330 0.0195917
103380 0.0195866
103420 0.0195825
103470 0.0195775
103510 0.0195734
