Co-59(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
688150 0.00668081
688540 0.00667980
688940 0.00667876
689330 0.00667774
689720 0.00667673
690120 0.00667569
690510 0.00667467
690900 0.00667366
691300 0.00667262
691690 0.00667161
692090 0.00667057
692480 0.00666955
692880 0.00666851
693280 0.00666747
693670 0.00666646
694070 0.00666542
694470 0.00666438
694860 0.00666336
695260 0.00666232
695660 0.00666128
696060 0.00666024
696460 0.00665920
696860 0.00665816
697260 0.00665712
697660 0.00665608
698060 0.00665504
698460 0.00665400
698860 0.00665296
699260 0.00665192
699660 0.00665088
700000 0.00665000
700060 0.00664992
700470 0.00664934
700870 0.00664878
701270 0.00664822
701670 0.00664766
702080 0.00664709
702480 0.00664653
702890 0.00664595
703290 0.00664539
703700 0.00664482
704100 0.00664426
704510 0.00664369
704910 0.00664313
705320 0.00664255
705730 0.00664198
706130 0.00664142
706540 0.00664084
706950 0.00664027
707360 0.00663970
707770 0.00663912
708180 0.00663855
708590 0.00663797
709000 0.00663740
709410 0.00663683
709820 0.00663625
710230 0.00663568
710640 0.00663510
711050 0.00663453
711460 0.00663396
711870 0.00663338
712290 0.00663279
712700 0.00663222
713110 0.00663165
713530 0.00663106
713940 0.00663048
714350 0.00662991
714770 0.00662932
715180 0.00662875
715600 0.00662816
716010 0.00662759
716430 0.00662700
716850 0.00662641
717260 0.00662584
717680 0.00662525
718100 0.00662466
718520 0.00662407
718940 0.00662348
719350 0.00662291
719770 0.00662232
720190 0.00662173
720610 0.00662115
721030 0.00662056
721450 0.00661997
721870 0.00661938
722300 0.00661878
722720 0.00661819
723140 0.00661760
723560 0.00661702
723980 0.00661643
724410 0.00661583
724830 0.00661524
725250 0.00661465
725680 0.00661405
726100 0.00661346
726530 0.00661286
726950 0.00661227
727380 0.00661167
727810 0.00661107
728230 0.00661048
728660 0.00660988
729090 0.00660927
729510 0.00660869
729940 0.00660808
730370 0.00660748
730800 0.00660688
731230 0.00660628
731660 0.00660568
732090 0.00660507
732520 0.00660447
732950 0.00660387
733380 0.00660327
733810 0.00660267
734240 0.00660206
734670 0.00660146
735110 0.00660085
735540 0.00660024
735970 0.00659964
736410 0.00659903
736840 0.00659842
737280 0.00659781
737710 0.00659721
738150 0.00659659
738580 0.00659599
739020 0.00659537
739450 0.00659477
739890 0.00659415
740330 0.00659354
740770 0.00659292
741200 0.00659232
741640 0.00659170
742080 0.00659109
742520 0.00659047
742960 0.00658986
743400 0.00658924
743840 0.00658862
744280 0.00658801
744720 0.00658739
745160 0.00658678
745600 0.00658616
746050 0.00658553
746490 0.00658491
746930 0.00658430
747380 0.00658367
747820 0.00658305
748260 0.00658244
748710 0.00658181
749150 0.00658119
749600 0.00658056
750040 0.00657994
750490 0.00657931
750940 0.00657868
751380 0.00657807
751830 0.00657744
752280 0.00657681
752730 0.00657618
753180 0.00657555
753620 0.00657493
754070 0.00657430
754520 0.00657367
754970 0.00657304
755420 0.00657241
755880 0.00657177
756330 0.00657114
756780 0.00657051
757230 0.00656988
757680 0.00656925
758140 0.00656860
758590 0.00656797
759040 0.00656734
759500 0.00656670
759950 0.00656607
760410 0.00656543
760860 0.00656480
761320 0.00656415
761780 0.00656351
762230 0.00656288
762690 0.00656223
763150 0.00656159
763610 0.00656095
764060 0.00656032
764520 0.00655967
764980 0.00655903
765440 0.00655838
765900 0.00655774
766360 0.00655710
766820 0.00655645
767280 0.00655581
767750 0.00655515
768210 0.00655451
768670 0.00655386
769130 0.00655322
769600 0.00655256
770060 0.00655192
770520 0.00655127
770990 0.00655061
771450 0.00654997
771920 0.00654931
772390 0.00654865
772850 0.00654801
773320 0.00654735
773790 0.00654669
774250 0.00654605
774720 0.00654539
775190 0.00654473
775660 0.00654408
776130 0.00654342
776600 0.00654276
777070 0.00654210
777540 0.00654144
778010 0.00654079
778480 0.00654013
778950 0.00653947
779420 0.00653881
779900 0.00653814
780370 0.00653748
780840 0.00653682
781320 0.00653615
781790 0.00653549
782270 0.00653482
782740 0.00653416
783220 0.00653349
783690 0.00653283
784170 0.00653216
784650 0.00653149
785120 0.00653083
785600 0.00653016
786080 0.00652949
786560 0.00652882
787040 0.00652814
787520 0.00652747
788000 0.00652680
788480 0.00652613
788960 0.00652546
789440 0.00652478
789920 0.00652411
790410 0.00652343
790890 0.00652275
791370 0.00652208
791850 0.00652141
792340 0.00652072
792820 0.00652005
793310 0.00651937
793790 0.00651869
794280 0.00651801
794770 0.00651732
795250 0.00651665
795300 0.00651658
795740 0.00651596
796230 0.00651528
796720 0.00651459
797200 0.00651392
797690 0.00651323
798180 0.00651255
798670 0.00651186
799160 0.00651118
799650 0.00651049
800000 0.00651000
800140 0.00650990
800640 0.00650955
801130 0.00650921
801620 0.00650887
802110 0.00650852
802610 0.00650817
803100 0.00650783
803600 0.00650748
804090 0.00650714
804590 0.00650679
805080 0.00650644
805580 0.00650609
806070 0.00650575
806570 0.00650540
807070 0.00650505
807570 0.00650470
808070 0.00650435
808560 0.00650401
809060 0.00650366
809560 0.00650331
810060 0.00650296
810570 0.00650260
811070 0.00650225
811570 0.00650190
812070 0.00650155
812570 0.00650120
813080 0.00650084
813580 0.00650049
814080 0.00650014
814590 0.00649979
815090 0.00649944
815600 0.00649908
816110 0.00649872
816610 0.00649837
817120 0.00649802
817630 0.00649766
818130 0.00649731
818640 0.00649695
819150 0.00649660
819660 0.00649624
820170 0.00649588
820680 0.00649552
821190 0.00649517
821700 0.00649481
822210 0.00649445
822730 0.00649409
823240 0.00649373
823750 0.00649338
824270 0.00649301
824780 0.00649265
825290 0.00649230
825810 0.00649193
826320 0.00649158
826840 0.00649121
827360 0.00649085
827870 0.00649049
828390 0.00649013
828910 0.00648976
829430 0.00648940
829950 0.00648904
830470 0.00648867
830990 0.00648831
831510 0.00648794
832030 0.00648758
832550 0.00648722
833070 0.00648685
833590 0.00648649
834120 0.00648612
834640 0.00648575
835160 0.00648539
835690 0.00648502
836210 0.00648465
836740 0.00648428
837260 0.00648392
837790 0.00648355
838320 0.00648318
838840 0.00648281
839370 0.00648244
839900 0.00648207
840430 0.00648170
840960 0.00648133
841490 0.00648096
842020 0.00648059
842550 0.00648022
843080 0.00647984
843610 0.00647947
844140 0.00647910
844680 0.00647872
845210 0.00647835
845740 0.00647798
846280 0.00647760
846810 0.00647723
847350 0.00647686
847880 0.00647648
848420 0.00647611
848960 0.00647573
849490 0.00647536
850030 0.00647498
850570 0.00647460
851110 0.00647422
851650 0.00647385
852190 0.00647347
852730 0.00647309
853270 0.00647271
853810 0.00647233
854350 0.00647196
854900 0.00647157
855440 0.00647119
855980 0.00647081
856530 0.00647043
857070 0.00647005
857620 0.00646967
858160 0.00646929
858710 0.00646890
859260 0.00646852
859800 0.00646814
860350 0.00646776
860900 0.00646737
861450 0.00646699
862000 0.00646660
862550 0.00646622
863100 0.00646583
863650 0.00646545
864200 0.00646506
864750 0.00646468
865300 0.00646429
865860 0.00646390
866410 0.00646351
866960 0.00646313
867520 0.00646274
868070 0.00646235
868630 0.00646196
869190 0.00646157
869740 0.00646118
870300 0.00646079
870860 0.00646040
871410 0.00646001
871970 0.00645962
872530 0.00645923
873090 0.00645884
873650 0.00645845
874210 0.00645805
874780 0.00645765
875340 0.00645726
875900 0.00645687
876460 0.00645648
877030 0.00645608
877590 0.00645569
878160 0.00645529
878720 0.00645490
879290 0.00645450
879850 0.00645411
880420 0.00645371
880990 0.00645331
881560 0.00645291
882130 0.00645251
882690 0.00645212
883260 0.00645172
883830 0.00645132
884410 0.00645091
884980 0.00645051
885550 0.00645012
886120 0.00644972
886690 0.00644932
887270 0.00644891
887840 0.00644851
888420 0.00644811
888990 0.00644771
889570 0.00644730
890140 0.00644690
890720 0.00644650
891300 0.00644609
891880 0.00644568
892460 0.00644528
893040 0.00644487
893610 0.00644447
894200 0.00644406
894780 0.00644365
895360 0.00644325
895940 0.00644284
896520 0.00644244
897110 0.00644202
897690 0.00644162
898270 0.00644121
898860 0.00644080
899440 0.00644039
900000 0.00644000
900030 0.00644000
900620 0.00644000
901200 0.00644000
901790 0.00644000
902380 0.00644000
902970 0.00644000
903560 0.00644000
904150 0.00644000
904740 0.00644000
905330 0.00644000
905920 0.00644000
906510 0.00644000
907110 0.00644000
907700 0.00644000
908290 0.00644000
908890 0.00644000
909480 0.00644000
910080 0.00644000
910680 0.00644000
911270 0.00644000
911870 0.00644000
912470 0.00644000
913070 0.00644000
913670 0.00644000
914270 0.00644000
914870 0.00644000
915470 0.00644000
916070 0.00644000
916670 0.00644000
917280 0.00644000
917880 0.00644000
918490 0.00644000
919090 0.00644000
919700 0.00644000
920300 0.00644000
920910 0.00644000
921510 0.00644000
922120 0.00644000
922730 0.00644000
923340 0.00644000
923950 0.00644000
924560 0.00644000
925170 0.00644000
925780 0.00644000
926390 0.00644000
927010 0.00644000
927620 0.00644000
928230 0.00644000
928850 0.00644000
929460 0.00644000
930080 0.00644000
930690 0.00644000
931310 0.00644000
931930 0.00644000
932550 0.00644000
933170 0.00644000
933790 0.00644000
934400 0.00644000
935030 0.00644000
935650 0.00644000
936270 0.00644000
936890 0.00644000
937510 0.00644000
938140 0.00644000
938760 0.00644000
939390 0.00644000
940010 0.00644000
940640 0.00644000
941270 0.00644000
941890 0.00644000
942520 0.00644000
943150 0.00644000
943780 0.00644000
944410 0.00644000
945040 0.00644000
945670 0.00644000
946300 0.00644000
946930 0.00644000
947570 0.00644000
948200 0.00644000
948840 0.00644000
949470 0.00644000
950110 0.00644000
950740 0.00644000
951380 0.00644000
952020 0.00644000
952660 0.00644000
953290 0.00644000
953930 0.00644000
954570 0.00644000
955210 0.00644000
955860 0.00644000
956500 0.00644000
957140 0.00644000
957780 0.00644000
958430 0.00644000
959070 0.00644000
959720 0.00644000
960360 0.00644000
961010 0.00644000
961660 0.00644000
962310 0.00644000
962950 0.00644000
963600 0.00644000
964250 0.00644000
964900 0.00644000
965560 0.00644000
966210 0.00644000
966860 0.00644000
967510 0.00644000
968170 0.00644000
968820 0.00644000
969480 0.00644000
970130 0.00644000
970790 0.00644000
971450 0.00644000
972100 0.00644000
972760 0.00644000
973420 0.00644000
974080 0.00644000
974740 0.00644000
975400 0.00644000
976070 0.00644000
976730 0.00644000
977390 0.00644000
978050 0.00644000
978720 0.00644000
979380 0.00644000
980050 0.00644000
980720 0.00644000
981380 0.00644000
982050 0.00644000
982720 0.00644000
983390 0.00644000
984060 0.00644000
984730 0.00644000
985400 0.00644000
986070 0.00644000
986750 0.00644000
987420 0.00644000
988090 0.00644000
988770 0.00644000
989450 0.00644000
990120 0.00644000
990800 0.00644000
991480 0.00644000
992150 0.00644000
992830 0.00644000
993510 0.00644000
994190 0.00644000
994870 0.00644000
995560 0.00644000
996240 0.00644000
996920 0.00644000
997610 0.00644000
998290 0.00644000
998980 0.00644000
999660 0.00644000
1.00000E+06 0.00644000
1.00030E+06 0.00644015
1.00100E+06 0.00644050
1.00170E+06 0.00644085
1.00240E+06 0.00644120
1.00310E+06 0.00644155
1.00380E+06 0.00644190
1.00450E+06 0.00644225
1.00520E+06 0.00644260
1.00590E+06 0.00644295
1.00660E+06 0.00644330
1.00730E+06 0.00644365
1.00800E+06 0.00644400
1.00860E+06 0.00644430
1.00930E+06 0.00644465
1.01000E+06 0.00644500
1.01070E+06 0.00644535
1.01140E+06 0.00644570
1.01210E+06 0.00644605
1.01280E+06 0.00644640
1.01350E+06 0.00644675
1.01420E+06 0.00644710
1.01490E+06 0.00644745
1.01560E+06 0.00644780
1.01630E+06 0.00644815
1.01700E+06 0.00644850
1.01780E+06 0.00644890
1.01850E+06 0.00644925
1.01920E+06 0.00644960
1.01990E+06 0.00644995
1.02060E+06 0.00645030
1.02130E+06 0.00645065
1.02200E+06 0.00645100
1.02270E+06 0.00645135
1.02340E+06 0.00645170
1.02410E+06 0.00645205
1.02480E+06 0.00645240
1.02560E+06 0.00645280
1.02630E+06 0.00645315
1.02700E+06 0.00645350
1.02770E+06 0.00645385
1.02840E+06 0.00645420
1.02910E+06 0.00645455
1.02980E+06 0.00645490
1.03060E+06 0.00645530
1.03130E+06 0.00645565
1.03200E+06 0.00645600
1.03270E+06 0.00645635
1.03340E+06 0.00645670
1.03420E+06 0.00645710
1.03490E+06 0.00645745
1.03560E+06 0.00645780
1.03630E+06 0.00645815
1.03710E+06 0.00645855
1.03780E+06 0.00645890
1.03850E+06 0.00645925
1.03920E+06 0.00645960
1.04000E+06 0.00646000
1.04070E+06 0.00646035
1.04140E+06 0.00646070
1.04220E+06 0.00646110
1.04290E+06 0.00646145
1.04360E+06 0.00646180
1.04430E+06 0.00646215
1.04510E+06 0.00646255
1.04580E+06 0.00646290
1.04660E+06 0.00646330
1.04730E+06 0.00646365
1.04800E+06 0.00646400
1.04880E+06 0.00646440
1.04950E+06 0.00646475
1.05020E+06 0.00646510
1.05100E+06 0.00646550
1.05170E+06 0.00646585
1.05250E+06 0.00646625
1.05320E+06 0.00646660
1.05390E+06 0.00646695
1.05470E+06 0.00646735
1.05540E+06 0.00646770
1.05620E+06 0.00646810
1.05690E+06 0.00646845
1.05770E+06 0.00646885
1.05840E+06 0.00646920
1.05920E+06 0.00646960
1.05990E+06 0.00646995
1.06070E+06 0.00647035
1.06140E+06 0.00647070
1.06220E+06 0.00647110
1.06290E+06 0.00647145
1.06370E+06 0.00647185
1.06440E+06 0.00647220
1.06520E+06 0.00647260
1.06590E+06 0.00647295
1.06670E+06 0.00647335
1.06740E+06 0.00647370
1.06820E+06 0.00647410
1.06900E+06 0.00647450
1.06970E+06 0.00647485
1.07050E+06 0.00647525
1.07120E+06 0.00647560
1.07200E+06 0.00647600
1.07280E+06 0.00647640
1.07350E+06 0.00647675
1.07430E+06 0.00647715
1.07510E+06 0.00647755
1.07580E+06 0.00647790
1.07660E+06 0.00647830
1.07740E+06 0.00647870
1.07810E+06 0.00647905
1.07890E+06 0.00647945
1.07970E+06 0.00647985
1.08040E+06 0.00648020
1.08120E+06 0.00648060
1.08200E+06 0.00648100
1.08280E+06 0.00648140
1.08350E+06 0.00648175
1.08430E+06 0.00648215
1.08510E+06 0.00648255
1.08590E+06 0.00648295
1.08660E+06 0.00648330
1.08740E+06 0.00648370
1.08820E+06 0.00648410
1.08900E+06 0.00648450
1.08980E+06 0.00648490
1.09050E+06 0.00648525
1.09130E+06 0.00648565
1.09210E+06 0.00648605
1.09290E+06 0.00648645
1.09370E+06 0.00648685
1.09450E+06 0.00648725
1.09520E+06 0.00648760
1.09600E+06 0.00648800
1.09680E+06 0.00648840
1.09760E+06 0.00648880
1.09840E+06 0.00648920
1.09920E+06 0.00648960
1.10000E+06 0.00649000
1.10080E+06 0.00648648
1.10160E+06 0.00648296
1.10240E+06 0.00647944
1.10320E+06 0.00647592
1.10400E+06 0.00647240
1.10480E+06 0.00646888
1.10560E+06 0.00646536
1.10630E+06 0.00646228
1.10710E+06 0.00645876
1.10790E+06 0.00645524
1.10880E+06 0.00645128
1.10960E+06 0.00644776
1.11040E+06 0.00644424
1.11120E+06 0.00644072
1.11200E+06 0.00643720
1.11280E+06 0.00643368
1.11360E+06 0.00643016
1.11440E+06 0.00642664
1.11520E+06 0.00642312
1.11600E+06 0.00641960
1.11680E+06 0.00641608
1.11760E+06 0.00641256
1.11800E+06 0.00641080
1.11840E+06 0.00640904
1.11850E+06 0.00640860
1.11873E+06 0.00640761
1.11920E+06 0.00640552
1.12010E+06 0.00640156
1.12090E+06 0.00639804
1.12170E+06 0.00639452
1.12250E+06 0.00639100
1.12330E+06 0.00638748
1.12410E+06 0.00638396
1.12500E+06 0.00638000
1.12580E+06 0.00637648
1.12660E+06 0.00637296
1.12740E+06 0.00636944
1.12820E+06 0.00636592
1.12910E+06 0.00636196
1.12990E+06 0.00635844
1.13070E+06 0.00635492
1.13150E+06 0.00635140
1.13240E+06 0.00634744
1.13320E+06 0.00634392
1.13400E+06 0.00634040
1.13490E+06 0.00633644
1.13570E+06 0.00633292
1.13650E+06 0.00632940
1.13740E+06 0.00632544
1.13820E+06 0.00632192
1.13900E+06 0.00631840
1.13990E+06 0.00631444
1.14070E+06 0.00631092
1.14150E+06 0.00630740
1.14240E+06 0.00630344
1.14320E+06 0.00629992
1.14410E+06 0.00629596
1.14490E+06 0.00629244
1.14570E+06 0.00628892
1.14660E+06 0.00628496
1.14740E+06 0.00628144
1.14830E+06 0.00627748
1.14910E+06 0.00627396
1.15000E+06 0.00627000
1.15080E+06 0.00626648
1.15170E+06 0.00626252
1.15250E+06 0.00625900
1.15340E+06 0.00625504
1.15420E+06 0.00625152
1.15510E+06 0.00624756
1.15590E+06 0.00624404
1.15680E+06 0.00624008
1.15760E+06 0.00623656
1.15850E+06 0.00623260
1.15930E+06 0.00622908
1.16020E+06 0.00622512
1.16100E+06 0.00622160
1.16190E+06 0.00621764
1.16280E+06 0.00621368
1.16360E+06 0.00621016
1.16450E+06 0.00620620
1.16540E+06 0.00620224
1.16620E+06 0.00619872
1.16710E+06 0.00619476
1.16800E+06 0.00619080
1.16880E+06 0.00618728
1.16970E+06 0.00618332
1.17060E+06 0.00617936
1.17140E+06 0.00617584
1.17230E+06 0.00617188
1.17320E+06 0.00616792
1.17400E+06 0.00616440
1.17490E+06 0.00616044
1.17580E+06 0.00615648
1.17670E+06 0.00615252
1.17750E+06 0.00614900
1.17840E+06 0.00614504
1.17930E+06 0.00614108
1.18020E+06 0.00613712
1.18110E+06 0.00613316
1.18190E+06 0.00612964
1.18280E+06 0.00612568
1.18370E+06 0.00612172
1.18460E+06 0.00611776
1.18550E+06 0.00611380
1.18640E+06 0.00610984
1.18730E+06 0.00610588
1.18810E+06 0.00610236
1.18900E+06 0.00609840
1.18990E+06 0.00609444
1.19080E+06 0.00609048
1.19170E+06 0.00608652
1.19260E+06 0.00608256
1.19350E+06 0.00607860
1.19440E+06 0.00607464
1.19530E+06 0.00607068
1.19620E+06 0.00606672
1.19710E+06 0.00606276
1.19800E+06 0.00605880
1.19890E+06 0.00605484
1.19980E+06 0.00605088
1.20000E+06 0.00605000
1.20070E+06 0.00604521
1.20160E+06 0.00603904
1.20250E+06 0.00603288
1.20340E+06 0.00602671
1.20430E+06 0.00602055
1.20520E+06 0.00601438
1.20610E+06 0.00600822
1.20710E+06 0.00600137
1.20800E+06 0.00599520
1.20890E+06 0.00598904
1.20980E+06 0.00598287
1.21050E+06 0.00597808
1.21067E+06 0.00597689
1.21070E+06 0.00597671
1.21100E+06 0.00597465
1.21160E+06 0.00597054
1.21250E+06 0.00596438
1.21350E+06 0.00595753
1.21440E+06 0.00595136
1.21530E+06 0.00594520
1.21620E+06 0.00593903
1.21710E+06 0.00593287
1.21810E+06 0.00592602
1.21900E+06 0.00591985
1.21990E+06 0.00591369
1.22080E+06 0.00590752
1.22180E+06 0.00590067
1.22270E+06 0.00589451
1.22360E+06 0.00588834
1.22450E+06 0.00588218
1.22550E+06 0.00587533
1.22640E+06 0.00586916
1.22730E+06 0.00586300
1.22830E+06 0.00585615
1.22920E+06 0.00584998
1.23010E+06 0.00584382
1.23110E+06 0.00583697
1.23200E+06 0.00583080
1.23300E+06 0.00582395
1.23390E+06 0.00581779
1.23480E+06 0.00581162
1.23580E+06 0.00580477
1.23670E+06 0.00579861
1.23770E+06 0.00579176
1.23860E+06 0.00578559
1.23960E+06 0.00577874
1.24050E+06 0.00577258
1.24150E+06 0.00576573
1.24240E+06 0.00575956
1.24340E+06 0.00575271
1.24430E+06 0.00574655
1.24530E+06 0.00573970
1.24620E+06 0.00573353
1.24720E+06 0.00572668
1.24820E+06 0.00571983
1.24910E+06 0.00571367
1.25010E+06 0.00570682
1.25100E+06 0.00570065
1.25200E+06 0.00569380
1.25300E+06 0.00568695
1.25390E+06 0.00568079
1.25490E+06 0.00567394
1.25580E+06 0.00566777
1.25680E+06 0.00566092
1.25780E+06 0.00565407
1.25880E+06 0.00564722
1.25970E+06 0.00564106
1.26070E+06 0.00563421
1.26170E+06 0.00562736
1.26260E+06 0.00562119
1.26360E+06 0.00561434
1.26460E+06 0.00560749
1.26560E+06 0.00560064
1.26650E+06 0.00559448
1.26750E+06 0.00558763
1.26850E+06 0.00558078
1.26950E+06 0.00557393
1.27050E+06 0.00556708
1.27150E+06 0.00556023
1.27240E+06 0.00555406
1.27340E+06 0.00554721
1.27440E+06 0.00554036
1.27540E+06 0.00553351
1.27640E+06 0.00552666
1.27740E+06 0.00551981
1.27840E+06 0.00551296
1.27940E+06 0.00550611
1.28040E+06 0.00549926
1.28140E+06 0.00549241
1.28240E+06 0.00548556
1.28340E+06 0.00547871
1.28440E+06 0.00547186
1.28540E+06 0.00546501
1.28640E+06 0.00545816
1.28740E+06 0.00545131
1.28840E+06 0.00544446
1.28940E+06 0.00543761
1.29040E+06 0.00543076
1.29140E+06 0.00542391
1.29240E+06 0.00541706
1.29340E+06 0.00541021
1.29440E+06 0.00540336
1.29540E+06 0.00539651
1.29640E+06 0.00538966
1.29750E+06 0.00538213
1.29850E+06 0.00537528
1.29950E+06 0.00536843
1.30000E+06 0.00536500
1.30050E+06 0.00536158
1.30150E+06 0.00535473
1.30250E+06 0.00534788
1.30360E+06 0.00534034
1.30460E+06 0.00533349
1.30560E+06 0.00532664
1.30660E+06 0.00531979
1.30770E+06 0.00531226
1.30870E+06 0.00530541
1.30970E+06 0.00529856
1.31080E+06 0.00529102
1.31180E+06 0.00528417
1.31280E+06 0.00527732
1.31380E+06 0.00527047
1.31390E+06 0.00526979
1.31400E+06 0.00526910
1.31401E+06 0.00526902
1.31490E+06 0.00526294
1.31590E+06 0.00525609
1.31700E+06 0.00524855
1.31800E+06 0.00524170
1.31900E+06 0.00523485
1.32010E+06 0.00522732
1.32110E+06 0.00522047
1.32220E+06 0.00521293
1.32320E+06 0.00520608
1.32430E+06 0.00519855
1.32530E+06 0.00519170
1.32640E+06 0.00518416
1.32740E+06 0.00517731
1.32850E+06 0.00516978
1.32950E+06 0.00516293
1.33060E+06 0.00515539
1.33160E+06 0.00514854
1.33270E+06 0.00514101
1.33370E+06 0.00513416
1.33480E+06 0.00512662
1.33580E+06 0.00511977
1.33690E+06 0.00511224
1.33800E+06 0.00510470
1.33900E+06 0.00509785
1.34010E+06 0.00509032
1.34120E+06 0.00508278
1.34220E+06 0.00507593
1.34330E+06 0.00506840
1.34440E+06 0.00506086
1.34540E+06 0.00505401
1.34650E+06 0.00504648
1.34760E+06 0.00503894
1.34870E+06 0.00503141
1.34970E+06 0.00502456
1.35080E+06 0.00501702
1.35190E+06 0.00500949
1.35300E+06 0.00500195
1.35410E+06 0.00499442
1.35510E+06 0.00498757
1.35620E+06 0.00498003
1.35730E+06 0.00497250
1.35840E+06 0.00496496
1.35950E+06 0.00495743
1.36060E+06 0.00494989
1.36170E+06 0.00494236
1.36280E+06 0.00493482
1.36390E+06 0.00492729
1.36490E+06 0.00492044
1.36600E+06 0.00491290
1.36710E+06 0.00490537
1.36820E+06 0.00489783
1.36930E+06 0.00489030
1.37040E+06 0.00488276
1.37150E+06 0.00487523
1.37270E+06 0.00486701
1.37380E+06 0.00485947
1.37490E+06 0.00485194
1.37600E+06 0.00484440
1.37710E+06 0.00483687
1.37820E+06 0.00482933
1.37930E+06 0.00482180
1.38040E+06 0.00481426
1.38150E+06 0.00480673
1.38260E+06 0.00479919
1.38380E+06 0.00479097
1.38490E+06 0.00478344
1.38600E+06 0.00477590
1.38710E+06 0.00476837
1.38820E+06 0.00476083
1.38940E+06 0.00475261
1.39050E+06 0.00474508
1.39160E+06 0.00473754
1.39280E+06 0.00472932
1.39390E+06 0.00472179
1.39500E+06 0.00471425
1.39610E+06 0.00470672
1.39730E+06 0.00469850
1.39840E+06 0.00469096
1.39960E+06 0.00468274
1.40000E+06 0.00468000
1.40070E+06 0.00467727
1.40180E+06 0.00467298
1.40300E+06 0.00466830
1.40410E+06 0.00466401
1.40530E+06 0.00465933
1.40640E+06 0.00465504
1.40750E+06 0.00465075
1.40870E+06 0.00464607
1.40980E+06 0.00464178
1.41100E+06 0.00463710
1.41210E+06 0.00463281
1.41330E+06 0.00462813
1.41450E+06 0.00462345
1.41560E+06 0.00461916
1.41680E+06 0.00461448
1.41790E+06 0.00461019
1.41910E+06 0.00460551
1.42030E+06 0.00460083
1.42140E+06 0.00459654
1.42260E+06 0.00459186
1.42370E+06 0.00458757
1.42490E+06 0.00458289
1.42610E+06 0.00457821
1.42730E+06 0.00457353
1.42840E+06 0.00456924
1.42960E+06 0.00456456
1.43080E+06 0.00455988
1.43200E+06 0.00455520
1.43310E+06 0.00455091
1.43430E+06 0.00454623
1.43550E+06 0.00454155
1.43670E+06 0.00453687
1.43790E+06 0.00453219
1.43900E+06 0.00452790
1.44020E+06 0.00452322
1.44140E+06 0.00451854
1.44260E+06 0.00451386
1.44380E+06 0.00450918
1.44500E+06 0.00450450
1.44620E+06 0.00449982
1.44740E+06 0.00449514
1.44860E+06 0.00449046
1.44980E+06 0.00448578
1.45100E+06 0.00448110
1.45220E+06 0.00447642
1.45340E+06 0.00447174
1.45460E+06 0.00446706
1.45580E+06 0.00446238
1.45700E+06 0.00445770
1.45800E+06 0.00445380
1.45820E+06 0.00445302
1.45830E+06 0.00445263
1.45854E+06 0.00445168
1.45940E+06 0.00444834
1.46060E+06 0.00444366
1.46180E+06 0.00443898
1.46310E+06 0.00443391
1.46430E+06 0.00442923
1.46550E+06 0.00442455
1.46670E+06 0.00441987
1.46790E+06 0.00441519
1.46920E+06 0.00441012
1.47040E+06 0.00440544
1.47160E+06 0.00440076
1.47280E+06 0.00439608
1.47410E+06 0.00439101
1.47530E+06 0.00438633
1.47650E+06 0.00438165
1.47780E+06 0.00437658
1.47900E+06 0.00437190
1.48020E+06 0.00436722
1.48150E+06 0.00436215
1.48270E+06 0.00435747
1.48360E+06 0.00435396
1.48387E+06 0.00435290
1.48390E+06 0.00435279
1.48400E+06 0.00435240
1.48520E+06 0.00434772
1.48640E+06 0.00434304
1.48770E+06 0.00433797
1.48890E+06 0.00433329
1.49020E+06 0.00432822
1.49140E+06 0.00432354
1.49270E+06 0.00431847
1.49390E+06 0.00431379
1.49520E+06 0.00430872
1.49640E+06 0.00430404
1.49770E+06 0.00429897
1.49900E+06 0.00429390
1.50000E+06 0.00429000
1.50020E+06 0.00428922
1.50150E+06 0.00428415
1.50280E+06 0.00427908
1.50400E+06 0.00427440
1.50530E+06 0.00426933
1.50660E+06 0.00426426
1.50686E+06 0.00426326
1.50700E+06 0.00426270
1.50780E+06 0.00425958
1.50910E+06 0.00425451
1.51040E+06 0.00424944
1.51160E+06 0.00424476
1.51290E+06 0.00423969
1.51420E+06 0.00423462
1.51550E+06 0.00422955
1.51680E+06 0.00422448
1.51810E+06 0.00421941
1.51930E+06 0.00421473
1.52060E+06 0.00420966
1.52190E+06 0.00420459
1.52320E+06 0.00419952
1.52450E+06 0.00419445
1.52580E+06 0.00418938
1.52710E+06 0.00418431
1.52840E+06 0.00417924
1.52970E+06 0.00417417
1.53100E+06 0.00416910
1.53230E+06 0.00416403
1.53360E+06 0.00415896
1.53490E+06 0.00415389
1.53620E+06 0.00414882
1.53750E+06 0.00414375
1.53880E+06 0.00413868
1.54010E+06 0.00413361
1.54150E+06 0.00412815
1.54280E+06 0.00412308
1.54410E+06 0.00411801
1.54540E+06 0.00411294
1.54670E+06 0.00410787
1.54800E+06 0.00410280
1.54940E+06 0.00409734
1.55070E+06 0.00409227
1.55200E+06 0.00408720
1.55340E+06 0.00408174
1.55470E+06 0.00407667
1.55600E+06 0.00407160
1.55730E+06 0.00406653
1.55870E+06 0.00406107
1.56000E+06 0.00405600
1.56140E+06 0.00405054
1.56270E+06 0.00404547
1.56400E+06 0.00404040
1.56540E+06 0.00403494
1.56670E+06 0.00402987
1.56810E+06 0.00402441
