Nd-143(n,g) ENDF/B-VII.1
46.5279 0.462106
46.6399 0.467967
46.8639 0.480470
47.3119 0.508995
48.2080 0.584333
50.0000 0.870896
51.3185 1.37413
51.9778 1.87598
52.6371 2.78918
52.9667 3.55652
53.2963 4.72497
53.6260 6.63227
53.9556 10.0642
54.1204 12.9171
54.2852 17.2160
54.4500 24.1335
54.6148 36.3202
54.6973 46.2369
54.7797 60.8689
54.8621 83.7416
54.9445 122.379
55.0269 195.238
55.0681 258.477
55.1093 357.439
55.1505 523.982
55.1917 831.978
55.2123 1090.23
55.2329 1474.37
55.2535 2061.61
55.2741 2961.45
55.3021 4739.12
55.3300 5923.46
55.3580 4735.47
55.3859 2957.48
55.4124 1863.02
55.4389 1232.14
55.4654 860.097
55.4919 629.009
55.5184 477.699
55.5449 374.112
55.5980 246.228
55.6510 173.762
55.7040 128.975
55.8100 78.9609
55.9160 53.2119
56.0221 38.2658
56.1281 28.8349
56.2341 22.5087
56.2341 22.5077
56.2342 22.5052
56.2342 22.5028
56.2343 22.4983
56.2345 22.4894
56.2348 22.4717
56.2356 22.4357
56.2370 22.3645
56.2399 22.2232
56.2457 21.9442
56.2574 21.4016
56.2806 20.3758
56.3271 18.5342
56.4200 15.5310
56.6058 11.3701
56.9776 6.86777
57.3493 4.61424
57.7210 3.32843
58.0927 2.52657
58.4644 1.99326
59.2079 1.35049
59.9513 0.992821
60.6948 0.773639
62.1817 0.530203
63.6685 0.405272
65.1554 0.332887
68.1292 0.257101
68.1292 0.257101
68.1293 0.257100
68.1294 0.257098
68.1295 0.257096
68.1298 0.257091
68.1304 0.257081
68.1316 0.257062
68.1339 0.257023
68.1386 0.256945
68.1479 0.256789
68.1666 0.256478
68.2039 0.255860
68.2787 0.254641
68.4281 0.252269
68.7270 0.247775
69.3247 0.239684
70.5202 0.226482
72.9111 0.208545
77.6930 0.192014
82.5404 0.189449
82.5404 0.189449
82.5405 0.189449
82.5406 0.189450
82.5407 0.189450
82.5410 0.189450
82.5415 0.189450
82.5426 0.189451
82.5447 0.189452
82.5489 0.189454
82.5575 0.189458
82.5745 0.189467
82.6086 0.189484
82.6768 0.189521
82.8132 0.189599
83.0860 0.189777
83.6316 0.190215
84.7229 0.191413
86.9053 0.195066
91.2702 0.207481
95.6350 0.227771
99.9999 0.258966
100.000 0.258967
100.000 0.258968
100.001 0.258971
100.001 0.258974
100.001 0.258979
100.003 0.258991
100.005 0.259014
100.011 0.259059
100.021 0.259150
100.042 0.259333
100.083 0.259698
100.165 0.260434
100.331 0.261925
100.661 0.264982
101.322 0.271415
102.644 0.285696
105.288 0.321316
107.932 0.370279
110.577 0.440657
113.221 0.548425
115.865 0.729241
118.509 1.07764
119.831 1.39407
121.153 1.92191
121.153 1.92202
121.154 1.92244
121.155 1.92281
121.156 1.92360
121.159 1.92513
121.165 1.92824
121.177 1.93450
121.200 1.94706
121.247 1.97262
121.341 2.02547
121.529 2.13876
121.905 2.40022
122.658 3.11699
123.410 4.26654
124.162 6.28956
124.538 7.93819
124.914 10.3761
125.291 14.2032
125.667 20.7151
126.043 33.1418
126.231 44.0737
126.419 61.4196
126.607 91.2313
126.795 148.144
126.889 197.538
126.983 273.380
127.077 394.268
127.171 588.668
127.286 940.328
127.400 1173.47
127.515 938.351
127.629 586.739
127.751 350.594
127.873 223.136
127.995 151.737
128.117 108.981
128.239 81.7342
128.361 63.4425
128.605 41.3287
128.849 29.0474
129.093 21.5650
129.581 13.3387
130.069 9.18629
130.557 6.83411
131.045 5.40699
131.533 4.51836
132.508 3.74009
132.996 3.78905
133.484 4.27256
133.972 5.66890
134.216 7.15593
134.460 9.88297
134.704 15.5605
134.826 20.9783
134.948 30.3237
135.009 37.7685
135.070 48.5150
135.131 64.8167
135.192 91.1976
135.253 137.778
135.284 175.528
135.314 230.658
135.345 314.898
135.375 450.457
135.406 680.139
135.436 1075.86
135.468 1712.28
135.500 2132.93
135.533 1700.97
135.565 1058.56
135.587 757.103
135.609 554.674
135.631 418.086
135.653 323.906
135.697 208.541
135.740 144.489
135.784 105.736
135.828 80.6654
135.916 51.4250
136.003 35.7235
136.091 26.3713
136.266 16.2593
136.441 11.1989
136.617 8.31164
136.967 5.30419
137.317 3.84516
137.668 3.02548
138.369 2.18198
139.070 1.77953
139.771 1.56140
141.173 1.36710
143.976 1.37501
146.780 1.70276
146.780 1.70280
146.781 1.70294
146.782 1.70307
146.783 1.70332
146.786 1.70383
146.792 1.70487
146.803 1.70693
146.825 1.71107
146.871 1.71945
146.961 1.73654
147.142 1.77219
147.505 1.84959
148.229 2.03222
149.678 2.54674
151.126 3.38462
152.575 4.86022
154.024 7.81100
154.748 10.5378
155.473 15.1062
156.197 23.6236
156.559 30.9326
156.921 42.2421
157.284 60.9806
157.646 94.8557
157.827 122.616
158.008 163.020
158.189 223.154
158.370 312.522
158.635 500.901
158.900 626.176
159.165 498.853
159.430 310.564
159.718 183.489
160.005 115.974
160.293 78.5660
160.580 56.3370
160.867 42.2410
161.155 32.8162
161.730 21.4718
162.305 15.2079
162.880 11.4128
163.455 8.95402
164.030 7.28037
165.179 5.24101
166.329 4.13390
167.479 3.51724
168.629 3.20027
169.204 3.12551
169.779 3.09945
170.354 3.12044
170.929 3.18958
171.504 3.31092
172.079 3.49205
173.229 4.09053
173.804 4.55797
174.378 5.19633
174.953 6.08669
175.528 7.37111
176.103 9.31771
176.678 12.4809
177.253 18.1710
177.541 22.9198
177.828 30.1109
177.828 30.1171
177.829 30.1389
177.829 30.1576
177.831 30.1983
177.833 30.2798
177.838 30.4407
177.849 30.7667
177.869 31.4358
177.910 32.8458
177.991 35.9867
178.155 43.8895
178.481 70.6918
178.644 94.4738
178.808 131.921
178.971 193.669
179.134 297.210
179.317 473.184
179.500 590.119
179.683 472.428
179.866 296.897
180.054 182.631
180.241 119.806
180.429 84.1644
180.617 62.7141
180.992 40.0192
181.367 29.4474
181.742 24.1779
182.118 21.7025
182.868 21.6539
183.619 27.1610
183.994 32.7985
184.369 41.6522
184.744 55.8716
185.120 79.7345
185.495 122.055
185.870 199.264
186.235 317.708
186.600 396.177
186.965 315.831
187.330 197.105
187.726 116.837
188.122 74.1155
188.518 50.3878
188.914 36.2534
189.310 27.2663
189.706 21.2389
190.498 13.9415
191.289 9.87328
192.081 7.37841
193.665 4.60106
195.249 3.16613
196.833 2.32602
200.000 1.42633
203.861 0.908024
207.722 0.637805
211.582 0.478431
215.443 0.376390
215.443 0.376385
215.444 0.376373
215.444 0.376360
215.445 0.376336
215.448 0.376287
215.452 0.376188
215.461 0.375993
215.480 0.375601
215.516 0.374820
215.590 0.373267
215.736 0.370193
216.029 0.364179
216.614 0.352656
217.785 0.331458
220.127 0.295346
224.810 0.241721
234.177 0.178821
243.544 0.147611
252.911 0.134585
261.016 0.134918
261.016 0.134919
261.017 0.134919
261.018 0.134920
261.019 0.134921
261.022 0.134923
261.027 0.134927
261.038 0.134935
261.060 0.134951
261.104 0.134983
261.191 0.135048
261.366 0.135183
261.716 0.135470
262.416 0.136113
263.817 0.137684
266.617 0.142065
272.218 0.156967
277.818 0.184119
280.619 0.205158
282.019 0.218458
283.419 0.234174
284.119 0.243119
284.819 0.252906
285.519 0.263643
286.220 0.275458
286.920 0.288499
287.620 0.302943
288.320 0.319004
289.020 0.336935
290.420 0.379716
291.820 0.434709
293.221 0.507247
294.621 0.606008
296.021 0.745978
297.421 0.954810
298.821 1.28844
300.221 1.87456
300.921 2.35240
301.622 3.06063
302.322 4.17693
303.022 6.08970
303.372 7.60526
303.722 9.78478
304.072 13.0797
304.422 18.3875
304.772 27.7106
304.947 35.2254
305.122 46.1476
305.297 62.7346
305.472 89.2121
305.647 133.610
305.822 209.539
306.011 334.846
306.200 418.078
306.389 334.348
306.578 209.063
306.729 141.493
306.880 98.9400
307.030 71.9511
307.181 54.2416
307.483 33.6423
307.784 22.7789
308.086 16.4249
308.387 12.4151
308.991 7.85217
309.594 5.46825
310.197 4.07848
311.403 2.62792
312.609 1.95732
313.816 1.63387
315.022 1.50663
316.228 1.52593
316.228 1.52594
316.229 1.52598
316.229 1.52602
316.230 1.52609
316.232 1.52623
316.236 1.52651
316.243 1.52708
316.258 1.52824
316.288 1.53063
316.348 1.53570
316.468 1.54694
316.708 1.57412
317.188 1.64873
318.147 1.89795
319.106 2.34670
320.066 3.16480
321.025 4.79374
321.505 6.26457
321.984 8.65189
322.464 12.8805
322.704 16.3173
322.944 21.3474
323.184 29.0647
323.423 41.5438
323.663 62.8524
323.903 100.137
324.152 159.816
324.400 199.454
324.649 159.524
324.897 99.8697
325.084 69.2389
325.270 49.4174
325.457 36.5480
325.643 27.9486
326.017 17.7630
326.390 12.3019
326.763 9.07984
327.136 7.04027
327.882 4.73275
328.629 3.56544
329.375 2.94036
330.121 2.62292
330.868 2.51691
331.614 2.59489
332.360 2.88182
333.107 3.47280
333.853 4.60871
334.226 5.54992
334.599 6.93306
334.972 9.06265
335.345 12.5560
335.719 18.8268
335.905 23.9862
336.092 31.6254
336.278 43.5301
336.465 63.2048
336.652 97.8163
336.838 160.684
337.019 256.611
337.200 320.419
337.381 256.273
337.562 160.358
337.755 95.9691
337.948 61.2750
338.141 41.8628
338.334 30.2524
338.527 22.8543
338.720 17.8937
339.107 11.9008
339.493 8.58398
339.879 6.57495
340.651 4.40031
341.423 3.35603
342.196 2.83272
343.740 2.58997
345.285 3.19216
346.057 3.97466
346.829 5.41015
347.215 6.57015
347.601 8.24303
347.987 10.7595
348.374 14.7630
348.760 21.6327
349.146 34.6821
349.339 45.9214
349.532 63.0611
349.725 90.1356
349.918 133.159
350.159 212.558
350.400 265.250
350.642 212.004
350.883 132.496
351.135 80.0219
351.387 51.3788
351.639 35.1770
351.890 25.4121
352.142 19.1546
352.394 14.9381
352.898 9.81356
353.402 6.95240
353.905 5.19938
354.913 3.25493
355.920 2.25723
356.927 1.67751
358.942 1.06331
360.957 0.760941
362.972 0.590538
367.001 0.419464
371.031 0.348717
375.060 0.328070
379.090 0.345676
383.119 0.409927
383.119 0.409932
383.120 0.409946
383.120 0.409958
383.121 0.409984
383.124 0.410037
383.128 0.410140
383.136 0.410347
383.154 0.410760
383.188 0.411595
383.257 0.413281
383.395 0.416724
383.671 0.423908
384.223 0.439541
385.326 0.476593
387.533 0.581943
389.741 0.755265
390.844 0.885528
391.948 1.06345
393.051 1.31521
394.155 1.68806
395.258 2.27516
396.362 3.28109
396.914 4.07959
397.465 5.23221
398.017 6.98503
398.569 9.83916
399.121 14.9444
399.397 19.1445
399.673 25.3772
399.948 35.1174
400.224 51.3037
400.500 80.0238
400.776 132.813
401.038 212.042
401.300 264.700
401.562 211.798
401.824 132.680
402.007 94.3617
402.190 68.7933
402.373 51.7474
402.556 40.1235
402.922 26.0937
403.288 18.4805
403.654 14.0217
404.020 11.2929
404.752 8.67213
405.484 8.53097
405.850 9.48300
406.216 11.5881
406.582 15.9146
406.765 19.6913
406.948 25.4806
407.131 34.8123
407.314 50.8577
407.497 80.5678
407.589 104.691
407.680 138.186
407.840 219.738
408.000 273.943
408.160 219.380
408.320 137.681
408.465 89.0362
408.610 60.2620
408.755 42.9178
408.899 31.9597
409.189 19.6634
409.479 13.3758
409.768 9.75726
410.058 7.48763
410.637 4.90111
411.216 3.52896
411.795 2.70706
412.954 1.80082
414.112 1.33013
415.271 1.05118
417.587 0.750303
419.904 0.605896
422.221 0.536660
426.855 0.528813
429.171 0.583171
431.488 0.690559
433.805 0.883975
434.963 1.03409
436.122 1.24157
437.280 1.53658
438.439 1.97265
439.597 2.65190
440.755 3.78856
441.335 4.66543
441.914 5.89359
442.493 7.68385
443.072 10.4268
443.651 14.9024
444.231 22.8086
444.520 29.1371
444.810 38.1458
445.099 51.1905
445.389 69.9981
445.845 111.865
446.300 139.626
446.756 111.574
447.211 69.7144
447.741 39.8376
448.270 24.5808
448.800 16.3759
449.330 11.5979
449.859 8.61146
450.389 6.63492
451.448 4.27715
452.507 2.98460
453.567 2.20283
455.685 1.34666
457.804 0.913300
459.922 0.664019
462.041 0.507478
464.159 0.402695
464.159 0.402687
464.160 0.402662
464.160 0.402641
464.161 0.402596
464.164 0.402506
464.168 0.402326
464.177 0.401967
464.194 0.401253
464.229 0.399832
464.299 0.397014
464.439 0.391475
464.719 0.380767
465.279 0.360737
466.399 0.325517
468.639 0.270110
473.119 0.197649
477.600 0.153975
482.080 0.126104
491.040 0.0972975
495.520 0.0939571
500.000 0.106046
501.687 0.124132
502.531 0.142239
503.374 0.174975
504.218 0.243923
504.640 0.311741
505.062 0.434039
505.483 0.690726
505.694 0.941409
505.905 1.38832
506.011 1.75664
506.116 2.30617
506.222 3.18036
506.327 4.69141
506.432 7.65127
506.485 10.3212
506.538 14.6777
506.591 22.4682
506.617 28.8797
506.643 38.3302
506.670 53.0872
506.696 77.3367
506.722 120.059
506.749 197.172
506.774 315.489
506.800 394.390
506.826 315.468
506.851 197.148
506.867 144.997
506.883 108.748
506.915 65.5048
506.947 42.9606
506.979 30.1333
507.011 22.2008
507.043 17.0176
507.106 10.8834
507.170 7.55286
507.234 5.55142
507.361 3.37405
507.489 2.27938
507.616 1.65428
507.743 1.26411
507.871 1.00454
508.126 0.691766
508.381 0.518230
508.890 0.343468
509.400 0.263013
509.910 0.220891
510.929 0.184480
512.968 0.181806
515.006 0.228061
516.026 0.274451
517.045 0.348324
518.064 0.471905
519.083 0.697754
519.593 0.887204
520.103 1.17453
520.613 1.64029
521.122 2.46861
521.377 3.14906
521.632 4.16144
521.887 5.76239
522.014 6.93674
522.141 8.51200
522.269 10.6945
522.396 13.8328
522.524 18.5751
522.651 26.2110
522.779 39.5982
522.842 50.3714
522.906 65.9998
522.970 89.6718
523.033 127.323
523.097 190.147
523.161 296.957
523.230 475.246
523.300 593.831
523.370 474.839
523.439 296.822
523.502 191.319
523.565 128.749
523.627 90.9990
523.690 67.1772
523.815 40.4312
523.941 26.8185
524.066 19.0253
524.191 14.1802
524.442 8.73325
524.693 5.91260
524.944 4.26870
525.194 3.22847
525.445 2.52914
525.946 1.67689
526.448 1.19726
526.949 0.900953
527.451 0.705202
528.453 0.470811
529.456 0.341171
530.459 0.262041
531.462 0.210251
533.467 0.148990
535.473 0.115873
539.484 0.0851581
543.495 0.0779867
545.501 0.0824499
547.507 0.0963917
549.512 0.132027
550.515 0.169508
551.518 0.239194
552.019 0.298395
552.521 0.389124
553.022 0.538117
553.523 0.807910
553.774 1.03335
554.025 1.37460
554.275 1.92684
554.526 2.90747
554.652 3.71192
554.777 4.90663
554.902 6.79418
554.965 8.17672
555.028 10.0254
555.090 12.5833
555.153 16.2557
555.216 21.7884
555.278 30.6414
555.310 37.2227
555.341 46.0823
555.372 58.4515
555.404 76.2255
555.435 103.012
555.466 145.004
555.498 213.957
555.529 328.914
555.565 526.690
555.600 658.092
555.636 526.040
555.671 328.853
555.697 229.219
555.723 164.090
555.749 121.425
555.775 92.8005
555.828 58.5189
555.880 39.9514
555.932 28.9024
555.984 21.8380
556.088 13.6923
556.192 9.36705
556.297 6.80942
556.401 5.17312
556.505 4.06415
556.713 2.70103
556.922 1.92807
557.130 1.44788
557.339 1.12935
557.756 0.746330
558.172 0.533672
558.589 0.403426
559.006 0.317930
559.840 0.216118
560.674 0.160075
562.341 0.103574
562.341 0.103570
562.342 0.103559
562.342 0.103550
562.343 0.103532
562.345 0.103495
562.348 0.103421
562.355 0.103274
562.368 0.102980
562.395 0.102397
562.449 0.101252
562.557 0.0990416
562.773 0.0949137
563.205 0.0876844
564.068 0.0763982
565.795 0.0619349
569.249 0.0495843
570.976 0.0495465
572.703 0.0585370
573.566 0.0740982
573.998 0.0902788
574.430 0.120198
574.862 0.184189
575.078 0.247383
575.293 0.360927
575.401 0.455196
575.509 0.596729
575.617 0.823437
575.725 1.22003
575.833 2.01052
575.887 2.73785
575.941 3.94657
575.995 6.17913
576.022 8.07195
576.049 10.9505
576.076 15.6424
576.103 23.8819
576.130 39.7223
576.143 53.0760
576.157 72.0212
576.178 115.285
576.200 143.933
576.222 115.067
576.243 72.0153
576.263 46.0294
576.283 30.8389
576.303 21.7314
576.323 16.0033
576.362 9.61216
576.402 6.37023
576.442 4.51700
576.481 3.36939
576.560 2.08169
576.640 1.41507
576.719 1.02745
576.798 0.782263
576.877 0.617461
577.036 0.416549
577.194 0.303557
577.353 0.233689
577.511 0.187537
577.828 0.132173
578.145 0.101479
578.779 0.0702689
579.413 0.0553998
580.046 0.0470839
581.314 0.0384178
583.850 0.0314795
586.385 0.0285101
596.526 0.0245341
606.668 0.0242366
616.809 0.0265004
626.951 0.0333675
632.021 0.0407349
637.092 0.0544373
642.163 0.0838742
644.698 0.113148
647.234 0.166333
648.501 0.210984
649.769 0.278945
651.037 0.389823
652.304 0.589190
652.938 0.754837
653.572 1.00425
653.889 1.17929
654.206 1.40522
654.523 1.70396
654.840 2.11044
655.157 2.68349
655.474 3.52730
655.791 4.84311
656.107 7.05814
656.266 8.78072
656.424 11.2112
656.583 14.7949
656.741 20.3654
656.900 29.6587
657.058 46.6021
657.137 60.6300
657.217 81.1925
657.296 112.098
657.375 158.554
657.488 253.873
657.600 317.463
657.713 253.772
657.825 158.455
657.917 106.250
658.008 73.7344
658.100 53.2995
658.192 39.9949
658.375 24.6044
658.558 16.5399
658.742 11.8389
658.925 8.87850
659.292 5.51211
659.658 3.74885
660.025 2.71398
660.392 2.05596
660.758 1.61215
661.492 1.06926
662.225 0.762815
662.959 0.573128
663.692 0.447718
665.159 0.297531
666.625 0.214611
668.092 0.164194
669.559 0.131403
672.492 0.0931508
675.425 0.0731550
681.292 0.0565566
681.292 0.0565563
681.293 0.0565557
681.293 0.0565552
681.294 0.0565542
681.295 0.0565523
681.299 0.0565482
681.305 0.0565402
681.318 0.0565242
681.345 0.0564923
681.397 0.0564296
681.501 0.0563076
681.711 0.0560774
682.129 0.0556712
682.966 0.0550698
684.640 0.0546843
687.987 0.0572812
691.335 0.0656194
694.682 0.0840937
698.030 0.126293
699.703 0.168909
701.377 0.246462
702.214 0.311408
703.051 0.409836
703.888 0.569308
704.725 0.852855
705.143 1.08572
705.562 1.43223
705.980 1.98023
706.398 2.92157
706.608 3.66863
706.817 4.74337
707.026 6.36784
707.235 8.98461
707.444 13.5751
707.549 17.2717
707.654 22.6375
707.758 30.7721
707.863 43.7258
707.967 65.3758
708.072 102.263
708.186 163.682
708.300 204.634
708.414 163.619
708.528 102.202
708.663 57.9226
708.797 35.5265
708.932 23.5676
709.066 16.6368
709.201 12.3198
709.335 9.46881
709.604 6.07715
709.873 4.22174
710.142 3.10160
710.680 1.87794
711.218 1.26048
711.756 0.906645
712.294 0.685325
712.832 0.537815
713.907 0.359661
714.983 0.260373
716.059 0.199513
717.135 0.159598
719.287 0.112325
721.439 0.0867093
725.742 0.0621179
730.046 0.0523641
734.349 0.0492111
742.956 0.0545270
751.563 0.0775370
755.867 0.102474
760.170 0.148469
762.322 0.187102
764.474 0.245651
766.625 0.340414
767.701 0.411443
768.777 0.508576
769.853 0.646360
770.929 0.851013
772.005 1.17382
773.081 1.72624
773.619 2.16290
774.156 2.78910
774.694 3.73153
775.232 5.23997
775.770 7.86274
776.039 9.95561
776.308 12.9656
776.577 17.4773
776.846 24.5466
777.115 36.1175
777.384 55.3153
777.692 88.4901
778.000 110.570
778.308 88.4026
778.616 55.2307
778.809 40.5671
779.001 30.3374
779.386 18.2219
779.771 11.9251
780.156 8.34273
780.541 6.13868
780.926 4.69665
781.696 2.99576
782.466 2.07384
783.235 1.52052
784.775 0.919472
786.315 0.618133
787.855 0.446393
789.395 0.339705
790.934 0.269311
794.014 0.186877
797.094 0.148079
798.633 0.143352
800.173 0.161554
800.943 0.198200
801.328 0.237220
801.713 0.309888
802.098 0.465504
802.291 0.618770
802.483 0.892839
802.675 1.45719
802.772 1.99515
802.868 2.92511
802.964 4.74652
803.012 6.38863
803.060 9.06650
803.109 13.8504
803.133 17.7844
803.157 23.5750
803.181 32.6074
803.193 39.0421
803.205 47.4152
803.217 58.5862
803.229 73.4390
803.241 93.4622
803.253 120.221
803.265 153.861
803.276 192.310
803.300 240.371
803.312 226.232
803.324 192.302
803.347 120.212
803.362 88.4154
803.377 66.1999
803.406 39.9006
803.435 26.1855
803.465 18.3607
803.494 13.5260
803.523 10.3705
803.582 6.64315
803.641 4.61662
803.699 3.40118
803.816 2.07833
803.934 1.41273
804.051 1.03229
804.285 0.635911
804.520 0.444335
804.754 0.337260
805.223 0.227744
805.692 0.175408
806.161 0.146184
807.099 0.116072
808.975 0.0934906
810.851 0.0865302
812.728 0.0872186
814.604 0.0990381
815.542 0.116969
816.011 0.134774
816.480 0.166919
816.949 0.234497
817.183 0.300721
817.418 0.419414
817.652 0.665592
817.769 0.902748
817.887 1.31817
818.004 2.14923
818.062 2.91639
818.121 4.19998
818.180 6.58994
818.209 8.62935
818.238 11.7700
818.268 16.9329
818.282 20.8459
818.297 26.1547
818.312 33.6491
818.326 44.3545
818.341 60.1617
818.356 83.1149
818.367 106.547
818.378 133.082
818.400 166.206
818.411 156.301
818.422 132.839
818.445 83.1101
818.458 61.4724
818.472 46.2506
818.499 28.0327
818.526 18.4655
818.553 12.9822
818.581 9.59304
818.608 7.36718
818.662 4.73634
818.716 3.30201
818.771 2.43919
818.880 1.50026
818.988 1.02756
819.097 0.757474
819.315 0.476518
819.532 0.341343
819.750 0.266371
820.184 0.191058
820.619 0.156582
821.054 0.138696
821.924 0.123528
823.664 0.122183
825.404 0.136269
827.154 0.162642
828.905 0.205903
830.655 0.278438
831.530 0.333684
832.406 0.409933
833.281 0.519078
833.718 0.592143
834.156 0.682803
834.594 0.797154
835.031 0.944175
835.469 1.13753
835.906 1.39884
836.344 1.76389
836.782 2.29544
837.219 3.11146
837.657 4.45488
837.876 5.47652
838.094 6.88942
838.313 8.91612
838.532 11.9562
838.751 16.7736
838.970 24.9320
839.188 39.7968
839.298 51.7110
839.407 68.0813
839.604 108.899
839.800 136.078
839.997 108.836
840.193 68.0205
840.386 42.1997
840.579 27.6032
840.772 19.1232
840.965 13.9114
841.158 10.5272
841.351 8.22322
841.737 5.39674
842.123 3.80493
842.509 2.82496
843.281 1.73517
844.053 1.17687
844.825 0.854634
845.597 0.653133
846.369 0.520245
847.913 0.369251
849.457 0.320056
850.229 0.349135
850.615 0.396147
851.001 0.493459
851.387 0.712246
851.580 0.930994
851.773 1.32359
851.966 2.12918
852.063 2.89157
852.159 4.19940
852.256 6.72122
852.304 8.96391
852.352 12.5523
852.401 18.8169
852.449 31.0195
852.473 41.8897
852.497 58.9207
852.521 86.8930
852.545 133.537
852.573 213.742
852.600 266.954
852.627 213.419
852.655 133.524
852.684 79.8378
852.713 50.9224
852.742 34.6887
852.771 24.9499
852.800 18.7176
852.829 14.5454
852.887 9.49097
852.945 6.67495
853.003 4.95836
853.119 3.06049
853.235 2.09279
853.351 1.53389
853.583 0.946419
853.816 0.659128
854.048 0.496897
854.512 0.328392
854.977 0.245658
855.441 0.197917
856.370 0.145782
