Zr-92(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 18.6373
1.25000E-05 17.4204
1.50000E-05 16.5221
2.00000E-05 15.2611
2.75000E-05 14.0613
3.50000E-05 13.2717
4.25000E-05 12.7017
5.00000E-05 12.2653
6.25000E-05 11.7211
7.50000E-05 11.3193
0.000100000 10.7554
0.000125000 10.3706
0.000150000 10.0865
0.000200000 9.68774
0.000275000 9.30834
0.000350000 9.05864
0.000425000 8.87838
0.000500000 8.74038
0.000625000 8.56828
0.000750000 8.44124
0.00100000 8.26291
0.00125000 8.14122
0.00150000 8.05138
0.00200000 7.92529
0.00275000 7.80531
0.00350000 7.72634
0.00425000 7.66934
0.00500000 7.62570
0.00625000 7.57127
0.00750000 7.53109
0.0100000 7.47470
0.0125000 7.43621
0.0150000 7.40780
0.0200000 7.36791
0.0253000 7.33931
0.0314750 7.31559
0.0376500 7.29797
0.0500000 7.27310
0.0625000 7.25586
0.0750000 7.24313
0.100000 7.22523
0.125000 7.21301
0.150000 7.20396
0.200000 7.19124
0.275000 7.17906
0.350000 7.17099
0.500000 7.16057
0.750000 7.15053
1.00000 7.14430
1.50000 7.13645
2.00000 7.13129
2.75000 7.12575
3.50000 7.12151
5.00000 7.11485
7.50000 7.10607
10.0000 7.09853
15.0000 7.08494
20.0000 7.07228
27.5000 7.05412
35.0000 7.03652
50.0000 7.00234
75.0000 6.94740
100.000 6.89434
150.000 6.79283
200.000 6.69656
275.000 6.56039
350.000 6.43245
500.000 6.19550
750.000 5.83585
1000.00 5.49227
1250.00 5.13561
1500.00 4.73128
1750.00 4.22445
1875.00 3.90233
1906.25 3.81137
1937.50 3.71560
1953.13 3.66601
1968.75 3.61583
1976.56 3.59111
1984.38 3.56783
1992.19 3.54985
1996.09 3.54756
1998.05 3.55104
2000.00 3.56116
2002.46 3.59551
2003.69 3.63383
2004.92 3.70674
2005.54 3.76918
2006.15 3.86491
2006.77 4.02144
2007.38 4.30183
2007.69 4.53352
2008.00 4.87826
2008.30 5.42704
2008.61 6.37016
2008.92 8.21059
2009.07 9.86216
2009.23 12.5172
2009.38 17.2381
2009.53 26.5930
2009.61 35.1367
2009.69 48.9216
2009.76 72.3640
2009.84 112.436
2009.92 177.928
2010.00 220.730
2010.08 177.028
2010.16 111.717
2010.24 69.9910
2010.32 46.6725
2010.41 33.2485
2010.49 25.0506
2010.57 19.7518
2010.65 16.1564
2010.81 11.7600
2010.97 9.29172
2011.13 7.77493
2011.46 6.09011
2011.78 5.22663
2012.11 4.72645
2012.43 4.41107
2012.75 4.19997
2013.40 3.94185
2014.05 3.79630
2014.70 3.70556
2015.34 3.64503
2016.64 3.57068
2017.93 3.52754
2020.52 3.47929
2023.12 3.45150
2025.71 3.43186
2030.89 3.40231
2041.25 3.35521
2051.61 3.31181
2072.33 3.22532
2093.06 3.13590
2175.95 2.73195
2258.84 2.22976
2341.73 1.59282
2383.18 1.21372
2424.62 0.798166
2466.07 0.376587
2486.79 0.192729
2497.16 0.119073
2502.34 0.0893505
2507.52 0.0657056
2512.70 0.0493714
2517.88 0.0418357
2523.06 0.0448738
2528.24 0.0606145
2533.42 0.0916364
2538.60 0.141055
2543.78 0.212662
2548.96 0.311077
2554.14 0.442042
2559.32 0.612597
2569.69 1.10981
2580.05 1.90419
2590.41 3.16091
2600.77 5.16090
2611.13 8.40412
2621.49 13.8390
2631.85 23.4014
2642.22 41.4562
2647.40 56.6184
2652.58 79.1257
2657.76 113.789
2662.94 169.359
2668.12 261.896
2673.30 418.070
2679.65 724.750
2686.00 976.923
2692.35 839.616
2698.70 562.919
2704.24 390.354
2709.78 281.326
2715.31 211.985
2720.85 166.171
2731.93 111.954
2743.00 82.4160
2754.07 64.4876
2765.15 52.7156
2787.30 38.5348
2809.45 30.4981
2831.60 25.4156
2853.75 21.9480
2875.89 19.4474
2920.19 16.1045
2964.49 13.9843
3008.79 12.5236
3053.09 11.4559
3141.69 9.99391
3230.28 9.02937
3318.88 8.33338
3407.48 7.79639
3584.67 6.98680
3673.27 6.65680
3761.86 6.35473
3850.46 6.07369
3894.76 5.94348
3939.06 5.82865
3961.21 5.78341
3983.36 5.75474
4005.51 5.75784
4027.65 5.82910
4038.73 5.91707
4049.80 6.07327
4060.88 6.35605
4071.95 6.90150
4077.49 7.37109
4083.03 8.09189
4088.56 9.26924
4094.10 11.3696
4096.87 13.0929
4099.64 15.6503
4102.41 19.6732
4105.18 26.5182
4107.95 39.5628
4109.33 50.9949
4110.71 69.0717
4112.10 99.9567
4113.48 158.324
4114.17 208.380
4114.87 284.488
4115.56 404.139
4116.25 593.524
4117.13 947.486
4118.00 1183.43
4118.88 944.721
4119.76 589.815
4120.76 342.526
4121.76 214.807
4122.75 145.421
4123.75 104.720
4124.75 79.1292
4125.74 62.1411
4127.74 41.7925
4129.73 30.5872
4131.73 23.7935
4135.72 16.3303
4139.71 12.5411
4143.69 10.3553
4147.68 8.97824
4151.67 8.05240
4159.65 6.91640
4167.63 6.26371
4175.61 5.84649
4183.58 5.55738
4199.54 5.17690
4215.49 4.92577
4231.45 4.73438
4247.41 4.57284
4279.32 4.28666
4311.23 4.00923
4375.05 3.38651
4438.87 2.55469
4470.78 2.00568
4502.70 1.33420
4534.61 0.558944
4550.56 0.208790
4554.55 0.143425
4558.54 0.0947958
4562.53 0.0692786
4566.52 0.0755183
4568.51 0.0940986
4570.51 0.125369
4572.50 0.171568
4574.50 0.235261
4578.49 0.428264
4582.47 0.737281
4586.46 1.21008
4590.45 1.91742
4594.44 2.96670
4598.43 4.52494
4602.42 6.86271
4606.41 10.4312
4610.40 16.0202
4614.39 25.0857
4618.37 40.4781
4622.36 68.1480
4626.35 121.161
4628.35 165.014
4630.34 226.860
4634.17 405.589
4638.00 562.888
4641.83 497.223
4645.66 341.651
4648.43 255.774
4651.20 196.065
4653.97 154.873
4656.73 125.891
4662.27 89.2982
4667.81 68.0677
4673.34 54.6286
4678.88 45.5382
4689.95 34.2571
4701.03 27.6751
4712.10 23.4284
4734.25 18.3435
4756.39 15.4405
4778.54 13.5757
4822.83 11.3251
4867.12 10.0118
4911.42 9.14575
4933.56 8.81444
4955.71 8.53393
4977.85 8.30234
4988.93 8.21048
5000.00 8.14814
5004.80 8.13836
5009.59 8.14835
5014.39 8.19394
5019.19 8.31219
5021.59 8.42547
5023.98 8.60777
5026.38 8.91584
5028.78 9.47962
5029.98 9.94970
5031.18 10.6543
5032.38 11.7757
5033.58 13.7131
5034.78 17.4838
5035.38 20.8675
5035.97 26.3357
5036.57 36.0130
5036.87 43.8642
5037.17 55.2970
5037.47 72.8405
5037.77 101.136
5038.07 149.253
5038.37 232.635
5038.69 367.504
5039.00 457.268
5039.32 366.660
5039.63 231.835
5039.82 172.610
5040.02 131.201
5040.41 82.0929
5040.80 56.4110
5041.19 41.7968
5041.58 32.7676
5041.97 26.8657
5042.74 19.8905
5043.52 16.0967
5044.30 13.8158
5045.86 11.3319
5047.42 10.0779
5048.97 9.35682
5050.53 8.90242
5052.09 8.59620
5055.20 8.21781
5058.32 7.99719
5061.43 7.85336
5064.55 7.75141
5070.78 7.61264
5077.01 7.51750
5083.24 7.44368
5089.46 7.38172
5101.92 7.27718
5114.38 7.18687
5139.30 7.02808
5164.22 6.88629
5189.13 6.75571
5238.97 6.51833
5338.64 6.10502
5438.31 5.73816
5637.65 5.04969
5836.99 4.32106
6036.33 3.44210
6136.00 2.90356
6235.67 2.26990
6335.34 1.52234
6435.01 0.686327
6484.84 0.299337
6509.76 0.151210
6522.22 0.0992321
6528.45 0.0809046
6534.68 0.0687552
6540.91 0.0637523
6547.14 0.0670328
6553.37 0.0799408
6559.60 0.104080
6565.83 0.141414
6572.06 0.194367
6578.28 0.266077
6584.51 0.360759
6596.97 0.646763
6603.20 0.864590
6609.43 1.17386
6615.66 1.67008
6618.78 2.07226
6621.89 2.71030
6625.00 3.90628
6626.56 4.99493
6628.12 6.84453
6629.68 10.4481
6630.46 13.7216
6631.23 19.1198
6632.01 28.9951
6632.40 37.2884
6632.79 49.8585
6633.18 70.1413
6633.57 105.175
6633.96 171.087
6634.35 302.220
6634.67 483.096
6635.00 603.497
6635.33 483.336
6635.65 302.867
6635.92 203.789
6636.19 142.097
6636.46 103.338
6636.72 78.0873
6637.26 48.9270
6637.79 33.6518
6638.32 24.7640
6638.86 19.1751
6639.93 12.8529
6640.99 9.57275
6642.06 7.68120
6644.20 5.74455
6646.33 4.88368
6648.47 4.48512
6652.74 4.29342
6657.01 4.47017
6661.28 4.83472
6669.82 5.92942
6686.90 9.44667
6703.98 15.4027
6721.06 25.6119
6738.14 43.8148
6755.22 77.8106
6772.30 142.913
6790.65 266.495
6809.00 383.344
6827.35 349.446
6845.70 247.166
6861.20 180.624
6876.69 136.361
6892.18 107.056
6907.68 87.0503
6938.67 62.4893
6969.65 48.5390
7000.64 39.7870
7031.63 33.8786
7093.61 26.5254
7155.58 22.1969
7217.56 19.3733
7279.53 17.3960
7341.51 15.9376
7465.46 13.9329
7589.41 12.6183
7713.37 11.6855
7837.32 10.9845
8085.22 9.98168
8333.13 9.26097
8457.08 8.94953
