Y-90(n,g) ENDF/B-VII.1
3897.54 0.184076
3905.42 0.113637
3913.30 0.0774214
3921.18 0.0563795
3929.06 0.0430807
3936.95 0.0341448
3952.71 0.0232565
3968.47 0.0171380
4000.00 0.0109141
4037.32 0.00771479
4074.64 0.00632270
4111.96 0.00589403
4149.29 0.00630784
4186.61 0.00810141
4205.27 0.0101359
4223.93 0.0139871
4233.26 0.0172783
4242.59 0.0223313
4251.92 0.0306348
4261.25 0.0456661
4265.92 0.0582188
4270.58 0.0771970
4275.25 0.107860
4279.91 0.162172
4282.24 0.206598
4284.58 0.272426
4286.91 0.376007
4289.24 0.552436
4291.57 0.889628
4292.74 1.18616
4293.91 1.65692
4295.07 2.46616
4296.24 4.00991
4296.82 5.34720
4297.40 7.40120
4297.99 10.6738
4298.57 15.9385
4299.29 25.5757
4300.00 32.0237
4300.72 25.5616
4301.43 15.9295
4302.27 9.05720
4303.10 5.56938
4303.94 3.70126
4304.77 2.61712
4305.61 1.93970
4306.44 1.49223
4308.12 0.958570
4309.79 0.666178
4311.46 0.489581
4314.80 0.296403
4318.14 0.198798
4321.49 0.142819
4324.83 0.107775
4328.17 0.0843980
4334.85 0.0561306
4341.54 0.0403489
4348.22 0.0306510
4354.91 0.0242719
4368.28 0.0166703
4381.65 0.0124939
4408.38 0.00832719
4435.12 0.00643665
4461.86 0.00547779
4515.34 0.00479473
4568.81 0.00507262
4622.29 0.00669128
4649.03 0.00892938
4662.39 0.0110805
4675.76 0.0148842
4689.13 0.0227426
4695.82 0.0303837
4702.50 0.0440650
4705.84 0.0554426
4709.19 0.0726343
4712.53 0.100472
4715.87 0.150091
4717.54 0.191022
4719.21 0.252198
4720.88 0.349633
4722.56 0.518812
4724.23 0.851848
4725.06 1.15474
4725.90 1.65206
4726.73 2.55256
4727.15 3.30085
4727.57 4.41793
4727.99 6.18679
4728.40 9.17096
4728.82 14.5781
4729.24 24.7645
4729.62 39.6718
4730.00 49.5832
4730.38 39.6208
4730.76 24.7589
4731.03 17.5921
4731.29 12.8101
4731.55 9.60657
4731.81 7.41112
4732.34 4.73606
4732.87 3.26451
4733.39 2.37690
4733.92 1.80587
4734.97 1.14201
4736.03 0.786790
4737.08 0.575571
4739.18 0.348180
4741.29 0.235068
4743.39 0.171026
4745.50 0.131441
4747.60 0.105431
4751.82 0.0749442
4756.03 0.0592297
4764.45 0.0478777
4772.87 0.0532483
4777.08 0.0638657
4781.29 0.0848940
4785.50 0.128778
4787.60 0.169506
4789.71 0.237108
4791.82 0.360410
4792.87 0.463438
4793.92 0.618213
4794.97 0.864405
4796.03 1.28239
4796.55 1.60514
4797.08 2.04826
4797.60 2.66406
4798.13 3.51343
4799.07 5.60777
4800.00 6.99992
4800.94 5.60470
4801.87 3.51017
4802.64 2.34542
4803.42 1.62403
4804.19 1.17296
4804.97 0.880195
4806.51 0.543306
4808.06 0.367344
4809.61 0.265050
4811.16 0.200673
4814.25 0.127513
4817.35 0.0891808
4820.45 0.0666431
4826.64 0.0425605
4832.83 0.0306237
4839.02 0.0238509
4851.40 0.0168754
4863.79 0.0136092
4876.17 0.0119150
4900.94 0.0106184
4950.47 0.0116616
5000.00 0.0166079
5037.88 0.0258614
5056.82 0.0348345
5075.77 0.0504950
5094.71 0.0814432
5104.18 0.109652
5113.65 0.156152
5123.12 0.240608
5127.85 0.311063
5132.59 0.416983
5137.33 0.585417
5142.06 0.872015
5146.80 1.39835
5151.53 2.41378
5155.77 3.89750
5160.00 4.89561
5164.24 3.88580
5168.47 2.40635
5171.73 1.64350
5174.98 1.15900
5178.24 0.848716
5181.50 0.643396
5188.01 0.402352
5194.52 0.273962
5201.03 0.198377
5207.54 0.150409
5220.57 0.0955066
5233.59 0.0666068
5246.62 0.0496183
5272.66 0.0315989
5298.71 0.0228917
5324.76 0.0181958
5376.86 0.0141341
5428.95 0.0137066
5481.05 0.0167224
5507.10 0.0210751
5520.12 0.0250972
5533.14 0.0318827
5546.17 0.0449552
5552.68 0.0567790
5559.19 0.0763561
5565.70 0.112521
5568.96 0.143413
5572.22 0.191124
5575.47 0.270050
5578.73 0.412665
5580.36 0.529569
5581.98 0.699826
5583.61 0.953484
5585.24 1.33133
5587.62 2.12897
5590.00 2.66298
5592.38 2.12642
5594.76 1.33065
5597.02 0.844571
5599.27 0.565602
5601.53 0.401453
5603.78 0.299761
5608.29 0.188078
5612.80 0.132594
5617.31 0.101664
5621.82 0.0830544
5630.85 0.0636617
5648.89 0.0530589
5666.93 0.0577728
5684.97 0.0744007
5703.02 0.110913
5712.04 0.143887
5721.06 0.195682
5730.08 0.280188
5739.10 0.419637
5749.55 0.662327
5760.00 0.822883
5770.45 0.660509
5780.90 0.419170
5787.85 0.307289
5794.80 0.231418
5808.70 0.145090
5822.60 0.102937
5836.50 0.0810182
5864.30 0.0645756
5892.10 0.0676501
5919.90 0.0894497
5933.80 0.112126
5947.70 0.149956
5961.60 0.216852
5975.50 0.347306
5982.45 0.462021
5989.40 0.640517
5996.35 0.929721
6003.30 1.40521
6011.65 2.27717
6020.00 2.86622
6028.35 2.26490
6036.70 1.39655
6043.13 0.952629
6049.55 0.671943
6055.97 0.492639
6062.40 0.374182
6075.25 0.235204
6088.10 0.161161
6100.94 0.117509
6113.79 0.0897543
6139.49 0.0578853
6165.19 0.0410298
6190.89 0.0310914
6242.28 0.0206277
6293.68 0.0160332
6345.07 0.0152380
6370.77 0.0172752
6383.62 0.0198676
6396.47 0.0249255
6409.31 0.0359351
6415.74 0.0467723
6422.16 0.0660168
6428.59 0.105023
6431.80 0.141496
6435.01 0.203285
6438.22 0.320189
6439.83 0.421962
6441.44 0.581752
6443.04 0.851751
6444.65 1.35442
6445.45 1.77872
6446.25 2.41396
6447.06 3.39326
6447.86 4.90908
6448.93 7.87135
6450.00 9.85261
6451.07 7.86679
6452.14 4.90610
6453.19 3.03821
6454.25 1.98606
6455.30 1.37646
6456.36 1.00273
6457.41 0.760043
6458.46 0.595084
6460.57 0.392695
6462.68 0.278701
6464.78 0.208555
6469.00 0.130490
6473.21 0.0904034
6477.43 0.0671654
6485.86 0.0426698
6494.28 0.0306987
6502.71 0.0239692
6519.57 0.0170846
6536.43 0.0138548
6553.29 0.0121576
6587.00 0.0108667
6620.72 0.0113486
6654.43 0.0146149
6671.29 0.0193548
6679.72 0.0239819
6688.15 0.0321789
6696.57 0.0488779
6700.79 0.0646751
6705.00 0.0918629
6709.22 0.144756
6711.33 0.192234
6713.43 0.269302
6715.54 0.406096
6716.59 0.517655
6717.65 0.681375
6718.70 0.933802
6719.75 1.34422
6720.81 2.05157
6721.86 3.30076
6722.93 5.26845
6724.00 6.57651
6725.07 5.26641
6726.14 3.29890
6727.32 1.94064
6728.50 1.22338
6729.69 0.827621
6730.87 0.593452
6732.05 0.445272
6733.23 0.346449
6735.59 0.227573
6737.96 0.161965
6740.32 0.122150
6745.04 0.0785534
6749.77 0.0566413
6754.49 0.0442559
6763.95 0.0319085
6773.40 0.0267945
6782.85 0.0249933
6801.75 0.0272026
6820.65 0.0379546
6830.10 0.0496273
6839.56 0.0709419
6849.01 0.114999
6853.73 0.156810
6858.46 0.228637
6863.18 0.367459
6865.55 0.491018
6867.91 0.689458
6870.27 1.03636
6872.64 1.71693
6873.82 2.32407
6875.00 3.28344
6876.18 4.87193
6877.36 7.54863
6878.68 12.1077
6879.34 14.2601
6880.00 15.1562
6881.32 12.0994
6882.64 7.54325
6883.56 5.35374
6884.47 3.89136
6885.39 2.91455
6886.31 2.24663
6887.23 1.77642
6888.14 1.43577
6889.98 0.989788
6891.81 0.721405
6893.64 0.548530
6897.31 0.347782
6900.98 0.240476
6904.65 0.176663
6911.98 0.107846
6919.32 0.0735308
6926.65 0.0539947
6941.32 0.0337351
6955.99 0.0239834
6970.66 0.0185550
7000.00 0.0130523
7036.74 0.0100635
7073.48 0.00867778
7146.95 0.00765698
7293.90 0.00805730
7389.05 0.00946919
7484.20 0.0128824
7531.77 0.0169318
7555.56 0.0206359
7579.34 0.0269345
7603.13 0.0391998
7615.02 0.0503469
7626.92 0.0687841
7638.81 0.102602
7644.76 0.131185
7650.70 0.174782
7656.65 0.245639
7662.60 0.370372
7668.54 0.612517
7671.52 0.820131
7674.49 1.12551
7679.25 1.89149
7684.00 2.99026
7684.56 3.16386
7686.28 3.78695
7688.00 4.07957
7691.44 2.41777
7693.51 1.65263
7696.77 1.01912
7700.03 0.693439
7703.29 0.502448
7706.56 0.380807
7713.08 0.240926
7719.60 0.167117
7726.12 0.123722
7732.65 0.0961818
7745.69 0.0646592
7758.74 0.0481060
7771.78 0.0384359
7797.87 0.0283569
7850.05 0.0214331
7902.23 0.0201017
7954.41 0.0212076
8006.59 0.0254530
8032.68 0.0309072
8045.73 0.0360621
8058.77 0.0450864
8071.82 0.0633941
8078.34 0.0807407
8084.86 0.110723
8091.38 0.169498
8094.64 0.222720
8097.91 0.309932
8101.17 0.467003
8102.80 0.596922
8104.43 0.790413
8106.06 1.09452
8107.69 1.60281
8109.32 2.51306
8110.95 4.20474
8112.48 6.72288
8114.00 8.40223
8115.53 6.71847
8117.05 4.20198
8118.72 2.48407
8120.39 1.57294
8122.05 1.06903
8123.72 0.769877
8125.39 0.580380
8127.06 0.453702
8130.39 0.301165
8133.73 0.216765
8137.06 0.165452
8143.74 0.109041
8150.41 0.0804726
8157.08 0.0641037
8170.42 0.0471519
8197.10 0.0348177
8223.79 0.0308086
8330.53 0.0290644
8544.00 0.0351223
8568.53 0.0391681
8593.06 0.0500313
8605.32 0.0637419
8611.45 0.0762069
8617.58 0.0966394
8623.72 0.133345
8629.85 0.208487
8632.91 0.278577
8635.98 0.394770
8639.05 0.600035
8642.11 0.974922
8645.06 1.54225
8648.00 1.91948
8650.95 1.54079
8653.89 0.973397
8656.39 0.652514
8658.88 0.456140
8661.38 0.334552
8663.87 0.256213
8668.86 0.166705
8673.85 0.120248
8678.84 0.0933289
8683.83 0.0764090
8693.81 0.0571609
8713.77 0.0409681
8733.73 0.0343161
8773.65 0.0285895
8813.57 0.0258951
8893.40 0.0236909
8933.32 0.0270182
8943.30 0.0313457
8948.29 0.0357606
8953.28 0.0438381
8958.27 0.0608991
8960.77 0.0775416
8963.26 0.107062
8965.76 0.167050
8967.00 0.223456
8968.25 0.319539
8969.50 0.503347
8970.12 0.665184
8970.75 0.921795
8971.37 1.36342
8971.99 2.20562
8972.30 2.93677
8972.62 4.06075
8972.93 5.85309
8973.24 8.72574
8973.62 13.9609
8974.00 17.4396
8974.38 13.9445
8974.76 8.72462
8975.16 5.23831
8975.57 3.34829
8975.97 2.28579
8976.37 1.64784
8976.77 1.24047
8977.17 0.966539
8977.98 0.634621
8978.78 0.449917
8979.59 0.337092
8981.19 0.212468
8982.80 0.148941
8984.41 0.112277
8987.62 0.0738060
8994.06 0.0445601
9000.49 0.0337636
9013.35 0.0256784
9026.21 0.0226569
9077.66 0.0193249
9180.56 0.0195483
9232.01 0.0223837
9283.46 0.0308318
9309.19 0.0412556
9322.05 0.0503745
9334.91 0.0646816
9347.77 0.0887742
9360.64 0.133326
9367.07 0.170669
9373.50 0.226207
9379.93 0.311146
9386.36 0.441545
9395.18 0.704224
9404.00 0.880383
9412.82 0.702150
9421.64 0.440659
9427.34 0.323369
9433.04 0.243143
9444.44 0.150235
9455.84 0.103205
9467.24 0.0771167
9490.03 0.0520210
9512.83 0.0426987
9535.63 0.0420337
9558.43 0.0525135
9569.82 0.0677725
9581.22 0.103019
9586.92 0.139353
9592.62 0.206141
9595.47 0.261671
9598.32 0.343489
9601.17 0.467142
9604.02 0.653971
9608.01 1.03244
9612.00 1.28431
9615.99 1.03151
9619.98 0.653230
9622.70 0.473556
9625.42 0.352449
9630.86 0.214948
9636.30 0.146655
9641.75 0.109055
9652.63 0.0722960
9663.51 0.0563662
9685.28 0.0454971
9707.04 0.0458417
9728.81 0.0533579
9750.57 0.0703418
9772.34 0.106188
9783.22 0.138495
9794.10 0.188727
9805.11 0.268400
9819.56 0.424197
9834.00 0.529870
9848.45 0.426340
9862.89 0.276133
9878.13 0.181303
9893.37 0.135522
9908.61 0.117787
9923.85 0.120158
9939.08 0.145599
9954.32 0.214345
9961.94 0.283577
9969.56 0.402219
9977.18 0.617982
9980.99 0.789728
9984.80 1.02445
9988.35 1.30789
9991.90 1.63360
9999.00 2.04090
9999.99 2.03026
10000.0 0.118145
12500.0 0.0993482
15000.0 0.0861046
17000.0 0.0780531
20000.0 0.0687815
25000.0 0.0580390
30000.0 0.0507688
35000.0 0.0455218
40000.0 0.0415427
50000.0 0.0358380
60000.0 0.0318579
70000.0 0.0288551
80000.0 0.0264713
90000.0 0.0245135
100000 0.0228671
125000 0.0196686
150000 0.0173613
170000 0.0159346
200000 0.0142709
204780 0.0140432
204780 0.0140524
204802 0.0140516
300000 0.0105005
400000 0.00890116
689682 0.00779175
750000 0.00756074
785485 0.00738675
900000 0.00682527
950000 0.00675045
964369 0.00663652
1.00000E+06 0.00635402
1.01000E+06 0.00629828
