Eu-151(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
43.0538 187.603
43.0844 287.051
43.0997 368.788
43.1150 487.884
43.1303 665.401
43.1456 929.663
43.1678 1480.39
43.1900 1846.99
43.2122 1479.42
43.2344 928.366
43.2524 627.801
43.2703 439.820
43.2883 321.219
43.3062 243.708
43.3421 153.890
43.3780 106.712
43.4139 79.2030
43.4498 61.8956
43.5216 42.3375
43.5934 32.3278
43.6652 26.7787
43.8089 22.2101
43.9525 23.1724
44.0243 26.1078
44.0961 32.0422
44.1679 44.1545
44.2038 54.9863
44.2397 72.1951
44.2756 101.556
44.3115 156.708
44.3295 203.616
44.3474 274.321
44.3654 384.215
44.3833 555.827
44.3950 708.874
44.4067 883.689
44.4300 1102.24
44.4417 1037.67
44.4534 883.183
44.4767 555.201
44.5046 316.620
44.5325 197.018
44.5604 133.591
44.5883 97.0410
44.6162 74.3808
44.6441 59.5059
44.7000 41.9991
44.7558 32.6835
44.8116 27.3563
44.9232 22.5937
45.0348 22.4236
45.1465 27.4112
45.2023 34.1179
45.2581 48.4628
45.2860 62.1534
45.3139 85.2940
45.3418 127.342
45.3558 160.944
45.3697 207.074
45.3823 260.883
45.3949 322.303
45.4200 399.145
45.4452 322.686
45.4703 207.976
45.4982 128.996
45.5260 87.6495
45.5538 65.1716
45.5817 52.1733
45.6374 39.2995
45.6931 34.2538
45.8044 33.5067
45.9158 40.2165
45.9715 46.7971
46.0272 56.7848
46.0550 63.6695
46.0829 72.3570
46.1107 83.5004
46.1386 98.0830
46.1664 117.650
46.1942 144.691
46.2221 183.498
46.2499 241.760
46.2778 334.409
46.2917 402.173
46.3056 492.208
46.3195 614.237
46.3335 782.679
46.3474 1017.88
46.3613 1344.05
46.3857 2137.79
46.4100 2666.27
46.4344 2138.32
46.4587 1346.24
46.4814 865.444
46.5040 585.762
46.5266 419.922
46.5493 316.835
46.5946 204.260
46.6398 149.999
46.6851 122.101
46.7304 108.364
46.8210 106.266
46.9115 134.414
46.9568 165.671
47.0021 218.248
47.0474 310.860
47.0926 488.902
47.1153 642.721
47.1379 877.562
47.1606 1248.19
47.1832 1836.95
47.2116 2929.51
47.2400 3656.97
47.2684 2926.17
47.2968 1832.00
47.3141 1357.99
47.3314 1024.21
47.3661 624.191
47.4007 413.742
47.4354 292.943
47.4700 218.115
47.5046 168.876
47.5739 110.434
47.6432 78.4954
47.7125 59.1934
47.8510 38.0550
47.8510 38.0529
47.8511 38.0457
47.8512 38.0384
47.8513 38.0249
47.8515 37.9980
47.8521 37.9442
47.8531 37.8361
47.8552 37.6225
47.8594 37.2006
47.8678 36.3826
47.8845 34.8400
47.9180 32.0862
47.9850 27.6462
48.1189 21.6386
48.3868 15.5780
48.6547 13.2254
48.9226 12.9051
49.1905 14.4253
49.4583 18.8355
49.5923 23.2735
49.7262 31.3246
49.7932 38.4596
49.8602 50.9749
49.8937 61.8693
49.9271 79.9716
49.9606 114.499
49.9774 144.527
49.9941 189.342
50.0171 277.396
50.0400 337.698
50.0859 206.841
50.1130 153.105
50.1401 130.837
50.1942 127.553
50.2484 151.988
50.3025 202.382
50.3567 295.879
50.3837 371.930
50.4108 482.217
50.4379 648.700
50.4650 911.463
50.4920 1345.23
50.5191 2072.02
50.5496 3311.35
50.5800 4136.99
50.6105 3308.44
50.6409 2068.29
50.6678 1344.70
50.6947 911.744
50.7216 648.413
50.7485 481.136
50.8023 292.589
50.8561 196.070
50.9100 140.710
50.9638 106.224
51.0714 67.5183
51.1790 47.6349
51.2866 36.2855
51.5019 25.2325
51.7171 21.9964
51.9323 25.5582
52.0400 32.5364
52.0938 39.1543
52.1476 50.0607
52.2014 69.6132
52.2552 109.673
52.2821 147.405
52.3090 211.052
52.3225 259.950
52.3359 327.157
52.3494 420.636
52.3628 549.840
52.3746 696.828
52.3864 864.670
52.4100 1076.07
52.4218 1017.24
52.4336 873.223
52.4572 567.949
52.4822 368.669
52.5072 268.551
52.5322 223.627
52.5572 213.554
52.5821 234.066
52.6071 294.719
52.6321 426.514
52.6446 539.092
52.6571 698.754
52.6786 1085.62
52.7000 1342.80
52.7215 1077.57
52.7429 682.565
52.7573 496.822
52.7717 370.639
52.8006 225.550
52.8294 152.227
52.8582 111.204
52.8870 86.2935
52.9159 70.2791
52.9735 52.4476
53.0312 45.2506
53.0888 46.5332
53.1176 51.8962
53.1465 63.5008
53.1753 87.9290
53.2041 140.064
53.2271 210.064
53.2500 256.625
53.2730 208.969
53.2959 137.915
53.3146 99.0265
53.3332 74.7835
53.3706 49.7271
53.4079 38.6314
53.4452 33.3377
53.5199 30.4428
53.5946 33.6829
53.6692 44.2061
53.7066 54.4315
53.7439 71.1273
53.7812 100.144
53.8185 155.600
53.8372 203.438
53.8559 276.399
53.8745 391.604
53.8932 574.576
53.9049 733.037
53.9166 914.212
53.9400 1140.62
53.9517 1073.73
53.9634 913.555
53.9868 573.600
54.0059 386.939
54.0250 270.769
54.0442 197.809
54.0633 150.309
54.1015 95.4275
54.1397 66.6870
54.1780 49.9649
54.2162 39.4658
54.2927 27.6501
54.3692 21.6760
54.4456 18.4570
54.5986 16.1920
54.7515 17.8160
54.8280 20.5501
54.9044 25.7333
54.9809 36.0171
55.0191 45.1175
55.0574 59.5030
55.0956 83.9648
55.1338 129.817
55.1530 168.791
55.1721 227.480
55.1912 318.727
55.2103 461.129
55.2352 733.008
55.2600 914.262
55.2849 732.876
55.3097 461.134
55.3353 283.204
55.3609 185.449
55.3866 129.990
55.4122 96.5388
55.4634 60.8553
55.5147 43.7748
55.5659 34.7101
55.6171 29.7332
55.7196 26.3538
55.8221 29.3138
55.8733 33.8638
55.9246 42.1173
55.9758 57.5464
56.0270 89.4478
56.0527 119.109
56.0783 167.934
56.1039 253.237
56.1295 406.757
56.1548 643.707
56.1800 801.605
56.2053 643.661
56.2305 406.894
56.2474 296.228
56.2643 221.086
56.2980 134.970
56.3318 91.8840
56.3655 68.1297
56.4330 45.0913
56.5005 35.5262
56.6355 30.7266
56.7705 35.4655
56.9054 50.9748
56.9729 66.5589
57.0404 93.2857
57.0742 114.176
57.1079 143.685
57.1417 187.104
57.1754 254.357
57.2092 365.779
57.2260 450.452
57.2429 566.821
57.2598 731.300
57.2767 969.966
57.2935 1323.91
57.3104 1847.87
57.3352 2951.10
57.3600 3685.23
57.3848 2949.46
57.4096 1845.94
57.4312 1207.57
57.4529 822.711
57.4745 587.285
57.4961 437.004
57.5393 266.936
57.5826 179.553
57.6258 129.337
57.6691 98.0323
57.7555 62.9272
57.8420 44.9912
57.9285 34.9015
58.1015 25.7154
58.2744 24.7643
58.3609 27.3710
58.4474 33.4531
58.5339 46.5085
58.5771 58.3797
58.6203 77.3557
58.6636 109.819
58.7068 170.832
58.7284 222.652
58.7501 300.591
58.7717 421.344
58.7825 505.243
58.7933 609.133
58.8075 777.529
58.8217 969.733
58.8500 1209.70
58.8642 1138.75
58.8784 968.949
58.9067 607.956
58.9363 369.195
58.9658 238.616
58.9954 164.709
59.0249 120.109
59.0545 91.5176
59.0841 72.2288
59.1432 48.7664
59.2023 35.6509
59.2614 27.6127
59.3797 18.7270
59.4979 14.2540
59.6161 11.7958
59.8526 9.82797
60.0891 10.4806
60.2073 12.0751
60.3256 15.3256
60.4438 22.1966
60.5029 28.6083
60.5620 39.2836
60.6212 58.8110
60.6507 75.1778
60.6803 99.8686
60.7098 139.282
60.7394 206.704
60.7690 331.334
60.7837 432.574
60.7985 573.186
60.8243 914.879
60.8500 1142.58
60.8758 914.437
60.9015 572.642
60.9184 415.272
60.9353 307.575
60.9691 182.861
61.0029 119.569
61.0366 84.1067
61.0704 62.5313
61.1042 48.5284
61.1718 32.1736
61.2393 23.4307
61.3069 18.2804
61.4420 12.9617
61.4420 12.9612
61.4421 12.9597
61.4421 12.9582
61.4422 12.9555
61.4425 12.9498
61.4429 12.9387
61.4438 12.9165
61.4456 12.8726
61.4492 12.7861
61.4564 12.6191
61.4709 12.3072
61.4997 11.7658
61.5574 10.9643
61.6728 10.2603
61.7883 10.6269
61.9037 12.3569
62.0191 16.6811
62.0768 20.9071
62.1345 28.0903
62.1922 41.5084
62.2210 52.9636
62.2499 70.5602
62.2788 99.3755
62.3076 150.492
62.3365 250.344
62.3509 335.891
62.3653 459.860
62.3765 587.247
62.3877 732.648
62.4100 914.363
62.4324 732.535
62.4547 459.850
62.4761 290.697
62.4975 193.699
62.5189 136.754
62.5402 101.531
62.5830 62.9922
62.6258 44.0014
62.6685 33.6124
62.7113 27.6349
62.7968 22.6266
62.8823 23.7654
62.9251 26.9760
62.9679 33.1432
63.0106 44.7312
63.0534 67.9062
63.0748 88.4174
63.0961 120.324
63.1175 171.798
63.1389 255.614
63.1517 325.575
63.1645 405.505
63.1900 505.360
63.2156 404.923
63.2411 254.574
63.2591 181.126
63.2771 132.277
63.2951 99.7552
63.3132 77.5704
63.3492 50.6780
63.3852 35.8846
63.4212 26.9637
63.4573 21.1940
63.5293 14.4328
63.6014 10.7626
63.6734 8.53889
63.8175 6.07365
63.9616 4.79636
64.1057 4.04719
64.3939 3.26281
64.9703 2.80976
65.5467 3.05497
66.1231 4.09413
66.4113 5.22214
66.6995 7.29099
66.9877 11.6082
67.1318 15.7589
67.2759 23.0108
67.4200 37.4253
67.4921 50.6676
67.5641 72.7031
67.6001 89.6448
67.6362 113.308
67.6722 147.717
67.7082 200.250
67.7442 285.630
67.7622 349.350
67.7803 435.511
67.7983 554.864
67.8163 723.788
67.8343 966.849
67.8523 1314.92
67.8812 2102.17
67.9100 2626.40
67.9389 2101.13
67.9677 1313.75
68.0013 750.081
68.0350 462.688
68.0686 308.323
68.1022 218.520
68.1359 162.450
68.1695 125.368
68.2368 81.2103
68.3040 57.0930
68.3713 42.6042
68.5058 27.0700
68.6403 19.9157
68.7749 17.5251
68.8421 18.5231
68.9094 22.9574
68.9430 28.2406
68.9766 38.4771
69.0103 60.2684
69.0271 80.2777
69.0439 110.886
69.0670 171.968
69.0900 212.602
69.1131 171.480
69.1361 109.949
69.1607 68.5684
69.1852 46.1757
69.2098 33.5725
69.2344 25.9756
69.2835 17.7737
69.3326 13.6911
69.4309 9.90026
69.5292 8.25240
69.7257 7.07464
69.9222 7.24134
70.1187 8.76804
70.2170 10.4615
70.3153 13.4792
70.4135 19.4280
70.4627 24.8101
70.5118 33.6371
70.5609 49.6230
70.5855 62.9749
70.6100 83.1035
70.6346 115.317
70.6592 170.699
70.6837 274.159
70.6960 359.048
70.7083 478.038
70.7292 760.628
70.7500 949.040
70.7709 761.050
70.7917 479.086
70.8096 318.207
70.8275 220.668
70.8454 160.785
70.8633 122.599
70.8991 79.7382
70.9349 58.4211
70.9706 47.0604
71.0064 41.0835
71.0780 38.5702
71.1496 46.5768
71.1854 56.2136
71.2212 72.6681
71.2569 101.803
71.2927 157.740
71.3106 205.892
71.3285 279.019
71.3464 393.671
71.3643 574.386
71.3872 914.847
71.4100 1141.82
71.4214 1074.67
71.4329 914.081
71.4557 573.111
71.4699 423.287
71.4841 318.548
71.5124 194.007
71.5407 129.027
71.5691 91.9366
71.5974 69.0771
71.6258 54.1024
71.6824 36.4657
71.7391 27.0015
71.7958 21.4826
71.9092 16.2108
72.0225 15.3453
72.0792 16.5123
72.1359 19.3900
72.1926 25.5250
72.2492 39.3823
72.2776 53.1067
72.3059 77.0572
72.3343 122.350
72.3626 212.751
72.3863 336.785
72.4100 419.328
72.4337 336.489
72.4574 212.243
72.4832 127.345
72.5091 82.1474
72.5349 57.0749
72.5607 42.1602
72.6124 26.3802
72.6641 18.7921
72.7157 14.6599
72.7674 12.2497
72.8707 10.0527
72.9740 10.0458
73.0774 12.8317
73.1290 16.6623
73.1807 25.0237
73.2065 33.1092
73.2323 46.9083
73.2582 72.2146
73.2840 120.706
73.3070 190.257
73.3300 236.585
73.3530 190.170
73.3760 120.578
73.3991 75.8848
73.4221 50.9069
73.4452 36.5465
73.4682 27.8043
73.5143 18.3944
73.5605 13.8643
73.6527 10.1983
73.7449 9.54250
73.8371 10.9531
73.8832 12.7803
73.9294 16.0203
73.9755 22.0305
74.0216 34.4071
74.0446 45.8780
74.0677 64.6738
74.0908 97.3173
74.1138 155.565
74.1369 246.617
74.1600 307.298
74.1831 246.485
74.2062 155.359
74.2297 96.1529
74.2533 63.3626
74.2768 44.6251
74.3004 33.2493
74.3474 20.9737
74.3945 14.9500
74.4416 11.5984
74.4886 9.56898
74.5828 7.40147
74.7711 6.01888
74.9594 6.22452
75.1476 7.77816
75.2418 9.45365
75.3359 12.4169
75.4301 18.2314
75.4772 23.4587
75.5242 31.9444
75.5713 47.0087
75.6184 77.3524
75.6419 105.212
75.6654 150.624
75.6772 184.303
75.6890 229.094
75.7007 289.010
75.7125 368.359
75.7244 470.445
75.7363 586.967
75.7600 732.574
75.7719 689.664
75.7838 586.851
75.8075 368.284
75.8323 223.477
75.8572 144.514
75.8820 99.9274
75.9068 73.0893
75.9317 55.9349
75.9565 44.4030
76.0062 30.4689
76.0558 22.7804
76.1055 18.1601
76.2048 13.2740
76.3041 11.0933
76.4035 10.2017
76.6021 10.6075
76.8008 13.8029
76.9001 17.2118
76.9994 23.1825
77.0987 34.7625
77.1484 45.0680
77.1981 61.6415
77.2477 90.7051
77.2726 114.121
77.2974 148.157
77.3222 199.884
77.3470 282.576
77.3719 421.589
77.3967 660.222
77.4234 1052.73
77.4500 1314.46
77.4767 1052.76
77.5033 660.601
77.5346 378.664
77.5659 235.902
77.5972 159.723
77.6286 115.735
77.6599 88.5414
77.6912 70.8372
77.7538 50.5987
77.8164 41.0417
77.8791 38.0452
77.9417 43.2455
77.9730 53.1568
78.0043 76.1832
78.0500 125.094
78.0729 106.019
78.0957 77.4092
78.1282 54.7484
78.1608 45.9323
78.2258 43.5332
78.2909 50.3802
78.3560 66.1147
78.3885 79.2135
78.4210 98.1491
78.4536 126.516
78.4861 171.236
78.5186 246.832
78.5349 305.400
78.5511 387.208
78.5674 505.300
78.5837 681.274
78.5999 951.255
78.6162 1366.03
78.6381 2180.46
78.6600 2723.26
78.6819 2179.76
78.7038 1365.28
78.7275 813.410
78.7511 518.222
78.7748 354.015
78.7984 256.196
78.8221 194.135
78.8457 152.652
78.8930 102.864
78.8930 102.849
78.8931 102.788
78.8932 102.736
78.8933 102.630
78.8936 102.420
78.8942 101.995
78.8953 101.154
78.8976 99.5075
78.9021 96.3571
78.9112 90.5565
78.9294 80.6613
78.9658 66.0020
79.0387 49.1196
79.1115 41.4529
79.1843 39.8024
79.2571 44.7841
79.2936 51.4215
79.3300 63.4348
79.3664 86.1148
79.3846 105.191
79.4028 133.761
79.4210 178.757
79.4301 211.254
79.4392 253.906
79.4483 310.895
79.4574 387.992
79.4665 493.235
79.4756 635.718
79.4842 808.931
79.4928 1007.04
79.5100 1254.80
79.5186 1181.78
79.5272 1006.76
79.5444 635.356
79.5554 468.740
79.5663 353.461
79.5882 218.139
79.6101 148.567
79.6319 109.349
79.6757 70.0970
79.7195 52.5601
79.7632 43.9271
79.8070 39.8024
79.8945 39.2600
79.9820 47.6350
80.0258 56.8939
80.0696 72.5867
80.1133 100.819
80.1352 123.823
80.1571 157.499
80.1790 209.082
80.2008 292.389
80.2227 434.389
80.2446 682.441
80.2673 1079.69
80.2900 1344.54
80.3127 1080.76
80.3354 684.870
80.3568 442.585
80.3781 302.728
80.3995 220.473
80.4209 169.785
80.4636 115.337
80.5064 90.1992
80.5918 74.4671
80.6773 81.5968
80.7628 110.651
80.8055 138.930
80.8483 184.417
80.8910 261.583
80.9124 321.041
80.9337 403.514
80.9551 521.165
80.9765 693.917
80.9978 953.540
81.0192 1343.29
81.0496 2143.58
81.0800 2676.68
81.1104 2141.84
81.1408 1340.67
81.1702 840.114
81.1996 554.352
81.2289 387.100
81.2583 283.727
81.3171 170.252
81.3758 113.513
81.4346 81.4040
81.4934 61.5584
81.6109 39.3980
81.7284 28.0224
81.8459 21.4953
82.0810 14.9982
82.3160 12.7655
82.5510 13.8269
82.6686 16.6596
82.7861 24.1471
82.8448 32.7708
82.9036 50.9717
82.9330 68.5718
82.9624 99.0118
82.9917 156.342
83.0064 203.792
83.0211 270.701
83.0333 343.684
83.0456 426.989
83.0700 531.206
83.0945 427.435
83.1189 271.697
83.1446 168.279
83.1703 112.259
83.1960 80.9353
83.2217 62.3560
83.2731 43.1899
83.3246 34.8389
83.4274 30.6419
83.5302 35.1811
83.6330 49.3865
83.6844 63.1189
83.7359 85.6643
83.7873 125.404
83.8387 203.340
83.8644 272.532
83.8901 381.250
83.9158 559.755
83.9415 856.919
83.9708 1367.95
84.0000 1708.34
84.0293 1367.16
84.0585 855.849
84.0830 569.379
84.1075 393.202
84.1320 283.619
84.1565 212.771
84.2055 131.557
84.2544 89.2931
84.3034 64.7872
84.3524 49.4015
84.4504 31.9919
84.5483 22.9696
84.6463 17.7898
84.8422 12.7536
85.0381 11.4724
85.1361 12.0878
85.2341 14.0520
85.3320 18.7719
85.3810 23.3413
85.4300 31.0392
85.4790 45.1772
85.5035 57.0125
85.5279 74.8068
85.5524 103.043
85.5769 150.888
85.6014 238.046
85.6137 307.910
85.6259 403.899
85.6369 515.924
85.6480 643.901
85.6700 803.967
85.6921 643.617
85.7141 403.468
85.7293 288.635
85.7444 211.511
85.7596 159.693
85.7747 124.140
85.8050 80.7723
85.8353 56.8064
85.8656 42.3372
85.8959 32.9909
85.9566 22.0893
86.0172 16.2303
86.0778 12.7269
86.1990 8.92619
86.3202 7.02838
86.4415 5.96888
86.6839 5.00103
86.9264 4.86731
87.1688 5.60154
87.2900 6.70923
87.4113 9.42618
87.4719 12.5275
87.5325 19.1612
87.5628 25.7164
87.5931 37.3549
87.6234 60.2033
87.6386 79.8790
87.6537 108.562
87.6769 170.963
87.7000 212.590
87.7232 171.068
87.7463 108.807
87.7725 65.2518
87.7987 42.6634
87.8248 30.4154
87.8510 23.2767
87.9034 15.9524
87.9557 12.6414
88.0604 10.2683
88.1652 10.1757
88.2699 11.5069
88.3746 15.0172
88.4269 18.7016
88.4793 25.9006
88.5055 32.5025
88.5317 43.4892
88.5578 63.3415
88.5840 101.191
88.6070 154.718
88.6300 190.683
88.6530 156.141
88.6760 104.083
88.6949 75.6304
88.7139 58.3549
88.7517 41.5647
88.7896 35.4127
88.8274 33.8463
88.9031 37.7351
88.9788 49.3948
89.0545 73.4005
89.0924 94.3274
89.1302 126.676
89.1491 149.755
89.1681 179.822
89.1870 219.860
89.2059 274.375
89.2248 350.560
89.2438 459.561
89.2627 618.541
89.2816 849.335
89.3108 1355.35
89.3400 1692.35
89.3546 1593.10
89.3692 1355.04
89.3984 849.149
89.4214 578.918
89.4444 407.798
89.4674 298.794
89.4904 227.093
89.5364 143.560
89.5825 99.6509
89.6285 74.2988
89.6745 58.7486
89.7665 42.8626
89.8585 38.7225
89.9506 46.4566
89.9966 59.3315
90.0426 87.8589
90.0656 115.023
90.0886 160.119
90.1116 239.334
90.1346 382.197
90.1573 603.001
90.1800 749.913
90.2027 602.154
90.2254 380.627
90.2521 220.827
90.2788 139.674
90.3055 96.1967
90.3322 70.9338
90.3857 44.7683
90.4391 32.4633
90.4925 25.9293
90.5459 22.2911
90.6528 19.6735
90.7596 21.6683
90.8130 24.9804
90.8664 31.1480
90.9199 42.9342
90.9733 67.8836
91.0000 91.5555
91.0267 131.285
91.0534 202.522
91.0801 335.022
91.1051 531.871
91.1300 663.065
91.1550 531.537
91.1799 334.476
91.1964 243.295
91.2128 181.025
91.2458 109.071
91.2787 72.6386
91.3116 52.2538
91.3445 39.8536
91.3775 31.8083
91.4433 22.4209
91.5092 17.4189
91.5750 14.4975
91.7067 11.5651
91.9701 10.3391
92.2336 12.1440
92.4970 17.6422
92.6287 23.2122
92.7604 32.9490
92.8921 51.9202
92.9579 68.8579
93.0238 96.1196
93.0897 143.851
93.1226 182.193
93.1555 237.691
93.1884 321.559
93.2214 454.441
93.2543 675.167
93.2872 1048.07
93.3236 1675.20
93.3600 2092.88
93.3964 1674.31
93.4328 1047.08
93.4546 779.097
93.4765 589.334
93.5201 360.199
93.5637 238.752
93.6074 168.725
93.6510 125.259
93.6947 96.6436
93.7819 62.7035
93.8692 44.2242
93.9565 33.1251
94.1311 21.1293
94.3057 15.2557
94.4802 12.1035
94.8294 9.64065
95.1785 10.4012
95.3531 12.2788
95.5276 16.1087
95.7022 24.2625
95.7895 31.9595
95.8768 44.9597
95.9641 69.3052
96.0077 90.2259
96.0513 122.614
96.0950 176.233
96.1168 216.987
96.1386 273.000
96.1604 352.128
96.1823 467.030
96.2041 637.487
96.2259 889.929
96.2580 1421.22
96.2900 1774.93
96.3221 1420.68
96.3541 889.321
96.3744 651.453
96.3947 486.361
96.4353 291.903
96.4759 191.521
96.5165 134.659
96.5572 99.8096
96.5978 77.0769
96.6790 50.4016
96.7602 36.0863
96.8414 27.6424
97.0039 18.9714
97.1663 15.6533
97.3287 16.0991
97.4100 18.6307
97.4912 25.3885
97.5318 32.8330
97.5724 47.3845
97.5927 60.2520
97.6130 80.3995
97.6333 113.340
97.6536 167.984
97.6652 211.928
97.6768 262.114
97.7000 324.874
97.7232 262.505
97.7464 168.818
97.7748 99.6627
97.8031 65.7091
97.8315 48.1562
97.8598 38.3990
97.9165 29.2889
97.9732 26.3093
98.0866 28.3152
98.2000 39.0504
98.2000 39.0533
98.2000 39.0548
98.2000 39.0592
98.2001 39.0621
98.2001 39.0680
98.2002 39.0798
98.2004 39.1049
98.2007 39.1552
98.2014 39.2561
98.2027 39.4581
98.2054 39.8705
98.2108 40.7215
98.2217 42.5412
98.2433 46.7120
98.2866 57.7894
98.3299 74.3138
98.3732 100.126
98.4165 143.084
98.4598 220.847
98.4815 284.521
98.5031 377.047
98.5248 514.391
98.5464 717.792
98.5782 1146.34
98.6100 1431.81
98.6418 1145.68
98.6736 716.861
98.6943 520.431
98.7151 385.593
98.7565 228.857
98.7980 149.005
98.8394 104.134
98.8808 76.7455
98.9223 58.9139
99.0052 37.9704
99.0881 26.6381
99.1710 19.8289
99.3368 12.3907
99.5025 8.61216
99.6683 6.41921
99.9999 4.07811
100.000 122.981
125.000 107.949
150.000 96.9875
170.000 90.1512
200.000 81.9912
250.000 70.9866
300.000 63.9741
350.000 58.1329
400.000 53.4751
500.000 46.9823
600.000 41.9842
720.000 37.7115
800.000 35.4768
1000.00 30.9827
1250.00 26.9091
1500.00 23.9892
1700.00 22.1562
2000.00 19.9926
2500.00 17.4971
3000.00 15.4973
3500.00 14.0894
4000.00 12.9943
5000.00 11.1980
6000.00 10.0195
7200.00 8.88703
8000.00 8.29731
10000.0 7.30685
12500.0 6.36482
15000.0 5.71520
17000.0 5.27464
20000.0 4.76438
21644.0 4.55971
22000.0 4.51855
25000.0 3.91545
30000.0 3.41529
35000.0 3.10043
40000.0 2.86334
50000.0 2.46225
60000.0 2.21047
70000.0 2.06056
80000.0 1.90974
90000.0 1.78900
99999.9 1.70920
100000 1.70000
150000 1.50460
197510 1.30910
197511 1.30910
197810 1.30840
197813 1.30839
244830 1.12790
262140 1.05950
262141 1.05950
300000 0.926070
309050 0.909140
309560 0.908250
352140 0.775440
355960 0.762840
355963 0.762835
418780 0.661670
418781 0.661669
500000 0.569010
800000 0.421530
1.00000E+06 0.366330
1.20000E+06 0.321860
1.30000E+06 0.301890
1.35000E+06 0.292270
1.40000E+06 0.282870
1.45000E+06 0.273700
1.50000E+06 0.264740
1.55000E+06 0.256000
1.60000E+06 0.247460
1.65000E+06 0.239080
1.70000E+06 0.230920
1.90000E+06 0.200300
2.10000E+06 0.172730
2.35000E+06 0.142370
2.68450E+06 0.102890
3.00000E+06 0.0775290
3.50000E+06 0.0477800
4.42440E+06 0.0180260
4.92390E+06 0.0106410
5.48590E+06 0.00599680
6.00000E+06 0.00371900
6.50000E+06 0.00245288
7.00000E+06 0.00158530
7.61340E+06 0.000980412
7.98730E+06 0.000741653
8.00000E+06 0.000733544
8.75000E+06 0.000432077
9.00000E+06 0.000366551
9.50000E+06 0.000316557
1.05000E+07 0.000308370
1.15000E+07 0.000379323
1.25000E+07 0.000518499
1.35000E+07 0.000682235
1.41000E+07 0.000775019
1.44460E+07 0.000812788
1.60000E+07 0.000982418
1.65000E+07 0.000996063
1.70000E+07 0.00100971
1.75000E+07 0.00102335
1.80000E+07 0.00103700
1.90000E+07 0.00106429
2.00000E+07 0.00109158
