Cd-112(n,g) ENDF/B-VII.1
66.8461 936.805
66.8613 669.770
66.8766 498.323
66.9070 303.171
66.9375 202.310
66.9680 144.086
66.9985 107.633
67.0594 66.4399
67.1204 44.9889
67.1814 32.4452
67.2423 24.4897
67.3033 19.1336
67.4252 12.5950
67.5471 8.91059
67.6690 6.63263
67.7909 5.12735
68.0348 3.32482
68.2786 2.32827
68.5224 1.72029
68.7662 1.32242
69.2539 0.850797
69.7416 0.592761
70.2292 0.436533
70.7169 0.334914
71.6922 0.215344
72.6675 0.150598
73.6428 0.111913
74.6182 0.0872863
76.5688 0.0604161
78.5194 0.0520110
79.4948 0.0561326
80.4701 0.0746374
80.9577 0.0990233
81.2016 0.120907
81.4454 0.156509
81.6892 0.221570
81.8111 0.277993
81.9331 0.369178
82.0550 0.536996
82.1159 0.683777
82.1769 0.921030
82.2378 1.34937
82.2683 1.70964
82.2988 2.25998
82.3293 3.16096
82.3598 4.77024
82.3902 7.96481
82.4055 10.7509
82.4207 14.8530
82.4434 23.5816
82.4660 29.4143
82.4887 23.6274
82.5113 14.9402
82.5350 9.19693
82.5587 6.07940
82.5824 4.33396
82.6061 3.29795
82.6535 2.23081
82.7009 1.76852
82.7957 1.54589
82.8905 1.82049
82.9853 2.66526
83.0327 3.49209
83.0801 4.87448
83.1275 7.38238
83.1512 9.45759
83.1749 12.5440
83.1986 17.3719
83.2223 25.3923
83.2460 39.5971
83.2697 65.6341
83.2924 104.897
83.3150 131.057
83.3377 104.916
83.3603 65.6518
83.3766 46.1769
83.3928 33.3079
83.4091 24.7981
83.4253 19.0277
83.4578 12.0839
83.4903 8.29627
83.5228 6.03125
83.5553 4.57762
83.6203 2.89453
83.6853 1.99710
83.7503 1.46352
83.8803 0.887557
84.0103 0.599383
84.1403 0.434566
84.2703 0.331356
84.4003 0.262353
84.6603 0.178449
84.9203 0.131115
85.4403 0.0820451
85.9603 0.0581462
86.4803 0.0445515
87.5202 0.0301514
88.5602 0.0228276
89.6002 0.0184394
91.6802 0.0134187
95.8401 0.00875230
100.000 0.00648317
106.250 0.00464882
112.500 0.00363340
125.000 0.00260887
137.500 0.00217145
150.000 0.00202383
162.500 0.00209585
175.000 0.00244436
187.500 0.00334815
193.750 0.00427684
200.000 0.00595680
203.309 0.00744802
206.618 0.00974323
209.927 0.0135405
213.235 0.0205041
214.890 0.0264053
216.544 0.0354699
218.199 0.0504482
219.853 0.0778942
220.680 0.101139
221.508 0.136813
222.335 0.195689
223.162 0.303343
223.576 0.394291
223.989 0.533540
224.403 0.762532
224.816 1.17898
225.023 1.52884
225.230 2.06149
225.437 2.93059
225.644 4.49298
225.747 5.79021
225.850 7.74238
225.902 9.11101
225.928 9.93718
225.954 10.8770
225.980 11.9611
226.006 13.2102
226.031 14.6715
226.057 16.3816
226.070 17.3587
226.083 18.4170
226.109 20.8452
226.135 23.7982
226.161 27.4080
226.187 31.9214
226.212 37.6172
226.238 45.0064
226.264 54.7433
226.290 68.0408
226.316 86.6799
226.342 114.135
226.367 156.419
226.393 226.600
226.406 279.680
226.419 352.508
226.432 456.119
226.445 605.248
226.458 825.834
226.471 1151.46
226.490 1841.37
226.509 2301.43
226.528 1842.27
226.547 1152.08
226.561 817.971
226.574 595.799
226.587 446.843
226.600 344.703
226.627 220.011
226.653 151.548
226.680 110.171
226.706 83.6040
226.759 52.7025
226.812 36.1461
226.864 26.3144
226.917 19.9905
226.970 15.7022
227.076 10.4136
227.182 7.40550
227.287 5.53380
227.393 4.29092
227.604 2.79469
227.816 1.96366
228.027 1.45473
228.239 1.12068
228.662 0.723315
229.084 0.505131
229.507 0.372594
229.930 0.286117
230.776 0.183889
231.621 0.128092
232.467 0.0943492
233.313 0.0724090
235.004 0.0465639
236.695 0.0325118
238.387 0.0240376
240.078 0.0185404
243.461 0.0120837
246.843 0.00858517
250.226 0.00648247
253.609 0.00512304
260.374 0.00353529
267.139 0.00268425
280.670 0.00186432
294.201 0.00151880
307.732 0.00137039
334.793 0.00136790
361.854 0.00170678
375.385 0.00210254
388.916 0.00284591
402.446 0.00444603
409.212 0.00603978
415.977 0.00894496
419.360 0.0113952
422.743 0.0151454
426.125 0.0213183
429.508 0.0325827
431.199 0.0420941
432.891 0.0566632
434.582 0.0806658
436.273 0.124492
437.119 0.161499
437.965 0.218165
438.810 0.311412
439.656 0.481232
440.079 0.624208
440.502 0.842308
440.924 1.19928
441.347 1.84405
441.559 2.38233
441.770 3.19604
441.876 3.76912
441.929 4.11566
441.982 4.51151
442.034 4.96829
442.087 5.49705
442.140 6.11619
442.193 6.84460
442.246 7.71302
442.299 8.75549
442.352 10.0269
442.404 11.5928
442.457 13.5596
442.510 16.0658
442.563 19.3409
442.616 23.7144
442.669 29.7601
442.721 38.4064
442.774 51.4242
442.827 72.1833
442.880 108.236
442.906 136.867
442.933 177.929
442.959 239.483
442.986 335.164
443.012 490.624
443.039 746.549
443.069 1196.00
443.100 1495.74
443.131 1196.49
443.162 748.103
443.180 553.024
443.199 416.419
443.236 252.569
443.274 166.317
443.311 116.804
443.349 86.1663
443.386 66.0281
443.461 42.1753
443.536 29.1905
443.610 21.3739
443.760 12.8560
443.910 8.56696
444.059 6.11424
444.209 4.58151
444.359 3.56056
444.658 2.32782
444.957 1.64107
445.256 1.21983
445.555 0.943157
446.154 0.614342
446.752 0.434711
447.351 0.327026
447.949 0.258847
449.146 0.188191
449.745 0.176439
450.343 0.183113
450.942 0.224526
451.241 0.274431
451.540 0.370534
451.839 0.578900
451.989 0.784019
452.139 1.14913
452.288 1.89231
452.363 2.59090
452.438 3.78135
452.513 6.05437
452.550 8.05256
452.587 11.2220
452.625 16.6571
452.662 27.0079
452.681 35.9516
452.700 49.6518
452.718 71.3982
452.737 106.205
452.760 170.040
452.783 212.352
452.806 169.752
452.829 106.214
452.852 65.3225
452.875 42.5240
452.898 29.3240
452.921 21.2923
452.944 16.0750
452.967 12.5492
453.013 8.23207
453.060 5.80084
453.106 4.30675
453.198 2.64828
453.290 1.79709
453.382 1.30451
453.474 0.993847
453.566 0.785381
453.751 0.531407
453.935 0.388350
454.303 0.240593
454.672 0.169065
455.040 0.128593
455.777 0.0858983
456.514 0.0642272
457.251 0.0512416
458.726 0.0363701
460.200 0.0280015
461.674 0.0225845
464.622 0.0159578
467.570 0.0120761
470.518 0.00955860
476.415 0.00656083
482.311 0.00490056
488.207 0.00388712
500.000 0.00278145
516.475 0.00213195
532.949 0.00197260
541.186 0.00208645
549.424 0.00257175
553.542 0.00329149
557.661 0.00536018
559.720 0.00824587
561.780 0.0164246
562.809 0.0277537
563.324 0.0390363
563.839 0.0595762
564.354 0.103171
564.611 0.146150
564.869 0.223504
564.997 0.287798
565.126 0.384650
565.255 0.540370
565.383 0.814321
565.448 1.03707
565.512 1.36462
565.576 1.87616
565.641 2.73571
565.705 4.34922
565.737 5.74094
565.769 7.89679
565.802 11.4979
565.834 18.0618
565.850 23.4834
565.866 31.4311
565.882 43.3606
565.898 61.1266
565.921 97.9439
565.944 122.371
565.967 97.7769
565.990 61.1314
566.011 39.1203
566.032 26.2301
566.053 18.4626
566.074 13.6004
566.116 8.15917
566.158 5.39903
566.199 3.82427
566.241 2.84609
566.325 1.74963
566.409 1.18177
566.493 0.851455
566.576 0.642279
566.660 0.501870
566.828 0.330618
566.995 0.234347
567.163 0.174886
567.330 0.135613
567.665 0.0885927
568.000 0.0626067
568.670 0.0363633
569.340 0.0240410
570.010 0.0172887
571.351 0.0105245
574.031 0.00565805
576.711 0.00395375
582.072 0.00275896
587.432 0.00237564
598.153 0.00219896
608.874 0.00227430
630.317 0.00277768
651.759 0.00384204
662.480 0.00475978
673.201 0.00616988
683.922 0.00849257
694.643 0.0127299
700.004 0.0163068
705.364 0.0217864
710.725 0.0308153
716.085 0.0473066
718.766 0.0612338
721.446 0.0825598
724.126 0.117647
726.806 0.181524
728.147 0.235261
729.487 0.317190
730.827 0.451151
731.497 0.552625
731.832 0.616747
732.167 0.692749
732.502 0.783785
732.837 0.894031
733.172 1.02938
733.507 1.19796
733.675 1.29830
733.842 1.41174
734.177 1.68827
734.512 2.05480
734.847 2.55504
735.182 3.26297
735.517 4.31065
735.852 5.95546
736.020 7.15375
736.187 8.75132
736.355 10.9473
736.522 14.0747
736.690 18.7393
736.857 26.1157
737.025 38.7110
737.109 48.5889
737.192 62.5432
737.276 83.0150
737.360 114.135
737.444 163.189
737.527 240.885
737.633 385.598
737.738 483.013
737.843 387.226
737.949 242.131
738.020 173.435
738.091 126.959
738.163 95.5821
738.234 73.9742
738.376 47.4758
738.519 32.7848
738.661 23.8963
738.804 18.1539
739.089 11.4604
739.374 7.87129
739.659 5.73327
739.944 4.35879
740.229 3.42454
740.799 2.27239
741.369 1.61672
741.940 1.20853
742.510 0.937392
743.650 0.610972
744.790 0.429543
745.930 0.318426
747.071 0.245493
749.351 0.158762
751.631 0.111147
753.912 0.0822384
756.192 0.0633928
760.753 0.0411525
765.314 0.0290570
769.875 0.0217861
774.436 0.0171057
783.558 0.0117613
792.680 0.00927020
797.240 0.00888581
801.801 0.00971570
804.082 0.0115596
806.362 0.0173401
807.503 0.0255825
808.643 0.0489759
809.213 0.0811717
809.498 0.113007
809.783 0.170425
810.068 0.290526
810.211 0.406998
810.353 0.612774
810.424 0.780785
810.496 1.02934
810.567 1.41924
810.638 2.07988
810.709 3.33558
810.745 4.43130
810.781 6.15780
810.816 9.10123
810.852 14.6155
810.870 19.3098
810.888 26.3954
810.905 37.4305
810.923 54.7022
810.946 87.4835
810.969 109.323
810.992 87.4860
811.015 54.7053
811.033 37.2028
811.051 26.1542
811.069 19.0900
811.087 14.4250
811.123 8.96261
811.159 6.06178
811.195 4.35394
811.231 3.27530
811.303 2.04188
811.375 1.39185
811.447 1.00962
811.520 0.765645
811.592 0.600988
811.736 0.399070
811.880 0.284823
812.168 0.167066
812.456 0.110736
812.744 0.0794993
813.321 0.0478609
814.474 0.0247652
815.626 0.0165194
817.932 0.0105161
820.237 0.00836207
824.849 0.00679814
829.460 0.00629870
838.682 0.00627708
847.904 0.00702136
857.126 0.00872379
866.348 0.0124768
870.960 0.0163472
875.571 0.0245730
877.876 0.0338851
879.029 0.0423511
880.182 0.0569676
881.335 0.0868323
881.911 0.115855
882.487 0.168029
882.776 0.211613
883.064 0.277803
883.352 0.385672
883.640 0.579646
883.784 0.740913
883.928 0.984035
884.072 1.37551
884.217 2.06595
884.289 2.62879
884.361 3.45887
884.433 4.75984
884.505 6.95815
884.577 11.1188
884.613 14.7331
884.649 20.4015
884.685 29.9647
884.721 47.7267
884.739 62.6821
884.757 85.0155
884.775 119.327
884.793 172.198
884.817 275.502
884.841 344.375
884.865 275.512
884.889 172.210
884.909 115.189
884.929 79.9186
884.948 57.7623
884.968 43.3289
885.008 26.6293
885.047 17.9054
885.087 12.8126
885.126 9.61340
885.205 5.97488
885.284 4.06732
885.362 2.94919
885.441 2.23730
885.520 1.75766
885.678 1.17070
885.836 0.839377
885.993 0.634395
886.151 0.498927
886.466 0.336918
886.782 0.247737
887.413 0.158933
888.043 0.118966
888.674 0.0989621
889.936 0.0850567
891.198 0.0907919
891.828 0.101859
892.459 0.123434
893.090 0.169312
893.405 0.214105
893.721 0.294206
894.036 0.460662
894.194 0.621867
894.352 0.906973
894.509 1.48575
894.588 2.03044
894.667 2.95919
894.746 4.74189
894.785 6.31443
894.825 8.82068
894.864 13.1638
894.904 21.5156
894.923 28.8206
894.943 40.1486
894.963 58.4214
894.982 88.2354
895.006 141.281
895.029 176.456
895.052 141.041
895.076 88.2389
895.103 50.2934
895.130 30.9784
895.158 20.6181
895.185 14.5954
895.212 10.8362
895.240 8.34994
895.294 5.38696
895.349 3.76460
895.403 2.78430
895.512 1.71331
895.622 1.17234
895.731 0.862761
895.949 0.540705
896.167 0.386255
896.386 0.301248
896.822 0.217669
897.259 0.181801
897.695 0.165713
898.569 0.159586
900.315 0.194493
902.062 0.283713
902.935 0.362305
903.808 0.483322
904.681 0.681750
905.118 0.831922
905.554 1.03892
905.773 1.17308
905.991 1.33529
906.209 1.53393
906.428 1.78074
906.646 2.09261
906.864 2.49454
907.083 3.02473
907.301 3.74398
907.519 4.75375
907.737 6.23353
907.956 8.52520
908.174 12.3450
908.283 15.2871
908.392 19.3987
908.502 25.3901
908.611 34.5481
908.720 49.4792
908.829 75.7670
908.884 96.7799
908.938 126.638
908.993 169.782
909.047 231.729
909.134 370.844
909.220 464.293
909.307 371.942
909.393 232.570
909.481 141.518
909.570 91.2225
909.658 62.5477
909.747 45.1610
909.835 33.9814
909.924 26.4255
910.101 17.2276
910.278 12.0806
910.455 8.92663
910.809 5.43380
911.163 3.64837
911.517 2.61689
911.871 1.96795
912.224 1.53354
912.932 1.00636
913.640 0.710971
914.348 0.529038
915.056 0.409127
916.472 0.265850
917.887 0.186784
919.303 0.138581
920.719 0.107037
923.550 0.0696199
926.382 0.0491118
929.213 0.0366664
932.045 0.0285503
937.708 0.0189616
943.371 0.0137371
949.034 0.0105917
954.697 0.00856486
966.022 0.00624188
977.348 0.00508373
1000.00 0.00434694
1013.22 0.00455745
1026.44 0.00539234
1033.05 0.00633089
1039.67 0.00842782
1042.97 0.0109355
1046.28 0.0174806
1047.93 0.0262466
1048.76 0.0348936
1049.58 0.0505952
1050.41 0.0840231
1050.82 0.117106
1051.23 0.177032
1051.44 0.227333
1051.65 0.303272
1051.85 0.427200
1052.06 0.647322
1052.16 0.830683
1052.27 1.10231
1052.37 1.53388
1052.47 2.28020
1052.58 3.75977
1052.63 5.10369
1052.68 7.25597
1052.73 11.1902
1052.76 14.4436
1052.78 19.0620
1052.81 26.5256
1052.84 38.9442
1052.86 60.9886
1052.89 99.4272
1052.91 159.897
1052.94 200.557
1052.96 159.900
1052.99 99.4314
1053.01 62.1379
1053.03 40.8751
1053.06 28.4326
1053.08 20.7425
1053.11 15.7278
1053.13 12.3027
1053.18 8.08613
1053.23 5.70294
1053.27 4.23192
1053.37 2.60309
1053.47 1.75407
1053.56 1.26592
1053.66 0.954271
1053.75 0.747254
1053.94 0.492793
1054.13 0.350741
1054.33 0.263055
1054.52 0.205168
1054.90 0.135797
1055.28 0.0976179
1056.05 0.0591104
1056.81 0.0411384
1057.58 0.0313773
1059.11 0.0217992
1062.17 0.0154884
1065.23 0.0139910
1071.35 0.0149351
1077.46 0.0185226
1083.58 0.0251776
1089.70 0.0377988
1092.76 0.0489018
1095.82 0.0676759
1097.35 0.0839908
1098.88 0.115003
1099.65 0.148169
1100.03 0.177816
1100.41 0.228330
1100.80 0.330469
1100.99 0.428051
1101.18 0.600252
1101.37 0.951330
1101.46 1.28649
1101.56 1.85904
1101.66 2.99002
1101.70 4.01340
1101.75 5.64293
1101.80 8.60951
1101.82 11.0497
1101.85 14.6662
1101.87 20.3022
1101.89 29.6212
1101.92 46.0120
1101.94 74.1195
1101.97 119.929
1101.99 148.938
1102.01 117.893
1102.04 74.1242
1102.06 42.5667
1102.09 26.3754
1102.12 17.6343
1102.14 12.5297
1102.17 9.33307
1102.20 7.21381
1102.25 4.71604
1102.30 3.31270
1102.36 2.46490
1102.47 1.54443
1102.57 1.07501
1102.68 0.808866
1102.89 0.532229
1103.11 0.399926
1103.32 0.328535
1103.75 0.260897
1104.61 0.227617
1105.47 0.237078
1107.19 0.309908
1108.05 0.372899
1108.47 0.413427
1108.90 0.461775
1109.33 0.520019
1109.76 0.590517
1110.19 0.677014
1110.62 0.784601
1111.05 0.920959
1111.48 1.09631
1111.91 1.32747
1112.34 1.64074
1112.77 2.08108
1113.20 2.72378
1113.63 3.71618
1114.05 5.36320
1114.27 6.62906
1114.48 8.38427
1114.70 10.9379
1114.91 14.7981
1115.13 21.0507
1115.34 31.8479
1115.45 40.4213
1115.56 52.3211
1115.66 69.1884
1115.77 92.9261
1115.95 146.878
1116.12 183.668
1116.30 148.286
1116.48 92.7362
1116.66 57.0823
1116.84 37.0853
1117.02 25.5608
1117.20 18.5215
1117.38 13.9719
1117.55 10.8856
1117.91 7.12088
1118.27 5.00086
1118.63 3.69902
1119.34 2.25562
1120.06 1.51547
1120.77 1.08782
1121.49 0.818487
1122.20 0.638046
1123.63 0.418816
1125.07 0.295920
1126.50 0.220207
1127.93 0.170322
1130.79 0.110678
1133.65 0.0777809
1136.51 0.0577291
1139.37 0.0446235
1145.10 0.0291052
1150.82 0.0206394
1156.54 0.0155464
1162.26 0.0122803
1173.71 0.00866784
1185.16 0.00750636
1190.88 0.00816395
1193.74 0.00924548
1196.60 0.0115147
1199.46 0.0167393
1200.90 0.0221053
1202.33 0.0320323
1203.76 0.0534741
1204.47 0.0749130
1205.19 0.114071
1205.54 0.147143
1205.90 0.197691
1206.26 0.280592
1206.62 0.430122
1206.80 0.555367
1206.98 0.745087
1207.15 1.05246
1207.33 1.59507
1207.42 2.04533
1207.51 2.70786
1207.60 3.76763
1207.69 5.56686
1207.78 9.08708
1207.83 12.2353
1207.87 17.1749
1207.91 26.0007
1207.96 42.8840
1207.98 58.6500
1208.00 82.5604
1208.03 121.818
1208.05 187.261
1208.07 299.759
1208.10 374.819
1208.12 299.766
1208.15 187.269
1208.16 136.546
1208.18 101.479
1208.21 60.3971
1208.24 39.2960
1208.27 27.6649
1208.31 20.2660
1208.34 15.4496
1208.40 9.86218
1208.47 6.78814
1208.53 4.97420
1208.65 2.99581
1208.78 1.99328
1208.91 1.42116
1209.04 1.06435
1209.16 0.828552
1209.42 0.541680
1209.67 0.382508
1209.92 0.284765
1210.17 0.220476
1210.68 0.143731
1211.19 0.101575
1212.20 0.0590999
1213.21 0.0391942
1214.23 0.0283032
1216.25 0.0173670
1220.31 0.00940497
1224.36 0.00652142
1228.41 0.00512803
1232.47 0.00433268
1240.57 0.00348365
1256.78 0.00282689
1272.99 0.00268799
1289.21 0.00291694
1305.42 0.00385513
1313.52 0.00514650
1321.63 0.00867222
1325.68 0.0134699
1327.71 0.0182371
1329.73 0.0269366
1331.76 0.0455779
1332.77 0.0641796
1333.79 0.0981691
1334.29 0.126901
1334.80 0.170779
1335.31 0.243022
1335.81 0.373961
1336.07 0.484268
1336.32 0.651364
1336.57 0.923305
1336.83 1.41029
1336.95 1.81495
1337.08 2.42262
1337.21 3.39547
1337.33 5.07822
1337.46 8.43958
1337.52 11.4919
1337.59 16.5341
1337.65 25.9219
1337.68 33.8563
1337.71 45.4683
1337.74 64.6781
1337.78 96.6323
1337.81 158.089
1337.84 274.442
1337.87 438.088
1337.89 546.763
1337.92 438.089
1337.95 274.447
1337.97 187.632
1337.99 132.200
1338.01 96.6390
1338.03 73.0991
1338.07 45.4739
1338.11 30.7734
1338.16 22.1266
1338.20 16.6427
1338.28 10.4208
1338.37 7.09315
1338.45 5.15298
1338.53 3.89901
1338.62 3.06070
1338.78 2.02492
1338.95 1.43820
1339.12 1.07414
1339.28 0.832870
1339.62 0.543084
1339.95 0.382339
1340.29 0.284020
1340.62 0.219543
1341.29 0.142925
1341.96 0.100880
1343.29 0.0587218
1344.63 0.0390744
1345.96 0.0283951
1348.64 0.0178247
1353.98 0.0105415
1359.33 0.00839217
1364.67 0.00786700
1370.02 0.00815325
1380.71 0.0106306
1386.05 0.0131302
1391.40 0.0171198
1396.74 0.0238191
1402.09 0.0361467
1404.76 0.0465689
1407.43 0.0624970
1410.10 0.0886219
1412.78 0.135871
1414.11 0.175380
1415.45 0.235159
1416.12 0.277302
1416.79 0.331944
1417.12 0.365553
1417.45 0.404555
1417.79 0.450165
1418.12 0.503964
1418.46 0.568032
1418.79 0.645155
1419.12 0.739130
1419.46 0.855236
1419.79 1.00099
1420.13 1.18738
1420.46 1.43097
1420.79 1.75767
1421.13 2.20981
1421.46 2.86026
1421.80 3.84287
1422.13 5.42445
1422.46 8.19578
1422.63 10.4249
1422.80 13.6571
1422.96 18.5502
1423.13 26.3275
1423.30 39.2950
1423.47 61.3309
1423.65 98.2293
1423.83 123.012
1424.01 98.4933
1424.20 61.5309
1424.41 35.1944
1424.62 21.7626
1424.83 14.5123
1425.04 10.2791
1425.25 7.62871
1425.46 5.87186
1425.89 3.77347
1426.31 2.62195
1426.73 1.92506
1427.57 1.16197
1428.42 0.776178
1429.26 0.554751
1430.11 0.416114
1430.95 0.323634
1432.64 0.211828
1434.33 0.149408
1436.01 0.111063
1437.70 0.0858368
1441.08 0.0557592
1444.46 0.0392066
1447.83 0.0291348
1451.21 0.0225550
1457.96 0.0147663
1464.71 0.0105106
1471.46 0.00793584
1478.22 0.00626264
1491.72 0.00429934
1505.23 0.00324679
1532.23 0.00226085
1559.24 0.00193284
1586.25 0.00202605
1599.76 0.00231891
1613.26 0.00310365
1620.02 0.00409352
1626.77 0.00670702
1630.14 0.0102112
1633.52 0.0199736
1635.21 0.0334243
1636.05 0.0468201
1636.90 0.0712466
1637.74 0.123273
1638.16 0.174810
1638.58 0.268089
1638.79 0.346066
1639.01 0.464204
1639.22 0.655651
1639.43 0.996366
1639.53 1.27797
1639.64 1.69351
1639.74 2.35806
1639.85 3.49082
1639.96 5.71110
1640.01 7.70352
1640.06 10.8552
1640.11 16.5054
1640.17 27.7805
1640.19 38.2538
1640.22 54.4791
1640.25 81.6801
1640.27 128.156
1640.30 204.395
1640.33 254.952
1640.36 204.399
1640.38 128.161
1640.42 72.8688
1640.45 45.3768
1640.48 30.0616
1640.51 21.4021
1640.55 15.8088
1640.58 12.2164
1640.64 7.84746
1640.71 5.45159
1640.77 4.00233
1640.90 2.41603
1641.03 1.61434
1641.16 1.15430
1641.29 0.866284
1641.42 0.675393
1641.68 0.442553
1641.94 0.312613
1642.46 0.180482
1642.98 0.117840
1643.50 0.0834237
1644.54 0.0487778
1646.62 0.0237938
1648.70 0.0150716
1652.85 0.00907882
1657.01 0.00733858
1665.32 0.00724814
1673.63 0.00948518
1677.78 0.0117102
1681.94 0.0152533
1686.10 0.0212040
1690.25 0.0321742
1692.33 0.0414745
1694.41 0.0557365
1696.49 0.0792198
1698.56 0.121950
1699.60 0.157890
1700.64 0.212648
1701.68 0.302079
1702.72 0.463054
1703.24 0.597033
1703.76 0.798508
1704.02 0.940177
1704.28 1.12320
1704.54 1.36536
1704.80 1.69362
1704.93 1.90484
1705.06 2.15810
1705.19 2.46532
1705.32 2.84290
1705.45 3.31399
1705.58 3.91205
1705.71 4.68684
1705.84 5.70572
1705.97 7.10586
1706.10 9.08487
1706.23 12.0053
1706.35 16.5119
1706.48 24.0855
1706.55 29.8928
1706.61 37.9395
1706.68 49.4232
1706.74 66.3127
1706.81 91.7617
1706.87 129.388
1706.97 207.355
1707.06 258.903
1707.15 207.164
1707.24 129.941
1707.35 74.4146
1707.45 46.1385
1707.56 30.7129
1707.66 21.7911
1707.77 16.1500
1707.87 12.4463
1708.08 7.99755
1708.29 5.55653
1708.51 4.07940
1708.93 2.46470
1709.35 1.64593
1709.77 1.17698
1710.19 0.882578
1710.61 0.686627
1711.46 0.449339
1712.30 0.316833
1713.14 0.235418
1713.98 0.181850
1715.67 0.117953
1717.36 0.0827950
1719.04 0.0613989
1720.73 0.0474194
1724.10 0.0308681
1727.47 0.0218252
1730.85 0.0163526
1734.22 0.0127941
1740.96 0.00860987
1747.71 0.00635133
1761.20 0.00417518
1774.69 0.00332814
1788.18 0.00329070
1794.92 0.00380318
1801.67 0.00560125
1805.04 0.00822695
1808.41 0.0157756
1810.10 0.0263037
1811.78 0.0560773
1812.63 0.0971689
1813.05 0.138021
1813.47 0.211931
1813.89 0.368208
1814.10 0.521415
1814.31 0.793604
1814.42 1.02031
1814.52 1.35622
1814.63 1.89647
1814.73 2.82487
1814.84 4.66801
1814.89 6.34484
1814.94 9.03611
1815.00 13.9665
1815.02 17.9614
1815.05 23.8755
1815.08 33.5334
1815.10 49.0679
1815.13 76.4924
1815.15 126.568
1815.18 202.407
1815.20 252.926
1815.23 202.412
1815.25 126.573
1815.27 92.3302
1815.29 68.6387
1815.32 41.4732
1815.35 26.9219
1815.38 18.9209
1815.41 13.8416
1815.44 10.6253
1815.51 6.80538
1815.57 4.69415
1815.63 3.44505
1815.76 2.07148
1815.88 1.38074
1816.01 0.985580
1816.13 0.738709
1816.26 0.574287
1816.51 0.375804
1816.76 0.265150
1817.26 0.152580
1817.76 0.0992989
1818.26 0.0700500
1819.26 0.0406236
1821.26 0.0193185
1823.26 0.0117850
1827.26 0.00636793
1831.26 0.00446646
1847.27 0.00269820
1863.27 0.00254200
1879.28 0.00275558
1895.29 0.00329111
1911.29 0.00450837
1919.29 0.00589188
1927.30 0.00932674
1931.30 0.0138006
1935.30 0.0261068
1937.30 0.0429974
1938.30 0.0598228
1939.30 0.0904893
1940.30 0.155985
1940.80 0.220946
1941.30 0.338790
1941.55 0.437537
1941.80 0.587495
1942.05 0.831306
1942.30 1.26730
1942.43 1.62735
1942.55 2.16630
1942.68 3.02536
1942.80 4.51781
1942.93 7.45684
1942.99 10.1550
1943.05 14.5200
1943.12 22.5498
1943.15 29.1238
1943.18 38.9359
1943.21 55.0198
1943.24 81.4213
1943.27 129.091
1943.30 220.004
1943.33 353.704
1943.36 439.932
1943.39 353.710
1943.42 220.011
1943.44 137.743
1943.47 89.7801
1943.50 62.0170
1943.53 45.4921
1943.56 34.3128
1943.58 26.7289
