Mo-96(n,tot) ENDF/B-VII.1
113.884 3.04145
114.022 2.43514
114.161 2.11813
114.299 1.92892
114.576 1.71702
115.130 1.52282
115.684 1.41949
117.900 1.20675
119.008 1.17445
120.116 1.21770
120.670 1.28208
120.947 1.32870
121.224 1.38685
121.501 1.45824
121.778 1.54490
122.055 1.64919
122.332 1.77388
122.609 1.92226
122.886 2.09823
123.163 2.30643
123.440 2.55240
123.994 3.18584
124.548 4.07106
125.102 5.31724
125.656 7.09363
126.210 9.67229
126.764 13.5097
127.318 19.4132
127.872 28.9096
128.426 45.1446
128.980 75.3955
129.257 100.929
129.534 139.512
129.811 201.165
130.088 307.354
130.365 510.627
130.504 688.196
130.642 966.362
130.781 1432.40
130.919 2283.60
130.988 2986.17
131.058 4011.08
131.127 5543.36
131.196 7825.14
131.298 12708.5
131.400 16124.9
131.502 13118.5
131.604 8344.39
131.671 6110.50
131.738 4564.52
131.871 2752.48
132.005 1819.28
132.138 1289.54
132.272 963.225
132.406 748.839
132.673 494.021
132.940 353.874
133.207 268.425
133.474 212.321
133.741 173.398
134.276 124.043
134.810 94.8855
135.345 76.0757
135.879 63.1522
136.948 46.8610
138.016 37.2307
139.085 30.9827
140.154 26.6530
142.291 21.1177
144.428 17.7775
146.566 15.5668
148.703 14.0061
152.978 11.9628
157.253 10.6936
161.527 9.83281
165.802 9.21248
174.352 8.38034
182.901 7.84903
191.451 7.48087
200.000 7.21081
213.746 6.90080
227.491 6.68357
241.237 6.52266
254.982 6.39848
282.473 6.21880
309.965 6.09434
337.456 6.00240
364.947 5.93131
378.692 5.90152
385.565 5.88792
392.438 5.87526
399.311 5.86395
402.747 5.85920
406.184 5.85574
409.620 5.85534
411.338 5.85793
413.056 5.86511
413.915 5.87219
414.775 5.88381
415.634 5.90388
416.493 5.94163
416.922 5.97388
417.352 6.02344
417.781 6.10494
418.211 6.25243
418.426 6.37550
418.641 6.56142
418.855 6.86130
419.070 7.39067
419.177 7.82245
419.285 8.46065
419.392 9.46038
419.500 11.1520
419.607 14.3560
419.661 17.1473
419.714 21.5333
419.768 28.9529
419.822 42.7896
419.849 54.5145
419.875 72.0269
419.902 99.0426
419.929 140.868
419.965 221.882
420.000 275.889
420.036 221.901
420.071 140.893
420.110 85.1784
420.149 55.7697
420.188 39.4926
420.227 29.8681
420.266 23.7616
420.305 19.6928
420.383 14.7923
420.461 12.0785
420.539 10.4298
420.696 8.61409
420.852 7.69186
421.008 7.16087
421.164 6.82761
421.320 6.60487
421.632 6.33485
421.944 6.18367
422.257 6.09047
422.569 6.02893
423.193 5.95506
423.818 5.91391
424.442 5.88846
425.067 5.87148
426.316 5.85059
427.564 5.83830
428.813 5.83011
430.062 5.82413
432.560 5.81556
435.058 5.80926
440.053 5.79945
445.049 5.79126
450.044 5.78380
460.036 5.77008
480.018 5.74532
500.000 5.72296
558.616 5.66687
617.233 5.62039
734.465 5.54382
851.698 5.47846
910.314 5.44775
939.623 5.43281
954.277 5.42615
957.940 5.42519
961.604 5.42594
963.435 5.42865
965.267 5.43800
966.183 5.45169
966.641 5.46546
967.099 5.49053
967.557 5.54331
967.786 5.59475
968.015 5.68591
968.244 5.87126
968.358 6.04553
968.473 6.34241
968.587 6.91067
968.645 7.41180
968.702 8.20708
968.759 9.57793
968.816 12.1977
968.845 14.4726
968.873 17.9749
968.902 23.5707
968.931 32.5977
968.965 48.9179
969.000 59.8037
969.035 48.9213
969.069 32.6020
969.100 23.1612
969.130 17.4883
969.160 14.0161
969.190 11.7984
969.251 9.28667
969.311 7.99445
969.372 7.25059
969.432 6.78572
969.553 6.26119
969.674 5.98830
969.794 5.82898
970.036 5.65993
970.278 5.57683
970.519 5.52997
971.003 5.48170
971.969 5.44564
972.936 5.43234
974.869 5.42202
976.802 5.41772
980.668 5.41334
984.535 5.41051
1000.00 5.40173
1033.62 5.38419
1067.23 5.36671
1134.47 5.33124
1201.70 5.29461
1235.32 5.27579
1252.12 5.26658
1260.53 5.26339
1262.63 5.26390
1264.73 5.26756
1265.78 5.27368
1266.83 5.29182
1267.36 5.31699
1267.88 5.38578
1268.14 5.47648
1268.28 5.56225
1268.41 5.70989
1268.54 5.99947
1268.60 6.25986
1268.67 6.67461
1268.74 7.41850
1268.80 8.87812
1268.83 10.2210
1268.87 12.3905
1268.90 16.0844
1268.93 22.2605
1268.97 32.5927
1269.00 39.2083
1269.04 32.2800
1269.07 22.2624
1269.10 16.6908
1269.13 13.2072
1269.15 11.0115
1269.18 9.57776
1269.24 7.91802
1269.29 7.04629
1269.35 6.53784
1269.41 6.21721
1269.52 5.85464
1269.63 5.66242
1269.74 5.54961
1269.96 5.42980
1270.41 5.33687
1270.86 5.30217
1271.75 5.27607
1272.65 5.26631
1274.43 5.25854
1276.22 5.25510
1283.37 5.24854
1297.68 5.23942
1326.28 5.22188
1383.50 5.18556
1412.11 5.16658
1440.71 5.14702
1469.32 5.12723
1476.47 5.12262
1483.62 5.11909
1487.20 5.11887
1490.78 5.12310
1492.56 5.13133
1494.35 5.15694
1495.25 5.19329
1495.69 5.22952
1496.14 5.29517
1496.59 5.43279
1496.81 5.56684
1497.03 5.80277
1497.15 5.99615
1497.26 6.28249
1497.37 6.73216
1497.48 7.48754
1497.59 8.93276
1497.65 10.1970
1497.70 12.1466
1497.76 15.5054
1497.82 21.8074
1497.84 27.1669
1497.87 35.2451
1497.90 47.7933
1497.93 66.4922
1497.96 103.829
1498.00 127.813
1498.04 102.762
1498.07 66.5027
1498.10 45.6464
1498.14 32.8987
1498.17 25.0147
1498.20 20.0733
1498.26 14.2141
1498.32 11.2208
1498.38 9.45745
1498.44 8.36892
1498.56 7.13055
1498.69 6.47762
1498.81 6.09792
1498.93 5.85456
1499.05 5.69176
1499.30 5.49168
1499.54 5.37864
1500.03 5.26216
1500.53 5.20627
1501.02 5.17522
1502.00 5.14344
1503.96 5.11933
1505.92 5.10979
1509.84 5.10098
1513.76 5.09591
1529.44 5.08168
1560.81 5.05583
1623.56 5.00103
1749.04 4.87073
1874.52 4.69711
1937.26 4.58374
2000.00 4.44202
2041.96 4.32425
2052.46 4.29107
2062.95 4.25635
2073.44 4.22149
2076.06 4.21423
2078.68 4.21116
2080.00 4.21547
2081.31 4.23636
2081.96 4.26914
2082.62 4.36307
2082.95 4.48982
2083.11 4.61180
2083.27 4.82478
2083.44 5.24660
2083.52 5.63202
2083.60 6.26897
2083.68 7.42953
2083.72 8.40088
2083.77 9.86556
2083.81 12.2030
2083.85 16.2001
2083.89 23.5823
2083.93 37.4044
2083.96 57.4516
2084.00 70.8633
2084.04 57.4513
2084.07 37.4039
2084.11 24.8618
2084.14 17.8936
2084.18 13.7742
2084.21 11.2083
2084.24 9.48491
2084.28 8.34214
2084.35 6.92670
2084.42 6.11256
2084.48 5.61664
2084.62 5.06044
2084.76 4.77113
2084.89 4.60304
2085.17 4.42581
2085.71 4.28891
2086.26 4.23719
2087.35 4.19621
2088.45 4.17873
2090.63 4.16043
2092.82 4.14820
2101.57 4.10834
2110.32 4.06914
2119.06 4.02813
2154.05 3.83770
2189.05 3.58734
2224.04 3.23920
2241.53 3.00714
2259.03 2.71650
2276.52 2.34214
2294.02 1.84565
2302.77 1.53559
2311.51 1.17689
2320.26 0.774796
2329.01 0.378189
2331.20 0.298319
2333.38 0.237782
2335.57 0.207581
2336.66 0.208767
2337.76 0.224379
2338.85 0.257966
2339.94 0.313878
2341.04 0.397793
2342.13 0.516644
2343.23 0.679742
2344.32 0.898538
2345.41 1.18880
2346.51 1.57027
2348.69 2.72609
2350.88 4.72564
2353.07 8.28171
2354.16 11.0688
2355.25 14.9376
2356.35 20.4369
2357.44 28.4543
2358.53 40.5670
2359.63 59.6198
2360.72 91.2698
2361.81 147.246
2362.91 253.720
2363.45 341.883
2364.00 466.041
2365.00 800.393
2366.00 1070.86
2367.00 913.703
2368.00 607.787
2368.94 407.743
2369.87 286.397
2370.81 211.771
2371.75 163.676
2373.62 108.162
2375.50 78.6389
2377.37 60.9877
2379.24 49.5253
2382.99 35.8752
2386.74 28.2246
2390.49 23.4270
2394.23 20.1750
2397.98 17.8429
2405.47 14.7468
2412.97 12.8012
2420.46 11.4730
2427.96 10.5116
2442.95 9.21552
2457.94 8.38328
2465.43 8.07006
2472.93 7.80651
2476.67 7.69249
2480.42 7.59636
2482.30 7.56426
2483.23 7.55908
2484.17 7.57111
2485.11 7.62536
2485.57 7.69113
2486.04 7.81908
2486.51 8.09939
2486.75 8.37528
2486.98 8.86472
2487.10 9.26378
2487.21 9.85239
2487.33 10.7707
2487.45 12.3156
2487.56 15.2058
2487.62 17.7179
2487.68 21.5463
2487.74 28.0138
2487.80 39.5266
2487.83 49.3263
2487.86 63.1739
2487.89 83.7405
2487.92 114.241
2487.96 179.168
2488.00 221.110
2488.04 177.539
2488.09 114.215
2488.12 77.1940
2488.16 55.3229
2488.19 41.7729
2488.23 33.0348
2488.30 23.0405
2488.37 17.8493
2488.45 14.8096
2488.52 12.9329
2488.66 10.8033
2488.81 9.68346
2488.95 9.03127
2489.10 8.61314
2489.24 8.33227
2489.53 7.98512
2489.82 7.78633
2490.40 7.57534
2490.98 7.46755
2491.55 7.40186
2492.71 7.32237
2495.02 7.23164
2497.33 7.16744
2501.95 7.06163
2506.57 6.96850
2515.82 6.80318
2525.06 6.65801
2543.55 6.41193
2562.04 6.20911
2599.02 5.88803
2635.99 5.63694
2672.97 5.42665
2709.95 5.24060
2728.44 5.15338
2746.92 5.06929
2756.17 5.02898
2765.41 4.99226
2770.03 4.97857
2774.66 4.97812
2776.97 4.99599
2778.12 5.01899
2779.28 5.06514
2780.43 5.16911
2781.01 5.27428
2781.59 5.46541
2781.88 5.62547
2782.17 5.86743
2782.46 6.25765
2782.74 6.94608
2782.89 7.50879
2783.03 8.33318
2783.18 9.63033
2783.32 11.8037
2783.47 15.9217
2783.54 19.4623
2783.61 24.9777
2783.68 34.1919
2783.76 51.0503
2783.79 65.0264
2783.83 85.5846
2783.86 116.567
2783.90 163.247
2783.95 258.540
2784.00 320.126
2784.05 256.581
2784.10 161.732
2784.13 120.914
2784.16 92.9744
2784.22 58.5975
2784.29 40.3832
2784.35 29.8797
2784.41 23.3592
2784.47 19.0632
2784.59 13.9923
2784.71 11.1962
2784.83 9.51116
2785.08 7.67800
2785.32 6.74908
2785.56 6.21852
2785.81 5.88483
2786.05 5.66295
2786.54 5.39330
2787.02 5.24185
2788.00 5.08547
2788.97 5.00916
2789.95 4.96515
2791.89 4.91648
2795.79 4.87000
2799.69 4.84216
2807.48 4.79950
2815.27 4.76147
2846.44 4.61463
2908.77 4.30234
2971.10 3.93418
3033.44 3.46460
3064.60 3.16855
3095.77 2.81108
3126.94 2.36734
3158.10 1.80089
3173.69 1.45753
3189.27 1.06908
3204.85 0.644623
3220.44 0.240552
3224.33 0.162614
3228.23 0.106069
3230.18 0.0891629
3232.13 0.0822246
3234.07 0.0875592
3236.02 0.108011
3237.97 0.147108
3239.92 0.209251
3241.87 0.299965
3243.81 0.426234
3245.76 0.596960
3247.71 0.823580
3251.60 1.50824
3255.50 2.66575
3259.40 4.63268
3263.29 8.06151
3267.19 14.3215
3269.14 19.3801
3271.08 26.6200
3273.03 37.2885
3274.98 53.5762
3276.93 79.5270
3278.88 122.971
3280.82 199.467
3282.77 337.538
3284.33 512.999
3285.11 618.966
3285.30 647.469
3285.50 679.451
3285.60 699.397
3285.69 726.250
3285.74 745.563
3285.79 771.798
3285.84 811.621
3285.89 871.983
3285.94 976.044
3286.00 1047.31
3286.06 987.763
3286.11 895.366
3286.17 838.667
3286.23 809.070
3286.28 793.393
3286.34 785.536
3286.45 780.363
3286.56 781.163
3286.78 787.322
3287.00 792.930
3287.53 792.922
3288.06 771.158
3289.12 679.136
3291.23 455.252
3293.51 290.839
3295.79 197.744
3298.07 143.455
3300.35 109.720
3302.63 87.4556
3304.91 71.9967
3309.46 52.4225
3314.02 40.8601
3318.58 33.3840
3327.70 24.4722
3336.81 19.4369
3345.93 16.2342
3355.04 14.0223
3364.16 12.3984
3382.39 10.1461
3400.63 8.60924
3418.86 7.43340
3437.09 6.44259
3473.56 4.62420
3491.79 3.65208
3510.02 2.54795
3528.25 1.27616
3537.37 0.630654
3541.93 0.353079
3544.21 0.241707
3546.49 0.159689
3548.77 0.119436
3549.91 0.120196
3551.04 0.138450
3552.18 0.177586
3553.32 0.241565
3554.46 0.335364
3555.60 0.464706
3556.74 0.636994
3557.88 0.860698
3560.16 1.50883
3562.44 2.53099
3564.72 4.11999
3567.00 6.59117
3569.28 10.4812
3571.56 16.7475
3573.83 27.1981
3576.11 45.4815
3578.39 79.5297
3579.53 107.514
3580.67 147.759
3581.81 206.479
3582.95 291.742
3584.98 523.349
3587.00 728.582
3589.03 645.419
3591.05 444.539
3592.40 340.566
3593.75 266.003
3596.45 175.012
3599.15 125.765
3601.85 96.5239
3604.55 77.7360
3607.25 64.9031
3612.65 48.8314
3618.05 39.3766
3623.45 33.2485
3634.25 25.8824
3645.05 21.6654
3655.85 18.9541
3666.66 17.0695
3677.46 15.6852
3699.06 13.7870
3720.66 12.5478
3731.46 12.0808
3736.86 11.8784
3742.26 11.6984
3747.66 11.5500
3750.36 11.4970
3753.06 11.4744
3754.41 11.4849
3755.76 11.5229
3757.11 11.6115
3758.46 11.8043
3759.14 11.9789
3759.81 12.2541
3760.49 12.7134
3761.16 13.5502
3761.50 14.2496
3761.84 15.2996
3762.17 16.9883
3762.51 19.9322
3762.85 25.7986
3763.02 31.1833
3763.19 40.0595
3763.35 56.4267
3763.44 70.3339
3763.52 91.2258
3763.61 125.369
3763.69 184.039
3763.78 294.739
3763.82 386.434
3763.86 515.872
3763.93 818.597
3764.00 1020.16
3764.07 817.854
3764.14 514.963
3764.21 323.009
3764.28 214.686
3764.35 151.874
3764.42 113.768
3764.48 88.6146
3764.55 71.7210
3764.69 50.7892
3764.83 38.9860
3764.96 31.7121
3765.24 23.6118
3765.51 19.4397
3765.79 17.0305
3766.06 15.5097
3766.33 14.4882
3766.88 13.2407
3767.43 12.5369
3767.98 12.0976
3768.53 11.8041
3769.63 11.4426
3770.72 11.2316
3771.82 11.0930
3772.92 10.9935
3775.11 10.8551
3777.30 10.7570
3781.69 10.6115
3786.08 10.4953
3790.47 10.3930
3799.24 10.2114
3808.02 10.0492
3816.80 9.90119
3834.35 9.63813
3869.45 9.20932
3904.55 8.87181
3974.76 8.36959
4044.96 8.00946
4115.17 7.73532
4185.38 7.51769
4220.48 7.42482
4238.03 7.38204
4255.58 7.34201
4273.13 7.30589
4281.91 7.29045
4290.68 7.27865
4299.46 7.27527
4303.85 7.28109
4308.24 7.29903
4312.62 7.34690
4314.82 7.39831
4317.01 7.49449
4318.11 7.57619
4319.21 7.70107
4320.30 7.90506
4321.40 8.27125
4321.95 8.57490
4322.50 9.02989
4323.05 9.75947
4323.59 11.0328
4324.14 13.5733
4324.42 15.9081
4324.69 19.8007
4324.96 26.9952
4325.10 33.1109
4325.24 42.4830
4325.38 57.7870
4325.51 84.8632
4325.65 137.537
4325.72 182.865
4325.79 247.427
4325.89 391.265
4326.00 486.842
4326.11 390.427
4326.21 246.396
4326.31 164.156
4326.40 114.681
4326.49 83.8526
4326.58 64.2844
4326.76 41.8711
4326.95 30.2951
4327.13 23.6172
4327.31 19.4391
4327.68 14.7308
4328.04 12.2742
4328.41 10.8431
4328.77 9.93369
4329.14 9.32363
4329.87 8.57800
4330.60 8.15913
4331.33 7.90038
4332.06 7.72940
4333.53 7.52430
4334.99 7.41041
4336.45 7.34024
4337.91 7.29361
4340.84 7.23648
4343.76 7.20304
4349.61 7.16457
4355.46 7.14120
4361.31 7.12385
4373.01 7.09685
4384.71 7.07570
4396.41 7.06362
4402.26 7.06885
4405.18 7.08040
4408.11 7.10704
4411.03 7.17227
4412.50 7.24119
4413.96 7.37014
4414.69 7.48026
4415.42 7.64894
4416.15 7.92531
4416.88 8.42211
4417.25 8.83379
4417.61 9.44811
4417.98 10.4279
4418.34 12.1167
4418.71 15.4166
4418.89 18.3797
4419.08 23.1487
4419.26 31.6135
4419.44 48.5042
4419.53 63.9313
4419.62 88.4820
4419.72 129.953
4419.81 201.537
4419.90 318.933
4420.00 397.729
4420.10 320.160
4420.19 203.081
4420.27 143.358
4420.34 104.454
4420.41 79.0483
4420.48 62.1845
4420.63 41.7653
4420.77 30.7989
4420.91 24.2279
4421.06 20.0553
4421.34 15.2311
4421.63 12.6553
4421.91 11.1316
4422.20 10.1504
4422.49 9.48582
4423.06 8.66392
4423.63 8.19455
4424.21 7.90098
4424.78 7.70484
4425.93 7.46627
4427.07 7.33162
4429.36 7.19112
4431.66 7.12142
4433.95 7.08064
4438.53 7.03476
4443.12 7.00852
4447.70 6.99034
4456.87 6.96412
4475.21 6.92567
4493.55 6.89316
4530.23 6.83416
4548.57 6.80774
4557.74 6.80340
4560.03 6.81078
4562.32 6.83949
4563.47 6.88345
4564.61 7.01143
4565.19 7.18776
4565.47 7.36091
4565.76 7.66763
4566.05 8.29356
4566.19 8.87896
4566.33 9.87267
4566.48 11.7753
4566.55 13.4417
4566.62 16.0265
4566.69 20.4685
4566.76 28.6440
4566.80 35.6550
4566.83 46.2069
4566.87 62.5740
4566.91 87.8028
4566.95 136.799
4567.00 169.380
4567.05 137.301
4567.09 88.3470
4567.14 56.8651
4567.19 39.4658
4567.24 29.4016
4567.28 23.2319
4567.33 19.2316
4567.38 16.5103
4567.47 13.1726
4567.57 11.2765
4567.66 10.1228
4567.85 8.83546
4568.04 8.16954
4568.23 7.78459
4568.60 7.37595
4568.98 7.17508
4569.36 7.06135
4570.11 6.94341
4571.62 6.85324
4573.12 6.81855
4576.14 6.78966
4579.15 6.77611
4591.21 6.74883
4615.32 6.71124
4663.55 6.64248
4760.01 6.50822
4856.47 6.36826
4904.70 6.29221
4928.81 6.25189
4940.87 6.23196
4946.90 6.22618
4949.91 6.24111
4950.67 6.26065
4951.42 6.31721
4951.80 6.39430
4952.17 6.60049
4952.36 6.86455
4952.55 7.51203
4952.64 8.26007
4952.74 9.86669
4952.78 11.4483
4952.83 14.2324
4952.88 19.6043
4952.90 24.2660
4952.93 30.7448
4952.96 45.6550
4953.00 55.3386
4953.04 45.7265
4953.07 30.8020
4953.10 24.5880
4953.12 20.0097
4953.17 14.5433
4953.21 11.6822
4953.26 10.0466
4953.35 8.37531
4953.44 7.59860
4953.63 6.91305
4953.81 6.63369
4954.18 6.41101
4954.54 6.32606
4955.27 6.26085
4956.01 6.23603
4958.94 6.20690
4964.81 6.18957
4976.54 6.16542
5000.00 6.11777
5047.87 6.00903
5095.74 5.87640
5143.61 5.70520
5191.48 5.46723
5239.35 5.10008
5263.29 4.82412
5287.22 4.43268
5299.19 4.16741
5311.16 3.83061
5323.12 3.38936
5335.09 2.78959
5341.07 2.40433
5347.06 1.94384
5353.04 1.39613
5359.03 0.772504
5362.02 0.461603
5365.01 0.207212
5366.51 0.133831
5368.00 0.130050
5369.50 0.241385
5370.25 0.362300
5370.99 0.544147
5371.74 0.805381
5372.49 1.17077
5373.24 1.67396
5373.99 2.36131
5374.73 3.29766
5375.48 4.57534
5376.23 6.32834
5376.98 8.75552
5377.73 12.1593
5378.47 17.0124
5379.22 24.0765
5379.97 34.6195
5380.72 50.8203
5381.47 76.5169
5382.21 118.453
5382.96 187.307
5383.98 340.445
5385.00 479.621
5386.02 428.860
5387.04 297.732
5387.85 218.695
5388.66 165.438
5389.46 129.661
5390.27 105.035
5391.89 74.5522
5393.50 57.1773
5395.11 46.2743
5396.73 38.9380
5399.96 29.8589
5403.19 24.5736
5406.42 21.1923
5408.03 19.9655
5408.84 19.4603
5409.64 19.0484
5410.45 18.7969
5410.86 18.7947
5411.26 18.9753
5411.66 19.5778
5411.87 20.2403
5412.07 21.4358
5412.27 23.8188
5412.37 25.9499
5412.47 29.3553
5412.57 35.2181
5412.67 46.3877
5412.72 56.1345
5412.77 70.7210
5412.82 93.6522
5412.87 130.399
5412.94 198.846
5413.00 244.110
5413.06 199.066
5413.13 130.633
5413.18 93.8221
5413.23 70.8119
5413.28 56.1465
5413.33 46.4806
5413.43 35.0942
5413.53 29.1166
5413.63 25.5607
5413.73 23.3183
5413.93 20.7158
5414.13 19.2993
5414.33 18.4321
5414.73 17.4338
5415.13 16.8612
5415.54 16.4741
5416.34 15.9393
5417.14 15.5475
5417.94 15.2230
5419.55 14.6793
5421.16 14.2192
5422.76 13.8147
5425.97 13.1264
5432.40 12.0773
5438.82 11.3106
5451.67 10.2635
5464.52 9.58184
5477.37 9.10265
5490.21 8.74733
5515.91 8.25560
5541.60 7.93344
5554.45 7.81340
5567.30 7.71665
5573.72 7.67790
5580.15 7.64762
5586.57 7.62993
5592.99 7.63486
5596.21 7.65321
5599.42 7.69133
5602.63 7.76524
5605.84 7.91231
5607.45 8.04033
5609.05 8.23793
5610.66 8.56252
5612.27 9.14653
5613.07 9.63028
5613.87 10.3559
5614.67 11.5160
5615.48 13.5412
5616.28 17.5666
5616.68 21.2729
5617.08 27.4330
5617.49 38.8456
5617.69 48.5549
5617.89 63.3565
5618.09 87.6517
5618.29 130.427
5618.49 214.129
5618.59 285.239
5618.69 387.957
5618.84 614.629
5619.00 764.482
5619.16 610.494
5619.31 383.549
5619.49 224.684
5619.67 142.646
5619.84 97.7156
5620.02 71.4889
5620.20 54.9138
5620.37 43.9648
5620.72 30.8461
5621.08 23.6139
5621.43 19.2481
5622.13 14.4620
5622.84 12.0442
5623.55 10.6620
5624.25 9.79851
5624.96 9.22363
5626.37 8.52965
5627.78 8.14296
5629.19 7.90483
5630.60 7.74746
5633.42 7.55698
5636.24 7.44831
5639.06 7.37846
5641.88 7.32937
5647.52 7.26276
5653.16 7.21680
5664.45 7.14990
5675.73 7.09664
5687.01 7.04889
5709.58 6.95829
5732.15 6.86135
5743.43 6.80359
5754.71 6.73150
5766.00 6.62947
5771.64 6.55579
5777.28 6.45212
5780.10 6.38124
5782.92 6.28957
5785.74 6.16531
5788.56 5.98583
5789.97 5.86174
5791.38 5.70119
5792.80 5.48476
5794.21 5.17764
5794.91 4.97005
5795.62 4.70866
5796.32 4.37053
5797.03 3.92139
5797.38 3.64076
5797.73 3.31750
5798.08 2.95411
5798.44 2.59176
5798.79 2.41005
5798.97 2.58724
5799.14 3.28452
5799.32 5.31708
5799.41 7.45908
5799.49 11.1716
5799.58 17.8846
5799.63 23.2361
5799.67 30.7691
5799.71 41.5774
5799.76 57.3748
5799.80 80.7777
5799.85 115.852
5799.92 209.980
5800.00 297.589
5800.04 297.330
5800.08 268.312
5800.15 188.627
5800.21 140.776
5800.27 107.809
5800.33 85.5023
5800.39 70.0309
5800.51 50.7648
5800.63 39.7024
5800.75 32.7312
5800.87 28.0196
5801.11 22.1826
5801.35 18.7454
5801.59 16.5256
5801.83 14.9748
5802.07 13.8440
5802.55 12.3034
5803.03 11.3104
5803.51 10.6198
5803.99 10.1128
5804.95 9.41898
5805.90 8.96827
5806.86 8.65192
5807.82 8.41769
5809.74 8.09379
5811.65 7.88035
5813.57 7.72867
5815.49 7.61519
5819.32 7.45590
5823.15 7.34873
5830.82 7.21170
5838.48 7.12582
5846.15 7.06547
5861.48 6.98334
5892.14 6.88541
5922.80 6.82489
5953.47 6.78707
5968.80 6.77848
5984.13 6.78273
5991.80 6.79379
5999.46 6.81599
6007.13 6.85845
6014.79 6.94264
6018.63 7.01603
6022.46 7.12968
6026.29 7.31735
6030.12 7.65760
6032.04 7.94182
6033.96 8.37122
6035.87 9.06508
6037.79 10.2934
6038.75 11.2996
6039.71 12.7915
6040.67 15.1423
6041.62 19.1622
6042.58 26.8903
6043.06 33.7399
6043.54 44.7051
6044.02 63.7728
6044.50 100.912
6044.74 133.867
6044.98 185.381
6045.22 270.202
6045.46 410.728
6045.73 652.882
6046.00 812.853
6046.27 650.418
6046.55 408.151
6046.80 260.542
6047.06 175.272
6047.31 124.528
6047.57 93.0106
6048.08 58.0569
6048.59 40.4974
6049.10 30.5100
6049.61 24.3419
6050.63 17.4414
6051.65 13.8887
6052.67 11.8271
6053.69 10.5270
6054.72 9.65546
6056.76 8.59662
6058.80 8.00340
6060.84 7.63798
6062.88 7.39704
6066.97 7.10878
6071.05 6.94906
6075.14 6.85088
6079.22 6.78578
6087.39 6.70628
6095.56 6.65998
6103.73 6.62940
6111.90 6.60721
6128.23 6.57569
6144.57 6.55266
6177.25 6.51717
6209.92 6.48788
6242.60 6.46157
6307.94 6.41399
6373.29 6.37137
6405.97 6.35238
6438.64 6.33644
6454.98 6.33068
6471.32 6.32780
6487.66 6.33030
6503.99 6.34419
6512.16 6.35985
6520.33 6.38692
6528.50 6.43527
6536.67 6.52828
6540.75 6.60869
6544.84 6.73300
6548.92 6.93843
6553.01 7.31185
6555.05 7.62440
6557.09 8.09716
6559.13 8.86104
6561.17 10.2130
6562.20 11.3171
6563.22 12.9513
6564.24 15.5157
6565.26 19.8701
6566.28 28.1404
6566.79 35.3794
6567.30 46.7728
6567.81 66.1863
6568.32 102.604
6568.58 133.778
6568.83 180.725
6569.09 253.929
6569.34 368.690
6569.67 586.580
6570.00 732.015
6570.33 586.773
6570.66 368.988
6570.90 259.309
6571.14 187.539
6571.38 140.481
6571.62 108.892
6572.10 71.0179
6572.58 50.4843
6573.07 38.2365
6573.55 30.4204
6574.51 21.4005
6575.47 16.6061
6576.43 13.7690
6577.40 11.9509
6578.36 10.7192
6580.28 9.20354
6582.21 8.34226
6584.13 7.80629
6586.06 7.45006
6589.91 7.02026
6593.76 6.78004
6597.61 6.63171
6601.46 6.53330
6609.16 6.41371
6616.86 6.34527
6624.56 6.30129
6632.26 6.27048
6647.66 6.22900
6663.05 6.20064
6678.45 6.17834
6693.85 6.15912
6755.45 6.09131
