Sn-118(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 15.7198
1.25000E-05 14.5526
1.50000E-05 13.6910
2.00000E-05 12.4816
2.75000E-05 11.3309
3.50000E-05 10.5735
4.25000E-05 10.0268
5.00000E-05 9.60827
6.25000E-05 9.08628
7.50000E-05 8.70097
0.000100000 8.16011
0.000125000 7.79101
0.000150000 7.51856
0.000200000 7.13611
0.000275000 6.77222
0.000350000 6.53273
0.000425000 6.35984
0.000500000 6.22748
0.000625000 6.06242
0.000750000 5.94057
0.00100000 5.76953
0.00125000 5.65281
0.00150000 5.56665
0.00200000 5.44571
0.00275000 5.33063
0.00350000 5.25489
0.00425000 5.20022
0.00500000 5.15836
0.00625000 5.10615
0.00750000 5.06761
0.0100000 5.01352
0.0125000 4.97659
0.0150000 4.94933
0.0200000 4.91106
0.0253000 4.88362
0.0314750 4.86086
0.0376500 4.84394
0.0500000 4.82006
0.0625000 4.80349
0.0750000 4.79125
0.100000 4.77404
0.125000 4.76225
0.150000 4.75353
0.200000 4.74121
0.275000 4.72938
0.350000 4.72148
0.500000 4.71119
0.750000 4.70105
1.00000 4.69459
1.50000 4.68609
2.00000 4.68020
2.75000 4.67349
3.50000 4.66805
5.00000 4.65899
7.50000 4.64633
10.0000 4.63508
15.0000 4.61468
20.0000 4.59604
26.4237 4.57425
29.6356 4.56449
32.8474 4.55609
36.0593 4.55067
37.6652 4.55063
39.2711 4.55497
40.0741 4.56048
40.8770 4.57033
41.6800 4.58830
42.4830 4.62334
42.8844 4.65383
43.2859 4.70115
43.6874 4.77968
44.0889 4.92306
44.2896 5.04346
44.4904 5.22627
44.6911 5.52301
44.8918 6.05153
44.9922 6.48590
45.0926 7.13274
45.1930 8.15615
45.2933 9.91448
45.3937 13.3157
45.4439 16.3478
45.4941 21.2274
45.5443 29.7783
45.5944 46.6173
45.6195 61.6998
45.6446 85.6433
45.6697 125.508
45.6948 193.107
45.7224 306.494
45.7500 382.217
45.7776 306.675
45.8052 193.335
45.8380 111.184
45.8708 69.8036
45.9035 47.7660
45.9363 35.0157
45.9691 27.0808
46.0018 21.8464
46.0674 15.6213
46.1329 12.2185
46.1985 10.1647
46.3296 7.92024
46.4606 6.78716
46.5917 6.13714
46.7228 5.73012
46.8539 5.45848
47.1161 5.12962
47.3783 4.94552
47.6404 4.83199
47.9026 4.75695
48.4270 4.66670
48.9513 4.61618
49.4757 4.58475
50.0000 4.56363
50.7813 4.54266
51.5625 4.52866
53.1250 4.51079
54.6875 4.49926
56.2500 4.49063
59.3750 4.47732
62.5000 4.46638
68.7500 4.44725
75.0000 4.42973
87.5000 4.39676
100.000 4.36524
125.000 4.30395
150.000 4.24212
200.000 4.10238
222.242 4.02446
244.483 3.92723
266.725 3.79633
277.846 3.71015
280.626 3.68580
283.406 3.66078
284.797 3.64885
286.187 3.63991
286.882 3.63996
287.229 3.64357
287.577 3.65313
287.924 3.67755
288.098 3.70340
288.272 3.75132
288.359 3.79172
288.446 3.85298
288.533 3.95184
288.619 4.12568
288.706 4.47439
288.750 4.79735
288.793 5.33671
288.837 6.34111
288.858 7.19704
288.880 8.51374
288.902 10.6747
288.923 14.5247
288.945 22.0917
288.956 28.6457
288.967 38.1044
288.983 58.7589
289.000 72.5090
289.017 58.6276
289.033 38.0023
289.051 23.9285
289.069 16.4640
289.087 12.3116
289.105 9.83613
289.123 8.26328
289.141 7.20939
289.177 5.93692
289.213 5.23114
289.249 4.80088
289.321 4.32633
289.393 4.08456
289.465 3.94490
289.537 3.85692
289.609 3.79784
289.753 3.72562
289.897 3.68448
290.185 3.64088
290.474 3.61845
290.762 3.60459
291.338 3.58723
292.490 3.56576
293.642 3.54887
295.946 3.51729
298.250 3.48526
300.554 3.45198
302.859 3.41833
304.011 3.40315
304.587 3.39733
305.163 3.39470
305.739 3.40034
306.027 3.41092
306.315 3.43431
306.459 3.45568
306.603 3.48948
306.747 3.54608
306.891 3.64937
306.963 3.73552
307.035 3.86510
307.107 4.07236
307.179 4.43321
307.251 5.14440
307.287 5.79061
307.323 6.85205
307.359 8.76827
307.377 10.3569
307.395 12.7298
307.413 16.4680
307.431 22.7459
307.449 34.0459
307.467 55.2146
307.483 86.3489
307.500 107.108
307.517 86.3552
307.533 55.2222
307.551 34.2216
307.569 22.9802
307.587 16.6567
307.604 12.8955
307.622 10.4861
307.640 8.87801
307.675 6.92660
307.711 5.84250
307.746 5.18090
307.817 4.45114
307.888 4.07829
307.959 3.86302
308.030 3.72707
308.101 3.63584
308.243 3.52401
308.385 3.46023
308.527 3.41989
308.669 3.39235
308.953 3.35715
309.236 3.33515
309.804 3.30715
310.372 3.28765
310.939 3.27138
312.075 3.24230
314.346 3.18630
316.616 3.12741
321.158 2.99340
325.700 2.82969
330.241 2.62442
334.783 2.36029
337.054 2.19905
339.324 2.01610
340.460 1.91983
341.595 1.83478
342.163 1.81617
342.447 1.82720
342.731 1.87245
343.015 2.00327
343.156 2.14696
343.298 2.41661
343.440 2.98905
343.511 3.54278
343.582 4.50672
343.653 6.40681
343.689 8.12900
343.724 10.9377
343.760 15.9888
343.777 20.1636
