As-75(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
2331.25 4.59942
2331.79 4.35767
2332.33 4.24793
2333.41 4.14476
2334.49 4.09316
2336.66 4.03443
2338.82 3.99497
2343.16 3.93037
2347.49 3.86636
2351.82 3.79150
2353.98 3.74562
2356.15 3.69010
2357.23 3.65732
2358.31 3.62048
2359.39 3.57967
2360.48 3.53827
2361.02 3.52137
2361.56 3.51376
2362.10 3.52923
2362.64 3.60396
2362.91 3.69167
2363.18 3.84845
2363.45 4.13579
2363.72 4.68871
2364.00 5.86302
2364.13 6.95300
2364.27 8.73524
2364.40 11.8817
2364.54 17.8584
2364.60 23.0021
2364.67 30.6018
2364.74 42.4600
2364.81 60.4591
2364.86 78.7003
2364.90 99.8784
2365.00 130.726
2365.10 110.910
2365.19 74.2560
2365.31 45.8208
2365.43 30.8928
2365.54 22.6708
2365.66 17.7655
2365.77 14.6237
2365.89 12.4919
2366.12 9.86724
2366.35 8.34941
2366.58 7.39130
2367.05 6.27104
2367.51 5.65420
2367.97 5.27060
2368.44 5.01149
2368.90 4.82567
2369.83 4.57763
2370.75 4.41994
2371.68 4.31019
2372.60 4.22878
2374.46 4.11404
2376.31 4.03463
2380.01 3.92438
2383.72 3.84236
2387.42 3.76872
2389.28 3.73081
2391.13 3.69166
2392.06 3.67648
2392.52 3.67547
2392.98 3.68828
2393.45 3.74031
2393.68 3.80454
2393.91 3.93006
2394.14 4.19916
2394.26 4.45104
2394.37 4.85986
2394.49 5.58169
2394.60 6.96438
2394.66 8.14673
2394.72 9.92357
2394.78 12.6605
2394.83 16.7969
2394.92 25.9029
2395.00 33.0293
2395.08 28.4392
2395.17 19.9663
2395.23 15.5104
2395.29 12.4882
2395.35 10.4456
2395.41 9.03278
2395.53 7.28716
2395.65 6.30061
2395.77 5.69037
2395.89 5.28579
2396.13 4.79759
2396.37 4.51965
2396.60 4.34524
2397.08 4.14118
2397.56 4.02771
2398.04 3.95613
2399.00 3.87203
2399.96 3.82838
2400.92 3.81817
2401.39 3.83829
2401.87 3.91329
2402.11 4.01181
2402.35 4.23646
2402.47 4.46905
2402.59 4.89744
2402.71 5.77905
2402.77 6.57200
2402.83 7.74458
2402.92 10.1831
2403.00 11.7854
2403.09 10.1504
2403.17 7.73911
2403.24 6.45289
2403.30 5.64465
2403.43 4.77796
2403.56 4.36935
2403.69 4.14990
2403.95 3.93506
2404.21 3.83707
2404.73 3.74910
2405.25 3.70866
2406.30 3.66681
2407.34 3.64117
2411.50 3.57193
2419.84 3.46131
2436.50 3.24131
2453.17 2.97694
2457.34 2.89662
2461.50 2.80600
2463.59 2.75510
2465.67 2.70032
2466.71 2.67469
2467.75 2.66630
2468.27 2.69298
2468.53 2.73239
2468.79 2.81438
2469.06 2.99784
2469.19 3.17347
2469.32 3.46757
2469.45 3.99694
2469.58 5.04925
2469.64 5.98294
2469.71 7.43722
2469.77 9.78136
2469.84 13.5965
2469.92 21.1396
2470.00 26.8581
2470.08 22.8970
2470.17 15.9074
2470.24 11.3150
2470.32 8.61702
2470.40 6.97760
2470.48 5.93105
2470.63 4.73584
2470.79 4.10728
2470.95 3.73475
2471.10 3.49404
2471.41 3.20792
2471.73 3.04624
2472.04 2.94353
2472.66 2.81885
2473.91 2.68986
2475.16 2.61284
2477.66 2.50075
2480.16 2.40310
2485.15 2.20496
2490.15 1.98437
2492.65 1.86666
2495.14 1.75273
2497.64 1.66601
2500.14 1.67569
2502.64 2.01052
2503.89 2.52133
2505.14 3.61934
2505.76 4.60585
2506.38 6.12772
2507.01 8.57054
2507.63 12.6762
2508.26 20.0757
2508.57 26.0420
2508.88 34.6131
2509.19 47.3040
2509.51 66.7019
2509.82 97.1752
2510.13 145.315
2510.57 249.501
2511.00 334.497
2511.44 286.108
2511.87 190.990
2512.38 117.605
2512.89 78.1932
2513.39 56.0963
2513.90 42.7515
2514.41 34.0887
2514.92 28.1663
2515.93 20.7594
2516.95 16.4411
2517.96 13.6734
2519.99 10.4019
2522.02 8.56875
2524.05 7.41133
2528.11 6.03943
2532.17 5.25042
2536.23 4.73046
2544.35 4.06220
2552.47 3.61925
2560.59 3.27459
2568.72 2.97847
2570.75 2.91122
2572.78 2.85283
2573.79 2.83562
2574.81 2.85339
2575.31 2.90934
2575.57 2.97220
2575.82 3.08806
2576.07 3.32378
2576.20 3.53765
2576.33 3.88259
2576.46 4.48100
2576.58 5.62617
2576.65 6.62303
2576.71 8.11690
2576.77 10.4552
2576.84 14.1353
2576.92 21.3757
2577.00 26.4156
2577.08 21.9866
2577.17 15.0104
2577.24 10.7791
2577.31 8.25799
2577.39 6.69094
2577.46 5.70070
2577.61 4.56179
2577.75 3.97080
2577.90 3.62183
2578.05 3.40070
2578.34 3.14159
2578.63 2.99915
2578.92 2.91027
2579.51 2.80501
2580.68 2.69964
2581.85 2.63894
2586.54 2.50216
2591.23 2.46066
2595.92 2.59911
2598.26 2.81820
2600.61 3.24491
2602.95 4.06969
2605.29 5.73045
2606.47 7.17905
2607.64 9.39156
2608.81 12.9226
2609.98 18.8993
2611.15 29.8604
2611.74 38.9374
2612.33 52.3432
2612.91 72.9700
2613.50 106.205
2614.08 162.206
2614.67 258.266
2615.34 430.059
2616.00 560.387
2616.67 467.857
2617.34 305.154
2617.80 224.553
2618.26 169.059
2618.71 131.018
2619.17 104.457
2620.09 71.2249
2621.00 52.2667
2621.92 40.4788
2622.83 32.6627
2624.66 23.2116
2626.49 17.8783
2628.32 14.5402
2631.98 10.6789
2635.65 8.55496
2639.31 7.22176
2646.63 5.62864
2653.95 4.67567
2661.27 3.99905
2668.59 3.44285
2672.26 3.15891
2673.17 3.07554
2674.09 2.98068
2674.54 2.93250
2675.00 2.91404
2675.23 2.96677
2675.34 3.04824
2675.46 3.21995
2675.57 3.60962
2675.63 3.98042
2675.69 4.59543
2675.74 5.68132
2675.80 7.76443
2675.86 12.1984
2675.89 16.3552
2675.92 22.7004
2675.94 29.2631
2675.96 37.0065
2676.00 48.5017
2676.04 41.9199
2676.08 28.8517
2676.11 22.4413
2676.14 17.9961
2676.19 12.5811
2676.25 9.62098
2676.30 7.91374
2676.36 6.80805
2676.41 6.07403
2676.52 5.15725
2676.63 4.62691
2676.74 4.28756
2676.96 3.88598
2677.39 3.50817
2677.83 3.32543
2678.70 3.13219
2679.57 3.01736
2683.05 2.73490
2690.02 2.33070
2696.98 1.99930
2703.95 1.79948
2707.43 1.82147
2710.91 2.02723
2714.40 2.60581
2716.14 3.15548
2717.88 4.00319
2719.62 5.32422
2721.36 7.42461
2723.10 10.8839
2724.85 16.8638
2726.59 27.9636
2727.46 37.1638
2728.33 50.6663
2729.20 71.2388
2730.07 103.733
2730.94 157.032
2731.81 245.247
2732.91 420.835
2734.00 563.399
2735.10 482.104
2736.19 321.922
2737.11 225.728
2738.02 164.014
2738.94 124.195
2739.85 97.6547
2741.68 65.9499
2743.51 48.5444
2745.35 37.9273
2747.18 30.9121
2749.01 25.9471
2749.92 23.9475
2750.15 23.5098
2750.38 23.1683
2750.50 23.1042
2750.61 23.2430
2750.72 23.9183
2750.78 24.7262
2750.84 26.1497
2750.92 29.7050
2751.00 33.3523
2751.08 32.6031
2751.16 29.5717
2751.22 27.7609
2751.28 26.4447
2751.39 24.7430
2751.51 23.7341
2751.62 23.0650
2751.85 22.1730
2752.08 21.5593
2753.00 19.9235
2754.83 17.6999
2758.50 14.6499
2762.17 12.5496
2764.01 11.6979
2764.46 11.4997
2764.92 11.3219
2765.15 11.2628
2765.38 11.2847
2765.50 11.3849
2765.61 11.6463
2765.73 12.3303
2765.78 13.0245
2765.84 14.1663
2765.92 16.8331
2766.00 19.2740
2766.08 18.4407
2766.16 16.1757
2766.21 14.9771
2766.27 14.0983
2766.37 13.0013
2766.48 12.3780
2766.58 11.9878
2766.79 11.5275
2767.00 11.2565
2767.42 10.9214
2767.84 10.6943
2769.52 10.0670
2772.89 9.15676
2779.61 7.81672
2786.34 6.82722
2793.06 6.07718
2799.79 5.62786
2803.15 5.64745
2806.51 6.07797
2809.87 7.53621
2811.56 9.16891
2813.24 12.1317
2814.92 17.8417
2815.76 22.6931
2816.60 29.9353
2817.44 41.1697
2818.28 59.2699
2819.12 89.6474
2819.96 141.236
2820.98 242.145
2822.00 326.113
2823.02 282.211
2824.04 191.324
2825.03 129.434
2826.02 92.2129
2827.00 69.4560
2827.99 54.8336
2828.98 44.9483
2829.96 37.9609
2831.94 28.9464
2833.91 23.5119
2835.89 19.9375
2837.86 17.4256
2838.35 16.9306
2838.85 16.5472
2839.09 16.4739
2839.34 16.6731
2839.47 17.0560
2839.59 17.9342
2839.65 18.7664
2839.71 20.0678
2839.77 22.2191
2839.83 25.6660
2839.92 33.0933
2840.00 39.3158
2840.08 36.0449
2840.17 29.2554
2840.23 25.4308
2840.29 22.8720
2840.35 21.1290
2840.42 19.9087
2840.54 18.3534
2840.66 17.4398
2840.79 16.8339
2840.91 16.4049
2841.16 15.8170
2841.66 15.0993
2842.16 14.6166
2843.15 13.8985
2844.15 13.3302
2848.12 11.6912
2852.10 10.5848
2856.08 9.77264
2864.04 8.64541
2871.99 7.88473
2879.95 7.32054
2887.90 6.86467
2891.88 6.65495
2895.86 6.43722
2897.85 6.31281
2898.84 6.24147
2899.84 6.16017
2900.83 6.06519
2901.33 6.01324
2901.83 5.96405
2902.32 5.94055
2902.57 5.96350
2902.82 6.05213
2903.07 6.30960
2903.19 6.58355
2903.32 7.06522
2903.44 7.96750
2903.57 9.76126
2903.63 11.3311
2903.69 13.7203
2903.75 17.4386
2903.82 23.2427
2903.86 29.4880
2903.91 36.9733
2904.00 48.8863
2904.09 43.7220
2904.19 31.8456
2904.25 25.1878
2904.32 20.5967
2904.39 17.4536
2904.46 15.2811
2904.59 12.5225
2904.73 10.9253
2904.86 9.90911
2905.00 9.22730
2905.27 8.37918
2905.54 7.88011
2905.81 7.55696
2906.35 7.16394
2906.89 6.93269
2907.43 6.77878
2908.51 6.58132
2909.59 6.45359
2910.67 6.35933
2912.84 6.21897
2917.16 6.01541
2921.49 5.84655
2925.81 5.68185
2927.98 5.59330
2930.14 5.49399
2932.30 5.37373
2933.38 5.30008
2934.46 5.21282
2935.55 5.10938
2936.09 5.05508
2936.63 5.01159
2937.17 5.02152
2937.44 5.09021
2937.71 5.27384
2937.98 5.74266
2938.11 6.21637
2938.25 7.02534
2938.38 8.48418
2938.52 11.3170
2938.65 17.3502
2938.72 22.8930
2938.79 31.1990
2938.84 40.3619
2938.90 51.5219
2939.00 68.9127
2939.11 61.0628
2939.21 43.3765
2939.30 32.3983
2939.39 25.2198
2939.48 20.5290
2939.56 17.3628
2939.74 13.5314
2939.92 11.3940
2940.09 10.0738
2940.27 9.19432
2940.62 8.11895
2940.97 7.49435
2941.32 7.09264
2942.02 6.60764
2942.73 6.32854
2943.43 6.16579
2943.78 6.13819
2944.13 6.21177
2944.31 6.35988
2944.49 6.73549
2944.57 7.12802
2944.66 7.82876
2944.75 9.16334
2944.84 11.7692
2944.92 15.9685
2945.00 19.3027
2945.08 17.2969
2945.16 13.4802
2945.23 11.3225
2945.29 9.90747
2945.35 8.96201
2945.41 8.31261
2945.54 7.50817
2945.66 7.05612
2945.91 6.58027
2946.16 6.34113
2946.66 6.09944
2947.15 5.97310
2948.15 5.82972
2949.14 5.74068
2951.13 5.62092
2953.12 5.53484
2957.10 5.40518
2961.08 5.30257
2977.00 4.98812
2992.92 4.72802
3000.88 4.60114
3004.86 4.53275
3005.85 4.51539
3006.85 4.50330
3007.35 4.50790
3007.84 4.54685
3008.09 4.61180
3008.34 4.78383
3008.47 4.98227
3008.59 5.37590
3008.71 6.26657
3008.78 7.13505
3008.84 8.53915
3008.92 11.3916
3009.00 13.6500
3009.08 12.2373
3009.16 9.59337
3009.23 7.94873
3009.31 6.92998
3009.38 6.29249
3009.45 5.87649
3009.59 5.39071
3009.74 5.12950
3010.03 4.86939
3010.31 4.74577
3010.89 4.62891
3011.46 4.57239
3012.61 4.51278
3013.76 4.47693
3018.36 4.38457
3027.56 4.23799
3045.97 3.94246
3055.17 3.77363
3064.37 3.56746
3068.97 3.43298
3071.27 3.34958
3073.57 3.24743
3075.87 3.11399
3077.02 3.02894
3078.17 2.92713
3079.32 2.81049
3079.90 2.75633
3080.47 2.73019
3081.05 2.81043
3081.33 2.96758
3081.62 3.32554
3081.91 4.16814
3082.05 4.99139
3082.20 6.35627
3082.34 8.78417
3082.41 10.7059
3082.48 13.4112
3082.56 17.3107
3082.63 23.0641
3082.70 31.7060
3082.77 44.4582
3082.83 58.8567
3082.89 75.9997
3083.00 102.816
3083.06 101.020
3083.12 89.9503
3083.23 61.9050
3083.35 41.4652
3083.47 29.5617
3083.59 22.4758
3083.71 18.0061
3083.83 15.0226
3083.95 12.9326
3084.19 10.2684
3084.43 8.66974
3084.67 7.63168
3085.15 6.38018
3085.63 5.66591
3086.11 5.21052
3087.06 4.66495
3088.02 4.34849
3088.98 4.13995
3090.90 3.87449
3092.82 3.70434
3094.73 3.57887
3098.57 3.39049
3106.23 3.10690
3113.90 2.87053
3117.73 2.77509
3121.57 2.71849
3125.40 2.75354
3129.24 3.01963
3133.07 3.94026
3134.99 5.03364
3136.90 7.14993
3137.86 8.94455
3138.82 11.6179
3139.78 15.7654
3140.74 22.5126
3141.70 34.2467
3142.65 56.3942
3143.13 75.0752
3143.61 102.794
3144.09 144.837
3144.57 208.678
3145.29 352.395
3146.00 465.558
3146.72 394.070
3147.43 260.816
3148.06 178.789
3148.68 127.649
3149.31 95.4924
3149.94 74.4709
3151.19 49.8463
3152.44 36.6075
3153.70 28.6625
3154.95 23.4953
3157.46 17.3422
3159.96 13.9004
3162.47 11.7448
3164.97 10.2840
3167.48 9.23495
3172.49 7.83415
3177.50 6.94025
3182.52 6.31376
3187.53 5.84201
3197.55 5.14468
3202.57 4.85683
3207.58 4.57833
3212.59 4.28234
3215.10 4.11602
3217.60 3.92954
3218.86 3.82804
3220.11 3.72374
3221.36 3.62648
3222.61 3.56890
3223.24 3.58376
3223.87 3.66742
3224.49 3.89384
3225.12 4.43705
3225.75 5.77718
3226.06 7.14049
3226.37 9.51735
3226.69 13.9955
3226.84 17.7531
3227.00 23.2951
3227.16 31.8958
3227.31 45.6387
3227.47 68.8039
3227.63 107.945
3227.81 182.959
3228.00 243.749
3228.19 208.731
3228.37 140.143
3228.57 91.5761
3228.76 63.7356
3228.95 47.2698
3229.15 36.9456
3229.34 30.0649
3229.53 25.3008
3229.92 19.2548
3230.31 15.6745
3230.69 13.3699
3231.47 10.6301
3232.24 9.09419
3233.01 8.12636
3233.79 7.46563
3234.56 6.98802
3236.10 6.34281
3237.65 5.92637
3239.20 5.63310
3240.74 5.41344
3243.83 5.10030
3246.92 4.88165
3253.11 4.58005
3259.29 4.36617
3265.47 4.19435
3271.66 4.04215
3274.75 3.96743
3275.52 3.95118
3276.29 3.94658
3276.68 3.96315
3277.07 4.03332
3277.26 4.13312
3277.45 4.37199
3277.55 4.62311
3277.65 5.07531
3277.74 5.97971
3277.84 7.85971
3277.92 10.6366
3278.00 12.8395
3278.08 11.4744
3278.16 8.90403
3278.22 7.53833
3278.28 6.62549
3278.40 5.57335
3278.51 5.03302
3278.63 4.72821
3278.86 4.40964
3279.09 4.25365
3279.56 4.10405
3280.02 4.03218
3280.96 3.95812
3281.89 3.91541
3285.61 3.81246
3293.05 3.65887
3300.50 3.49369
3302.36 3.43695
3304.22 3.35624
3305.15 3.29420
3306.08 3.19666
3306.55 3.12138
3307.01 3.02078
3307.24 2.97512
3307.48 3.01888
3307.59 3.20838
3307.71 3.88640
3307.77 4.80895
3307.83 6.93397
3307.85 9.06096
3307.88 12.7461
3307.91 19.5198
3307.93 25.1659
3307.94 32.8424
3307.97 55.4080
3308.00 74.2409
3308.02 72.7483
3308.03 64.9973
3308.06 44.8656
3308.09 30.9592
3308.12 22.5622
3308.15 17.4761
3308.17 14.3214
3308.23 10.6005
3308.29 8.61342
3308.40 6.63819
3308.52 5.69893
3308.74 4.82680
3308.97 4.42613
3309.43 4.05406
3309.88 3.87856
3310.80 3.70656
3311.71 3.61810
3313.53 3.51910
3315.36 3.45742
3322.66 3.30045
3337.25 3.06684
3366.45 2.63809
3381.05 2.43048
3395.64 2.24423
3410.24 2.13824
3417.54 2.17296
3421.19 2.24754
3423.01 2.34091
3423.47 2.39510
3423.93 2.50610
3424.15 2.62343
3424.38 2.86699
3424.50 3.10581
3424.61 3.53231
3424.72 4.38533
3424.78 5.13748
3424.84 6.25624
3424.92 8.51353
3425.00 9.92944
3425.08 8.29351
3425.16 5.98644
3425.23 4.73435
3425.30 3.97967
3425.43 3.20959
3425.56 2.86599
3425.69 2.69338
3425.96 2.53906
3426.22 2.48090
3426.75 2.45060
3427.28 2.45754
3429.40 2.57000
3433.63 2.97227
3437.86 3.69947
3442.09 5.07389
3446.32 7.94149
3448.44 10.6201
3450.56 15.0819
3452.67 23.2168
3453.73 29.9919
3454.79 40.1290
3455.85 56.1048
3456.90 82.8974
3457.96 130.949
3459.02 220.452
3460.01 353.961
3461.00 443.877
3461.99 356.144
3462.98 223.181
3463.62 162.810
3464.25 121.090
3465.52 72.1239
3466.79 46.8824
3468.06 32.5879
3469.33 23.7968
3470.60 18.0415
3473.14 11.2271
3475.68 7.51155
3478.23 5.29041
3480.77 3.90676
3483.31 3.07509
3485.85 2.69015
3488.39 2.77181
3490.93 3.47710
3493.47 5.19680
3494.74 6.68849
3496.01 8.85482
3497.28 12.0537
3498.55 16.9208
3499.82 24.7759
3501.09 38.9494
3501.73 51.4125
3502.36 72.9185
3502.68 91.3002
3503.00 121.209
3503.16 144.467
3503.32 177.519
3503.47 226.105
3503.63 296.636
3503.82 397.930
3504.00 421.218
3504.18 295.716
3504.37 174.193
3504.54 114.992
3504.71 87.5195
3504.88 75.8510
3505.05 72.1810
3505.39 76.0640
3505.73 87.1614
3506.42 121.179
3507.10 169.264
3508.55 321.530
3510.00 460.072
3510.73 459.494
3511.45 412.877
3512.90 285.859
3513.79 223.789
3514.68 177.719
3516.46 119.217
3518.24 86.2511
3520.02 66.1737
3521.80 53.0578
3523.58 44.0013
3527.13 32.5433
3530.69 25.7417
3534.25 21.3091
3541.37 15.9490
3548.49 12.8542
3555.60 10.8381
3562.72 9.39613
3566.28 8.78408
3567.17 8.62982
3568.06 8.47170
3568.50 8.39710
3568.95 8.35689
3569.17 8.39355
3569.39 8.57867
3569.50 8.82907
3569.61 9.35904
3569.73 10.5779
3569.78 11.7636
3569.84 13.6103
3569.92 18.0180
3570.00 22.0322
3570.08 20.5781
3570.16 16.7923
3570.23 14.3870
3570.30 12.8007
3570.37 11.7560
3570.44 11.0449
3570.58 10.1723
3570.72 9.67406
3570.99 9.14016
3571.27 8.85899
3571.82 8.55504
3572.37 8.37761
3573.47 8.14354
3574.58 7.96916
3578.99 7.43827
3587.82 6.63082
3605.47 5.43473
3623.12 4.50559
3640.77 3.68177
3658.42 2.87658
3667.24 2.47733
3676.07 2.12180
3684.90 1.98005
3689.31 2.17443
3693.72 2.86850
3695.93 3.60873
3698.13 4.85409
3700.34 6.99605
3702.55 10.8397
3704.75 18.2189
3705.86 24.4806
3706.96 33.8519
3708.06 48.4096
3709.16 71.9886
3710.27 111.741
3711.37 179.802
3712.69 310.600
3714.00 418.756
3715.32 360.896
3716.64 242.537
3717.53 182.750
3718.41 140.587
3719.30 111.094
3720.19 90.1030
3721.96 63.3249
3723.74 47.6486
3725.51 37.6638
3727.28 30.8323
3729.06 25.7780
3729.50 24.6685
3729.95 23.6109
3730.17 23.1407
3730.39 22.8567
3730.50 22.9389
3730.61 23.4540
3730.72 25.1056
3730.78 26.8839
3730.83 29.8777
3730.92 37.8580
3731.00 46.4105
3731.08 45.4065
3731.17 39.0863
3731.24 34.7539
3731.31 31.7077
3731.38 29.5882
3731.44 28.0897
3731.58 26.0871
3731.72 24.8365
3731.99 23.2919
3732.27 22.3114
3732.82 20.9717
3733.37 19.9837
3735.56 17.1842
3739.96 13.5604
3742.16 12.1860
3744.35 10.9087
3745.45 10.2526
3746.00 9.91156
3746.55 9.57186
3747.10 9.28438
3747.38 9.22086
3747.65 9.31545
3747.93 9.81511
3748.06 10.4083
3748.20 11.4773
3748.34 13.4669
3748.47 17.2823
3748.61 25.0866
3748.68 31.9134
3748.75 41.7299
3748.81 54.3415
3748.87 70.1336
3749.00 97.1002
3749.13 89.3944
3749.25 65.7589
3749.38 47.8877
3749.51 37.0335
3749.64 30.2623
3749.76 25.8897
3749.89 22.8676
3750.02 20.7164
3750.27 17.8748
3750.53 16.0999
3750.78 14.9017
3751.29 13.3761
3751.80 12.4344
3752.31 11.7838
3753.33 10.9091
3754.35 10.3150
3755.36 9.86258
3757.40 9.17630
3761.47 8.20733
3765.55 7.48852
3773.69 6.40558
3777.77 5.97679
3778.78 5.88616
3779.80 5.81961
3780.31 5.81447
3780.82 5.87788
3781.08 5.98855
3781.33 6.26819
3781.46 6.57596
3781.58 7.16348
3781.71 8.44071
3781.78 9.66255
3781.84 11.5591
3781.92 15.1485
3782.00 17.5388
3782.08 15.1381
3782.16 11.5347
3782.24 9.28363
3782.32 8.00451
3782.40 7.23927
3782.47 6.76828
3782.63 6.23933
3782.78 5.96860
3783.09 5.70387
3783.40 5.57468
3784.02 5.43615
3784.64 5.34869
3787.11 5.09790
3792.06 4.67276
3801.95 3.87087
3806.90 3.46179
3811.84 3.02445
3814.32 2.79048
3815.56 2.67343
3816.79 2.56810
3818.03 2.51388
3818.65 2.54764
3819.27 2.69465
3819.88 3.13922
3820.19 3.63318
3820.50 4.54729
3820.81 6.38744
3820.97 8.03768
3821.12 10.6231
3821.28 14.9694
3821.43 22.7141
3821.51 29.0297
3821.58 37.9090
3821.66 50.7092
3821.74 69.0948
3821.87 114.912
3822.00 150.344
3822.13 126.549
3822.26 83.6172
3822.38 56.1581
3822.51 39.7304
3822.63 29.5844
3822.75 23.1264
3822.99 15.6769
3823.23 11.7431
3823.48 9.40690
3823.72 7.89646
3824.21 6.10527
3824.69 5.09702
3825.18 4.45856
3826.15 3.69588
3827.12 3.24686
3828.09 2.94191
3830.03 2.53226
3833.92 2.05264
3837.81 1.87299
3839.75 1.96079
3841.69 2.28362
3843.64 3.05262
3844.61 3.73470
3845.58 4.74380
3846.55 6.25595
3847.52 8.56206
3848.49 12.1904
3849.46 18.1196
3850.44 28.3599
3851.41 47.2593
3851.89 62.7768
3852.38 85.1529
3852.87 117.887
3853.35 165.513
3854.18 287.219
3855.00 388.864
3855.83 336.411
3856.66 226.754
3857.22 171.236
3857.77 132.060
3858.89 85.0027
3860.00 59.9581
3861.11 45.2721
3862.22 35.9293
3863.33 29.5919
3865.56 21.7116
3867.78 17.0980
3870.01 14.1026
3874.45 10.4541
3878.90 8.28334
3883.35 6.79635
3892.25 4.74357
3901.14 3.21155
3905.59 2.54548
3910.04 1.96583
3914.49 1.58705
3916.71 1.57114
3918.93 1.79622
3921.16 2.47249
3922.27 3.10362
3923.38 4.05030
3924.49 5.47429
3925.61 7.67590
3926.72 11.4877
3927.00 13.0698
3927.27 15.4095
3927.41 17.2126
3927.55 19.9864
3927.69 24.9590
3927.76 29.1857
3927.83 35.2478
3927.92 45.0014
3928.00 48.7618
3928.09 39.0067
3928.17 28.6033
3928.25 23.0701
3928.34 20.4748
3928.50 18.9617
3928.67 19.2137
3928.84 20.0782
3929.50 25.6705
3930.83 44.4394
3931.49 59.5787
3932.15 80.9812
3932.82 111.648
3933.48 155.285
3934.74 281.775
3936.00 396.618
3937.26 355.038
3938.52 246.899
3939.75 169.675
3940.98 122.218
3942.21 92.7600
3943.44 73.5963
3945.89 51.1083
3948.35 38.8489
3950.81 31.3350
3953.26 26.3318
3958.18 20.1475
3963.09 16.4845
3968.01 14.0389
3972.92 12.2325
3975.38 11.4248
3975.99 11.2108
3976.61 10.9887
3976.91 10.8897
3977.22 10.8630
3977.38 10.9561
3977.53 11.2901
3977.61 11.6831
3977.68 12.4146
3977.76 13.8250
3977.84 16.5450
3977.92 21.9047
3978.00 27.1253
3978.08 25.9516
3978.17 21.6604
3978.26 18.0561
3978.35 15.9393
3978.44 14.6549
3978.53 13.8265
3978.71 12.8469
3978.90 12.3023
3979.26 11.7081
3979.62 11.3784
3980.35 10.9858
3981.08 10.7287
3984.00 10.0849
3985.46 9.86954
3986.91 9.70278
3987.64 9.63255
3988.37 9.57309
3988.74 9.56792
3989.10 9.66851
3989.28 9.87547
3989.47 10.4554
3989.56 11.1109
3989.65 12.3511
3989.74 14.8556
3989.83 20.1430
3989.92 29.3064
3990.00 38.1523
3990.09 35.9436
3990.17 28.4857
3990.25 23.1726
3990.33 19.8077
3990.41 17.6479
3990.48 16.2110
3990.64 14.5020
3990.80 13.5744
3991.11 12.6783
3991.42 12.3205
3992.05 12.2038
3992.67 12.4661
3993.92 13.7609
3995.17 16.3334
3996.42 21.2129
3997.67 30.9720
3998.30 39.4811
3998.92 52.3894
3999.55 72.4106
4000.17 103.519
4001.09 173.984
4002.00 232.908
4002.92 202.562
4003.84 139.015
4004.58 101.494
4005.33 76.8818
4006.07 60.6861
4006.81 49.7199
4008.30 36.3769
4009.78 28.9002
4011.26 24.2564
4012.75 21.1466
4015.72 17.3010
4018.69 15.0360
4021.66 13.5453
4027.60 11.6839
4033.54 10.5416
4039.47 9.74686
4051.35 8.66796
4063.23 7.92578
4075.11 7.34461
4081.05 7.08241
4086.99 6.81705
4089.96 6.67000
4092.92 6.49175
4094.41 6.37533
4095.15 6.30400
4095.89 6.21936
4096.64 6.11786
4097.38 6.01096
4097.75 5.99113
4097.94 6.02149
4098.12 6.12571
4098.31 6.41611
4098.40 6.72058
4098.49 7.24322
4098.58 8.21107
4098.68 10.1319
4098.77 14.3482
4098.82 18.2446
4098.86 24.2853
4098.93 38.4599
4099.00 50.7418
4099.07 45.2001
4099.14 32.7489
4099.18 26.6566
4099.23 22.3539
4099.31 17.0253
4099.40 14.2484
4099.49 12.8396
4099.57 12.3217
4099.66 12.6836
4099.75 14.3328
4099.83 18.2556
4099.92 25.4790
4100.00 31.8191
4100.09 28.8671
4100.17 22.2178
4100.26 17.0300
4100.36 14.0233
4100.45 12.2242
4100.54 11.0829
4100.73 9.73047
4100.91 8.98363
4101.28 8.18572
4101.65 7.76707
4102.39 7.32534
4103.14 7.08894
4103.88 6.93613
4104.62 6.82605
4106.10 6.67031
4109.07 6.46769
4112.03 6.31965
4117.97 6.07481
4123.90 5.84440
4129.83 5.59408
4132.79 5.44848
4135.76 5.27690
4138.73 5.06269
4140.21 4.93290
4141.69 4.78799
4142.43 4.71446
4143.18 4.64990
4143.92 4.61577
4144.66 4.67071
4145.40 4.99418
4145.77 5.41879
4146.14 6.25922
4146.51 8.02919
4146.70 9.62745
4146.88 12.1412
4147.07 16.3037
4147.25 23.4976
4147.44 36.7176
4147.62 61.8182
4147.81 105.659
4148.00 142.992
4148.19 125.320
4148.38 86.6651
4148.57 59.2435
4148.75 42.9886
4148.94 33.0797
4149.13 26.7812
4149.32 22.5143
4149.51 19.5205
4149.89 15.6536
4150.26 13.3297
4150.64 11.8082
4151.39 9.97341
4152.15 8.92252
4152.90 8.25007
4153.65 7.78359
4154.41 7.44195
4155.91 6.97233
4157.42 6.66240
4160.44 6.26841
4163.45 6.01718
4166.46 5.83399
4172.49 5.56531
4184.55 5.18207
4196.61 4.86617
4208.67 4.56267
4220.72 4.24131
4226.75 4.06248
4232.78 3.86010
4235.79 3.74422
4238.81 3.61183
4240.32 3.53601
4241.82 3.45103
4242.58 3.40620
4243.33 3.37101
4243.71 3.37556
4244.08 3.45120
4244.27 3.57911
4244.46 3.90258
4244.55 4.24824
4244.65 4.88216
4244.74 6.13543
4244.84 8.74643
4244.92 12.7692
