As-75(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
4245.00 16.1184
4245.08 14.3834
4245.16 10.7603
4245.25 8.19797
4245.33 6.70016
4245.41 5.79372
4245.49 5.21473
4245.66 4.54843
4245.82 4.19125
4246.15 3.82899
4246.48 3.64732
4247.13 3.45681
4247.79 3.34611
4249.10 3.19452
4250.42 3.07961
4251.73 3.01556
4252.39 3.03998
4253.04 3.17247
4253.70 3.59364
4254.03 4.06840
4254.36 4.94768
4254.68 6.70714
4254.85 8.24939
4255.01 10.6317
4255.18 14.4861
4255.34 21.0762
4255.50 33.0210
4255.67 55.3902
4255.83 93.2940
4256.00 124.152
4256.17 106.655
4256.33 72.0748
4256.46 52.6273
4256.59 39.6850
4256.72 31.0861
4256.84 25.2132
4257.10 18.0390
4257.36 14.0170
4257.61 11.5342
4257.87 9.88592
4258.38 7.88002
4258.89 6.73078
4259.40 5.99641
4260.43 5.11847
4261.45 4.60930
4262.48 4.27060
4264.52 3.82819
4266.57 3.52686
4268.62 3.28632
4272.71 2.87444
4276.81 2.49381
4278.86 2.32800
4280.91 2.23467
4282.95 2.38998
4283.98 2.73096
4285.00 3.51559
4285.51 4.23249
4286.02 5.33927
4286.54 7.09335
4287.05 9.97839
4287.56 14.9660
4288.07 24.1597
4288.33 31.6641
4288.58 42.4221
4288.84 58.0428
4289.10 80.5444
4289.55 141.000
4290.00 193.019
4290.45 169.277
4290.91 116.045
4291.41 74.7273
4291.92 51.5652
4292.43 38.1628
4292.94 29.8629
4293.45 24.3869
4293.96 20.5783
4294.98 15.7332
4296.00 12.8452
4297.01 10.9574
4299.05 8.66696
4301.09 7.33591
4303.12 6.46208
4307.19 5.36187
4311.26 4.66423
4315.34 4.15135
4323.48 3.37603
4331.62 2.78979
4335.69 2.61109
4339.76 2.65476
4343.84 3.34081
4345.87 4.31009
4347.91 6.28146
4348.93 7.97653
4349.94 10.5016
4350.96 14.3729
4351.98 20.5343
4353.00 30.8180
4354.02 49.0143
4355.03 83.3519
4355.54 111.456
4356.05 150.671
4357.03 261.984
4358.00 355.978
4358.98 309.469
4359.96 209.851
4360.58 161.773
4361.20 126.957
4362.43 83.9095
4363.67 60.3214
4364.90 46.2291
4366.14 37.1522
4367.38 30.9412
4369.85 23.1460
4372.32 18.5218
4374.79 15.4495
4376.03 14.2566
4376.65 13.7322
4377.26 13.2757
4377.88 12.9635
4378.19 12.9381
4378.50 13.1229
4378.81 13.7930
4378.96 14.5245
4379.12 15.7806
4379.27 18.0435
4379.43 22.2978
4379.58 30.9297
4379.74 49.3836
4379.87 78.1334
4380.00 102.580
4380.13 91.0723
4380.27 65.7436
4380.39 48.4926
4380.51 37.9191
4380.64 31.3018
4380.76 26.9665
4381.01 21.8455
4381.26 19.0252
4381.51 17.2750
4381.75 16.0899
4382.25 14.5813
4382.75 13.6431
4383.24 12.9845
4384.23 12.0789
4385.23 11.4459
4386.22 10.9541
4388.20 10.1979
4392.17 9.13841
4396.14 8.38441
4404.08 7.33144
4412.02 6.60157
4419.96 6.04569
4427.89 5.59585
4431.86 5.40244
4435.83 5.24000
4437.82 5.18829
4439.80 5.21008
4440.79 5.31464
4441.29 5.43510
4441.79 5.66080
4442.28 6.12629
4442.53 6.55775
4442.78 7.27274
4443.03 8.57047
4443.15 9.64836
4443.27 11.2587
4443.40 13.7937
4443.52 18.0425
4443.65 25.6635
4443.77 39.8708
4443.89 61.0443
4444.00 75.0245
4444.12 60.8738
4444.23 39.8944
4444.34 27.3222
4444.44 19.9582
4444.54 15.5125
4444.65 12.7007
4444.86 9.53312
4445.07 7.92400
4445.27 6.99518
4445.48 6.41661
4445.90 5.75760
4446.32 5.40636
4446.73 5.19441
4447.56 4.95245
4448.40 4.81522
4449.23 4.72203
4450.90 4.59086
4454.23 4.40096
4457.56 4.23522
4460.89 4.07001
4464.22 3.89078
4465.89 3.78781
4467.56 3.66600
4468.39 3.59562
4469.22 3.53302
4469.64 3.53850
4470.06 3.69199
4470.26 3.98715
4470.37 4.29610
4470.47 4.84658
4470.58 5.90602
4470.68 8.18998
4470.73 10.3687
4470.78 13.9983
4470.84 20.3682
4470.89 32.0825
4470.94 52.1974
4471.00 68.5913
4471.06 58.7188
4471.11 40.1942
4471.18 25.7101
4471.24 18.0816
4471.31 13.7637
4471.37 11.2052
4471.50 8.40147
4471.63 6.99397
4471.90 5.64105
4472.16 5.01975
4472.68 4.44681
4473.20 4.17856
4474.25 3.90917
4475.29 3.75960
4477.38 3.56538
4479.47 3.41672
4483.66 3.14733
4485.75 3.00954
4486.27 2.98132
4486.79 2.98131
4487.05 3.02357
4487.31 3.17405
4487.45 3.36741
4487.58 3.77515
4487.71 4.76356
4487.77 5.76481
4487.84 7.43968
4487.92 10.8297
4488.00 13.6779
4488.08 12.2286
4488.16 9.18013
4488.22 7.68070
4488.27 6.60470
4488.38 5.29741
4488.48 4.57936
4488.59 4.15568
4488.80 3.69240
4489.01 3.45377
4489.43 3.21412
4489.85 3.09103
4490.70 2.95385
4491.54 2.86726
4494.92 2.64446
4498.29 2.51021
4501.67 2.52459
4505.04 2.95933
4506.73 3.58221
4508.42 4.84395
4510.11 7.50414
4510.95 9.90085
4511.80 13.6427
4512.64 19.7233
4513.48 30.0851
4514.33 48.6300
4515.17 82.5888
4516.09 144.661
4517.00 198.449
4517.92 174.433
4518.84 119.682
4519.78 80.1939
4520.72 56.8447
4521.66 42.7423
4522.59 33.7617
4523.53 27.7081
4524.47 23.4397
4526.35 17.9272
4528.22 14.5912
4530.10 12.3877
4533.85 9.68231
4537.61 8.08276
4541.36 7.01120
4548.87 5.60480
4556.38 4.64314
4560.13 4.25533
4563.88 3.94954
4567.64 3.85692
4569.51 4.03399
4571.39 4.60645
4573.27 6.17222
4574.20 7.82524
4575.14 10.7561
4576.08 16.3338
4576.55 21.0402
4577.02 28.0647
4577.49 38.9572
4577.96 56.5891
4578.43 86.3388
4578.90 137.369
4579.45 234.083
4580.00 312.528
4580.55 267.807
4581.11 179.729
4581.46 136.999
4581.82 106.565
4582.53 69.5264
4583.24 49.5840
4583.95 37.8291
4584.66 30.3323
4585.37 25.2606
4586.79 18.9788
4588.21 15.3304
4589.63 12.9904
4592.47 10.1977
4595.31 8.59857
4598.15 7.55712
4603.83 6.25254
4609.51 5.42734
4615.20 4.82050
4626.56 3.89326
4637.92 3.12119
4643.60 2.77735
4649.28 2.51394
4654.97 2.52773
4657.81 2.84034
4660.65 3.69211
4662.07 4.52646
4663.49 5.86830
4664.91 8.08674
4666.33 11.9060
4667.75 18.9051
4668.46 24.6090
4669.17 32.8498
4669.88 45.1091
4670.59 63.9148
4671.30 93.5305
4672.01 140.383
4673.01 242.694
4674.00 327.954
4675.00 283.599
4676.00 191.342
4676.66 145.078
4677.33 112.266
4678.66 72.7154
4679.98 51.5978
4681.31 39.1927
4682.64 31.2939
4683.97 25.9340
4686.62 19.2693
4689.28 15.3698
4691.94 12.8406
4697.25 9.76589
4702.56 7.94139
4707.87 6.69365
4718.50 4.96366
4729.12 3.62897
4734.43 3.01306
4739.74 2.44460
4745.06 2.07739
4747.71 2.14994
4750.37 2.71156
4751.70 3.37561
4753.02 4.52698
4754.35 6.52697
4755.68 10.0902
4757.01 16.7474
4757.67 22.2119
4758.34 30.1063
4759.00 41.7987
4759.66 59.5664
4760.33 87.1403
4760.99 129.937
4762.00 232.198
4763.00 323.126
4764.01 286.784
4765.01 198.146
4766.00 135.239
4766.98 96.9561
4767.97 73.3222
4768.95 58.0299
4769.94 47.5998
4770.92 40.1776
4772.89 30.4931
4774.86 24.5569
4776.83 20.5783
4777.82 19.0455
4778.81 17.7841
4779.30 17.3293
4779.54 17.2120
4779.79 17.2589
4780.04 17.6711
4780.28 19.0288
4780.41 20.5802
4780.53 23.4737
4780.65 29.1880
4780.78 40.9193
4780.89 59.9833
4781.00 76.0125
4781.11 67.9734
4781.23 50.9610
4781.30 42.4845
4781.37 36.3866
4781.52 28.8914
4781.66 24.7829
4781.81 22.3171
4781.95 20.6868
4782.10 19.5438
4782.39 18.0481
4782.68 17.0906
4782.97 16.4102
4783.56 15.4567
4784.14 14.7766
4784.72 14.2363
4785.89 13.3806
4788.22 12.1178
4790.55 11.1674
4795.22 9.76576
4799.88 8.75136
4809.20 7.32434
4818.53 6.30565
4827.86 5.47686
4837.18 4.72415
4846.51 3.96065
4851.17 3.53579
4852.34 3.41831
4853.50 3.29505
4854.09 3.23610
4854.67 3.20230
4854.96 3.22822
4855.25 3.37246
4855.40 3.58018
4855.54 4.04835
4855.69 5.26923
4855.76 6.60172
4855.83 8.92775
4855.92 13.3494
4856.00 17.1099
4856.08 15.2826
4856.17 11.3310
4856.22 9.36571
4856.27 7.97664
4856.38 6.25078
4856.49 5.30895
4856.59 4.74571
4856.81 4.12951
4857.02 3.80962
4857.45 3.48053
4857.88 3.30531
4858.73 3.09881
4859.58 2.95842
4863.00 2.54990
4864.71 2.38882
4866.42 2.27718
4867.27 2.25881
4868.13 2.29399
4868.55 2.35549
4868.98 2.50289
4869.19 2.66963
4869.41 3.03056
4869.51 3.39883
4869.62 4.07380
4869.73 5.45198
4869.78 6.66531
4869.83 8.47992
4869.92 12.7816
4870.00 16.3169
4870.08 14.4045
4870.17 10.5549
4870.26 7.72004
4870.35 6.16887
4870.44 5.28974
4870.53 4.76611
4870.71 4.23665
4870.89 4.03071
4871.25 4.01236
4871.61 4.25292
4872.33 5.28311
4873.05 7.24933
4873.77 10.9415
4874.13 13.9537
4874.49 18.2873
4874.85 24.7029
4875.21 34.4016
4875.57 49.4223
4875.93 72.7337
4876.47 126.686
4877.00 172.778
4877.54 150.932
4878.07 102.981
4878.53 73.1463
4878.98 53.8890
4879.44 41.4301
4879.89 33.0801
4880.80 23.0366
4881.71 17.4539
4882.62 14.0021
4883.53 11.6926
4885.35 8.83196
4887.17 7.14372
4888.99 6.03892
4892.63 4.77086
4896.27 4.51421
4898.09 4.99852
4899.91 6.36849
4900.82 7.66797
4901.73 9.68259
4902.64 12.8540
4903.55 17.9870
4904.46 26.6337
4905.37 41.9698
4906.28 70.7748
4906.74 94.1837
4907.19 126.733
4908.10 223.196
4909.00 307.470
4909.91 271.073
4910.82 186.341
4911.49 139.359
4912.15 106.930
4912.81 84.6697
4913.48 69.0534
4914.81 49.3842
4916.13 37.9984
4917.46 30.7826
4918.79 25.8933
4921.45 19.7894
4924.10 16.1818
4926.76 13.8152
4932.07 10.8876
4937.39 9.11262
4942.70 7.87924
4953.33 6.15065
4963.95 4.81541
4974.58 3.54837
4979.89 2.88696
4985.20 2.21550
4987.86 1.90548
4990.52 1.66764
4993.17 1.64921
4993.84 1.74358
4994.50 1.97369
4994.83 2.22566
4995.17 2.76245
4995.33 3.31470
4995.50 4.37960
4995.58 5.32885
4995.66 6.84445
4995.75 9.40341
4995.83 13.8319
4995.92 20.6971
4996.00 24.9778
4996.09 20.0376
4996.17 13.0389
4996.25 8.67930
4996.34 6.26423
4996.42 4.89270
4996.51 4.07965
4996.67 3.22678
4996.84 2.84628
4997.17 2.59616
4997.51 2.60401
4998.85 3.43041
5000.18 5.19740
5001.52 8.46940
5002.19 11.0681
5002.86 14.6903
5003.53 19.8222
5004.20 27.2224
5004.86 38.1610
5005.53 54.6725
5006.20 80.0369
5006.87 118.927
5007.94 217.179
5009.00 307.968
5010.07 277.900
5011.14 194.659
5012.29 129.909
5013.45 91.9639
5014.60 69.2583
5015.76 54.8465
5016.91 45.1363
5018.06 38.2712
5020.37 29.3710
5022.68 23.9422
5024.99 20.3266
5029.60 15.8342
5034.22 13.1684
5036.52 12.2366
5038.83 11.5539
5041.14 11.2567
5042.29 11.4036
5043.45 11.9885
5044.60 13.5444
5045.18 15.0927
5045.75 17.6695
5046.33 22.1668
5046.91 30.5622
5047.48 47.6028
5047.77 62.4763
5048.06 84.3687
5048.53 137.805
5049.00 180.749
5049.47 155.273
5049.94 106.083
5050.25 81.9256
5050.56 64.8747
5051.17 44.3193
5051.79 33.3401
5052.41 26.8856
5053.02 22.7681
5053.64 19.9649
5054.87 16.4517
5056.10 14.3606
5057.33 12.9749
5059.80 11.2223
5062.26 10.1160
5064.73 9.31528
5069.66 8.15014
5074.58 7.30345
5077.05 7.01145
5079.51 6.91593
5081.98 7.32851
5083.21 7.99779
5084.44 9.36383
5085.67 12.1825
5086.91 18.3672
5087.52 24.1532
5088.14 33.4406
5088.75 48.7924
5089.37 74.3730
5090.19 129.633
5091.00 179.563
5091.82 161.033
5092.64 113.462
5093.17 89.5050
5093.69 72.0018
5094.74 50.1665
5095.79 38.0648
5096.84 30.7536
5097.89 25.9926
5098.94 22.7007
5101.04 18.5146
5103.14 16.0010
5105.24 14.3370
5109.44 12.2727
5113.64 11.0328
5117.84 10.1934
5126.24 9.09999
5134.64 8.38908
5143.04 7.86649
5151.44 7.44564
5155.64 7.25010
5157.74 7.14358
5158.79 7.09312
5159.31 7.13822
5159.58 7.36735
5159.71 7.78405
5159.84 9.01355
5159.92 10.6118
5160.00 12.0783
5160.08 11.5498
5160.16 10.1795
5160.26 9.03189
5160.35 8.40076
5160.55 7.81110
5160.93 7.42123
5161.70 7.20404
5163.24 7.06220
5166.33 6.91158
5172.49 6.66845
5175.58 6.54326
5178.66 6.39653
5180.20 6.30277
5181.74 6.17900
5182.51 6.10062
5183.28 6.02755
5183.67 6.03442
5184.05 6.21294
5184.25 6.53520
5184.44 7.37964
5184.54 8.30942
5184.63 10.0110
5184.73 13.3676
5184.82 20.2954
5184.91 31.8391
5185.00 42.0348
5185.09 38.0436
5185.18 28.2165
5185.25 22.3485
5185.32 18.3671
5185.38 15.6832
5185.45 13.8272
5185.59 11.5240
5185.73 10.2068
5186.01 8.82108
5186.28 8.12827
5186.83 7.45724
5187.39 7.13457
5188.49 6.81711
5189.59 6.65318
5191.80 6.46716
5194.01 6.34703
5198.42 6.15677
5200.63 6.05166
5201.18 6.02298
5201.73 6.00714
5202.01 6.02598
5202.28 6.12508
5202.42 6.26864
5202.56 6.59771
5202.70 7.45203
5202.77 8.37730
5202.84 10.0006
5202.92 13.2431
5203.00 16.1455
5203.08 15.0369
5203.16 12.2386
5203.26 9.91801
5203.36 8.65622
5203.56 7.48996
5203.76 6.99547
5203.95 6.73731
5204.34 6.47755
5204.74 6.34865
5206.31 6.14558
5207.88 6.05838
5209.45 5.99801
5212.60 5.90392
5215.74 5.82396
5228.32 5.54877
5253.47 5.05976
5266.05 4.81723
5278.62 4.55798
5284.91 4.41229
5291.20 4.24063
5294.34 4.13419
5295.91 4.07118
5297.49 3.99798
5299.06 3.91095
5300.63 3.81445
5301.42 3.78633
5301.81 3.80104
5302.20 3.87335
5302.60 4.09959
5302.79 4.35362
5302.99 4.81698
5303.19 5.72937
5303.38 7.69601
5303.48 9.58225
5303.58 12.6597
5303.68 17.9452
5303.77 27.1939
5303.89 44.6169
5304.00 59.2101
5304.11 51.8142
5304.23 36.1957
5304.31 27.7995
5304.39 22.0572
5304.47 18.0583
5304.55 15.2866
5304.71 11.7769
5304.87 9.76261
5305.03 8.48582
5305.19 7.63140
5305.51 6.57315
5305.83 5.95913
5306.15 5.56392
5306.80 5.08953
5307.44 4.81463
5308.08 4.63373
5309.36 4.40243
5310.65 4.25092
5311.93 4.13479
5314.50 3.94271
5317.07 3.75346
5318.35 3.64555
5319.64 3.51944
5320.92 3.36709
5321.57 3.28188
5322.21 3.20125
5322.85 3.16898
5323.17 3.21899
5323.49 3.39670
5323.81 3.90388
5323.97 4.44915
5324.13 5.40924
5324.29 7.22231
5324.37 8.71527
5324.45 10.8923
5324.54 14.2098
5324.62 19.2932
5324.70 27.3708
5324.78 40.2754
5324.83 53.4294
5324.89 69.1867
5325.00 94.0219
5325.06 92.7344
5325.11 82.8600
5325.23 57.6832
5325.35 38.1938
5325.48 27.1722
5325.60 20.7541
5325.73 16.7627
5325.85 14.1219
5325.98 12.2820
5326.23 9.93875
5326.48 8.54229
5326.73 7.63132
5327.23 6.53233
5327.73 5.90192
5328.23 5.49576
5329.23 5.00309
5330.23 4.71214
5331.23 4.51638
5333.23 4.26021
5335.23 4.08966
5337.23 3.95957
5341.22 3.75614
5349.22 3.42965
5357.22 3.12445
5365.22 2.82241
5369.22 2.69421
5373.22 2.63753
5377.22 2.81867
5379.22 3.15571
5381.22 3.90253
5383.22 5.59782
5384.22 7.20837
5385.22 9.83665
5386.22 14.3459
5387.22 22.5919
5387.72 29.2812
5388.22 38.8239
5388.72 52.6042
5389.22 72.3805
5390.11 125.336
5391.00 170.441
5391.90 148.853
5392.79 101.673
5393.69 68.1973
5394.60 48.3947
5395.50 36.4397
5396.40 28.8196
5397.31 23.6882
5398.21 20.0752
5400.02 15.4208
5401.82 12.6153
5403.63 10.7715
5407.24 8.52278
5410.86 7.20921
5414.47 6.34109
5421.69 5.22670
5428.92 4.47485
5432.53 4.15123
5436.15 3.83287
5439.76 3.49691
5441.57 3.31520
5443.37 3.12582
5445.18 2.95476
5446.08 2.91258
5446.98 2.97188
5447.89 3.33007
5448.34 3.80179
5448.79 4.74104
5449.24 6.74256
5449.47 8.58353
5449.69 11.5160
5449.92 16.4823
5450.15 25.4312
5450.26 32.6195
5450.37 42.8049
5450.48 57.4131
5450.60 78.0612
5450.80 133.358
5451.00 179.116
5451.20 154.652
5451.40 104.661
5451.56 76.9074
5451.71 58.2777
5451.86 45.6529
5452.01 36.9982
5452.31 26.2671
5452.62 20.1842
5452.92 16.4006
5453.22 13.8749
5453.83 10.7846
5454.43 9.00556
5455.04 7.86613
5456.25 6.50486
5457.46 5.71831
5458.67 5.20008
5461.10 4.53269
5463.52 4.08182
5465.94 3.70541
5467.16 3.52188
5467.76 3.43300
5468.37 3.35784
5468.97 3.33718
5469.28 3.38981
5469.58 3.55594
5469.88 4.00465
5470.03 4.47442
5470.19 5.28855
5470.34 6.80691
5470.49 9.84819
5470.56 12.5629
5470.64 16.6958
5470.72 23.3375
5470.79 33.7851
5470.84 44.2805
5470.90 56.7402
5471.00 76.1148
5471.05 74.6504
5471.11 66.4567
5471.21 45.9116
5471.28 35.1493
5471.36 27.6267
5471.43 22.4098
5471.50 18.7653
5471.65 14.0757
5471.79 11.3660
5471.94 9.63816
5472.08 8.47780
5472.37 7.03307
5472.67 6.18974
5472.96 5.64389
5473.54 4.98440
5474.12 4.59788
5474.70 4.34121
5475.86 4.01039
5477.03 3.79494
5478.19 3.63408
5480.52 3.38965
5482.84 3.19085
5485.17 3.00505
5486.33 2.91112
5487.49 2.82459
5488.08 2.80699
5488.66 2.89025
5488.95 3.07706
5489.24 3.63071
5489.39 4.30502
5489.53 5.70082
5489.60 6.98958
5489.68 9.01567
5489.75 12.4124
5489.82 18.0147
5489.87 23.0727
5489.91 29.1453
5490.00 38.2920
5490.09 33.3265
5490.18 23.2414
5490.27 16.0454
5490.37 11.9009
5490.46 9.40540
5490.55 7.84916
5490.74 6.07316
5490.92 5.14293
5491.29 4.21923
5491.66 3.77885
5492.40 3.35582
5493.14 3.14510
5494.61 2.91481
5496.09 2.77163
5499.05 2.56463
5502.00 2.39388
5507.92 2.07544
5509.39 1.99418
5510.87 1.91536
5511.61 1.88711
5512.35 1.90524
5512.72 1.98409
5513.09 2.24993
5513.27 2.60019
5513.46 3.38845
5513.55 4.18360
5513.64 5.55408
5513.73 8.10034
5513.83 13.0511
5513.91 20.8901
5514.00 27.0919
5514.09 23.1712
5514.17 15.8938
5514.24 11.7768
5514.31 9.05499
5514.38 7.27597
5514.45 6.07678
5514.59 4.63208
5514.73 3.83319
5515.00 3.02134
5515.28 2.62912
5515.83 2.25736
5516.38 2.07767
5517.49 1.88911
5518.59 1.77634
5520.80 1.61674
5523.01 1.48623
5527.42 1.25097
5529.63 1.14963
5530.73 1.15871
5531.01 1.21060
5531.29 1.35941
5531.56 1.89068
5531.70 2.72613
5531.77 3.57237
5531.84 4.97194
5531.92 7.55903
5532.00 9.49492
5532.08 8.03510
5532.16 5.56036
5532.23 4.20381
5532.29 3.31177
5532.42 2.33933
5532.67 1.61221
5532.93 1.34840
5533.18 1.21898
5534.21 1.02137
5536.25 0.873036
5540.33 0.683144
5544.41 0.550752
5548.49 0.509712
5550.53 0.550184
5552.58 0.657536
5554.62 0.865641
5556.66 1.22980
5558.70 1.84590
5560.74 2.90085
5561.76 3.71890
5562.78 4.91521
5563.29 5.80367
5563.80 7.17742
5564.06 8.31188
5564.31 10.2564
5564.44 11.9348
5564.57 14.6500
5564.69 19.6560
5564.76 23.7967
5564.82 29.5267
5564.91 39.9802
5565.00 43.9650
5565.09 33.0964
5565.14 26.5094
5565.18 21.3174
5565.25 15.8211
5565.32 12.6529
5565.45 9.69147
5565.59 8.63775
5565.73 8.31771
5566.00 8.46907
5566.27 9.00565
5566.82 10.4893
5567.36 12.3088
5568.45 17.0402
5569.54 23.8625
5570.63 34.0336
5571.72 49.6959
5572.81 74.4668
5573.90 113.854
5575.45 202.525
5577.00 279.781
5578.55 246.129
5580.10 168.459
5581.04 131.626
5581.98 104.454
5583.87 70.1396
5585.75 50.9764
5587.64 39.4593
5589.52 32.0938
5591.40 27.1953
5595.17 21.7457
5598.94 20.2103
5602.71 23.0455
5604.59 27.4046
5606.47 35.7290
5608.36 51.6895
5610.24 82.4660
5612.12 134.401
5614.00 176.263
5615.88 151.148
5617.76 102.700
5619.16 76.1682
5620.57 58.2354
5621.97 46.1154
5623.37 37.7149
5626.18 27.2297
5628.99 21.1710
5631.80 17.3083
5634.60 14.6524
5640.22 11.2369
5645.83 9.10342
5651.44 7.60703
5662.67 5.56089
5673.90 4.22400
5679.51 3.82755
5685.13 3.78270
5690.74 4.54320
5693.55 5.59342
5696.35 7.57445
5699.16 11.3505
5701.97 18.8938
5703.37 25.4018
5704.77 35.1175
5706.18 49.8613
5707.58 72.1743
5709.79 126.032
5712.00 170.900
5714.21 146.867
5716.42 97.2634
5718.62 62.3371
5720.82 41.1197
5723.02 27.7483
5725.23 18.6930
5727.43 12.2820
5729.63 8.48717
5730.73 8.49649
5731.28 9.51101
5731.83 11.6777
5732.38 15.6593
5732.93 22.5222
5733.48 34.0269
5734.03 52.8340
5734.52 78.5387
5735.02 113.622
5736.00 187.148
5736.49 200.109
5736.99 191.879
5737.97 149.583
5738.63 122.989
5739.29 102.290
5740.61 74.8423
5741.93 58.5474
5743.25 48.0993
5745.89 35.6597
5748.53 28.5369
5751.17 23.9839
5752.49 22.4061
5753.81 21.3915
5755.13 21.3918
5755.79 22.1804
5756.45 24.0623
5757.11 28.1261
5757.77 37.0286
5758.10 45.2184
5758.43 58.1119
5758.76 78.8988
5759.09 112.404
5759.54 186.920
5760.00 251.888
5760.46 223.509
5760.92 157.961
5761.35 112.838
5761.79 84.9851
5762.22 67.5930
5762.65 56.2274
5763.52 42.7475
5764.39 35.2982
5765.26 30.6422
5766.13 27.4733
5767.87 23.4029
5769.61 20.8368
5771.35 18.9942
5772.22 18.2205
5773.09 17.5010
5773.52 17.1614
5773.96 16.8859
5774.17 16.8501
5774.39 17.0861
5774.50 17.4943
5774.61 18.3980
5774.72 20.5150
5774.77 22.5058
5774.83 25.6598
5774.91 33.8165
5775.00 41.6708
5775.09 39.6001
5775.17 32.8242
5775.27 27.1937
5775.37 23.9100
5775.47 21.9480
5775.57 20.6929
5775.77 19.2177
5775.97 18.3852
5776.36 17.4547
5776.76 16.9108
5777.55 16.2187
5778.34 15.7318
5779.92 14.9880
5781.51 14.3902
5787.84 12.6256
5794.17 11.3593
5800.51 10.3508
5813.17 8.72954
5819.51 8.00615
5822.67 7.63994
5824.25 7.45103
5825.05 7.39290
5825.44 7.52096
5825.64 7.90567
5825.74 8.44967
5825.84 9.66429
5825.92 11.5205
5826.00 13.1295
5826.08 12.4203
5826.16 10.7769
5826.24 9.70339
5826.31 9.01729
5826.45 8.28925
5826.74 7.73324
5827.33 7.38845
5828.49 7.13121
5830.82 6.80802
5835.47 6.21563
5840.12 5.57629
5844.78 4.84195
5849.43 3.97304
5851.76 3.49413
5854.08 3.03915
5856.41 2.80252
5857.57 2.95851
5858.74 3.59189
5859.32 4.25142
5859.90 5.30744
5860.48 6.98888
5861.06 9.67892
5861.65 14.0678
5862.23 21.3627
5862.81 33.7969
5863.39 55.0080
5864.20 105.726
5865.00 158.030
5865.40 162.208
5865.81 150.075
5866.61 110.408
5867.22 85.5116
5867.84 67.8369
5868.45 55.4932
5869.06 46.7079
5870.29 35.4392
5871.51 28.7476
5872.74 24.4133
5873.97 21.4131
5876.42 17.5704
5878.87 15.2292
5881.32 13.6538
5886.23 11.6528
5891.13 10.4098
5896.03 9.53913
5900.94 8.87560
5903.39 8.59413
5904.61 8.47015
5905.23 8.44557
5905.53 8.52683
5905.69 8.70956
5905.84 9.32160
5906.00 10.5660
5906.16 9.57783
5906.31 8.90246
5906.45 8.62930
5906.74 8.41927
5907.33 8.27173
5908.49 8.12467
5910.83 7.90283
5915.49 7.51535
5917.82 7.33373
5920.16 7.15598
5921.32 7.07098
5922.49 7.00654
5923.07 7.01153
5923.65 7.13403
5923.95 7.35057
5924.24 7.93599
5924.38 8.61623
5924.53 9.99549
5924.60 11.2381
5924.67 13.1984
5924.75 16.4054
5924.82 21.6661
5924.91 31.9258
5925.00 39.8767
5925.09 34.7084
5925.18 25.1420
5925.25 19.9266
5925.32 16.4408
5925.39 14.1331
5925.46 12.5622
5925.59 10.6517
5925.73 9.59257
5926.01 8.50396
5926.28 7.97638
5926.83 7.47667
5927.38 7.23750
5928.48 6.99018
5929.58 6.84601
5931.79 6.64933
5933.99 6.49574
5942.80 6.00056
5951.60 5.59389
5960.41 5.30071
5969.22 5.31054
5973.62 5.62217
5978.03 6.45101
5982.43 8.50795
5984.63 10.5550
5986.83 14.0096
5989.04 20.1756
5991.24 32.0564
5992.34 42.1771
5993.44 57.2639
5994.54 80.2159
5995.64 115.114
5997.32 196.650
5999.00 264.265
6000.69 228.419
6002.37 154.699
6003.59 115.090
6004.80 87.8897
6006.02 69.3117
6007.24 56.3452
6009.67 40.1040
6012.10 30.7534
6014.54 24.8528
6016.97 20.8431
6019.40 17.9186
6020.62 16.6804
6020.92 16.3869
6021.23 16.1275
6021.53 16.0950
6021.68 16.5589
6021.76 17.2520
6021.84 18.7242
6021.92 21.7330
6022.00 24.8938
6022.08 24.4482
6022.16 22.0259
6022.23 20.3545
6022.30 19.1848
6022.44 17.8000
6022.72 16.5610
6022.99 15.9582
6023.27 15.5608
6023.82 14.9933
6024.37 14.5518
6026.58 13.1964
6030.99 11.2244
6033.20 10.4177
6035.40 9.65805
6036.51 9.27175
6037.61 8.86179
6038.16 8.65276
6038.71 8.50377
6038.99 8.55232
6039.26 8.96184
6039.40 9.57646
6039.54 10.9642
6039.61 12.2782
6039.68 14.3981
6039.75 17.9119
6039.81 23.6768
6039.91 36.6102
6040.00 48.6383
6040.09 44.7345
6040.19 33.7872
6040.25 27.9948
6040.31 23.8479
6040.43 18.6554
6040.56 15.7896
6040.68 14.0572
6040.92 12.1359
6041.17 11.1193
6041.66 10.0656
6042.15 9.50649
6043.14 8.86538
6044.12 8.45449
6046.09 7.85532
6048.05 7.36750
6051.99 6.50235
6055.92 5.68911
6059.85 4.94266
6061.82 4.67514
6063.78 4.65099
6065.75 5.32885
6066.73 6.32720
6067.72 8.32612
6068.70 12.4156
6069.19 15.9701
6069.68 21.3042
6070.18 29.5634
6070.67 42.6861
6071.16 64.1953
6071.65 99.5387
6072.33 179.026
6073.00 252.350
6073.68 227.783
6074.35 160.437
6074.95 115.500
6075.55 86.4570
6076.14 67.6783
6076.74 55.1020
6077.94 39.9089
6079.13 31.4102
6080.33 26.1223
6081.52 22.5657
6083.91 18.1378
6086.30 15.5099
6088.69 13.7713
6093.47 11.5902
6098.25 10.2433
6103.03 9.29685
6112.59 7.97321
