Ag-109(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1757.94 0.0977826
1758.65 0.0661963
1759.36 0.0488331
1760.79 0.0315017
1762.22 0.0236260
1763.65 0.0196598
1766.50 0.0171198
1769.36 0.0195950
1770.78 0.0236295
1772.21 0.0317574
1773.64 0.0498684
1774.35 0.0681019
1775.07 0.101298
1775.78 0.171659
1776.14 0.240751
1776.49 0.363971
1776.67 0.466343
1776.85 0.618793
1777.03 0.863363
1777.21 1.28622
1777.39 2.12506
1777.47 2.88468
1777.56 4.13365
1777.65 6.39267
1777.70 8.29498
1777.74 11.0791
1777.79 15.5827
1777.83 23.0098
1777.85 28.9691
1777.88 36.7902
1777.90 47.5528
1777.92 62.2503
1777.94 80.4365
1777.96 100.212
1778.00 124.748
1778.02 116.860
1778.04 99.2213
1778.08 62.2471
1778.11 43.7455
1778.14 31.8708
1778.17 23.9143
1778.19 18.4581
1778.25 11.7270
1778.31 8.09283
1778.36 5.86811
1778.42 4.46119
1778.53 2.82063
1778.65 1.93471
1778.76 1.41216
1778.87 1.07353
1778.98 0.845446
1779.21 0.561997
1779.43 0.401612
1779.88 0.235415
1780.33 0.155403
1780.78 0.111031
1781.68 0.0659808
1782.59 0.0447200
1783.49 0.0330679
1785.29 0.0214315
1787.09 0.0161341
1788.89 0.0134411
1792.49 0.0115900
1796.09 0.0128670
1797.90 0.0151619
1799.70 0.0198435
1801.50 0.0303161
1802.40 0.0408715
1803.30 0.0601056
1804.20 0.100891
1804.65 0.140908
1805.10 0.212546
1805.55 0.360947
1805.78 0.502795
1806.00 0.749700
1806.23 1.23736
1806.34 1.68449
1806.45 2.41551
1806.56 3.75686
1806.62 4.86787
1806.68 6.53660
1806.73 9.24651
1806.79 13.7919
1806.85 22.1208
1806.87 28.8295
1806.90 38.0875
1806.95 60.9956
1807.00 75.7854
1807.05 60.5062
1807.10 37.7040
1807.13 26.9366
1807.17 19.6830
1807.20 14.8006
1807.24 11.4416
1807.30 7.33702
1807.37 5.06403
1807.44 3.69131
1807.51 2.80446
1807.64 1.77154
1807.78 1.21819
1807.92 0.888553
1808.05 0.676750
1808.19 0.532749
1808.46 0.355232
1808.73 0.254186
1809.28 0.149484
1809.82 0.0991659
1810.36 0.0711877
1811.45 0.0427982
1812.54 0.0294227
1813.63 0.0220900
1815.80 0.0147858
1817.98 0.0114736
1820.16 0.00979369
1824.51 0.00861544
1828.86 0.00923726
1833.21 0.0127926
1835.39 0.0180378
1837.56 0.0328547
1838.65 0.0531639
1839.74 0.109388
1840.28 0.185065
1840.56 0.258561
1840.83 0.388617
1841.10 0.652339
1841.24 0.899776
1841.37 1.32097
1841.51 2.12425
1841.58 2.82968
1841.64 3.94747
1841.71 5.86128
1841.78 9.49635
1841.81 12.6276
1841.85 17.4075
1841.88 24.9550
1841.92 36.5082
1841.96 58.6436
1842.00 72.9279
1842.04 58.0963
1842.09 36.5096
1842.11 26.3965
1842.14 19.6806
1842.19 11.7739
1842.25 7.68841
1842.30 5.37094
1842.36 3.94831
1842.41 3.01846
1842.52 1.92307
1842.63 1.32983
1842.73 0.973889
1842.95 0.587178
1843.17 0.392421
1843.38 0.281786
1843.82 0.166738
1844.25 0.111196
1844.68 0.0803700
1845.54 0.0491125
1847.27 0.0265435
1849.00 0.0190373
1852.46 0.0173221
1854.19 0.0296408
1855.05 0.0763514
1855.27 0.119660
1855.49 0.226684
1855.59 0.351183
1855.70 0.621408
1855.76 0.890785
1855.81 1.37206
1855.86 2.32223
1855.89 3.14447
1855.92 4.34730
1855.96 6.95381
1856.00 8.69367
1856.04 6.95396
1856.08 4.34749
1856.11 3.07222
1856.14 2.22544
1856.20 1.28023
1856.26 0.817906
1856.31 0.564831
1856.43 0.315741
1856.55 0.202864
1856.78 0.106998
1857.01 0.0685898
1857.94 0.0275860
1859.79 0.0169688
1863.50 0.0180912
1865.35 0.0229321
1867.21 0.0360829
1868.13 0.0533778
1869.06 0.0999524
1869.53 0.161663
1869.76 0.221055
1869.99 0.324700
1870.22 0.532998
1870.34 0.726022
1870.45 1.05023
1870.57 1.65606
1870.63 2.17679
1870.68 2.98367
1870.74 4.32149
1870.80 6.74106
1870.83 8.72326
1870.86 11.6055
1870.89 15.8855
1870.92 21.9617
1870.96 35.2521
1871.00 43.8219
1871.04 34.9239
1871.09 21.9629
1871.13 12.8934
1871.18 8.17836
1871.22 5.55106
1871.27 3.98270
1871.32 2.96777
1871.36 2.30435
1871.46 1.50187
1871.55 1.05234
1871.64 0.781645
1871.83 0.481691
1872.01 0.329436
1872.20 0.241930
1872.56 0.150911
1873.30 0.0832039
1874.04 0.0601442
1875.52 0.0484981
1877.00 0.0544413
1878.48 0.0777234
1879.22 0.102649
1879.96 0.148573
1880.33 0.187278
1880.70 0.246143
1881.07 0.341910
1881.44 0.512561
1881.62 0.653717
1881.81 0.864924
1881.99 1.20139
1882.17 1.78124
1882.36 2.92524
1882.45 3.96966
1882.54 5.66376
1882.64 8.75068
1882.68 11.2793
1882.73 15.0406
1882.78 20.9333
1882.80 25.1822
1882.82 30.7533
1882.84 38.1825
1882.87 48.2374
1882.89 61.9590
1882.91 80.5339
1882.94 103.419
1882.96 129.585
1883.00 161.355
1883.02 151.622
1883.04 128.391
1883.09 80.5296
1883.12 57.3188
1883.15 41.7494
1883.18 31.3133
1883.21 24.3578
1883.27 15.5537
1883.33 10.7666
1883.39 7.82680
1883.44 5.96065
1883.56 3.77911
1883.68 2.59866
1883.80 1.90094
1884.04 1.14340
1884.27 0.764127
1884.51 0.549359
1884.75 0.415640
1884.99 0.326833
1885.46 0.219865
1885.93 0.160720
1886.41 0.124663
1886.88 0.101170
1887.83 0.0736918
1888.78 0.0592562
1890.68 0.0465485
1892.57 0.0431806
1894.47 0.0444401
1898.26 0.0574181
1900.16 0.0705420
1902.06 0.0912456
1903.96 0.125357
1905.85 0.186339
1906.80 0.236428
1907.75 0.310750
1908.70 0.428017
1909.65 0.628151
1910.60 1.01240
1911.07 1.35154
1911.54 1.89225
1912.02 2.82919
1912.26 3.57123
1912.49 4.63282
1912.73 6.21157
1912.97 8.66156
1913.20 12.6170
1913.44 19.0764
1913.72 30.4989
1914.00 38.1017
1914.28 30.4448
1914.56 19.0322
1914.74 13.9142
1914.92 10.3813
1915.27 6.20679
1915.63 4.05113
1915.98 2.82934
1916.34 2.07989
1916.69 1.59040
1917.40 1.01428
1918.11 0.702680
1918.82 0.516014
1920.24 0.314022
1921.66 0.213679
1923.08 0.158562
1924.50 0.133106
1925.21 0.152958
1925.56 0.246091
1925.74 0.481507
1925.83 0.888317
1925.87 1.34258
1925.92 2.18973
1925.96 3.44779
1926.00 4.28808
1926.04 3.44690
1926.08 2.18791
1926.12 1.41174
1926.16 0.973773
1926.24 0.545191
1926.39 0.270567
1926.70 0.147917
1927.31 0.102336
1928.54 0.0845930
1929.77 0.0819748
1931.00 0.0892108
1932.23 0.114605
1932.84 0.142895
1933.46 0.196027
1934.07 0.310195
1934.38 0.422263
1934.69 0.622054
1934.84 0.786897
1935.00 1.03266
1935.15 1.42206
1935.30 2.08665
1935.46 3.38116
1935.53 4.53767
1935.61 6.37250
1935.69 9.62627
1935.76 16.0541
1935.80 21.9182
1935.84 31.0111
1935.88 46.0828
1935.90 57.1737
1935.92 71.4741
1935.94 91.3252
1935.96 113.931
1936.00 142.068
1936.02 133.050
1936.04 112.851
1936.09 70.6298
1936.13 41.3179
1936.18 26.1538
1936.22 17.7263
1936.27 12.7029
1936.32 9.45501
1936.36 7.33320
1936.46 4.76774
1936.55 3.33098
1936.64 2.46580
1936.83 1.50668
1937.01 1.01923
1937.20 0.738460
1937.38 0.562211
1937.57 0.444402
1937.94 0.301648
1938.31 0.221765
1939.05 0.140325
1939.79 0.102033
1940.53 0.0814919
1942.00 0.0635980
1943.48 0.0628335
1944.96 0.0852677
1945.70 0.122149
1946.07 0.159557
1946.44 0.227404
1946.81 0.368811
1947.00 0.504926
1947.18 0.742935
1947.37 1.21597
1947.46 1.65299
1947.55 2.37088
1947.65 3.70414
1947.69 4.81791
1947.74 6.50739
1947.79 9.22630
1947.83 13.9337
1947.88 22.7927
1947.90 30.1109
1947.92 40.4163
1947.94 52.1768
1947.96 64.8988
1948.00 80.6291
1948.04 64.2291
1948.08 40.4144
1948.12 24.1709
1948.16 15.3923
1948.20 10.4708
1948.24 7.57856
1948.28 5.67886
1948.32 4.40433
1948.40 2.87742
1948.49 2.01672
1948.57 1.49751
1948.73 0.922116
1948.89 0.626560
1949.05 0.456958
1949.38 0.278238
1949.70 0.191310
1950.03 0.142612
1950.68 0.0929019
1951.33 0.0694433
1951.98 0.0567004
1953.28 0.0445970
1955.88 0.0395654
1958.48 0.0462455
1961.08 0.0679591
1962.38 0.0912211
1963.68 0.134443
1964.33 0.171063
1964.98 0.227022
1965.63 0.318555
1966.28 0.483376
1966.61 0.620335
1966.93 0.826526
1967.26 1.15772
1967.58 1.73949
1967.74 2.21306
1967.91 2.90515
1968.07 3.98884
1968.23 5.79586
1968.39 9.18880
1968.47 12.0834
1968.56 16.5548
1968.64 24.0566
1968.68 29.7779
1968.72 37.4384
1968.76 48.5175
1968.80 64.1785
1968.84 87.9461
1968.88 122.191
1968.94 195.660
1969.00 244.702
1969.06 195.650
1969.12 122.180
1969.18 74.5738
1969.24 48.5105
1969.30 33.2913
1969.36 24.1715
1969.42 18.1850
1969.48 14.1949
1969.60 9.30307
1969.72 6.53147
1969.84 4.84218
1970.09 2.95588
1970.33 1.98641
1970.57 1.42804
1970.81 1.07623
1971.05 0.840456
1971.53 0.553586
1972.02 0.393045
1972.50 0.293881
1972.98 0.228610
1973.95 0.150465
1974.91 0.107283
1975.88 0.0809172
1976.84 0.0636352
1978.77 0.0430813
1980.70 0.0317707
1984.56 0.0203820
1988.42 0.0150916
1992.28 0.0123159
2000.00 0.0102627
2005.98 0.0110434
2008.97 0.0126529
2011.95 0.0160421
2014.94 0.0237616
2016.44 0.0316141
2017.93 0.0460494
2018.68 0.0582794
2019.43 0.0769775
2020.17 0.107680
2020.92 0.163345
2021.29 0.210022
2021.67 0.280640
2022.04 0.395596
2022.41 0.600129
2022.60 0.769069
2022.79 1.02150
2022.98 1.42290
2023.16 2.11281
2023.35 3.46801
2023.44 4.69931
2023.54 6.68656
2023.63 10.2793
2023.68 13.2368
2023.72 17.5082
2023.77 24.2774
2023.79 29.0123
2023.82 35.1497
2023.84 43.6293
2023.86 54.5230
2023.89 69.1287
2023.91 88.5340
2023.93 113.264
2023.95 141.496
2024.00 176.738
2024.02 166.376
2024.05 141.492
2024.09 88.5290
2024.14 55.6255
2024.18 36.7144
2024.22 25.5920
2024.27 18.6954
2024.31 14.1886
2024.36 11.1057
2024.44 7.33675
2024.53 5.17308
2024.62 3.84977
2024.79 2.36010
2024.97 1.59243
2025.14 1.14640
2025.32 0.864760
2025.49 0.675712
2025.84 0.445212
2026.19 0.316162
2026.54 0.236514
2026.89 0.183936
2027.60 0.120973
2028.30 0.0862503
2029.00 0.0650701
2029.70 0.0512097
2031.10 0.0347737
2032.50 0.0257914
2035.30 0.0168596
2038.10 0.0127922
2040.90 0.0106925
2046.50 0.00901565
2057.71 0.0109468
2060.51 0.0134994
2063.31 0.0200377
2064.71 0.0285091
2066.11 0.0513339
2066.81 0.0819117
2067.51 0.164577
2067.86 0.273124
2068.04 0.376349
2068.21 0.554810
2068.39 0.903678
2068.48 1.22057
2068.56 1.73134
2068.65 2.65477
2068.70 3.41462
2068.74 4.50976
2068.78 6.24693
2068.83 9.11570
2068.87 14.1545
2068.91 23.0112
2068.96 36.8545
2069.00 46.1018
2069.04 36.8551
2069.09 23.0121
2069.13 14.1555
2069.17 9.28774
2069.21 6.39950
2069.26 4.67015
2069.30 3.52154
2069.34 2.75877
2069.43 1.81892
2069.51 1.28228
2069.60 0.952394
2069.76 0.587420
2069.93 0.399041
2070.10 0.290608
2070.44 0.176179
2071.12 0.0894745
2071.80 0.0580393
2073.15 0.0359363
2074.51 0.0294083
2077.22 0.0289915
2079.93 0.0371461
2081.29 0.0451800
2082.64 0.0578246
2084.00 0.0787850
2085.35 0.116707
2086.03 0.148324
2086.71 0.196027
2087.39 0.272883
2088.06 0.408234
2088.40 0.518634
2088.74 0.681727
2089.08 0.937085
2089.42 1.36946
2089.76 2.18742
2089.93 2.90224
2090.10 4.01825
2090.27 5.91653
2090.44 9.43144
2090.52 12.4161
2090.61 16.8257
2090.69 23.6926
2090.78 34.1611
2090.89 54.6746
2091.00 68.1560
2091.11 54.4751
2091.23 34.0039
2091.32 22.3374
2091.42 15.3123
2091.52 10.9352
2091.61 8.15371
2091.81 4.96641
2092.00 3.31848
2092.19 2.36689
2092.38 1.77096
2092.77 1.09730
2093.16 0.746500
2093.54 0.541349
2093.93 0.411252
2094.31 0.323865
2095.09 0.216976
2095.86 0.156937
2096.63 0.119900
2097.40 0.0955948
2098.94 0.0668491
2100.49 0.0515146
2103.57 0.0377464
2106.66 0.0342690
2109.75 0.0376297
2111.29 0.0432201
2112.83 0.0563597
2113.60 0.0719276
2114.37 0.111031
2114.76 0.160905
2115.15 0.289701
2115.34 0.450604
2115.53 0.840113
2115.63 1.28627
2115.73 2.21670
2115.77 3.11104
2115.82 4.64431
2115.87 7.48899
2115.92 13.0417
2115.96 20.9522
2116.00 26.0652
2116.04 20.7522
2116.08 13.0432
2116.11 9.47513
2116.14 7.02448
2116.19 4.17629
2116.25 2.72530
2116.30 1.92176
2116.41 1.09995
2116.51 0.719074
2116.73 0.389838
2116.94 0.257756
2117.37 0.155557
2117.80 0.119447
2118.66 0.0981663
2119.51 0.0981819
2121.23 0.122557
2122.94 0.178679
2123.80 0.227425
2124.66 0.302006
2125.52 0.423891
2126.37 0.641924
2126.80 0.822234
2127.23 1.09217
2127.66 1.52247
2128.09 2.26766
2128.30 2.86794
2128.52 3.73697
2128.73 5.07566
2128.95 7.26485
2129.05 8.94295
2129.16 11.2398
2129.27 14.5243
2129.38 19.4308
2129.48 27.1621
2129.59 40.1501
2129.64 50.1585
2129.70 63.5393
2129.75 82.2862
2129.80 107.377
2129.90 172.053
2130.00 214.546
2130.10 171.340
2130.20 107.361
2130.29 68.1433
2130.38 45.3223
2130.47 31.7649
2130.56 23.3700
2130.75 13.9803
2130.93 9.23629
2131.11 6.52510
2131.30 4.85500
2131.66 2.98372
2132.03 2.01537
2132.40 1.45401
2132.76 1.09933
2133.13 0.861270
2133.86 0.571765
2134.59 0.410133
2135.33 0.311769
2136.06 0.248791
2137.53 0.182225
2138.99 0.175094
2139.72 0.210474
2140.09 0.253535
2140.46 0.336207
2140.82 0.514189
2141.01 0.686812
2141.19 0.989257
2141.37 1.58931
2141.46 2.14155
2141.55 3.04402
2141.65 4.70677
2141.69 6.10215
2141.74 8.15489
2141.78 11.4954
2141.83 17.2232
2141.88 27.8432
2141.90 36.4876
2141.92 47.9048
2141.94 61.3357
2141.96 76.7045
2142.00 95.9436
2142.04 76.7020
2142.08 47.9013
2142.11 33.9394
2142.14 24.9029
2142.16 18.7952
2142.19 14.5771
2142.24 9.33125
2142.30 6.47974
2142.35 4.72423
2142.41 3.61077
2142.52 2.30751
2142.62 1.60081
2142.73 1.17985
2142.95 0.726536
2143.17 0.498442
2143.39 0.368588
2143.82 0.232373
2144.26 0.165689
2144.69 0.127691
2145.56 0.0873998
2146.43 0.0668852
2147.30 0.0545932
2149.04 0.0406038
2152.52 0.0281379
2156.00 0.0233524
2159.48 0.0232284
2161.22 0.0255620
2162.96 0.0311824
2164.70 0.0446186
2165.57 0.0584686
2166.44 0.0839414
2167.31 0.138319
2167.74 0.191976
2168.18 0.288453
2168.61 0.488912
2168.83 0.682563
2169.05 1.02038
2169.26 1.69822
2169.37 2.32456
2169.48 3.36018
2169.59 5.29515
2169.64 6.92726
2169.70 9.42485
2169.75 13.5926
2169.81 20.8533
2169.83 26.6665
2169.86 34.9444
2169.89 46.9371
2169.92 64.2442
2169.94 82.9749
2169.96 103.390
2170.00 128.728
2170.02 120.616
2170.04 102.416
2170.09 64.2412
2170.13 39.2928
2170.17 25.4317
2170.21 17.4898
2170.26 12.7456
2170.30 9.59913
2170.34 7.47034
2170.43 4.89729
2170.51 3.43593
2170.60 2.54903
2170.77 1.56138
2170.94 1.05191
2171.11 0.758640
2171.45 0.448930
2171.79 0.297990
2172.13 0.213326
2172.81 0.126742
2173.50 0.0856028
2174.18 0.0629773
2175.54 0.0403134
2176.91 0.0299606
2178.27 0.0246928
2181.00 0.0211202
2183.73 0.0238795
2185.09 0.0287170
2186.46 0.0385794
2187.82 0.0606665
2188.51 0.0829078
2189.19 0.123443
2189.87 0.209090
2190.21 0.292957
2190.55 0.442602
2190.89 0.749908
2191.06 1.04328
2191.23 1.54727
2191.40 2.53770
2191.49 3.42511
2191.57 4.86791
2191.66 7.47549
2191.70 9.61962
2191.75 12.7053
2191.79 17.5957
2191.83 25.4132
2191.85 31.5209
2191.87 39.3229
2191.89 49.7592
2191.92 63.5962
2191.94 82.1389
2191.96 102.349
2192.00 127.433
2192.02 119.402
2192.04 101.385
2192.09 63.5933
2192.11 46.4600
2192.14 34.9531
2192.19 21.1863
2192.24 13.8491
2192.30 9.73894
2192.35 7.15380
2192.40 5.49107
2192.51 3.50353
2192.61 2.42412
2192.72 1.77531
2192.92 1.07154
2193.13 0.715573
2193.34 0.512828
2193.76 0.301070
2194.18 0.198649
2194.60 0.141690
2195.44 0.0836797
2196.28 0.0561890
2197.12 0.0410532
2198.79 0.0257841
2200.47 0.0186395
2202.15 0.0147713
2205.50 0.0111645
2208.86 0.0102509
2212.21 0.0120175
2213.89 0.0154687
2215.56 0.0256233
2216.40 0.0395857
2217.24 0.0778682
2217.66 0.128948
2218.08 0.263749
2218.29 0.435207
2218.50 0.853997
2218.60 1.33959
2218.66 1.75718
2218.71 2.38475
2218.76 3.42910
2218.81 5.23767
2218.87 8.71780
2218.89 11.6540
2218.92 15.8585
2218.96 25.4357
2219.00 31.5962
2219.04 25.1936
2219.08 15.8591
2219.12 10.5141
2219.15 7.23053
2219.19 5.19188
2219.22 3.90661
2219.29 2.40045
2219.36 1.61342
2219.43 1.15584
2219.50 0.867920
2219.64 0.540974
2219.91 0.269739
2220.19 0.163121
2220.74 0.0812657
2221.29 0.0513004
2222.40 0.0304426
2223.50 0.0256432
2224.60 0.0290287
2225.71 0.0470044
2226.26 0.0733564
2226.81 0.145660
2227.09 0.239945
2227.36 0.479853
2227.50 0.768970
2227.64 1.42780
2227.71 2.12265
2227.78 3.45043
2227.81 4.62220
2227.85 6.37143
2227.88 9.24449
2227.92 13.7309
2227.96 21.9389
2228.00 27.4002
2228.04 21.9392
2228.08 13.7313
2228.12 9.14178
2228.15 6.30825
2228.19 4.54131
2228.22 3.39690
2228.29 2.08293
2228.36 1.40547
2228.50 0.753969
2228.64 0.470682
2228.92 0.234591
2229.20 0.141941
2229.76 0.0702529
2230.31 0.0435784
2231.43 0.0237485
2232.54 0.0166721
2237.00 0.0114015
2239.23 0.0136022
2241.46 0.0220390
2242.57 0.0342032
2243.69 0.0682788
2244.25 0.114452
2244.80 0.238824
2245.08 0.400755
2245.22 0.552486
2245.36 0.811069
2245.50 1.31022
2245.57 1.75165
2245.64 2.44337
2245.71 3.65177
2245.78 5.93174
2245.81 7.94009
2245.85 11.0436
2245.88 16.0222
2245.92 23.7898
2245.96 37.9801
2246.00 47.4070
2246.04 37.9807
2246.08 23.7906
2246.11 16.7624
2246.14 12.2301
2246.17 9.18646
2246.20 7.09602
2246.26 4.51448
2246.32 3.11780
2246.38 2.26260
2246.44 1.72113
2246.55 1.08951
2246.67 0.748403
2246.78 0.547094
2247.02 0.328761
2247.48 0.157938
2247.95 0.0937613
2248.88 0.0457812
2249.81 0.0283914
2251.68 0.0157259
2253.54 0.0112994
2261.00 0.00794893
2268.46 0.0121312
2270.32 0.0167351
2272.19 0.0294594
2273.12 0.0467200
2274.05 0.0941073
2274.52 0.157354
2274.98 0.325449
2275.22 0.539995
2275.33 0.739735
2275.45 1.07196
2275.57 1.69732
2275.62 2.22961
2275.68 3.05134
2275.74 4.43752
2275.80 6.89915
2275.83 8.90573
2275.86 11.8108
2275.89 16.1043
2275.91 22.4357
2275.96 35.8520
2276.00 44.7795
2276.04 35.8526
2276.09 22.4364
2276.14 12.6979
2276.19 7.84846
2276.24 5.19577
2276.29 3.68581
2276.34 2.72441
2276.39 2.10141
2276.49 1.35038
2276.59 0.939339
2276.69 0.691026
2276.89 0.419570
2277.10 0.282550
2277.30 0.203991
2277.70 0.122231
2278.51 0.0606071
2279.32 0.0382568
2280.93 0.0221765
2282.54 0.0168331
2285.77 0.0140574
2289.00 0.0148271
2292.23 0.0179991
2295.46 0.0259859
2297.07 0.0355538
2298.69 0.0598553
2299.49 0.0914212
2300.30 0.176005
2300.71 0.287456
2300.91 0.394133
2301.11 0.578935
2301.31 0.946584
2301.41 1.28332
2301.51 1.84166
2301.61 2.86456
2301.66 3.73610
2301.71 5.03210
2301.77 7.16101
2301.82 10.7722
2301.87 17.5155
2301.92 30.7837
2301.96 49.3656
2302.00 61.3286
2302.04 48.9069
2302.09 30.7851
2302.11 22.7865
2302.14 17.3332
2302.19 10.6787
2302.24 7.10951
2302.29 5.03414
2302.34 3.73832
2302.39 2.88102
2302.49 1.85902
2302.59 1.29925
2302.69 0.960948
2302.89 0.591111
2303.09 0.404588
2303.29 0.297856
2303.69 0.187161
2304.49 0.105684
2305.29 0.0784935
2306.89 0.0655488
2308.49 0.0726525
2310.09 0.0958170
2310.89 0.117637
2311.69 0.153781
2312.49 0.222244
2312.89 0.284166
2313.29 0.388937
2313.69 0.593911
2313.89 0.783003
2314.09 1.10315
2314.29 1.71528
2314.39 2.25745
2314.49 3.12701
2314.59 4.64589
2314.69 7.62956
2314.74 10.2957
2314.79 14.5225
2314.84 21.5443
2314.89 33.4110
2314.95 53.2061
2315.00 66.3436
2315.06 52.8283
2315.11 33.1248
2315.15 23.8782
2315.18 17.7379
2315.26 10.5988
2315.33 6.95817
2315.40 4.91217
2315.47 3.66557
2315.54 2.85644
2315.69 1.91339
2315.83 1.41269
2315.98 1.12116
2316.26 0.827724
2316.55 0.712413
2316.84 0.683996
2317.42 0.791480
2317.99 1.14818
2318.28 1.49740
2318.57 2.07993
2318.86 3.13327
2319.00 4.00225
2319.15 5.29112
2319.29 7.30016
2319.43 10.6217
2319.58 16.4655
2319.65 21.0003
2319.72 27.0840
2319.86 43.2999
2320.00 53.9855
2320.14 43.1696
2320.28 26.9794
2320.42 16.8960
2320.55 11.1708
2320.68 7.78831
2320.82 5.71129
2321.09 3.42006
2321.36 2.27892
2321.62 1.63212
2321.89 1.23447
2322.43 0.796371
2322.97 0.577848
2323.51 0.460475
2324.58 0.373072
2325.66 0.419620
2326.19 0.511704
2326.73 0.698688
2327.27 1.10714
2327.54 1.50526
2327.81 2.19940
2328.07 3.57850
2328.21 4.83106
2328.34 6.89217
2328.48 10.6609
2328.54 13.7792
2328.61 18.4527
2328.68 25.8489
2328.75 38.3503
2328.78 48.1024
2328.81 61.0609
2328.85 79.5302
2328.88 104.122
2328.94 166.961
2329.00 207.879
2329.06 165.855
2329.12 104.111
2329.17 69.5249
2329.22 48.0920
2329.27 34.6841
2329.32 25.9786
2329.42 15.9584
2329.52 10.7240
2329.62 7.68146
2329.72 5.76731
2329.92 3.59367
2330.12 2.45652
2330.32 1.78917
2330.52 1.36466
2330.72 1.07806
2331.12 0.727036
2331.52 0.528312
2331.92 0.404953
2332.32 0.323335
2333.12 0.225180
2333.92 0.171464
2335.52 0.121204
2337.12 0.109580
2337.92 0.116834
2338.72 0.138944
2339.52 0.194148
2339.92 0.250995
2340.32 0.354146
2340.72 0.569658
2340.92 0.776955
2341.12 1.13902
2341.32 1.85730
2341.42 2.51510
2341.52 3.60525
2341.62 5.60044
2341.67 7.27828
2341.72 9.82052
2341.77 13.9050
2341.82 20.9584
2341.84 26.4787
2341.87 34.1751
2341.89 45.0415
2341.92 59.5665
2341.94 76.9216
2341.96 95.8373
2342.00 119.315
2342.02 111.798
2342.04 94.9350
2342.09 59.5641
2342.12 38.0733
2342.16 25.7158
2342.20 18.0819
2342.24 13.3943
2342.32 8.06734
2342.39 5.38561
2342.47 3.82851
2342.55 2.86144
2342.70 1.78168
2342.85 1.21893
2343.01 0.893347
2343.31 0.548698
2343.62 0.379850
2343.93 0.285873
2344.54 0.191556
2345.15 0.150142
2345.77 0.131850
2346.99 0.131628
2348.22 0.176874
2348.83 0.230664
2349.44 0.332134
2349.75 0.418174
2350.06 0.548924
2350.37 0.760620
2350.67 1.13379
2350.83 1.44022
2350.98 1.89031
2351.13 2.59436
2351.28 3.78448
2351.44 6.05014
2351.52 8.02527
2351.59 11.0793
2351.67 16.2950
2351.71 20.2791
2351.74 25.8311
2351.78 34.0673
2351.82 46.0496
2351.86 64.3434
2351.90 92.3139
2351.95 147.826
2352.00 183.710
2352.03 172.805
2352.05 146.686
2352.10 91.4207
2352.14 63.1657
2352.18 44.9076
2352.22 33.0613
2352.26 25.3143
2352.34 15.8531
2352.41 10.8256
2352.49 7.80482
2352.57 5.90339
2352.72 3.69896
2352.88 2.53194
2353.03 1.84200
2353.19 1.40100
2353.34 1.10390
2353.65 0.736272
2353.96 0.528280
2354.27 0.398542
2354.58 0.312680
2355.20 0.208949
2355.82 0.151292
2356.44 0.115878
2357.06 0.0925660
2358.30 0.0647687
2359.54 0.0496212
2362.01 0.0354824
2364.49 0.0323806
2365.73 0.0347582
2366.97 0.0418315
2368.21 0.0596670
2368.82 0.0782630
2369.44 0.112568
2370.06 0.185486
2370.37 0.257143
2370.68 0.384534
2370.99 0.646589
2371.15 0.895519
2371.30 1.32127
2371.46 2.15339
2371.53 2.90565
2371.61 4.10868
2371.69 6.26607
2371.77 10.5241
2371.80 14.4458
2371.84 20.5892
2371.88 31.2750
2371.90 39.0916
2371.92 49.2706
2371.94 63.5110
2371.96 78.9190
2372.00 97.9255
2372.02 91.8289
2372.04 78.1494
2372.08 48.6678
2372.12 32.7460
2372.15 22.7933
2372.18 16.5158
2372.21 12.5148
2372.28 7.70861
2372.34 5.21429
2372.41 3.73232
2372.48 2.81053
2372.61 1.75558
2372.74 1.19643
2372.87 0.869900
2373.13 0.519564
2373.39 0.346469
2373.65 0.248505
2374.17 0.147438
2374.69 0.0989170
2375.22 0.0719838
2376.26 0.0445117
2377.31 0.0313808
2378.35 0.0240387
2380.44 0.0164052
2382.53 0.0126119
2384.61 0.0103902
2388.79 0.00792856
2397.15 0.00581449
2405.50 0.00497816
2413.86 0.00473273
2422.21 0.00505733
2430.56 0.00714160
2434.74 0.0140035
2436.83 0.0386789
2437.35 0.0628180
2437.87 0.127486
2438.13 0.211017
2438.40 0.422063
2438.53 0.675988
2438.66 1.24489
2438.72 1.84916
2438.79 2.97506
2438.82 3.95549
2438.85 5.39598
2438.89 7.72357
2438.92 11.2768
2438.96 18.1395
2439.00 22.5751
2439.04 17.9655
2439.08 11.2773
2439.12 7.13549
2439.16 4.73615
2439.20 3.31551
2439.24 2.44841
2439.32 1.45974
2439.39 0.967956
2439.55 0.511468
2439.70 0.316111
2440.01 0.156801
2440.32 0.0950183
2440.94 0.0479659
2441.56 0.0307906
2444.04 0.0144948
2446.52 0.0130707
2449.00 0.0153033
2451.48 0.0218468
2452.72 0.0286172
2453.96 0.0409886
2455.20 0.0672808
2455.82 0.0932494
2456.44 0.140048
2457.06 0.238337
2457.37 0.334139
2457.68 0.503675
2457.99 0.850620
2458.14 1.17863
2458.30 1.74178
2458.45 2.83033
2458.53 3.80792
2458.61 5.36050
2458.68 8.11651
2458.76 13.4693
2458.80 18.3160
2458.84 25.7779
2458.86 31.4475
2458.88 38.4601
2458.90 47.5564
2458.91 59.2441
