Ta-181(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
149.789 101.688
149.809 75.0723
149.829 58.5745
149.848 47.6783
149.887 34.6394
149.927 27.3973
149.966 22.9602
150.044 17.9679
150.123 15.3281
150.201 13.7416
150.280 12.6965
150.358 11.9639
150.515 11.0088
150.672 10.4155
150.986 9.71223
151.299 9.29942
151.613 9.01893
152.241 8.64313
152.868 8.38452
153.496 8.18223
154.751 7.85925
157.262 7.33421
158.517 7.08664
158.831 7.02788
159.144 6.98337
159.301 6.98488
159.380 7.00560
159.458 7.05994
159.537 7.19748
159.576 7.33990
159.615 7.59466
159.654 8.09718
159.674 8.54424
159.693 9.25331
159.713 10.4568
159.733 12.6878
159.742 14.5512
159.752 17.3033
159.762 21.4660
159.772 27.7680
159.786 41.1168
159.800 50.6816
159.814 42.6886
159.828 29.7273
159.841 21.8241
159.854 17.0875
159.867 14.2029
159.879 12.3748
159.905 10.2788
159.930 9.19295
159.956 8.55556
159.982 8.15143
160.033 7.68035
160.084 7.42298
160.135 7.26377
160.237 7.07825
160.441 6.89954
160.646 6.80094
161.463 6.55988
163.098 6.15804
163.916 5.95147
164.325 5.85269
164.733 5.77378
165.142 5.76831
165.346 5.84901
165.551 6.08495
165.653 6.32825
165.755 6.74058
165.857 7.47334
165.960 8.88122
166.011 10.0927
166.062 11.9488
166.113 14.9601
166.164 20.2432
166.215 30.6158
166.241 39.9294
166.266 54.8340
166.292 80.8175
166.305 101.460
166.317 130.686
166.330 174.270
166.343 240.777
166.356 347.593
166.368 517.919
166.384 838.387
166.400 1062.78
166.416 863.817
166.432 549.695
166.448 338.607
166.465 222.044
166.482 155.525
166.498 115.077
166.515 88.9608
166.531 71.2199
166.565 49.4368
166.598 37.1008
166.631 29.4398
166.697 20.7863
166.764 16.2361
166.830 13.5290
166.897 11.7749
166.963 10.5663
167.096 9.03115
167.228 8.11386
167.494 7.07956
167.759 6.50682
168.025 6.13235
168.556 5.64165
169.618 5.03359
170.680 4.64565
171.211 4.56131
171.742 4.63534
172.273 5.04283
172.804 6.22601
173.070 7.44223
173.335 9.49420
173.601 13.1116
173.866 19.9726
173.999 25.8073
174.132 34.6463
174.264 48.8319
174.397 73.4068
174.530 121.209
174.596 163.877
174.663 232.427
174.729 352.608
174.795 589.230
174.829 801.111
174.862 1137.78
174.895 1698.80
174.928 2646.32
174.964 4202.28
175.000 5214.00
175.036 4156.11
175.072 2588.57
175.099 1776.30
175.127 1254.29
175.154 916.256
175.181 690.971
175.235 424.771
175.290 283.202
175.344 200.357
175.399 148.998
175.453 116.146
175.508 95.5723
175.562 84.4857
175.616 82.5399
175.644 85.5562
175.671 91.9464
175.698 102.696
175.725 119.358
175.753 144.527
175.780 182.102
175.807 239.074
175.834 327.698
175.861 470.805
175.889 713.095
175.916 1144.60
175.929 1480.52
175.943 1932.54
175.972 3289.89
176.000 4380.30
176.029 3747.05
176.057 2504.04
176.077 1863.14
176.096 1418.39
176.116 1108.88
176.136 891.661
176.175 616.573
176.214 457.465
176.254 357.309
176.293 289.961
176.371 207.182
176.450 159.334
176.529 128.751
176.686 92.5477
176.843 72.1356
177.000 59.1892
177.314 43.8431
177.629 35.1565
177.943 29.6600
178.100 27.6853
178.257 26.2646
178.336 25.9601
178.414 26.5031
178.454 27.7134
178.493 30.9001
178.513 34.3786
178.532 40.8881
178.552 54.3870
178.562 66.5143
178.571 84.7780
178.586 123.870
178.600 151.654
178.614 127.812
178.629 89.5414
178.645 62.0720
178.661 47.5215
178.677 39.4422
178.693 34.5937
178.726 29.3347
178.758 26.6606
178.791 25.0622
178.823 23.9981
178.888 22.6354
179.017 21.0863
179.147 20.0843
179.406 18.6363
179.664 17.5291
180.182 15.8362
180.700 14.5624
181.736 12.7197
181.995 12.3630
182.254 12.0813
182.383 12.0331
182.448 12.0827
182.513 12.2551
182.578 12.7279
182.610 13.2275
182.642 14.1171
182.675 15.8520
182.691 17.3642
182.707 19.6870
182.723 23.5049
182.739 30.1909
182.756 42.8380
182.772 67.7837
182.786 104.627
182.800 131.817
182.814 110.965
182.828 75.6887
182.839 57.3127
182.849 45.1459
182.860 36.9398
182.870 31.3749
182.891 24.5417
182.911 20.7473
182.932 18.4123
182.952 16.8843
182.994 15.0447
183.035 14.0088
183.076 13.3556
183.159 12.5832
183.242 12.1366
183.324 11.8372
183.489 11.4386
183.820 10.9429
184.150 10.5893
184.481 10.2996
184.811 10.0693
184.976 10.0043
185.141 10.0679
185.224 10.2670
185.265 10.4884
185.307 10.8952
185.348 11.7112
185.369 12.4461
185.389 13.6140
185.410 15.6234
185.430 19.3766
185.441 22.5849
185.451 27.3407
185.461 34.6385
185.472 45.8641
185.486 68.6945
185.500 84.6049
185.514 70.5737
185.528 48.4131
185.543 33.4483
185.558 25.1739
185.572 20.4113
185.587 17.4951
185.602 15.5900
185.616 14.2989
185.645 12.6998
185.675 11.7797
185.704 11.2017
185.762 10.5295
185.821 10.1577
185.879 9.92148
185.996 9.63031
186.230 9.30829
186.464 9.09552
187.400 8.47288
188.336 7.94340
188.570 7.83060
188.804 7.77258
188.921 7.82713
188.979 7.92168
189.038 8.12628
189.096 8.59313
189.126 9.05181
189.155 9.83582
189.184 11.3079
189.213 14.4244
189.228 17.3993
189.243 22.4091
189.257 31.3969
189.272 48.1004
189.286 74.4317
189.300 93.3992
189.314 78.0426
189.328 52.8474
189.339 39.5066
189.349 30.7844
189.360 25.0124
189.370 21.0889
189.391 16.3382
189.412 13.7141
189.434 12.1145
189.455 11.0756
189.497 9.83895
189.539 9.14909
189.581 8.72010
189.665 8.22073
189.833 7.75314
190.001 7.51355
190.673 7.04031
191.346 6.82316
192.018 6.93887
192.355 7.27530
192.691 8.01269
193.027 9.55184
193.363 12.8683
193.531 15.9166
193.699 20.7809
193.868 28.9865
194.036 43.9512
194.120 56.3138
194.204 74.5698
194.288 102.930
194.372 149.732
194.456 234.004
194.498 302.967
194.540 404.254
194.582 560.055
194.624 810.601
194.666 1234.39
194.708 1966.16
194.754 3218.21
194.800 4116.79
194.846 3371.80
194.892 2158.52
194.932 1447.21
194.971 1009.79
195.011 737.064
195.050 560.075
195.129 355.497
195.208 247.808
195.287 184.360
195.366 143.937
195.524 97.0169
195.683 71.6892
195.841 56.3452
195.999 46.2691
196.157 39.2464
196.473 30.2452
196.789 24.8087
197.105 21.2037
197.422 18.6471
198.054 15.3000
198.370 14.2315
198.686 13.6173
199.003 13.9285
199.161 14.9421
199.319 17.4163
199.477 23.5935
199.556 30.0685
199.635 41.8403
199.714 65.7344
199.754 87.5507
199.793 123.077
199.833 185.791
199.853 236.105
199.872 308.088
199.892 416.017
199.912 582.677
199.932 852.340
199.951 1288.66
199.976 2111.89
200.000 2708.58
200.024 2226.18
200.049 1431.50
200.067 1016.48
200.085 742.264
200.103 561.014
200.121 438.531
200.157 289.847
200.193 207.876
200.229 158.223
200.266 125.910
200.338 87.7126
200.410 66.6983
200.482 53.8403
200.627 39.3571
200.771 31.6551
200.916 26.9833
201.060 23.8793
201.204 21.6777
201.493 18.7653
201.782 16.9168
202.360 14.6546
202.937 13.2616
203.515 12.2702
203.804 11.8822
203.948 11.7301
204.093 11.6407
204.237 11.7136
204.310 11.9065
204.382 12.3612
204.454 13.4571
204.490 14.5692
204.526 16.5306
204.562 20.3321
204.580 23.6675
204.598 28.8361
204.616 37.4399
204.634 52.7115
204.653 82.6669
204.662 108.026
204.671 144.575
204.678 184.703
204.685 231.507
204.700 294.376
204.715 243.883
204.730 160.788
204.744 106.953
204.758 75.8122
204.772 57.2384
204.786 45.5625
204.815 32.4643
204.843 25.7222
204.872 21.7889
204.900 19.3006
204.957 16.4078
205.014 14.8241
205.071 13.8462
205.184 12.7102
205.298 12.0643
205.412 11.6368
205.639 11.0750
206.094 10.3813
206.548 9.87526
207.003 9.44861
207.230 9.27672
207.458 9.18492
207.685 9.34247
207.799 9.68839
207.912 10.5136
208.026 12.5902
208.083 14.7933
208.140 18.8417
208.197 27.1802
208.225 34.8862
208.254 47.5806
208.282 70.2593
208.296 88.6932
208.310 115.550
208.325 156.278
208.339 220.868
208.353 327.774
208.367 507.522
208.384 831.042
208.400 1064.53
208.408 1015.24
208.417 875.814
208.433 566.037
208.446 397.144
208.458 288.458
208.471 217.639
208.484 170.089
208.509 113.249
208.535 82.2632
208.560 63.5658
208.586 51.5081
208.636 37.3037
208.687 29.5053
208.738 24.7414
208.840 19.3741
208.941 16.5143
209.043 14.7735
209.246 12.7852
209.450 11.6786
209.653 10.9623
210.060 10.0500
210.466 9.44708
210.873 8.97985
211.687 8.22119
212.500 7.59108
212.907 7.36512
213.313 7.33469
213.517 7.49838
213.720 7.92533
213.923 8.88415
214.127 11.0261
214.228 13.0235
214.330 16.2325
214.432 21.6645
214.533 31.5619
214.584 39.7324
214.635 51.7530
214.686 70.3527
214.737 100.797
214.788 155.013
214.813 198.803
214.839 262.325
214.864 358.146
214.889 509.077
214.915 756.720
214.940 1168.73
214.970 1917.59
215.000 2457.15
215.030 2017.82
215.060 1297.39
215.084 901.485
215.107 647.529
215.131 483.165
215.154 373.402
215.201 242.942
215.248 172.238
215.295 129.881
215.342 102.526
215.436 70.4326
215.530 52.9451
215.624 42.3283
215.812 30.7114
216.000 25.4822
216.094 24.6442
216.188 25.4880
216.282 29.7461
216.329 34.7175
216.376 43.9181
216.423 62.3172
216.447 78.7018
216.470 104.581
216.494 148.109
216.517 227.510
216.529 293.010
216.541 387.309
216.552 528.146
216.564 734.547
216.582 1197.87
216.600 1534.01
216.618 1263.13
216.636 815.933
216.648 603.236
216.660 456.930
216.683 284.528
216.707 194.777
216.731 143.699
216.754 111.863
216.778 90.8720
216.825 65.5513
216.873 51.3732
216.920 42.5527
217.014 32.4292
217.109 26.9051
217.204 23.4593
217.393 19.3892
217.582 17.0246
217.771 15.4425
218.149 13.3805
218.528 12.0743
218.717 11.6524
218.906 11.4985
219.095 12.0155
219.190 12.9291
219.284 14.9547
219.379 19.7550
219.426 24.6262
219.473 33.2594
219.521 50.1324
219.544 65.0467
219.568 88.3656
219.592 127.508
219.615 197.982
219.627 255.264
219.639 337.679
219.651 458.343
219.663 634.538
219.681 1043.55
219.700 1342.76
219.719 1110.50
219.738 721.109
219.757 449.906
219.777 300.003
219.797 213.879
219.817 161.145
219.837 126.848
219.856 103.379
219.896 74.2555
219.936 57.4805
219.975 46.9384
220.055 34.7787
220.134 28.1883
220.213 24.1598
220.371 19.5709
220.530 17.0597
220.688 15.4770
221.005 13.5653
221.322 12.4160
221.639 11.6657
221.798 11.4682
221.877 11.4739
221.956 11.6449
222.035 12.2215
222.075 12.8714
222.115 14.0791
222.154 16.5339
222.174 18.7608
222.194 22.3452
222.214 28.5339
222.233 40.2634
222.243 50.2626
222.253 65.3096
222.263 88.5913
222.273 124.755
222.280 159.049
222.287 198.395
222.300 251.778
222.314 208.566
222.327 137.433
222.339 95.9672
222.350 70.2441
222.362 54.1286
222.373 43.7024
222.396 31.5156
222.419 25.0368
222.442 21.1941
222.465 18.7226
222.510 15.8189
222.556 14.2141
222.602 13.2180
222.694 12.0530
222.785 11.3844
222.877 10.9377
223.060 10.3410
223.427 9.58544
223.793 9.04176
224.160 8.68550
224.343 8.68567
224.526 9.03578
224.618 9.50605
224.709 10.3851
224.801 12.0528
224.893 15.3960
224.984 22.8504
225.030 30.1628
225.076 42.8243
225.099 52.7933
225.122 66.9118
225.145 87.6479
225.168 119.497
225.190 171.194
225.213 260.968
225.225 331.613
225.236 429.057
225.248 567.444
225.259 759.478
225.280 1253.70
225.300 1616.51
225.321 1335.61
225.341 864.960
225.361 556.014
225.381 377.929
225.401 272.229
225.421 206.002
225.441 162.225
225.461 131.913
225.501 93.8643
225.541 71.7206
225.581 57.7203
225.661 41.5063
225.741 32.7091
225.821 27.3448
225.901 23.7832
225.981 21.2774
226.141 18.0111
226.302 15.9926
226.622 13.6298
226.942 12.2665
227.262 11.3496
227.903 10.1197
228.543 9.27339
228.863 8.95808
229.183 8.76509
229.504 8.87583
229.664 9.22523
229.824 10.0745
229.984 12.1846
230.064 14.3954
230.144 18.4361
230.224 26.7704
230.264 34.5563
230.304 47.6042
230.344 71.6544
230.364 91.9088
230.384 122.534
230.404 171.451
230.424 254.955
230.444 408.352
230.454 532.079
230.464 703.157
230.482 1135.29
230.500 1435.59
230.518 1164.61
230.536 739.819
230.549 520.221
230.563 377.301
230.576 282.709
230.589 219.343
230.616 142.997
230.643 101.496
230.669 76.5056
230.696 60.4082
230.749 41.6709
230.803 31.5565
230.856 25.5017
230.963 18.9317
231.070 15.7337
231.176 14.1248
231.390 13.6900
231.496 14.8203
231.603 17.3213
231.710 22.2090
231.816 31.8872
231.870 40.2141
231.923 52.7868
231.977 72.7358
232.030 106.273
232.083 167.871
232.110 219.090
232.137 294.862
232.163 412.980
232.190 605.334
232.217 937.795
232.243 1521.92
232.272 2515.66
232.300 3246.18
232.329 2682.65
232.357 1735.24
232.376 1273.50
232.395 955.290
232.415 736.979
232.434 584.254
232.472 393.697
232.511 285.350
232.549 218.330
232.587 174.047
232.664 120.896
232.741 91.2445
232.818 72.8862
232.971 52.0196
233.125 40.8498
233.279 34.0543
233.432 29.5466
233.586 26.3661
233.893 22.2034
234.200 19.6183
234.507 17.8588
234.814 16.5819
235.429 14.8361
236.043 13.6732
236.350 13.2197
236.657 12.8515
236.811 12.7428
236.888 12.7462
236.964 12.8473
237.041 13.1948
237.080 13.5908
237.118 14.3303
237.156 15.8338
237.176 17.1923
237.195 19.3639
237.214 23.0674
237.233 29.9378
237.252 44.0703
237.262 56.7020
237.271 75.4257
237.286 117.001
237.300 147.864
237.314 124.591
237.329 84.8985
237.339 64.1385
237.350 50.3925
237.360 41.1233
237.370 34.8372
237.391 27.1189
237.412 22.8326
237.433 20.1951
237.454 18.4694
237.496 16.3935
237.537 15.2273
237.579 14.4948
237.662 13.6357
237.746 13.1469
237.829 12.8256
237.996 12.4114
238.330 11.9255
238.663 11.5972
239.330 11.0964
239.998 10.6767
240.665 10.2837
240.999 10.0905
241.332 9.90583
241.666 9.76892
241.833 9.76713
241.999 9.90488
242.083 10.0929
242.166 10.4475
242.250 11.1251
242.333 12.4938
242.416 15.5714
242.458 18.6223
242.500 23.9605
242.541 34.2773
242.562 43.3305
242.583 57.3978
242.604 80.8765
242.625 122.807
242.635 157.050
242.646 205.664
242.656 276.397
242.667 378.982
242.683 619.190
242.700 793.277
242.717 654.800
242.734 425.394
242.751 268.550
242.768 181.014
242.786 130.094
242.803 98.9732
242.820 78.5663
242.838 64.6653
242.872 47.3840
242.907 37.4205
242.942 31.1665
243.011 23.9641
243.080 20.0884
243.149 17.7331
243.219 16.1766
243.288 15.0828
243.427 13.6606
243.565 12.7840
243.843 11.7575
244.120 11.1628
244.397 10.7600
244.951 10.2094
245.506 9.80452
245.783 9.62851
246.060 9.47242
246.338 9.37218
246.476 9.38718
246.615 9.52955
246.684 9.70634
246.753 10.0280
246.823 10.6262
246.892 11.8074
246.961 14.4043
246.996 16.9390
247.031 21.2941
247.065 29.5695
247.083 36.6558
247.100 47.5159
247.117 65.2383
247.135 95.8306
247.143 119.921
247.152 153.036
247.161 200.169
247.169 265.332
247.177 342.116
247.185 431.710
247.200 553.368
247.208 528.955
247.215 457.479
247.231 297.538
247.249 179.431
247.267 117.831
247.284 83.9124
247.302 63.7437
247.320 50.8369
247.338 42.1943
247.373 31.6283
247.409 25.6290
247.445 21.8974
247.516 17.6354
247.587 15.3501
247.659 13.9665
247.801 12.4305
247.944 11.6809
248.015 11.5059
248.086 11.5001
248.157 11.8178
248.193 12.2397
248.229 13.0453
248.264 14.6844
248.282 16.1428
248.300 18.4375
248.318 22.2652
248.336 29.1457
248.353 42.6613
248.362 54.2290
248.371 70.9920
248.386 110.318
248.400 139.066
248.414 116.364
248.429 78.5154
248.438 61.4565
248.447 49.3250
248.464 34.6770
248.482 26.7912
248.500 22.2117
248.518 19.3088
248.535 17.3750
248.571 15.0096
248.606 13.6650
248.642 12.8171
248.713 11.8254
248.784 11.2688
248.855 10.9108
248.997 10.4678
249.139 10.1924
249.281 9.99554
249.565 9.71585
250.133 9.34588
250.700 9.07428
251.836 8.63202
252.120 8.53218
252.404 8.44367
252.546 8.41661
252.688 8.44259
252.759 8.52762
252.795 8.62307
252.830 8.79861
252.866 9.14868
252.883 9.46068
252.901 9.94901
252.919 10.7706
252.937 12.2471
252.954 15.1685
252.963 17.7042
252.972 21.3580
252.986 29.8455
253.000 35.9531
253.014 31.0029
253.028 22.8774
253.040 18.1599
253.052 15.2070
253.064 13.3431
253.075 12.1215
253.099 10.6943
253.123 9.93093
253.146 9.47535
253.170 9.18027
253.217 8.82982
253.264 8.63154
253.311 8.50451
253.406 8.34812
253.594 8.17781
253.783 8.06752
254.538 7.73842
256.047 7.09195
256.802 6.71513
257.179 6.50838
257.556 6.29566
257.934 6.11134
258.122 6.07237
258.311 6.15178
258.500 6.58174
258.594 7.15226
258.688 8.33061
258.783 11.0296
258.830 13.7384
258.877 18.5168
258.924 27.9073
258.948 36.2500
258.971 49.4086
258.995 71.8096
259.007 89.1505
259.019 113.309
259.030 147.932
259.042 198.999
259.054 276.077
259.066 391.272
259.083 640.573
259.100 819.894
259.117 673.520
259.134 434.336
259.150 284.258
259.166 195.325
259.182 141.667
259.198 107.673
259.230 69.2900
259.262 49.4484
259.294 37.8976
259.326 30.5723
259.390 22.1048
259.454 17.5326
259.518 14.7512
259.646 11.6198
259.774 9.93765
259.902 8.89547
260.158 7.66289
260.414 6.93799
260.670 6.45071
261.182 5.90721
261.438 5.87513
261.694 6.13480
261.950 6.97353
262.206 9.12248
262.334 11.2428
262.462 14.7552
262.590 20.8601
262.654 25.6228
262.718 32.2618
262.782 41.8241
262.846 56.0999
262.910 78.4505
262.974 115.695
263.038 183.204
263.070 238.806
263.102 320.780
263.134 446.971
263.166 651.011
263.198 997.356
263.230 1595.20
263.265 2628.38
263.300 3384.44
263.335 2790.47
263.370 1797.99
263.411 1068.36
263.451 685.019
263.492 473.120
263.532 347.348
263.573 266.991
263.613 212.952
263.694 146.882
263.775 109.448
263.855 86.1843
264.017 59.9162
264.179 46.7254
264.260 43.1117
264.341 41.5464
264.422 43.2855
264.462 46.6028
264.502 53.3434
264.543 67.2498
264.563 79.5466
264.583 98.6409
264.603 129.822
264.624 184.096
264.644 285.681
264.664 484.815
264.682 779.211
264.700 992.220
264.718 818.968
264.736 533.989
264.750 381.061
264.764 281.952
264.777 216.604
264.791 172.878
264.819 120.108
264.846 91.2011
264.873 73.5780
264.901 62.0742
264.956 48.2328
265.011 40.3786
265.066 35.3848
265.175 29.3789
265.285 25.8376
265.395 23.4510
265.615 20.3294
265.835 18.2972
266.054 16.8226
266.494 14.7595
266.933 13.3330
267.372 12.2516
268.251 10.6300
269.130 9.35036
270.008 8.18652
270.448 7.62862
270.668 7.37968
270.887 7.20658
271.107 7.28146
271.217 7.58834
271.327 8.38191
271.436 10.4520
271.491 12.6725
271.546 16.7785
271.574 20.1925
271.601 25.2223
271.615 28.6921
271.629 33.0301
271.642 38.5725
271.656 45.7777
271.670 55.4153
271.684 68.4204
271.697 86.5661
271.711 112.696
271.725 152.051
271.738 212.799
271.752 310.536
271.766 469.362
271.783 772.760
271.800 997.294
271.809 954.430
271.817 826.545
271.834 536.639
271.850 357.677
271.865 249.446
271.881 183.070
271.896 140.715
271.927 91.9136
271.958 66.4364
271.989 51.4253
272.020 41.8837
272.082 30.7982
272.144 24.8381
272.206 21.2756
272.329 17.5072
272.453 15.8894
272.577 15.4276
272.825 17.1753
273.072 24.1687
273.196 31.9331
273.320 46.1937
273.382 57.8874
273.444 74.9809
273.506 101.034
273.567 142.942
273.629 215.283
273.691 352.340
273.722 469.325
273.753 644.610
273.784 915.191
273.815 1334.34
273.858 2197.94
273.900 2828.85
273.943 2333.49
273.985 1506.57
274.035 892.061
274.084 571.323
274.134 395.276
274.184 290.807
274.233 224.228
274.283 179.485
274.382 124.810
274.481 93.8021
274.581 74.4535
274.779 52.2919
274.978 40.3536
275.176 33.0489
275.573 24.6901
275.970 20.0893
276.169 18.5571
276.367 17.5169
276.566 17.3433
276.665 18.0089
276.764 19.9150
276.863 24.9017
276.913 30.1373
276.963 39.5614
277.012 58.1868
277.037 74.7096
277.062 100.755
277.087 144.447
277.111 223.771
277.124 288.521
277.136 382.017
277.149 519.474
277.161 721.118
277.181 1187.42
277.200 1530.99
277.220 1268.80
277.239 825.883
277.251 628.736
277.263 487.030
277.286 313.018
277.310 218.773
277.333 163.483
277.357 128.291
277.381 104.735
277.428 75.8993
277.475 59.5093
277.522 49.2616
277.616 37.4454
277.710 30.9927
277.805 26.9911
277.993 22.3033
278.182 19.6123
278.370 17.8195
278.747 15.4678
279.124 13.9476
279.313 13.4690
279.501 13.3699
279.690 14.2878
279.784 15.7597
279.878 18.9513
279.972 26.3892
280.019 33.8170
280.067 46.7627
280.114 71.4092
280.137 92.5964
280.161 124.785
280.184 176.687
280.208 264.841
280.231 426.102
280.243 554.873
280.255 729.853
280.278 1211.24
280.300 1572.88
280.323 1312.19
280.345 858.852
280.359 647.077
280.374 496.975
280.402 315.939
280.431 219.640
280.459 163.723
280.488 128.391
280.517 104.747
280.574 76.0129
280.631 59.7062
280.688 49.5065
280.802 37.7370
280.917 31.3255
281.031 27.3606
281.145 24.6878
281.260 22.7696
281.488 20.1985
281.717 18.5428
282.174 16.4905
282.631 15.2153
283.088 14.3012
284.003 12.9712
284.917 11.9113
285.374 11.4064
285.831 10.8965
286.289 10.4012
286.517 10.2079
286.746 10.1655
286.860 10.2880
286.974 10.6251
287.089 11.3975
287.203 13.1404
287.317 17.3818
287.374 21.7922
287.432 29.7573
287.489 45.7681
287.517 60.2350
287.546 83.3817
287.574 123.381
287.589 154.754
287.603 198.575
287.617 262.548
287.632 358.343
287.646 505.570
287.660 730.523
287.680 1203.34
287.700 1552.86
287.720 1285.67
287.740 833.434
287.761 527.383
287.781 354.192
287.802 253.408
287.822 191.386
287.842 150.558
287.863 122.498
287.904 87.5938
287.945 67.3919
287.986 54.6575
288.068 39.9252
288.150 31.9458
288.231 27.0655
288.395 21.5202
288.559 18.4980
288.723 16.5964
289.050 14.2965
289.378 12.9513
289.542 12.5551
289.706 12.4823
289.869 13.2241
289.951 14.3843
290.033 16.8682
290.115 22.5782
290.156 28.2483
290.197 38.0518
290.238 56.6628
290.258 72.5704
290.279 96.6423
290.299 135.341
290.320 200.755
290.340 319.902
290.350 414.124
290.361 542.841
290.380 895.884
290.400 1160.53
290.420 966.587
290.439 631.266
290.459 407.096
290.479 278.468
290.498 202.103
290.518 154.664
290.538 123.213
290.557 101.586
290.597 74.4807
290.636 58.7908
290.675 49.0127
290.754 38.3797
290.832 34.5751
290.871 35.0325
290.911 37.9479
290.950 45.6372
290.970 53.0173
290.989 64.9562
291.009 85.3243
291.028 122.070
291.048 194.249
291.058 255.784
291.068 344.596
291.084 558.083
291.100 717.475
291.116 599.164
291.132 395.550
291.145 283.619
291.158 211.055
291.170 163.153
291.183 131.093
291.208 92.3064
291.233 70.9845
291.258 57.9282
291.283 49.3487
291.333 39.0301
291.383 33.1581
291.433 29.4308
291.534 24.9856
291.634 22.4253
291.734 20.7481
291.935 18.6528
292.135 17.3686
292.336 16.4831
292.737 15.3124
293.138 14.5494
293.540 13.9969
294.342 13.2212
295.144 12.6751
295.947 12.2490
297.552 11.5780
299.156 11.0104
300.761 10.4467
301.564 10.1357
302.366 9.78212
302.767 9.58536
303.168 9.39517
303.369 9.34630
303.469 9.37072
303.570 9.48562
303.670 9.83872
303.720 10.2378
303.770 10.9894
303.820 12.5606
303.846 14.0243
303.871 16.4305
303.896 20.7497
303.921 29.3799
303.933 37.1766
303.946 49.4323
303.958 69.6475
303.971 103.490
303.985 164.568
304.000 208.982
304.015 173.425
304.029 114.548
304.046 71.6514
304.063 49.0909
304.079 36.5299
304.096 29.0833
304.113 24.2997
304.129 21.0894
304.162 17.1520
304.196 14.9064
304.229 13.4995
304.295 11.8814
304.362 10.9971
304.429 10.4472
304.562 9.79628
304.828 9.16377
305.094 8.90319
305.227 8.91603
305.360 9.10668
305.493 9.64941
305.626 10.9814
305.693 12.2737
305.759 14.3879
305.826 18.0209
305.892 24.7229
305.959 38.5075
305.992 51.2172
306.025 71.9528
306.059 108.689
306.075 138.092
306.092 180.365
306.108 243.808
306.125 341.580
306.142 498.365
306.158 752.192
306.179 1240.76
306.200 1602.42
306.221 1326.62
306.242 859.499
306.263 545.886
306.284 367.393
306.305 263.054
306.327 198.631
306.348 156.135
306.369 126.995
306.411 90.4931
306.453 69.3833
306.496 56.0317
306.580 40.6039
306.665 32.2483
306.750 27.1574
306.834 23.7830
306.919 21.4069
307.088 18.3129
307.257 16.4050
307.427 15.1123
307.596 14.1762
307.934 12.8921
308.273 12.0240
308.950 10.8206
309.627 9.87672
309.965 9.42926
310.304 8.99776
310.642 8.66734
310.812 8.65280
310.981 8.95981
311.150 10.2001
311.235 11.7475
311.319 14.8496
311.404 21.7128
311.446 28.3886
311.489 39.8196
311.510 48.7436
311.531 61.1887
311.552 79.3026
311.573 106.485
311.594 149.717
311.615 221.809
311.637 350.691
311.658 586.338
311.679 970.417
311.700 1255.53
311.721 1042.02
311.742 678.177
311.766 413.762
311.790 271.808
311.813 192.048
311.837 143.923
311.861 112.821
311.884 91.7794
311.931 65.8105
311.979 50.9204
312.026 41.5787
312.120 30.8239
312.215 25.0521
312.309 21.6056
312.498 18.1639
312.687 17.8454
312.782 19.3039
312.876 23.0564
312.971 32.1537
313.018 41.2942
313.065 57.1391
313.113 87.1933
313.136 112.773
313.160 151.608
313.183 213.584
313.207 318.557
313.231 508.042
313.242 658.076
313.254 862.695
313.277 1426.09
313.300 1847.12
313.323 1534.64
313.346 998.281
313.364 695.107
313.383 501.855
313.401 377.290
313.420 294.303
313.456 195.756
313.493 142.257
313.530 110.083
313.567 89.1984
313.640 64.4846
313.714 50.8079
313.788 42.3666
313.935 32.7242
314.082 27.4911
314.229 24.2563
314.377 22.0713
314.524 20.5002
314.818 18.3914
315.113 17.0373
315.702 15.3809
316.291 14.3851
316.879 13.7037
318.057 12.7915
319.235 12.1569
320.413 11.6221
321.002 11.3529
321.296 11.2107
321.591 11.0630
321.885 10.9233
322.033 10.8774
322.180 10.8921
322.253 10.9549
322.327 11.0985
322.401 11.4026
322.474 12.0569
322.548 13.5896
322.585 15.1385
322.621 17.8731
322.658 23.1812
322.677 27.8224
322.695 35.0424
322.713 46.9431
322.732 68.0139
322.750 108.505
322.759 142.447
322.769 190.829
322.777 246.191
322.784 310.290
322.800 399.736
322.816 333.998
322.831 220.474
322.844 155.681
322.857 114.577
322.870 87.9577
322.882 70.4110
322.908 49.5328
322.933 38.2618
322.959 31.4626
322.984 27.0555
323.035 21.8557
323.086 18.9787
323.137 17.2054
323.239 15.1792
323.341 14.0798
323.443 13.3975
323.647 12.5967
323.850 12.1333
324.054 11.8212
324.462 11.4004
324.869 11.0981
325.277 10.8429
326.092 10.3649
326.499 10.1131
326.907 9.83964
327.314 9.54012
327.722 9.22973
327.926 9.09451
328.130 9.01527
328.333 9.08443
328.537 9.55220
328.639 10.1354
328.741 11.2131
328.843 13.2541
328.945 17.3511
329.046 26.5089
329.097 35.5203
329.148 51.0781
329.174 63.3246
329.199 80.6278
329.225 105.946
329.250 144.419
329.276 206.499
329.301 312.258
329.327 506.606
329.339 661.838
329.352 875.428
329.376 1450.51
329.400 1881.18
329.424 1563.99
329.448 1017.31
329.465 735.112
329.483 546.071
329.500 418.227
329.517 330.733
329.552 222.971
329.586 162.625
329.621 125.631
329.655 101.321
329.724 72.2621
329.793 56.0877
329.862 46.0750
329.931 39.3933
330.000 34.6849
330.000 44.6234
