Sn-117(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 59.1230
1.25000E-05 53.4414
1.50000E-05 49.2474
2.00000E-05 43.3603
2.75000E-05 37.7588
3.50000E-05 34.0723
4.25000E-05 31.4110
5.00000E-05 29.3736
6.25000E-05 26.8327
7.50000E-05 24.9571
0.000100000 22.3243
0.000125000 20.5276
0.000150000 19.2014
0.000200000 17.3397
0.000275000 15.5684
0.000350000 14.4026
0.000425000 13.5610
0.000500000 12.9168
0.000625000 12.1133
0.000750000 11.5201
0.00100000 10.6876
0.00125000 10.1194
0.00150000 9.70005
0.00200000 9.11136
0.00275000 8.55122
0.00350000 8.18259
0.00425000 7.91647
0.00500000 7.71274
0.00625000 7.45866
0.00750000 7.27111
0.0100000 7.00785
0.0125000 6.82820
0.0150000 6.69558
0.0200000 6.50943
0.0253000 6.37599
0.0314750 6.26532
0.0376500 6.18314
0.0500000 6.06714
0.0625000 5.98678
0.0750000 5.92746
0.100000 5.84418
0.125000 5.78734
0.150000 5.74539
0.200000 5.68653
0.275000 5.63067
0.350000 5.59419
0.500000 5.54908
0.750000 5.51566
0.875000 5.51650
1.00000 5.54264
1.06325 5.57967
1.12650 5.65830
1.18975 5.84463
1.22138 6.03322
1.25300 6.34736
1.29000 6.90860
1.32700 7.29931
1.36400 6.94521
1.40100 6.38943
1.43844 6.02391
1.47588 5.81757
1.51331 5.69737
1.55075 5.62284
1.62563 5.53966
1.70050 5.49630
1.85025 5.45284
2.00000 5.43069
2.37500 5.40195
2.75000 5.38516
3.50000 5.36218
5.00000 5.33049
7.50000 5.29191
10.0000 5.26034
12.6585 5.23041
13.9878 5.21643
14.6524 5.21020
14.9847 5.20901
15.1509 5.21306
15.2339 5.22274
15.2755 5.23507
15.3170 5.26047
15.3850 5.31813
15.4530 5.25933
15.4885 5.23582
15.5241 5.22281
15.5951 5.21062
15.7372 5.20228
16.0214 5.19649
16.5898 5.18975
17.7265 5.17801
20.0000 5.15549
20.6638 5.14991
20.9956 5.15006
21.1616 5.15759
21.2445 5.17431
21.2860 5.19624
21.3275 5.24368
21.3900 5.34525
21.4525 5.24273
21.4892 5.19828
21.5259 5.17554
21.5993 5.15585
21.7461 5.14374
22.0398 5.13655
22.6270 5.12933
23.8015 5.11747
24.9760 5.10834
25.5633 5.11341
25.7101 5.12212
25.8569 5.14538
25.9303 5.17274
26.0037 5.23088
26.0404 5.28691
26.0771 5.38276
26.1138 5.55958
26.1505 5.90144
26.1828 6.38773
26.2150 6.71248
26.2473 6.38865
26.2795 5.90207
26.3096 5.60574
26.3396 5.43306
26.3697 5.33021
26.3998 5.26582
26.4599 5.19410
26.5200 5.15759
26.6403 5.12327
26.7605 5.10783
27.2416 5.08668
28.2036 5.07197
30.1278 5.05284
31.0898 5.04716
32.0519 5.04917
32.5329 5.05825
33.0139 5.08544
33.2545 5.12026
33.4950 5.20661
33.6152 5.30960
33.7355 5.54512
33.7956 5.79657
33.8558 6.28653
33.8858 6.72094
33.9159 7.40401
33.9459 8.52715
33.9760 10.4030
34.0100 13.6145
34.0440 15.7593
34.0780 13.6256
34.1120 10.4188
34.1482 8.26813
34.1843 7.10677
34.2204 6.45596
34.2566 6.06665
34.3289 5.65317
34.4012 5.45413
34.5457 5.28111
34.6903 5.21532
34.9795 5.18053
35.2686 5.19360
35.8469 5.29908
36.4252 5.55139
36.7144 5.78690
37.0035 6.16767
37.2927 6.82317
37.5818 8.06002
37.7264 9.11945
37.8710 10.7460
38.0155 13.4057
38.1601 18.1486
38.3047 27.7539
38.3770 36.6740
38.4493 51.5964
38.5215 79.1599
38.5577 102.483
38.5938 137.949
38.6300 195.152
38.6481 237.474
38.6661 294.214
38.6842 371.899
38.7023 480.366
38.7203 633.806
38.7384 849.611
38.7538 1090.83
38.7692 1368.25
38.8000 1723.75
38.8154 1629.30
38.8308 1391.21
38.8616 878.332
38.8834 625.445
38.9051 456.675
38.9269 343.994
38.9486 267.020
38.9921 173.521
39.0356 121.981
39.0792 90.8922
39.1227 70.7919
39.2097 47.3052
39.2967 34.6380
39.3837 27.0298
39.4707 22.0974
39.5578 18.7126
39.7318 14.4815
39.9058 12.0251
40.0799 10.4651
40.2539 9.40813
40.6020 8.09963
40.9501 7.34341
41.2981 6.86229
41.6462 6.53455
42.3424 6.12419
43.0385 5.88234
43.7347 5.72507
44.4308 5.61542
45.8231 5.47332
47.2154 5.38527
48.6077 5.32500
50.0000 5.28073
53.0453 5.21422
56.0905 5.16949
62.1810 5.10876
68.2715 5.06578
69.7941 5.05703
71.3168 5.05013
72.0781 5.04881
72.4587 5.04972
72.8394 5.05314
73.2200 5.06269
73.4104 5.07295
73.6007 5.09183
73.7910 5.13088
73.8862 5.16762
73.9814 5.22982
74.0765 5.34687
74.1241 5.44796
74.1717 5.60520
74.2193 5.86722
74.2668 6.34447
74.2906 6.73829
74.3144 7.31503
74.3382 8.17963
74.3620 9.47522
74.3960 12.1439
74.4300 13.9240
74.4640 12.1468
74.4980 9.47852
74.5229 8.13329
74.5478 7.25291
74.5727 6.67520
74.5976 6.28610
74.6474 5.82085
74.6972 5.56868
74.7471 5.41848
74.7969 5.32233
74.8965 5.21121
74.9961 5.15197
75.0957 5.11666
75.2949 5.07823
75.4942 5.05859
75.6934 5.04697
76.0919 5.03390
76.4904 5.02650
76.8888 5.02143
77.6858 5.01417
79.2796 5.00348
80.8735 4.99426
87.2490 4.95963
93.6245 4.92329
100.000 4.88029
105.121 4.83480
107.681 4.80501
110.242 4.76721
111.522 4.74401
112.802 4.71708
114.082 4.68600
115.362 4.65203
116.002 4.63618
116.643 4.62519
117.283 4.62823
117.923 4.67093
118.243 4.72823
118.563 4.83796
118.883 5.05335
119.203 5.50508
119.363 5.91809
119.523 6.57917
119.683 7.70499
119.843 9.79624
119.923 11.5585
120.003 14.2199
120.083 18.4722
120.163 25.8022
120.243 39.8656
120.283 52.1881
120.323 71.5597
120.343 85.6098
120.363 104.188
120.383 129.334
120.403 164.275
120.423 214.247
120.443 287.830
120.463 398.729
120.483 565.773
120.512 911.287
120.540 1150.96
120.555 1090.56
120.569 932.327
120.598 590.091
120.623 390.149
120.649 269.621
120.674 195.510
120.699 147.929
120.750 93.6102
120.801 65.3330
120.851 48.8590
120.902 38.4398
121.003 26.4859
121.104 20.1200
121.205 16.3205
121.307 13.8595
121.408 12.1689
121.610 10.0508
121.813 8.82353
122.015 8.05659
122.218 7.56316
122.622 7.11391
122.825 7.15119
123.027 7.47549
123.230 8.42215
123.331 9.42758
123.432 11.2408
123.533 14.8548
123.584 18.1110
123.635 23.3548
123.685 32.4705
123.736 50.0438
123.761 65.3450
123.786 88.8988
123.812 126.461
123.837 186.912
123.869 300.231
123.900 379.588
123.932 309.071
123.963 197.938
123.997 122.325
124.030 81.0467
124.064 57.6905
124.097 43.5707
124.131 34.4896
124.164 28.3374
124.231 20.8009
124.298 16.5391
124.365 13.8923
124.499 10.8969
124.633 9.31351
124.767 8.36446
125.035 7.31177
125.303 6.75478
125.571 6.41466
126.107 6.02168
126.643 5.80017
127.179 5.65657
128.250 5.47866
129.322 5.37070
130.394 5.29708
132.538 5.20142
134.682 5.14062
136.825 5.09759
141.113 5.03868
145.400 4.99801
149.687 4.96630
153.975 4.93939
158.262 4.91540
158.330 4.91519
158.398 4.91468
158.644 4.91323
158.889 4.91193
159.380 4.90938
160.362 4.90447
162.325 4.89631
163.307 4.89479
163.798 4.89602
164.289 4.90052
164.779 4.91310
165.025 4.92672
165.270 4.95204
165.516 5.00528
165.639 5.05623
165.761 5.14421
165.884 5.31484
165.945 5.46719
166.007 5.71193
166.068 6.14099
166.129 6.98284
166.160 7.73578
166.191 8.92863
166.221 10.9080
166.252 14.2350
166.286 19.8482
166.320 23.5881
166.354 19.8508
166.388 14.2380
166.417 11.0365
166.446 9.08674
166.475 7.88451
166.504 7.11455
166.562 6.23526
166.621 5.78018
166.679 5.51713
166.737 5.35221
166.853 5.16539
166.969 5.06765
167.085 5.01022
167.318 4.94855
167.550 4.91748
167.783 4.89933
168.248 4.87924
168.712 4.86810
169.177 4.86056
170.107 4.84986
171.967 4.83366
173.826 4.81857
177.545 4.78538
181.264 4.74304
183.124 4.71600
184.983 4.68285
186.843 4.64088
188.702 4.58588
189.632 4.55177
190.562 4.51249
191.491 4.46884
192.421 4.42713
192.886 4.41427
193.351 4.41849
193.816 4.46446
194.281 4.61833
194.513 4.78867
194.745 5.09119
194.978 5.65379
195.210 6.78464
195.327 7.79075
195.443 9.36862
195.559 11.9955
195.675 16.7410
195.791 26.3984
195.849 35.3306
195.908 50.1211
195.937 61.3911
195.966 76.8686
195.995 98.9824
196.024 131.608
196.053 182.391
196.082 265.234
196.111 409.042
196.125 518.479
196.140 663.548
196.170 1079.98
196.200 1373.57
196.230 1120.21
196.260 715.685
196.289 455.397
196.319 305.840
196.348 217.497
196.377 162.422
196.406 126.104
196.436 101.189
196.494 70.1492
196.552 52.2855
196.611 41.0990
196.728 28.3329
196.845 21.5498
196.961 17.4919
197.078 14.8549
197.195 13.0358
197.429 10.7330
197.663 9.37049
197.896 8.48750
198.130 7.87832
198.598 7.10905
199.065 6.66530
199.533 6.41893
199.766 6.37128
200.000 6.41356
200.178 6.58261
200.267 6.76985
200.356 7.10544
200.445 7.75498
200.490 8.31972
200.534 9.19595
200.579 10.6426
200.623 13.2298
200.668 18.3250
200.690 22.7272
200.712 29.1075
200.746 42.9651
200.780 52.1608
200.814 42.9541
200.848 29.0809
200.888 19.1051
200.927 13.9934
200.967 11.2377
201.006 9.63165
201.046 8.62143
201.085 7.95123
201.165 7.14369
201.244 6.69345
201.323 6.41568
201.481 6.09905
201.639 5.92624
201.798 5.81714
202.114 5.68330
202.430 5.59975
202.747 5.53935
203.380 5.45264
204.646 5.34079
205.912 5.26703
208.443 5.17201
210.975 5.11212
213.507 5.07053
216.039 5.04065
217.304 5.03003
217.937 5.02651
218.570 5.02541
219.203 5.02978
219.520 5.03683
219.836 5.05162
220.153 5.08503
220.311 5.11823
220.469 5.17703
220.627 5.29474
220.706 5.40278
220.786 5.58185
220.865 5.90905
220.904 6.18395
220.944 6.59826
220.983 7.26299
221.023 8.40143
221.062 10.5232
221.102 14.6634
221.136 20.4782
221.170 24.3413
221.204 20.4620
221.238 14.6654
221.265 11.6043
221.291 9.65673
221.317 8.40538
221.343 7.57580
221.396 6.59919
221.449 6.07967
221.501 5.77306
221.554 5.57870
221.659 5.35560
221.765 5.23766
221.870 5.16783
222.080 5.09251
222.291 5.05451
222.502 5.03238
222.923 5.00822
223.344 4.99526
223.765 4.98691
224.607 4.97599
226.292 4.96211
227.976 4.95170
231.345 4.93461
234.714 4.92009
241.452 4.89537
248.190 4.87405
261.666 4.83633
265.035 4.82748
268.404 4.81907
270.089 4.81543
271.773 4.81344
272.615 4.81469
273.458 4.82221
273.879 4.83427
274.089 4.84652
274.300 4.86859
274.510 4.91385
274.616 4.95646
274.721 5.02888
274.826 5.16667
274.879 5.28731
274.931 5.47717
274.984 5.80049
275.037 6.40647
275.063 6.92214
275.089 7.70018
275.116 8.91124
275.142 10.8057
275.176 14.4146
275.210 16.8112
275.244 14.4045
275.278 10.8070
275.300 9.19908
275.321 8.08118
275.364 6.76269
275.407 6.08074
275.450 5.69378
275.493 5.45620
275.536 5.30090
275.622 5.11787
275.708 5.01867
275.794 4.95905
275.966 4.89408
276.138 4.86123
276.310 4.84225
276.654 4.82207
276.998 4.81183
277.342 4.80570
278.030 4.79851
279.406 4.79077
280.782 4.78547
283.533 4.77652
286.285 4.76811
289.037 4.75999
291.788 4.75305
293.164 4.75146
293.852 4.75221
294.540 4.75553
295.228 4.76529
295.572 4.77609
295.916 4.79648
296.088 4.81381
