Ag-107(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1436.84 2.20845
1437.18 2.19649
1437.51 2.29461
1437.85 2.70105
1438.02 3.19936
1438.19 4.16306
1438.28 4.98398
1438.36 6.20718
1438.45 8.09952
1438.53 11.1733
1438.62 16.4939
1438.66 20.7172
1438.70 26.4978
1438.75 35.0181
1438.79 47.3126
1438.83 65.7698
1438.87 93.4659
1438.94 156.512
1439.00 205.679
1439.07 173.116
1439.13 114.632
1439.19 77.3599
1439.25 54.6818
1439.31 40.6948
1439.37 31.6675
1439.48 21.2469
1439.60 15.7480
1439.72 12.4369
1439.84 10.3087
1440.07 7.76749
1440.31 6.34508
1440.54 5.46332
1441.01 4.46105
1441.95 3.74534
1442.89 4.05325
1443.36 4.72909
1443.83 6.04208
1444.30 8.53021
1444.77 13.3815
1445.01 17.5249
1445.25 23.6903
1445.48 33.2577
1445.72 48.8659
1445.95 76.0512
1446.19 127.634
1446.30 171.574
1446.42 236.510
1446.54 336.436
1446.66 487.837
1446.83 826.036
1447.00 1089.48
1447.17 919.284
1447.35 606.921
1447.45 461.918
1447.56 358.546
1447.77 231.251
1447.98 161.969
1448.19 120.942
1448.41 94.6899
1448.62 77.0314
1449.04 55.2762
1449.47 42.7633
1449.89 34.8637
1450.74 25.6589
1451.59 20.5892
1452.44 17.4409
1453.29 15.3185
1454.14 13.8026
1455.83 11.7925
1457.53 10.5396
1458.38 10.0886
1459.23 9.74944
1459.65 9.65159
1459.87 9.64433
1460.08 9.69773
1460.29 9.88880
1460.40 10.1005
1460.50 10.4835
1460.61 11.2351
1460.66 11.8973
1460.71 12.9381
1460.77 14.6868
1460.82 17.8960
1460.85 20.6192
1460.87 24.4753
1460.90 30.5133
1460.93 39.2701
1460.96 57.7443
1461.00 69.6563
1461.04 57.2111
1461.08 39.2347
1461.11 27.9140
1461.15 21.5670
1461.18 17.7896
1461.22 15.4234
1461.29 12.7872
1461.36 11.4454
1461.43 10.6729
1461.50 10.1861
1461.64 9.62321
1461.78 9.31361
1461.92 9.11761
1462.20 8.87599
1462.48 8.72208
1462.76 8.60652
1463.32 8.42777
1464.44 8.15687
1465.56 7.93879
1467.80 7.58865
1470.04 7.31346
1474.52 6.90093
1479.00 6.59963
1483.48 6.36015
1487.96 6.14733
1490.20 6.03602
1491.32 5.97357
1492.44 5.90161
1493.56 5.81259
1494.12 5.75783
1494.68 5.69402
1495.24 5.62415
1495.52 5.59502
1495.80 5.58951
1495.94 5.61083
1496.08 5.66887
1496.22 5.80156
1496.36 6.09857
1496.50 6.80476
1496.57 7.51510
1496.64 8.74947
1496.71 11.0689
1496.78 15.9376
1496.82 20.4769
1496.85 27.8790
1496.89 40.5158
1496.90 50.3390
1496.92 62.5179
1496.94 80.9857
1496.96 102.944
1497.00 133.954
1497.02 129.885
1497.04 114.046
1497.08 77.7068
1497.12 49.9411
1497.17 34.8586
1497.21 26.3429
1497.26 21.2665
1497.30 17.8863
1497.35 15.6180
1497.44 12.7450
1497.53 11.0585
1497.62 9.99550
1497.79 8.74589
1497.97 8.04943
1498.15 7.61697
1498.33 7.32228
1498.51 7.11167
1498.86 6.82927
1499.22 6.64924
1499.94 6.43121
1500.65 6.30123
1501.36 6.21233
1502.79 6.09285
1504.22 6.01017
1505.65 5.94500
1508.50 5.83801
1511.36 5.73980
1512.78 5.68745
1514.21 5.62793
1515.64 5.55369
1516.35 5.50674
1517.07 5.44947
1517.78 5.37890
1518.14 5.34035
1518.49 5.30796
1518.67 5.30174
1518.85 5.31357
1519.03 5.36592
1519.21 5.51361
1519.39 5.92019
1519.48 6.36053
1519.57 7.16993
1519.65 8.79259
1519.70 10.2572
1519.74 12.5063
1519.79 16.3262
1519.83 22.9525
1519.88 35.9456
1519.90 46.5435
1519.92 61.5119
1519.94 79.6913
1519.96 101.289
1520.00 131.702
1520.02 127.622
1520.04 111.974
1520.08 76.1601
1520.12 48.8333
1520.17 34.0032
1520.21 25.6362
1520.26 20.5621
1520.30 17.2749
1520.35 15.0259
1520.44 12.2480
1520.53 10.6150
1520.62 9.58502
1520.80 8.36905
1520.98 7.69642
1521.15 7.27718
1521.33 6.99378
1521.51 6.79063
1521.87 6.51971
1522.23 6.34879
1522.95 6.14430
1523.66 6.02475
1524.38 5.94505
1525.81 5.84187
1527.24 5.77440
1528.68 5.72419
1531.54 5.64914
1537.27 5.54080
1543.00 5.45247
1548.73 5.36872
1554.46 5.27848
1557.33 5.22452
1558.76 5.19255
1560.19 5.15459
1561.63 5.10620
1562.34 5.07552
1563.06 5.03820
1563.78 4.99247
1564.13 4.96758
1564.49 4.94646
1564.85 4.94871
1565.03 4.98019
1565.21 5.07075
1565.39 5.32000
1565.48 5.59427
1565.57 6.09509
1565.66 7.11809
1565.70 8.03832
1565.75 9.45763
1565.79 11.8835
1565.84 16.2617
1565.88 24.8458
1565.90 31.9518
1565.92 42.0997
1565.94 53.8233
1565.96 67.6943
1566.00 87.7003
1566.04 74.4085
1566.08 50.7808
1566.12 32.6172
1566.17 22.9810
1566.21 17.6272
1566.26 14.4696
1566.30 12.3826
1566.35 10.9896
1566.43 9.23510
1566.52 8.21078
1566.61 7.56766
1566.79 6.81442
1566.97 6.39610
1567.15 6.13695
1567.50 5.83529
1567.86 5.66622
1568.22 5.55831
1568.93 5.42701
1569.65 5.34741
1570.36 5.29176
1571.78 5.21308
1574.64 5.10085
1577.49 4.99639
1580.34 4.86924
1581.77 4.78558
1583.20 4.67696
1583.91 4.60818
1584.62 4.52577
1585.34 4.42551
1586.05 4.30397
1586.41 4.23628
1586.76 4.16922
1587.12 4.11718
1587.48 4.12402
1587.66 4.18709
1587.83 4.34005
1588.01 4.67564
1588.19 5.41298
1588.37 7.16668
1588.46 8.92254
1588.55 11.9785
1588.59 14.4078
1588.64 17.7445
1588.68 22.6887
1588.73 29.9475
1588.77 41.5962
1588.81 60.3558
1588.84 74.9695
1588.86 93.6048
1588.88 118.409
1588.90 151.175
1588.95 254.570
1589.00 333.781
1589.03 322.335
1589.05 282.075
1589.10 188.302
1589.14 134.888
1589.17 99.7957
1589.21 76.7371
1589.25 61.1350
1589.33 42.2837
1589.40 31.9559
1589.48 25.5485
1589.55 21.3867
1589.70 16.3431
1589.85 13.4910
1590.01 11.7185
1590.16 10.5209
1590.31 9.66581
1590.61 8.53557
1590.91 7.83471
1591.21 7.36019
1591.52 7.01914
1592.12 6.56274
1592.73 6.27227
1593.33 6.07080
1593.94 5.92247
1595.15 5.71601
1596.35 5.57681
1598.77 5.39276
1601.19 5.26685
1603.61 5.16640
1608.45 4.99068
1613.28 4.80427
1615.70 4.69201
1618.12 4.55547
1620.54 4.38066
1621.75 4.27434
1622.96 4.15787
1623.56 4.10159
1624.17 4.05742
1624.77 4.04905
1625.38 4.14031
1625.98 4.53137
1626.28 5.02579
1626.59 6.01562
1626.89 8.18224
1627.04 10.2356
1627.19 13.6471
1627.34 19.7230
1627.49 31.5997
1627.57 42.0329
1627.64 57.7747
1627.72 82.8842
1627.80 122.080
1627.90 204.589
1628.00 268.663
1628.10 227.656
1628.21 151.342
1628.32 95.0503
1628.44 64.4492
1628.55 46.8761
1628.66 36.2505
1628.78 29.2761
1628.89 24.5324
1629.12 18.5770
1629.35 15.1138
1629.58 12.9026
1630.04 10.3040
1630.50 8.85899
1630.95 7.95057
1631.87 6.87592
1632.79 6.24989
1633.70 5.82378
1635.53 5.22141
1636.45 4.96746
1637.36 4.71647
1638.28 4.45448
1639.20 4.17657
1639.65 4.03799
1640.11 3.91664
1640.57 3.85331
1641.03 3.96336
1641.26 4.17759
1641.48 4.62194
1641.71 5.51778
1641.94 7.37690
1642.06 9.03294
1642.17 11.5600
1642.29 15.6494
1642.40 22.5159
1642.46 27.8808
1642.52 35.1598
1642.57 45.4539
1642.63 60.4705
1642.69 83.1689
1642.74 118.833
1642.80 176.896
1642.86 272.463
1642.93 461.424
1643.00 607.935
1643.07 514.245
1643.14 341.907
1643.21 235.753
1643.27 169.976
1643.33 127.559
1643.39 100.074
1643.51 67.4013
1643.63 49.8538
1643.76 39.1858
1643.88 32.2861
1644.12 24.0140
1644.37 19.3709
1644.62 16.4821
1644.86 14.5308
1645.11 13.1365
1645.60 11.2913
1646.09 10.1408
1646.58 9.35723
1647.07 8.79290
1648.05 8.03353
1649.03 7.54662
1650.01 7.20702
1650.99 6.95603
1652.95 6.60680
1654.91 6.37309
1656.88 6.20341
1658.84 6.07319
1662.76 5.88253
1666.68 5.74549
1674.53 5.54856
1682.38 5.39483
1690.22 5.24194
1694.15 5.14860
1696.11 5.09093
1698.07 5.01958
1700.03 4.92376
1701.01 4.85997
1701.99 4.77878
1702.48 4.72892
1702.97 4.67136
1703.46 4.60528
1703.95 4.53433
1704.20 4.50200
1704.44 4.48105
1704.69 4.49076
1704.93 4.58294
1705.06 4.70112
1705.18 4.91749
1705.30 5.32649
1705.42 6.12434
1705.55 7.85358
1705.61 9.46862
1705.67 12.1268
1705.73 16.9106
1705.76 20.7466
1705.79 26.0250
1705.82 34.0209
1705.85 45.7070
1705.88 64.4406
1705.91 92.6273
1705.94 121.398
1705.96 153.963
1706.00 202.244
1706.02 195.559
1706.04 171.903
1706.09 115.078
1706.11 88.3958
1706.14 69.2677
1706.19 45.8916
1706.25 33.2722
1706.30 25.8385
1706.36 21.1158
1706.41 17.9282
1706.52 14.0091
1706.63 11.7621
1706.73 10.3400
1706.95 8.68217
1707.17 7.76822
1707.38 7.19856
1707.60 6.81269
1707.81 6.53618
1708.25 6.16348
1708.68 5.92451
1709.11 5.75576
1709.54 5.62884
1710.40 5.44378
1711.27 5.30726
1712.99 5.08759
1713.86 4.98144
1714.72 4.86696
1715.58 4.73552
1716.45 4.57714
1716.88 4.48491
1717.31 4.38484
1717.74 4.28310
1718.17 4.20676
1718.39 4.20335
1718.60 4.26027
1718.82 4.44883
1719.03 4.94155
1719.25 6.24266
1719.36 7.63081
1719.47 10.1495
1719.52 12.1882
1719.57 15.1230
1719.63 19.4918
1719.68 26.2699
1719.74 37.3346
1719.76 45.5482
1719.79 56.5373
1719.82 71.4917
1719.84 92.1534
1719.87 120.960
1719.90 159.160
1719.95 269.645
1720.00 355.465
1720.03 344.414
1720.05 301.099
1720.10 201.162
1720.16 127.812
1720.22 86.9406
1720.27 63.4115
1720.33 49.1482
1720.38 39.6144
1720.44 33.1494
1720.55 24.9366
1720.66 20.0995
1720.77 17.0345
1720.99 13.4262
1721.22 11.4173
1721.44 10.1709
1721.66 9.32840
1721.88 8.72514
1722.33 7.92343
1722.77 7.42056
1723.22 7.07587
1723.66 6.82627
1724.55 6.48785
1725.44 6.26885
1726.33 6.11484
1727.22 6.00005
1728.99 5.83881
1730.77 5.72927
1734.33 5.58578
1737.88 5.49189
1741.44 5.42263
1748.55 5.32109
1755.66 5.24408
1762.78 5.17886
1777.00 5.06279
1791.23 4.94711
1805.45 4.80950
1812.56 4.71735
1816.12 4.65810
1819.67 4.58240
1823.23 4.47610
1825.01 4.40177
1826.79 4.30187
1827.67 4.23701
1828.56 4.15741
1829.45 4.05742
1830.34 3.92945
1830.79 3.85270
1831.23 3.76842
1831.68 3.68253
1832.12 3.62008
1832.34 3.62105
1832.56 3.67759
1832.79 3.85501
1833.01 4.31451
1833.23 5.52524
1833.34 6.81174
1833.45 9.14680
1833.51 11.0591
1833.56 13.7657
1833.62 17.8776
1833.68 24.1588
1833.73 34.6471
1833.76 42.4929
1833.79 52.6230
1833.81 66.9458
1833.84 86.8978
1833.87 114.971
1833.90 152.589
1833.95 257.228
1834.00 337.673
1834.03 327.086
1834.05 286.149
1834.10 189.817
1834.15 131.289
1834.19 94.6266
1834.24 71.4698
1834.28 56.5351
1834.37 38.5357
1834.46 28.9221
1834.55 23.0675
1834.64 19.2957
1834.82 14.7689
1835.00 12.2377
1835.18 10.6559
1835.36 9.58823
1835.54 8.82591
1835.89 7.81984
1836.25 7.19218
1836.61 6.76633
1836.97 6.46037
1837.68 6.04911
1838.40 5.78649
1839.12 5.60394
1839.83 5.46935
1841.26 5.28203
1842.69 5.15600
1845.56 4.99074
1848.42 4.88001
1851.28 4.79440
1857.01 4.65505
1862.73 4.52718
1868.46 4.38878
1871.32 4.30729
1872.75 4.26056
1874.18 4.20749
1875.62 4.14465
1876.33 4.10805
1877.05 4.06758
1877.76 4.02611
1878.12 4.01035
1878.48 4.00974
1878.84 4.05965
1879.01 4.13846
1879.19 4.31132
1879.37 4.71801
1879.46 5.12945
1879.55 5.83901
1879.64 7.20159
1879.69 8.36671
1879.73 10.0875
1879.78 12.8738
1879.82 17.4199
1879.86 25.6292
1879.91 40.1752
1879.95 64.7508
1880.00 83.6645
1880.05 70.5367
1880.09 47.6391
1880.14 30.9629
1880.19 21.9404
1880.24 16.7512
1880.29 13.5633
1880.35 11.4465
1880.40 10.0238
1880.50 8.24232
1880.60 7.19712
1880.70 6.53812
1880.90 5.76243
1881.10 5.33416
1881.30 5.06707
1881.70 4.75523
1882.10 4.57877
1882.51 4.46368
1883.31 4.31722
1884.11 4.22124
1884.92 4.14763
1886.52 4.02872
1889.74 3.81579
1892.95 3.57378
1894.56 3.42584
1896.17 3.24921
1897.78 3.03187
1899.39 2.75766
1900.19 2.59387
1900.99 2.41258
1901.80 2.22406
1902.60 2.07192
1903.00 2.05161
1903.40 2.13085
1903.81 2.43048
1904.01 2.74306
1904.21 3.25049
1904.41 4.07773
1904.61 5.45395
1904.71 6.47994
1904.81 7.82943
1904.91 9.66841
1905.01 12.1709
1905.11 15.7258
1905.21 20.8145
1905.31 28.5075
1905.41 40.3989
1905.52 60.1731
1905.62 94.5205
1905.67 121.483
1905.72 158.999
1905.77 211.738
1905.82 285.477
1905.91 484.978
1906.00 640.829
1906.09 543.329
1906.19 359.575
1906.25 270.201
1906.31 208.042
1906.43 132.555
1906.55 92.4400
1906.67 69.0323
1906.79 54.2467
1906.91 44.3030
1907.15 32.1116
1907.40 25.1346
1907.64 20.7208
1908.12 15.5737
1908.61 12.7333
1909.09 10.9615
1909.57 9.76109
1910.06 8.89947
1911.03 7.74419
1911.99 7.00737
1912.96 6.49337
1913.93 6.11236
1915.86 5.57589
1917.80 5.20680
1921.67 4.71243
1925.54 4.43679
1927.47 4.43044
1929.41 4.64718
1931.35 5.45673
1932.31 6.41576
1933.28 8.24250
1934.25 12.0069
1934.73 15.4098
1935.22 20.7939
1935.70 29.8274
1936.18 46.0202
1936.67 77.3772
1936.91 103.733
1937.15 141.187
1937.58 238.396
1938.00 316.293
1938.43 270.122
1938.85 180.906
1939.15 134.647
1939.45 102.702
1939.74 80.7745
1940.04 65.4579
1940.64 46.1962
1941.23 35.1663
1941.83 28.2564
1942.42 23.6433
1943.61 17.9992
1944.81 14.7650
1946.00 12.7060
1948.38 10.2615
1950.76 8.84420
1951.95 8.31807
1953.14 7.85484
1954.33 7.41849
1954.93 7.19882
1955.52 6.97487
1956.12 6.75888
1956.42 6.67805
1956.72 6.66851
1957.01 6.88617
1957.16 7.23138
1957.31 7.97293
1957.46 9.68755
1957.53 11.3835
1957.61 14.2267
1957.68 19.4930
1957.76 29.9658
1957.79 39.3140
1957.83 53.9256
1957.87 77.5489
1957.91 116.122
1957.95 194.515
1958.00 255.374
1958.02 247.584
1958.05 216.880
1958.10 146.131
1958.13 112.378
1958.15 88.9062
1958.21 59.8395
1958.27 43.9066
1958.33 34.4160
1958.39 28.2512
1958.45 24.1466
1958.56 19.0580
1958.68 16.0935
1958.79 14.2219
1959.03 12.0102
1959.26 10.7757
1959.49 9.99585
1959.73 9.45987
1959.96 9.06971
1960.42 8.53164
1960.89 8.17510
1961.82 7.71552
1962.75 7.41737
1963.68 7.19824
1965.55 6.87860
1967.41 6.64096
1969.27 6.44717
1972.99 6.12709
1976.72 5.84000
1978.58 5.69016
1980.44 5.52151
1982.31 5.31219
1983.24 5.17996
1984.17 5.01826
1984.64 4.92325
1985.10 4.81892
1985.57 4.70973
1986.03 4.61799
1986.26 4.60011
1986.50 4.63310
1986.73 4.77966
1986.96 5.19318
1987.20 6.32545
1987.31 7.56135
1987.43 9.80871
1987.55 14.3389
1987.60 18.3238
1987.66 24.5442
1987.72 34.7753
1987.78 52.7073
1987.81 66.7986
1987.84 86.4202
1987.86 114.025
1987.89 152.645
1987.95 257.261
1988.00 338.247
1988.03 328.031
1988.05 287.406
1988.11 191.364
1988.16 132.601
1988.20 96.4530
1988.25 73.0386
1988.29 57.9498
1988.39 39.9501
1988.48 30.2133
1988.57 24.3449
1988.67 20.5165
1988.85 15.9447
1989.04 13.3819
1989.22 11.7763
1989.41 10.6898
1989.60 9.91554
1989.97 8.88337
1990.34 8.23702
1990.71 7.79418
1991.08 7.47368
1991.83 7.03780
1992.57 6.75453
1993.31 6.55339
1994.05 6.40148
1995.54 6.18279
1997.03 6.02818
2000.00 5.81103
2003.37 5.63461
2006.73 5.49084
2013.46 5.23563
2016.83 5.10375
2020.19 4.95052
2021.87 4.85507
2022.71 4.79821
2023.56 4.73170
2024.40 4.65169
2024.82 4.60643
2025.24 4.56161
2025.66 4.53509
2025.87 4.55008
2026.08 4.62383
2026.29 4.86411
2026.40 5.14265
2026.50 5.67574
2026.61 6.78979
2026.66 7.82785
2026.71 9.47616
2026.76 12.3758
2026.82 17.6967
2026.87 28.9168
2026.89 38.7714
2026.92 53.4974
2026.94 68.9640
2026.96 87.2681
2027.00 113.678
2027.02 109.716
2027.04 96.1806
2027.08 64.9979
2027.12 44.2327
2027.16 31.9296
2027.20 24.4996
2027.24 19.8738
2027.31 14.4947
2027.39 11.6587
2027.47 9.97547
2027.54 8.88801
2027.70 7.59957
2027.85 6.87739
2028.01 6.42859
2028.32 5.90447
2028.62 5.60937
2028.93 5.42042
2029.55 5.18667
2030.17 5.04127
2030.78 4.93587
2032.02 4.77829
2034.48 4.52727
2036.95 4.26736
2038.19 4.11510
2039.42 3.93808
2040.65 3.72753
2041.89 3.47678
2042.50 3.33866
2043.12 3.20259
2043.74 3.09740
2044.35 3.11048
2044.66 3.23551
2044.97 3.53848
2045.28 4.20384
2045.59 5.65511
2045.74 6.98862
2045.90 9.06849
2046.05 12.4643
2046.21 18.3258
2046.28 22.8887
2046.36 29.2535
2046.44 38.3885
2046.51 51.9496
2046.59 72.8924
2046.67 106.699
2046.74 163.650
2046.82 261.223
2046.91 443.054
2047.00 585.117
2047.09 496.382
2047.18 328.974
2047.29 201.099
2047.39 133.291
2047.49 94.9905
2047.60 72.1141
2047.70 57.1975
2047.81 47.1117
2048.02 34.5015
2048.23 27.1980
2048.43 22.5469
2048.85 17.0984
2049.27 14.0851
2049.69 12.2065
2050.11 10.9362
2050.52 10.0271
2051.36 8.81375
2052.19 8.04648
2053.03 7.51639
2053.87 7.12788
2055.54 6.59085
2057.21 6.23050
2060.55 5.75412
2063.89 5.42024
2067.23 5.13008
2068.91 4.97763
2069.74 4.89310
2070.58 4.79856
2071.41 4.68887
2071.83 4.62774
2072.25 4.56650
2072.67 4.52470
2072.87 4.53500
2073.08 4.61123
2073.29 4.87352
2073.40 5.18559
2073.50 5.78085
2073.61 7.04184
2073.66 8.19356
2073.71 10.0523
2073.76 13.2417
2073.81 19.1614
2073.84 24.0700
2073.87 31.2393
2073.89 41.9088
2073.92 57.7765
2073.94 75.3514
2073.96 95.2654
2074.00 125.007
2074.02 120.969
2074.04 106.529
2074.08 71.8347
2074.13 47.3363
2074.17 33.6628
2074.21 25.4356
2074.25 20.4275
2074.30 17.0391
2074.34 14.7436
2074.42 11.8053
2074.51 10.0797
2074.59 8.97134
2074.76 7.66814
2074.93 6.93614
2075.10 6.47878
2075.44 5.93876
2075.78 5.63052
2076.12 5.42979
2076.80 5.17514
2077.48 5.01025
2078.15 4.88653
2079.51 4.69338
2082.22 4.37187
2084.94 4.03660
2087.65 3.62311
2089.01 3.36755
2090.37 3.07357
2091.04 2.91810
2091.72 2.77294
2092.40 2.67636
2093.08 2.74006
2093.42 2.92409
2093.76 3.33020
2094.10 4.17636
2094.44 5.96786
2094.61 7.57708
2094.78 10.0542
2094.95 14.0724
2095.11 20.8736
2095.28 33.4279
2095.37 43.7942
2095.45 58.8003
2095.54 81.8790
2095.62 118.485
2095.71 178.784
2095.79 277.846
2095.90 470.441
2096.00 622.735
2096.10 528.056
2096.21 349.899
2096.28 263.314
2096.34 202.127
2096.48 128.663
2096.62 89.6975
2096.75 66.9936
2096.89 52.6677
2097.02 43.0403
2097.30 31.2753
2097.57 24.5123
2097.84 20.2449
2098.38 15.2421
2098.93 12.4573
2099.47 10.7032
2100.01 9.49342
2100.55 8.60148
2101.64 7.34063
2102.73 6.43687
2103.27 6.05856
2103.54 5.89360
2103.81 5.76811
2104.09 5.75156
2104.22 5.85239
2104.36 6.13192
2104.49 6.83943
2104.56 7.54701
2104.63 8.74510
2104.70 10.8938
2104.77 15.0673
2104.80 18.6533
2104.83 24.0436
2104.87 32.3263
2104.90 44.6028
2104.95 72.8304
2105.00 95.7689
2105.05 82.4211
2105.10 56.7897
2105.13 44.7769
2105.16 36.3028
2105.22 25.6364
2105.28 19.6791
2105.34 16.0770
2105.40 13.7392
2105.46 12.1317
2105.58 10.1062
2105.70 8.89698
2105.82 8.11154
2106.06 7.14168
2106.30 6.55229
2106.54 6.14491
2107.03 5.57879
2107.99 4.82012
2108.95 4.22375
2109.43 3.96409
2109.91 3.75697
2110.39 3.67592
2110.87 3.92583
2111.35 5.14227
2111.59 6.70166
2111.71 7.97254
2111.83 9.78323
2111.96 12.4406
2112.08 16.3768
2112.20 22.4483
2112.32 32.2273
2112.44 48.8773
2112.56 79.2825
2112.62 104.031
2112.68 139.523
2112.74 191.164
2112.80 266.088
2112.90 458.443
2113.00 614.505
2113.10 527.260
2113.21 354.438
2113.27 270.066
2113.34 210.505
2113.47 137.086
2113.60 97.4042
2113.73 74.0981
2113.86 59.0932
2113.99 48.9878
2114.25 36.4076
2114.51 29.0958
2114.77 24.4430
2115.30 18.9469
2115.82 15.8614
2116.34 13.9150
2116.86 12.5779
2117.39 11.6079
2118.43 10.2905
2119.48 9.43465
2120.52 8.82897
2121.56 8.37324
2123.65 7.71506
2125.74 7.22995
2126.79 7.00976
2127.31 6.89690
2127.83 6.77793
2128.36 6.64968
2128.62 6.58459
2128.88 6.52828
2129.14 6.51501
2129.27 6.56114
2129.40 6.70431
2129.53 7.10058
2129.60 7.51898
2129.66 8.26294
2129.73 9.70925
2129.79 12.7226
2129.83 15.5699
2129.86 20.0239
2129.89 27.7430
2129.92 40.4875
2129.94 52.1076
2129.96 65.3543
2130.00 85.8586
2130.04 74.8657
2130.08 52.3857
2130.12 35.5286
2130.16 26.0829
2130.21 20.6224
2130.25 17.3123
2130.29 15.0748
2130.34 13.5268
2130.42 11.5902
2130.51 10.4322
2130.59 9.69138
2130.76 8.80296
2130.93 8.29413
2131.10 7.96964
2131.44 7.57501
2131.78 7.34071
2132.13 7.18146
2132.81 6.96942
2133.49 6.82516
2134.17 6.71418
2135.54 6.54177
2138.27 6.28160
2140.99 6.06189
2143.72 5.84333
2145.09 5.72251
2146.45 5.58325
2147.82 5.40884
2148.50 5.29918
2149.18 5.16654
2149.52 5.08973
2149.86 5.00643
2150.20 4.92157
2150.54 4.85469
2150.72 4.84650
2150.89 4.88178
2151.06 5.01211
2151.23 5.35980
2151.40 6.27960
2151.48 7.24645
2151.57 8.97527
2151.65 12.3676
2151.70 15.2993
2151.74 19.6433
2151.78 26.6940
2151.82 38.1563
2151.85 47.1765
2151.87 58.7255
2151.89 74.1901
2151.91 94.7504
2151.93 124.077
2151.95 159.148
2152.00 211.276
2152.02 205.774
2152.05 181.421
2152.09 122.620
2152.14 80.0185
2152.19 56.1868
2152.24 41.9046
2152.29 33.1857
2152.34 27.3001
2152.38 23.2967
2152.48 18.2098
2152.58 15.1748
2152.67 13.2372
2152.87 10.9241
2153.06 9.62837
2153.25 8.81285
2153.44 8.25688
2153.64 7.85521
2154.02 7.31483
2154.41 6.96741
2154.80 6.72364
2155.18 6.54145
2155.95 6.28232
2156.73 6.10057
2158.27 5.84410
2159.81 5.65058
2161.36 5.48069
2164.45 5.14343
2165.99 4.95286
2167.54 4.73164
2169.08 4.46282
2170.62 4.12289
2171.40 3.91724
2172.17 3.68568
2172.94 3.43537
2173.71 3.20708
2174.10 3.14362
2174.48 3.17814
2174.87 3.43668
2175.26 4.23314
2175.45 5.06500
2175.64 6.46693
2175.84 8.90134
2175.93 10.7870
2176.03 13.3464
2176.13 16.9674
2176.22 22.1112
2176.32 29.8057
2176.41 41.5059
2176.51 60.5212
2176.61 92.4333
2176.70 150.273
2176.80 255.968
2176.90 438.902
2177.00 588.385
2177.10 505.236
2177.20 338.934
2177.29 237.426
2177.37 172.604
2177.46 131.043
2177.54 103.420
2177.71 70.5736
2177.88 52.6958
2178.05 41.7550
2178.22 34.5735
2178.56 25.9543
2178.90 21.0655
2179.24 17.9913
2179.58 15.8936
2179.92 14.3899
2180.60 12.3852
2181.27 11.1220
2181.95 10.2578
2182.63 9.63191
2183.99 8.78495
2185.35 8.23931
2186.71 7.85770
2188.06 7.57522
2190.78 7.18282
2193.49 6.92480
2194.85 6.83120
2196.21 6.76855
2196.89 6.76416
2197.57 6.82398
2197.91 6.93489
2198.08 7.04935
2198.25 7.25345
2198.42 7.66634
2198.50 8.04598
2198.58 8.66476
2198.67 9.79976
2198.71 10.7595
2198.75 12.1665
2198.80 14.4518
2198.84 18.2302
2198.88 25.0567
2198.92 37.9122
2198.96 57.0430
2199.00 69.3928
2199.04 56.5270
2199.08 37.9194
2199.11 27.6868
2199.14 21.4407
2199.17 17.4406
2199.20 14.7940
2199.26 11.6872
2199.32 10.0320
2199.38 9.04415
2199.44 8.42886
2199.56 7.72178
2199.68 7.34439
2199.80 7.12246
2200.04 6.88178
2200.28 6.75970
2200.52 6.68982
2201.00 6.62098
2201.48 6.60931
2201.97 6.68159
2202.21 6.80854
2202.45 7.15495
2202.57 7.58696
2202.63 7.96760
2202.69 8.57409
2202.75 9.61837
2202.81 11.6157
2202.84 13.3474
2202.87 16.0078
2202.90 20.2442
2202.93 27.0434
2202.96 39.4586
2203.00 47.3833
2203.04 39.0991
2203.07 26.7580
2203.10 20.9694
2203.12 17.0625
2203.15 14.4279
2203.17 12.6122
2203.22 10.3889
2203.27 9.17348
2203.32 8.41929
2203.37 7.93143
2203.47 7.36567
2203.57 7.05684
2203.67 6.87287
2203.87 6.66981
2204.27 6.50044
2204.66 6.42745
2205.46 6.35550
2206.25 6.31311
2207.84 6.25248
2209.43 6.20363
2212.61 6.12065
2215.78 6.04888
2222.14 5.92469
2228.49 5.81426
2234.85 5.70581
2238.03 5.64739
2241.20 5.58102
2244.38 5.49757
2245.97 5.44319
2247.56 5.37285
2249.15 5.27330
2249.94 5.20430
2250.73 5.11396
2251.53 4.99187
2251.93 4.91673
2252.32 4.83761
2252.72 4.78682
2252.92 4.81216
2253.12 4.94703
2253.32 5.39550
2253.42 5.91664
2253.51 6.90857
2253.61 8.98073
2253.66 10.8654
2253.71 13.7935
2253.76 18.7948
2253.81 27.5475
2253.84 34.6712
2253.86 44.7571
2253.89 59.2110
2253.91 78.8607
2253.93 104.161
2253.96 133.172
2254.00 176.274
2254.02 171.335
2254.05 151.030
2254.09 102.695
2254.12 78.1016
2254.15 61.3214
2254.21 41.0287
2254.27 30.0241
2254.32 23.6951
2254.38 19.6131
2254.44 16.9059
2254.56 13.5583
2254.67 11.6103
2254.79 10.3805
2255.02 8.92769
2255.26 8.11881
2255.49 7.61085
2255.72 7.26498
2255.95 7.01542
2256.42 6.68012
2256.89 6.46663
2257.35 6.31846
2257.82 6.20937
2258.75 6.05845
2259.68 5.95799
2260.62 5.88504
2261.55 5.82889
2263.41 5.74573
2265.28 5.68463
2269.01 5.59410
