I-127(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
765.119 16.3919
765.398 14.5205
765.956 12.0879
766.514 10.6072
767.072 9.68418
767.211 9.55649
767.351 9.54454
767.421 9.64849
767.490 9.95042
767.525 10.2649
767.560 10.8034
767.595 11.7672
767.630 13.5070
767.665 16.2698
767.700 18.0940
767.735 16.1869
767.770 13.3578
767.795 11.9844
767.819 11.0603
767.868 9.99463
767.916 9.44464
767.965 9.12149
768.063 8.75820
768.160 8.54816
768.355 8.28214
768.550 8.09262
769.329 7.56109
770.887 6.88785
772.445 6.44880
774.004 6.12846
775.562 5.87398
777.120 5.65409
777.899 5.55089
778.289 5.50221
778.678 5.46064
779.068 5.44426
779.263 5.46482
779.458 5.53893
779.652 5.75559
779.750 5.99754
779.847 6.45248
779.945 7.39672
779.993 8.26981
780.042 9.69865
780.091 12.2154
780.139 17.1076
780.164 21.3841
780.188 27.9225
780.212 38.2763
780.237 54.7893
780.253 69.9272
780.268 87.5690
780.300 112.088
780.332 93.9896
780.363 62.8133
780.385 47.7421
780.406 37.3132
780.448 24.9889
780.490 18.5882
780.532 14.9262
780.574 12.6403
780.616 11.1254
780.700 9.29240
780.784 8.26124
780.868 7.61771
781.036 6.87766
781.205 6.47385
781.373 6.22291
781.709 5.92790
782.046 5.75721
782.382 5.64245
783.055 5.48902
783.728 5.38179
784.401 5.29537
785.746 5.14859
787.092 5.00979
787.765 4.93708
788.438 4.86022
789.111 4.78393
789.447 4.75539
789.784 4.75483
789.952 4.78136
790.120 4.84790
790.288 4.99529
790.456 5.32166
790.625 6.10255
790.709 6.90162
790.793 8.32436
790.877 11.1096
790.919 13.5640
790.961 17.3925
791.003 23.7555
791.045 35.0757
791.066 44.1968
791.087 57.0915
791.108 75.6611
791.129 102.301
791.165 167.631
791.200 216.989
791.235 181.561
791.271 119.712
791.299 84.6910
791.328 62.2413
791.356 47.6927
791.385 38.0208
791.442 26.4915
791.498 20.2279
791.555 16.4466
791.612 13.9888
791.726 11.0780
791.840 9.46476
791.953 8.46755
792.067 7.80006
792.181 7.32773
792.408 6.70988
792.636 6.32791
792.863 6.06989
793.091 5.88417
793.546 5.63349
794.001 5.47017
794.911 5.26339
795.821 5.13013
796.731 5.03073
798.550 4.87843
800.370 4.75269
802.190 4.63531
804.010 4.52009
804.465 4.49466
804.920 4.47961
805.147 4.48606
805.375 4.52823
805.489 4.59103
805.602 4.74472
805.659 4.91133
805.716 5.23190
805.745 5.51145
805.773 5.93929
805.801 6.61903
805.830 7.70708
805.865 9.70380
805.900 11.0343
805.935 9.69846
805.970 7.69615
806.001 6.53522
806.032 5.83710
806.062 5.40801
806.093 5.13424
806.154 4.82170
806.215 4.65880
806.338 4.50082
806.460 4.42634
806.705 4.35229
806.950 4.30973
807.440 4.24792
807.930 4.19294
808.911 4.07907
809.891 3.95104
810.381 3.88244
810.871 3.81581
811.361 3.76486
811.851 3.77151
812.096 3.83233
812.341 3.98087
812.586 4.30948
812.831 5.04293
812.953 5.72677
813.076 6.82408
813.198 8.67436
813.321 12.0207
813.382 14.7509
813.443 18.7216
813.505 24.7597
813.566 34.4026
813.627 50.9319
813.658 63.7814
813.688 81.7471
813.719 107.684
813.750 145.967
813.780 203.949
813.811 291.865
813.855 482.864
813.900 625.116
813.945 519.218
813.989 337.871
814.018 253.197
814.046 193.650
814.103 122.125
814.160 84.2525
814.217 62.2821
814.274 48.4834
814.330 39.2941
814.444 28.1534
814.558 21.8729
814.671 17.9633
814.899 13.4912
815.126 11.0850
815.353 9.61670
815.580 8.64099
815.808 7.95161
816.262 7.04843
816.717 6.48633
817.171 6.10282
817.626 5.82328
818.535 5.43770
819.444 5.17668
821.262 4.81937
823.081 4.54919
824.899 4.29448
825.808 4.15867
826.263 4.08756
826.717 4.01724
827.172 3.96127
827.399 3.95454
827.626 3.99172
827.854 4.15297
827.967 4.35461
828.081 4.75489
828.195 5.62727
828.252 6.46116
828.308 7.86448
828.365 10.4239
828.422 15.6457
828.450 20.4200
828.479 28.0955
828.507 41.0048
828.521 50.6106
828.536 63.1196
828.552 81.3942
828.568 102.729
828.600 132.387
828.616 127.129
828.632 110.629
828.665 73.1435
828.687 54.1957
828.710 41.2915
828.732 32.5331
828.755 26.4571
828.800 18.9373
828.845 14.6901
828.891 12.0704
828.936 10.3405
829.026 8.26010
829.117 7.09280
829.207 6.36397
829.388 5.52246
829.569 5.05916
829.749 4.76760
830.111 4.41948
830.834 4.09160
831.557 4.01176
831.919 4.09007
832.281 4.32093
832.642 4.84999
833.004 6.03209
833.365 8.86961
833.546 11.7784
833.727 16.9663
833.817 21.1402
833.908 27.1480
833.998 36.1302
834.089 50.2096
834.179 73.6330
834.269 115.611
834.315 149.422
834.360 197.633
834.405 267.437
834.450 367.892
834.525 611.410
834.600 795.240
834.675 662.988
834.750 432.385
834.796 328.037
834.842 253.385
834.934 161.912
835.026 112.524
835.118 83.5190
835.209 65.1338
835.301 52.7803
835.485 37.7040
835.669 29.1436
835.853 23.7838
836.220 17.6212
836.587 14.2852
836.955 12.2424
837.322 10.8810
837.690 9.91787
838.425 8.65761
839.160 7.88178
839.894 7.39332
840.078 7.32669
840.262 7.32779
840.354 7.39744
840.446 7.60416
840.492 7.83288
840.538 8.25645
840.583 9.10766
840.606 9.84859
840.629 10.9258
840.665 13.2995
840.700 14.8706
840.735 13.2611
840.771 10.8635
840.814 9.07740
840.857 8.18644
840.901 7.71058
840.944 7.43066
841.031 7.12782
841.117 6.96877
841.290 6.79538
841.463 6.69049
841.810 6.54444
842.156 6.43150
843.541 6.10190
844.926 5.87118
846.311 5.69593
849.081 5.44082
851.852 5.25577
854.622 5.10469
857.392 4.96215
858.777 4.88333
859.470 4.83861
860.162 4.78850
860.855 4.73359
861.201 4.70816
861.547 4.69454
861.721 4.70061
861.894 4.72715
862.067 4.79675
862.240 4.96460
862.413 5.38977
862.500 5.83894
862.586 6.65535
862.673 8.29385
862.716 9.76437
862.759 12.0968
862.803 16.0551
862.846 23.3219
862.889 38.0124
862.911 50.8793
862.932 69.9090
862.949 90.1124
862.966 113.923
863.000 147.442
863.034 123.902
863.068 82.3769
863.104 52.8567
863.141 36.5592
863.177 27.2211
863.213 21.5067
863.250 17.7790
863.286 15.2319
863.359 12.0606
863.432 10.2257
863.505 9.06459
863.650 7.71588
863.796 6.97906
863.942 6.52537
864.087 6.22198
864.233 6.00671
864.524 5.72342
864.816 5.54675
865.107 5.42642
865.398 5.33947
865.981 5.22388
866.564 5.15994
866.855 5.15120
867.147 5.18367
867.292 5.24584
867.438 5.41166
867.511 5.60343
867.584 5.99976
867.620 6.37018
867.656 6.98325
867.693 8.06158
867.729 10.0186
867.765 13.0177
867.800 15.0081
867.836 13.0041
867.871 10.0091
867.894 8.65428
867.916 7.72020
867.961 6.62208
868.007 6.05427
868.052 5.73267
868.142 5.40392
868.233 5.24832
868.414 5.10778
868.595 5.04470
868.957 4.98371
869.319 4.95008
870.043 4.90596
870.766 4.87291
872.214 4.81941
873.662 4.77405
876.557 4.69424
879.452 4.61940
882.348 4.54147
883.795 4.49820
885.243 4.44917
886.691 4.39028
887.415 4.35521
888.138 4.31553
888.862 4.27388
889.224 4.25779
889.586 4.25768
889.767 4.27346
889.948 4.31327
890.129 4.40233
890.310 4.60163
890.491 5.08594
890.581 5.58863
890.672 6.49552
890.762 8.31033
890.808 9.94407
890.853 12.5485
890.898 17.0086
890.943 25.3006
890.966 32.2372
890.988 42.4810
891.011 57.9561
891.034 81.3534
891.050 104.849
891.067 132.403
891.100 170.515
891.133 142.173
891.166 93.5631
891.188 70.9888
891.209 55.1095
891.251 35.9939
891.293 25.8309
891.335 19.9439
891.377 16.2404
891.419 13.7739
891.503 10.7812
891.587 9.09233
891.671 8.03974
891.839 6.83626
892.007 6.18751
892.175 5.79120
892.343 5.52718
892.512 5.33997
892.848 5.09327
893.184 4.93806
893.857 4.75075
894.529 4.63696
895.202 4.55536
896.547 4.43131
897.892 4.32015
898.564 4.26122
899.237 4.19803
899.573 4.16594
899.909 4.13662
900.245 4.11779
900.582 4.13202
900.750 4.17033
900.918 4.25474
901.086 4.43172
901.254 4.81222
901.422 5.70660
901.506 6.61277
901.590 8.21242
901.674 11.3210
901.716 14.0327
901.758 18.2418
901.801 25.1745
901.843 37.3546
901.864 46.9979
901.885 60.5393
901.906 79.7962
901.927 107.051
901.963 176.145
902.000 228.228
902.037 190.813
902.074 125.630
902.100 91.5977
902.127 68.7220
902.154 53.3781
902.180 42.8662
902.234 29.9260
902.287 22.6962
902.340 18.2536
902.394 15.3372
902.500 11.8432
902.607 9.89054
902.714 8.67801
902.820 7.86621
902.927 7.29197
903.140 6.54233
903.354 6.08188
903.567 5.77334
903.780 5.55332
904.207 5.26128
904.634 5.07601
905.487 4.85097
906.340 4.71425
907.194 4.61728
908.900 4.47424
910.607 4.35193
911.460 4.28798
912.313 4.21709
913.167 4.13688
913.593 4.09600
914.020 4.06506
914.233 4.06251
914.447 4.08207
914.660 4.14999
914.873 4.33229
914.980 4.51611
915.087 4.82366
915.193 5.36083
915.300 6.36191
915.407 8.42876
915.460 10.3280
915.513 13.4177
915.567 18.8241
915.620 29.1664
915.647 38.0649
915.673 51.4644
915.700 72.3628
915.727 104.847
915.763 172.593
915.800 224.020
915.837 187.687
915.873 123.721
915.897 93.2008
915.921 71.7664
915.969 46.2066
916.017 32.7653
916.065 25.0075
916.112 20.1367
916.160 16.8928
916.256 12.9508
916.351 10.7242
916.447 9.33231
916.638 7.73360
916.829 6.86844
917.020 6.33862
917.211 5.98657
917.402 5.73936
917.784 5.42787
918.166 5.27970
918.357 5.28076
918.452 5.31990
918.548 5.41160
918.643 5.61248
918.691 5.79638
918.739 6.08826
918.786 6.58120
918.834 7.47834
918.882 9.28988
918.906 10.8833
918.930 13.2303
918.965 18.2163
919.000 21.5232
919.035 18.1852
919.071 13.1982
919.096 10.7196
919.121 9.08603
919.146 7.99933
919.172 7.26357
919.222 6.37206
919.272 5.88220
919.323 5.58494
919.373 5.39144
919.474 5.16020
919.575 5.02961
919.676 4.94622
919.878 4.84406
920.282 4.73585
920.685 4.67099
921.493 4.58452
922.300 4.52334
923.107 4.47622
923.915 4.44247
924.318 4.43531
924.722 4.44961
924.924 4.48260
925.126 4.57817
925.226 4.69657
925.327 4.96317
925.378 5.23686
925.428 5.73829
925.454 6.15651
925.479 6.77016
925.504 7.69573
925.529 9.09189
925.565 11.9343
925.600 13.8205
925.636 11.9228
925.671 9.08628
925.694 7.77980
925.717 6.88669
925.763 5.84791
925.810 5.31784
925.856 5.01931
925.948 4.71709
926.041 4.57602
926.226 4.45123
926.411 4.39766
926.780 4.35133
927.150 4.33404
927.520 4.33696
927.890 4.38335
928.074 4.45715
928.167 4.52905
928.259 4.65197
928.352 4.88387
928.398 5.08296
928.444 5.39010
928.490 5.89505
928.537 6.79525
928.583 8.56376
928.606 10.0858
928.629 12.3016
928.665 17.1485
928.700 20.3812
928.736 17.1462
928.771 12.2964
928.800 9.61787
928.829 7.95539
928.859 6.91356
928.888 6.23598
928.946 5.45415
929.005 5.04468
929.063 4.80499
929.121 4.65327
929.238 4.47900
929.472 4.32870
929.705 4.26379
930.172 4.20212
930.639 4.16722
931.573 4.11665
932.507 4.07202
934.375 3.98025
936.243 3.87318
938.111 3.73636
939.045 3.64967
939.978 3.54535
940.912 3.42218
941.379 3.36014
941.846 3.31860
942.080 3.32303
942.313 3.36942
942.547 3.50614
942.780 3.85326
943.014 4.76003
943.131 5.73526
943.247 7.53123
943.364 11.1875
943.423 14.5102
943.481 19.8450
943.539 29.0320
943.568 36.2066
943.598 46.2172
943.627 60.6779
943.656 82.1043
943.685 114.584
943.714 163.666
943.757 271.738
943.800 353.961
943.843 296.158
943.886 194.191
943.932 121.932
943.978 81.8328
944.024 58.8364
944.070 44.7811
944.116 35.6064
944.162 29.3169
944.254 21.4929
944.347 16.9657
944.439 14.0995
944.623 10.7682
944.807 8.94912
944.992 7.82822
945.176 7.07786
945.360 6.54424
945.729 5.83998
946.097 5.39685
946.835 4.86459
947.572 4.54463
948.309 4.31852
949.783 3.98564
950.520 3.84648
951.258 3.71925
951.995 3.61250
952.732 3.56409
953.100 3.59683
953.469 3.71732
953.838 4.02035
954.206 4.73979
954.390 5.43016
954.575 6.55676
954.759 8.48715
954.943 12.0386
955.036 14.9758
955.128 19.3008
955.220 25.9699
955.312 36.8272
955.404 55.9098
955.450 71.1392
955.496 92.8699
955.542 125.090
955.588 174.409
955.634 252.711
955.680 377.393
955.740 623.645
955.800 806.503
955.860 668.556
955.920 433.545
955.966 305.571
956.012 222.070
956.058 167.488
956.104 130.807
956.197 86.6967
956.289 62.5642
956.381 47.9676
956.474 38.4819
956.658 27.2474
956.843 21.0435
957.028 17.2238
957.212 14.6801
957.397 12.8881
957.766 10.5596
958.136 9.13131
958.505 8.17145
958.874 7.48122
959.613 6.54484
959.982 6.21137
960.351 5.95039
960.721 5.80416
960.905 5.83155
961.090 6.03228
961.275 6.68114
961.367 7.41736
961.459 8.79734
961.552 11.6238
961.598 14.1885
961.644 18.2845
961.690 25.2808
961.736 38.1753
961.759 48.8688
961.783 64.4886
961.806 87.7519
961.829 122.183
961.847 158.642
961.864 201.414
961.900 262.133
961.918 252.605
961.936 220.439
961.971 145.958
962.013 89.4762
962.055 59.7177
962.097 43.2184
962.139 33.3796
962.181 27.0586
962.223 22.7807
962.306 17.4940
962.390 14.4571
962.474 12.5347
962.641 10.2941
962.808 9.05788
962.976 8.28498
963.311 7.37751
963.645 6.86047
963.980 6.52299
964.650 6.10094
965.319 5.84326
965.989 5.67882
966.324 5.63440
966.659 5.65016
966.826 5.72366
966.910 5.80423
966.993 5.94755
967.077 6.22136
967.119 6.45619
967.161 6.81377
967.203 7.39180
967.245 8.38753
967.286 10.2514
967.328 13.9024
967.364 19.0105
967.400 22.4119
967.436 18.9928
967.472 13.8721
967.509 10.5023
967.546 8.65191
967.583 7.60024
967.621 6.96422
967.695 6.27487
967.769 5.93203
967.844 5.73609
967.918 5.61263
968.066 5.46773
968.364 5.33013
968.661 5.25741
969.256 5.16708
969.850 5.10409
970.445 5.05701
971.039 5.03243
971.337 5.04236
971.634 5.10585
971.783 5.20135
971.931 5.44355
972.006 5.71938
972.080 6.28859
972.117 6.82221
972.154 7.70561
972.191 9.27163
972.229 12.1258
972.264 16.4675
972.300 19.3537
972.336 16.4596
972.372 12.1286
972.402 9.67979
972.432 8.17821
972.462 7.24668
972.492 6.64533
972.553 5.95620
972.613 5.59667
972.734 5.25399
972.855 5.10032
973.096 4.96467
973.338 4.90301
973.821 4.83930
974.304 4.79994
975.270 4.74167
976.236 4.69353
980.101 4.53655
982.033 4.46876
983.965 4.40581
984.931 4.37759
985.897 4.35731
986.380 4.35770
986.863 4.38667
987.105 4.43765
987.346 4.58062
987.467 4.75988
987.528 4.92011
987.588 5.17675
987.648 5.62340
987.709 6.48952
987.739 7.25117
987.769 8.43795
987.799 10.3636
987.829 13.5129
987.865 19.0527
987.900 22.7431
987.935 19.0337
987.971 13.4951
987.994 10.9140
988.018 9.15535
988.065 7.13110
988.112 6.10949
988.159 5.53857
988.206 5.19132
988.253 4.96558
988.347 4.70035
988.441 4.55623
988.535 4.46883
988.723 4.37123
989.099 4.28628
989.474 4.24563
990.226 4.19731
990.978 4.16087
992.482 4.09369
993.985 4.02372
996.993 3.85738
998.496 3.75259
1000.00 3.62579
1000.91 3.53552
1001.82 3.43425
1002.73 3.32522
1003.64 3.22685
1004.09 3.20118
1004.55 3.22160
1005.00 3.34967
1005.46 3.74356
1005.68 4.16499
1005.91 4.88986
1006.14 6.19332
1006.37 8.70085
1006.48 10.8512
1006.59 14.1032
1006.71 19.2579
1006.82 27.8497
1006.93 43.6934
1006.99 56.8345
1007.05 75.8820
1007.10 105.732
1007.16 154.129
1007.22 236.411
1007.27 375.811
1007.34 622.212
1007.40 806.493
1007.46 671.657
1007.53 437.758
1007.57 315.289
1007.62 234.584
1007.66 179.118
1007.71 141.787
1007.80 95.3822
1007.89 69.6265
1007.98 53.6280
1008.07 43.1230
1008.25 30.6238
1008.43 23.6225
1008.62 19.3106
1008.80 16.4289
1008.98 14.3933
1009.34 11.7432
1009.70 10.1301
1010.07 9.05438
1010.43 8.29578
1011.15 7.30005
1011.88 6.68304
1012.60 6.26451
1013.33 5.96218
1014.78 5.55328
1016.23 5.28737
1017.68 5.09737
1019.13 4.95208
1022.03 4.73411
1024.93 4.55837
1026.38 4.47004
1027.11 4.42211
1027.83 4.36993
1028.56 4.31444
1028.92 4.28942
1029.28 4.27684
1029.47 4.28367
1029.65 4.31101
1029.83 4.38117
1030.01 4.54876
1030.19 4.97454
1030.28 5.42583
1030.37 6.23951
1030.46 7.89812
1030.51 9.38037
1030.55 11.7482
1030.60 15.9067
1030.64 23.5190
1030.67 30.0467
1030.69 39.2460
1030.71 53.7489
1030.73 74.6503
1030.75 96.6889
1030.77 122.619
1030.80 157.498
1030.82 151.155
1030.83 131.046
1030.87 86.9997
1030.89 64.0119
1030.92 48.4969
1030.94 38.0496
1030.96 31.0995
1031.01 22.1258
1031.06 17.1803
1031.11 14.0690
1031.15 12.0610
1031.25 9.63978
1031.34 8.26848
1031.44 7.41721
1031.63 6.44802
1031.82 5.92106
1032.00 5.59890
1032.19 5.38178
1032.38 5.22767
1032.76 5.02226
1033.14 4.89163
1033.90 4.73271
1034.66 4.63688
1035.42 4.57181
1036.17 4.53366
1036.55 4.55707
1036.74 4.66774
1036.84 4.89804
1036.88 5.19491
1036.93 5.83798
1036.97 6.65376
1037.00 7.19606
1037.04 6.65024
1037.07 5.83089
1037.11 5.30409
1037.14 5.01433
1037.21 4.73582
1037.35 4.55828
1037.62 4.47190
1038.17 4.42307
1039.28 4.37235
1041.49 4.29546
1045.90 4.16610
1050.32 4.04369
1052.52 3.98393
1053.63 3.96746
1053.90 3.97528
1054.18 4.00905
1054.32 4.05702
1054.45 4.17603
1054.52 4.30939
1054.59 4.57988
1054.63 4.83301
1054.66 5.23329
1054.70 5.91635
1054.73 7.11048
1054.77 9.07118
1054.80 10.3348
1054.84 9.01127
1054.87 7.10665
1054.90 6.16581
1054.92 5.56085
1054.97 4.86007
1055.02 4.51263
1055.07 4.32335
1055.16 4.12957
1055.26 4.04037
1055.46 3.96001
1055.65 3.92394
1056.04 3.88756
1056.43 3.86562
1057.99 3.80162
1061.10 3.67528
1062.66 3.60450
1064.22 3.52948
1064.99 3.49439
1065.77 3.47487
1066.16 3.48886
1066.36 3.51433
1066.55 3.56887
1066.75 3.69263
1066.84 3.81281
1066.94 4.01926
1067.04 4.41621
1067.09 4.76166
1067.14 5.28753
1067.18 6.18004
1067.23 7.76187
1067.26 9.11593
1067.28 11.0132
1067.31 13.8209
1067.33 17.9664
1067.37 26.8679
1067.40 32.5721
1067.44 26.5980
1067.47 17.9539
1067.50 13.8045
1067.52 10.9930
1067.57 7.77914
1067.62 6.16845
1067.66 5.27205
1067.71 4.72806
1067.76 4.37471
1067.86 3.95919
1067.95 3.73241
1068.05 3.59375
1068.24 3.43647
1068.43 3.34844
1068.62 3.29074
1069.00 3.21385
1069.39 3.16476
1069.58 3.15350
1069.77 3.16321
1069.96 3.22850
1070.06 3.31391
1070.15 3.48204
1070.25 3.84756
1070.30 4.19225
1070.35 4.76273
1070.39 5.77731
1070.44 7.76635
1070.47 9.51015
1070.49 12.1969
1070.51 16.4687
1070.54 22.9536
1070.55 29.2627
1070.57 36.7169
1070.60 46.8202
1070.63 39.3225
1070.66 26.7526
1070.70 17.3314
1070.74 12.3062
1070.77 9.50478
1070.81 7.85820
1070.84 6.76270
1070.88 6.01850
1070.95 5.10821
1071.02 4.57505
1071.09 4.24074
1071.24 3.84456
1071.38 3.62239
1071.52 3.48024
1071.81 3.30539
1072.38 3.11741
1072.95 2.99941
1074.10 2.82958
1075.24 2.73164
1075.81 2.74179
1076.38 2.84592
1076.95 3.15153
1077.53 3.92899
1077.81 4.69824
1078.10 5.97517
1078.38 8.19490
1078.67 12.3294
1078.81 15.7733
1078.96 20.8750
1079.10 28.7689
1079.24 41.6883
1079.39 64.4537
1079.46 82.8101
1079.53 108.734
1079.60 147.690
1079.67 206.675
1079.74 299.873
1079.81 448.184
1079.91 747.661
1080.00 970.148
1080.09 805.230
1080.19 524.232
1080.27 360.238
1080.34 256.747
1080.42 190.982
1080.50 148.096
1080.65 96.9421
1080.81 69.5932
1080.97 53.1233
1081.12 42.5393
1081.43 30.0385
1081.74 23.1265
1082.05 18.8696
1082.36 16.0344
1082.67 14.0397
1083.30 11.4376
1083.92 9.84543
1084.54 8.78026
1085.16 8.02159
1086.40 7.01603
1087.64 6.38294
1088.27 6.15203
1088.89 5.97805
1089.20 5.92975
1089.51 5.96116
1089.66 6.06937
1089.74 6.18599
1089.82 6.38862
1089.90 6.77672
1089.94 7.10691
1089.97 7.59170
1090.01 8.38107
1090.05 9.72200
1090.09 12.1641
1090.13 16.6321
1090.17 23.3830
1090.20 27.7236
1090.24 23.1672
1090.27 16.5997
1090.29 13.5639
1090.32 11.5496
1090.36 9.11112
1090.41 7.84801
1090.45 7.12790
1090.50 6.68224
1090.54 6.38757
1090.63 6.03222
1090.72 5.83054
1090.81 5.70152
1090.99 5.54331
1091.35 5.37187
1091.71 5.26090
1092.43 5.08719
1093.15 4.93316
1093.87 4.78796
1094.23 4.72486
1094.59 4.68728
1094.95 4.73636
1095.13 4.85640
1095.31 5.14614
1095.49 5.87704
1095.58 6.64139
1095.67 8.01837
1095.76 10.7406
1095.80 13.1508
1095.85 16.9350
1095.89 23.2345
1095.94 34.5142
1095.96 43.8212
1095.98 56.4795
1096.00 74.5926
1096.02 100.404
1096.06 165.277
1096.10 214.820
1096.14 180.233
1096.18 119.080
1096.21 79.6622
1096.25 56.2204
1096.28 42.0314
1096.32 33.0063
1096.39 22.7472
1096.46 17.4427
1096.54 14.2660
1096.61 12.2542
1096.75 9.86924
1096.89 8.55326
1097.04 7.73712
1097.18 7.18824
1097.32 6.79646
1097.61 6.27711
1097.89 5.94869
1098.47 5.55277
1099.04 5.31602
1099.61 5.15245
1100.75 4.92781
1101.90 4.76778
1103.04 4.64006
1103.61 4.58596
1104.19 4.54433
1104.47 4.53705
1104.76 4.56328
1104.90 4.61637
1105.04 4.76135
1105.12 4.93186
1105.19 5.28056
1105.22 5.61080
1105.26 6.15858
1105.30 7.12311
1105.33 8.80619
1105.37 11.4174
1105.40 13.1461
1105.44 11.4105
1105.47 8.79251
1105.50 7.36833
1105.53 6.49417
1105.58 5.55359
1105.63 5.10215
1105.69 4.86392
1105.80 4.62675
1105.91 4.51641
1106.12 4.41089
1106.34 4.35669
1106.78 4.28873
1107.21 4.23644
1108.95 4.04525
1110.69 3.83417
1111.56 3.72622
1111.78 3.70898
1112.00 3.71556
1112.10 3.74692
1112.21 3.83940
1112.32 4.15261
1112.38 4.60155
1112.40 5.02482
1112.43 5.68803
1112.47 6.95004
1112.50 7.78709
1112.54 6.93903
1112.57 5.66565
1112.60 4.86234
1112.64 4.40180
1112.71 3.96464
1112.77 3.77160
1112.84 3.67107
1112.98 3.56638
1113.11 3.50982
1113.65 3.39151
1114.19 3.34048
1114.72 3.40849
1114.99 3.55068
1115.26 3.85043
1115.53 4.46586
1115.80 5.77237
1115.94 6.96005
1116.07 8.81150
1116.21 11.8839
1116.34 17.2423
1116.41 21.5674
1116.47 27.6435
1116.54 36.5971
1116.61 50.3743
1116.68 73.1653
1116.74 112.219
1116.81 184.924
1116.84 245.130
1116.88 326.494
1116.94 545.987
1117.00 709.335
1117.06 590.853
1117.12 387.162
1117.19 243.507
1117.25 163.999
1117.32 117.742
1117.38 89.1298
1117.45 70.1271
1117.51 57.2672
1117.64 41.1632
1117.77 31.7513
1117.89 25.8246
1118.15 18.9246
1118.41 15.1436
1118.66 12.8289
1118.92 11.2799
1119.18 10.1894
1119.69 8.76509
1120.20 7.90957
1120.46 7.62298
1120.72 7.45233
1120.85 7.45620
1120.97 7.63331
1121.04 7.89152
1121.10 8.45150
1121.13 8.97244
1121.17 9.81311
1121.20 11.2266
1121.23 13.6368
1121.27 17.8028
1121.30 20.4875
1121.34 17.6306
1121.37 13.5404
1121.41 10.9706
1121.44 9.52545
1121.47 8.63732
1121.51 8.09396
1121.57 7.46532
1121.64 7.13445
1121.77 6.78628
1121.91 6.60043
1122.17 6.37712
1122.44 6.22646
1122.97 6.00365
1123.50 5.83320
1124.57 5.57689
1125.64 5.38859
1127.77 5.12390
1129.90 4.94123
1132.03 4.80325
1134.17 4.69294
1136.30 4.60514
1136.83 4.59006
1137.36 4.58682
1137.63 4.59981
1137.90 4.64945
1138.03 4.71835
1138.16 4.88531
1138.23 5.07164
1138.30 5.43839
1138.33 5.78169
1138.36 6.31833
1138.40 7.22067
1138.43 8.76841
1138.47 11.3557
1138.50 13.0152
1138.54 11.2758
1138.57 8.76233
1138.61 7.00943
1138.65 6.08018
1138.69 5.56629
1138.73 5.26094
1138.81 4.93720
1138.88 4.77966
1139.04 4.63647
1139.20 4.57366
1139.51 4.51687
1139.82 4.48850
1141.07 4.42827
1143.56 4.34388
1148.55 4.19478
1153.54 4.05222
1154.79 4.01805
1156.04 3.98878
1156.66 3.98135
1157.28 3.99432
1157.59 4.02755
1157.91 4.13057
1158.06 4.26701
1158.14 4.39321
1158.22 4.60253
1158.30 4.98366
1158.34 5.30151
1158.37 5.77844
1158.41 6.53370
1158.45 7.81010
1158.49 10.1252
1158.53 14.3445
1158.57 20.6923
1158.60 24.7615
1158.64 20.5035
1158.67 14.3415
1158.69 11.4858
1158.72 9.58918
1158.76 7.29362
1158.81 6.10731
1158.85 5.43425
1158.90 5.02080
1158.94 4.75022
1159.03 4.43299
1159.12 4.25749
1159.21 4.15208
1159.39 4.03388
1159.75 3.93318
1160.10 3.88739
1160.82 3.83720
1161.54 3.80233
1162.97 3.74182
1164.40 3.68198
1165.83 3.61967
1167.26 3.55771
1167.98 3.53367
1168.70 3.53537
1169.05 3.57119
1169.23 3.61463
1169.41 3.69716
1169.59 3.86830
1169.68 4.02852
1169.77 4.29238
1169.86 4.78274
1169.91 5.19784
1169.95 5.81397
1169.99 6.83157
1170.04 8.61629
1170.08 12.0440
1170.11 14.8536
1170.13 18.8356
1170.16 27.9670
1170.20 34.0340
1170.24 28.0077
1170.27 18.9199
1170.31 13.2039
1170.34 9.96321
1170.38 8.09360
1170.41 6.99386
1170.48 5.84602
1170.55 5.46416
1170.62 5.57152
1170.69 6.29322
1170.72 7.08636
1170.76 8.38943
1170.79 10.7245
1170.83 14.7023
1170.86 21.3908
1170.90 25.6890
1170.94 21.1223
1170.97 14.5528
1171.02 9.74706
1171.06 7.30484
1171.10 5.99137
1171.15 5.22297
1171.23 4.41490
1171.32 4.02098
1171.49 3.65874
1171.66 3.49960
1172.01 3.37756
1172.35 3.39380
1172.52 3.46659
1172.69 3.61888
1172.86 3.92046
1173.04 4.53192
1173.21 5.91222
1173.29 7.27305
1173.38 9.63449
1173.47 14.1338
1173.51 18.0093
1173.55 23.9617
1173.59 33.6188
1173.64 50.3651
1173.66 63.8098
1173.68 81.6271
1173.70 106.444
1173.72 140.816
1173.76 232.146
1173.80 300.241
1173.84 248.598
1173.88 161.311
1173.91 118.081
1173.93 89.5344
1173.98 56.0726
1174.04 38.7651
1174.09 28.8703
1174.14 22.6297
1174.19 18.5853
1174.30 13.7082
1174.40 10.9536
1174.51 9.26142
1174.71 7.32872
1174.92 6.28455
1175.13 5.64978
1175.34 5.22467
1175.55 4.92438
1175.97 4.52602
1176.38 4.27497
1177.22 3.97007
1178.05 3.78355
1178.89 3.65040
1180.55 3.45499
1182.22 3.29992
1183.89 3.16186
1184.73 3.09873
1185.56 3.04809
1185.98 3.03909
