I-127(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1863.20 16.5500
1863.26 13.4105
1863.31 11.3755
1863.43 8.90055
1863.54 7.50342
1863.65 6.64667
1863.88 5.69034
1864.11 5.22829
1864.33 5.03545
1864.79 5.24288
1865.24 6.56082
1865.46 8.09534
1865.69 10.9319
1865.92 16.6150
1866.03 21.6160
1866.14 29.4100
1866.26 42.2196
1866.37 64.6888
1866.48 107.076
1866.54 142.297
1866.60 190.872
1866.70 320.400
1866.80 419.965
1866.90 353.811
1867.01 234.269
1867.08 171.930
1867.15 129.897
1867.22 100.880
1867.30 80.9728
1867.44 56.0358
1867.59 41.8725
1867.73 33.0882
1867.88 27.2568
1868.16 20.2146
1868.45 16.2144
1868.74 13.7098
1869.32 10.7989
1869.90 9.19810
1870.48 8.20004
1871.06 7.52301
1871.64 7.03510
1872.80 6.37905
1873.96 5.95745
1875.11 5.66094
1876.27 5.43838
1878.59 5.11726
1880.90 4.87978
1882.06 4.77227
1883.22 4.66022
1883.80 4.59878
1884.38 4.53895
1884.67 4.52794
1884.81 4.54456
1884.96 4.60326
1885.10 4.77576
1885.18 4.96900
1885.25 5.32236
1885.32 6.04595
1885.36 6.68456
1885.39 7.68757
1885.43 9.35068
1885.46 12.2986
1885.50 17.9311
1885.54 29.2351
1885.55 37.0851
1885.57 46.3890
1885.60 59.8737
1885.63 51.4735
1885.66 35.6101
1885.69 27.2349
1885.71 21.7197
1885.73 17.7685
1885.75 15.1278
1885.80 11.7408
1885.84 9.80605
1885.89 8.60066
1885.93 7.79735
1886.02 6.82797
1886.11 6.26840
1886.20 5.91816
1886.38 5.50467
1886.74 5.12594
1887.10 4.94760
1887.81 4.76655
1888.53 4.66439
1889.96 4.52931
1891.40 4.42240
1892.83 4.31750
1893.55 4.26033
1894.26 4.19667
1894.98 4.12360
1895.34 4.08424
1895.70 4.04775
1896.05 4.03355
1896.23 4.05675
1896.41 4.13999
1896.59 4.38672
1896.68 4.66589
1896.77 5.18362
1896.86 6.25750
1896.91 7.23550
1896.95 8.76049
1896.99 11.4044
1897.04 16.2732
1897.08 26.1081
1897.11 34.4832
1897.13 46.7248
1897.15 60.2932
1897.16 76.4053
1897.20 99.6662
1897.24 84.6553
1897.27 57.0240
1897.30 40.3258
1897.33 29.8502
1897.37 23.2273
1897.40 18.8750
1897.46 13.7650
1897.52 11.0107
1897.58 9.35568
1897.64 8.27870
1897.77 6.99576
1897.89 6.27777
1898.02 5.82759
1898.26 5.30336
1898.51 5.00700
1898.76 4.81550
1899.25 4.57494
1899.75 4.41952
1900.25 4.32028
1900.49 4.32368
1900.62 4.37041
1900.74 4.49431
1900.86 4.81470
1900.93 5.14785
1900.99 5.73838
1901.05 6.87149
1901.11 9.31472
1901.14 11.6517
1901.17 15.5595
1901.21 22.4500
1901.24 34.3756
1901.25 44.3962
1901.27 55.5390
1901.30 71.4785
1901.33 60.9353
1901.37 41.9666
1901.39 30.8669
1901.42 23.6200
1901.44 18.8866
1901.47 15.8009
1901.52 11.9722
1901.57 9.84594
1901.62 8.54391
1901.67 7.68567
1901.77 6.65093
1901.88 6.06548
1901.98 5.69595
1902.18 5.26224
1902.39 5.01803
1902.59 4.86119
1903.00 4.66865
1903.81 4.46828
1904.63 4.35195
1906.26 4.19430
1907.90 4.06476
1909.53 3.93002
1910.34 3.85235
1911.16 3.76140
1911.98 3.65044
1912.38 3.58638
1912.79 3.52129
1913.20 3.47998
1913.40 3.49840
1913.61 3.60031
1913.81 3.93976
1913.91 4.33942
1914.02 5.11068
1914.12 6.73619
1914.17 8.24304
1914.22 10.6963
1914.27 14.9577
1914.30 18.3824
1914.32 23.0100
1914.35 29.9666
1914.37 39.8937
1914.40 55.5768
1914.42 78.4808
1914.44 102.400
1914.46 130.831
1914.50 172.076
1914.52 166.631
1914.54 145.988
1914.58 97.4163
1914.61 64.3605
1914.65 45.0993
1914.69 33.6270
1914.73 26.5594
1914.77 21.7110
1914.80 18.4122
1914.88 14.1521
1914.95 11.6360
1915.03 10.0155
1915.18 8.10095
1915.33 7.03601
1915.48 6.37042
1915.63 5.91960
1915.78 5.59575
1916.08 5.16295
1916.38 4.88647
1916.98 4.54834
1917.58 4.34084
1918.18 4.19172
1919.38 3.96647
1920.58 3.76794
1921.18 3.66325
1921.78 3.54806
1922.38 3.41856
1922.68 3.34946
1922.98 3.28233
1923.28 3.23092
1923.58 3.23831
1923.73 3.30164
1923.88 3.45756
1924.03 3.80687
1924.18 4.60072
1924.31 6.28119
1924.38 7.90614
1924.45 10.6529
1924.48 12.7908
1924.51 15.6438
1924.55 19.7948
1924.58 25.6543
1924.61 34.7525
1924.65 48.5540
1924.68 71.5789
1924.71 108.095
1924.76 182.474
1924.80 241.836
1924.82 233.925
1924.84 205.247
1924.89 136.467
1924.93 88.0798
1924.98 61.0526
1925.02 45.0858
1925.06 35.0833
1925.11 28.4526
1925.15 23.8400
1925.24 18.0003
1925.33 14.5313
1925.42 12.3297
1925.59 9.72738
1925.77 8.27150
1925.95 7.36652
1926.12 6.75280
1926.30 6.31175
1926.65 5.72167
1927.00 5.34696
1927.36 5.08749
1927.71 4.89697
1928.41 4.63334
1929.12 4.46549
1929.47 4.41363
1929.82 4.40602
1930.00 4.44902
1930.18 4.59880
1930.27 4.79015
1930.35 5.21535
1930.40 5.63877
1930.44 6.38593
1930.49 7.82457
1930.51 9.03688
1930.53 10.7711
1930.57 14.7850
1930.60 17.3639
1930.64 14.6563
1930.67 10.7513
1930.69 8.94535
1930.72 7.74674
1930.76 6.29553
1930.81 5.54380
1930.85 5.12269
1930.94 4.67835
1931.03 4.46765
1931.21 4.27094
1931.39 4.17793
1931.75 4.07950
1932.10 4.01784
1933.53 3.84731
1934.97 3.70276
1936.40 3.55656
1937.83 3.39164
1938.55 3.29473
1939.26 3.18181
1939.98 3.04625
1940.33 2.97029
1940.69 2.89709
1941.05 2.86274
1941.23 2.90175
1941.41 3.05498
1941.59 3.52250
1941.68 4.05672
1941.77 5.05042
1941.86 7.10944
1941.90 8.97699
1941.95 11.8720
1941.97 14.0700
1941.99 16.8427
1942.01 20.5440
1942.03 25.5820
1942.06 32.9592
1942.08 43.0335
1942.10 57.5065
1942.12 78.2283
1942.14 103.709
1942.16 132.599
1942.20 174.693
1942.22 168.858
1942.24 147.871
1942.28 99.0457
1942.30 73.6177
1942.33 56.1441
1942.36 44.1929
1942.38 36.1049
1942.44 25.7011
1942.49 19.7122
1942.54 15.9599
1942.60 13.4489
1942.70 10.3816
1942.81 8.61654
1942.92 7.51166
1943.13 6.21768
1943.34 5.49469
1943.55 5.04118
1943.98 4.50231
1944.40 4.18993
1944.83 3.98302
1945.68 3.71828
1947.37 3.43605
1949.07 3.34293
1949.92 3.39529
1950.77 3.57731
1951.62 4.01284
1952.47 4.99611
1953.32 7.34533
1953.75 9.72059
1954.17 13.8672
1954.60 21.7802
1954.81 28.5644
1955.02 38.8148
1955.23 55.2107
1955.45 82.6705
1955.66 131.578
1955.87 221.410
1956.09 371.155
1956.30 486.213
1956.52 408.768
1956.73 269.359
1956.89 195.291
1957.05 145.443
1957.21 111.983
1957.36 88.9662
1957.68 60.7037
1957.99 44.8745
1958.31 35.0937
1958.63 28.6524
1959.26 20.8721
1959.89 16.4832
1960.52 13.7249
1961.78 10.5019
1963.04 8.67695
1964.30 7.45275
1964.94 6.94587
1965.25 6.70381
1965.57 6.46852
1965.88 6.25137
1966.04 6.16970
1966.20 6.14622
1966.36 6.29037
1966.43 6.52583
1966.51 7.02338
1966.59 8.11161
1966.63 9.13833
1966.67 10.7464
1966.71 13.5345
1966.75 18.4188
1966.79 27.7607
1966.81 35.7396
1966.83 46.4349
1966.85 59.9758
1966.86 76.2709
1966.90 101.039
1966.94 88.1323
1966.97 61.2680
1967.00 46.7584
1967.02 36.7682
1967.05 29.9344
1967.08 25.1578
1967.13 19.1781
1967.18 15.7927
1967.23 13.6153
1967.28 12.1512
1967.39 10.3555
1967.49 9.29512
1967.59 8.61167
1967.80 7.77178
1968.01 7.26421
1968.21 6.91663
1968.63 6.44204
1969.45 5.83373
1970.28 5.36866
1971.10 4.93563
1971.52 4.72646
1971.93 4.54867
1972.34 4.50954
1972.55 4.65867
1972.76 5.12119
1972.96 6.40199
1973.07 7.76481
1973.17 10.2036
1973.27 14.9509
1973.32 19.0163
1973.38 25.0108
1973.43 34.5765
1973.48 49.9181
1973.53 76.6722
1973.58 122.366
1973.64 209.726
1973.70 280.291
1973.76 240.616
1973.82 162.743
1973.88 104.691
1973.95 72.1415
1974.01 53.3033
1974.08 41.6583
1974.14 34.0008
1974.21 28.6977
1974.34 22.0383
1974.47 18.0760
1974.60 15.5186
1974.86 12.4826
1975.12 10.7609
1975.38 9.67052
1975.89 8.36811
1976.41 7.61284
1976.93 7.11534
1977.97 6.48176
1979.01 6.07718
1980.04 5.78220
1982.12 5.34664
1984.19 4.99818
1985.23 4.83218
1986.27 4.66037
1987.30 4.47184
1987.82 4.36756
1988.34 4.25701
1988.86 4.15242
1989.12 4.12116
1989.38 4.14245
1989.64 4.32695
1989.77 4.58560
1989.90 5.11850
1990.03 6.31942
1990.09 7.48032
1990.16 9.39569
1990.22 12.8968
1990.29 19.8675
1990.32 26.1634
1990.35 35.6439
1990.38 50.7425
1990.42 74.9823
1990.46 125.621
1990.50 164.597
1990.54 139.148
1990.59 93.3488
1990.63 61.0576
1990.67 42.9403
1990.72 32.1956
1990.76 25.4472
1990.80 20.9659
1990.84 17.8447
1990.93 13.8886
1991.02 11.5348
1991.10 10.0396
1991.28 8.26758
1991.45 7.27093
1991.62 6.64665
1991.97 5.90559
1992.31 5.47868
1992.66 5.19515
1993.34 4.82455
1994.03 4.57088
1994.72 4.36786
1996.10 4.01698
1997.48 3.68277
1998.17 3.52663
1998.86 3.41728
1999.21 3.41395
1999.55 3.49312
1999.90 3.74557
2000.24 4.38793
2000.59 6.03456
2000.76 7.76025
2000.93 10.8156
2001.10 16.7454
2001.19 21.8176
2001.28 29.5256
2001.36 41.7780
2001.45 62.3034
2001.53 98.6016
2001.62 164.621
2001.71 279.568
2001.80 370.067
2001.89 313.938
2001.98 209.139
2002.04 155.173
2002.11 118.418
2002.17 93.0465
2002.23 75.1870
2002.36 52.5654
2002.48 39.6616
2002.60 31.5158
2002.73 26.1117
2002.98 19.5007
2003.23 15.7053
2003.47 13.3095
2003.97 10.4913
2004.47 8.91392
2004.96 7.90965
2005.96 6.69001
2006.95 5.94433
2007.95 5.40114
2008.44 5.16778
2008.94 4.96242
2009.19 4.89771
2009.31 4.89978
2009.44 4.96254
2009.56 5.18128
2009.63 5.42704
2009.69 5.87703
2009.75 6.75830
2009.81 8.68293
2009.84 10.5353
2009.87 13.6449
2009.90 19.1559
2009.94 29.2039
2009.95 37.5203
2009.97 46.8436
2010.00 60.3330
2010.03 51.4938
2010.07 35.6714
2010.10 25.1278
2010.13 18.9856
2010.16 15.1955
2010.19 12.7447
2010.25 9.90382
2010.31 8.38336
2010.37 7.46836
2010.43 6.86861
2010.55 6.14115
2010.67 5.71882
2010.79 5.44105
2011.03 5.08817
2011.51 4.68964
2011.99 4.42872
2012.95 4.02668
2013.91 3.69733
2014.39 3.57337
2014.87 3.51606
2015.35 3.60851
2015.83 4.06256
2016.31 5.49893
2016.55 7.12229
2016.79 10.1377
2016.91 12.6022
2017.03 16.1597
2017.15 21.4517
2017.27 29.6205
2017.39 42.8117
2017.51 65.2779
2017.63 105.733
2017.75 180.794
2017.88 310.397
2018.00 417.268
2018.12 359.887
2018.25 242.716
2018.35 173.813
2018.45 128.997
2018.55 99.5005
2018.65 79.4960
2018.84 55.2200
2019.04 41.6866
2019.24 33.3255
2019.44 27.8193
2019.83 21.1334
2020.23 17.3110
2020.63 14.8908
2021.02 13.2346
2021.42 12.0374
2022.21 10.4303
2023.00 9.40843
2023.80 8.70082
2024.59 8.18244
2026.17 7.46943
2027.76 6.99904
2029.34 6.66965
2030.14 6.57150
2030.34 6.57690
2030.53 6.63885
2030.63 6.73289
2030.73 6.95822
2030.83 7.62969
2030.88 8.53585
2030.93 10.5216
2030.97 13.0531
2031.00 14.6859
2031.04 12.9675
2031.07 10.5011
2031.10 9.09424
2031.13 8.25593
2031.19 7.38291
2031.25 6.98043
2031.30 6.76543
2031.42 6.55274
2031.54 6.45045
2032.00 6.28940
2032.93 6.14766
2034.79 5.94683
2038.50 5.63788
2042.22 5.38448
2044.07 5.26753
2045.00 5.22110
2045.47 5.24000
2045.70 5.36653
2045.81 5.66332
2045.87 6.10118
2045.93 7.21550
2045.97 8.44900
2046.00 9.26619
2046.04 8.44455
2046.07 7.20629
2046.11 6.28066
2046.16 5.82893
2046.24 5.44627
2046.41 5.22391
2046.75 5.11678
2047.42 5.04059
2048.77 4.92495
2050.13 4.79763
2051.48 4.64154
2052.15 4.54620
2052.83 4.43403
2053.51 4.29952
2054.18 4.13731
2054.52 4.04630
2054.86 3.95365
2055.20 3.87419
2055.53 3.85414
2055.70 3.90579
2055.87 4.05185
2056.04 4.38898
2056.21 5.14244
2056.38 6.91208
2056.46 8.67554
2056.55 11.6430
2056.63 17.1167
2056.68 21.5323
2056.72 27.9152
2056.76 37.7130
2056.80 52.5427
2056.84 76.0869
2056.89 113.696
2056.94 193.134
2057.00 258.096
2057.06 222.376
2057.11 150.317
2057.17 99.5539
2057.23 69.8613
2057.29 52.1314
2057.35 40.9393
2057.40 33.4751
2057.46 28.2561
2057.58 21.6510
2057.69 17.6911
2057.81 15.1294
2058.04 12.0920
2058.27 10.3783
2058.50 9.30343
2058.74 8.56770
2058.97 8.03924
2059.43 7.32929
2059.89 6.87658
2060.36 6.56251
2060.82 6.33110
2061.74 6.01018
2062.67 5.79451
2064.52 5.51203
2066.37 5.32271
2068.23 5.17623
2070.08 5.05602
2071.00 5.02510
2071.47 5.09562
2071.58 5.17545
2071.70 5.36504
2071.76 5.57053
2071.81 5.96727
2071.87 6.84662
2071.90 7.69926
2071.93 9.01439
2071.97 11.5258
2072.00 13.1467
2072.04 11.4469
2072.07 9.00548
2072.11 7.19278
2072.16 6.30777
2072.24 5.55364
2072.33 5.26630
2072.41 5.12906
2072.58 5.00098
2072.75 4.94207
2073.43 4.84410
2074.78 4.73310
2076.13 4.62284
2077.49 4.49529
2078.84 4.33603
2079.52 4.23887
2080.20 4.12869
2080.87 4.01866
2081.21 3.98565
2081.55 4.01536
2081.72 4.08946
2081.89 4.24931
2082.06 4.57952
2082.23 5.27707
2082.40 6.88786
2082.48 8.48329
2082.57 11.1920
2082.65 16.2966
2082.69 20.5219
2082.74 26.7964
2082.78 36.7947
2082.82 52.7183
2082.86 79.7582
2082.91 126.562
2082.95 211.926
2083.00 276.624
2083.05 233.014
2083.10 155.240
2083.15 99.7076
2083.20 68.2808
2083.25 49.9872
2083.30 38.6612
2083.35 31.2225
2083.40 26.0863
2083.49 19.6861
2083.59 15.9054
2083.69 13.4923
2083.89 10.6755
2084.09 9.11127
2084.29 8.14274
2084.49 7.48517
2084.69 7.01599
2085.09 6.38785
2085.49 5.98638
2086.29 5.49347
2087.08 5.18609
2087.88 4.95978
2089.48 4.59981
2090.28 4.43067
2091.07 4.25470
2091.87 4.06533
2092.67 3.86458
2093.07 3.76857
2093.47 3.69319
2093.87 3.67811
2094.26 3.83091
2094.46 4.05689
2094.66 4.49100
2094.86 5.33200
2095.06 7.00883
2095.26 10.6782
2095.36 14.1598
2095.46 19.8561
2095.56 30.0261
2095.61 38.1473
2095.66 49.4432
2095.71 66.2888
2095.76 91.7517
2095.81 131.221
2095.86 191.065
2095.93 322.960
2096.00 427.961
2096.07 364.387
2096.14 242.913
2096.21 164.104
2096.27 116.167
2096.34 86.6352
2096.41 67.8242
2096.54 45.8435
2096.67 34.1301
2096.80 27.0891
2096.93 22.5608
2097.19 17.1722
2097.46 14.1492
2097.72 12.2646
2097.98 10.9884
2098.24 10.0738
2098.77 8.85784
2099.29 8.09304
2099.82 7.56946
2100.34 7.18933
2101.39 6.67101
2102.44 6.33227
2103.49 6.08991
2104.54 5.90519
2106.64 5.63140
2108.74 5.41789
2109.79 5.31452
2110.84 5.19928
2111.36 5.13255
2111.89 5.06848
2112.15 5.06489
2112.28 5.09549
2112.41 5.18746
2112.54 5.44037
2112.61 5.71572
2112.67 6.20773
2112.74 7.19001
2112.77 8.05027
2112.80 9.32906
2112.84 11.4498
2112.87 15.0823
2112.90 21.6897
2112.93 33.6548
2112.95 43.1978
2112.97 53.9697
2113.00 70.3422
2113.03 60.6330
2113.07 41.9750
2113.09 32.2998
2113.11 25.6469
2113.14 21.0754
2113.16 17.8700
2113.21 13.7863
2113.25 11.5042
2113.30 10.0493
2113.34 9.09948
2113.44 7.93611
2113.53 7.26328
2113.62 6.83740
2113.81 6.33987
2113.99 6.05966
2114.18 5.88246
2114.55 5.66871
2115.29 5.45504
2116.03 5.33850
2117.51 5.19150
2119.00 5.07986
2120.48 4.97057
2121.22 4.90935
2121.96 4.83838
2122.71 4.75113
2123.08 4.69965
2123.45 4.64524
2123.82 4.60327
2124.00 4.60736
2124.19 4.66779
2124.37 4.89423
2124.47 5.17066
2124.56 5.70545
2124.65 6.85553
2124.70 7.91439
2124.74 9.63408
2124.79 12.6910
2124.84 18.3293
2124.86 23.0422
2124.88 29.9708
2124.91 40.3562
2124.93 55.9095
2124.95 72.6066
2124.97 92.4508
2125.00 120.496
2125.02 117.016
2125.04 102.902
2125.07 70.3178
2125.10 53.6517
2125.12 42.3725
2125.16 28.7056
2125.21 21.2632
2125.26 17.0092
2125.30 14.2587
2125.35 12.4467
2125.44 10.2110
2125.54 8.91175
2125.63 8.08891
2125.81 7.13095
2126.00 6.59669
2126.18 6.26355
2126.55 5.87189
2126.93 5.64920
2127.30 5.50539
2128.04 5.32667
2128.78 5.21615
2129.52 5.13759
2131.00 5.02562
2132.48 4.94160
2133.97 4.87021
2135.45 4.80827
2136.19 4.79645
2136.56 4.85011
2136.74 5.02637
2136.84 5.37481
2136.88 5.81229
2136.93 6.73644
2136.97 7.95819
2137.00 8.74326
2137.04 7.91942
2137.07 6.73078
2137.12 5.78877
2137.16 5.35365
2137.26 5.00285
2137.44 4.80899
2137.81 4.72030
2138.55 4.66124
2140.03 4.57411
2141.51 4.47704
2142.99 4.35551
2143.73 4.27977
2144.46 4.18948
2145.20 4.07938
2145.94 3.94358
2146.31 3.86531
2146.68 3.78334
2147.05 3.70768
2147.42 3.67341
2147.61 3.70244
2147.79 3.80518
2147.98 4.06153
2148.16 4.65829
2148.34 6.12815
2148.44 7.64431
2148.53 10.2830
2148.62 15.3653
2148.67 19.6459
2148.71 26.0823
2148.76 36.1779
2148.81 52.7967
2148.85 81.5111
2148.90 132.265
2148.95 223.726
2149.00 297.067
2149.05 252.939
2149.10 168.716
2149.14 119.225
2149.19 87.3901
2149.23 66.8391
2149.27 53.3839
2149.35 36.8692
2149.44 27.9153
2149.52 22.4020
2149.60 18.8276
2149.77 14.5244
2149.94 12.0839
2150.10 10.5599
2150.27 9.52077
2150.44 8.78090
2150.77 7.79505
2151.10 7.17942
2151.44 6.75990
2151.77 6.45648
2152.44 6.04686
2153.10 5.78324
2153.77 5.59800
2154.43 5.45963
2155.77 5.26347
2157.10 5.12745
2159.76 4.93989
2162.43 4.80400
2165.09 4.68953
2170.42 4.47481
2175.75 4.22727
2178.42 4.06922
2181.08 3.86858
2182.42 3.74468
2183.75 3.59988
2185.08 3.43054
2186.41 3.24069
2187.08 3.14730
2187.75 3.07330
2188.41 3.05897
2189.08 3.21421
2189.75 3.88299
2190.08 4.72815
2190.41 6.41274
2190.58 7.86824
2190.75 10.0445
2190.91 13.4613
2191.08 19.0187
2191.25 28.7548
2191.41 47.0104
2191.50 62.5489
2191.58 85.2440
2191.66 119.394
2191.74 170.778
2191.87 290.457
2192.00 386.984
2192.13 330.996
2192.26 221.509
2192.34 167.671
2192.42 129.890
2192.59 83.9399
2192.76 59.4117
2192.92 45.1138
2193.09 35.9874
2193.26 29.8334
2193.59 22.2778
2193.92 17.9166
2194.26 15.1520
2194.92 11.9030
2195.59 10.0877
2196.26 8.94161
2196.92 8.15293
2197.59 7.57452
2198.92 6.76125
2199.59 6.45094
2200.26 6.17406
2200.92 5.91523
2201.26 5.79262
2201.59 5.68504
2201.93 5.63209
2202.09 5.67046
2202.26 5.82936
2202.43 6.30934
2202.51 6.83979
2202.59 7.81789
2202.68 9.80615
2202.72 11.5797
2202.76 14.2840
2202.80 18.8502
2202.84 26.6738
2202.88 41.8079
2202.90 54.3147
2202.92 70.9455
2202.96 116.683
2203.00 152.777
2203.04 130.194
2203.08 87.8332
2203.11 58.9151
2203.15 42.0313
2203.19 31.9604
2203.23 25.6138
2203.27 21.3904
2203.30 18.4446
2203.38 14.7422
2203.46 12.5201
2203.53 11.0882
2203.68 9.39846
2203.83 8.44224
2203.99 7.84015
2204.29 7.11751
2204.59 6.69329
2204.89 6.40478
2205.50 6.01025
2206.11 5.72029
2206.41 5.59616
2206.71 5.49366
2207.02 5.45823
2207.17 5.51682
2207.32 5.71533
2207.47 6.28315
2207.55 6.90193
2207.62 8.01086
2207.70 10.2182
2207.74 12.1474
2207.77 15.1212
2207.81 19.9291
2207.85 28.1542
2207.89 43.0899
2207.91 54.9337
2207.92 70.1131
2207.94 91.0421
2207.96 116.002
2208.00 152.740
2208.04 130.862
2208.08 88.6970
2208.11 63.9772
2208.14 47.9609
2208.17 37.5631
2208.20 30.7761
2208.26 22.3265
2208.32 17.7427
2208.38 14.8973
2208.45 13.0547
2208.57 10.8251
2208.69 9.54928
2208.81 8.74320
2209.06 7.79824
2209.30 7.26253
2209.55 6.91957
2210.04 6.49806
2210.53 6.24176
2211.02 6.06246
2212.00 5.81101
2212.99 5.62075
2213.97 5.44442
2214.46 5.35374
2214.71 5.31083
2214.95 5.28015
2215.20 5.29628
2215.32 5.35799
2215.44 5.51513
2215.56 5.91865
2215.63 6.33361
2215.69 7.06458
2215.75 8.48460
2215.81 11.4636
2215.84 14.3202
2215.87 18.8545
2215.90 26.9268
2215.93 41.2069
2215.95 52.9293
2215.97 66.8472
2216.00 87.3615
2216.03 75.1874
2216.07 51.6338
2216.11 33.8192
2216.15 24.1241
2216.19 18.6538
2216.22 15.3335
2216.26 13.1793
2216.30 11.7029
2216.38 9.87632
2216.46 8.79524
2216.53 8.11098
2216.69 7.29570
2216.85 6.83665
2217.00 6.54864
2217.31 6.20643
2217.62 6.00847
2217.93 5.87829
2218.55 5.71206
2219.17 5.60514
2219.79 5.52685
2221.03 5.41255
2223.52 5.25486
2226.00 5.13275
2228.48 5.02011
2230.97 4.89749
2232.21 4.82172
2233.45 4.72249
2234.07 4.65805
2234.69 4.58995
2235.00 4.58045
2235.16 4.60713
2235.31 4.69580
2235.47 4.95183
2235.54 5.23805
2235.62 5.76211
2235.70 6.83466
2235.74 7.79722
2235.78 9.26972
2235.82 11.7773
2235.85 16.2579
2235.89 24.9114
2235.91 31.9503
2235.93 42.2077
2235.95 54.5878
2235.97 68.8975
2236.00 89.7032
2236.03 76.9446
2236.07 52.3076
2236.11 34.0789
2236.15 24.2061
2236.18 18.5654
2236.22 15.1133
2236.26 12.8619
2236.30 11.3137
2236.37 9.37515
2236.45 8.24457
2236.53 7.52103
2236.68 6.66863
2236.83 6.19348
2236.98 5.89447
2237.29 5.54097
2237.89 5.20097
2238.50 5.01898
2239.11 4.88648
2239.72 4.77663
2240.02 4.74752
2240.17 4.76049
2240.33 4.82708
2240.48 5.03865
2240.55 5.27985
2240.63 5.73276
2240.71 6.65489
2240.74 7.48301
2240.78 8.79102
2240.82 10.9727
2240.86 14.8655
2240.90 22.3631
2240.91 28.6361
2240.93 37.3959
2240.95 47.5720
2240.97 60.2398
2241.00 78.9568
2241.03 67.5676
2241.07 46.4949
2241.10 31.5693
2241.14 22.9271
2241.17 17.8510
2241.21 14.7589
2241.24 12.6447
2241.28 11.2148
2241.34 9.37050
2241.41 8.26997
2241.48 7.57251
2241.62 6.74472
2241.76 6.27792
2241.90 5.98593
2242.18 5.63983
2242.73 5.31261
2243.28 5.14852
2244.39 4.96202
2245.50 4.83332
2246.61 4.71128
2247.16 4.64359
2247.71 4.56696
2248.27 4.48067
2248.54 4.43939
2248.82 4.41533
2249.10 4.46096
2249.24 4.56495
2249.37 4.81477
2249.51 5.44355
2249.58 6.08930
2249.65 7.23079
2249.72 9.41544
2249.79 14.1056
2249.82 18.6503
2249.86 25.9872
2249.89 39.2205
2249.91 49.1182
2249.93 62.2634
2249.95 81.4035
2249.96 102.953
2250.00 135.343
2250.04 115.801
2250.07 78.3518
2250.11 55.3575
2250.14 41.2160
2250.17 32.1244
2250.20 26.0693
2250.26 18.8594
2250.32 14.9174
2250.39 12.5254
2250.45 10.9578
2250.57 9.07744
2250.70 8.01900
2250.82 7.35397
2251.07 6.57931
2251.32 6.14793
2251.56 5.87727
2252.06 5.55585
2252.56 5.36994
2253.05 5.24743
2254.05 5.09074
2255.04 4.98970
2256.03 4.91488
2258.02 4.80205
2261.99 4.62712
2265.96 4.45571
2269.93 4.24376
2271.92 4.10437
2273.90 3.92472
2274.90 3.81228
2275.89 3.67895
2276.88 3.51939
2277.88 3.33099
2278.37 3.22958
2278.87 3.13379
2279.37 3.06884
2279.86 3.10925
2280.11 3.23074
2280.36 3.50056
2280.61 4.06524
2280.85 5.26440
2280.98 6.33923
2281.10 8.00468
2281.23 10.6905
2281.35 15.2622
2281.47 23.6392
2281.54 30.5342
2281.60 40.6283
2281.66 55.9475
2281.72 80.1293
2281.78 119.715
2281.85 185.276
2281.92 313.125
2282.00 414.561
2282.08 352.418
2282.15 234.444
2282.21 174.439
2282.26 132.789
2282.31 104.066
2282.37 83.8723
2282.47 58.4908
2282.58 44.0063
2282.68 34.8396
2282.79 28.7642
2283.00 21.3036
2283.21 17.0286
2283.42 14.3389
2283.84 11.1892
2284.27 9.42800
2284.69 8.31127
2285.11 7.53036
2285.53 6.94542
2286.38 6.07923
2286.80 5.72254
2287.22 5.39027
2287.65 5.08845
2287.86 4.97842
2288.07 4.96152
2288.28 5.22820
2288.39 5.64970
2288.49 6.53633
2288.60 8.53033
2288.65 10.4244
2288.70 13.4603
2288.76 18.8105
2288.78 23.0802
2288.81 28.8084
2288.84 37.2942
2288.86 49.2015
2288.89 66.7162
2288.91 92.4360
2288.94 122.264
2288.96 158.291
2289.00 211.580
2289.02 206.667
2289.04 182.162
2289.09 124.077
2289.13 81.5718
2289.18 57.6556
2289.22 43.2083
2289.27 34.3494
2289.32 28.3297
2289.36 24.2211
2289.45 18.9224
2289.54 15.7746
2289.63 13.7299
2289.82 11.2790
2290.00 9.88433
2290.18 8.99139
2290.54 7.91416
2290.91 7.27940
2291.27 6.85049
2292.00 6.27765
2292.73 5.87344
2293.09 5.70221
2293.46 5.55326
2293.82 5.46508
2294.00 5.49044
2294.18 5.64757
2294.37 6.15490
2294.46 6.73074
2294.55 7.80212
2294.64 9.95015
2294.68 11.8739
2294.73 14.7975
2294.78 19.6762
2294.82 27.9258
2294.87 43.4736
2294.89 56.0315
2294.91 72.5376
2294.96 121.581
2295.00 160.268
2295.05 137.040
2295.09 93.2082
2295.14 59.5042
2295.19 41.4756
2295.24 31.1897
2295.29 24.8930
2295.34 20.7141
2295.39 17.9012
2295.49 14.3642
2295.59 12.2725
2295.69 10.9418
2295.89 9.36005
2296.09 8.46480
2296.29 7.89933
2296.69 7.22279
2297.10 6.83050
2297.50 6.57243
2298.30 6.24541
2299.10 6.03957
2299.90 5.89367
2301.51 5.69244
2303.11 5.55506
2304.72 5.45514
2305.52 5.41868
2306.32 5.40097
2306.73 5.41262
2307.13 5.47602
2307.33 5.57197
2307.53 5.82287
2307.63 6.12694
2307.73 6.79557
2307.78 7.47375
