Ca-42(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 34.3534
1.25000E-05 30.7266
1.50000E-05 28.0495
2.00000E-05 24.2915
2.75000E-05 20.7159
3.50000E-05 18.3627
4.25000E-05 16.6639
5.00000E-05 15.3633
6.25000E-05 13.7414
7.50000E-05 12.5441
0.000100000 10.8635
0.000125000 9.71661
0.000150000 8.87001
0.000200000 7.68166
0.000275000 6.55094
0.000350000 5.80679
0.000425000 5.26957
0.000500000 4.85831
0.000625000 4.34540
0.000750000 3.96679
0.00100000 3.43534
0.00125000 3.07266
0.00150000 2.80494
0.00200000 2.42915
0.00275000 2.07159
0.00350000 1.83627
0.00425000 1.66638
0.00500000 1.53633
0.00625000 1.37413
0.00750000 1.25441
0.0100000 1.08635
0.0125000 0.971656
0.0150000 0.886996
0.0200000 0.768159
0.0253000 0.682975
0.0314750 0.612324
0.0376500 0.559861
0.0500000 0.485820
0.0625000 0.434529
0.0750000 0.396666
0.100000 0.343520
0.125000 0.307250
0.150000 0.280477
0.200000 0.242895
0.275000 0.207135
0.350000 0.183599
0.500000 0.153600
0.750000 0.125401
1.00000 0.108589
1.50000 0.0886432
2.00000 0.0767508
2.75000 0.0654323
3.50000 0.0579809
5.00000 0.0484792
7.50000 0.0395408
10.0000 0.0342067
15.0000 0.0278701
20.0000 0.0240848
27.5000 0.0204741
35.0000 0.0180906
50.0000 0.0150398
75.0000 0.0121513
100.000 0.0104138
150.000 0.00832841
200.000 0.00706658
275.000 0.00584719
350.000 0.00503175
500.000 0.00397440
750.000 0.00296199
1000.00 0.00235401
1500.00 0.00164223
2000.00 0.00123602
2750.00 0.000877678
3160.00 0.000749866
3500.00 0.000666381
4250.00 0.000531093
5000.00 0.000440251
6035.56 0.000360729
7071.11 0.000323570
7588.89 0.000328648
8106.67 0.000379629
8365.55 0.000458024
8495.00 0.000533607
8624.44 0.000663305
8753.89 0.000913689
8818.61 0.00113921
8883.33 0.00151362
8948.05 0.00222562
9012.78 0.00397023
9045.14 0.00615650
9077.50 0.0119259
9093.68 0.0196144
9101.77 0.0271554
9109.86 0.0407630
9117.95 0.0694298
9122.00 0.0975642
9126.04 0.148032
9128.06 0.189882
9130.09 0.252749
9132.11 0.353592
9134.13 0.530218
9136.15 0.883078
9137.16 1.20852
9138.18 1.75234
9139.19 2.76181
9139.69 3.62274
9140.20 4.94285
9140.70 7.11020
9141.21 10.9549
9141.72 18.5010
9141.97 24.9836
9142.22 34.3632
9142.61 54.9964
9143.00 68.7559
9143.39 54.9915
9143.78 34.3605
9144.17 21.1427
9144.56 13.7571
9144.95 9.48717
9145.34 6.88368
9145.73 5.19522
9146.12 4.05195
9146.90 2.65121
9147.68 1.86445
